,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,7.797103363262624e7,74561.75736388513,0.0,0.0,0.0,0.0,172.75390233084036,20.1125011662874,1.6914671227528427e7,-3.9516688335082605e6,-9.0796208376418e7,6.087827025569916e8,247223.53082481187,-1.1284606708252622e7,0.0,0.0,0.0,194.29311335052535,16.763425658859454,3.6495882782528654e7,-5.288306788016245e6,-6.384022227267499e8,2.3589961630728398e7,138999.36029965268,0.0,0.0,0.0,0.0,144.43469592884955,22.0237844010689,4.387516218920159e6,-946741.213494313,-2.696221084213041e7,4.646531916757167e7,98327.99391045331,0.0,0.0,0.0,0.0,139.46425582273767,22.04344310855879,-2.2748498385891628e7,-2.9319206557008615e6,-2.059161816201219e7,5.570290325937856e8,51054.382976649096,-3.831449332560752e6,0.0,0.0,0.0,191.71269925314198,16.51788860355372,-6.630347132244903e7,-6.368326578649008e6,-4.8307121892097986e8,1.106493298486e7,126577.82737857632,0.0,0.0,0.0,0.0,126.11958692465306,21.009655889351595,-682130.7014492198,-122256.50149448811,-1.0201388131877795e7,4.055263413061089e8,241950.85718488952,-64087.03959010628,0.0,0.0,0.0,189.72652820961127,16.338935022729306,1.1398584437424e7,-1.3325490526913104e6,-4.1554910456872004e8,1.4617650559573156e8,152165.67325390127,0.0,0.0,0.0,0.0,185.13559244743118,16.901560117709302,1.9235514088483978e7,-2.933155653391667e6,-1.6248105400673005e8,1.1275585961460482e8,113752.57042696561,0.0,0.0,0.0,0.0,180.16421811267898,18.54536521305614,4.128051067986848e7,-4.187267950556162e6,-1.2586443247586401e8,9.722705091282111e7,112826.20420064387,0.0,0.0,0.0,0.0,182.71412560323355,17.709691794611306,4.986748080177269e7,-4.863621294385534e6,-1.4216708159512797e8
t1,8944.815157489697,15.830132754969123,0.0,0,0,-0.0,0.01555992343212875,0.0016397998986285947,1911.1711264334508,-146.33911816981805,-10718.867086235105,72553.58065580834,9.607646852371229,-18.938016713124785,0,0,-0.0,0.016068088200656243,0.0014385414682179093,-4626.135303942076,-912.2161234670375,-67034.88808643493,3972.3410961262784,12.954060974044541,0.0,0,0,-0.0,0.012418958136210273,0.0017821145793755916,-1147.2612777237055,-176.4136079314513,-2651.4403901092824,9345.541345161435,3.383697184261677,0.0,0,0,-0.0,0.011907642915339814,0.0017648585290690238,-6714.495167695808,-504.69966709953025,-2024.9618410257272,67838.92303584205,8.035970730074713,-12.686521162548555,0,0,-0.0,0.01609356805344111,0.0014366059138982486,-234.08946940700298,-568.7956388998402,-67055.76393922513,1497.1671393916622,18.503508089018766,0.0,0,0,-0.0,0.010909554698072942,0.0016385234569886208,-326.8613561537048,-25.34341427733544,-1156.3403132881874,44187.751074334075,51.540630300703015,-2.3832899646901744,0,0,-0.0,0.014749532202425586,0.001411067111502089,3079.5037636080856,-233.05741061882773,-47103.01928713508,12818.01773861035,23.29041065511758,0.0,0,0,-0.0,0.01596468766716401,0.0013986931484355146,3639.9350012438745,-439.3337884599622,-16035.798125952651,9755.594481084298,33.42734255654918,-0.0,0,0,-0.0,0.015960813351385997,0.0014079175582313885,6380.571180273631,-479.8092506705741,-15684.23602805982,9679.693546911874,27.820248344246636,-0.0,0,0,-0.0,0.016048973651700712,0.0013577296813974786,8338.245242561945,-626.4983439206917,-17413.51157076614
t2,8936.169395563405,11.665817025836326,0.0,0,0,-0.0,0.015478528984521641,0.0016532135975799683,1526.4920023627692,-116.85671262231597,-10349.472100761199,75450.72416079865,6.75871827748124,-5350.344271636959,0,0,-0.0,0.0160230951114105,0.0014388816317637116,-3692.626541773092,-733.631437005039,-65682.37293683783,3933.006749866281,14.383099021081907,0.0,0,0,-0.0,0.012382854154821009,0.001777871721542182,-1146.0772340633557,-175.26358181829806,-2616.722496635447,8422.72580994358,5.531432024134557,0.0,0,0,-0.0,0.01188412965423207,0.001758622567673961,-5960.932791126608,-450.1639335424611,-1998.4470404697956,67280.72614757916,6.748558927979314,-1016.7962320169673,0,0,-0.0,0.016031670269871536,0.001432060958663883,-577.7611964389703,-450.20664384976976,-65244.395742710374,1394.858746858812,15.013447771341237,0.0,0,0,-0.0,0.01089281126576145,0.0016345237990563774,-235.78811199959375,-18.6063274099001,-1147.5382847233961,43744.31718630537,50.978193166589705,-3.250780876963403,0,0,-0.0,0.014775583523228723,0.0014052288181464674,3194.3876099882186,-241.56494596851314,-46744.47245922673,13938.579705926335,11.452603272569261,0.0,0,0,-0.0,0.01594722605940583,0.0014118962826275012,2113.4862447306296,-446.870099134391,-15607.822404106406,9383.813565373626,33.44736770369454,-0.0,0,0,-0.0,0.01596157257678949,0.0014092813732337044,6752.960264139697,-507.50296691843,-15657.119156270492,9601.759012726083,28.172125196712233,-0.0,0,0,-0.0,0.01604591288640293,0.00135995124937672,8326.437674698178,-625.838537104982,-17324.751372081028
t3,8937.004437899674,10.891993231972066,0.0,0,0,-0.0,0.015418142463918103,0.001661815072695039,1242.3069093937693,-95.55324436743231,-10086.495619424793,76829.16682386577,6.530094482831695,-8010.089678506237,0,0,-0.0,0.016012325061702064,0.0014373496913571942,-2842.3752888954655,-647.1378031513151,-65337.2702423748,3966.6185516732553,14.770422841863311,0.0,0,0,-0.0,0.012406934261284771,0.0017770278773027006,-1141.6517944252128,-175.01958514179597,-2655.4773546279334,8288.397590095909,5.503429759151073,0.0,0,0,-0.0,0.011906650130726257,0.001759028593685548,-5809.591052389806,-438.8272161873857,-2028.0449561947808,67266.99944996726,6.680692569658409,-3069.4143948624505,0,0,-0.0,0.015944306330243872,0.0014297815931103145,-338.557479161585,-401.8505665586665,-63464.94167003054,1321.4060210879788,13.456127054724192,0.0,0,0,-0.0,0.010861650586133491,0.0016298810551916556,-184.55465211245757,-14.81038602218219,-1127.2061052851195,42970.62941153865,47.58014716367446,-3.0175220659570474,0,0,-0.0,0.01484076750322219,0.0014033181231649814,3139.1964694156195,-237.55426473880294,-45916.24999116517,14785.639411675751,10.182554841793994,0.0,0,0,-0.0,0.015943966066846314,0.0014128420135041666,1159.8058571555223,-398.6093150286379,-15548.072556213981,9364.594016775216,33.46817359255357,-0.0,0,0,-0.0,0.01596062320347503,0.0014094170767107435,6752.801625355989,-507.49238806665574,-15637.749974975102,9646.472375091664,28.425405575109494,-0.0,0,0,-0.0,0.016046818291688553,0.001359040600442704,8323.19522791744,-625.6121754136157,-17366.693002595428
t4,8960.729543449013,10.368193761915956,0.0,0,0,-0.0,0.01539045402733961,0.0016654370664533598,1093.0601338916495,-84.40325417385603,-9971.222516307096,76838.25560243483,6.691024857345334,-9295.357662618455,0,0,-0.0,0.01600990871761594,0.0014369188441798629,-1576.766046568041,-683.020298169225,-65286.976598286856,3974.250924247174,14.85227887684028,0.0,0,0,-0.0,0.012416643384104736,0.0017769754233877145,-1133.8812679749722,-175.56713398560674,-2670.3409503882713,9350.88534424101,3.4369518871999496,0.0,0,0,-0.0,0.011915461413640763,0.0017643595677927346,-6704.919477999173,-504.1238899813838,-2039.39660390765,67228.98580157402,6.919059353865407,-4483.633851312897,0,0,-0.0,0.015922380737228514,0.001428993656433254,761.1438279277122,-405.22625782448563,-63106.81174704713,1204.6774593922,9.336024969661132,0.0,0,0,-0.0,0.010784156064426446,0.0016208938162713671,-115.17206129890724,-9.792142313813741,-1078.1760390905267,41549.476861682495,39.40063726130013,-18.993415481300232,0,0,-0.0,0.015113317351380983,0.0013984599913214094,2548.637860755421,-194.10721905505773,-43919.03159606514,15416.402588148654,9.553753160366645,0.0,0,0,-0.0,0.01594252912200666,0.0014160366499885082,345.5759274009731,-316.9658057089546,-15445.126407782574,9486.520958513003,33.58156344618291,-0.0,0,0,-0.0,0.015967785474407196,0.0014044354748413703,6753.644559603004,-507.5395086152854,-15760.543328964095,9831.552228193634,29.107204658640867,-0.0,0,0,-0.0,0.01605191513243625,0.0013559691188146342,8329.26412038654,-625.9452569901786,-17557.882439683992
t5,8968.192546406639,11.84271925149675,0.0,0,0,-0.0,0.015482244131385627,0.001656009740979318,1479.5135804772663,-113.3283523992126,-10337.902416687857,76099.89637280111,7.736569692979723,-6137.559577739632,0,0,-0.0,0.016080914162927895,0.0014449554067302378,-1575.0108219073695,-681.0577766653875,-67707.51992309908,4093.447320571841,15.44537348063507,0.0,0,0,-0.0,0.012508417454653063,0.0017790534678949258,-1128.8914327323214,-174.87873273792465,-2795.817371384596,9380.375669435773,4.373082287250435,0.0,0,0,-0.0,0.012013486660777548,0.0017728645678132973,-6685.8559919863,-503.2033430263335,-2135.2256347856824,67124.97780534062,6.795277517056507,-1726.887772761913,0,0,-0.0,0.016058850810821656,0.0014394249114144525,1110.7683141956563,-349.52617675114027,-66164.89855510907,1174.864077156658,9.26329162440126,0.0,0,0,-0.0,0.010725324943194382,0.0016139037023483252,-122.95730016818624,-10.414041266673644,-1039.6578527646072,41051.80163584492,38.593602331693305,-10.586095894591727,0,0,-0.0,0.015402140241683732,0.0014027642790239172,1384.445888644246,-106.87990511554287,-42350.01003432951,15420.351535610887,10.72660492864938,0.0,0,0,-0.0,0.015954220633376696,0.0013985750668385794,766.3342868403972,-312.43461536558027,-15875.76038217861,9925.545709533295,33.57061922885621,-0.0,0,0,-0.0,0.015994873211929377,0.001388057847852277,6751.0406285385125,-507.3683966222236,-16197.117543771576,10550.977589373437,29.476072305022893,-0.0,0,0,-0.0,0.01606834246710647,0.0013486743318649468,8321.202863713803,-625.4108951460869,-18269.92839498108
t6,8995.69672646904,17.77352272352258,0.0,0,0,-0.0,0.015666571466824625,0.001625011349414924,2405.4931767875287,-182.55128755717107,-11229.512042136133,83861.67988697244,15.500489382741307,-23.755428331867723,0,0,-0.0,0.016220060009328397,0.001448671794484155,-6887.738796456299,-926.3044031533037,-76039.18476931851,4441.419341096531,19.759241809020317,0.0,0,0,-0.0,0.012837078886007873,0.0017829514001576412,-1011.5560855601269,-165.4625976071369,-3275.739268006764,8583.846629743963,6.469053162146002,0.0,0,0,-0.0,0.012313566541335707,0.0017832731032078292,-5649.053567732097,-426.67203413283085,-2501.7522702079727,68846.71975101974,8.452700676555137,-12.885548211983235,0,0,-0.0,0.01620541686749835,0.001442690640509891,3682.5878037519406,-565.6943762256852,-71973.5151371887,1158.978856405816,11.664133158578663,0.0,0,0,-0.0,0.010744200215295013,0.0016132578887415965,-101.01720704396081,-8.663662538177286,-1051.402628094723,42608.91581252836,47.201095449535075,-5.158836280824914,0,0,-0.0,0.015327168222417425,0.001399096190180899,203.870400771579,-18.36387339287223,-42828.428337471756,15405.255173135327,16.684473043547005,0.0,0,0,-0.0,0.016038218570301268,0.001359173344377112,2721.6316698614683,-399.45856229284425,-17736.22231814353,11132.562341481978,33.68642604870558,-0.0,0,0,-0.0,0.01604493618814818,0.0013639720406746281,6722.240669065917,-505.3856789540754,-17377.468538028756,12404.534905097667,29.957509183433796,-0.0,0,0,-0.0,0.01609028667619669,0.0013418442270331234,8214.158407538835,-617.6397061659886,-20024.66279579289
t7,9123.80508635225,22.784553577550586,0.0,0,0,-0.0,0.01575667617185987,0.0016033232759926567,2867.6983382268636,-217.68162484223745,-11790.276072096638,86468.79255512846,38.67232098605388,-15.013796542603778,0,0,-0.0,0.0162400083456071,0.0014606406881085404,-3929.7743303495836,-586.771579966302,-81994.13775825404,4436.586803828799,23.002741416798898,0.0,0,0,-0.0,0.013167786915355372,0.0017841823608530252,-523.6221205631589,-128.59402276457863,-3799.0219456356517,8135.865494419437,7.4927169136027345,0.0,0,0,-0.0,0.012607794933130767,0.0017894061426181784,-4863.29858700798,-367.60858466049757,-2901.3944651875854,73793.83684535281,11.238975128778373,-7.81519423446574,0,0,-0.0,0.016229605113735668,0.001443438283116035,-1874.0885098564245,-313.7747688590521,-74186.96883488462,1199.5800773663614,16.08313779841061,0.0,0,0,-0.0,0.010927881292005406,0.0016267575797966312,-27.684110192442404,-2.9225918376509994,-1176.754600456473,47732.93838491424,56.25932093117309,-3.454837255357159,0,0,-0.0,0.014719339200048608,0.0014073709581556896,172.03149703776523,-15.687449063967632,-47934.58637012253,16203.08734839931,34.84889388990414,0.0,0,0,-0.0,0.016101828993027777,0.001343354204122428,4700.889345664822,-359.24064506400117,-20573.464534905073,13020.299701094478,33.84753551070989,-0.0,0,0,-0.0,0.01607609106721728,0.001350164147996011,6023.113609306887,-453.33243150208585,-18618.247769190097,14023.151040065899,30.648082358519222,-0.0,0,0,-0.0,0.016103503181566448,0.0013465304311854034,7755.367092657277,-583.3672141471036,-21219.044324830553
t8,9235.571726221466,23.151557520739114,0.0,0,0,-0.0,0.015756299450131198,0.0016031688085325587,2743.261189217975,-208.4533282577033,-11787.206303118302,82355.5407317454,52.823737417773444,-10.207962032679236,0,0,-0.0,0.016259672814905632,0.001463097742982193,-2683.1067247395645,-509.52557606902457,-84955.4860801658,4413.585238896656,24.804024964064624,0.0,0,0,-0.0,0.013271882940205895,0.0017845565527227765,-343.6154370115553,-114.63328405896976,-3971.804021883818,8374.017201503626,8.55644694751673,0.0,0,0,-0.0,0.012701850650369256,0.0017908193022695743,-4963.941871054954,-375.12067689168737,-3033.3518395852766,73648.12765395993,12.346163096906384,-7.003245207494157,0,0,-0.0,0.01623470531221577,0.001444409241836878,-2869.5249770262453,-220.10007305331484,-74844.53946613039,1210.2928042504118,42.86972268215442,0.0,0,0,-0.0,0.011143579734367734,0.0016437662802228819,95.28043181065334,-8.72594732142018,-1334.0780413994908,54276.36561231609,53.18568020638591,-3.858680415670685,0,0,-0.0,0.015178978961571395,0.0014173468755010043,45.50793038517679,-20.899341813243073,-54343.08824552233,18121.729100980498,39.420868232466304,0.0,0,0,-0.0,0.016141709978272127,0.0013504108768535908,4688.2426933526385,-357.797503927744,-22485.459948291165,13723.373902449606,34.04702275615055,-0.0,0,0,-0.0,0.016088578558482693,0.0013462958808768241,5996.8941822552515,-451.48581790475043,-19297.137789302924,14624.038768561455,30.87989196000063,-0.0,0,0,-0.0,0.016113129273293114,0.0013483785456390794,7591.651966101963,-571.157255039593,-21668.697615995534
