Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,Total
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,2,5,7,9,10,2,5,7,9,10,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,26190.045,28165.95,29569.666,0.0,14669.3,0.0,0.0,0.0,0.0,0.0,0.0,306382.25,1.4059398e6,0.0,120488.305,0.0,19223.756,0.0,0.0,0.0,120588.74,127547.85,409753.1,17968.797,0.0,0.0,0.0,0.0,0.0,333638.12,351923.94,0.0,1.7657436e6,0.0,0.0,0.0,0.0,0.0,26999.066,27798.293,0.0,59625.793,0.0,19899.982,0.0,0.0,43347.34,43071.934,0.0,110555.05,7800.8247,0.0,0.0,0.0,0.0,0.0,268718.22,463629.84,0.0,72441.98,0.0,12030.763,0.0,0.0,0.0,0.0,49052.887,101073.08,48264.234,13005.061,0.0,0.0,22789.58,27630.889,177557.31,5028.8833,0.0,0.0,0.0,0.0,0.0,0.0,29244.246,182429.31,0.0,387138.56,0.0,5666.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.282593e6
t1,32.91788414135999,3139.2041587577187,16.00603569205063,23.609414996726997,11.645909841786306,0.0,0.0,0.0,0.0,0.0,15886.16311253539,19390.167203885238,30.211894212739935,852.1288622015712,424.9293095721287,15.060701293187776,2.9539580931450473,3.125655096529954,3800.7461068009443,2.9300706987178273,4.547473508864641e-13,0.0,408.42773911694553,16.390366120865338,457.1356915468439,2.737429455728659,2.858291560246414,2.7477844325815113,0.0,10.408694919421862,412.93927725906013,469.5907391537567,101.28370887213384,141.1554991225434,40.106749367738985,29.45025798948751,526.4899522481547,33.269384619688935,18.85533034095623,50.1697410791985,1968.6122987290282,68.48492453753624,10.975961957614345,1.8442733928526067,1.4908225732623626,559.7717768662108,2.3024952836367447,0.0,0.0,30.02767600638242,36.48134859466455,1.3202690860479223,1.624454863315293,85.05630297597233,1.3835134999755496,0.0,28.667891972334473,17040.954072495682,15.464664426051968,35.2350502584095,8.949688574406537,1.8170421228135183,1.8282337544196707,166.7224365428066,1.76290962933615,0.0,0.0,48.45960500039109,8312.183259093497,192.00950430071674,11.954255633260686,1.3657094909860277,2.1815733309374536,1.7527446528750943,0.0,17.95066024505104,46.85800376307887,1.3830448253560474,1.2207673387155893,1.7913338254465572,0.0,14.229269264725822,7.845082028571909,18.823369748215555,10.298203255640168,15.689260720822986,6183.900000000001,1.9831511702782194,2.047467997284002,89.64484099257771,1.834494045376232,0.0,0.0,14.74571636571045,3040.1774792257434,0.0,3432.526206838825,5691.111784379571,8439.170881198523,4100.893512005114,63.24961060685156,0.0,0.0,106193.8758145115
t2,36.371833114072615,3142.8977724103174,16.59971470860097,24.326144811487374,11.833700311454777,0.0,0.0,0.0,0.0,0.0,17514.670916133997,19391.10022078503,32.7945448655837,853.0630523517602,425.8017051729793,14.895384977019603,3.216043584515319,3.452662799732934,3800.7554424573786,3.173959195466523,4.547473508864641e-13,0.0,408.70416508510675,16.09145703355466,390.1705186903059,2.6031063846290863,2.700770998487428,2.6096092339769257,0.0,10.314413692044766,409.7018855959568,468.62570305873334,74.07120415934665,140.10682342569345,3.567203766389923,2.546609034943856,526.4475243038563,3.3705193513524137,14.719280427984863,81.80936279496291,1970.3202926742536,70.51226489530936,11.207544858589245,1.9277817250105018,1.4358554868575215,559.7884378575644,2.545896869178705,0.0,0.0,31.481569445764308,52.2508785240239,1.3388477491949118,1.668069393400394,83.76834748786271,1.3641888699946492,0.0,28.639865436613036,17053.69989364301,15.805568361733094,25.33066156781797,9.083656276032343,1.9567168622264717,1.9749837004715118,162.17635293593602,1.8952209526879642,0.0,0.0,92.38901163119044,8318.42142587386,224.38762295522628,12.46791175418366,1.8029491042965873,2.8838234264594576,2.169864173966289,0.0,17.960619158806367,46.85923465896701,1.3832423271464247,1.1805795835542536,1.8016398689762525,0.0,14.226759276578122,7.838996475916325,18.927109508527792,10.324038317353384,15.728374314366306,6183.900000000001,1.9918960108576371,2.0536102185629943,89.64812338811022,1.856062590394231,0.0,0.0,43.083407353234634,3402.899915724619,0.0,3806.99064576095,5954.526020287524,8465.257917235644,4122.512043441433,82.84754229229652,0.0,0.0,108871.60653700326
t3,36.33398116148146,3142.001803915182,16.496100376214912,24.558966864413037,11.803270702373993,0.0,0.0,0.0,0.0,0.0,17518.248722436234,19391.298738307785,32.44831706468085,853.1196879090247,425.8596404010948,14.689804090226062,3.1539119841518186,3.4574544982169755,3800.7548789216053,3.253991676174337,4.547473508864641e-13,0.0,408.94854547815385,16.119821217459844,329.0580506019296,2.584628099619522,2.662417934300265,2.5906020572290345,0.0,10.288022855578888,410.02399439047724,468.7871301676606,75.34135355029338,140.11585922352936,3.5719719005377897,2.5210325210576343,526.4513613548145,3.349721521803076,14.802841350748132,91.34996868127746,1970.661092868929,70.81017707605035,11.171415808363236,1.8706664886731428,1.3171700941180928,559.7910124100976,2.554024294663577,0.0,0.0,35.139689767580535,67.13120765913088,1.3380384421347955,1.6647616362957862,82.5882243497912,1.3441623281064778,0.0,30.865907713105116,17645.490258538066,16.082052952247523,31.289000488749934,9.125068569705945,2.0106863572109432,2.041885328693297,159.58667646233914,1.9391185859166171,0.0,0.0,96.88883435773278,8318.209858135853,225.54646833342068,12.397622333751315,1.8242363213587822,2.9191198406715557,2.1680484312576027,0.0,17.94861763706558,46.85591188092536,1.4025219671155131,1.1744681712192628,1.8105700408257235,0.0,14.225141373354653,7.836425667428436,18.980732596553935,10.332899160368036,15.740329076917611,6183.900000000001,1.9990168605109915,2.0531109439519923,89.64774274664465,1.8729533379173517,0.0,0.0,44.52807877311784,3403.428854436507,0.0,3830.7624368162706,6075.575309825972,8465.526250659812,4123.003488154898,82.77285714940926,0.0,0.0,109593.19079646612
t4,36.620538998194206,3140.5477322273164,16.493509837965007,24.70454319407067,11.803677401198911,0.0,0.0,0.978488981971168,0.0,0.0,17518.979498764013,19391.17761282693,33.3588610298184,853.2349766542136,425.96846242405695,14.753018152813638,3.1709814629139146,3.531572939369653,3800.7514559262568,3.34939900608515,4.547473508864641e-13,0.0,408.75573874175547,16.123464119021037,358.7064922508464,2.5892883412910805,2.6490081893538786,2.5987865670526844,0.0,10.265116823805286,414.2975183995635,470.123714587387,104.86028209122642,141.1381834859149,30.76910191814369,21.79045135845479,526.4976529688379,26.02440925240262,19.082672064363493,125.74413882625777,1970.5517564419824,71.00897630320748,11.133618313899206,1.8581523676539273,1.2541605451230562,559.7910892764946,2.5995580156336473,0.0,0.0,68.98626201330603,87.7712006654728,1.466735961146199,1.8464024845441074,81.51413794802278,1.481411693491566,0.0,43.94617650171858,17841.793912380548,17.416754611826036,1188.463093604235,9.501350129206912,2.361188515798517,2.418316016664903,157.99554590763935,2.2651897499454208,0.0,0.0,128.90727459226036,8317.40929335955,225.92373399266802,12.380572391592068,1.8363025604056702,2.9933124555286668,2.212046016361228,0.0,17.92264573666671,46.84676522281464,1.4014713938264425,1.1995109214267536,1.8172188650542154,0.0,14.220825402229643,7.832835114832868,18.982622170543436,10.330252557887817,15.731391251621652,6183.900000000001,2.001699520554837,2.0557688615519965,89.64607967487886,1.878820564443231,0.0,0.0,102.17720907857938,3405.111916469613,0.0,3714.7860306733155,6019.82872265232,8466.453757346506,4123.830992843035,85.17596139045062,0.0,0.0,111113.66037234095
t5,34.47481110967465,3136.1949141160126,16.09711096247821,24.265484596076245,11.695385987463851,0.0,0.0,0.9577809113853597,0.0,0.0,17509.987282010137,19390.357526191747,32.05390827430347,853.0329868215072,425.7734656585534,14.848967656064815,3.1652119535988277,3.4732182032275887,3800.7375390445886,3.3108181649258768,4.547473508864641e-13,0.0,407.8699794662344,16.099054702910507,338.6066646273209,2.5733047407116487,2.6234422275461213,2.590376660437869,0.0,10.248338984810125,411.19992123231395,469.136793430494,102.36648738666607,140.71582249838002,5.2533515220501386,3.8579887052050026,526.4684246440618,4.981916832804927,16.321505570442028,81.11797322626262,1969.4290717629342,70.38212729035936,10.96747192388284,1.79263703305282,1.164861802937795,559.7779116835528,2.543365673349399,0.0,0.0,55.3709259703171,87.61143139029629,1.4017482518796136,1.5946692133904037,80.38571564255152,1.4374322941552578,0.0,44.875170975527,17844.488413237505,16.885178189221733,1508.7981985101078,9.240407206028067,2.3526983219995827,2.4206589976320174,156.71945155003988,2.236536759892374,0.0,0.0,96.3007641031054,8314.873949423816,225.33934589874485,12.23546467289384,1.7894796943596987,2.915591320547719,2.177158711983793,0.0,17.904931814046904,46.843551788195015,1.3824935490066705,1.2103252381108893,1.8170269781401345,0.0,14.219969940452295,7.831205701400364,18.89331093722194,10.296572791132498,15.690139967885287,6183.900000000001,1.9974466525844505,2.05206444690009,89.64327196455733,1.87239638482788,0.0,0.0,43.42214334895198,3399.0908140735273,0.0,3273.23827557064,5325.283515838666,8465.69824881423,4122.716591631766,84.30977220633535,0.0,0.0,110019.27966526503
t6,28.024988565467083,3117.6482564779385,15.146900082288909,23.07986030455926,11.412032843847555,0.0,0.0,0.869269346587842,0.0,0.0,6768.282926240463,19388.503912620297,27.842791537666926,851.9367770438414,424.7411432781546,14.327738047009007,2.8460047428707185,3.078264742376632,3800.7181831527373,2.9924898452372872,4.547473508864641e-13,0.0,404.56412844062305,15.813951725273228,37.08810288502127,2.439312240699735,2.5025251479982273,2.4558941812990724,0.0,10.153776336795083,393.37571778164016,467.0426891259992,51.32678544268066,139.62204393799476,3.206708794459587,2.3604165523432243,526.4244913945466,3.0394261588508016,13.826667210234284,45.22964244981449,1966.5542659085268,67.64770906369718,10.58255623842706,1.6737466238284506,0.9441666874967574,559.7555669156384,2.238373570948397,0.0,0.0,38.8785550741934,77.90204245420186,1.189450406758854,1.4101423131211952,79.29484114347255,1.3006949811496469,0.0,38.01612313306396,17831.770602594654,15.817478482943898,351.06261077210775,8.841006768193438,2.1477298614307756,2.2332651637225354,155.58514579651583,2.069379310533918,0.0,0.0,51.343389861556716,8306.342386706863,211.68202345795515,11.855074410038924,1.6149137026290248,2.5874255364365126,1.970634194109607,0.0,17.902428713098743,46.84544254086299,1.3610844684854557,1.2076264740023497,1.8166232417701593,0.0,14.216653846350887,7.828401236878086,18.899838048070706,10.238942839345064,15.637971958139957,6183.900000000001,1.9880045121241494,2.0372669170701556,89.63595073829599,1.8740080362331355,0.0,0.0,14.58289445741525,1718.7147658390054,0.0,2063.2490002270615,3560.129010101063,8460.496590767181,4108.676516201268,83.33483365074044,0.0,0.0,92830.8089746263
t7,23.64361532441262,3044.5384941843017,14.675123242019737,22.405465079636418,11.271933613928013,0.701764475218706,0.8711009811804047,0.8182199300903754,0.0,0.0,118.58045071492234,19386.1088572939,25.674825294702714,850.0794716183644,423.0535071196287,13.951803658405879,2.7064448482396983,2.813393716056453,3800.6934501999804,2.75417797848786,4.547473508864641e-13,0.0,401.6125804890504,15.541981416985891,36.95210769210644,2.3840271469323966,2.4609725194293333,2.396844231695468,0.0,10.14700990546526,371.40424871070854,465.68576779799076,33.03557992584774,139.06055204454785,2.941583381962232,2.178570260635638,526.4078518099299,2.7827640753348533,13.359071430721038,35.35505414910858,1963.257391396507,64.88367259995613,10.482134928337473,1.600050460598939,0.9184013699018545,559.7375622953977,2.1077700261307655,0.0,0.0,28.040418958441364,30.35472703329748,1.0573442476638704,1.3287713359605,78.21881664542592,1.2173492192626583,0.0,30.107261890389054,13298.00820484222,14.287076025669649,26.91167925183754,8.155290096419776,1.929989442628596,1.9979358190084895,154.50479347100418,1.8609814041361687,0.0,0.0,29.007026922072328,7546.494292264797,176.01646006210348,11.416654208460386,1.3760637944843666,2.1057390883047447,1.6965581607787499,0.0,17.8874606673553,46.843451704484806,1.3604204270911486,1.2176921914863215,1.816151972962757,0.0,14.211986483207397,7.824610509549984,18.881952020093195,10.217701301789837,15.624387627247586,6183.900000000001,1.9875637878990702,2.033445034135525,89.6355751968163,1.8749308482838387,0.0,0.0,10.717787305817865,-3212.4626796719326,0.0,173.7253749487527,1939.6415662022773,8441.070109829705,1545.576313041633,80.86589121622161,0.0,0.0,69252.58077616799
t8,22.086752674829313,3027.0112624371022,14.563288829964222,22.287062821090593,11.225157835692698,0.8533775572840838,1.041268966549815,0.8154882895911939,0.0,1.2037711937298212,76.01322062213512,19383.664137786724,23.894248909199632,847.3020427992722,420.71226957326013,13.366452616028255,2.5243221269151945,2.5942617105611134,3800.6732233366833,2.549894851023055,4.547473508864641e-13,2.2638576818380898,399.52768000457297,15.393730924452143,36.204623567980434,2.3638948874822745,2.458276753000007,2.3714185780208936,0.8780059954049033,10.14325474815675,332.93132693867966,464.65578805278676,30.40627722961449,138.5302181607022,2.7726012548032486,2.0569312530662955,526.3929349295723,2.633395339913477,13.12621033112518,32.070311617652806,1961.754805346319,64.11565597801265,10.512365216665785,1.593525582352318,0.9950664876184792,559.7295153797597,2.09882186569007,0.0,0.8791025108077819,17.126494182870033,16.269264033019795,0.7867130539384712,0.9914072034928232,77.0161905590456,0.8629352690683518,0.0,23.16608424108199,6643.914417692462,12.954604178967202,25.28862858083403,7.402357784217202,1.9157975285497741,1.9699891332520565,153.5769756402225,1.7487679892616939,0.0,0.0,23.689718521573013,5520.077964493719,173.81788566136163,11.342856979625424,1.3646379661679475,2.072507274644977,1.6913685106155754,0.0,17.86612974737909,46.83927100879055,1.3371274812267764,1.2239042377124463,1.8151838049856224,0.0,14.207582272935177,7.819570218233203,18.90166346859769,10.211679812537163,15.61422265347315,6183.900000000001,1.9869443525915003,2.029706028298847,89.63334449607918,1.865985855960389,0.0,0.3753964445252722,8.876727260082362,-3214.9503349151146,0.0,-531.340887109609,1247.1613366429947,2713.293199630816,-157.52939625882118,82.44184688665565,0.0,0.0,51575.868872052015
