Zone,1,2,3,4,5,6,7,8,9,10
t1,49.31025340820967,36.502871481260584,43.33172441330322,5.632519332575231,42.43844725357328,50.375835439708084,58.87067913862555,50.43420843578091,58.62947818640526,56.711835032673335
t2,43.897454275052986,32.51154548231022,46.15512548614125,27.80205571527503,37.78866351330487,46.22979102838782,53.76177630691151,37.90640624395846,58.62802243520193,56.704076478635926
t3,43.84541765198237,32.48620091284338,46.21075943472425,27.82225410855854,37.756949990303035,45.04180286769081,52.24666728190613,37.789734656662446,58.6280095630315,56.69862421507418
t4,42.948370034852815,31.83096242141166,46.172362525808104,5.899834134594859,37.00020301161047,37.58160722724477,43.315580248687134,37.002181178008186,58.63003429222404,56.70722890370248
t5,43.88521459697647,32.511127275569166,46.08241518761408,19.061675004002467,37.78862050778216,38.041434023768716,43.90443123959931,37.798682299934434,58.62979770481169,56.72009820671601
t6,49.40417235683877,36.51137958011273,48.17665353655348,31.307524889421085,42.52005865768644,41.81642755879708,48.17255503362605,42.556275638119935,58.63178637974506,56.730143735223095
t7,53.167864317252324,39.388334526586156,48.97297727908425,33.86232806907845,45.750539464868844,48.42385256634813,52.84544770978922,52.70515274879753,58.63387524968312,56.734003258367714
t8,53.34624012800386,42.13894855144971,49.58574441672159,36.226420311698156,45.90348929027697,61.26850028605988,52.88722591988759,52.86420730096716,58.635113418324316,56.735644247582776
t9,53.234977038675716,42.15741806442745,50.09182017260442,36.247235834058614,45.80879058662304,61.86724314482421,53.08345071852096,52.870478997037516,58.63454134701913,56.73513348017841
t10,53.20121013213049,42.12030052984921,50.09782383689406,36.18250651254768,45.78141212549631,61.672480204373564,52.98480051953599,52.88993951775051,58.63446169610369,56.7352255536076
t11,53.170778703270344,39.421675107083026,50.34504429989638,33.90015660022152,45.75602622643461,61.64291584685181,52.90233372170443,61.42860688734074,58.634403957395776,56.735629965731164
t12,52.91243139731751,41.48400400406402,50.325477961808375,35.58719837162252,45.543081251547314,61.59034039664932,52.87791556977317,54.65075754462702,58.63501807607552,56.73621492650334
t13,49.51292639202926,42.1238593524896,50.36565866768413,36.152025397038685,42.617602852648574,60.872885700008695,52.86604502941405,52.94762339947826,58.63415783927644,56.735431000784075
