Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,2,5,7,9,10,2,5,7,9,10
t1,7.241609592362879,0.8395629319572722,1.6229882689959942,0.03975769196495961,5.933916791991042,0.0,0.0,0.0,0.0,0.0,54.9399577792037,0.4533640374216708,83.7573261752834,0.13467354857785693,0.11224859026376016,8.105451962420114,0.0,0.0,0.008839513760085734,0.0,0.0,0.0,0.9474580017494886,7.9740116274340105,2.2151602168995765,0.0,0.0,0.0,0.0,0.06565765546715674,0.08576148209398314,0.25443086295720174,2.063997251237626,0.06501685461049678,0.0,0.0,0.008161774827116932,0.0,0.046733198001956355,12.13203958283759,0.5959542730548719,0.0693529719614784,61.36623299221542,0.0,0.0,0.009143167406140202,0.0,0.0,0.0,2.003986479651728,0.30674659379447305,0.0,0.0,0.10394450591504802,0.0,0.0,49.88238542010311,13.631208161303114,44.08053912805399,6.058497688654095,8.053226096431393,0.0,0.0,0.36866540449601287,0.0,0.0,0.0,21.788451093640795,0.6054434920667386,0.23310905831267284,0.48097994233232283,0.0,0.0,0.0,0.0,13.127348454673081,2.8704401483776953,0.0,0.0,0.0,0.0,0.06970614375889603,0.04545685283900339,11.62911968137129,0.4571603780217115,0.0696203853658651,0.0,0.0,0.0,0.010104827597511265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,7.239485723244759,0.8618037972395167,1.624209340665284,0.039761969910232536,5.933963928381155,0.0,0.0,0.0,0.0,0.0,54.85698509791901,0.43571064116582076,83.75867565048031,0.13467833328733053,0.11225319681525521,8.105530107948148,0.0,0.0,0.008845638517132222,0.0,0.0,0.0,0.9161453104999563,7.97347716872339,2.2151628526217677,0.0,0.0,0.0,0.0,0.06566285873782896,0.08917961440340295,0.2641235226962869,2.057198370191801,0.06502045356044696,0.0,0.0,0.008149467054057164,0.0,0.04674464221118955,12.106184203362991,0.5689050102263661,0.06935412163301934,61.36629816480436,0.0,0.0,0.00913794973218168,0.0,0.0,0.0,2.0024004338089427,0.30676617562437825,0.0,0.0,0.10794953017889762,0.0,0.0,49.88519946472394,13.645877110653613,44.08239154181036,6.058524705838567,8.053401582499687,0.0,0.0,0.3827342174248761,0.0,0.0,0.0,21.759565145808423,0.601150777947923,0.23311500068028107,0.48106106908415547,0.0,0.0,0.0,0.0,13.127326083227862,2.8702873840396514,0.0,0.0,0.0,0.0,0.0697059888903693,0.045457533481669525,11.628927594784848,0.4571267283837325,0.06962072456607449,0.0,0.0,0.0,0.010107026104962433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,7.23830211480918,0.8977951144912858,1.6257135329596328,0.039766370477589914,5.9340139188551415,0.0,0.0,0.0,0.0,0.0,54.83920625189058,0.4299832404127401,83.76143078537349,0.1346831597661933,0.11225785045012812,8.10560854710592,0.0,0.0,0.008855568445005067,0.0,0.0,0.0,0.9056332373468409,7.973236250200426,2.2151655074275665,0.0,0.0,0.0,0.0,0.06566947197014054,0.08755376582091848,0.25892285656272995,2.052193320574516,0.06502420559373882,0.0,0.0,0.008139727615415844,0.0,0.04676227949941486,12.095253503711012,0.5594283330967228,0.06935552203443346,61.36636818133944,0.0,0.0,0.009138137682799337,0.0,0.0,0.0,1.99596363166177,0.30678602673124633,0.0,0.0,0.11159671333298266,0.0,0.0,49.88156547077634,13.60288814994221,44.08424776543438,6.058552152281854,8.053580295271928,0.0,0.0,0.3907549791728583,0.0,0.0,0.0,21.74801246657367,0.611724603387568,0.23312122618166273,0.4811467571320627,0.0,0.0,0.0,0.0,13.127351093267958,2.8703619887846994,0.0,0.0,0.0,0.0,0.06970598845679586,0.04545901922818871,11.62882413288,0.45711568988844287,0.06962107816230473,0.0,0.0,0.0,0.01010971652079066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,7.239006068626372,0.9576925537008322,1.627547210451421,0.03977058755533424,5.934065671486792,0.0,0.0,0.0,0.0,0.0,54.84357223948038,0.43589873868296797,83.76569825781242,0.13468824038708793,0.11226274803518665,8.105690282044915,0.0,0.0,0.008871208881101777,0.0,0.0,0.0,0.9119538066574515,7.973302493397646,2.215168282123228,0.0,0.0,0.0,0.0,0.0656781859012034,0.07740629140574126,0.23553605057709776,2.048759227607704,0.06502832191560798,0.0,0.0,0.008133955832223715,0.0,0.04678630907909393,12.094447619299903,0.566494575026203,0.06935708191196818,61.36644419465562,0.0,0.0,0.00914406495051258,0.0,0.0,0.0,1.9811301440188287,0.30680616426676915,0.0,0.0,0.11498319154594654,0.0,0.0,49.87007999914103,13.565749854877769,44.08657145782672,6.058579945743105,8.053763743935233,0.0,0.0,0.39577656418707935,0.0,0.0,0.0,21.747029121787552,0.6433571048556959,0.23312759460976495,0.4812356598496787,0.0,0.0,0.0,0.0,13.12739937010673,2.8705984470531565,0.0,0.0,0.0,0.0,0.06970603033036571,0.045460938439619764,11.628844800601057,0.4571334610856152,0.06962146039427759,0.0,0.0,0.0,0.010113453816819874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,7.24408922251433,1.0873018725190462,1.6298516440573791,0.039774528188074997,5.934120595307786,0.0,0.0,0.0,0.0,0.0,54.88407315158232,0.45996910018313425,83.77206466103648,0.13469370891404422,0.11226802086180297,8.105780114479595,0.0,0.0,0.008893797182073199,0.0,0.0,0.0,0.9364417121552548,7.973692989146929,2.2151710536943745,0.0,0.0,0.0,0.0,0.0656893041104486,0.09212434680964697,0.2592195581217688,2.0526635065323315,0.06503292581210787,0.0,0.0,0.008148000093802586,0.0,0.04683054314132264,12.10862617552052,0.5973814753867236,0.06935897682088163,61.36652565923615,0.0,0.0,0.009156744909102517,0.0,0.0,0.0,1.9810200940294544,0.30682684741149224,0.0,0.0,0.11845504297237056,0.0,0.0,49.86825107618723,13.606106002252066,44.090138292858775,6.058608547919255,8.053956918649298,0.0,0.0,0.3996894723444149,0.0,0.0,0.0,21.762346790411552,0.7230966970654132,0.2331340885612201,0.48132816282029034,0.0,0.0,0.0,0.0,13.127440415553806,2.870815619744751,0.0,0.0,0.0,0.0,0.06970608731205725,0.04546303385173073,11.629020832191786,0.4571821727979528,0.06962183354603814,0.0,0.0,0.0,0.010118088092340185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,7.253287616886987,1.4920991871995393,1.6325300849097597,0.03977884383156551,5.934171049997931,0.0,0.0,0.0,0.0,0.0,55.54828237159292,0.5066929491364616,83.78081957933068,0.13469897192200658,0.11227311311664431,8.105866237852258,0.0,0.0,0.008919539593991381,0.0,0.0,0.0,0.9821634418004509,7.974392032540392,2.2151746767692466,0.0,0.0,0.0,0.0,0.065701601635565,0.17281729702087684,0.3085691732276687,2.062233509087336,0.0650380160345543,0.0,0.0,0.00817293712867763,0.0,0.046882658953437496,12.141439612195258,0.6555447051257587,0.06936054126460332,61.3665998867105,0.0,0.0,0.00917134212481206,0.0,0.0,0.0,1.993445704870368,0.3068484531737353,0.0,0.0,0.12177185194037748,0.0,0.0,49.872566098783025,13.880140325339747,44.09477105412431,6.058637523397589,8.054150656714116,0.0,0.0,0.40312387030664626,0.0,0.0,0.0,21.800695750699273,0.9661053705863656,0.23314066970004813,0.4814210801755806,0.0,0.0,0.0,0.0,13.127427940043416,2.8708953995392195,0.0,0.0,0.0,0.0,0.06970607758433296,0.04546396106931535,11.629244390473238,0.45725246751127896,0.06962236266160514,0.0,0.0,0.0,0.010123916064088473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,7.259550481201688,1.8767370948450495,1.634990028731568,0.03978298552997471,5.934217906504123,0.0,0.0,0.0,0.0,0.0,57.038832606333514,0.5640536088506738,83.79028436078866,0.13470458012095177,0.11227852890903751,8.105964092948824,0.0,0.0,0.00894852133029677,0.0,0.0,0.0,1.0313887612027317,7.975162814307177,2.2151782997731533,0.0,0.0,0.0,0.0,0.06571512737408175,0.24794597882699987,0.3450303458572598,2.074072116784876,0.0650428764809755,0.0,0.0,0.00819608463223516,0.0,0.04693786249699406,12.156859475447114,0.7115708988078256,0.06936203690267342,61.36666353167908,0.0,0.0,0.009184902291727257,0.0,0.0,0.0,2.011492639406121,0.3068705845353185,0.0,0.0,0.1250760539516574,0.0,0.0,49.88325673711153,83.10545300876315,44.10140700527833,6.058667116142856,8.054350343998143,0.0,0.0,0.4063277206315008,0.0,0.0,0.0,21.830915023705728,19.835605001794978,0.2331472929324618,0.4815141063321549,0.0,0.0,0.0,0.0,13.127431960381651,2.871018872042324,0.0,0.0,0.0,0.0,0.06970613584728802,0.04546486891728903,11.629272388528205,0.45731943558682425,0.06962255894747356,0.0,0.0,0.0,0.010127379400223735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,7.262296199658702,1.9887404669152975,1.6369119793201996,0.03978672236392853,5.934258645459463,0.0,0.0,0.0,0.0,0.0,57.09910604034998,0.6138793824265629,83.79877720345465,0.13471003035218465,0.11228379590715001,8.106058455041445,0.0,0.0,0.008975217476611364,0.0,0.0,0.0,1.0763952478659513,7.9759287917681965,2.21518191563342,0.0,0.0,0.0,0.0,0.06572903900662679,0.3027053425899886,0.3706736714710923,2.085174119617564,0.06504799966775146,0.0,0.0,0.008218714313045099,0.0,0.04699347169703684,12.1625240853478,0.7450243249440487,0.06936357023481578,61.366713828439124,0.0,0.0,0.009195531333910704,0.0,0.0,0.0,2.0288542957584133,0.30689344685122616,0.0,0.0,0.12847826620920416,0.0,0.0,49.89632585370541,143.07947954497413,44.10789552394021,6.0586969290553965,8.05455220440083,0.0,0.0,0.40912566933595146,0.0,0.0,0.0,21.841337874597837,44.42393158449246,0.2331537006358165,0.4815996624276991,0.0,0.0,0.0,0.0,13.127454471364175,2.871196760235826,0.0,0.0,0.0,0.0,0.0697062000264065,0.04546617786021019,11.629217842263737,0.457382608908734,0.06962285989645649,0.0,0.0,0.0,0.010131012436505018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,7.263160504279517,2.033455129562287,1.6383160937270569,0.03979006167010879,5.9342937093976555,0.0,0.0,0.0,0.0,0.0,57.113892661921064,0.6415863544504716,83.80493990184604,0.1347155553267224,0.11228912658548097,8.106146209250083,0.0,0.0,0.008998629291828961,0.0,0.0,0.0,1.1166469989608752,7.976660007711116,2.2151855300056558,0.0,0.0,0.0,0.0,0.06574320556413772,0.3254813944141433,0.38420671352569113,2.093977615557036,0.06505332988234114,0.0,0.0,0.00823908339128712,0.0,0.04704779597808285,12.164011977045575,0.7588752069220508,0.06936517039489845,61.36675064751487,0.0,0.0,0.009202841450019764,0.0,0.0,0.0,2.030780261100502,0.3069163029530048,0.0,0.0,0.13102694292341976,0.0,0.0,49.90095652684976,167.6497337234594,44.115627307002654,6.058726929901625,8.05475622326814,0.0,0.0,0.4116297002866429,0.0,0.0,0.0,21.84545641623517,51.83624068664065,0.2331598454091493,0.481677408563126,0.0,0.0,0.0,0.0,13.12745847772926,2.871192037776128,0.0,0.0,0.0,0.0,0.06970625048052298,0.0454676774608523,11.629145972043448,0.4574384432737917,0.0696231167358943,0.0,0.0,0.0,0.010134010815500173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
