Resource,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,Total
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,2,5,7,9,10,2,5,7,9,10,0
Sum,64.35094,109.444405,14.398912,0.050449874,3.846528,0.0,0.0,0.0,0.0,0.0,369.8652,575.4984,416.86002,0.088722184,0.08612735,8.388494,0.0,0.0,6.7271185,0.0,0.0,0.0,87.83331,33.87352,0.055297937,0.0,0.0,0.0,0.0,0.25642115,18.98401,74.11454,16.426086,0.08140068,0.0,0.0,1.092855,0.0,0.23343462,62.177,87.73013,0.050936848,29.995277,0.0,0.0,1.1172367,0.0,0.0,0.0,31.493704,0.051644225,0.0,0.0,0.4290872,0.0,0.0,502.5339,1598.8392,159.88385,0.052126784,0.46054426,0.0,0.0,0.7624127,0.0,0.0,0.0,266.9075,404.1209,0.08192506,0.64740396,0.0,0.0,0.0,0.0,11.07529,61.25329,0.0,0.0,0.0,0.0,0.04990052,0.22655597,14.042697,5.347407,0.050111722,0.0,0.0,0.0,0.27609473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5042.212
t1,0.016347638040047564,0.10573332015430303,0.00791682825793105,4.223366882911808e-5,0.0002448966916100923,0.0,0.0,0.0,0.0,0.0,0.014688194670245982,0.05843653343980037,0.0127978134104418,4.343757498573502e-5,4.20375589748845e-5,0.00029606273226957336,0.0,0.0,0.0002464501120252009,0.0,0.0,0.0,0.04522175338472568,0.0062096587683464575,4.261845074663864e-5,0.0,0.0,0.0,0.0,0.00017566988451715474,0.00654194970797767,0.032889892506420486,0.0070133104099149345,4.28007092234433e-5,0.0,0.0,0.00021072753859303832,0.0,0.0002243520555696088,0.010606755750230124,0.0575739170223826,4.1411342418525074e-5,0.00024176030641514753,0.0,0.0,0.00024676467691129173,0.0,0.0,0.0,0.01610848808446311,5.179457069654369e-5,0.0,0.0,0.0052905071670680485,0.0,0.0,0.11499808644273041,12.630861045520206,0.008443333245097273,5.760179910004497e-5,0.00025701089667105306,0.0,0.0,0.061347586389048074,0.0,0.0,0.0,0.10682129561416825,0.10871923232973893,4.46635011700855e-5,0.0002703081040669545,0.0,0.0,0.0,0.0,0.006403317850101771,0.05343004616028853,0.0,0.0,0.0,0.0,4.0793386030435015e-5,0.00013201592598101108,0.006626609211778718,0.00432893976653978,4.1242663328479854e-5,0.0,0.0,0.0,0.0002803984822736077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.508673105936404
t2,0.009805987809938983,0.08184117333554089,0.007658824422419604,4.2417343318564506e-5,0.00024382139087468206,0.0,0.0,0.0,0.0,0.0,0.015132650948062343,0.05630850433904007,0.012989530026370804,4.347635971286921e-5,4.2072323787497193e-5,0.00030112466098592913,0.0,0.0,0.0002472123985042733,0.0,0.0,0.0,0.05405015348353343,0.006465867550718752,4.2573742928189055e-5,0.0,0.0,0.0,0.0,0.00017645090091141858,0.01286711075481001,0.05462118358619844,0.008776977486087257,4.306165837417179e-5,0.0,0.0,0.00022006350109099736,0.0,0.00023373105455967643,0.009714199047222222,0.055329392024322785,4.1503847251681816e-5,0.00023849796208923887,0.0,0.0,0.0002481014317474446,0.0,0.0,0.0,0.009090778652529302,5.1601356603856595e-5,0.0,0.0,0.00415578074266783,0.0,0.0,0.01270107284173515,0.09478717579097401,0.007730507315526453,5.809305811278013e-5,0.0002482390181877306,0.0,0.0,0.014216615424035064,0.0,0.0,0.0,0.01140357991118052,0.065525058298465,4.473853808341789e-5,0.00026577311143277205,0.0,0.0,0.0,0.0,0.006434843855495168,0.05350141528788599,0.0,0.0,0.0,0.0,4.087806657262606e-5,0.00013233914004011057,0.006622500670095347,0.004338335765255103,4.099052165887734e-5,0.0,0.0,0.0,0.0002778601268236404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679393840883763
t3,0.01012182492360834,0.09215625970801299,0.007814256232494744,4.244924020424628e-5,0.00024499787518994314,0.0,0.0,0.0,0.0,0.0,0.019215837931045646,0.06077611754001203,0.013793295680431606,4.352229854967941e-5,4.211732350696722e-5,0.0002997668383309916,0.0,0.0,0.0002495445929826749,0.0,0.0,0.0,0.060988815730574644,0.006623461893265773,4.2605875604465937e-5,0.0,0.0,0.0,0.0,0.0001768832597049481,0.01217999673526655,0.046209372454390524,0.009254773121232514,4.3155514049613744e-5,0.0,0.0,0.00022150244225646403,0.0,0.0002359865509187138,0.01230877865052318,0.06124271168918878,4.1592619325343374e-5,0.00023969133568521969,0.0,0.0,0.000250863667263987,0.0,0.0,0.0,0.007965072412231763,5.1813485299147094e-5,0.0,0.0,0.0037940468481286104,0.0,0.0,0.009542349867347845,0.07042777927426398,0.007490550432463722,5.834295130547674e-5,0.0002492719085435442,0.0,0.0,0.008161294301932222,0.0,0.0,0.0,0.013191411402731723,0.07361069666737205,4.487343463540708e-5,0.000267469508747102,0.0,0.0,0.0,0.0,0.0064556219986833625,0.05357429279550184,0.0,0.0,0.0,0.0,4.093696125700613e-5,0.0001327261778755133,0.006694522581321727,0.004353254783930265,4.098386899279529e-5,0.0,0.0,0.0,0.00027810202816834484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812855954143542
t4,0.01095903673923443,0.11178242325196985,0.008005989154599016,4.236166935154603e-5,0.00024539892380002495,0.0,0.0,0.0,0.0,0.0,0.02733520058423567,0.06668179970184025,0.01474842499283538,4.364210400747783e-5,4.2235470355902343e-5,0.00030008286461391217,0.0,0.0,0.0002528924282646026,0.0,0.0,0.0,0.06913074072978416,0.006783550624447861,4.266886142275798e-5,0.0,0.0,0.0,0.0,0.00017759461981331688,0.009920234859441102,0.03968606332098859,0.009774761119202759,4.3315702949549916e-5,0.0,0.0,0.0002236692687607119,0.0,0.0002381904485921343,0.016246998495078956,0.06936263850052676,4.1660352500010725e-5,0.0002416655549904578,0.0,0.0,0.0002538783302233528,0.0,0.0,0.0,0.007526837257529565,5.206699771624458e-5,0.0,0.0,0.0035299259520858916,0.0,0.0,0.009066975381581946,0.06872245072295671,0.0075059259562801905,5.859802158870296e-5,0.0002517304902380232,0.0,0.0,0.005154734286879192,0.0,0.0,0.0,0.017180813840011775,0.0880063167872572,4.4958774944565216e-5,0.000268386035333947,0.0,0.0,0.0,0.0,0.006463282103692408,0.05367392579116685,0.0,0.0,0.0,0.0,4.095872523015584e-5,0.0001329122440210475,0.006767504318225115,0.0043713625960852725,4.098381871828498e-5,0.0,0.0,0.0,0.0002786418707582073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417464106461318
t5,0.013132547979984864,0.17581766413310457,0.008302394400187693,4.221616165342417e-5,0.00024663136204313617,0.0,0.0,0.0,0.0,0.0,0.05667315040486567,0.07851891272979102,0.016247398728959462,4.380592919940002e-5,4.239971322423602e-5,0.00030335723306786425,0.0,0.0,0.00025699416636915367,0.0,0.0,0.0,0.08050766635686941,0.006963722728287046,4.2678388589732e-5,0.0,0.0,0.0,0.0,0.000178456143507816,0.024059842135651294,0.06349891117062458,0.014008966490960922,4.3555278604081834e-5,0.0,0.0,0.00023398395024401092,0.0,0.0002486657858430261,0.02521481930442454,0.08500658154318855,4.177869619879395e-5,0.00024431757477349223,0.0,0.0,0.00025746325872630653,0.0,0.0,0.0,0.01076281661221654,5.2505847128895284e-5,0.0,0.0,0.0036115744048112962,0.0,0.0,0.01112385521279967,0.1042381725239514,0.008056465570813806,5.913817473687423e-5,0.0002592824773093925,0.0,0.0,0.004038239899129345,0.0,0.0,0.0,0.026566815248090347,0.12863874986590562,4.503050119076073e-5,0.00026968474688500395,0.0,0.0,0.0,0.0,0.006464349809633601,0.053680143973258,0.0,0.0,0.0,0.0,4.09628230218128e-5,0.00013296491090686262,0.006827140084597613,0.004391046813654719,4.097357403269887e-5,0.0,0.0,0.0,0.0002791296977016733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0197579245207202
t6,0.01575334394664888,0.44720015307572114,0.008556437724249967,4.2359391337885585e-5,0.00024322447330783596,0.0,0.0,0.0,0.0,0.0,0.676040376476699,0.09669599284966579,0.0182153429892861,4.377934323113589e-5,4.2374427223353934e-5,0.0002990521700915069,0.0,0.0,0.0002592374922469577,0.0,0.0,0.0,0.09669039920881374,0.007157221615976215,4.302113083737304e-5,0.0,0.0,0.0,0.0,0.00017865220346188553,0.08898139271021986,0.08585128668676542,0.018645307444301328,4.38199946072596e-5,0.0,0.0,0.0002401451672757014,0.0,0.0002523539780253134,0.04102169274754704,0.10726282652196967,4.168712837953386e-5,0.00023988486665246314,0.0,0.0,0.0002586753069186142,0.0,0.0,0.0,0.019805993465922836,5.314868103745847e-5,0.0,0.0,0.0034516500261001035,0.0,0.0,0.013643392737840342,0.32263633332722996,0.008539946591126134,5.951173933993626e-5,0.00026060920794839627,0.0,0.0,0.003552950437332593,0.0,0.0,0.0,0.0457015494655204,0.28612227397834,4.509676265590957e-5,0.0002689171462210693,0.0,0.0,0.0,0.0,0.00644358389847458,0.05362026324981214,0.0,0.0,0.0,0.0,4.095808962550808e-5,0.000132493749495031,0.006819707905723676,0.004403226492482797,4.101489069293481e-5,0.0,0.0,0.0,0.0002797434780672035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48622240639245
t7,0.012728162794178495,0.4280699504180093,0.008364110425803255,4.226173194818829e-5,0.0002402608807126469,0.0,0.0,0.0,0.0,0.0,1.500240757990375,0.10658312494710978,0.018651612301595677,4.389616812775384e-5,4.248852962921369e-5,0.00030512194583856556,0.0,0.0,0.00026144846105179804,0.0,0.0,0.0,0.0999720419994978,0.00720223947922574,4.303655106519144e-5,0.0,0.0,0.0,0.0,0.00017891120516300062,0.08427089599958462,0.07742508416208604,0.020822116800185683,4.373349006518587e-5,0.0,0.0,0.0002395709888576869,0.0,0.0002531043751829109,0.023364938896239956,0.10640489078678848,4.164861595084005e-5,0.000232407857628685,0.0,0.0,0.0002582350176617441,0.0,0.0,0.0,0.023125545402513784,5.3606588300662574e-5,0.0,0.0,0.003433528785949304,0.0,0.0,0.018421808074117543,69.26700626794691,0.00876139210250767,5.994813298688791e-5,0.0002652984561282587,0.0,0.0,0.0033119988568172426,0.0,0.0,0.0,0.036145115692609746,18.91022828858107,4.5106494832947206e-5,0.0002677783473182967,0.0,0.0,0.0,0.0,0.006458884263001218,0.05364726718019545,0.0,0.0,0.0,0.0,4.0983138399287965e-5,0.00013244236949815452,0.0067238548233285195,0.004403391828046889,4.089624273561443e-5,0.0,0.0,0.0,0.00027860778622268944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.83917806391305
t8,0.009745663444137295,0.16141035351108002,0.00795902121238247,4.207424311008091e-5,0.0002357359033352216,0.0,0.0,0.0,0.0,0.0,0.0701547707205233,0.10156990468518073,0.01775634943678536,4.38455416956658e-5,4.24371922312012e-5,0.00030118561276422536,0.0,0.0,0.0002606992495443753,0.0,0.0,0.0,0.09693349341366582,0.007207736473381441,4.304891994802344e-5,0.0,0.0,0.0,0.0,0.0001787763660209909,0.06501602506787231,0.07121852269300086,0.020203865834283408,4.383992769468245e-5,0.0,0.0,0.0002395489664552513,0.0,0.00025227438986610834,0.014391642041718458,0.08939953095849262,4.1644958098655476e-5,0.0002239900773127324,0.0,0.0,0.0002567671475879565,0.0,0.0,0.0,0.02143915847542723,5.4184184099260184e-5,0.0,0.0,0.003527471068589766,0.0,0.0,0.01965258018591466,60.015276846742104,0.0081360279701368,6.011970961271225e-5,0.00026650808676060113,0.0,0.0,0.0028980337344688316,0.0,0.0,0.0,0.01682652210684148,24.63074477885234,4.499916058847887e-5,0.00026147220326286477,0.0,0.0,0.0,0.0,0.006475648946844992,0.05367043266750769,0.0,0.0,0.0,0.0,4.098681822477913e-5,0.0001326262874450156,0.006679108615867512,0.004398382766587632,4.091955355075711e-5,0.0,0.0,0.0,0.0002786872560526827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5260782433804
