t,MIDAT_conventional_hydroelectric_1_PowerGen,MIDAT_hydroelectric_pumped_storage_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_2_PowerGen,MIDAT_natural_gas_fired_combined_cycle_3_PowerGen,MIDAT_natural_gas_fired_combined_cycle_4_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_1_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_2_PowerGen,MIDAT_nuclear_1_PowerGen,MIDAT_nuclear_2_PowerGen,MIDAT_onshore_wind_turbine_1_PowerGen,MIDAT_small_hydroelectric_1_PowerGen,MIDAT_solar_photovoltaic_1_PowerGen,NE_conventional_hydroelectric_1_PowerGen,NE_hydroelectric_pumped_storage_1_PowerGen,NE_natural_gas_fired_combined_cycle_1_PowerGen,NE_natural_gas_fired_combined_cycle_2_PowerGen,NE_natural_gas_fired_combined_cycle_3_PowerGen,NE_natural_gas_fired_combustion_turbine_1_PowerGen,NE_natural_gas_fired_combustion_turbine_2_PowerGen,NE_nuclear_1_PowerGen,NE_nuclear_2_PowerGen,NE_onshore_wind_turbine_1_PowerGen,NE_small_hydroelectric_1_PowerGen,NE_solar_photovoltaic_1_PowerGen,SE_conventional_hydroelectric_1_PowerGen,SE_hydroelectric_pumped_storage_1_PowerGen,SE_natural_gas_fired_combined_cycle_1_PowerGen,SE_natural_gas_fired_combined_cycle_2_PowerGen,SE_natural_gas_fired_combined_cycle_3_PowerGen,SE_natural_gas_fired_combined_cycle_4_PowerGen,SE_natural_gas_fired_combustion_turbine_1_PowerGen,SE_natural_gas_fired_combustion_turbine_2_PowerGen,SE_nuclear_1_PowerGen,SE_nuclear_2_PowerGen,SE_small_hydroelectric_1_PowerGen,SE_solar_photovoltaic_1_PowerGen,SE_naturalgas_ccccsavgcf_conservative_0_PowerGen,SE_naturalgas_ccavgcf_moderate_0_PowerGen,SE_naturalgas_ctavgcf_moderate_0_PowerGen,SE_battery_moderate_0_PowerGen,SE_nuclear_mid_0_PowerGen,MIDAT_naturalgas_ccccsavgcf_conservative_0_PowerGen,MIDAT_naturalgas_ccavgcf_moderate_0_PowerGen,MIDAT_naturalgas_ctavgcf_moderate_0_PowerGen,MIDAT_battery_moderate_0_PowerGen,MIDAT_nuclear_mid_0_PowerGen,NE_naturalgas_ccccsavgcf_conservative_0_PowerGen,NE_naturalgas_ccavgcf_moderate_0_PowerGen,NE_naturalgas_ctavgcf_moderate_0_PowerGen,NE_battery_moderate_0_PowerGen,NE_nuclear_mid_0_PowerGen,NE_offshorewind_class10_moderate_floating_1_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_2_PowerGen,SE_utilitypv_class1_moderate_70_0_2_3_PowerGen,SE_utilitypv_class1_moderate_70_0_2_4_PowerGen,SE_utilitypv_class1_moderate_70_0_2_5_PowerGen,SE_utilitypv_class1_moderate_70_0_2_6_PowerGen,SE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_utilitypv_class1_moderate_70_0_2_8_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_1_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_2_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_3_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_4_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_5_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_6_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_7_PowerGen,NE_utilitypv_class1_moderate_70_0_2_1_PowerGen,NE_utilitypv_class1_moderate_70_0_2_2_PowerGen,NE_utilitypv_class1_moderate_70_0_2_3_PowerGen,NE_utilitypv_class1_moderate_70_0_2_4_PowerGen,NE_utilitypv_class1_moderate_70_0_2_5_PowerGen,NE_utilitypv_class1_moderate_70_0_2_6_PowerGen,NE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_landbasedwind_class4_moderate_70_1_PowerGen,SE_landbasedwind_class4_moderate_70_2_PowerGen,SE_landbasedwind_class4_moderate_70_3_PowerGen,SE_landbasedwind_class4_moderate_70_4_PowerGen,SE_landbasedwind_class4_moderate_70_5_PowerGen,SE_landbasedwind_class4_moderate_70_6_PowerGen,SE_landbasedwind_class4_moderate_70_7_PowerGen,SE_landbasedwind_class4_moderate_70_8_PowerGen,MIDAT_landbasedwind_class4_moderate_70_1_PowerGen,MIDAT_landbasedwind_class4_moderate_70_2_PowerGen,MIDAT_landbasedwind_class4_moderate_70_3_PowerGen,MIDAT_landbasedwind_class4_moderate_70_4_PowerGen,MIDAT_landbasedwind_class4_moderate_70_5_PowerGen,MIDAT_landbasedwind_class4_moderate_70_6_PowerGen,MIDAT_landbasedwind_class4_moderate_70_7_PowerGen,NE_landbasedwind_class4_moderate_70_1_PowerGen,NE_landbasedwind_class4_moderate_70_2_PowerGen,NE_landbasedwind_class4_moderate_70_3_PowerGen,NE_landbasedwind_class4_moderate_70_4_PowerGen,NE_landbasedwind_class4_moderate_70_5_PowerGen,NE_landbasedwind_class4_moderate_70_6_PowerGen,NE_landbasedwind_class4_moderate_70_7_PowerGen
11,306.74743893696615,0.0,1.8204386084810853e-15,2.0383919848156476e-15,1.1309109641278493e-15,1.9421077338567247e-15,1.102045318393217e-15,1.1951385204340127e-15,2439.999999999999,17770.208000000064,1879.8408543035998,80.355109938084,597.6361459297999,2804.5816399999994,0.0,1.6738328730603601e-15,1.8544248340425443e-15,7.543124949534235e-16,1.1028718583164353e-15,1.2085254346347404e-15,3395.7000000000203,2104.7000000000016,1185.439232893,491.23481523366,448.52944995599995,1503.0704881083152,0.0,1.9327070922720925e-15,1.855680461319705e-15,2.10965629413952e-15,1.436869606246007e-15,1.1644437417880325e-15,1.157577508159841e-15,33632.28799999947,2228.0000000000027,82.89436823663,2171.1509630482,9025.917597862506,2.3557813344321207e-15,1.335071587707312e-15,1.77628906154887e-12,1.8351897800023727e-13,1.3362567052836544e-11,2.3383747338312e-15,1.3298906163633785e-15,13460.116285814038,1.6584618027099962e-13,18527.065533155932,2.3704203973900315e-15,1.3406100526426232e-15,7490.766951007696,1.1228837418222024e-13,1267.0274744334984,7.957422860878944e-15,20106.18076707474,3.048880963902969e-14,9.077088498609123e-15,7677.426190942014,1.5754161776608088e-14,1.8058832223218085e-14,6.666171026772432e-15,3.021099299165204e-13,2.291359783317873e-13,1.7342494568697763e-13,6.104402616329458e-15,2.5449918549890615e-14,1.0119920601634269e-13,3.1712226781680814e-14,9.645059765972748e-14,1.7583507299710621e-13,2.1206526093045496e-14,4.3108733794879806e-14,1.7726349269674185e-14,1320.9276830797082,1.3183831857179013e-14,1.4230008509563255e-13,11604.721161732,40658.8260067321,4.6260567717914045e-14,5.598004571853268e-13,4.4440189972604705e-14,1.8009537531166513e-13,4.667633987424364e-14,872.8727456,14824.123583928002,3730.64135649,14171.170857551673,44696.388604314,8.062020867602819e-14,12614.063864629872,1.1757566114653874e-14,3.1610837998738925e-14,4521.431827573883,1.0613405701103434e-14,1.4150638732195392e-13,3.729752522751538e-14,2.0770405798380496e-14
12,306.7474389369661,0.0,1.821837640778317e-15,2.0393635869854913e-15,1.1309273308133015e-15,1.942857199734854e-15,1.1008334418504243e-15,1.1948120980371963e-15,2440.0000000000323,17770.207999999988,1882.9226211695998,80.44527448925999,593.1373311437999,3197.128479999999,0.0,1.6727625102152239e-15,1.8527654459290403e-15,7.538258596574981e-16,1.1012509141002128e-15,1.2069941653439411e-15,3395.6999999999903,2104.6999999999866,1163.131806752,491.39658189555996,426.538747572,1503.0704881083152,0.0,1.9347849585697452e-15,1.858159991229173e-15,2.1122232820720663e-15,1.4378913871113349e-15,1.163942251845068e-15,1.1576464827435677e-15,33632.28800000068,2228.000000000013,83.014611963045,2176.021805410601,9025.91759786254,2.357118695551164e-15,1.3357615763157773e-15,1.3997670457870348e-12,1.835094046034969e-13,1.3811801567525728e-11,2.3374195270903687e-15,1.3291534674712814e-15,17724.48723044787,1.6569279226102771e-13,18527.065533155936,2.366034300015256e-15,1.3381206234114765e-15,7304.684216910501,1.121145147349268e-13,3713.991198035203,9.419949340052927e-15,16930.09878628519,2.4908263054147843e-14,1.2730354429608814e-14,10067.787271530722,1.6904684779244355e-14,1.5334442743564365e-14,1.0196949183267238e-14,2.694958660196712e-13,2.298917258068783e-13,1.2226291453510252e-13,7.375662838111403e-15,2.142407456327621e-14,1.0597265855637012e-13,3.948917562583223e-14,9.510932464861322e-14,1.7094528566628869e-13,1.9300955678178715e-14,4.1228125006505516e-14,1.672551729184474e-14,1276.4763460017384,1.1971214012036625e-14,1.3233497105337496e-13,12742.839682595999,41160.17491438879,4.3000665980322685e-14,4.797985130469956e-13,4.354427736730836e-14,1.7445923275723524e-13,3.404965787982282e-14,929.863584768,15006.800211936,3689.511123162,14210.487180352024,43937.12100651,7.987827945220831e-14,13050.696230111875,1.0528004681296415e-14,3.035354039150291e-14,2935.5916970104427,8.409821726871182e-15,1.4477144322095628e-13,3.241803287736055e-14,2.297941302343706e-14
13,306.7474389369663,0.0,1.824018612369634e-15,2.0428320106266673e-15,1.1323534146085147e-15,1.946215819140354e-15,1.1022361377757442e-15,1.1954010640922097e-15,2440.0000000000036,17770.208000000774,1948.6386452316,80.54188147166398,550.9875347054,3197.128479999999,0.0,1.673402258164906e-15,1.8541238758476093e-15,7.5430377030546e-16,1.1028237470065422e-15,1.2083869561610098e-15,3395.700000000051,2104.699999999956,1213.33705001,491.573848449016,410.2343632799999,1503.0704881083152,0.0,1.937526983284992e-15,1.8603662198549314e-15,2.115671805367509e-15,1.4399673104357448e-15,1.1651138176953811e-15,1.158032091356554e-15,33632.28800000153,2228.0000000000164,83.13588225812,2015.9542273752,9025.917597862534,2.3593867285658292e-15,1.332763432396781e-15,1.144607912952605e-12,1.8358633832740463e-13,1.3865540850538888e-11,2.341399678645798e-15,1.3267441042110545e-15,10508.37737290317,1.6564216990648534e-13,18527.065533155932,2.3688889121424976e-15,1.33890382176506e-15,4507.370770371147,1.119055182109994e-13,6386.648985930456,9.924539469892764e-15,15421.228963583293,1.7372065115558088e-14,1.6239834776887395e-14,11105.146768697623,1.555992018929612e-14,1.0348769607859982e-14,1.030574887017456e-14,2.647417401058165e-13,2.0652024277798246e-13,1.0866193040337364e-13,1.0762263787453641e-14,1.6120376107789254e-14,9.510548554295526e-14,3.5701252490576135e-14,9.530616603690856e-14,1.6982191622535884e-13,2.1152846701024013e-14,3.65376913086916e-14,1.4478250778496666e-14,1573.2433683373442,1.109921755373852e-14,1.2007327140143875e-13,12707.133526739999,45861.85548212241,4.2360556665855253e-14,4.083698884773165e-13,4.222884807653375e-14,1.7973885790921025e-13,2.8147003474121316e-14,875.67734548,15196.691475912,4137.307483881,14710.90274606651,46010.578353014,8.260792717183173e-14,13392.251176822832,1.302592408340611e-14,3.5176126281880466e-14,2265.4022077994923,9.433787717134644e-15,1.5170882208931495e-13,3.788961555414217e-14,2.8178632821093036e-14
14,306.7474389369662,0.0,1.8230130119263426e-15,2.0414991711329107e-15,1.1317642644410052e-15,1.9451181346436304e-15,1.100906455947643e-15,1.1944444037682258e-15,2439.9999999999955,17770.20799999992,1991.9129879051998,80.63387599870799,539.0778163524001,2804.581639999999,0.0,1.6715523739226953e-15,1.8520015724632156e-15,7.538616315099492e-16,1.1018409716231503e-15,1.207389576748449e-15,3395.7000000001194,2104.700000000014,1340.0518198815,491.73755948193605,332.7717314208,1503.0704881083152,0.0,1.9368586047464798e-15,1.859598276425341e-15,2.1147238836501985e-15,1.439403691727392e-15,1.1635910113826855e-15,1.1571286411916446e-15,33632.28799999908,2227.9999999999945,83.264315543475,1713.1051236838002,8472.50423825383,2.3556928622252844e-15,1.3333714482346647e-15,6.271074828533411e-13,1.834326660878215e-13,1.1719414382791219e-11,2.3376929574135126e-15,1.3277422628352725e-15,2.09203467763844e-12,1.6534851087598684e-13,12597.51351272916,2.365302817870235e-15,1.3393632241372147e-15,6.118100905471214e-13,1.117680959044971e-13,14264.26158029986,9.354263112035659e-15,14485.434907699666,9.759973747528397e-15,1.4847021988452926e-14,11757.119937501257,1.1221567634858648e-14,7.15010826348389e-15,8.587141509956273e-15,2.4112200888642205e-13,2.077737491833767e-13,7.64363888034112e-14,2.47206802161772e-14,8.9748397623127e-15,7.203290566403651e-14,2.400202510473812e-14,7.042282106391094e-14,1.6817343777189437e-13,1.8400194786497928e-14,3.27047208750109e-14,9.377200137837287e-15,1375.6955864257752,6.4568147505708395e-15,1.0581327982897474e-13,12151.943881621999,47452.46326314303,4.083318132526309e-14,3.638007309998111e-13,4.212662154247088e-14,1.7509678367131347e-13,2.7204640300977365e-14,819.601870072,16340.114449944002,4105.4781630649995,14976.6845719139,48051.135906376,8.249842326202693e-14,13485.851155053075,1.5995915441900017e-14,4.269715552521064e-14,2937.3911770943405,1.4172243441208102e-14,1.6131291222581443e-13,4.5380146835630295e-14,3.885336408059369e-14
15,306.7474389369656,0.0,1.8198482738063072e-15,2.0365796006545882e-15,1.1297588677431124e-15,1.940501871066538e-15,1.0979801151341142e-15,1.1927764100402529e-15,2440.000000000005,17770.20799999981,2067.4733704152,80.732777098464,415.5531162238,2412.0347999999994,0.0,1.666976271768948e-15,1.8457636375981185e-15,7.523103474678022e-16,1.0977818694251375e-15,1.2035345612687686e-15,3395.6999999999675,2104.6999999999775,1535.3358709269999,491.875757529794,118.70493813359997,1503.0704881083154,0.0,1.933889369504004e-15,1.85729967338596e-15,2.1108518868615086e-15,1.4369538752654404e-15,1.1605284766107881e-15,1.1557117922282915e-15,33632.287999999564,2228.0000000000364,83.37643618302,1344.7806883209998,4512.9587989312695,2.349050370161177e-15,1.3308339456193679e-15,1.8790673541115518e-13,1.8343901209907023e-13,7.998468075779413e-12,2.329532790305924e-15,1.3247519622604225e-15,2.382576630252626e-13,1.6511656337078207e-13,10296.872654663019,2.3544869931759704e-15,1.3329175375644194e-15,6.610874270173352e-13,1.1135829495779878e-13,16186.841054530163,7.658215653253243e-15,12053.612600546037,5.514319956877352e-15,7.430789287184233e-15,13418.965615902518,6.2415163937501986e-15,4.250705883966373e-15,9.390343084542624e-15,1.7831717540326317e-13,1.358077466964153e-13,4.563585793111489e-14,2.3853736702570462e-14,4.315412115702571e-15,4.914695662794867e-14,1.2834414500183258e-14,2.0819177253187492e-14,6.143772283821162e-14,3.582043616703749e-15,1.1938176573397852e-14,3.662771284828874e-15,478.84997415340104,1.2707933669617553e-15,9.684099644729856e-14,11298.621817195999,47663.924318180034,4.306164257222248e-14,3.31225226223961e-13,4.585538897721935e-14,1.6989861228702971e-13,2.6686557509016638e-14,846.747522896,17192.829900216,5101.748544152,15081.148751064944,51386.042522432006,8.745297867175177e-14,13373.80968436902,2.6070925760375416e-14,5.785997913404273e-14,4767.489557396412,2.231992030900416e-14,1.7319842657722783e-13,5.801605974631065e-14,4.970727635928918e-14
16,306.7474389369659,0.0,1.8185307079139037e-15,2.0354786195003883e-15,1.12970674019908e-15,1.9395364335418464e-15,1.0989410151700826e-15,1.1929758377175377e-15,2439.9999999999927,17770.20800000032,2148.7127308583995,80.84265278806798,127.44107633619996,2019.4879599999997,0.0,1.6654726377720286e-15,1.8442744094565485e-15,7.522585894875491e-16,1.09867282930129e-15,1.2039988719765208e-15,3395.699999999976,2104.700000000045,1724.8989264755,492.05716901494804,6.476276469599984,1503.0704881083154,0.0,1.9345098466799207e-15,1.857422778030574e-15,2.1117056116776533e-15,1.4377165329574453e-15,1.1618516275693167e-15,1.1562266889600715e-15,33632.28800000364,2227.999999999891,83.504869468375,1068.4253750716,12579.088660619982,2.350667101236882e-15,1.3292491283340329e-15,5.25587340340952e-13,1.8347460019725199e-13,1.2033464482834717e-11,2.3304419451082866e-15,1.3223430855257501e-15,1.8097850794102882e-12,1.650076923634022e-13,10544.757695953891,2.354887046587537e-15,1.3331871487556887e-15,7.485117644759766e-13,1.1098038136220845e-13,17787.92996240061,7.37811227600472e-15,8637.600383068593,2.544539652689062e-15,5.7138269834722815e-15,16851.618236196613,1.869534584687055e-15,1.4970703689520953e-15,1.020467141004842e-14,1.7013058428122342e-14,1.740542751269828e-14,4.1241536214194975e-15,7.467498501427601e-15,7.619156614783802e-16,9.762091260385576e-15,3.641727879930487e-15,8.531323974988855e-16,1.2641593556713817e-15,0.0,2.5315553456606184e-16,3.6031394252173387e-16,20.655116422164937,5.4112342929088406e-17,9.695032693863049e-14,10356.789109384,46251.39380816109,4.803347129817959e-14,3.2725529565640904e-13,5.426576210487568e-14,1.6090325051317342e-13,2.84726418994792e-14,938.02725132,17763.27699816,6260.327263331,14903.77256446415,53791.068427002,9.861448129082944e-14,13311.437057897263,4.6456231625285505e-14,8.998540879766936e-14,6612.7415005966695,2.886200171402921e-14,1.823432463296013e-13,1.0077995999348799e-13,5.3693903749165255e-14
17,306.7474389369663,0.0,1.81589599703396e-15,2.032678530415734e-15,1.1290411531668654e-15,1.9369545421968767e-15,1.0994715387344307e-15,1.1925937639449349e-15,2440.000000000005,17770.207999999966,2240.7132288168,80.93668843191598,3.0634394035999857,1626.9411199999997,0.0,1.6633503555812874e-15,1.841850124507718e-15,7.519183893027135e-16,1.0989651587723702e-15,1.203852587361228e-15,3395.7000000000667,2104.7000000000075,1847.680913481,492.234974651528,0.0,1503.070488108315,0.0,1.9332714499395252e-15,1.856520400393036e-15,2.110471642906959e-15,1.4373234705506888e-15,1.1618228654747812e-15,1.1558919268077315e-15,33632.288000000255,2228.0000000000236,83.62511319479,320.0914462605999,14772.657320521268,2.3493043799392085e-15,1.3317814822634173e-15,7565.5408102114025,1.8307443555080054e-13,1.3138813552794064e-11,2.3281548379508988e-15,1.3268714105774193e-15,9343.546059898177,1.6479642815539363e-13,16132.135402971382,2.3531332337483375e-15,1.3366411842086289e-15,8.225760034189894e-13,1.1059127368997858e-13,18477.143510871094,3.2471676353891777e-15,1249.9431350292216,2.4214965336870124e-16,1.4001641299047507e-15,7466.7803890415535,0.0,6.993802043204134e-17,2.9730789518778834e-15,0.0,0.0,0.0,2.2576878142725723e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.298789518565153e-14,10088.037706222,46625.92255318228,5.698381732287722e-14,3.1930092293332407e-13,7.19038128119611e-14,1.789796895232994e-13,3.032030688512841e-14,1001.358674736,18268.925175792,6886.538748219,15253.180714744654,55308.897920330004,1.099209679093673e-13,13360.610860939225,5.79081916664785e-14,1.0297442597258604e-13,8686.825164511252,3.5331826529175297e-14,1.8546020829060557e-13,1.1320504821631677e-13,5.824152851749934e-14
18,306.7474389369663,0.0,1.8118026665363235e-15,2.0278819544511486e-15,1.1276542852820343e-15,1.9324869155647326e-15,1.0988837734173493e-15,1.1913236215599087e-15,2440.0000000000014,17770.207999999962,2277.39884322,81.033295677588,0.0,1234.39428,0.0,1.6596832240125155e-15,1.8374034716364636e-15,7.510796075249495e-16,1.0977935941852893e-15,1.202293768515387e-15,3395.699999999988,2104.7000000000094,1909.83848404,492.38091179674205,0.0,1503.0704881083152,0.0,1.9318772076312304e-15,1.8549858667212836e-15,2.108842831828235e-15,1.4367293534948152e-15,1.1619974968052e-15,1.1557033248421521e-15,33632.287999998895,2228.0000000000027,83.74638348986501,0.0,14772.657320521268,2.348953141649773e-15,1.3334276928369044e-15,17671.44081670862,1.829729154818802e-13,1.2545985916197002e-11,2.3221209071237956e-15,1.3287768424454399e-15,7598.724112355061,1.6438098223867343e-13,15468.286806221276,2.34661895961808e-15,1.3362203830824055e-15,1.0157699226434466e-12,1.1001912095151664e-13,17917.2738268996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.242291328559656e-14,10402.433951686,48411.3200012574,7.96348814819815e-14,4.4102764763151644e-13,8.306806777700668e-14,2.0288320563771825e-13,4.965375191903139e-14,1034.461881504,18466.043059512,7129.125060177,15712.50955092212,55498.320593112,1.1464085121710728e-13,12927.023029100099,6.381991002208219e-14,1.0455865889908748e-13,10546.91886326017,3.832256814330788e-14,1.8506652539545953e-13,1.1703471609440988e-13,6.040332935741952e-14
19,306.7474389369665,0.0,1.805726361059314e-15,2.020380239810777e-15,1.1253944569704417e-15,1.925672538138541e-15,1.0961484970821936e-15,1.1879685281450207e-15,2439.9999999999873,17770.20799999898,2278.6943755019997,81.12528994136399,0.0,841.8474400000001,0.0,1.655092111736617e-15,1.8322008780545005e-15,7.50208919527357e-16,1.0959667923236542e-15,1.1998307787272809e-15,3395.700000000003,2104.7000000000344,1957.2642388509998,492.54462199516803,0.0,1503.0704881083152,0.0,1.9296195045959546e-15,1.852621526595725e-15,2.1059320751715992e-15,1.4354193857678518e-15,1.161883824926577e-15,1.155427444873035e-15,33632.28799999789,2227.9999999999663,83.87449241151,0.0,14772.65732052127,2.3475624555059125e-15,1.3290655629132094e-15,19078.134839234983,1.8291263166474205e-13,1.0624457115227132e-11,2.3104450098916405e-15,1.3244253946146862e-15,1334.5854926367842,1.6164732142637318e-13,11755.07089401831,2.3371287873673416e-15,1.33657596224089e-15,3.660558565849665e-12,1.0754837609187263e-13,23520.268944383737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004093747306745e-13,10415.583150327999,45295.34867116738,9.27447220798743e-14,5.345927295755496e-13,8.904826232799205e-14,2.134201607542743e-13,6.470214725358855e-14,1058.303610776,18632.795640936,7218.105088634,15973.248106097326,55797.465274852,1.1580494986926013e-13,12035.09210119042,6.888273163115677e-14,1.0768102032884359e-13,13125.321477983516,3.6879358440639626e-14,1.826032449586469e-13,1.243086677192561e-13,6.469912162369727e-14
20,306.7474389369646,0.0,1.7919476864877785e-15,2.002515006141063e-15,1.1193865321880324e-15,1.9094509370819113e-15,1.085708803977443e-15,1.1763123900728335e-15,2440.0000000000146,17770.207999999544,2267.4453730295995,81.22419130438799,0.0,449.3006000000003,0.0,1.644148907601978e-15,1.8179840556018418e-15,7.478507497768684e-16,1.0856905062018986e-15,1.1879601392786191e-15,3395.7000000000207,2104.7000000000426,2036.2628636869997,492.74012891847605,0.0,1503.0704881083152,0.0,1.925961338387955e-15,1.8493567592119827e-15,2.1010833352732078e-15,1.4329852911889821e-15,1.1610135488518386e-15,1.1548128449122702e-15,33632.28799999969,2227.9999999999127,83.986536583185,0.0,14772.657320521268,2.343243733135382e-15,1.3310592641722044e-15,13851.310075047022,1.8289949322281836e-13,1.4406468967554615e-13,2.2795073124790967e-15,1.3008123414230409e-15,2.3533082022096877e-14,1.4222311674201362e-13,1.3677535490881847e-13,2.3062788944286997e-15,1.3114769019425476e-15,2.0209790870725375e-14,9.537733972234635e-14,23564.75372366809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1354228810004581e-13,10503.048386295999,41529.59615521567,1.0015209712365732e-13,5.902541077239703e-13,9.284296599513876e-14,2.2152122882051779e-13,7.778691658247624e-14,1073.600090856,18546.146042231998,7355.041473413,16238.368846388568,55298.038985436004,8.4857631458731e-14,10944.613147482942,4.5812098001522486e-14,7.607003262827492e-14,16365.197131381585,2.62219353112341e-14,1.4128444582068099e-13,9.414205279697909e-14,4.492028999091851e-14
21,235.5894197504003,0.0,1.784477570186754e-15,1.992906030352343e-15,1.116269993123728e-15,1.900593474943752e-15,1.0811191140438306e-15,1.1715595683919224e-15,1829.9999999999814,13327.656000001829,2075.719727261477,81.32762403622799,0.0,345.0266473990866,0.0,1.6375401444709654e-15,1.809887462466815e-15,7.463108892920955e-16,1.0808828021723228e-15,1.1825396395868029e-15,2546.7749999999346,1578.5249999996279,1911.8509431807165,492.878327800828,0.0,1503.0704881083152,0.0,1.9209918597944206e-15,1.8447566307402886e-15,2.094426229744097e-15,1.4295404134525242e-15,1.1594286506087739e-15,1.1536706243212993e-15,33632.28800000215,2228.0,84.11504633641,0.0,14772.657320521266,2.3358779546116154e-15,1.3321978357294104e-15,3427.8763238351376,1.8306970683186048e-13,1.0974166242571378e-13,2.2634112582973258e-15,1.2986576120423616e-15,1.8263493808673018e-13,1.2767736194092825e-13,1.0684772518347512e-13,2.289566573498759e-15,1.3071884748731223e-15,1.152282448784256e-13,8.663718637043024e-14,24184.684422161485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2571396425250745e-13,10512.648277508,41401.30150546227,1.0271812256536558e-13,6.457378265707677e-13,9.433053030728911e-14,2.3614795197195585e-13,8.680915850041523e-14,928.9343679647777,18165.777622425954,7237.867527732095,16253.503963921175,54905.35258950746,6.115003125370174e-14,9760.026986311485,3.411608998211268e-14,5.863297540157706e-14,18969.37647412009,2.1736713752539937e-14,9.182744137916522e-14,6.710762436187284e-14,3.602094833589277e-14
22,218.5061032626527,0.0,1.7804669514014616e-15,1.988062447030423e-15,1.114836380115192e-15,1.8962596805846203e-15,1.0803032266679622e-15,1.17042572422721e-15,1220.00000000002,8885.104000000336,2025.5615279493527,81.42423128189999,0.0,318.53393780403684,0.0,1.634362086393059e-15,1.8064221311866613e-15,7.457644232893953e-16,1.0804880011924192e-15,1.1818153848128297e-15,1697.8499999999185,1052.3499999999406,1916.8173114974027,493.04203799925403,0.0,1503.070488108315,0.0,1.9154350802056362e-15,1.838944010871289e-15,2.0870327734561793e-15,1.426016097610619e-15,1.1572088056436252e-15,1.1512021498037115e-15,33632.28800000001,2228.000000000002,84.24443971835501,0.0,7648.805055563782,2.326173094850718e-15,1.331039675669543e-15,4.49334961054234e-12,1.7840892941318376e-13,9.852777159321144e-14,2.2570418633971125e-15,1.2945004341298018e-15,7.120964727943273e-12,1.2024265308831385e-13,9.68978540562713e-14,2.2838222678278286e-15,1.3063539099423525e-15,7.045187989686318e-12,8.213778263340281e-14,28692.844628641527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3510090183059014e-13,10545.025432646,41277.52354573495,1.0148109593287718e-13,6.804178522616527e-13,9.376564447963849e-14,2.455866482594559e-13,9.150456648014005e-14,921.8527350686078,18269.26824778935,7221.434575306358,16059.78476195548,53951.09104285747,6.25288030380021e-14,8836.495630661304,3.3832407473601645e-14,6.036528821435854e-14,20929.06578156329,2.150560770687694e-14,9.343156077485626e-14,6.630433073635191e-14,3.671073361898617e-14
