t,SE_Electrolyzer_H2Gen,MIDAT_Electrolyzer_H2Gen,NE_Electrolyzer_H2Gen,SE_Large_SMR_wCCS_96pct_H2Gen,MIDAT_Large_SMR_wCCS_96pct_H2Gen,NE_Large_SMR_wCCS_96pct_H2Gen,SE_ATR_wCCS_94pct_H2Gen,MIDAT_ATR_wCCS_94pct_H2Gen,NE_ATR_wCCS_94pct_H2Gen,SE_Above_ground_storage_H2Gen,MIDAT_Above_ground_storage_H2Gen,NE_Above_ground_storage_H2Gen
2440,18222.637994901474,4234.49374372453,611.4404359714295,4.0976781406466953e-25,3825.6765435905063,1514.1187619626296,5.980885748848267e-26,6.635462262425781e-26,6.838105711329164e-26,4.316413832530624e-26,5.1277538508329704e-26,4.796137122492127e-26
2441,14669.994799867276,4234.49374372453,611.4404359714295,4.1068573160982455e-25,3825.676543590533,1514.1187619626141,5.988014793620716e-26,6.630401099910733e-26,6.837973465751505e-26,101.00520013272394,5.144331213680898e-26,5.281027097474981e-26
2442,9388.484789711709,470.4993048582811,611.4404359714295,4.1103536623521197e-25,3825.676543590526,1514.1187619626382,5.986375836428995e-26,6.629053841923356e-26,6.832706563228638e-26,5382.515210288291,3069.8241515511927,4.810748382283191e-26
2443,9391.01349951729,470.4993048582811,611.4404359714295,4.1116263269421873e-25,3825.676543590526,1514.1187619626326,5.984124117202186e-26,6.62409168940561e-26,6.831585493913973e-26,5379.986500482708,3069.8241515511927,4.8006830706533477e-26
2444,9276.023537074665,2838.783027667646,611.4404359714295,4.1109615334498943e-25,3825.676543590526,1514.1187619626353,5.980502097442184e-26,6.618212342864423e-26,6.832544876298635e-26,5494.976462925334,701.5404287418286,4.315291862793389e-26
2445,10381.21359172899,4234.49374372453,611.4404359714295,4.1084755586865425e-25,3825.6765435905268,1514.118761962635,5.975352712495407e-26,6.606063900791958e-26,6.835762570197137e-26,4389.786408271011,5.1882834155541e-26,4.2205699398273104e-26
2446,14111.280497071113,4234.49374372453,611.4404359714295,4.1046904252875056e-25,3825.676543590524,1514.1187619626367,5.968089915373325e-26,6.598711474451442e-26,6.838588601154958e-26,659.7195029288869,5.1434595352560534e-26,4.210240293868263e-26
2447,18222.637994901474,4234.49374372453,611.4404359714295,4.0975285518888748e-25,3825.676543590526,1514.1187619626367,5.957386333520189e-26,6.594052425492415e-26,6.842672472099032e-26,4.3264865768600307e-26,5.1371979286066115e-26,4.205559942819188e-26
2448,18222.637994901474,4234.49374372453,611.4404359714295,4.094496437918804e-25,3825.676543590524,1514.118761962639,5.950376376956814e-26,6.592453886715079e-26,6.848013304524754e-26,4.330472787147898e-26,5.140212616560861e-26,4.203971890293018e-26
2449,18222.637994901474,4234.49374372453,611.4404359714295,4.092206848606858e-25,3825.676543590533,1514.1187619626355,5.944772984897875e-26,6.594103770622366e-26,6.855098044130209e-26,4.332022163233913e-26,5.1388884459684284e-26,4.201828109176174e-26
2450,18222.637994901474,4234.49374372453,611.4404359714295,4.0912525779309755e-25,3825.6765435905622,1514.1187619626367,5.94149054158279e-26,6.600147480728058e-26,6.864801342619194e-26,4.334226360662616e-26,5.1404865858036504e-26,4.2014453989159325e-26
2451,18222.637994901474,4234.49374372453,611.4404359714295,4.0914821116402016e-25,3825.676543590534,1514.1187619626398,5.940952944842735e-26,6.611764909373532e-26,6.878064974841231e-26,4.3359867651796656e-26,5.143412351477049e-26,4.2016682288811937e-26
2452,18222.637994901474,4234.49374372453,611.4404359714295,4.0918070757294794e-25,3825.6765435906077,1514.118761962618,5.943157995761296e-26,6.630335449641476e-26,6.89593462795112e-26,4.33574553440846e-26,5.139256253261332e-26,4.1993861271859847e-26
2453,18222.637994901474,4234.49374372453,611.4404359714295,4.0927911315505684e-25,3825.6765435905595,1514.1187619626462,5.949746861607387e-26,6.656042521738507e-26,6.918163930579077e-26,4.3426484747143435e-26,5.142366200264392e-26,4.202537838177372e-26
2454,14060.717561658845,470.4993048582811,611.4404359714295,4.096591058792714e-25,3825.676543590526,1514.1187619626367,5.962134614313874e-26,6.690569627827485e-26,6.943228824866666e-26,710.2824383411543,3069.8241515511927,4.818863684315405e-26
2455,18222.637994901474,4234.49374372453,611.4404359714295,4.0923432438615592e-25,3825.676543590526,1514.1187619626367,5.970535750199882e-26,6.724746103983647e-26,6.975350054996307e-26,4.32733422327148e-26,5.129798820994947e-26,5.311947464906316e-26
2456,18222.637994901474,4234.49374372453,611.4404359714295,4.0912602140637947e-25,3825.676543590522,1514.1187619626457,5.985200399373018e-26,6.769557828781571e-26,7.014399890080203e-26,4.3154588275148174e-26,5.1196320902298354e-26,5.301985776653491e-26
2457,18222.637994901474,4234.49374372453,611.4404359714295,4.0906931112725878e-25,3825.676543590519,1514.1187619626357,6.005576046116708e-26,6.836514235245643e-26,7.07165609979319e-26,4.3039521442193244e-26,5.0995853157662473e-26,4.165478753248267e-26
2458,18222.637994901474,4234.49374372453,611.4404359714295,4.090213593247107e-25,3825.67654359055,1514.118761962636,6.052942559247258e-26,6.941186598295598e-26,7.143543500627456e-26,4.282490510323094e-26,5.055326484067515e-26,4.1790123217051653e-26
2459,18222.637994901474,4234.49374372453,611.4404359714295,4.09080875108178e-25,3825.6765435904917,1514.1187619626369,6.122037652571413e-26,7.073910986724258e-26,7.230028083849939e-26,4.253853732640564e-26,5.000682994065225e-26,4.1038482196600465e-26
2460,18222.637994901474,4234.49374372453,611.4404359714295,4.093097120696421e-25,3825.676543590503,1514.1187619626194,6.207149374595276e-26,7.2298112345391e-26,7.327538893843037e-26,4.216007131644068e-26,4.924935120961977e-26,4.0635911453515714e-26
2461,18222.637994901474,4234.49374372453,611.4404359714295,4.0988241291921035e-25,3825.6765435905513,1514.1187619626473,6.304178004200373e-26,7.407822067618002e-26,7.436182183331155e-26,4.196591539670902e-26,4.9178241540185676e-26,3.9962964977887125e-26
2462,18222.637994901474,4234.49374372453,611.4404359714295,4.1173716313466827e-25,3825.6765435905204,1514.1187619626369,6.41296888632235e-26,7.610547441153555e-26,7.557400398118917e-26,4.1680305395487357e-26,4.8543378002857004e-26,3.934662528313965e-26
2463,18222.637994901474,4234.49374372453,611.4404359714295,4.143232843005432e-25,3825.67654359053,1514.1187619626367,6.533934085512642e-26,7.844491136230064e-26,7.694740741067253e-26,4.142415737693237e-26,4.832815851148966e-26,4.0728313786826465e-26
2464,18222.637994901474,470.4993048582811,67.93782621904772,4.175283661631444e-25,3825.676543590526,1514.1187619626367,6.668213871497932e-26,8.273275929505733e-26,7.980330682687815e-26,4.343247861108195e-26,3069.8241515511927,4792.950529259216
2465,2024.7375549890528,470.4993048582811,67.93782621904772,4.251378818188005e-25,3825.676543590526,1514.1187619626369,6.922251791558576e-26,8.179201853519814e-26,7.897050298376857e-26,12746.262445010947,3069.824151551193,4792.950529259216
2466,2024.7375549890528,470.4993048582811,67.93782621904772,4.250640343136558e-25,3825.676543590526,1514.1187619626369,6.829978532328391e-26,8.203490524692768e-26,7.903091544123768e-26,12746.262445010947,3069.8241515511927,4792.950529259216
2467,2024.7375549890528,470.4993048582811,67.93782621904772,4.254237472463689e-25,3825.676543590526,1514.1187619626369,6.896699418575051e-26,8.314120834171564e-26,7.993471164495573e-26,12746.262445010947,3069.8241515511927,4792.950529259216
2468,2024.7375549890528,470.4993048582811,67.93782621904772,4.259033793274903e-25,3825.676543590526,1514.1187619626367,7.009982766575159e-26,8.526683055904852e-26,8.146586438257024e-26,12746.262445010947,3069.8241515511927,4792.950529259216
2469,2024.7375549890528,470.4993048582811,67.93782621904772,4.263351785646161e-25,3825.676543590526,1514.1187619626369,7.208947142204265e-26,9.580418593898747e-26,8.797680640924911e-26,12746.262445010947,3069.824151551193,3804.698742397268
2470,9173.394610607531,4234.49374372453,611.4404359714295,4.27805983788563e-25,3825.676543590593,1514.1187619626357,8.155513831798995e-26,1.0147313615376328e-25,8.931096075351377e-26,5597.605389392469,2.1264939807851515e-26,1.9492784181926563e-26
2471,18222.637994901474,4234.49374372453,611.4404359714295,4.284558354623013e-25,3825.6765435905386,1514.1187619626296,8.276842248984966e-26,1.0247329881483955e-25,8.990895859708983e-26,1.8667860191341944e-26,1.9313896535723188e-26,1.9059953189534235e-26
2472,18222.637994901474,4234.49374372453,611.4404359714295,4.286375445810248e-25,3825.676543590525,1514.1187619626246,8.337690554899188e-26,1.0304032642104687e-25,9.029586169462388e-26,1.8338629560378837e-26,1.8792039530701653e-26,1.879965410048511e-26
2473,18222.637994901474,4234.49374372453,611.4404359714295,4.2841940859636395e-25,3825.6765435905254,1514.1187619626278,8.375577911813497e-26,1.0340153095045279e-25,9.0560792945426e-26,1.784070973113195e-26,1.824784440377336e-26,1.8772567975860436e-26
2474,18222.637994901474,4234.49374372453,611.4404359714295,4.282475439620809e-25,3825.676543590527,1514.1187619626342,8.40292826290259e-26,1.036571966954743e-25,9.075690909230239e-26,1.741063574200867e-26,1.7869981721344463e-26,1.8656777137779324e-26
2475,18222.637994901474,4234.49374372453,611.4404359714295,4.281640273376023e-25,3825.676543590525,1514.1187619626173,8.423793931964912e-26,1.0384556635438461e-25,9.090989278487059e-26,1.7388235154152847e-26,1.795344707025747e-26,1.8570364229561156e-26
2476,18222.637994901474,4234.49374372453,611.4404359714295,4.280309415456563e-25,3825.6765435905236,1514.1187619626478,8.43810605818323e-26,1.039754563209634e-25,9.102746959704545e-26,1.7424814382064742e-26,1.797573936277218e-26,1.8606830619143085e-26
2477,18222.637994901474,4234.49374372453,611.4404359714295,4.279157872970618e-25,3825.676543590527,1514.1187619626464,8.44804434958679e-26,1.0407044527889563e-25,9.11218305843528e-26,1.7447829897484674e-26,1.7971573230607216e-26,1.8531763863392163e-26
2478,18222.637994901474,4234.49374372453,611.4404359714295,4.277916162142968e-25,3825.676543590525,1514.1187619626373,8.454158953705037e-26,1.0412958460458757e-25,9.119446621741203e-26,1.7269088840099436e-26,1.7734565318229146e-26,1.8291060295725283e-26
2479,18222.637994901474,4234.49374372453,611.4404359714295,4.275934300904636e-25,3825.6765435905268,1514.1187619626367,8.457237023470634e-26,1.0415796551244544e-25,9.125114729819117e-26,1.712759897744315e-26,1.733222952704544e-26,1.8539368067851576e-26
2480,18222.637994901474,4234.49374372453,611.4404359714295,4.275443096464058e-25,3825.676543590533,1514.1187619626269,8.460866624163428e-26,1.0419335191594463e-25,9.129372917247658e-26,1.7259627202030638e-26,1.765115441374759e-26,1.8582299307592818e-26
2481,18222.637994901474,4234.49374372453,611.4404359714295,4.275350753787473e-25,3825.6765435905595,1514.1187619626535,8.462685598360608e-26,1.0421009875593199e-25,9.132175760611515e-26,1.7209893571616188e-26,1.781252874539422e-26,1.8381709504363728e-26
2482,18222.637994901474,4234.49374372453,611.4404359714295,4.2748696476428665e-25,3825.6765435905186,1514.1187619626353,8.462040033770131e-26,1.0420071482029156e-25,9.134744992292566e-26,1.710028172896768e-26,1.7535316445866174e-26,1.8630691132652698e-26
2483,18222.637994901474,4234.49374372453,611.4404359714295,4.274741263577395e-25,3825.6765435905354,1514.1187619626364,8.461143254891175e-26,1.0418718868301466e-25,9.135998043703052e-26,1.7130266071116595e-26,1.7530035251973405e-26,1.86297363404431e-26
2484,18222.637994901474,4234.49374372453,611.4404359714295,4.2749111476289735e-25,3825.676543590527,1514.1187619626335,8.460034110206828e-26,1.0417182513290173e-25,9.136070329635094e-26,1.7287557050323976e-26,1.7859587095090374e-26,1.8387427819866253e-26
2485,18222.637994901474,4234.49374372453,611.4404359714295,4.274488950455464e-25,3825.6765435905254,1514.1187619626376,8.456819933833689e-26,1.0413679180043744e-25,9.136366945788979e-26,1.7479379048432876e-26,1.7882099196661537e-26,1.8632117854461392e-26
2486,18222.637994901474,4234.49374372453,611.4404359714295,4.274856929086856e-25,3825.6765435905268,1514.1187619626357,8.453775855065505e-26,1.0410339759129577e-25,9.135937999256645e-26,1.8451985839518515e-26,1.904110574618878e-26,1.8676853559372416e-26
2487,18222.637994901474,4234.49374372453,611.4404359714295,4.276119114593147e-25,3825.676543590525,1514.118761962638,8.451143099329114e-26,1.0407289872413853e-25,9.134560837591472e-26,2.0131241554545807e-26,2.155718733332528e-26,1.863464175701259e-26
2488,13301.243978030876,470.4993048582811,67.93782621904772,4.277058792875451e-25,3825.676543590526,1514.1187619626367,8.442797279919683e-26,1.0394746095983365e-25,9.127889254842303e-26,1469.7560219691222,3069.824151551193,229.94341181831524
2489,2024.7375549890528,470.4993048582811,67.93782621904772,4.279702092070511e-25,3825.676543590526,1514.1187619626367,8.436294364978562e-26,1.0390497389094978e-25,9.126287601188161e-26,12746.262445010947,3069.8241515511927,229.9434118183154
2490,2024.7375549890528,470.4993048582811,67.93782621904772,4.24657281145101e-25,3825.676543590526,1514.1187619626367,8.112152030452331e-26,9.964895543783767e-26,9.098081418653504e-26,12746.262445010947,3069.8241515511927,4792.950529259216
2491,2024.7375549890528,470.4993048582811,67.93782621904772,4.284328832507126e-25,3825.676543590526,1514.1187619626369,8.438612459970018e-26,1.039355848174399e-25,9.126910966048518e-26,12746.262445010947,3069.8241515511927,229.94341181831538
2492,2024.7375549890528,470.4993048582811,67.93782621904772,4.284982761919132e-25,3825.676543590526,1514.1187619626373,8.442511890125293e-26,1.039954383859551e-25,9.127477188482595e-26,12746.262445010947,3069.8241515511927,229.9434118183155
