Voll,Demand_Segment,Cost_of_Demand_Curtailment_p_MWh,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1
,,,,,,,712,1062.4724
,,,,,,,713,1010.8846000000001
,,,,,,,714,915.1912
,,,,,,,715,759.6402
,,,,,,,716,587.9434
,,,,,,,717,448.932
,,,,,,,718,347.72540000000004
,,,,,,,719,244.15600000000003
,,,,,,,720,155.55100000000002
,,,,,,,721,66.5522
,,,,,,,722,48.8312
,,,,,,,723,68.52120000000001
,,,,,,,724,159.489
,,,,,,,725,342.99980000000005
,,,,,,,726,551.32
,,,,,,,727,682.0616000000001
,,,,,,,728,781.6930000000001
,,,,,,,729,823.4358000000001
,,,,,,,730,787.9938000000001
,,,,,,,731,783.662
,,,,,,,732,812.4094
,,,,,,,733,863.6034000000001
,,,,,,,734,896.6826000000001
,,,,,,,735,969.5356000000002
,,,,,,,736,1029.3932
,,,,,,,737,1000.6458000000001
,,,,,,,738,940.7882000000001
,,,,,,,739,774.9984000000001
,,,,,,,740,569.041
,,,,,,,741,411.91480000000007
,,,,,,,742,309.92060000000004
,,,,,,,743,183.90460000000002
,,,,,,,744,103.96320000000001
,,,,,,,745,69.3088
,,,,,,,746,50.800200000000004
,,,,,,,747,71.67160000000001
,,,,,,,748,166.57740000000004
,,,,,,,749,358.358
,,,,,,,750,575.7356
,,,,,,,751,711.9904
,,,,,,,752,815.9536
,,,,,,,753,860.0592
,,,,,,,754,823.042
,,,,,,,755,818.3164
,,,,,,,756,848.2452000000001
,,,,,,,757,901.4082000000001
,,,,,,,758,936.0626000000001
,,,,,,,759,1012.4598000000001
,,,,,,,760,1075.074
,,,,,,,761,1044.7514
,,,,,,,762,982.5310000000001
,,,,,,,763,808.8652000000001
,,,,,,,764,594.2442
,,,,,,,765,430.0296
,,,,,,,766,323.70360000000005
,,,,,,,767,191.78060000000002
,,,,,,,768,108.6888
,,,,,,,769,73.24680000000001
,,,,,,,770,53.55680000000001
,,,,,,,771,75.6096
,,,,,,,772,175.6348
,,,,,,,773,378.4418
,,,,,,,774,608.0272
,,,,,,,775,752.1580000000001
,,,,,,,776,862.0282000000001
,,,,,,,777,908.4966000000001
,,,,,,,778,869.1166000000001
,,,,,,,779,864.3910000000001
,,,,,,,780,896.2888000000002
,,,,,,,781,952.2084000000001
,,,,,,,782,988.8318
,,,,,,,783,1069.5608
,,,,,,,784,1135.3254
,,,,,,,785,1103.8214
,,,,,,,786,1037.663
,,,,,,,787,854.546
,,,,,,,788,627.7172
,,,,,,,789,454.0514
,,,,,,,790,341.8184
,,,,,,,791,202.80700000000002
,,,,,,,792,114.59580000000001
,,,,,,,793,112.6268
,,,,,,,794,79.5476
,,,,,,,795,77.18480000000001
,,,,,,,796,107.90120000000002
,,,,,,,797,200.4442
,,,,,,,798,329.2168
,,,,,,,799,499.73220000000003
,,,,,,,800,678.9112
,,,,,,,801,860.4530000000001
,,,,,,,802,952.996
,,,,,,,803,983.7124000000001
,,,,,,,804,1028.9994
,,,,,,,805,1093.1888000000001
,,,,,,,806,1141.2324
,,,,,,,807,1197.152
,,,,,,,808,1228.2622000000001
,,,,,,,809,1167.2232000000001
,,,,,,,810,1055.7778
,,,,,,,811,877.3864000000001
,,,,,,,812,682.0616000000001
,,,,,,,813,520.6036
,,,,,,,814,406.40160000000003
,,,,,,,815,283.536
,,,,,,,816,183.51080000000002
,,,,,,,817,113.4144
,,,,,,,818,146.09980000000002
,,,,,,,819,53.55680000000001
,,,,,,,820,83.4856
,,,,,,,821,155.94480000000001
,,,,,,,822,255.97000000000003
,,,,,,,823,391.0434
,,,,,,,824,553.6828
,,,,,,,825,723.4106
,,,,,,,826,930.9432
,,,,,,,827,1063.6538
,,,,,,,828,1090.826
,,,,,,,829,1086.1004
,,,,,,,830,1053.415
,,,,,,,831,1030.9684
,,,,,,,832,986.0752
,,,,,,,833,938.4254
,,,,,,,834,841.1568
,,,,,,,835,723.4106
,,,,,,,836,578.4922
,,,,,,,837,461.13980000000004
,,,,,,,838,358.358
,,,,,,,839,258.3328
,,,,,,,840,176.0286
,,,,,,,841,63.79560000000001
,,,,,,,842,48.043600000000005
,,,,,,,843,68.915
,,,,,,,844,157.52
,,,,,,,845,324.49120000000005
,,,,,,,846,528.0858000000001
,,,,,,,847,661.1902
,,,,,,,848,757.6712
,,,,,,,849,797.0512
,,,,,,,850,843.9134
,,,,,,,851,1000.6458000000001
,,,,,,,852,1065.6228
,,,,,,,853,1097.1268
,,,,,,,854,1076.2554
,,,,,,,855,1065.6228
,,,,,,,856,1021.5172000000001
,,,,,,,857,969.1418
,,,,,,,858,856.9088000000002
,,,,,,,859,713.5656000000001
,,,,,,,860,543.8378
,,,,,,,861,413.49
,,,,,,,862,288.26160000000004
,,,,,,,863,178.39140000000003
,,,,,,,864,105.53840000000001
,,,,,,,865,98.05620000000002
,,,,,,,866,70.884
,,,,,,,867,65.3708
,,,,,,,868,96.87480000000001
,,,,,,,869,174.4534
,,,,,,,870,286.2926
,,,,,,,871,432.39240000000007
,,,,,,,872,590.7
,,,,,,,873,746.251
,,,,,,,874,827.7676
,,,,,,,875,853.7584
,,,,,,,876,890.7756
,,,,,,,877,947.8766
,,,,,,,878,990.407
,,,,,,,879,1036.4816
,,,,,,,880,1062.4724
,,,,,,,881,1010.8846000000001
,,,,,,,882,915.1912
,,,,,,,883,759.6402
,,,,,,,884,587.9434
,,,,,,,885,448.932
,,,,,,,886,347.72540000000004
