Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_z1
,,,,,,,2208,22000
,,,,,,,2209,20484
,,,,,,,2210,19712
,,,,,,,2211,19392
,,,,,,,2212,19428
,,,,,,,2213,20124
,,,,,,,2214,22266
,,,,,,,2215,25832
,,,,,,,2216,27780
,,,,,,,2217,27954
,,,,,,,2218,27912
,,,,,,,2219,27866
,,,,,,,2220,27624
,,,,,,,2221,27258
,,,,,,,2222,26956
,,,,,,,2223,26552
,,,,,,,2224,26278
,,,,,,,2225,26258
,,,,,,,2226,26512
,,,,,,,2227,26772
,,,,,,,2228,28260
,,,,,,,2229,28424
,,,,,,,2230,26540
,,,,,,,2231,23858
,,,,,,,2232,21404
,,,,,,,2233,19794
,,,,,,,2234,18994
,,,,,,,2235,18582
,,,,,,,2236,18522
,,,,,,,2237,19062
,,,,,,,2238,21076
,,,,,,,2239,24534
,,,,,,,2240,26488
,,,,,,,2241,26824
,,,,,,,2242,26904
,,,,,,,2243,27080
,,,,,,,2244,27082
,,,,,,,2245,26846
,,,,,,,2246,26784
,,,,,,,2247,26556
,,,,,,,2248,26272
,,,,,,,2249,26276
,,,,,,,2250,26520
,,,,,,,2251,26758
,,,,,,,2252,28050
,,,,,,,2253,27988
,,,,,,,2254,26162
,,,,,,,2255,23566
,,,,,,,2256,21112
,,,,,,,2257,19636
,,,,,,,2258,18852
,,,,,,,2259,18506
,,,,,,,2260,18508
,,,,,,,2261,19154
,,,,,,,2262,21180
,,,,,,,2263,24734
,,,,,,,2264,26772
,,,,,,,2265,27186
,,,,,,,2266,27396
,,,,,,,2267,27542
,,,,,,,2268,27452
,,,,,,,2269,27170
,,,,,,,2270,26984
,,,,,,,2271,26514
,,,,,,,2272,26132
,,,,,,,2273,26050
,,,,,,,2274,26226
,,,,,,,2275,26392
,,,,,,,2276,27656
,,,,,,,2277,27946
,,,,,,,2278,26492
,,,,,,,2279,24084
,,,,,,,2280,21760
,,,,,,,2281,20208
,,,,,,,2282,19396
,,,,,,,2283,19026
,,,,,,,2284,19004
,,,,,,,2285,19508
,,,,,,,2286,21150
,,,,,,,2287,23686
,,,,,,,2288,25630
,,,,,,,2289,26514
,,,,,,,2290,26942
,,,,,,,2291,27054
,,,,,,,2292,26798
,,,,,,,2293,26374
,,,,,,,2294,25992
,,,,,,,2295,25442
,,,,,,,2296,24980
,,,,,,,2297,24906
,,,,,,,2298,25066
,,,,,,,2299,25162
,,,,,,,2300,26280
,,,,,,,2301,26568
,,,,,,,2302,25362
,,,,,,,2303,23460
,,,,,,,2304,21464
,,,,,,,2305,19976
,,,,,,,2306,19110
,,,,,,,2307,18672
,,,,,,,2308,18526
,,,,,,,2309,18758
,,,,,,,2310,19522
,,,,,,,2311,20624
,,,,,,,2312,22328
,,,,,,,2313,24012
,,,,,,,2314,24894
,,,,,,,2315,25094
,,,,,,,2316,24938
,,,,,,,2317,24554
,,,,,,,2318,24060
,,,,,,,2319,23608
,,,,,,,2320,23526
,,,,,,,2321,23960
,,,,,,,2322,24592
,,,,,,,2323,25074
,,,,,,,2324,26078
,,,,,,,2325,26052
,,,,,,,2326,24854
,,,,,,,2327,23056
,,,,,,,2328,21082
,,,,,,,2329,19466
,,,,,,,2330,18528
,,,,,,,2331,17968
,,,,,,,2332,17766
,,,,,,,2333,17856
,,,,,,,2334,18364
,,,,,,,2335,19242
,,,,,,,2336,20852
,,,,,,,2337,22690
,,,,,,,2338,23832
,,,,,,,2339,24228
,,,,,,,2340,24458
,,,,,,,2341,24248
,,,,,,,2342,23378
,,,,,,,2343,22500
,,,,,,,2344,22010
,,,,,,,2345,21900
,,,,,,,2346,22150
,,,,,,,2347,22752
,,,,,,,2348,24496
,,,,,,,2349,25368
,,,,,,,2350,23998
,,,,,,,2351,21916
,,,,,,,2352,19996
,,,,,,,2353,18710
,,,,,,,2354,18084
,,,,,,,2355,17852
,,,,,,,2356,17864
,,,,,,,2357,18516
,,,,,,,2358,20584
,,,,,,,2359,23962
,,,,,,,2360,26234
,,,,,,,2361,27040
,,,,,,,2362,27378
,,,,,,,2363,27686
,,,,,,,2364,27688
,,,,,,,2365,27464
,,,,,,,2366,27258
,,,,,,,2367,26816
,,,,,,,2368,26510
,,,,,,,2369,26514
,,,,,,,2370,26824
,,,,,,,2371,27088
,,,,,,,2372,28232
,,,,,,,2373,28280
,,,,,,,2374,26320
,,,,,,,2375,23638
,,,,,,,2376,21146
,,,,,,,2377,19648
,,,,,,,2378,18894
,,,,,,,2379,18550
,,,,,,,2380,18522
,,,,,,,2381,19160
,,,,,,,2382,21150
,,,,,,,2383,24434
,,,,,,,2384,26492
,,,,,,,2385,26904
,,,,,,,2386,27076
,,,,,,,2387,27254
,,,,,,,2388,27188
,,,,,,,2389,27026
,,,,,,,2390,26958
,,,,,,,2391,26594
,,,,,,,2392,26282
,,,,,,,2393,26326
,,,,,,,2394,26536
,,,,,,,2395,26718
,,,,,,,2396,27902
,,,,,,,2397,28008
,,,,,,,2398,26092
,,,,,,,2399,23404
,,,,,,,2400,20978
,,,,,,,2401,19482
,,,,,,,2402,18708
,,,,,,,2403,18364
,,,,,,,2404,18364
,,,,,,,2405,18976
,,,,,,,2406,20966
,,,,,,,2407,24290
,,,,,,,2408,26514
,,,,,,,2409,27072
,,,,,,,2410,27166
,,,,,,,2411,27294
,,,,,,,2412,27222
,,,,,,,2413,26950
,,,,,,,2414,26826
,,,,,,,2415,26510
,,,,,,,2416,26234
,,,,,,,2417,26300
,,,,,,,2418,26582
,,,,,,,2419,26852
,,,,,,,2420,28052
,,,,,,,2421,28050
,,,,,,,2422,26186
,,,,,,,2423,23568
,,,,,,,2424,21174
,,,,,,,2425,19616
,,,,,,,2426,18798
,,,,,,,2427,18424
,,,,,,,2428,18414
,,,,,,,2429,18986
,,,,,,,2430,20998
,,,,,,,2431,24272
,,,,,,,2432,26384
,,,,,,,2433,26922
,,,,,,,2434,27080
,,,,,,,2435,27172
,,,,,,,2436,27194
,,,,,,,2437,27088
,,,,,,,2438,27060
,,,,,,,2439,26734
,,,,,,,2440,26484
,,,,,,,2441,26564
,,,,,,,2442,26876
,,,,,,,2443,26958
,,,,,,,2444,27934
,,,,,,,2445,28078
,,,,,,,2446,26370
,,,,,,,2447,23834
,,,,,,,2448,21406
,,,,,,,2449,19882
,,,,,,,2450,19122
,,,,,,,2451,18756
,,,,,,,2452,18758
,,,,,,,2453,19342
,,,,,,,2454,21274
,,,,,,,2455,24420
,,,,,,,2456,26464
,,,,,,,2457,26866
,,,,,,,2458,27008
,,,,,,,2459,27134
,,,,,,,2460,26958
,,,,,,,2461,26650
,,,,,,,2462,26474
,,,,,,,2463,26068
,,,,,,,2464,25598
,,,,,,,2465,25394
,,,,,,,2466,25252
,,,,,,,2467,25040
,,,,,,,2468,25892
,,,,,,,2469,26390
,,,,,,,2470,25018
,,,,,,,2471,22970
,,,,,,,2472,20760
,,,,,,,2473,19210
,,,,,,,2474,18306
,,,,,,,2475,17792
,,,,,,,2476,17684
,,,,,,,2477,17882
,,,,,,,2478,18650
,,,,,,,2479,19634
,,,,,,,2480,21404
,,,,,,,2481,22974
,,,,,,,2482,23938
,,,,,,,2483,24318
,,,,,,,2484,24218
,,,,,,,2485,23862
,,,,,,,2486,23422
,,,,,,,2487,23038
,,,,,,,2488,22902
,,,,,,,2489,22994
,,,,,,,2490,23282
,,,,,,,2491,23422
,,,,,,,2492,24324
,,,,,,,2493,24742
,,,,,,,2494,23526
,,,,,,,2495,21708
,,,,,,,2496,19882
,,,,,,,2497,18426
,,,,,,,2498,17510
,,,,,,,2499,16974
,,,,,,,2500,16764
,,,,,,,2501,16804
,,,,,,,2502,17196
,,,,,,,2503,17752
,,,,,,,2504,19078
,,,,,,,2505,20902
,,,,,,,2506,22296
,,,,,,,2507,23030
,,,,,,,2508,23442
,,,,,,,2509,23530
,,,,,,,2510,23356
,,,,,,,2511,23212
,,,,,,,2512,23260
,,,,,,,2513,23636
,,,,,,,2514,24188
,,,,,,,2515,24402
,,,,,,,2516,25288
,,,,,,,2517,25686
,,,,,,,2518,24220
,,,,,,,2519,22176
,,,,,,,2520,20222
,,,,,,,2521,18794
,,,,,,,2522,17968
,,,,,,,2523,17550
,,,,,,,2524,17460
,,,,,,,2525,17926
,,,,,,,2526,19520
,,,,,,,2527,21808
,,,,,,,2528,24320
,,,,,,,2529,26184
,,,,,,,2530,27522
,,,,,,,2531,28592
,,,,,,,2532,29308
,,,,,,,2533,29756
,,,,,,,2534,30062
,,,,,,,2535,30148
,,,,,,,2536,30128
,,,,,,,2537,30082
,,,,,,,2538,29838
,,,,,,,2539,29280
,,,,,,,2540,29470
,,,,,,,2541,29788
,,,,,,,2542,27704
,,,,,,,2543,24844
,,,,,,,2544,22174
,,,,,,,2545,20322
,,,,,,,2546,19254
,,,,,,,2547,18604
,,,,,,,2548,18330
,,,,,,,2549,18732
,,,,,,,2550,20290
,,,,,,,2551,22716
,,,,,,,2552,25408
,,,,,,,2553,26984
,,,,,,,2554,27940
,,,,,,,2555,28646
,,,,,,,2556,29002
,,,,,,,2557,29154
,,,,,,,2558,29448
,,,,,,,2559,29480
,,,,,,,2560,29418
,,,,,,,2561,29348
,,,,,,,2562,29088
,,,,,,,2563,28356
,,,,,,,2564,28456
,,,,,,,2565,28720
,,,,,,,2566,26638
,,,,,,,2567,23816
,,,,,,,2568,21300
,,,,,,,2569,19486
,,,,,,,2570,18448
,,,,,,,2571,17886
,,,,,,,2572,17654
,,,,,,,2573,18044
,,,,,,,2574,19572
,,,,,,,2575,21848
,,,,,,,2576,24200
,,,,,,,2577,25376
,,,,,,,2578,26026
,,,,,,,2579,26532
,,,,,,,2580,26764
,,,,,,,2581,26688
,,,,,,,2582,26700
,,,,,,,2583,26448
,,,,,,,2584,26058
,,,,,,,2585,25984
,,,,,,,2586,26094
,,,,,,,2587,26108
,,,,,,,2588,26812
,,,,,,,2589,26988
,,,,,,,2590,25254
,,,,,,,2591,22822
,,,,,,,2592,20504
,,,,,,,2593,18970
,,,,,,,2594,18118
,,,,,,,2595,17644
,,,,,,,2596,17556
,,,,,,,2597,18064
,,,,,,,2598,19674
,,,,,,,2599,22194
,,,,,,,2600,24514
,,,,,,,2601,25584
,,,,,,,2602,26250
,,,,,,,2603,26770
,,,,,,,2604,27000
,,,,,,,2605,26954
,,,,,,,2606,26962
,,,,,,,2607,26770
,,,,,,,2608,26544
,,,,,,,2609,26506
,,,,,,,2610,26408
,,,,,,,2611,26092
,,,,,,,2612,26590
,,,,,,,2613,27212
,,,,,,,2614,25546
,,,,,,,2615,23058
,,,,,,,2616,20664
,,,,,,,2617,19104
,,,,,,,2618,18252
,,,,,,,2619,17818
,,,,,,,2620,17636
,,,,,,,2621,18080
,,,,,,,2622,19524
,,,,,,,2623,21814
,,,,,,,2624,24104
,,,,,,,2625,25464
,,,,,,,2626,26426
,,,,,,,2627,27136
,,,,,,,2628,27472
,,,,,,,2629,27454
,,,,,,,2630,27484
,,,,,,,2631,27246
,,,,,,,2632,26916
,,,,,,,2633,26682
,,,,,,,2634,26308
,,,,,,,2635,25668
,,,,,,,2636,25948
,,,,,,,2637,26364
,,,,,,,2638,24866
,,,,,,,2639,22758
,,,,,,,2640,20580
,,,,,,,2641,18972
,,,,,,,2642,18032
,,,,,,,2643,17490
,,,,,,,2644,17248
,,,,,,,2645,17382
,,,,,,,2646,17964
,,,,,,,2647,18832
,,,,,,,2648,20526
,,,,,,,2649,22418
,,,,,,,2650,23776
,,,,,,,2651,24500
,,,,,,,2652,24742
,,,,,,,2653,24734
,,,,,,,2654,24570
,,,,,,,2655,24408
,,,,,,,2656,24372
,,,,,,,2657,24540
,,,,,,,2658,24790
,,,,,,,2659,24684
,,,,,,,2660,25136
,,,,,,,2661,25632
,,,,,,,2662,24346
,,,,,,,2663,22484
,,,,,,,2664,20572
,,,,,,,2665,19002
,,,,,,,2666,18052
,,,,,,,2667,17442
,,,,,,,2668,17126
,,,,,,,2669,17110
,,,,,,,2670,17418
,,,,,,,2671,17844
,,,,,,,2672,19128
,,,,,,,2673,20900
,,,,,,,2674,22434
,,,,,,,2675,23384
,,,,,,,2676,24018
,,,,,,,2677,24342
,,,,,,,2678,24356
,,,,,,,2679,24258
,,,,,,,2680,24368
,,,,,,,2681,24884
,,,,,,,2682,25472
,,,,,,,2683,25928
,,,,,,,2684,26284
,,,,,,,2685,25880
,,,,,,,2686,24140
,,,,,,,2687,22056
,,,,,,,2688,20110
,,,,,,,2689,18844
,,,,,,,2690,18176
,,,,,,,2691,17876
,,,,,,,2692,17812
,,,,,,,2693,18326
,,,,,,,2694,20266
,,,,,,,2695,23618
,,,,,,,2696,26154
,,,,,,,2697,27210
,,,,,,,2698,27742
,,,,,,,2699,28128
,,,,,,,2700,28288
,,,,,,,2701,28110
,,,,,,,2702,27984
,,,,,,,2703,27598
,,,,,,,2704,27290
,,,,,,,2705,27410
,,,,,,,2706,27732
,,,,,,,2707,27678
,,,,,,,2708,27978
,,,,,,,2709,27902
,,,,,,,2710,25932
,,,,,,,2711,23272
,,,,,,,2712,20842
,,,,,,,2713,19280
,,,,,,,2714,18538
,,,,,,,2715,18134
,,,,,,,2716,18058
,,,,,,,2717,18604
,,,,,,,2718,20422
,,,,,,,2719,23442
,,,,,,,2720,25722
,,,,,,,2721,26456
,,,,,,,2722,26874
,,,,,,,2723,27170
,,,,,,,2724,27148
,,,,,,,2725,26940
,,,,,,,2726,26842
,,,,,,,2727,26546
,,,,,,,2728,26264
,,,,,,,2729,26306
,,,,,,,2730,26470
,,,,,,,2731,26520
,,,,,,,2732,27272
,,,,,,,2733,27968
,,,,,,,2734,26228
,,,,,,,2735,23506
,,,,,,,2736,21054
,,,,,,,2737,19470
,,,,,,,2738,18662
,,,,,,,2739,18298
,,,,,,,2740,18190
,,,,,,,2741,18790
,,,,,,,2742,20640
,,,,,,,2743,23664
,,,,,,,2744,25752
,,,,,,,2745,26300
,,,,,,,2746,26634
,,,,,,,2747,26860
,,,,,,,2748,26948
,,,,,,,2749,26820
,,,,,,,2750,26764
,,,,,,,2751,26402
,,,,,,,2752,26162
,,,,,,,2753,26212
,,,,,,,2754,26378
,,,,,,,2755,26486
,,,,,,,2756,27098
,,,,,,,2757,27594
,,,,,,,2758,25980
,,,,,,,2759,23434
,,,,,,,2760,21056
,,,,,,,2761,19454
,,,,,,,2762,18616
,,,,,,,2763,18276
,,,,,,,2764,18276
,,,,,,,2765,18860
,,,,,,,2766,20778
,,,,,,,2767,23814
,,,,,,,2768,25918
,,,,,,,2769,26484
,,,,,,,2770,26722
,,,,,,,2771,26930
,,,,,,,2772,27048
,,,,,,,2773,26946
,,,,,,,2774,26962
,,,,,,,2775,26676
,,,,,,,2776,26450
,,,,,,,2777,26698
,,,,,,,2778,27262
,,,,,,,2779,27434
,,,,,,,2780,27830
,,,,,,,2781,27824
,,,,,,,2782,26010
,,,,,,,2783,23380
,,,,,,,2784,20970
,,,,,,,2785,19360
,,,,,,,2786,18484
,,,,,,,2787,18020
,,,,,,,2788,17910
,,,,,,,2789,18358
,,,,,,,2790,20090
,,,,,,,2791,23088
,,,,,,,2792,25436
,,,,,,,2793,26326
,,,,,,,2794,26752
,,,,,,,2795,27024
,,,,,,,2796,26966
,,,,,,,2797,26688
,,,,,,,2798,26520
,,,,,,,2799,26098
,,,,,,,2800,25680
,,,,,,,2801,25572
,,,,,,,2802,25518
,,,,,,,2803,25436
,,,,,,,2804,26138
,,,,,,,2805,26984
,,,,,,,2806,25816
,,,,,,,2807,23758
,,,,,,,2808,21596
,,,,,,,2809,19984
,,,,,,,2810,19072
,,,,,,,2811,18650
,,,,,,,2812,18492
,,,,,,,2813,18744
,,,,,,,2814,19402
,,,,,,,2815,20350
,,,,,,,2816,22222
,,,,,,,2817,23776
,,,,,,,2818,24590
,,,,,,,2819,24728
,,,,,,,2820,24534
,,,,,,,2821,24104
,,,,,,,2822,23596
,,,,,,,2823,23144
,,,,,,,2824,22870
,,,,,,,2825,22996
,,,,,,,2826,23328
,,,,,,,2827,23542
,,,,,,,2828,24164
,,,,,,,2829,25094
,,,,,,,2830,24094
,,,,,,,2831,22358
,,,,,,,2832,20522
,,,,,,,2833,18992
,,,,,,,2834,18140
,,,,,,,2835,17718
,,,,,,,2836,17584
,,,,,,,2837,17704
,,,,,,,2838,18082
,,,,,,,2839,18672
,,,,,,,2840,20068
,,,,,,,2841,21644
,,,,,,,2842,22776
,,,,,,,2843,23252
,,,,,,,2844,23456
,,,,,,,2845,23346
,,,,,,,2846,23040
,,,,,,,2847,22702
,,,,,,,2848,22646
,,,,,,,2849,22988
,,,,,,,2850,23630
,,,,,,,2851,24034
,,,,,,,2852,24802
,,,,,,,2853,25924
,,,,,,,2854,24428
,,,,,,,2855,22142
,,,,,,,2856,20054
,,,,,,,2857,18722
,,,,,,,2858,18048
,,,,,,,2859,17800
,,,,,,,2860,17892
,,,,,,,2861,18588
,,,,,,,2862,20560
,,,,,,,2863,23868
,,,,,,,2864,26088
,,,,,,,2865,26526
,,,,,,,2866,26770
,,,,,,,2867,26956
,,,,,,,2868,26938
,,,,,,,2869,26746
,,,,,,,2870,26692
,,,,,,,2871,26404
,,,,,,,2872,26130
,,,,,,,2873,26110
,,,,,,,2874,26288
,,,,,,,2875,26502
,,,,,,,2876,27238
,,,,,,,2877,27782
,,,,,,,2878,25812
,,,,,,,2879,23086
,,,,,,,2880,20640
,,,,,,,2881,19078
,,,,,,,2882,18346
,,,,,,,2883,17952
,,,,,,,2884,17858
,,,,,,,2885,18314
,,,,,,,2886,20198
,,,,,,,2887,23490
,,,,,,,2888,26108
,,,,,,,2889,27140
,,,,,,,2890,27792
,,,,,,,2891,28176
,,,,,,,2892,28556
,,,,,,,2893,28492
,,,,,,,2894,28266
,,,,,,,2895,27950
,,,,,,,2896,27710
,,,,,,,2897,27896
,,,,,,,2898,28290
,,,,,,,2899,28290
,,,,,,,2900,28470
,,,,,,,2901,28450
,,,,,,,2902,26540
,,,,,,,2903,23726
,,,,,,,2904,21250
,,,,,,,2905,19626
,,,,,,,2906,18758
,,,,,,,2907,18322
,,,,,,,2908,18220
,,,,,,,2909,18708
,,,,,,,2910,20536
,,,,,,,2911,23802
,,,,,,,2912,26252
,,,,,,,2913,26970
,,,,,,,2914,27384
,,,,,,,2915,27724
,,,,,,,2916,27738
,,,,,,,2917,27540
,,,,,,,2918,27448
,,,,,,,2919,27130
,,,,,,,2920,26856
,,,,,,,2921,26948
,,,,,,,2922,27274
,,,,,,,2923,27512
,,,,,,,2924,28006
,,,,,,,2925,28202
,,,,,,,2926,26408
,,,,,,,2927,23636
,,,,,,,2928,21154
,,,,,,,2929,19510
,,,,,,,2930,18668
,,,,,,,2931,18214
,,,,,,,2932,18104
,,,,,,,2933,18610
,,,,,,,2934,20420
,,,,,,,2935,23728
,,,,,,,2936,26248
,,,,,,,2937,27054
,,,,,,,2938,27480
,,,,,,,2939,27800
,,,,,,,2940,27896
,,,,,,,2941,27680
,,,,,,,2942,27616
,,,,,,,2943,27216
,,,,,,,2944,26942
,,,,,,,2945,27076
,,,,,,,2946,27374
,,,,,,,2947,27484
,,,,,,,2948,27912
,,,,,,,2949,28110
,,,,,,,2950,26338
,,,,,,,2951,23588
,,,,,,,2952,21082
,,,,,,,2953,19446
,,,,,,,2954,18538
,,,,,,,2955,18072
,,,,,,,2956,17948
,,,,,,,2957,18400
,,,,,,,2958,20132
,,,,,,,2959,23364
,,,,,,,2960,25878
,,,,,,,2961,26908
,,,,,,,2962,27420
,,,,,,,2963,27912
,,,,,,,2964,27978
,,,,,,,2965,27814
,,,,,,,2966,27718
,,,,,,,2967,27304
,,,,,,,2968,26938
,,,,,,,2969,26908
,,,,,,,2970,26832
,,,,,,,2971,26586
,,,,,,,2972,26618
,,,,,,,2973,26932
,,,,,,,2974,25586
,,,,,,,2975,23434
,,,,,,,2976,21170
,,,,,,,2977,19368
,,,,,,,2978,18368
,,,,,,,2979,17756
,,,,,,,2980,17478
,,,,,,,2981,17568
,,,,,,,2982,18134
,,,,,,,2983,19194
,,,,,,,2984,21050
,,,,,,,2985,23004
,,,,,,,2986,24268
,,,,,,,2987,24828
,,,,,,,2988,24938
,,,,,,,2989,24690
,,,,,,,2990,24284
,,,,,,,2991,23890
,,,,,,,2992,23618
,,,,,,,2993,23596
,,,,,,,2994,23742
,,,,,,,2995,23692
,,,,,,,2996,23962
,,,,,,,2997,24866
,,,,,,,2998,23944
,,,,,,,2999,22194
,,,,,,,3000,20318
,,,,,,,3001,18814
,,,,,,,3002,17874
,,,,,,,3003,17318
,,,,,,,3004,17048
,,,,,,,3005,17052
,,,,,,,3006,17294
,,,,,,,3007,17816
,,,,,,,3008,19260
,,,,,,,3009,21022
,,,,,,,3010,22354
,,,,,,,3011,23058
,,,,,,,3012,23338
,,,,,,,3013,23342
,,,,,,,3014,23110
,,,,,,,3015,22794
,,,,,,,3016,22730
,,,,,,,3017,23070
,,,,,,,3018,23682
,,,,,,,3019,24056
,,,,,,,3020,24576
,,,,,,,3021,25786
,,,,,,,3022,24360
,,,,,,,3023,22068
,,,,,,,3024,19910
,,,,,,,3025,18380
,,,,,,,3026,17610
,,,,,,,3027,17278
,,,,,,,3028,17226
,,,,,,,3029,17824
,,,,,,,3030,19498
,,,,,,,3031,22734
,,,,,,,3032,25230
,,,,,,,3033,26076
,,,,,,,3034,26618
,,,,,,,3035,27146
,,,,,,,3036,27378
,,,,,,,3037,27366
,,,,,,,3038,27430
,,,,,,,3039,27194
,,,,,,,3040,26882
,,,,,,,3041,26756
,,,,,,,3042,26646
,,,,,,,3043,26450
,,,,,,,3044,26876
,,,,,,,3045,27654
,,,,,,,3046,25864
,,,,,,,3047,23056
,,,,,,,3048,20506
,,,,,,,3049,18890
,,,,,,,3050,18044
,,,,,,,3051,17590
,,,,,,,3052,17464
,,,,,,,3053,17964
,,,,,,,3054,19662
,,,,,,,3055,22902
,,,,,,,3056,25536
,,,,,,,3057,26486
,,,,,,,3058,27038
,,,,,,,3059,27536
,,,,,,,3060,27694
,,,,,,,3061,27532
,,,,,,,3062,27574
,,,,,,,3063,27314
,,,,,,,3064,27172
,,,,,,,3065,27480
,,,,,,,3066,27934
,,,,,,,3067,27912
,,,,,,,3068,28058
,,,,,,,3069,27962
,,,,,,,3070,26034
,,,,,,,3071,23342
,,,,,,,3072,20880
,,,,,,,3073,19220
,,,,,,,3074,18366
,,,,,,,3075,17914
,,,,,,,3076,17786
,,,,,,,3077,18264
,,,,,,,3078,20060
,,,,,,,3079,23394
,,,,,,,3080,26154
,,,,,,,3081,27166
,,,,,,,3082,27778
,,,,,,,3083,28272
,,,,,,,3084,28476
,,,,,,,3085,28374
,,,,,,,3086,28356
,,,,,,,3087,28036
,,,,,,,3088,27854
,,,,,,,3089,28052
,,,,,,,3090,28294
,,,,,,,3091,28140
,,,,,,,3092,28252
,,,,,,,3093,28206
,,,,,,,3094,26386
,,,,,,,3095,23626
,,,,,,,3096,21138
,,,,,,,3097,19486
,,,,,,,3098,18578
,,,,,,,3099,18110
,,,,,,,3100,18006
,,,,,,,3101,18414
,,,,,,,3102,20056
,,,,,,,3103,23266
,,,,,,,3104,25894
,,,,,,,3105,26840
,,,,,,,3106,27306
,,,,,,,3107,27696
,,,,,,,3108,27830
,,,,,,,3109,27714
,,,,,,,3110,27636
,,,,,,,3111,27290
,,,,,,,3112,26964
,,,,,,,3113,26872
,,,,,,,3114,26820
,,,,,,,3115,26558
,,,,,,,3116,26684
,,,,,,,3117,27460
,,,,,,,3118,26068
,,,,,,,3119,23510
,,,,,,,3120,20946
,,,,,,,3121,19270
,,,,,,,3122,18368
,,,,,,,3123,17882
,,,,,,,3124,17766
,,,,,,,3125,18280
,,,,,,,3126,19760
,,,,,,,3127,22944
,,,,,,,3128,25328
,,,,,,,3129,26118
,,,,,,,3130,26586
,,,,,,,3131,26928
,,,,,,,3132,27066
,,,,,,,3133,26888
,,,,,,,3134,26764
,,,,,,,3135,26416
,,,,,,,3136,26064
,,,,,,,3137,25880
,,,,,,,3138,25662
,,,,,,,3139,25298
,,,,,,,3140,25242
,,,,,,,3141,26104
,,,,,,,3142,25188
,,,,,,,3143,23134
,,,,,,,3144,20840
,,,,,,,3145,19122
,,,,,,,3146,18124
,,,,,,,3147,17572
,,,,,,,3148,17370
,,,,,,,3149,17456
,,,,,,,3150,17836
,,,,,,,3151,18960
,,,,,,,3152,20852
,,,,,,,3153,22706
,,,,,,,3154,23820
,,,,,,,3155,24208
,,,,,,,3156,24260
,,,,,,,3157,24060
,,,,,,,3158,23804
,,,,,,,3159,23592
,,,,,,,3160,23638
,,,,,,,3161,23880
,,,,,,,3162,24174
,,,,,,,3163,24222
,,,,,,,3164,24310
,,,,,,,3165,25244
,,,,,,,3166,24432
,,,,,,,3167,22592
,,,,,,,3168,20526
,,,,,,,3169,18902
,,,,,,,3170,17800
,,,,,,,3171,17170
,,,,,,,3172,16828
,,,,,,,3173,16778
,,,,,,,3174,16808
,,,,,,,3175,17462
,,,,,,,3176,19120
,,,,,,,3177,21162
,,,,,,,3178,22694
,,,,,,,3179,23516
,,,,,,,3180,23952
,,,,,,,3181,24158
,,,,,,,3182,24112
,,,,,,,3183,24066
,,,,,,,3184,24170
,,,,,,,3185,24456
,,,,,,,3186,24806
,,,,,,,3187,24894
,,,,,,,3188,25308
,,,,,,,3189,26470
,,,,,,,3190,25372
,,,,,,,3191,23052
,,,,,,,3192,20756
,,,,,,,3193,19116
,,,,,,,3194,18262
,,,,,,,3195,17784
,,,,,,,3196,17652
,,,,,,,3197,18192
,,,,,,,3198,19804
,,,,,,,3199,22990
,,,,,,,3200,25702
,,,,,,,3201,26882
,,,,,,,3202,27704
,,,,,,,3203,28428
,,,,,,,3204,28856
,,,,,,,3205,28998
,,,,,,,3206,28986
,,,,,,,3207,28756
,,,,,,,3208,28492
,,,,,,,3209,28478
,,,,,,,3210,28558
,,,,,,,3211,28350
,,,,,,,3212,28348
,,,,,,,3213,28526
,,,,,,,3214,26720
,,,,,,,3215,23944
,,,,,,,3216,21346
,,,,,,,3217,19660
,,,,,,,3218,18728
,,,,,,,3219,18214
,,,,,,,3220,18090
,,,,,,,3221,18544
,,,,,,,3222,20154
,,,,,,,3223,23338
,,,,,,,3224,26018
,,,,,,,3225,27216
,,,,,,,3226,27984
,,,,,,,3227,28680
,,,,,,,3228,28980
,,,,,,,3229,29004
,,,,,,,3230,28982
,,,,,,,3231,28626
,,,,,,,3232,28354
,,,,,,,3233,28458
,,,,,,,3234,28684
,,,,,,,3235,28580
,,,,,,,3236,28608
,,,,,,,3237,28572
,,,,,,,3238,26734
,,,,,,,3239,23990
,,,,,,,3240,21456
,,,,,,,3241,19808
,,,,,,,3242,18880
,,,,,,,3243,18398
,,,,,,,3244,18248
,,,,,,,3245,18704
,,,,,,,3246,20428
,,,,,,,3247,23724
,,,,,,,3248,26468
,,,,,,,3249,27688
,,,,,,,3250,28414
,,,,,,,3251,28976
,,,,,,,3252,29238
,,,,,,,3253,29216
,,,,,,,3254,29288
,,,,,,,3255,29264
,,,,,,,3256,29264
,,,,,,,3257,29350
,,,,,,,3258,29304
,,,,,,,3259,28910
,,,,,,,3260,28732
,,,,,,,3261,29374
,,,,,,,3262,27782
,,,,,,,3263,24888
,,,,,,,3264,22076
,,,,,,,3265,20210
,,,,,,,3266,19144
,,,,,,,3267,18534
,,,,,,,3268,18262
,,,,,,,3269,18570
,,,,,,,3270,19882
,,,,,,,3271,22980
,,,,,,,3272,25452
,,,,,,,3273,26472
,,,,,,,3274,27082
,,,,,,,3275,27616
,,,,,,,3276,27880
