Time_Index,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2,floating_offshore_wind_2
2019,0,0.450428364,1,0.689359767,1,1,0.569549383,1,0.386963812,0,0,0.689359767
2020,0,0.452499665,1,0.660265194,1,1,0.569549383,1,0.502775092,0,0,0.660265194
2021,0,0.409377079,1,0.576513469,1,1,0.569549383,1,0.430363198,0,0,0.576513469
2022,0,0.343099368,1,0.568646646,1,1,0.569549383,1,0.449038504,0,0,0.568646646
2023,0.058016287,0.162503652,1,0.423206119,1,1,0.569549383,1,0.496584849,0.033980968,0.030872953,0.423206119
2024,0.200460386,0.188604059,1,0.335048252,1,1,0.569549383,1,0.450849177,0.117412511,0.106673563,0.335048252
2025,0.46781005,0.197513542,1,0.318884749,1,1,0.569549383,1,0.442803296,0.274003028,0.248941779,0.318884749
2026,0.724423212,0.149639767,1,0.284580381,1,1,0.569549383,1,0.313573622,0.424305022,0.385496641,0.284580381
2027,0.948318686,0.104081594,1,0.208696014,1,1,0.569549383,1,0.229971491,0.555443798,0.504641019,0.208696014
2028,0.914821288,0.061504743,1,0.113727014,1,1,0.569549383,1,0.102989151,0.535823894,0.486815618,0.113727014
2029,0.831269054,0.08757044,1,0.091559101,1,1,0.569549383,1,0.098505554,0.486886157,0.442353893,0.091559101
2030,0.66701888,0.107700164,1,0.060208204,1,1,0.569549383,1,0.096383662,0.390682484,0.354949336,0.060208204
2031,0.426725371,0.070627007,1,0.040376083,1,1,0.569549383,1,0.066048164,0.249939145,0.22707886,0.040376083
2032,0.240319918,0.107205074,1,0.032425469,1,1,0.569549383,1,0.068478111,0.140758808,0.127884529,0.032425469
2033,0.135666581,0.10898372,1,0.036027063,1,1,0.569549383,1,0.039909555,0.079461854,0.072194003,0.036027063
2034,0.021287502,0.127100015,1,0.053334781,1,1,0.569549383,1,0.081885564,0.012468394,0.011327992,0.053334781
2035,0,0.232902848,1,0.071834542,1,1,0.569549383,1,0.10379718,0,0,0.071834542
2036,0,0.200516905,1,0.079280516,1,1,0.569549383,1,0.107544234,0,0,0.079280516
2037,0,0.256409323,1,0.078626767,1,1,0.569549383,1,0.093436316,0,0,0.078626767
2038,0,0.364977993,1,0.081893433,1,1,0.569549383,1,0.337609316,0,0,0.081893433
2039,0,0.355608163,1,0.177122881,1,1,0.569549383,1,0.282640283,0,0,0.177122881
2040,0,0.522896535,1,0.371264499,1,1,0.569549383,1,0.507147043,0,0,0.371264499
2041,0,0.517847844,1,0.655591043,1,1,0.569549383,1,0.607762576,0,0,0.655591043
2042,0,0.580421167,1,0.856992591,1,1,0.569549383,1,0.651042881,0,0,0.856992591
2043,0,0.621020001,1,0.918256854,1,1,0.569549383,1,0.711263543,0,0,0.918256854
2044,0,0.681142159,1,0.925958333,1,1,0.569549383,1,0.802168156,0,0,0.925958333
2045,0,0.731583917,1,0.925637974,1,1,0.569549383,1,0.808806812,0,0,0.925637974
2046,0,0.666031304,1,0.960764137,1,1,0.569549383,1,0.754453527,0,0,0.960764137
2047,0.019249086,0.693741416,1,0.997541577,1,1,0.569549383,1,0.694799124,0.011274464,0.010243264,0.997541577
2048,0.081709993,0.55212697,1,0.991145207,1,1,0.569549383,1,0.698639562,0.04785871,0.043481389,0.991145207
2049,0.222351852,0.500843491,1,0.966338674,1,1,0.569549383,1,0.594399245,0.130234656,0.118322951,0.966338674
2050,0.4675942,0.481015583,1,0.908449817,1,1,0.569549383,1,0.515253365,0.273876601,0.248826916,0.908449817
2051,0.682306851,0.493797259,1,0.812036622,1,1,0.569549383,1,0.35063463,0.399636868,0.363084721,0.812036622
2052,0.865141837,0.498905335,1,0.689072344,1,1,0.569549383,1,0.290087493,0.50672593,0.460379053,0.689072344
2053,0.915106162,0.44423886,1,0.536424932,1,1,0.569549383,1,0.408669393,0.535990749,0.486967212,0.536424932
2054,0.944288299,0.452844983,1,0.41657423,1,1,0.569549383,1,0.382496549,0.553083143,0.502496278,0.41657423
2055,0.787192254,0.432094489,1,0.350875664,1,1,0.569549383,1,0.400934886,0.461069746,0.418898739,0.350875664
2056,0.399375502,0.518452135,1,0.341668765,1,1,0.569549383,1,0.509146189,0.233919936,0.212524823,0.341668765
2057,0.219677671,0.506143835,1,0.394276453,1,1,0.569549383,1,0.577267837,0.12866835,0.116899905,0.394276453
2058,0.056578467,0.74615382,1,0.539729343,1,1,0.569549383,1,0.721304619,0.033138816,0.030107827,0.539729343
2059,0,0.760029152,1,0.751000809,1,1,0.569549383,1,0.803003012,0,0,0.751000809
2060,0,0.584798449,1,0.909443753,1,1,0.569549383,1,0.81,0,0,0.909443753
2061,0,0.760039695,1,0.97240764,1,1,0.569549383,1,0.81,0,0,0.97240764
2062,0,0.778219014,1,0.999125,1,1,0.569549383,1,0.81,0,0,0.999125
2063,0,0.772296126,1,1,1,1,0.569549383,1,0.81,0,0,1
2064,0,0.669449793,1,1,1,1,0.569549383,1,0.81,0,0,1
2065,0,0.654658773,1,0.9985125,1,1,0.569549383,1,0.81,0,0,0.9985125
2066,0,0.673619826,1,0.99741741,1,1,0.569549383,1,0.802004344,0,0,0.99741741
2067,0,0.637342295,1,0.977641499,1,1,0.569549383,1,0.77512466,0,0,0.977641499
2068,0,0.611242181,1,0.939075032,1,1,0.569549383,1,0.779523938,0,0,0.939075032
2069,0,0.599620062,1,0.885823812,1,1,0.569549383,1,0.652475675,0,0,0.885823812
2070,0,0.687074141,1,0.832118095,1,1,0.569549383,1,0.674158136,0,0,0.832118095
2071,0.05997908,0.693140148,1,0.828698491,1,1,0.569549383,1,0.653065156,0.035130604,0.031917439,0.828698491
2072,0.211671935,0.548315974,1,0.79527531,1,1,0.569549383,1,0.611330515,0.123979275,0.112639709,0.79527531
2073,0.437353083,0.501672065,1,0.657078919,1,1,0.569549383,1,0.545312022,0.256163947,0.232734321,0.657078919
2074,0.735634251,0.555610078,1,0.564979447,1,1,0.569549383,1,0.385344025,0.430871488,0.391462516,0.564979447
2075,0.917830293,0.491192036,1,0.503714514,1,1,0.569549383,1,0.378115951,0.537586311,0.488416839,0.503714514
2076,0.952830263,0.472291832,1,0.505620889,1,1,0.569549383,1,0.308271191,0.558086294,0.507041823,0.505620889
2077,0.946043251,0.4587356,1,0.55848818,1,1,0.569549383,1,0.390080487,0.554111044,0.503430163,0.55848818
2078,0.934085395,0.484393549,1,0.666383526,1,1,0.569549383,1,0.448082012,0.547107157,0.497066876,0.666383526
2079,0.811187492,0.495494535,1,0.785722947,1,1,0.569549383,1,0.652621777,0.4751241,0.431667633,0.785722947
2080,0.566317182,0.540172357,1,0.824441721,1,1,0.569549383,1,0.765313994,0.331700062,0.301361646,0.824441721
2081,0.265991244,0.650073788,1,0.851280089,1,1,0.569549383,1,0.783938595,0.155794871,0.141545342,0.851280089
2082,0.06830067,0.536164854,1,0.886636806,1,1,0.569549383,1,0.801664783,0.040004678,0.036345714,0.886636806
2083,0,0.469855478,1,0.861472381,1,1,0.569549383,1,0.783309587,0,0,0.861472381
2084,0,0.396738374,1,0.84461014,1,1,0.569549383,1,0.777527762,0,0,0.84461014
2085,0,0.399427249,1,0.848173938,1,1,0.569549383,1,0.803003012,0,0,0.848173938
2086,0,0.489819317,1,0.862362928,1,1,0.569549383,1,0.785745123,0,0,0.862362928
2087,0,0.465687747,1,0.853280998,1,1,0.569549383,1,0.731475089,0,0,0.853280998
2088,0,0.403361188,1,0.748244406,1,1,0.569549383,1,0.39046484,0,0,0.748244406
2089,0,0.378592583,1,0.562001235,1,1,0.569549383,1,0.309625512,0,0,0.562001235
2090,0,0.305165035,1,0.430014074,1,1,0.569549383,1,0.112835936,0,0,0.430014074
2091,0,0.304798112,1,0.305284806,1,1,0.569549383,1,0.048173517,0,0,0.305284806
2092,0,0.36339643,1,0.21525664,1,1,0.569549383,1,0.13519856,0,0,0.21525664
2093,0,0.341713189,1,0.194483228,1,1,0.569549383,1,0.15192137,0,0,0.194483228
2094,0,0.31228772,1,0.184896579,1,1,0.569549383,1,0.245466076,0,0,0.184896579
2095,0.066816079,0.298757626,1,0.23480351,1,1,0.569549383,1,0.356852382,0.039135132,0.035555699,0.23480351
2096,0.201979486,0.340373167,1,0.231784605,1,1,0.569549383,1,0.29019231,0.11830227,0.107481942,0.231784605
2097,0.430973475,0.237777128,1,0.18439581,1,1,0.569549383,1,0.268059934,0.25242732,0.229339458,0.18439581
2098,0.67431178,0.237474593,1,0.165487041,1,1,0.569549383,1,0.292979382,0.39495404,0.3588302,0.165487041
2099,0.878302861,0.23425683,1,0.20237396,1,1,0.569549383,1,0.216526605,0.51443453,0.467382598,0.20237396
2100,0.94201692,0.272241753,1,0.239554962,1,1,0.569549383,1,0.189556508,0.551752764,0.50128758,0.239554962
2101,0.950024445,0.26552369,1,0.218408341,1,1,0.569549383,1,0.077451263,0.556442886,0.505548727,0.218408341
2102,0.853479674,0.189651822,1,0.245963546,1,1,0.569549383,1,0.068726114,0.499895235,0.454173116,0.245963546
2103,0.641851898,0.211237307,1,0.217958032,1,1,0.569549383,1,0.152423104,0.375941824,0.341556906,0.217958032
2104,0.374100326,0.291328102,1,0.21123874,1,1,0.569549383,1,0.167882852,0.219115904,0.199074818,0.21123874
2105,0.170277726,0.227528904,1,0.270054496,1,1,0.569549383,1,0.157541155,0.099734096,0.090612077,0.270054496
2106,0.046412274,0.217733895,1,0.345918407,1,1,0.569549383,1,0.298641898,0.027184332,0.02469796,0.345918407
2107,0,0.274374077,1,0.38149061,1,1,0.569549383,1,0.433232155,0,0,0.38149061
2108,0,0.388743394,1,0.393746268,1,1,0.569549383,1,0.527552526,0,0,0.393746268
2109,0,0.334665293,1,0.419868796,1,1,0.569549383,1,0.486132318,0,0,0.419868796
2110,0,0.291909778,1,0.44358636,1,1,0.569549383,1,0.482195138,0,0,0.44358636
2111,0,0.314561248,1,0.510854741,1,1,0.569549383,1,0.578166804,0,0,0.510854741
2112,0,0.332765265,1,0.553521802,1,1,0.569549383,1,0.585754064,0,0,0.553521802
2113,0,0.337684488,1,0.673630136,1,1,0.569549383,1,0.661387361,0,0,0.673630136
2114,0,0.322308337,1,0.76747678,1,1,0.569549383,1,0.718801866,0,0,0.76747678
2115,0,0.287152231,1,0.892230911,1,1,0.569549383,1,0.78906158,0,0,0.892230911
2116,0,0.336590786,1,0.915541302,1,1,0.569549383,1,0.808806812,0,0,0.915541302
2117,0,0.424041044,1,0.949822916,1,1,0.569549383,1,0.81,0,0,0.949822916
2118,0,0.677778927,1,0.981709444,1,1,0.569549383,1,0.81,0,0,0.981709444
2119,0.022116505,0.810840298,1,0.998308333,1,1,0.569549383,1,0.81,0.012953953,0.01176914,0.998308333
2120,0.048463006,0.849584,1,0.999533333,1,1,0.569549383,1,0.81,0.028385475,0.025789243,0.999533333
2121,0.072268076,0.913252172,1,1,1,1,0.569549383,1,0.81,0.042328444,0.038456941,1
2122,0.097934645,0.996957114,1,1,1,1,0.569549383,1,0.81,0.05736172,0.052115222,1
2123,0.043072337,0.998839477,1,1,1,1,0.569549383,1,0.81,0.025228083,0.022920637,1
2124,0.0528048,0.999122943,1,1,1,1,0.569549383,1,0.81,0.030928526,0.028099697,1
2125,0.061294119,0.996643327,1,1,1,1,0.569549383,1,0.81,0.035900841,0.032617228,1
2126,0.061035683,0.981975102,1,1,1,1,0.569549383,1,0.81,0.035749471,0.032479703,1
2127,0.06378072,0.984414326,1,1,1,1,0.569549383,1,0.81,0.037357279,0.033940455,1
2128,0.038638487,0.989628038,1,1,1,1,0.569549383,1,0.81,0.022631114,0.020561195,1
2129,0.033531779,0.986338416,1,0.996122222,1,1,0.569549383,1,0.774950823,0.019640042,0.017843697,0.996122222
2130,0.00948396,0.948514652,1,0.98972096,1,1,0.569549383,1,0.498201317,0.005554891,0.005046821,0.98972096
2131,0,0.857481912,1,1,1,1,0.569549383,1,0.38689251,0,0,1
2132,0,0.799192077,1,1,1,1,0.569549383,1,0.334635762,0,0,1
2133,0,0.784738184,1,0.996122222,1,1,0.569549383,1,0.310954417,0,0,0.996122222
2134,0,0.74607192,1,0.990585293,1,1,0.569549383,1,0.513871324,0,0,0.990585293
2135,0,0.730875056,1,0.924929383,1,1,0.569549383,1,0.58319243,0,0,0.924929383
2136,0,0.791907098,1,0.891687305,1,1,0.569549383,1,0.662970932,0,0,0.891687305
2137,0,0.803634749,1,0.87410839,1,1,0.569549383,1,0.708938714,0,0,0.87410839
2138,0,0.81101379,1,0.925719872,1,1,0.569549383,1,0.663066478,0,0,0.925719872
2139,0,0.774392252,1,0.989243865,1,1,0.569549383,1,0.780088619,0,0,0.989243865
2140,0,0.810951089,1,0.985654206,1,1,0.569549383,1,0.784592667,0,0,0.985654206
2141,0,0.793960369,1,0.986591105,1,1,0.569549383,1,0.784465418,0,0,0.986591105
2142,0,0.691675402,1,0.988018323,1,1,0.569549383,1,0.751566694,0,0,0.988018323
2143,0.02963202,0.674289943,1,0.981120805,1,1,0.569549383,1,0.661816673,0.017355897,0.015768468,0.981120805
2144,0.112861338,0.617346643,1,0.951895983,1,1,0.569549383,1,0.451762157,0.066104498,0.060058355,0.951895983
2145,0.207118664,0.530917107,1,0.83352717,1,1,0.569549383,1,0.407474123,0.12131236,0.110216719,0.83352717
2146,0.359222458,0.504787757,1,0.672521205,1,1,0.569549383,1,0.302384509,0.210401724,0.191157667,0.672521205
2147,0.35980464,0.445661049,1,0.614948383,1,1,0.569549383,1,0.239231079,0.210742717,0.191467471,0.614948383
2148,0.431388358,0.410344207,1,0.580821709,1,1,0.569549383,1,0.17960362,0.252670323,0.229560236,0.580821709
2149,0.41998443,0.300274916,1,0.543639111,1,1,0.569549383,1,0.173583067,0.245990879,0.223491716,0.543639111
2150,0.407975936,0.231301048,1,0.479206944,1,1,0.569549383,1,0.13969034,0.238957332,0.217101482,0.479206944
2151,0.360035443,0.21446633,1,0.392671678,1,1,0.569549383,1,0.08357446,0.210877901,0.191590291,0.392671678
2152,0.172944924,0.121374494,1,0.345620646,1,1,0.569549383,1,0.052569934,0.101296312,0.092031407,0.345620646
2153,0.084329083,0.233238721,1,0.297497416,1,1,0.569549383,1,0.032144355,0.049392749,0.04487512,0.297497416
2154,0.038818711,0.269718148,1,0.260152121,1,1,0.569549383,1,0.035098144,0.022736673,0.0206571,0.260152121
2155,0,0.198915577,1,0.272430159,1,1,0.569549383,1,0.04440176,0,0,0.272430159
2156,0,0.141923858,1,0.281765042,1,1,0.569549383,1,0.095496802,0,0,0.281765042
2157,0,0.073530163,1,0.301199984,1,1,0.569549383,1,0.08732864,0,0,0.301199984
2158,0,0.033458493,1,0.333342367,1,1,0.569549383,1,0.153894323,0,0,0.333342367
2159,0,0.077870178,1,0.329588667,1,1,0.569549383,1,0.13403286,0,0,0.329588667
2160,0,0.090252368,1,0.336659227,1,1,0.569549383,1,0.089840816,0,0,0.336659227
2161,0,0.048245393,1,0.360245216,1,1,0.473936497,1,0.053583055,0,0,0.360245216
2162,0,0.05817854,1,0.29409973,1,1,0.473936497,1,0.077913222,0,0,0.29409973
2163,0,0.15498932,1,0.252748425,1,1,0.473936497,1,0.087047157,0,0,0.252748425
2164,0,0.196830384,1,0.235158579,1,1,0.473936497,1,0.168782247,0,0,0.235158579
2165,0,0.234592259,1,0.306729436,1,1,0.473936497,1,0.172880912,0,0,0.306729436
2166,0,0.37455987,1,0.414857337,1,1,0.473936497,1,0.287963784,0,0,0.414857337
2167,0.04733018,0.446462874,1,0.497216075,1,1,0.473936497,1,0.353172579,0.027721962,0.025186417,0.497216075
2168,0.14698766,0.372505331,1,0.577466665,1,1,0.473936497,1,0.466264721,0.086092772,0.078218434,0.577466665
2169,0.232010245,0.28065151,1,0.63887962,1,1,0.473936497,1,0.504852109,0.135891714,0.123462596,0.63887962
2170,0.413098257,0.308389654,1,0.643966646,1,1,0.473936497,1,0.424076552,0.241957549,0.219827289,0.643966646
2171,0.476800269,0.351383801,1,0.660375017,1,1,0.473936497,1,0.44100725,0.279268727,0.25372586,0.660375017
2172,0.468224745,0.376157959,1,0.69357693,1,1,0.473936497,1,0.392417234,0.274245921,0.249162456,0.69357693
2173,0.488188036,0.31642532,1,0.635731347,1,1,0.473936497,1,0.365268917,0.285938705,0.259785778,0.635731347
2174,0.391612402,0.311731528,1,0.667220577,1,1,0.473936497,1,0.28435395,0.229372977,0.208393745,0.667220577
2175,0.379710751,0.302110837,1,0.646622857,1,1,0.473936497,1,0.283800447,0.22240201,0.202060366,0.646622857
2176,0.224430265,0.258756847,1,0.708128859,1,1,0.473936497,1,0.303310826,0.131452012,0.119428964,0.708128859
2177,0.109043774,0.280130653,1,0.688943148,1,1,0.473936497,1,0.35338361,0.063868496,0.058026866,0.688943148
2178,0.060349694,0.216898232,1,0.687312935,1,1,0.473936497,1,0.506919806,0.035347678,0.032114659,0.687312935
2179,0,0.242755827,1,0.775431435,1,1,0.473936497,1,0.559763473,0,0,0.775431435
2180,0,0.254000989,1,0.90369912,1,1,0.473936497,1,0.498229654,0,0,0.90369912
2181,0,0.344156253,1,0.951330127,1,1,0.473936497,1,0.565451873,0,0,0.951330127
2182,0,0.328178512,1,0.962121765,1,1,0.473936497,1,0.653043507,0,0,0.962121765
2183,0,0.394011733,1,0.945424468,1,1,0.473936497,1,0.521780598,0,0,0.945424468
2184,0,0.387355959,1,0.91932742,1,1,0.473936497,1,0.537642932,0,0,0.91932742
2185,0,0.348732328,1,0.935815758,1,1,0.473936497,1,0.553939772,0,0,0.935815758
2186,0,0.444571036,1,0.956953125,1,1,0.473936497,1,0.712475609,0,0,0.956953125
2187,0,0.490476549,1,0.983612832,1,1,0.473936497,1,0.639849701,0,0,0.983612832
2188,0,0.549918757,1,0.978500678,1,1,0.473936497,1,0.591874227,0,0,0.978500678
2189,0,0.462195584,1,0.940898073,1,1,0.473936497,1,0.732750978,0,0,0.940898073
2190,0,0.474346059,1,0.936567379,1,1,0.473936497,1,0.649517657,0,0,0.936567379
2191,0.052726081,0.478247922,1,0.983297028,1,1,0.473936497,1,0.666511107,0.030882419,0.028057808,0.983297028
2192,0.195118799,0.518108812,1,0.990544957,1,1,0.473936497,1,0.562248859,0.114283867,0.103831076,0.990544957
2193,0.279873307,0.560225678,1,0.998808694,1,1,0.473936497,1,0.57421679,0.163925793,0.148932583,0.998808694
2194,0.357841083,0.509277522,1,0.997733581,1,1,0.473936497,1,0.54533617,0.209592633,0.190422578,0.997733581
2195,0.41676681,0.531907298,1,0.991908659,1,1,0.473936497,1,0.438865222,0.244106273,0.221779483,0.991908659
2196,0.511786214,0.568347141,1,0.970641146,1,1,0.473936497,1,0.336449653,0.299760495,0.272343381,0.970641146
2197,0.561532554,0.586627489,1,0.886879885,1,1,0.473936497,1,0.266733399,0.328897637,0.29881554,0.886879885
2198,0.453687695,0.552114709,1,0.778387659,1,1,0.473936497,1,0.17378223,0.265731363,0.241426669,0.778387659
2199,0.468689026,0.481817378,1,0.591709247,1,1,0.473936497,1,0.228155128,0.274517857,0.24940952,0.591709247
2200,0.255756962,0.439243989,1,0.465847148,1,1,0.473936497,1,0.173607453,0.149800505,0.136099242,0.465847148
2201,0.12451887,0.404608973,1,0.378821833,1,1,0.473936497,1,0.255198702,0.072932481,0.066261828,0.378821833
2202,0.044244814,0.30191019,1,0.315463605,1,1,0.473936497,1,0.264897666,0.02591482,0.023544562,0.315463605
2203,0,0.28912207,1,0.269095742,1,1,0.473936497,1,0.38829557,0,0,0.269095742
2204,0,0.163578472,1,0.193854221,1,1,0.473936497,1,0.456253969,0,0,0.193854221
2205,0,0.17412816,1,0.217627305,1,1,0.473936497,1,0.282433192,0,0,0.217627305
2206,0,0.277446688,1,0.264383436,1,1,0.473936497,1,0.452570196,0,0,0.264383436
2207,0,0.27381752,1,0.362522052,1,1,0.473936497,1,0.496548089,0,0,0.362522052
2208,0,0.323305822,1,0.397860315,1,1,0.473936497,1,0.502630539,0,0,0.397860315
2209,0,0.30409246,1,0.38573279,1,1,0.473936497,1,0.547977235,0,0,0.38573279
2210,0,0.352535505,1,0.457618606,1,1,0.473936497,1,0.635281076,0,0,0.457618606
2211,0,0.325175967,1,0.533293298,1,1,0.473936497,1,0.551621494,0,0,0.533293298
2212,0,0.343947033,1,0.45724304,1,1,0.473936497,1,0.413873071,0,0,0.45724304
2213,0,0.516336704,1,0.381819886,1,1,0.473936497,1,0.446682958,0,0,0.381819886
2214,0.000178457,0.464653907,1,0.418723777,1,1,0.473936497,1,0.432696589,0.000105,9.50E-05,0.418723777
2215,0.058984185,0.486686141,1,0.457143006,1,1,0.473936497,1,0.529224755,0.034547879,0.031388013,0.457143006
2216,0.212794182,0.446026327,1,0.486603758,1,1,0.473936497,1,0.476142994,0.124636592,0.113236905,0.486603758
2217,0.480299079,0.319205235,1,0.473506095,1,1,0.473936497,1,0.401023144,0.28131803,0.255587726,0.473506095
2218,0.793673342,0.341810069,1,0.431323863,1,1,0.473936497,1,0.247677211,0.464865812,0.422347603,0.431323863
2219,0.951653699,0.327080736,1,0.376285557,1,1,0.473936497,1,0.18646705,0.557397163,0.506415723,0.376285557
2220,0.949144201,0.285198872,1,0.288596494,1,1,0.473936497,1,0.108910027,0.555927315,0.505080312,0.288596494
2221,0.876268405,0.38431048,1,0.244016983,1,1,0.473936497,1,0.080884851,0.51324292,0.466299977,0.244016983
2222,0.658655575,0.334084857,1,0.202195893,1,1,0.473936497,1,0.075287627,0.385783977,0.350498863,0.202195893
2223,0.558422294,0.272326644,1,0.160099009,1,1,0.473936497,1,0.097212774,0.327075913,0.297160438,0.160099009
2224,0.304460244,0.288046167,1,0.117021802,1,1,0.473936497,1,0.161064251,0.178326713,0.162016346,0.117021802
2225,0.168127243,0.218754548,1,0.103636281,1,1,0.473936497,1,0.213080796,0.098474527,0.089467712,0.103636281
2226,0.056620426,0.161743653,1,0.096873843,1,1,0.473936497,1,0.237502208,0.033163392,0.030130156,0.096873843
2227,0,0.186780612,1,0.098431309,1,1,0.473936497,1,0.139655947,0,0,0.098431309
2228,0,0.22339616,1,0.101231857,1,1,0.473936497,1,0.095039814,0,0,0.101231857
2229,0,0.154489558,1,0.109143033,1,1,0.473936497,1,0.114754197,0,0,0.109143033
2230,0,0.188807615,1,0.088339744,1,1,0.473936497,1,0.113985278,0,0,0.088339744
2231,0,0.148486038,1,0.065852984,1,1,0.473936497,1,0.104848487,0,0,0.065852984
2232,0,0.122025856,1,0.059581835,1,1,0.473936497,1,0.095575918,0,0,0.059581835
2233,0,0.078964879,1,0.06336442,1,1,0.473936497,1,0.050972577,0,0,0.06336442
2234,0,0.069699758,1,0.046778881,1,1,0.473936497,1,0.0129544,0,0,0.046778881
2235,0,0.0749626,1,0.037329785,1,1,0.473936497,1,0,0,0,0.037329785
2236,0,0.091670386,1,0.051879857,1,1,0.473936497,1,0.037575974,0,0,0.051879857
2237,0,0.136251577,1,0.072067146,1,1,0.473936497,1,0.031930373,0,0,0.072067146
2238,1.15E-05,0.222577479,1,0.073430322,1,1,0.473936497,1,0.021364856,6.76E-06,6.14E-06,0.073430322
2239,0.06861307,0.126594607,1,0.073583698,1,1,0.473936497,1,0.172653427,0.040187655,0.036511956,0.073583698
2240,0.213647807,0.226841107,1,0.085232465,1,1,0.473936497,1,0.121991159,0.125136572,0.113691156,0.085232465
2241,0.457913942,0.158036295,1,0.094867814,1,1,0.473936497,1,0.088323318,0.268206736,0.243675635,0.094867814
2242,0.645944736,0.064821407,1,0.083434519,1,1,0.473936497,1,0.056616998,0.378339057,0.34373488,0.083434519
2243,0.913067351,0.101447172,1,0.068733415,1,1,0.473936497,1,0.067778506,0.534796588,0.485882273,0.068733415
2244,0.95205767,0.094454581,1,0.067303057,1,1,0.473936497,1,0.083146672,0.557633775,0.506630693,0.067303057
2245,0.957925427,0.099693584,1,0.102502085,1,1,0.473936497,1,0.068293269,0.561070604,0.509753178,0.102502085
2246,0.96030194,0.10977,1,0.094104681,1,1,0.473936497,1,0.065623367,0.562462562,0.511017823,0.094104681
2247,0.902661876,0.12364891,1,0.091698363,1,1,0.473936497,1,0.027967871,0.528701953,0.480345074,0.091698363
2248,0.596339299,0.152228657,1,0.090939219,1,1,0.473936497,1,0.019427317,0.349284444,0.317337701,0.090939219
2249,0.288838015,0.103983706,1,0.081454096,1,1,0.473936497,1,0.017645835,0.169176551,0.153703088,0.081454096
2250,0.073373118,0.130288358,1,0.069788884,1,1,0.473936497,1,0.041084438,0.042975683,0.039044981,0.069788884
2251,0,0.111830807,1,0.062056393,1,1,0.473936497,1,0.057412488,0,0,0.062056393
2252,0,0.165201772,1,0.047288779,1,1,0.473936497,1,0.033833334,0,0,0.047288779
2253,0,0.192432478,1,0.034858273,1,1,0.473936497,1,0.04490707,0,0,0.034858273
2254,0,0.147105669,1,0.029684958,1,1,0.473936497,1,0.070280399,0,0,0.029684958
2255,0,0.252949241,1,0.031738043,1,1,0.473936497,1,0.050936348,0,0,0.031738043
2256,0,0.293224538,1,0.036815257,1,1,0.473936497,1,0.071388365,0,0,0.036815257
2257,0,0.352687672,1,0.041953222,1,1,0.473936497,1,0.127524489,0,0,0.041953222
2258,0,0.41701159,1,0.044583123,1,1,0.473936497,1,0.160437121,0,0,0.044583123
2259,0,0.406022615,1,0.051118041,1,1,0.473936497,1,0.079378831,0,0,0.051118041
2260,0,0.283893052,1,0.076750594,1,1,0.473936497,1,0.1198702,0,0,0.076750594
2261,0,0.389140632,1,0.116718022,1,1,0.473936497,1,0.271650626,0,0,0.116718022
2262,0.003664551,0.387417253,1,0.165882267,1,1,0.473936497,1,0.32567551,0.00214638,0.001950065,0.165882267
2263,0.061016625,0.361247796,1,0.204963957,1,1,0.473936497,1,0.238671083,0.035738309,0.032469561,0.204963957
2264,0.216116779,0.326425398,1,0.222264815,1,1,0.473936497,1,0.184107228,0.126582684,0.115005001,0.222264815
2265,0.481485051,0.197136568,1,0.218125864,1,1,0.473936497,1,0.137430686,0.282012671,0.256218833,0.218125864
2266,0.801760767,0.166191862,1,0.158154467,1,1,0.473936497,1,0.114701169,0.469602732,0.426651269,0.158154467
2267,0.982857143,0.224144867,1,0.107315086,1,1,0.473936497,1,0.046335275,0.575673466,0.523020413,0.107315086
2268,0.982857143,0.175276837,1,0.073238549,1,1,0.473936497,1,0.033055302,0.575673466,0.523020413,0.073238549
2269,0.982857143,0.185291962,1,0.058454648,1,1,0.473936497,1,0.010265948,0.575673466,0.523020413,0.058454648
2270,0.982857143,0.232756206,1,0.039572809,1,1,0.473936497,1,0.019204631,0.575673466,0.523020413,0.039572809
2271,0.922054217,0.130084325,1,0.018085531,1,1,0.473936497,1,0.029216766,0.540060324,0.49066457,0.018085531
2272,0.600237861,0.149337958,1,0.016627059,1,1,0.473936497,1,0.122706331,0.351567888,0.319412293,0.016627059
2273,0.283518031,0.187406062,1,0.032844685,1,1,0.473936497,1,0.137581592,0.16606056,0.150872096,0.032844685
2274,0.075174721,0.260986669,1,0.058575209,1,1,0.473936497,1,0.252416309,0.044030908,0.040003691,0.058575209
2275,0,0.277480195,1,0.079346009,1,1,0.473936497,1,0.2239906,0,0,0.079346009
2276,0,0.354644179,1,0.112852179,1,1,0.473936497,1,0.262633167,0,0,0.112852179
2277,0,0.36688487,1,0.180959427,1,1,0.473936497,1,0.342441685,0,0,0.180959427
2278,0,0.5738401,1,0.294956279,1,1,0.473936497,1,0.333094669,0,0,0.294956279
2279,0,0.67165934,1,0.395975306,1,1,0.473936497,1,0.350736951,0,0,0.395975306
2280,0,0.565304091,1,0.498170333,1,1,0.473936497,1,0.381785727,0,0,0.498170333
2281,0,0.432741844,1,0.571054299,1,1,0.473936497,1,0.321743785,0,0,0.571054299
