Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,185,30931
,,,,,,,186,31524
,,,,,,,187,35455
,,,,,,,188,35191
,,,,,,,189,34135
,,,,,,,190,32564
,,,,,,,191,30486
,,,,,,,192,27128
,,,,,,,193,23754
,,,,,,,194,22437
,,,,,,,195,21881
,,,,,,,196,22045
,,,,,,,197,22386
,,,,,,,198,24111
,,,,,,,199,28806
,,,,,,,200,35334
,,,,,,,201,36933
,,,,,,,202,36814
,,,,,,,203,36130
,,,,,,,204,36900
,,,,,,,205,37634
,,,,,,,206,37025
,,,,,,,207,36944
,,,,,,,208,38171
,,,,,,,209,40497
,,,,,,,210,44174
,,,,,,,211,45308
,,,,,,,212,41978
,,,,,,,213,41013
,,,,,,,214,35291
,,,,,,,215,32344
,,,,,,,216,29902
,,,,,,,217,27960
,,,,,,,218,26954
,,,,,,,219,26543
,,,,,,,220,27151
,,,,,,,221,27791
,,,,,,,222,29786
,,,,,,,223,35008
,,,,,,,224,42264
,,,,,,,225,45185
,,,,,,,226,45552
,,,,,,,227,45216
,,,,,,,228,46071
,,,,,,,229,46337
,,,,,,,230,44210
,,,,,,,231,42761
,,,,,,,232,42636
,,,,,,,233,44982
,,,,,,,234,48451
,,,,,,,235,48481
,,,,,,,236,44689
,,,,,,,237,44518
,,,,,,,238,39415
,,,,,,,239,36212
,,,,,,,240,33232
,,,,,,,241,30818
,,,,,,,242,29586
,,,,,,,243,29138
,,,,,,,244,29472
,,,,,,,245,29813
,,,,,,,246,31495
,,,,,,,247,35725
,,,,,,,248,41753
,,,,,,,249,42589
,,,,,,,250,42191
,,,,,,,251,40906
,,,,,,,252,41474
,,,,,,,253,41208
,,,,,,,254,38457
,,,,,,,255,37598
,,,,,,,256,38065
,,,,,,,257,40082
,,,,,,,258,43716
,,,,,,,259,43694
,,,,,,,260,40002
,,,,,,,261,38431
,,,,,,,262,32743
,,,,,,,263,29707
,,,,,,,264,27061
,,,,,,,265,24367
,,,,,,,266,23455
,,,,,,,267,22890
,,,,,,,268,23019
,,,,,,,269,23563
,,,,,,,270,25298
,,,,,,,271,29939
,,,,,,,272,36259
,,,,,,,273,38961
,,,,,,,274,39673
,,,,,,,275,39438
,,,,,,,276,40691
,,,,,,,277,41547
,,,,,,,278,39800
,,,,,,,279,38919
,,,,,,,280,39940
,,,,,,,281,42417
,,,,,,,282,45505
,,,,,,,283,45089
,,,,,,,284,41448
,,,,,,,285,40991
,,,,,,,286,36084
,,,,,,,287,33121
,,,,,,,288,30534
,,,,,,,289,29022
,,,,,,,290,28496
,,,,,,,291,28118
,,,,,,,292,28925
,,,,,,,293,29754
,,,,,,,294,31731
,,,,,,,295,35753
,,,,,,,296,41642
,,,,,,,297,45607
,,,,,,,298,46574
,,,,,,,299,46502
,,,,,,,300,47467
,,,,,,,301,45810
,,,,,,,302,42436
,,,,,,,303,40944
,,,,,,,304,40409
,,,,,,,305,42379
,,,,,,,306,45433
,,,,,,,307,44427
,,,,,,,308,40139
,,,,,,,309,39247
,,,,,,,310,34385
,,,,,,,311,31361
,,,,,,,312,28945
,,,,,,,313,28037
,,,,,,,314,26180
,,,,,,,315,25577
,,,,,,,316,25642
,,,,,,,317,26000
,,,,,,,318,27231
,,,,,,,319,28944
,,,,,,,320,30643
,,,,,,,321,32327
,,,,,,,322,34274
,,,,,,,323,35665
,,,,,,,324,37088
,,,,,,,325,37611
,,,,,,,326,35008
,,,,,,,327,33410
,,,,,,,328,32191
,,,,,,,329,32468
,,,,,,,330,32759
,,,,,,,331,35980
,,,,,,,332,35752
,,,,,,,333,34655
,,,,,,,334,33283
,,,,,,,335,31074
,,,,,,,336,28360
,,,,,,,337,26172
,,,,,,,338,24774
,,,,,,,339,24320
,,,,,,,340,24372
,,,,,,,341,24916
,,,,,,,342,26221
,,,,,,,343,28005
,,,,,,,344,29865
,,,,,,,345,30807
,,,,,,,346,32085
,,,,,,,347,32820
,,,,,,,348,34057
,,,,,,,349,35582
,,,,,,,350,35285
,,,,,,,351,35467
,,,,,,,352,35621
,,,,,,,353,37036
,,,,,,,354,37493
,,,,,,,355,40925
,,,,,,,356,40578
,,,,,,,357,38881
,,,,,,,358,37424
,,,,,,,359,35066
,,,,,,,360,31893
,,,,,,,361,27506
,,,,,,,362,26264
,,,,,,,363,25740
,,,,,,,364,25850
,,,,,,,365,26143
,,,,,,,366,27634
,,,,,,,367,29941
,,,,,,,368,33466
,,,,,,,369,35477
,,,,,,,370,36278
,,,,,,,371,36063
,,,,,,,372,36996
,,,,,,,373,37625
,,,,,,,374,35806
,,,,,,,375,34957
,,,,,,,376,36131
,,,,,,,377,38479
,,,,,,,378,41121
,,,,,,,379,40549
,,,,,,,380,36156
,,,,,,,381,34169
,,,,,,,382,32634
,,,,,,,383,29994
,,,,,,,384,27426
,,,,,,,385,24313
,,,,,,,386,22924
,,,,,,,387,22199
,,,,,,,388,21990
,,,,,,,389,22445
,,,,,,,390,24171
,,,,,,,391,28849
,,,,,,,392,35304
,,,,,,,393,36931
,,,,,,,394,36849
,,,,,,,395,35836
,,,,,,,396,36464
,,,,,,,397,37080
,,,,,,,398,35828
,,,,,,,399,35444
,,,,,,,400,36926
,,,,,,,401,39870
,,,,,,,402,43407
,,,,,,,403,43419
,,,,,,,404,39447
,,,,,,,405,38154
,,,,,,,406,32727
,,,,,,,407,29724
,,,,,,,408,27110
,,,,,,,409,25158
,,,,,,,410,24450
,,,,,,,411,24179
,,,,,,,412,24690
,,,,,,,413,25450
,,,,,,,414,27706
,,,,,,,415,32880
,,,,,,,416,39179
,,,,,,,417,41520
,,,,,,,418,41897
,,,,,,,419,41671
,,,,,,,420,42533
,,,,,,,421,42387
,,,,,,,422,39553
,,,,,,,423,38153
,,,,,,,424,38613
,,,,,,,425,41089
,,,,,,,426,44459
,,,,,,,427,44637
,,,,,,,428,41093
,,,,,,,429,39808
,,,,,,,430,34760
,,,,,,,431,31669
,,,,,,,432,29024
,,,,,,,433,27273
,,,,,,,434,25877
,,,,,,,435,25301
,,,,,,,436,25225
,,,,,,,437,25569
,,,,,,,438,27214
,,,,,,,439,32092
,,,,,,,440,38707
,,,,,,,441,39990
,,,,,,,442,39424
,,,,,,,443,38378
,,,,,,,444,38761
,,,,,,,445,39071
,,,,,,,446,37925
,,,,,,,447,37531
,,,,,,,448,38855
,,,,,,,449,41622
,,,,,,,450,44699
,,,,,,,451,45343
,,,,,,,452,42271
,,,,,,,453,40974
,,,,,,,454,33754
,,,,,,,455,30390
,,,,,,,456,27772
,,,,,,,457,25909
,,,,,,,458,24418
,,,,,,,459,23737
,,,,,,,460,23747
,,,,,,,461,24107
,,,,,,,462,25724
,,,,,,,463,30227
,,,,,,,464,36872
,,,,,,,465,39350
,,,,,,,466,39781
,,,,,,,467,39369
,,,,,,,468,40182
,,,,,,,469,41093
,,,,,,,470,40631
,,,,,,,471,40631
,,,,,,,472,41781
,,,,,,,473,44382
,,,,,,,474,47247
,,,,,,,475,47785
,,,,,,,476,44678
,,,,,,,477,43290
,,,,,,,478,36303
,,,,,,,479,33111
,,,,,,,480,30749
,,,,,,,481,29311
,,,,,,,482,27825
,,,,,,,483,27481
,,,,,,,484,27687
,,,,,,,485,28246
,,,,,,,486,29665
,,,,,,,487,31478
,,,,,,,488,33864
,,,,,,,489,36355
,,,,,,,490,39035
,,,,,,,491,40731
,,,,,,,492,42916
,,,,,,,493,44798
,,,,,,,494,43103
,,,,,,,495,42796
,,,,,,,496,41733
,,,,,,,497,38153
,,,,,,,498,38077
,,,,,,,499,41264
,,,,,,,500,40961
,,,,,,,501,40129
,,,,,,,502,38915
,,,,,,,503,36723
,,,,,,,504,33898
,,,,,,,505,31111
,,,,,,,506,30599
,,,,,,,507,30706
,,,,,,,508,30891
,,,,,,,509,31395
,,,,,,,510,32774
,,,,,,,511,34894
,,,,,,,512,37314
,,,,,,,513,39455
,,,,,,,514,41251
,,,,,,,515,42229
,,,,,,,516,43760
,,,,,,,517,43215
,,,,,,,518,38910
,,,,,,,519,37186
,,,,,,,520,35605
,,,,,,,521,35769
,,,,,,,522,35657
,,,,,,,523,39591
,,,,,,,524,39203
,,,,,,,525,39457
,,,,,,,526,38171
,,,,,,,527,35723
,,,,,,,528,32622
,,,,,,,529,29427
,,,,,,,530,28773
,,,,,,,531,28435
,,,,,,,532,29079
,,,,,,,533,29975
,,,,,,,534,32068
,,,,,,,535,37526
,,,,,,,536,44555
,,,,,,,537,46760
,,,,,,,538,47172
,,,,,,,539,46759
,,,,,,,540,46753
,,,,,,,541,45322
,,,,,,,542,41570
,,,,,,,543,39374
,,,,,,,544,39740
,,,,,,,545,41296
,,,,,,,546,44446
,,,,,,,547,44352
,,,,,,,548,40638
,,,,,,,549,39785
,,,,,,,550,34245
,,,,,,,551,31163
,,,,,,,552,28651
,,,,,,,553,26753
,,,,,,,554,25711
,,,,,,,555,25271
,,,,,,,556,25835
,,,,,,,557,26304
,,,,,,,558,28210
,,,,,,,559,32399
,,,,,,,560,38399
,,,,,,,561,39465
,,,,,,,562,40112
,,,,,,,563,39488
,,,,,,,564,39785
,,,,,,,565,39333
,,,,,,,566,36085
,,,,,,,567,34734
,,,,,,,568,35340
,,,,,,,569,37181
,,,,,,,570,40158
,,,,,,,571,40217
,,,,,,,572,36841
,,,,,,,573,35894
,,,,,,,574,32334
,,,,,,,575,29859
,,,,,,,576,27550
,,,,,,,577,25382
,,,,,,,578,23931
,,,,,,,579,23506
,,,,,,,580,24129
,,,,,,,581,24399
,,,,,,,582,26272
,,,,,,,583,30819
,,,,,,,584,36779
,,,,,,,585,38436
,,,,,,,586,38820
,,,,,,,587,38536
,,,,,,,588,39022
,,,,,,,589,38485
,,,,,,,590,36052
,,,,,,,591,34953
,,,,,,,592,35393
,,,,,,,593,36979
,,,,,,,594,39952
,,,,,,,595,40710
,,,,,,,596,37825
,,,,,,,597,37418
,,,,,,,598,32831
,,,,,,,599,30377
,,,,,,,600,28021
,,,,,,,601,26248
,,,,,,,602,25871
,,,,,,,603,25687
,,,,,,,604,26189
,,,,,,,605,27102
,,,,,,,606,29153
,,,,,,,607,34130
,,,,,,,608,40822
,,,,,,,609,42697
,,,,,,,610,43147
,,,,,,,611,42386
,,,,,,,612,42974
,,,,,,,613,42117
,,,,,,,614,38942
,,,,,,,615,37600
,,,,,,,616,37856
,,,,,,,617,39638
,,,,,,,618,42710
,,,,,,,619,42875
,,,,,,,620,39372
,,,,,,,621,39206
,,,,,,,622,34480
,,,,,,,623,31689
,,,,,,,624,29168
,,,,,,,625,27129
,,,,,,,626,25816
,,,,,,,627,25104
,,,,,,,628,25063
,,,,,,,629,25261
,,,,,,,630,26792
,,,,,,,631,30225
,,,,,,,632,35845
,,,,,,,633,38387
,,,,,,,634,39680
,,,,,,,635,39673
,,,,,,,636,40531
,,,,,,,637,40899
,,,,,,,638,39660
,,,,,,,639,39155
,,,,,,,640,39620
,,,,,,,641,38444
,,,,,,,642,41420
,,,,,,,643,40664
,,,,,,,644,37037
,,,,,,,645,35691
,,,,,,,646,31399
,,,,,,,647,28963
,,,,,,,648,26771
,,,,,,,649,25291
,,,,,,,650,23607
,,,,,,,651,23134
,,,,,,,652,23112
,,,,,,,653,23597
,,,,,,,654,24943
,,,,,,,655,26684
,,,,,,,656,28918
,,,,,,,657,30983
,,,,,,,658,33364
,,,,,,,659,34800
,,,,,,,660,36313
,,,,,,,661,37097
,,,,,,,662,35737
,,,,,,,663,34445
,,,,,,,664,32887
,,,,,,,665,33052
,,,,,,,666,32879
,,,,,,,667,36658
,,,,,,,668,36732
,,,,,,,669,36218
,,,,,,,670,34893
,,,,,,,671,32893
,,,,,,,672,29897
,,,,,,,673,27355
,,,,,,,674,26229
,,,,,,,675,26065
,,,,,,,676,26215
,,,,,,,677,26870
,,,,,,,678,28226
,,,,,,,679,30414
,,,,,,,680,32168
,,,,,,,681,33865
,,,,,,,682,35821
,,,,,,,683,36524
,,,,,,,684,38010
,,,,,,,685,37831
,,,,,,,686,34688
,,,,,,,687,33252
,,,,,,,688,31621
,,,,,,,689,31785
,,,,,,,690,32116
,,,,,,,691,36386
,,,,,,,692,36661
,,,,,,,693,36124
,,,,,,,694,34771
,,,,,,,695,32584
,,,,,,,696,29371
,,,,,,,697,25839
,,,,,,,698,24602
,,,,,,,699,24094
,,,,,,,700,24227
,,,,,,,701,24662
,,,,,,,702,26371
,,,,,,,703,30817
,,,,,,,704,36536
,,,,,,,705,37965
,,,,,,,706,37529
,,,,,,,707,36777
,,,,,,,708,37352
,,,,,,,709,37429
,,,,,,,710,36204
,,,,,,,711,35995
,,,,,,,712,37673
,,,,,,,713,39919
,,,,,,,714,42948
,,,,,,,715,43234
,,,,,,,716,39659
,,,,,,,717,37710
,,,,,,,718,31888
,,,,,,,719,28571
,,,,,,,720,25716
,,,,,,,721,23009
,,,,,,,722,21704
,,,,,,,723,21068
,,,,,,,724,21068
,,,,,,,725,21131
,,,,,,,726,22781
,,,,,,,727,26912
,,,,,,,728,33059
,,,,,,,729,34972
,,,,,,,730,35343
,,,,,,,731,34416
,,,,,,,732,34861
,,,,,,,733,35029
,,,,,,,734,33466
,,,,,,,735,32672
,,,,,,,736,34050
,,,,,,,737,35336
,,,,,,,738,38108
,,,,,,,739,39230
,,,,,,,740,36374
,,,,,,,741,35420
,,,,,,,742,30816
,,,,,,,743,28139
,,,,,,,744,25666
,,,,,,,745,23571
,,,,,,,746,22782
,,,,,,,747,22255
,,,,,,,748,22190
,,,,,,,749,22542
,,,,,,,750,24264
,,,,,,,751,27884
,,,,,,,752,33565
,,,,,,,753,35435
,,,,,,,754,35627
,,,,,,,755,35541
,,,,,,,756,35892
,,,,,,,757,35969
,,,,,,,758,34499
,,,,,,,759,33999
,,,,,,,760,34461
,,,,,,,761,35724
,,,,,,,762,38265
,,,,,,,763,38379
,,,,,,,764,35562
,,,,,,,765,34936
,,,,,,,766,30988
,,,,,,,767,28102
,,,,,,,768,25537
,,,,,,,769,23120
,,,,,,,770,22414
,,,,,,,771,21993
,,,,,,,772,22240
,,,,,,,773,22839
,,,,,,,774,24734
,,,,,,,775,28947
,,,,,,,776,34649
,,,,,,,777,36590
,,,,,,,778,36646
,,,,,,,779,36479
,,,,,,,780,37173
,,,,,,,781,37438
,,,,,,,782,36041
,,,,,,,783,35704
,,,,,,,784,36506
,,,,,,,785,36184
,,,,,,,786,39365
,,,,,,,787,39331
,,,,,,,788,36553
,,,,,,,789,36123
,,,,,,,790,31337
,,,,,,,791,28678
,,,,,,,792,26229
,,,,,,,793,24575
,,,,,,,794,23916
,,,,,,,795,23458
,,,,,,,796,23836
,,,,,,,797,25064
,,,,,,,798,27370
,,,,,,,799,32250
,,,,,,,800,38931
,,,,,,,801,42155
,,,,,,,802,42684
,,,,,,,803,42146
,,,,,,,804,42709
,,,,,,,805,42734
,,,,,,,806,40173
,,,,,,,807,39004
,,,,,,,808,38882
,,,,,,,809,40208
,,,,,,,810,42779
,,,,,,,811,43576
,,,,,,,812,41020
,,,,,,,813,40630
,,,,,,,814,35108
,,,,,,,815,32369
,,,,,,,816,30249
,,,,,,,817,29176
,,,,,,,818,28169
,,,,,,,819,28035
,,,,,,,820,28692
,,,,,,,821,29758
,,,,,,,822,31438
,,,,,,,823,33913
,,,,,,,824,36375
,,,,,,,825,39024
,,,,,,,826,41363
,,,,,,,827,42178
,,,,,,,828,43511
,,,,,,,829,42770
,,,,,,,830,39575
,,,,,,,831,37881
,,,,,,,832,35517
,,,,,,,833,34819
,,,,,,,834,34963
,,,,,,,835,37590
,,,,,,,836,38166
,,,,,,,837,37209
,,,,,,,838,35767
,,,,,,,839,33271
,,,,,,,840,29876
,,,,,,,841,27291
,,,,,,,842,25916
,,,,,,,843,25710
,,,,,,,844,25754
,,,,,,,845,25968
,,,,,,,846,27230
,,,,,,,847,28639
,,,,,,,848,29953
,,,,,,,849,30883
,,,,,,,850,32197
,,,,,,,851,32964
,,,,,,,852,34201
,,,,,,,853,34715
,,,,,,,854,33157
,,,,,,,855,32170
,,,,,,,856,31925
,,,,,,,857,32003
,,,,,,,858,32887
,,,,,,,859,36910
,,,,,,,860,37753
,,,,,,,861,36236
,,,,,,,862,34997
,,,,,,,863,32832
,,,,,,,864,29960
,,,,,,,865,26341
,,,,,,,866,24813
,,,,,,,867,24394
,,,,,,,868,24696
,,,,,,,869,25091
,,,,,,,870,26574
,,,,,,,871,30573
,,,,,,,872,36238
,,,,,,,873,37679
,,,,,,,874,37101
,,,,,,,875,36228
,,,,,,,876,36527
,,,,,,,877,36415
,,,,,,,878,34844
,,,,,,,879,34245
,,,,,,,880,35011
,,,,,,,881,36652
,,,,,,,882,39198
,,,,,,,883,40024
,,,,,,,884,37436
,,,,,,,885,36200
,,,,,,,886,31222
,,,,,,,887,28071
,,,,,,,888,25239
,,,,,,,889,23147
,,,,,,,890,21962
,,,,,,,891,21328
,,,,,,,892,21470
,,,,,,,893,21875
,,,,,,,894,23705
,,,,,,,895,27977
,,,,,,,896,33891
,,,,,,,897,35784
,,,,,,,898,35739
,,,,,,,899,35420
,,,,,,,900,35920
,,,,,,,901,35770
,,,,,,,902,33751
,,,,,,,903,33370
,,,,,,,904,34297
,,,,,,,905,36363
,,,,,,,906,38940
,,,,,,,907,39575
,,,,,,,908,37001
,,,,,,,909,36389
,,,,,,,910,31617
,,,,,,,911,28857
,,,,,,,912,26342
,,,,,,,913,24533
,,,,,,,914,23686
,,,,,,,915,23338
,,,,,,,916,23883
,,,,,,,917,24576
,,,,,,,918,26565
,,,,,,,919,31361
,,,,,,,920,38138
,,,,,,,921,40244
,,,,,,,922,40118
,,,,,,,923,39403
,,,,,,,924,39937
,,,,,,,925,39420
,,,,,,,926,37022
,,,,,,,927,36398
,,,,,,,928,36825
,,,,,,,929,37708
,,,,,,,930,40537
,,,,,,,931,41428
,,,,,,,932,38927
,,,,,,,933,38421
,,,,,,,934,32463
,,,,,,,935,29326
,,,,,,,936,26678
,,,,,,,937,24490
,,,,,,,938,23352
,,,,,,,939,22707
,,,,,,,940,22759
,,,,,,,941,23294
,,,,,,,942,25132
,,,,,,,943,29490
,,,,,,,944,35620
,,,,,,,945,36944
,,,,,,,946,36455
,,,,,,,947,35678
,,,,,,,948,36290
,,,,,,,949,36519
,,,,,,,950,35134
,,,,,,,951,35192
,,,,,,,952,36434
,,,,,,,953,38443
,,,,,,,954,40440
,,,,,,,955,40977
,,,,,,,956,38418
,,,,,,,957,36873
,,,,,,,958,31413
,,,,,,,959,28019
,,,,,,,960,25128
,,,,,,,961,22610
,,,,,,,962,20876
,,,,,,,963,20020
,,,,,,,964,19759
,,,,,,,965,19920
,,,,,,,966,21455
,,,,,,,967,24842
,,,,,,,968,30710
,,,,,,,969,32864
,,,,,,,970,32958
,,,,,,,971,32344
,,,,,,,972,32656
,,,,,,,973,33412
,,,,,,,974,32864
,,,,,,,975,32800
,,,,,,,976,34093
,,,,,,,977,36466
,,,,,,,978,39361
,,,,,,,979,40401
,,,,,,,980,38365
,,,,,,,981,38343
,,,,,,,982,33467
,,,,,,,983,31153
,,,,,,,984,28998
,,,,,,,985,28061
,,,,,,,986,27133
,,,,,,,987,27041
,,,,,,,988,27400
,,,,,,,989,28455
,,,,,,,990,30165
,,,,,,,991,32465
,,,,,,,992,35395
,,,,,,,993,38409
,,,,,,,994,40773
,,,,,,,995,42324
,,,,,,,996,44236
,,,,,,,997,45255
,,,,,,,998,43074
,,,,,,,999,41686
,,,,,,,1000,40188
,,,,,,,1001,40294
,,,,,,,1002,40593
,,,,,,,1003,42915
,,,,,,,1004,43490
,,,,,,,1005,42886
,,,,,,,1006,41453
,,,,,,,1007,39409
,,,,,,,1008,36361
,,,,,,,1009,34295
,,,,,,,1010,33901
,,,,,,,1011,34027
,,,,,,,1012,34578
,,,,,,,1013,35606
,,,,,,,1014,37064
,,,,,,,1015,39048
,,,,,,,1016,41262
,,,,,,,1017,43209
,,,,,,,1018,44422
,,,,,,,1019,44790
,,,,,,,1020,46016
,,,,,,,1021,45264
,,,,,,,1022,41179
,,,,,,,1023,38922
,,,,,,,1024,36811
,,,,,,,1025,36969
,,,,,,,1026,37277
,,,,,,,1027,40439
,,,,,,,1028,41636
,,,,,,,1029,40699
,,,,,,,1030,39368
,,,,,,,1031,36967
,,,,,,,1032,33474
,,,,,,,1033,30117
,,,,,,,1034,28498
,,,,,,,1035,27758
,,,,,,,1036,27708
,,,,,,,1037,28083
,,,,,,,1038,29811
,,,,,,,1039,34351
,,,,,,,1040,40261
,,,,,,,1041,41806
,,,,,,,1042,41067
,,,,,,,1043,40120
,,,,,,,1044,40463
,,,,,,,1045,39824
,,,,,,,1046,36917
,,,,,,,1047,35755
,,,,,,,1048,36117
,,,,,,,1049,37689
,,,,,,,1050,39888
,,,,,,,1051,40405
,,,,,,,1052,38386
,,,,,,,1053,38163
,,,,,,,1054,32289
,,,,,,,1055,29375
,,,,,,,1056,26831
,,,,,,,1057,24889
,,,,,,,1058,24593
,,,,,,,1059,24186
,,,,,,,1060,24854
,,,,,,,1061,25650
,,,,,,,1062,27672
,,,,,,,1063,32449
,,,,,,,1064,38737
,,,,,,,1065,40633
,,,,,,,1066,40297
,,,,,,,1067,39293
,,,,,,,1068,39695
,,,,,,,1069,38444
,,,,,,,1070,36176
,,,,,,,1071,35597
,,,,,,,1072,36295
,,,,,,,1073,38066
,,,,,,,1074,40337
,,,,,,,1075,40657
,,,,,,,1076,38327
,,,,,,,1077,36982
,,,,,,,1078,31513
,,,,,,,1079,28288
,,,,,,,1080,25415
,,,,,,,1081,22792
,,,,,,,1082,21406
,,,,,,,1083,20583
,,,,,,,1084,20432
,,,,,,,1085,20574
,,,,,,,1086,22099
,,,,,,,1087,26100
,,,,,,,1088,31798
,,,,,,,1089,33856
,,,,,,,1090,34064
,,,,,,,1091,33554
,,,,,,,1092,34370
,,,,,,,1093,35102
,,,,,,,1094,33908
,,,,,,,1095,33536
,,,,,,,1096,34595
,,,,,,,1097,36221
,,,,,,,1098,38728
,,,,,,,1099,39168
,,,,,,,1100,36760
,,,,,,,1101,36078
,,,,,,,1102,31586
,,,,,,,1103,28723
,,,,,,,1104,26046
,,,,,,,1105,24148
,,,,,,,1106,23554
,,,,,,,1107,23372
,,,,,,,1108,24016
,,,,,,,1109,24763
,,,,,,,1110,26672
,,,,,,,1111,31378
,,,,,,,1112,37288
,,,,,,,1113,39474
,,,,,,,1114,39605
,,,,,,,1115,39117
,,,,,,,1116,39583
,,,,,,,1117,38941
,,,,,,,1118,36246
,,,,,,,1119,35541
,,,,,,,1120,36339
,,,,,,,1121,38094
,,,,,,,1122,40974
,,,,,,,1123,40969
,,,,,,,1124,38309
,,,,,,,1125,37298
,,,,,,,1126,32369
,,,,,,,1127,29448
,,,,,,,1128,26483
,,,,,,,1129,24015
,,,,,,,1130,22363
,,,,,,,1131,21459
,,,,,,,1132,21346
,,,,,,,1133,21626
,,,,,,,1134,23178
,,,,,,,1135,26314
,,,,,,,1136,31937
,,,,,,,1137,34667
,,,,,,,1138,35656
,,,,,,,1139,35715
