Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_naturalgas_ccs100_moderate_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_naturalgas_ccs100_moderate_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_naturalgas_ccs100_moderate_0,NE_offshorewind_class10_moderate_floating_1_250_1,SE_offshorewind_class10_moderate_floating_1_250_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
35,0.184141338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.253008328,0.184141338,0.607905379,0.493777017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.161693378,0.493777017,0.540406776,0.154546759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154546759,0.521416178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.769018829,0.424711804,0.775507053,0.743866415,0.8189904,0.651423832,0.862036217,0.868398206,0.782033781,0.757696907,0.87645396,0.756958749,0.819303824,0.690381448,0.550740735,0.831992053,0.582577393,0.493287825,0.574752313,0.28904903,0.350402572,0.492257435,0.743913927,0.258193829,0.483960085,0.127832423,0.314241307,0.692543461,0.632325512,0.549393745,0.384290867,0.650948013,0.681000133,0.518951729,0.640231907,0.393193881,0.596055612,0.514695986,0.468798677,0.526595739,0.483173767,0.244817909,0.291695827,0.486331718,0.407201228,0.200566694
36,0.183897146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.273437516,0.183897146,0.625610602,0.493489441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.240871744,0.493489441,0.55111512,0.154518474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154518474,0.565496099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743967056,0.42867216,0.779756324,0.650309368,0.787055021,0.689235578,0.859032614,0.83496532,0.77238843,0.715201611,0.858880595,0.781805896,0.833081731,0.726318978,0.587804782,0.798506628,0.617405044,0.407150727,0.544060971,0.305001957,0.322768895,0.572348453,0.621531513,0.267554759,0.443534709,0.099639359,0.2961091,0.679839564,0.591235546,0.43955363,0.33273337,0.654644928,0.492399361,0.35967587,0.421581113,0.353799648,0.513407389,0.406990168,0.428066024,0.310648267,0.326073469,0.195501608,0.168894018,0.428434014,0.222090685,0.138781501
37,0.183609551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230202164,0.183609551,0.615308667,0.493196126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21425407,0.493196126,0.550071537,0.154517862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154517862,0.560888565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76348412,0.461077978,0.78959168,0.514781805,0.757460848,0.699292157,0.841718852,0.762130777,0.74280884,0.697991328,0.830862804,0.768091666,0.812076669,0.728315562,0.609703811,0.710122606,0.632223006,0.49202509,0.523662896,0.289196932,0.281941316,0.624068612,0.505743711,0.334769928,0.208071626,0.038174821,0.09800585,0.459937515,0.426022572,0.26204116,0.148005782,0.507588157,0.334191859,0.194766985,0.258612429,0.231923751,0.362688128,0.242786349,0.291108793,0.193155084,0.280520563,0.187033554,0.115879865,0.358697132,0.151199625,0.099366449
38,0.183367167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.228474555,0.183367167,0.609297184,0.49290483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.226488672,0.49290483,0.537929768,0.154521091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154521091,0.549286167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938077211,0.516084532,0.75849467,0.360903108,0.702227719,0.68043607,0.832960003,0.63111966,0.66749621,0.713645699,0.783289093,0.682253599,0.756631254,0.670953667,0.606536603,0.572914673,0.620664221,0.502651767,0.414131121,0.211227926,0.200657123,0.612395596,0.36995465,0.482139756,0.103041687,0.021684619,0.069154295,0.366137913,0.24832154,0.266431154,0.179225592,0.367162864,0.251616903,0.1551031,0.21058214,0.210688344,0.328009783,0.220558926,0.269543296,0.231408373,0.269056294,0.187071736,0.090855323,0.317680289,0.142849929,0.073437609
39,0.183094276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.218822222,0.183094276,0.574294348,0.492632169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.265500815,0.492632169,0.517311517,0.154520785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154520785,0.500331141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.980644643,0.540498594,0.724175755,0.271250419,0.627334512,0.591564552,0.821957728,0.485769112,0.578888581,0.73295726,0.688597971,0.491212993,0.654353129,0.54132251,0.557165411,0.460720703,0.612385517,0.379017077,0.265838332,0.14034205,0.189522631,0.574622764,0.360619748,0.627057254,0.116847635,0.021417651,0.091344726,0.432507126,0.284721576,0.260081709,0.201856793,0.444907467,0.170557184,0.122846706,0.197455584,0.161735537,0.298459204,0.23181446,0.290966898,0.233890909,0.252826345,0.183891635,0.045045695,0.294572637,0.255833503,0.072260811
40,0.182850129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.287094062,0.182850129,0.492292758,0.492332611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.289987733,0.492332611,0.439539772,0.154521471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154521471,0.446783197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999163449,0.565564891,0.670494893,0.185058338,0.571522362,0.475089398,0.79603585,0.344473809,0.452268965,0.710819897,0.498009593,0.344898488,0.503931831,0.369066934,0.500054167,0.328674279,0.589860683,0.228053652,0.208438985,0.094841278,0.248647072,0.553327834,0.190103083,0.583122713,0.16218825,0.022586805,0.11445689,0.508974032,0.327432469,0.263837925,0.20109498,0.557049159,0.065958848,0.104856133,0.197883544,0.143450003,0.276592981,0.215834379,0.305682475,0.241355976,0.209237333,0.183094266,0.021017723,0.299941687,0.303493016,0.064208604
41,0.182546775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.221705192,0.182546775,0.384537708,0.492045035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.224250086,0.492045035,0.335103461,0.154491888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154491888,0.379236955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937827587,0.530433123,0.576693955,0.127216595,0.488007883,0.370495117,0.709324358,0.230507828,0.312068518,0.624286152,0.249141847,0.253674273,0.262157883,0.210522888,0.412994666,0.203084676,0.50505176,0.087062042,0.186432808,0.067047139,0.35550231,0.517290118,0.06832464,0.482133524,0.176920142,0.030113117,0.125567455,0.559446507,0.335410119,0.267351754,0.199271199,0.604409756,0.038492707,0.124234411,0.205609952,0.157780263,0.283378781,0.197755483,0.304936689,0.272680063,0.20607477,0.196020733,0.02320828,0.316654877,0.394795292,0.045476205
42,0.182295677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.237197164,0.182295677,0.277680271,0.491784311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17501062,0.491784311,0.202405397,0.154491276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154491276,0.293331344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.760052681,0.540873925,0.358861275,0.058605256,0.260353822,0.236732873,0.511846496,0.087683855,0.136143902,0.416176776,0.075114414,0.085351947,0.062628179,0.103787843,0.190964091,0.083652227,0.259079111,0.033709047,0.110668079,0.028079749,0.191599702,0.273723378,0.017549389,0.233640034,0.179825377,0.057785986,0.129914531,0.587083564,0.31074705,0.280552975,0.191885122,0.616643781,0.064513033,0.135386104,0.24639265,0.171493682,0.301853498,0.191266959,0.313742784,0.336397846,0.228603058,0.221665693,0.042723601,0.323415166,0.308243605,0.091433791
43,0.182008081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.164568493,0.182008081,0.186490526,0.49149035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.253945568,0.49149035,0.094607646,0.154498307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154498307,0.17051575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.745406151,0.467954035,0.064682829,0.003709882,0.0276457,0.054646267,0.13570463,0.006038559,0.010224517,0.098862386,0.003206882,0.004982111,0.002320498,0.021696039,0.018767531,0.006296258,0.032944985,0.001980421,0.006303685,0.001889228,0.011324075,0.030627091,0.000768196,0.018216253,0.185025797,0.110478576,0.135222615,0.62549558,0.293725894,0.299016647,0.186534659,0.619890535,0.111198446,0.160631299,0.277913743,0.171890409,0.33094484,0.201467347,0.313111675,0.475615866,0.31751628,0.243923338,0.061697796,0.312569522,0.535559636,0.134884831
44,0.181763934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.135389186,0.181763934,0.117797137,0.491197035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.184520487,0.491197035,0.031545077,0.15453211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15453211,0.075845688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.777432084,0.458137264,0.0,0.0,0.0,0.000340501,0.000979017,0.0,0.0,0.001007071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199119249,0.137621137,0.156547334,0.661837531,0.292711997,0.330863981,0.221795342,0.632445293,0.20118874,0.196085478,0.335090213,0.179531297,0.310640111,0.236351393,0.337560309,0.288296927,0.393483567,0.249892999,0.144802604,0.265474122,0.252303995,0.097809744
45,0.181492806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.101589545,0.181492806,0.0,0.490942402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.167241417,0.490942402,0.0,0.154502528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154502528,0.001713639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.577523828,0.414738125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218988666,0.194000775,0.17571175,0.697627404,0.301054138,0.408777252,0.334590976,0.657754233,0.270826839,0.223627176,0.396147313,0.257874873,0.272275771,0.33305641,0.335549193,0.269420066,0.282519425,0.236101294,0.185705213,0.202720006,0.27269281,0.073222701
46,0.181248659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.119574456,0.181248659,0.0,0.490649088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.185449041,0.490649088,0.0,0.154501916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154501916,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.781534553,0.468307552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256631025,0.223009572,0.203998831,0.684879745,0.334546515,0.472676844,0.487511769,0.670387195,0.322759455,0.289682575,0.416578149,0.270535985,0.239238977,0.452957723,0.292071577,0.388751746,0.225429908,0.210334775,0.156647588,0.155183115,0.47073466,0.067850401
47,0.180961063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150016702,0.180961063,0.0,0.490384391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.252974191,0.490384391,0.0,0.154501303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154501303,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.435433805,0.351623554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290131556,0.270630501,0.22025297,0.603122736,0.403992166,0.519793111,0.470874114,0.682075177,0.377546925,0.380577782,0.427504484,0.218854944,0.149643069,0.450996321,0.247135408,0.139114176,0.197937313,0.227730227,0.132557918,0.106644309,0.14946431,0.06369129
48,0.180718679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.198983654,0.180718679,0.0,0.490120356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315206792,0.490120356,0.0,0.154473325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154473325,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.407237947,0.321148362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35978829,0.27292245,0.197726919,0.539616296,0.433559524,0.546298821,0.370672262,0.684161439,0.364511218,0.401841566,0.446873967,0.160993661,0.087645431,0.397181015,0.220360752,0.147536367,0.135690085,0.248608608,0.131151897,0.077733161,0.298770088,0.055571218
49,0.180474487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.215452652,0.180474487,0.0,0.489822442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.298558585,0.489822442,0.0,0.154472713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154472713,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.664482117,0.413365893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415094693,0.3088246,0.249609561,0.521398317,0.429656004,0.460756375,0.235362562,0.627413371,0.500222354,0.372951043,0.163503417,0.145045829,0.074093451,0.372950152,0.277545405,0.234695429,0.131662951,0.29306857,0.19544352,0.087115789,0.345065091,0.102150071
50,0.180186936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24280974,0.180186936,0.0,0.489525593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.306816519,0.489525593,0.0,0.154475942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154475942,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583890676,0.39535852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570965609,0.329129652,0.376131582,0.570652786,0.562299892,0.401038192,0.246926185,0.744900916,0.722563008,0.282421319,0.08357173,0.182855409,0.091068572,0.392069946,0.325982752,0.304466001,0.111725837,0.303219061,0.214660358,0.093473834,0.416458753,0.171009022
51,0.179950498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.218265481,0.179950498,0.0,0.489262204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.318797567,0.489262204,0.0,0.154511943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154511943,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.486559272,0.358513512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85e-6,0.0,0.0,0.0,0.0,0.644488691,0.295625385,0.449563075,0.540786346,0.63961494,0.358742998,0.319734035,0.758116611,0.283523591,0.268629693,0.15281566,0.255096104,0.104877712,0.429800377,0.377709923,0.341121691,0.099322998,0.313112764,0.172177222,0.105897507,0.482494572,0.256965518
52,0.179671661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.260770828,0.179671661,0.0,0.488969911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.312737258,0.488969911,0.0,0.154483964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154483964,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.560784042,0.371351097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003413006,0.00113038,0.005349443,0.0,0.002584083,2.31e-5,1.36e-5,0.008859228,0.007185474,0.045580655,0.021848954,0.013180019,0.020362279,0.021562345,0.6514633,0.264706077,0.518452722,0.524503712,0.662042074,0.3699894,0.408532277,0.743736627,0.127787546,0.182926491,0.238475342,0.27171707,0.128183857,0.446304766,0.325735434,0.237581643,0.124960556,0.301194369,0.128271628,0.136911522,0.352150781,0.300065526
53,0.179427469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.295086864,0.179427469,0.0,0.48867824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.347829386,0.48867824,0.0,0.154483352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154483352,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.620442629,0.373932437,0.00170492,0.015172688,0.011299328,0.012361685,2.55e-5,0.034372417,0.030676498,0.005686373,0.147365551,0.09417408,0.153544757,0.024309286,0.083133022,0.068798579,0.017024423,0.052131147,0.081432869,0.099876483,0.076654211,0.17721787,0.061003866,0.203570053,0.645582398,0.249718619,0.561165619,0.561193139,0.678306043,0.460394242,0.483513777,0.690556308,0.069776192,0.168582647,0.197552086,0.233433238,0.133779652,0.44629404,0.333986729,0.144059622,0.089316837,0.285648029,0.105666401,0.15637095,0.159697215,0.32402052
54,0.179132967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.279870948,0.179132967,0.069790171,0.488413699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.323956057,0.488413699,0.078399853,0.15445377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15445377,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92621541,0.46436017,0.083366492,0.289051806,0.192647593,0.173528676,0.102804814,0.186657547,0.290952884,0.143104305,0.506049181,0.392099957,0.497121988,0.110754224,0.284224573,0.243611516,0.080594282,0.051254531,0.12250436,0.116683445,0.153805933,0.428379267,0.078991034,0.475788961,0.658289608,0.259283346,0.599128644,0.58270695,0.681331894,0.526395792,0.545967619,0.596875656,0.293503425,0.178953652,0.121703913,0.216003816,0.107407206,0.455533604,0.403543952,0.082399662,0.04755482,0.287025852,0.102209309,0.172218152,0.059825604,0.33450353
55,0.178890486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.237923166,0.178890486,0.209226279,0.488111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.283382274,0.488111112,0.115632892,0.154453158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154453158,0.107835366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939200997,0.459575417,0.280217443,0.672877348,0.478066155,0.340824956,0.466035647,0.362921862,0.561424092,0.416415719,0.667042958,0.588651165,0.718669205,0.170589742,0.445044187,0.269616322,0.1504441,0.092922517,0.138125536,0.155319381,0.211424053,0.593360788,0.091624292,0.61041023,0.651959244,0.273410899,0.628315145,0.6177896,0.674969447,0.564666832,0.600595835,0.500367191,0.353612214,0.25654861,0.100040816,0.201745841,0.088890018,0.48409551,0.463202861,0.04103575,0.031274268,0.275729311,0.093177802,0.191579979,0.026625121,0.355542696
56,0.178611649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154913009,0.178611649,0.35051748,0.487818819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.237824715,0.487818819,0.234286191,0.154486655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154486655,0.23236426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.771954536,0.403502785,0.406267988,0.808365023,0.635137788,0.401522222,0.678161131,0.526896356,0.707290079,0.52255507,0.782841666,0.722962069,0.808815867,0.255847856,0.517040747,0.286290132,0.182696764,0.182507355,0.173015261,0.241037092,0.251022311,0.642022189,0.156064688,0.666955424,0.641416897,0.28153959,0.637994162,0.630000737,0.633845064,0.596827131,0.62644156,0.511043538,0.397987377,0.311047462,0.09326501,0.177790633,0.082371671,0.521882929,0.47888835,0.021937602,0.03322887,0.283214146,0.086357282,0.192522642,0.024002446,0.33913483
57,0.178382162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.095385626,0.178382162,0.498441962,0.487557073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.241641122,0.487557073,0.383765588,0.154457378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154457378,0.395130225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583563566,0.308771436,0.519395328,0.839239513,0.717617435,0.494343759,0.776731911,0.629630781,0.806515161,0.595938313,0.778694034,0.804110726,0.797682377,0.383185239,0.541533141,0.34869111,0.219812038,0.303029218,0.265859934,0.31629829,0.298199223,0.636160201,0.223029959,0.675706764,0.61233469,0.273795499,0.633599416,0.651187962,0.639523323,0.623931784,0.657598742,0.550391548,0.410528365,0.308032096,0.09316844,0.152620094,0.066194575,0.535561562,0.513406109,0.007358233,0.032639331,0.278929449,0.089582357,0.177296899,0.00565437,0.31048099
58,0.178087616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.131591248,0.178087616,0.588753881,0.487263759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.265421847,0.487263759,0.499116229,0.154456766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154456766,0.518519749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.586120486,0.291897841,0.607404994,0.831279192,0.752929597,0.619979568,0.785527339,0.676022022,0.81582217,0.665413513,0.792043687,0.760196282,0.76984979,0.524378343,0.574976546,0.377231773,0.254821434,0.397931645,0.355487047,0.361796826,0.362082514,0.631632288,0.203842274,0.679740103,0.588207277,0.265019503,0.611863196,0.652841974,0.671700178,0.640266501,0.67228022,0.590263037,0.401908431,0.336974515,0.127820325,0.130553012,0.055064512,0.519767208,0.54192214,0.014045418,0.043606701,0.271743833,0.087762317,0.148989194,0.026706288,0.268444257
