Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_naturalgas_ccs100_moderate_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_naturalgas_ccs100_moderate_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_naturalgas_ccs100_moderate_0,NE_offshorewind_class10_moderate_floating_1_250_1,SE_offshorewind_class10_moderate_floating_1_250_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
11,0.190456332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15737288,0.190456332,0.556285552,0.500559179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.143269471,0.500559179,0.343022741,0.15456383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15456383,0.401645906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974811316,0.544355348,0.799122541,0.848334765,0.772042346,0.804775841,0.84045281,0.821064359,0.841251274,0.773770391,0.894342602,0.859918025,0.895152226,0.823056659,0.745443264,0.839105936,0.80846166,0.837473275,0.838951345,0.769454968,0.769814222,0.672752204,0.848896923,0.788844405,0.25186516,0.110724062,0.070779518,0.544561938,0.532084989,0.578753179,0.234040979,0.499338505,0.654804395,0.492482051,0.556731571,0.5434941,0.518604828,0.556067815,0.504302839,0.424337664,0.604588798,0.511226525,0.534808905,0.575645827,0.627778901,0.636187468
12,0.19016183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.203804217,0.19016183,0.596277942,0.500249702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188161157,0.500249702,0.390741959,0.154601129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154601129,0.472883871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.901141286,0.549585635,0.784324824,0.848600272,0.778747357,0.809495171,0.828554315,0.794871902,0.81028474,0.773162939,0.890881114,0.85989683,0.889789959,0.791776224,0.681811719,0.833433838,0.801777913,0.816113612,0.818650873,0.730464192,0.739488838,0.648220099,0.856608019,0.728620604,0.232986046,0.059822384,0.058393346,0.542789303,0.519572693,0.47566124,0.185570231,0.498816286,0.430686612,0.321897905,0.328594692,0.489679205,0.438754813,0.429410539,0.417364581,0.242099472,0.42200395,0.340265148,0.459981557,0.478956638,0.470128246,0.527084152
13,0.189926352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.264503873,0.189926352,0.578515207,0.499992052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25123447,0.499992052,0.440486314,0.154600823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154600823,0.507692123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.789113045,0.579803174,0.753395948,0.841061363,0.762902735,0.816808575,0.834911249,0.739227122,0.765783078,0.757329144,0.884222656,0.868289444,0.88031617,0.7325429,0.614088291,0.828532852,0.80686549,0.778741415,0.807595052,0.66278579,0.744823944,0.621264824,0.851819692,0.506327652,0.111382093,0.026010677,0.017558474,0.32743827,0.349961943,0.269148929,0.070300026,0.274312093,0.236385557,0.180864024,0.152683943,0.29331798,0.300098217,0.232481941,0.229545127,0.08262914,0.25420705,0.257565429,0.327917434,0.339691903,0.206861811,0.418815015
14,0.189638757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.290445187,0.189638757,0.575983847,0.499698737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.264787355,0.499698737,0.500361398,0.154571241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154571241,0.50057319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.532312691,0.555561115,0.723200254,0.812986146,0.707043851,0.781802374,0.805545844,0.628077442,0.696528568,0.742196172,0.868555637,0.83654293,0.853313379,0.68282343,0.627665773,0.783215796,0.803556251,0.757709251,0.789723193,0.54701743,0.708614406,0.55699208,0.788193151,0.280811509,0.03862578,0.016662284,0.011105277,0.188380908,0.142445436,0.276600002,0.066263522,0.161668491,0.200188188,0.192265838,0.101446906,0.269775529,0.322296623,0.208642903,0.232074491,0.065174632,0.226627698,0.238951242,0.348361249,0.362009083,0.238533211,0.383166592
15,0.189409314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.307987576,0.189409314,0.571169237,0.499408088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.234921946,0.499408088,0.476783514,0.15460344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15460344,0.480174076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.419046998,0.497973502,0.699484932,0.770259695,0.588541225,0.750658444,0.779666474,0.469910113,0.574852902,0.728591687,0.819953206,0.820432501,0.728637415,0.672236595,0.635635932,0.72654073,0.798185167,0.665280889,0.731925092,0.410848655,0.453743921,0.506504854,0.729538656,0.185596826,0.040590983,0.012827342,0.012089766,0.165963538,0.140254876,0.288726417,0.083769458,0.148355554,0.240585519,0.170692628,0.090656123,0.30228221,0.370204217,0.196980489,0.220601319,0.089021835,0.267991388,0.220174209,0.343411884,0.415478038,0.180113597,0.422691052
16,0.189123482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.354971304,0.189123482,0.505644974,0.499107508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27356744,0.499107508,0.410039601,0.154575155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154575155,0.410849689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25511238,0.398618311,0.653707759,0.649391784,0.402888342,0.681588655,0.741455552,0.312863996,0.463922738,0.669517006,0.738248955,0.759417541,0.492828541,0.67687127,0.636955688,0.677534932,0.740436718,0.456927363,0.586600644,0.185328942,0.228302704,0.476530791,0.618250473,0.091001431,0.041609122,0.026574895,0.013142472,0.175008328,0.164497452,0.28751205,0.088778621,0.14865141,0.188529065,0.196451294,0.118083937,0.367726072,0.419814292,0.182891172,0.228315653,0.126563967,0.260139567,0.221749354,0.341527465,0.463863825,0.249488216,0.390525235
17,0.188879335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.446739027,0.188879335,0.428975035,0.498835222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291422299,0.498835222,0.305482773,0.154574543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154574543,0.324138817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.322958469,0.397534221,0.540695062,0.48275172,0.242927381,0.582845534,0.630768114,0.198909384,0.314124481,0.534482545,0.574520484,0.596089801,0.314680819,0.622714124,0.482754931,0.565733496,0.586275494,0.221128473,0.329993505,0.08741674,0.094676354,0.375770073,0.397279937,0.061733356,0.040090808,0.062984956,0.017318769,0.20742545,0.164681959,0.280675105,0.087563514,0.159549401,0.244456447,0.211994923,0.191913329,0.387401381,0.45966975,0.176871151,0.218435637,0.203775488,0.317704086,0.242410456,0.314194354,0.497418278,0.309940982,0.417589966
18,0.188591739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.486645271,0.188591739,0.281095094,0.498564536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.325561051,0.498564536,0.182745004,0.154545267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154545267,0.218993835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.216292918,0.4121509,0.316283482,0.199788368,0.121762457,0.379887551,0.44945523,0.085032101,0.130749309,0.346621235,0.218382855,0.241195409,0.121112827,0.39235586,0.186935299,0.243318614,0.301180568,0.049658784,0.076106036,0.021501954,0.021433366,0.162858638,0.109357865,0.031293443,0.048090557,0.089456771,0.040441967,0.249645201,0.162989926,0.268002724,0.101893004,0.170444059,0.281418116,0.228285706,0.247330969,0.443798057,0.518470043,0.190395845,0.215557954,0.26028611,0.338274795,0.270376645,0.367159995,0.516151352,0.38031016,0.406201967
19,0.188340641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475078651,0.188340641,0.114669518,0.498273886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.241947566,0.498273886,0.079890474,0.154544655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154544655,0.099213669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230191186,0.444238906,0.056079257,0.010520927,0.013927202,0.083840444,0.120905113,0.006138262,0.009738939,0.07986268,0.011412521,0.015370095,0.005645084,0.080895283,0.01424695,0.018385528,0.043240998,0.001360313,0.00246504,0.000422681,0.000914424,0.013373773,0.002526025,0.002483935,0.071055958,0.110642257,0.089222196,0.297290498,0.167851944,0.26419637,0.15483211,0.196149669,0.303826102,0.32261753,0.390935406,0.570888186,0.543536369,0.21556495,0.222368772,0.319126714,0.400709923,0.330068403,0.403593629,0.563073315,0.356056399,0.435477835
20,0.18806176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.465437918,0.18806176,0.047221711,0.498010498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.210879666,0.498010498,0.025311542,0.154552983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154552983,0.020629608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.286589503,0.395145824,0.0,0.0,0.0,0.000332208,0.000786055,0.0,0.0,0.000468577,0.0,0.0,0.0,1.63e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107921144,0.106744186,0.137195964,0.323549521,0.18951835,0.282917919,0.259524555,0.231068564,0.362003966,0.294639575,0.609101743,0.640464897,0.542159162,0.249726343,0.246058102,0.46053513,0.428895449,0.394209296,0.464914998,0.569193935,0.552260905,0.446484756
21,0.187832317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39675693,0.187832317,0.0,0.497709918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.224877606,0.497709918,0.0,0.154585183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154585183,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.247725368,0.434831222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155425204,0.15419229,0.185917749,0.421684198,0.216673739,0.329685583,0.366338295,0.273685546,0.483485305,0.368709322,0.381376282,0.614159202,0.567949951,0.283648265,0.2839088,0.539042033,0.609210004,0.467720965,0.506385473,0.582017833,0.595956361,0.49549749
22,0.18753777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.358712483,0.18753777,0.0,0.497425007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.212663998,0.497425007,0.0,0.154584877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154584877,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27546066,0.385259504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180589384,0.192747957,0.231604316,0.51520173,0.236806238,0.385729021,0.383241384,0.310228047,0.739922507,0.476743118,0.333306435,0.56200207,0.56816403,0.281887049,0.354007484,0.583705607,0.552737311,0.427243966,0.542241492,0.571205911,0.640465286,0.488694186
23,0.187302337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.269162054,0.187302337,0.0,0.497151699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.203318979,0.497151699,0.0,0.154555294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154555294,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.123828635,0.333628933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188633976,0.222011076,0.28272765,0.514029838,0.219897251,0.457255563,0.320290269,0.360028569,0.700248147,0.429433147,0.579496694,0.547191101,0.515842653,0.262861574,0.398841544,0.484878,0.554024208,0.302066633,0.515477952,0.472399421,0.714715636,0.349779965
24,0.187014742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.219288264,0.187014742,0.0,0.496859406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.198286381,0.496859406,0.0,0.15455598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15455598,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.159818232,0.362350886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160337016,0.226628076,0.316714001,0.510553187,0.245162892,0.495998547,0.282386907,0.382884684,0.329853643,0.388187363,0.414878597,0.494928699,0.476392517,0.240556327,0.451256362,0.452809745,0.492026557,0.269453009,0.367295471,0.394913562,0.490405914,0.262872808
25,0.186763643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.233564846,0.186763643,0.0,0.496566091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.190056528,0.496566091,0.0,0.154526397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154526397,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.195818752,0.346681029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164563295,0.199871474,0.215065934,0.554737335,0.268594365,0.506316491,0.278249525,0.38112609,0.627621157,0.573702974,0.373427644,0.456353131,0.521936294,0.338566361,0.423242816,0.573250545,0.498766723,0.326488345,0.352535412,0.37484308,0.383734156,0.209516057
26,0.186521162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.165491304,0.186521162,0.0,0.496298102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.144509413,0.496298102,0.0,0.154558903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154558903,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.300657749,0.36419719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24546925,0.181628491,0.177474377,0.62538276,0.407628224,0.50240379,0.316615528,0.506230458,0.726537206,0.486758011,0.475502075,0.582390411,0.601293778,0.468982912,0.400567207,0.672050006,0.549393579,0.313954117,0.315550503,0.388113818,0.561546949,0.170442159
27,0.186257029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.168203214,0.186257029,0.0,0.496010526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.182890913,0.496010526,0.0,0.15452932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15452932,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.486137033,0.415228372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13e-6,0.0,0.0,0.0,0.0,0.273999503,0.193755718,0.183051927,0.690604496,0.510335245,0.448584154,0.328913166,0.556992918,0.658075826,0.47579644,0.661575071,0.581451026,0.616382363,0.511727697,0.478346618,0.672987478,0.599154552,0.251839378,0.239790809,0.403702079,0.631637455,0.192876107
28,0.186012838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.203342271,0.186012838,0.0,0.495734889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.208694727,0.495734889,0.0,0.15456662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15456662,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.477061182,0.361320391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003121533,0.001828477,0.006431263,0.0,0.002681238,9.0e-5,9.72e-6,0.014880874,0.016136233,0.038011258,0.017620028,0.00760732,0.008919256,0.006377735,0.334800789,0.196164482,0.19614729,0.695729896,0.574739084,0.414365379,0.368003042,0.593058314,0.454041636,0.337343119,0.593407489,0.528743042,0.630881912,0.503283195,0.554200467,0.675009941,0.583840408,0.213390754,0.191639156,0.436993492,0.631121957,0.278424208
29,0.185718336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.228573053,0.185718336,0.0,0.495472522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.169940991,0.495472522,0.0,0.154537037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154537037,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.520588696,0.336030119,0.004596862,0.014226879,0.013345028,0.005930924,7.7e-5,0.064596498,0.027957116,0.00714198,0.125152462,0.122227237,0.166471199,0.016039989,0.083438747,0.094157638,0.028156237,0.218474298,0.18836771,0.197333942,0.101362268,0.11171268,0.227447801,0.048103582,0.394872221,0.18107225,0.219233251,0.71082652,0.626143204,0.422401392,0.363668767,0.592300941,0.383577163,0.363665319,0.481779183,0.425756526,0.645969051,0.488031014,0.611963352,0.689748075,0.60201744,0.172691473,0.225261194,0.426442795,0.591023959,0.300170688
30,0.185474144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.252028987,0.185474144,0.078170774,0.49518085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.207009159,0.49518085,0.121480886,0.154536425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154536425,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.540025949,0.316856931,0.173702378,0.275681769,0.233503381,0.121306787,0.1162516,0.376337506,0.250563489,0.147517266,0.434812436,0.451255948,0.503921501,0.130996393,0.271488145,0.433365015,0.160080201,0.501962501,0.522932552,0.296172959,0.18821647,0.226284431,0.604530511,0.079555507,0.460466913,0.186372867,0.271538184,0.727725764,0.650467694,0.445695283,0.3347441,0.609482164,0.363051377,0.583181928,0.50925666,0.361971999,0.661309492,0.395510928,0.604222004,0.680462993,0.601932718,0.18072071,0.252665908,0.429109948,0.671196824,0.322050588
31,0.185195307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.198127804,0.185195307,0.211296678,0.494903922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19773253,0.494903922,0.112152233,0.154536119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154536119,0.055463806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.647878706,0.349679923,0.532189787,0.652925084,0.543655292,0.413319215,0.519023024,0.631820479,0.466032509,0.455514342,0.670438588,0.605182782,0.71251523,0.287353109,0.400837893,0.6870072,0.298696611,0.61336657,0.731097439,0.281321451,0.272625424,0.320459169,0.76516284,0.150575537,0.504090104,0.171911177,0.303952596,0.717300598,0.655481144,0.480189425,0.317824993,0.630376677,0.70332813,0.584995177,0.586991615,0.348705288,0.657828529,0.296078764,0.562196236,0.6195431,0.593661083,0.189963352,0.291166268,0.456195582,0.673200588,0.313242713
32,0.184944164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.071124795,0.184944164,0.336825955,0.494640533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.060232054,0.494640533,0.2443294,0.154540646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154540646,0.200446319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.810554624,0.449271607,0.680208534,0.773419296,0.675023431,0.557985175,0.734471682,0.776055835,0.589169655,0.649029113,0.812529402,0.712762951,0.822293865,0.526926371,0.437357623,0.802178703,0.386544561,0.679229744,0.763959968,0.254404405,0.309164049,0.390854762,0.837294129,0.210090302,0.532602227,0.171235323,0.311121403,0.693062174,0.662936621,0.517289821,0.334986125,0.648421804,0.710440003,0.566362219,0.683762795,0.336149616,0.646552652,0.377285548,0.512169004,0.587694468,0.580656892,0.218850727,0.366353486,0.471299268,0.629484272,0.293389606
33,0.184671318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.133814204,0.184671318,0.47697023,0.494347593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.124025073,0.494347593,0.384805642,0.154540034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154540034,0.342948518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.913939953,0.481288771,0.725121872,0.796727155,0.790466131,0.556947624,0.796882886,0.853873059,0.674654636,0.746306363,0.857821693,0.808100608,0.839331049,0.593712676,0.408542034,0.846148786,0.391426773,0.590459877,0.655323072,0.234753061,0.314337169,0.443752122,0.82892185,0.196780057,0.548697712,0.177250216,0.302202539,0.688576008,0.663737532,0.531729799,0.374029242,0.643392705,0.634725539,0.582769275,0.70150148,0.368931707,0.621288274,0.490411825,0.485592481,0.552496011,0.571007366,0.233278532,0.366816836,0.482379742,0.500830606,0.238918772
34,0.18443584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.223801823,0.18443584,0.554060995,0.494046649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.184157811,0.494046649,0.481922723,0.154510451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154510451,0.450864441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.813030839,0.462931106,0.74730614,0.785813191,0.836512887,0.567015408,0.843628436,0.873702088,0.732374821,0.758624929,0.845858266,0.799121735,0.818742859,0.615814497,0.493060814,0.851567203,0.443872658,0.541212359,0.593281644,0.25531053,0.368574963,0.456230755,0.814438086,0.243381838,0.525994336,0.162408145,0.306450129,0.690339187,0.657151725,0.54515083,0.384720073,0.640030606,0.59706223,0.555246495,0.701482415,0.382334033,0.61200984,0.506559853,0.480563155,0.528277039,0.545070092,0.246151923,0.354251698,0.484386991,0.478247078,0.207844382
