Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
139,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
140,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
141,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
142,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
143,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
144,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
145,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
146,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
147,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
148,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
149,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
150,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
151,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
152,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
153,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
154,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
155,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
156,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
157,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
158,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
159,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
160,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
161,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
162,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
163,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
164,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
165,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
166,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
167,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
168,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
169,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
170,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
171,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
172,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
173,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
174,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
175,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
176,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
177,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
178,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
179,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
180,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
181,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
182,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
183,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
184,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
185,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
186,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
187,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
188,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
189,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
190,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
191,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
192,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
193,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
194,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
195,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
196,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
197,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
198,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
199,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
200,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
201,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
202,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
203,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
204,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
205,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
206,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
207,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
208,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
209,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
210,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
211,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
212,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
213,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
214,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
215,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
216,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
217,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
218,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
219,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
220,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
221,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
222,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
223,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
224,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
225,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
226,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
227,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
228,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
229,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
230,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
231,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
232,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
233,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
234,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
235,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
236,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
237,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
238,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
239,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
240,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
241,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
242,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
243,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
244,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
245,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
246,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
247,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
248,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
249,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
250,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
251,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
252,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
253,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
254,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
255,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
256,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
257,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
258,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
259,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
260,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
261,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
262,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
263,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
264,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
265,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
266,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
267,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
268,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
269,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
270,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
271,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
272,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
273,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
274,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
275,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
276,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
277,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
278,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
279,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
280,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
281,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
282,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
283,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
284,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
285,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
286,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
287,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
288,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
289,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
290,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
291,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
292,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
293,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
294,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
295,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
296,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
297,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
298,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
299,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
300,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
301,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
302,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
303,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
304,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
305,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
306,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
307,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
308,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
309,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
310,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
311,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
312,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
313,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
314,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
315,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
316,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
317,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
318,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
319,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
320,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
321,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
322,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
323,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
324,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
325,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
326,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
327,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
