Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
1,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
2,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
3,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
4,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
5,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
6,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
7,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
8,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
9,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
10,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
11,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
12,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
13,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
14,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
15,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
16,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
17,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
18,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
19,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
20,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
21,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
22,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
23,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
24,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
25,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
26,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
27,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
28,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
29,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
30,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
32,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
33,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
34,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
35,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
36,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
37,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
38,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
39,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
40,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
41,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
42,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
43,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
44,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
45,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
46,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
47,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
48,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
49,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
50,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
51,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
52,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
53,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
54,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
55,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
56,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
57,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
58,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
59,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
60,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
61,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
62,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
63,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
64,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
65,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
66,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
67,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
68,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
69,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
70,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
71,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
72,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
73,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
74,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
75,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
76,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
77,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
78,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
79,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
80,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
81,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
82,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
83,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
84,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
85,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
86,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
87,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
88,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
89,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
90,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
91,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
92,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
93,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
94,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
95,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
96,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
97,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
98,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
99,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
100,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
101,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
102,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
103,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
104,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
105,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
106,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
107,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
108,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
109,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
110,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
111,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
112,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
113,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
114,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
115,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
116,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
117,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
118,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
119,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
120,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
121,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
122,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
123,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
124,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
125,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
126,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
127,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
128,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
129,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
130,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
131,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
132,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
133,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
134,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
135,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
136,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
137,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
138,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
