Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9
,,,,,,,271,173,146,121,380,476,697,522,266,77
,,,,,,,272,173,146,121,380,476,697,522,266,77
,,,,,,,273,173,146,121,380,476,697,522,266,77
,,,,,,,274,173,146,121,380,476,697,522,266,77
,,,,,,,275,173,146,121,380,476,697,522,266,77
,,,,,,,276,173,146,121,380,476,697,522,266,77
,,,,,,,277,173,146,121,380,476,697,522,266,77
,,,,,,,278,173,146,121,380,476,697,522,266,77
,,,,,,,279,173,146,121,380,476,697,522,266,77
,,,,,,,280,173,146,121,380,476,697,522,266,77
,,,,,,,281,173,146,121,380,476,697,522,266,77
,,,,,,,282,173,146,121,380,476,697,522,266,77
,,,,,,,283,173,146,121,380,476,697,522,266,77
,,,,,,,284,173,146,121,380,476,697,522,266,77
,,,,,,,285,173,146,121,380,476,697,522,266,77
,,,,,,,286,173,146,121,380,476,697,522,266,77
,,,,,,,287,173,146,121,380,476,697,522,266,77
,,,,,,,288,173,146,121,380,476,697,522,266,77
,,,,,,,289,173,146,121,380,476,697,522,266,77
,,,,,,,290,173,146,121,380,476,697,522,266,77
,,,,,,,291,173,146,121,380,476,697,522,266,77
,,,,,,,292,173,146,121,380,476,697,522,266,77
,,,,,,,293,173,146,121,380,476,697,522,266,77
,,,,,,,294,173,146,121,380,476,697,522,266,77
,,,,,,,295,173,146,121,380,476,697,522,266,77
,,,,,,,296,173,146,121,380,476,697,522,266,77
,,,,,,,297,173,146,121,380,476,697,522,266,77
,,,,,,,298,173,146,121,380,476,697,522,266,77
,,,,,,,299,173,146,121,380,476,697,522,266,77
,,,,,,,300,173,146,121,380,476,697,522,266,77
,,,,,,,301,173,146,121,380,476,697,522,266,77
,,,,,,,302,173,146,121,380,476,697,522,266,77
,,,,,,,303,173,146,121,380,476,697,522,266,77
,,,,,,,304,173,146,121,380,476,697,522,266,77
,,,,,,,305,173,146,121,380,476,697,522,266,77
,,,,,,,306,173,146,121,380,476,697,522,266,77
,,,,,,,307,173,146,121,380,476,697,522,266,77
,,,,,,,308,173,146,121,380,476,697,522,266,77
,,,,,,,309,173,146,121,380,476,697,522,266,77
,,,,,,,310,173,146,121,380,476,697,522,266,77
,,,,,,,311,173,146,121,380,476,697,522,266,77
,,,,,,,312,173,146,121,380,476,697,522,266,77
,,,,,,,313,173,146,121,380,476,697,522,266,77
,,,,,,,314,173,146,121,380,476,697,522,266,77
,,,,,,,315,173,146,121,380,476,697,522,266,77
,,,,,,,316,173,146,121,380,476,697,522,266,77
,,,,,,,317,173,146,121,380,476,697,522,266,77
,,,,,,,318,173,146,121,380,476,697,522,266,77
,,,,,,,319,173,146,121,380,476,697,522,266,77
,,,,,,,320,173,146,121,380,476,697,522,266,77
,,,,,,,321,173,146,121,380,476,697,522,266,77
,,,,,,,322,173,146,121,380,476,697,522,266,77
,,,,,,,323,173,146,121,380,476,697,522,266,77
,,,,,,,324,173,146,121,380,476,697,522,266,77
,,,,,,,325,173,146,121,380,476,697,522,266,77
,,,,,,,326,173,146,121,380,476,697,522,266,77
,,,,,,,327,173,146,121,380,476,697,522,266,77
,,,,,,,328,173,146,121,380,476,697,522,266,77
,,,,,,,329,173,146,121,380,476,697,522,266,77
,,,,,,,330,173,146,121,380,476,697,522,266,77
,,,,,,,331,173,146,121,380,476,697,522,266,77
,,,,,,,332,173,146,121,380,476,697,522,266,77
,,,,,,,333,173,146,121,380,476,697,522,266,77
,,,,,,,334,173,146,121,380,476,697,522,266,77
,,,,,,,335,173,146,121,380,476,697,522,266,77
,,,,,,,336,173,146,121,380,476,697,522,266,77
,,,,,,,337,173,146,121,380,476,697,522,266,77
,,,,,,,338,173,146,121,380,476,697,522,266,77
,,,,,,,339,173,146,121,380,476,697,522,266,77
,,,,,,,340,173,146,121,380,476,697,522,266,77
,,,,,,,341,173,146,121,380,476,697,522,266,77
,,,,,,,342,173,146,121,380,476,697,522,266,77
,,,,,,,343,173,146,121,380,476,697,522,266,77
,,,,,,,344,173,146,121,380,476,697,522,266,77
,,,,,,,345,173,146,121,380,476,697,522,266,77
,,,,,,,346,173,146,121,380,476,697,522,266,77
,,,,,,,347,173,146,121,380,476,697,522,266,77
,,,,,,,348,173,146,121,380,476,697,522,266,77
,,,,,,,349,173,146,121,380,476,697,522,266,77
,,,,,,,350,173,146,121,380,476,697,522,266,77
,,,,,,,351,173,146,121,380,476,697,522,266,77
,,,,,,,352,173,146,121,380,476,697,522,266,77
,,,,,,,353,173,146,121,380,476,697,522,266,77
,,,,,,,354,173,146,121,380,476,697,522,266,77
,,,,,,,355,173,146,121,380,476,697,522,266,77
,,,,,,,356,173,146,121,380,476,697,522,266,77
,,,,,,,357,173,146,121,380,476,697,522,266,77
,,,,,,,358,173,146,121,380,476,697,522,266,77
,,,,,,,359,173,146,121,380,476,697,522,266,77
,,,,,,,360,173,146,121,380,476,697,522,266,77
,,,,,,,361,173,146,121,380,476,697,522,266,77
,,,,,,,362,173,146,121,380,476,697,522,266,77
,,,,,,,363,173,146,121,380,476,697,522,266,77
,,,,,,,364,173,146,121,380,476,697,522,266,77
,,,,,,,365,173,146,121,380,476,697,522,266,77
,,,,,,,366,173,146,121,380,476,697,522,266,77
,,,,,,,367,173,146,121,380,476,697,522,266,77
,,,,,,,368,173,146,121,380,476,697,522,266,77
,,,,,,,369,173,146,121,380,476,697,522,266,77
,,,,,,,370,173,146,121,380,476,697,522,266,77
,,,,,,,371,173,146,121,380,476,697,522,266,77
,,,,,,,372,173,146,121,380,476,697,522,266,77
,,,,,,,373,173,146,121,380,476,697,522,266,77
,,,,,,,374,173,146,121,380,476,697,522,266,77
,,,,,,,375,173,146,121,380,476,697,522,266,77
,,,,,,,376,173,146,121,380,476,697,522,266,77
,,,,,,,377,173,146,121,380,476,697,522,266,77
,,,,,,,378,173,146,121,380,476,697,522,266,77
,,,,,,,379,173,146,121,380,476,697,522,266,77
,,,,,,,380,173,146,121,380,476,697,522,266,77
,,,,,,,381,173,146,121,380,476,697,522,266,77
,,,,,,,382,173,146,121,380,476,697,522,266,77
,,,,,,,383,173,146,121,380,476,697,522,266,77
,,,,,,,384,173,146,121,380,476,697,522,266,77
,,,,,,,385,173,146,121,380,476,697,522,266,77
,,,,,,,386,173,146,121,380,476,697,522,266,77
,,,,,,,387,173,146,121,380,476,697,522,266,77
,,,,,,,388,173,146,121,380,476,697,522,266,77
,,,,,,,389,173,146,121,380,476,697,522,266,77
,,,,,,,390,173,146,121,380,476,697,522,266,77
,,,,,,,391,173,146,121,380,476,697,522,266,77
,,,,,,,392,173,146,121,380,476,697,522,266,77
,,,,,,,393,173,146,121,380,476,697,522,266,77
,,,,,,,394,173,146,121,380,476,697,522,266,77
,,,,,,,395,173,146,121,380,476,697,522,266,77
,,,,,,,396,173,146,121,380,476,697,522,266,77
,,,,,,,397,173,146,121,380,476,697,522,266,77
,,,,,,,398,173,146,121,380,476,697,522,266,77
,,,,,,,399,173,146,121,380,476,697,522,266,77
,,,,,,,400,173,146,121,380,476,697,522,266,77
,,,,,,,401,173,146,121,380,476,697,522,266,77
,,,,,,,402,173,146,121,380,476,697,522,266,77
,,,,,,,403,173,146,121,380,476,697,522,266,77
,,,,,,,404,173,146,121,380,476,697,522,266,77
,,,,,,,405,173,146,121,380,476,697,522,266,77
,,,,,,,406,173,146,121,380,476,697,522,266,77
,,,,,,,407,173,146,121,380,476,697,522,266,77
,,,,,,,408,173,146,121,380,476,697,522,266,77
,,,,,,,409,173,146,121,380,476,697,522,266,77
,,,,,,,410,173,146,121,380,476,697,522,266,77
,,,,,,,411,173,146,121,380,476,697,522,266,77
,,,,,,,412,173,146,121,380,476,697,522,266,77
,,,,,,,413,173,146,121,380,476,697,522,266,77
,,,,,,,414,173,146,121,380,476,697,522,266,77
,,,,,,,415,173,146,121,380,476,697,522,266,77
,,,,,,,416,173,146,121,380,476,697,522,266,77
,,,,,,,417,173,146,121,380,476,697,522,266,77
,,,,,,,418,173,146,121,380,476,697,522,266,77
,,,,,,,419,173,146,121,380,476,697,522,266,77
,,,,,,,420,173,146,121,380,476,697,522,266,77
,,,,,,,421,173,146,121,380,476,697,522,266,77
,,,,,,,422,173,146,121,380,476,697,522,266,77
,,,,,,,423,173,146,121,380,476,697,522,266,77
,,,,,,,424,173,146,121,380,476,697,522,266,77
,,,,,,,425,173,146,121,380,476,697,522,266,77
,,,,,,,426,173,146,121,380,476,697,522,266,77
,,,,,,,427,173,146,121,380,476,697,522,266,77
,,,,,,,428,173,146,121,380,476,697,522,266,77
,,,,,,,429,173,146,121,380,476,697,522,266,77
,,,,,,,430,173,146,121,380,476,697,522,266,77
,,,,,,,431,173,146,121,380,476,697,522,266,77
,,,,,,,432,173,146,121,380,476,697,522,266,77
,,,,,,,433,173,146,121,380,476,697,522,266,77
,,,,,,,434,173,146,121,380,476,697,522,266,77
,,,,,,,435,173,146,121,380,476,697,522,266,77
,,,,,,,436,173,146,121,380,476,697,522,266,77
,,,,,,,437,173,146,121,380,476,697,522,266,77
,,,,,,,438,173,146,121,380,476,697,522,266,77
,,,,,,,439,173,146,121,380,476,697,522,266,77
,,,,,,,440,173,146,121,380,476,697,522,266,77
,,,,,,,441,173,146,121,380,476,697,522,266,77
,,,,,,,442,173,146,121,380,476,697,522,266,77
,,,,,,,443,173,146,121,380,476,697,522,266,77
,,,,,,,444,173,146,121,380,476,697,522,266,77
,,,,,,,445,173,146,121,380,476,697,522,266,77
,,,,,,,446,173,146,121,380,476,697,522,266,77
,,,,,,,447,173,146,121,380,476,697,522,266,77
,,,,,,,448,173,146,121,380,476,697,522,266,77
,,,,,,,449,173,146,121,380,476,697,522,266,77
,,,,,,,450,173,146,121,380,476,697,522,266,77
,,,,,,,451,173,146,121,380,476,697,522,266,77
,,,,,,,452,173,146,121,380,476,697,522,266,77
,,,,,,,453,173,146,121,380,476,697,522,266,77
,,,,,,,454,173,146,121,380,476,697,522,266,77
,,,,,,,455,173,146,121,380,476,697,522,266,77
,,,,,,,456,173,146,121,380,476,697,522,266,77
,,,,,,,457,173,146,121,380,476,697,522,266,77
,,,,,,,458,173,146,121,380,476,697,522,266,77
,,,,,,,459,173,146,121,380,476,697,522,266,77
,,,,,,,460,173,146,121,380,476,697,522,266,77
,,,,,,,461,173,146,121,380,476,697,522,266,77
,,,,,,,462,173,146,121,380,476,697,522,266,77
,,,,,,,463,173,146,121,380,476,697,522,266,77
,,,,,,,464,173,146,121,380,476,697,522,266,77
,,,,,,,465,173,146,121,380,476,697,522,266,77
,,,,,,,466,173,146,121,380,476,697,522,266,77
,,,,,,,467,173,146,121,380,476,697,522,266,77
,,,,,,,468,173,146,121,380,476,697,522,266,77
,,,,,,,469,173,146,121,380,476,697,522,266,77
,,,,,,,470,173,146,121,380,476,697,522,266,77
,,,,,,,471,173,146,121,380,476,697,522,266,77
,,,,,,,472,173,146,121,380,476,697,522,266,77
,,,,,,,473,173,146,121,380,476,697,522,266,77
,,,,,,,474,173,146,121,380,476,697,522,266,77
,,,,,,,475,173,146,121,380,476,697,522,266,77
,,,,,,,476,173,146,121,380,476,697,522,266,77
,,,,,,,477,173,146,121,380,476,697,522,266,77
,,,,,,,478,173,146,121,380,476,697,522,266,77
,,,,,,,479,173,146,121,380,476,697,522,266,77
,,,,,,,480,173,146,121,380,476,697,522,266,77
,,,,,,,481,173,146,121,380,476,697,522,266,77
,,,,,,,482,173,146,121,380,476,697,522,266,77
,,,,,,,483,173,146,121,380,476,697,522,266,77
,,,,,,,484,173,146,121,380,476,697,522,266,77
,,,,,,,485,173,146,121,380,476,697,522,266,77
,,,,,,,486,173,146,121,380,476,697,522,266,77
,,,,,,,487,173,146,121,380,476,697,522,266,77
,,,,,,,488,173,146,121,380,476,697,522,266,77
,,,,,,,489,173,146,121,380,476,697,522,266,77
,,,,,,,490,173,146,121,380,476,697,522,266,77
,,,,,,,491,173,146,121,380,476,697,522,266,77
,,,,,,,492,173,146,121,380,476,697,522,266,77
,,,,,,,493,173,146,121,380,476,697,522,266,77
,,,,,,,494,173,146,121,380,476,697,522,266,77
,,,,,,,495,173,146,121,380,476,697,522,266,77
,,,,,,,496,173,146,121,380,476,697,522,266,77
,,,,,,,497,173,146,121,380,476,697,522,266,77
,,,,,,,498,173,146,121,380,476,697,522,266,77
,,,,,,,499,173,146,121,380,476,697,522,266,77
