Conventional_diesel_co2_per_mmbtu,Global_conventional_diesel_price_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,2236,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2237,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2238,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2239,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2240,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2241,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2242,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2243,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2244,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2245,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2246,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2247,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2248,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2249,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2250,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2251,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2252,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2253,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2254,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2255,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2256,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2257,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2258,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2259,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2260,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2261,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2262,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2263,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2264,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2265,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2266,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2267,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2268,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2269,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2270,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2271,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2272,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2273,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2274,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2275,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2276,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2277,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2278,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2279,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2280,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2281,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2282,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2283,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2284,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2285,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2286,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2287,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2288,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2289,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2290,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2291,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2292,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2293,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2294,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2295,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2296,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2297,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2298,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2299,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2300,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2301,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2302,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2303,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2304,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2305,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2306,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2307,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2308,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2309,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2310,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2311,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2312,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2313,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2314,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2315,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2316,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2317,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2318,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2319,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2320,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2321,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2322,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2323,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2324,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2325,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2326,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2327,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2328,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2329,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2330,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2331,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2332,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2333,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2334,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2335,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2336,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2337,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2338,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2339,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2340,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2341,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2342,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2343,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2344,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2345,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2346,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2347,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2348,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2349,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2350,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2351,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2352,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2353,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2354,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2355,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2356,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2357,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2358,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2359,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2360,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2361,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2362,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2363,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2364,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2365,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2366,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2367,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2368,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2369,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2370,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2371,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2372,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2373,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2374,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2375,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2376,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2377,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2378,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2379,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2380,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2381,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2382,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2383,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2384,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2385,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2386,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2387,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2388,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2389,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2390,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2391,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2392,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2393,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2394,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2395,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2396,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2397,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2398,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2399,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2400,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2401,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2402,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2403,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2404,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2405,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2406,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2407,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2408,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2409,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2410,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2411,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2412,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2413,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2414,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2415,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2416,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2417,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2418,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2419,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2420,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2421,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2422,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2423,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2424,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2425,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2426,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2427,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2428,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2429,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2430,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2431,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2432,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2433,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2434,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2435,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2436,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2437,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2438,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2439,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2440,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2441,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2442,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2443,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2444,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2445,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2446,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2447,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2448,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2449,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2450,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2451,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2452,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2453,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2454,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2455,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2456,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2457,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2458,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2459,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2460,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2461,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2462,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2463,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2464,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2465,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2466,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2467,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2468,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2469,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2470,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2471,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2472,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2473,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2474,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2475,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2476,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2477,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2478,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2479,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2480,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2481,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2482,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2483,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2484,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2485,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2486,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2487,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2488,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2489,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2490,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2491,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2492,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2493,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2494,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2495,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2496,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2497,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2498,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2499,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2500,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2501,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2502,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2503,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2504,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2505,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2506,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2507,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2508,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2509,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2510,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2511,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2512,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2513,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2514,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2515,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2516,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2517,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2518,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2519,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2520,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2521,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2522,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2523,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2524,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2525,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2526,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2527,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2528,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2529,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2530,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2531,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2532,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2533,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2534,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2535,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2536,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2537,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2538,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2539,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2540,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2541,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2542,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2543,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2544,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2545,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2546,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2547,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2548,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2549,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2550,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2551,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2552,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2553,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2554,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2555,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2556,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2557,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2558,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2559,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2560,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2561,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2562,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2563,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2564,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2565,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2566,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2567,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2568,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2569,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2570,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2571,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2572,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2573,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2574,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2575,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2576,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2577,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2578,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2579,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2580,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2581,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2582,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2583,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2584,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2585,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2586,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2587,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2588,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2589,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2590,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2591,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2592,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2593,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2594,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2595,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2596,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2597,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2598,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2599,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2600,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2601,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2602,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2603,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2604,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2605,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2606,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2607,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2608,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2609,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2610,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2611,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2612,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2613,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2614,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2615,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2616,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2617,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2618,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2619,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2620,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2621,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2622,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2623,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2624,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2625,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2626,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2627,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2628,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2629,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2630,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2631,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2632,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2633,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2634,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2635,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2636,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2637,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2638,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2639,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2640,6927,4158,3979,9384,9976,10402,15694,8816,3150
,,,,2641,6927,4158,3979,9384,9976,10402,15694,8816,3150
