Conventional_jetfuel_co2_per_mmbtu,Global_conventional_jetfuel_price_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,848,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,849,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,850,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,851,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,852,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,853,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,854,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,855,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,856,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,857,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,858,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,859,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,860,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,861,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,862,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,863,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,864,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,865,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,866,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,867,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,868,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,869,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,870,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,871,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,872,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,873,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,874,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,875,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,876,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,877,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,878,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,879,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,880,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,881,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,882,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,883,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,884,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,885,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,886,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,887,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,888,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,889,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,890,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,891,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,892,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,893,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,894,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,895,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,896,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,897,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,898,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,899,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,900,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,901,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,902,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,903,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,904,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,905,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,906,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,907,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,908,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,909,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,910,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,911,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,912,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,913,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,914,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,915,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,916,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,917,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,918,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,919,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,920,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,921,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,922,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,923,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,924,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,925,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,926,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,927,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,928,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,929,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,930,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,931,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,932,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,933,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,934,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,935,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,936,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,937,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,938,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,939,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,940,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,941,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,942,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,943,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,944,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,945,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,946,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,947,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,948,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,949,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,950,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,951,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,952,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,953,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,954,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,955,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,956,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,957,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,958,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,959,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,960,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,961,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,962,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,963,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,964,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,965,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,966,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,967,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,968,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,969,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,970,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,971,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,972,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,973,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,974,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,975,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,976,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,977,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,978,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,979,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,980,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,981,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,982,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,983,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,984,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,985,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,986,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,987,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,988,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,989,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,990,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,991,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,992,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,993,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,994,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,995,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,996,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,997,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,998,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,999,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1000,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1001,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1002,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1003,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1004,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1005,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1006,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1007,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1008,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1009,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1010,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1011,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1012,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1013,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1014,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1015,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1016,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1017,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1018,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1019,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1020,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1021,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1022,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1023,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1024,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1025,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1026,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1027,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1028,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1029,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1030,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1031,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1032,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1033,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1034,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1035,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1036,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1037,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1038,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1039,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1040,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1041,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1042,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1043,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1044,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1045,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1046,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1047,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1048,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1049,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1050,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1051,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1052,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1053,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1054,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1055,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1056,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1057,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1058,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1059,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1060,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1061,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1062,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1063,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1064,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1065,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1066,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1067,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1068,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1069,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1070,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1071,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1072,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1073,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1074,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1075,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1076,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1077,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1078,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1079,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1080,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1081,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1082,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1083,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1084,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1085,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1086,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1087,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1088,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1089,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1090,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1091,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1092,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1093,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1094,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1095,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1096,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1097,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1098,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1099,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1100,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1101,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1102,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1103,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1104,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1105,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1106,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1107,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1108,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1109,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1110,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1111,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1112,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1113,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1114,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1115,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1116,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1117,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1118,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1119,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1120,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1121,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1122,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1123,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1124,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1125,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1126,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1127,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1128,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1129,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1130,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1131,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1132,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1133,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1134,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1135,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1136,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1137,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1138,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1139,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1140,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1141,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1142,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1143,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1144,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1145,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1146,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1147,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1148,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1149,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1150,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1151,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1152,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1153,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1154,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1155,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1156,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1157,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1158,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1159,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1160,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1161,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1162,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1163,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1164,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1165,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1166,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1167,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1168,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1169,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1170,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1171,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1172,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1173,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1174,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1175,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1176,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1177,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1178,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1179,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1180,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1181,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1182,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1183,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1184,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1185,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1186,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1187,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1188,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1189,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1190,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1191,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1192,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1193,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1194,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1195,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1196,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1197,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1198,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1199,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1200,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1201,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1202,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1203,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1204,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1205,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1206,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1207,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1208,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1209,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1210,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1211,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1212,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1213,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1214,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1215,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1216,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1217,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1218,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1219,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1220,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1221,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1222,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1223,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1224,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1225,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1226,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1227,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1228,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1229,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1230,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1231,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1232,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1233,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1234,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1235,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1236,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1237,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1238,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1239,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1240,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1241,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1242,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1243,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1244,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1245,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1246,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1247,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1248,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1249,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1250,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1251,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1252,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1253,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1254,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1255,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1256,54205,16428,29331,27806,30552,11485,59245,32396,33614
,,,,1257,54205,16428,29331,27806,30552,11485,59245,32396,33614
