Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000,1,1.0,1.0,2000,1,168,8760.0,1,7564.2479188424495,2160.904109856658,1030.8800457722261
,2,0.9,0.04,1800,,,,2,7167.014560503682,2047.3935826851991,976.2360474234434
,3,0.55,0.024,1100,,,,3,6969.448763234665,1990.63831909947,949.9648943711442
,4,0.2,0.003,400,,,,4,6909.548494913741,1973.8219447036981,941.5581253944083
,,,,,,,,5,7062.977252367338,2017.964927492599,962.5750478362478
,,,,,,,,6,7569.502328344285,2163.0061566561294,1031.9308918943182
,,,,,,,,7,8772.762104264624,2505.639784969977,1195.862886940666
,,,,,,,,8,9856.221343543113,2815.691687892017,1342.9813440335422
,,,,,,,,9,10439.460798246859,2981.753385050262,1422.8456493125323
,,,,,,,,10,10847.202975589298,3098.416982420928,1478.5404937834069
,,,,,,,,11,11163.518427599796,3188.8049947982004,1522.6760309112697
,,,,,,,,12,11358.982461068079,3244.509234984194,1548.9471839635692
,,,,,,,,13,11466.172414905524,3274.98891357653,1563.6590296728566
,,,,,,,,14,11570.209723041868,3305.4685921688665,1577.3200292600523
,,,,,,,,15,11571.260604942236,3306.519615568602,1577.3200292600523
,,,,,,,,16,11578.616778244805,3307.570638968338,1578.3708753821443
,,,,,,,,17,11591.22736104921,3310.723709167545,1580.4725676263283
,,,,,,,,18,11490.342698613968,3282.34607737468,1565.7607219170407
,,,,,,,,19,11174.027246603468,3191.9580649974077,1522.6760309112697
,,,,,,,,20,10916.561181013527,3118.3864270159065,1487.9981088822346
,,,,,,,,21,10969.105276031882,3133.100754612207,1495.3540317368784
,,,,,,,,22,10559.26133488871,3016.437157241541,1439.6591872660038
,,,,,,,,23,9457.937103303979,2701.1301373208225,1289.3881918068516
,,,,,,,,24,8397.597265833567,2398.4353981969325,1145.4222730802512
,,,,,,,,25,7711.371384893844,2202.945045846087,1050.8461220919735
,,,,,,,,26,7291.018624747001,2083.128378276214,994.100431499007
,,,,,,,,27,7094.503709378351,2026.3731146904847,966.7784323246157
,,,,,,,,28,7015.687566850818,2004.3016232960344,956.269971103696
,,,,,,,,29,7188.032198511024,2052.648699683878,980.4394319118113
,,,,,,,,30,7671.437872679894,2191.383788448994,1045.5918914815138
,,,,,,,,31,8884.155585703538,2537.170486962049,1210.5747326499536
,,,,,,,,32,9950.800714576153,2841.9672728854102,1356.6423436207378
,,,,,,,,33,10515.12429507329,3003.824876444712,1433.354110533452
,,,,,,,,34,10867.169731696273,3104.7231228193423,1481.6930321496827
,,,,,,,,35,11166.671073300899,3189.856018197936,1522.6760309112697
,,,,,,,,36,11328.506885957433,3236.1010477863083,1543.6929533531093
,,,,,,,,37,11401.017737082764,3257.121515781023,1554.2014145740288
,,,,,,,,38,11535.530620329753,3294.958358171509,1572.0657986495926
,,,,,,,,39,11507.156809019842,3286.550170973623,1568.9132602833165
,,,,,,,,40,11446.20565879855,3269.7337965778515,1559.4556451844887
,,,,,,,,41,11420.984493189739,3262.3766327797016,1557.353952940305
,,,,,,,,42,11314.845421252661,3231.8969541873653,1542.6421072310172
,,,,,,,,43,11086.804048872998,3166.73350340375,1512.16756969035
,,,,,,,,44,10943.88411042307,3125.743590814057,1491.1506472485105
,,,,,,,,45,11011.140552046567,3144.6620120093,1500.6082623473383
,,,,,,,,46,10527.734877877696,3006.9779466439195,1435.4558027776359
,,,,,,,,47,9488.412678414625,2710.5893479184438,1293.5915762952195
,,,,,,,,48,8498.48192826881,2426.813029989797,1158.0324265453548
,,,,,,,,49,7837.477212937898,2238.679841437102,1068.7105061675372
,,,,,,,,50,7462.31237450684,2131.4754546640575,1017.2190461850304
,,,,,,,,51,7259.492167735988,2073.6691676785927,989.8970470106391
,,,,,,,,52,7194.337489913227,2054.7507464833493,981.4902780339033
,,,,,,,,53,7337.257428363154,2095.740659073043,1000.4055082315589
,,,,,,,,54,7901.581008860291,2257.598262632345,1077.117275144273
,,,,,,,,55,9061.754626865579,2588.6706335490994,1235.7950395801608
,,,,,,,,56,10147.315629944802,2898.7225364711394,1383.9643427951291
,,,,,,,,57,10659.095115423585,3044.8147890344057,1453.3201868531994
,,,,,,,,58,10951.240283725641,3127.845637613528,1493.2523394926945
,,,,,,,,59,11177.17989230457,3191.9580649974077,1523.7268770333617
,,,,,,,,60,11278.064554739813,3221.386720190008,1537.3878766205573
,,,,,,,,61,11263.352208134673,3217.182626591065,1535.2861843763735
,,,,,,,,62,11286.47160994275,3223.4887669894797,1538.4387227426494
,,,,,,,,63,11201.350176013013,3199.3152287955577,1526.8794153996375
,,,,,,,,64,11116.228742083276,3175.141690601636,1515.320108056626
,,,,,,,,65,11138.297261990987,3181.4478310000504,1518.4726464229018
,,,,,,,,66,11129.89020678805,3179.3457842005787,1517.4218003008098
,,,,,,,,67,10960.698220828945,3130.9987078127356,1494.3031856147863
,,,,,,,,68,10792.557116770207,3082.651631424892,1471.184570928763
,,,,,,,,69,10813.57475477755,3088.9577718233063,1474.337109295039
,,,,,,,,70,10481.496074261544,2994.3656658470904,1429.1507260450842
,,,,,,,,71,9477.903859410955,2707.436277719237,1292.5407301731275
,,,,,,,,72,8468.006353158164,2418.4048427919115,1154.879888179079
,,,,,,,,73,7768.119007513668,2218.710396842123,1059.2528910687095
,,,,,,,,74,7360.37683017123,2102.0467994714572,1002.5072004757428
,,,,,,,,75,7106.06341028239,2029.5261848896919,968.8801245687996
,,,,,,,,76,7027.247267754857,2007.4546934952416,958.3716633478799
,,,,,,,,77,7160.70926910148,2045.2915358857279,976.2360474234434
,,,,,,,,78,7661.979935576591,2188.230718249787,1044.5410453594218
,,,,,,,,79,8810.593852677841,2516.1500189673343,1201.1171175511258
,,,,,,,,80,9871.984572048621,2819.8957814909595,1346.1338823998183
,,,,,,,,81,10422.646687840985,2977.549291451319,1421.7948031904402
,,,,,,,,82,10742.114785552587,3068.9883272283273,1463.8286480741192
,,,,,,,,83,11000.631733042896,3142.5599652098285,1499.5574162252462
,,,,,,,,84,11112.02521448181,3174.0906672019,1515.320108056626
,,,,,,,,85,11151.958726695759,3184.6009011992574,1520.5743386670858
,,,,,,,,86,11238.131042525862,3210.8764861926506,1532.1336460100974
,,,,,,,,87,11266.504853835773,3218.233649990801,1536.3370304984653
,,,,,,,,88,11278.064554739813,3221.386720190008,1537.3878766205573
,,,,,,,,89,11293.827783245319,3226.6418371886866,1539.4895688647414
,,,,,,,,90,11209.75723121595,3201.417275595029,1527.9302615217296
,,,,,,,,91,10947.036756124173,3126.7946142137926,1492.2014933706025
,,,,,,,,92,10697.977745737167,3055.325023031763,1458.5744174636593
,,,,,,,,93,10725.300675146713,3063.7332102296486,1461.7269558299352
,,,,,,,,94,10499.361066567784,2999.620782845769,1432.30326441136
,,,,,,,,95,9476.852977510587,2706.385254319501,1292.5407301731275
,,,,,,,,96,8429.12372284458,2407.894608794554,1149.625657568619
,,,,,,,,97,7691.40462878687,2196.6389054476726,1048.7444298477897
,,,,,,,,98,7229.016592625341,2065.2609804807066,985.6936625222712
,,,,,,,,99,6985.211991740172,1994.8424126984128,952.0665866153281
,,,,,,,,100,6896.937912109335,1969.6178511047553,939.4564331502244
,,,,,,,,101,7011.48403924935,2003.2505998962986,955.219124981604
,,,,,,,,102,7412.920925189585,2116.761127067757,1010.9139694524786
,,,,,,,,103,8528.957503379455,2436.2722405874188,1162.2358110337227
,,,,,,,,104,9608.213215056476,2744.2220967099875,1310.405114248691
,,,,,,,,105,10263.963520885552,2932.3552852626826,1399.7270346265088
,,,,,,,,106,10693.774218135699,3054.273999632027,1458.5744174636593
,,,,,,,,107,11017.44584344877,3146.764058808771,1501.6591084694303
,,,,,,,,108,11171.925482802733,3190.907041597672,1522.6760309112697
,,,,,,,,109,11218.164286418887,3204.5703457942363,1528.9811076438216
,,,,,,,,110,11309.591011750825,3230.8459307876296,1541.5912611089252
,,,,,,,,111,11309.591011750825,3230.8459307876296,1541.5912611089252
,,,,,,,,112,11282.268082341281,3222.4377435897436,1538.4387227426494
,,,,,,,,113,11255.996034832102,3215.0805797915937,1534.2353382542815
,,,,,,,,114,11092.058458374833,3168.835550203222,1512.16756969035
,,,,,,,,115,10748.42007695479,3070.039350628063,1464.8794941962112
,,,,,,,,116,10421.595805940618,2977.549291451319,1420.7439570683482
,,,,,,,,117,10364.848183320795,2960.732917055547,1413.3880342137045
,,,,,,,,118,10172.536795553613,2906.0797002692893,1387.1168811614052
,,,,,,,,119,9305.55922775075,2658.0381779316576,1268.371269365012
,,,,,,,,120,8347.154934615945,2384.7720940003683,1138.0663502256075
,,,,,,,,121,7598.927021554564,2170.3633204542793,1035.083430260594
,,,,,,,,122,7147.047804396707,2042.1384656865205,974.1343551792595
,,,,,,,,123,6894.836148308601,1968.5668277050195,939.4564331502244
,,,,,,,,124,6754.017973659408,1928.627938515062,920.5412029525688
,,,,,,,,125,6720.389752847661,1919.1687279174403,916.337818464201
,,,,,,,,126,6728.796808050598,1921.2707747169118,917.388664586293
,,,,,,,,127,7193.28660801286,2054.7507464833493,980.4394319118113
,,,,,,,,128,8000.3639074948,2284.9248710254737,1090.7782747314686
,,,,,,,,129,8864.188829596564,2531.9153699633703,1208.4730404057696
,,,,,,,,130,9451.631811901776,2700.0791139210864,1288.3373456847596
,,,,,,,,131,9766.89638201191,2790.4671262983593,1331.4220366905306
,,,,,,,,132,9881.442509151924,2821.9978282904312,1347.18472852191
,,,,,,,,133,9879.34074535119,2821.9978282904312,1347.18472852191
,,,,,,,,134,9790.015783819987,2796.7732666967736,1334.5745750568065
,,,,,,,,135,9709.097877491718,2773.6507519025877,1323.0152677137949
,,,,,,,,136,9688.080239484376,2767.3446115041734,1320.9135754696108
,,,,,,,,137,9718.555814595022,2775.752798702059,1325.1169599579787
,,,,,,,,138,9741.675216403099,2783.1099625002093,1328.2694983242545
,,,,,,,,139,9622.925561661616,2748.42619030893,1311.455960370783
,,,,,,,,140,9442.173874798473,2696.9260437218795,1287.2864995626676
,,,,,,,,141,9511.532080222702,2716.8954883168585,1296.7441146614954
,,,,,,,,142,9407.494772086358,2687.466833124258,1283.0831150742997
,,,,,,,,143,8739.133883452878,2496.1805743723553,1191.659502452298
,,,,,,,,144,7923.649528768001,2263.904403030759,1080.2698135105488
,,,,,,,,145,7284.713333344798,2081.0263314767426,993.049585376915
,,,,,,,,146,6883.2764474045625,1966.4647809055482,938.4055870281325
,,,,,,,,147,6643.675374120862,1898.1482599227259,905.8293572432813
,,,,,,,,148,6502.857199471669,1858.209370732768,885.8632809235337
,,,,,,,,149,6474.483388161758,1848.7501601351466,882.7107425572578
,,,,,,,,150,6422.990175043769,1834.0358325388463,875.354819702614
,,,,,,,,151,6668.896539729672,1905.5054237208758,908.9818956095571
,,,,,,,,152,7268.950104839292,2076.8222378777996,990.9478931327311
,,,,,,,,153,8032.94124640618,2294.3840816230954,1094.9816592198365
,,,,,,,,154,8616.180701109924,2461.4968021810764,1174.8459644988266
,,,,,,,,155,8973.480547234742,2563.4460719554418,1223.1848861150572
,,,,,,,,156,9178.40251780633,2621.252358940907,1251.5577314115405
,,,,,,,,157,9264.574833636432,2646.4769205345647,1263.1170387545521
,,,,,,,,158,9217.285148119912,2632.813616338,1256.8119620220004
,,,,,,,,159,9188.911336809999,2624.4054291401144,1252.6085775336326
,,,,,,,,160,9217.285148119912,2632.813616338,1256.8119620220004
,,,,,,,,161,9325.525983857724,2664.344318330072,1271.5238077312881
,,,,,,,,162,9439.021229097372,2695.875020322144,1287.2864995626676
,,,,,,,,163,9414.850945388927,2689.5688799237296,1284.1339611963917
,,,,,,,,164,9340.238330462864,2668.548411929015,1273.625499975472
,,,,,,,,165,9529.397072528944,2722.150605315537,1298.8458069056794
,,,,,,,,166,9410.647417787459,2688.5178565239935,1283.0831150742997
,,,,,,,,167,8597.264826903318,2456.2416851823978,1172.7442722546425
,,,,,,,,168,7727.134613399351,2207.14913944503,1052.9478143361575
