Zone,1,2,3,Total
CO2_Price_1,0.0,0.0,0.0,0.0
AnnualSum,2.9719222520875026e7,7.695378850735344e6,0.0,3.741460137161037e7
t1,2743.6256425096944,743.5058934226711,0.0,3487.1315359323653
t2,2594.246620134646,707.4708414668198,0.0,3301.717461601466
t3,2526.4005453978475,689.4533154888942,0.0,3215.8538608867416
t4,2494.808288072547,679.9713013532125,0.0,3174.7795894257597
t5,2542.8355043393403,677.5887585893769,0.0,3220.4242629287173
t6,2714.6335107721497,706.8589607996314,0.0,3421.492471571781
t7,3150.2637707318554,806.1133252253013,0.0,3956.3770959571566
t8,3546.6909966042485,904.5424023269321,0.0,4451.233398931181
t9,3759.6310128072505,957.2603487067886,0.0,4716.891361514039
t10,3907.8822416636003,994.2963743280802,0.0,4902.178615991681
t11,4014.9648219931464,1022.9909527373693,0.0,5037.955774730515
t12,4080.371614020428,1040.6748208268145,0.0,5121.046434847242
t13,4116.116091361691,1050.3508995927377,0.0,5166.466990954429
t14,4152.135392612137,1051.0223487123287,0.0,5203.157741324466
t15,4152.135392612137,1051.0223487123287,0.0,5203.157741324466
t16,4152.135392612137,1051.0223487123287,0.0,5203.157741324466
t17,4152.135392612137,1051.0223487123287,0.0,5203.157741324466
t18,4119.330023075861,1051.0223487123287,0.0,5170.35237178819
t19,4002.4455255847115,1023.9919264028094,0.0,5026.437451987521
t20,3908.89493395397,1000.6358742092023,0.0,4909.530808163172
t21,3941.935502008711,1018.1013790667677,0.0,4960.036881075479
t22,3801.334615508613,998.0240666454762,0.0,4799.358682154089
t23,3401.63875690809,908.0727217014448,0.0,4309.711478609534
t24,3016.007516264935,811.8743310528413,0.0,3827.881847317776
t25,2781.1556610118955,756.8522089618752,0.0,3538.0078699737705
t26,2627.3038263425956,718.8152096751433,0.0,3346.119036017739
t27,2559.345272455383,700.7976836972177,0.0,3260.142956152601
t28,2531.3333752369936,693.7908680391355,0.0,3225.124243276129
t29,2589.3053482495466,702.8204070692203,0.0,3292.125755318767
t30,2761.1697078382294,736.261354188594,0.0,3497.4310620268234
t31,3205.7298178520323,832.1871942985485,0.0,4037.917012150581
t32,3591.17617139155,913.9376265977787,0.0,4505.113797989328
t33,3796.9307157216476,961.2332955390741,0.0,4758.164011260722
t34,3923.341994254614,996.2983216589608,0.0,4919.640315913574
t35,4028.2318455318355,1023.3246106258491,0.0,5051.556456157685
t36,4082.6355642878475,1038.005557718974,0.0,5120.641122006821
t37,4106.991922449012,1044.678715488576,0.0,5151.670637937588
t38,4148.053588091822,1051.0223487123287,0.0,5199.075936804151
t39,4135.713129544177,1051.0223487123287,0.0,5186.735478256505
t40,4111.936992381633,1048.6826101503373,0.0,5160.6196025319705
t41,4105.814481346139,1046.3470049309767,0.0,5152.161486277115
t42,4079.07773223656,1036.6709261650535,0.0,5115.748658401613
t43,3977.982253228518,1015.984137079287,0.0,4993.966390307805
t44,3925.4258529024537,1002.9714794285629,0.0,4928.3973323310165
t45,3956.2177294447874,1023.4922490400487,0.0,4979.709978484836
t46,3786.2060551339873,989.3576592491552,0.0,4775.563714383143
t47,3421.626165370016,905.1010454977657,0.0,4326.727210867782
t48,3068.8228614967147,823.4261056081375,0.0,3892.2489671048525
t49,2828.750035484149,765.7771657972208,0.0,3594.52720128137
t50,2697.382811297156,734.1634725452282,0.0,3431.546283842384
t51,2620.6946034753687,715.8122886788224,0.0,3336.506892154191
t52,2597.7946972090667,704.9366102861804,0.0,3302.731307495247
t53,2652.0377754856218,700.5207139369046,0.0,3352.5584894225262
t54,2839.0772171826193,732.1580167628407,0.0,3571.23523394546
t55,3259.5096376685015,832.4722984152296,0.0,4091.981936083731
t56,3646.1605391862818,930.9013755168604,0.0,4577.061914703142
t57,3828.104892080565,977.279822015595,0.0,4805.38471409616
t58,3933.473515216325,1003.6387952055233,0.0,4937.112310421848
t59,4017.957277759562,1023.9919264028094,0.0,5041.949204162372
t60,4050.5287663226122,1022.6614281915198,0.0,5073.190194514132
t61,4049.547343576906,1031.999715726332,0.0,5081.547059303238
t62,4060.8865058893925,1034.0016630572127,0.0,5094.888168946605
t63,4030.1565311731124,1015.6546125334376,0.0,5045.81114370655
t64,4000.8650274734023,1018.6534001871279,0.0,5019.5184276605305
t65,4011.0471625979194,1020.6553475180085,0.0,5031.702510115928
t66,4002.9458044654643,1019.9880317410481,0.0,5022.933836206513
t67,3939.3730994188486,1004.6397688709634,0.0,4944.012868289812
t68,3887.506977347697,992.4032704197227,0.0,4879.91024776742
t69,3899.0199851036477,1009.3131393506031,0.0,4908.3331244542505
t70,3784.4498433031445,988.9474117873938,0.0,4773.397255090538
t71,3420.4238633024884,909.8270502323255,0.0,4330.250913534814
t72,3059.3781950012685,825.2520761002967,0.0,3884.630271101565
t73,2807.199353467865,761.8570772890768,0.0,3569.0564307569416
t74,2657.12925599312,723.4653405014518,0.0,3380.5945964945718
t75,2561.8483507833853,701.798657362658,0.0,3263.6470081460434
t76,2529.84334189033,686.4334726379092,0.0,3216.2768145282394
t77,2572.510052503337,680.2420002231929,0.0,3252.75205272653
t78,2741.1013732315237,705.0126001268459,0.0,3446.1139733583695
t79,3164.5473134278986,809.4499041101026,0.0,3973.997217538001
t80,3555.7211806570463,905.8770338808524,0.0,4461.5982145378985
t81,3749.360459273251,945.2527980641355,0.0,4694.613257337386
t82,3853.681409619104,984.9539534506372,0.0,4838.635363069741
t83,3950.4209968041896,1008.3100056442447,0.0,4958.731002448434
t84,3996.290688963687,1018.3197422986476,0.0,5014.610431262335
t85,4009.799150013572,1021.6563211834489,0.0,5031.455471197021
t86,4043.4390188032694,1029.9977683954514,0.0,5073.436787198721
t87,4049.666053923164,1032.3333736148122,0.0,5081.999427537976
t88,4051.414552504469,1033.3343472802524,0.0,5084.748899784721
t89,4062.0576312481458,1035.002636722653,0.0,5097.060267970799
t90,4032.2892186317818,1026.9948473991303,0.0,5059.284066030912
t91,3942.8312704967093,993.0932231248747,0.0,4935.924493621584
t92,3859.9874550404497,981.3472153192398,0.0,4841.33467035969
t93,3865.5295416709378,999.5847168270807,0.0,4865.114258498019
t94,3784.394235562309,989.5388769097947,0.0,4773.933112472104
t95,3408.988495069943,911.2648191438452,0.0,4320.253314213788
t96,3034.5456639320646,821.8647036154956,0.0,3856.4103675475603
t97,2770.4730517816333,754.8502616309945,0.0,3525.3233134126276
t98,2602.764213088325,713.1430255709816,0.0,3315.9072386593066
t99,2516.8738586146374,690.7879470428146,0.0,3207.661805657452
t100,2483.9972681522563,678.8944473192921,0.0,3162.891715471548
t101,2521.363730087773,664.702388817322,0.0,3186.066118905095
t102,2660.750261284832,681.7883730964835,0.0,3342.5386343813157
t103,3074.4847272577204,784.0919045856144,0.0,3858.576631843335
t104,3471.018333807939,881.853665910285,0.0,4352.871999718224
t105,3709.191259166966,940.3275540073911,0.0,4649.518813174357
t106,3863.7853702782872,980.2827430119157,0.0,4844.068113290203
t107,3976.3439917542373,1009.6446371981651,0.0,4985.988628952402
t108,4029.6566353430094,1023.6582685143294,0.0,5053.314903857339
t109,4048.416719827208,1027.9958210645707,0.0,5076.412540891779
t110,4077.0925990684395,1025.6643491878408,0.0,5102.75694825628
t111,4076.3120439221925,1025.6643491878408,0.0,5101.976393110033
t112,4064.8588370622642,1033.6680051687326,0.0,5098.526842230996
t113,4059.1585814153123,1031.3323999493718,0.0,5090.490981364685
t114,4002.495281453385,1016.6514528562471,0.0,5019.146734309632
t115,3879.3765108044677,985.2876113391173,0.0,4864.664122143585
t116,3762.3193216191853,953.4946110984765,0.0,4715.813932717661
t117,3744.294843644529,964.5878333560305,0.0,4708.88267700056
t118,3677.3863861823224,957.8915807550651,0.0,4635.277966937388
t119,3366.4904794214763,892.3546550737606,0.0,4258.845134495237
t120,3026.21895165056,814.5750236689333,0.0,3840.7939753194933
t121,2753.949303617897,746.064370418992,0.0,3500.013674036889
t122,2589.466698694907,705.8025520244192,0.0,3295.269250719326
t123,2497.876341679823,682.446499830812,0.0,3180.322841510635
t124,2445.891570557255,669.7675000685681,0.0,3115.659070625823
t125,2428.658923542357,659.9137922722471,0.0,3088.572715814604
t126,2433.926865750458,649.0001672492073,0.0,3082.9270329996652
t127,2601.275032178941,672.6509282861806,0.0,3273.9259604651215
t128,2891.9923581171774,736.0451686444793,0.0,3628.037526761657
t129,3203.676772108985,803.7818533485714,0.0,4007.4586254575565
t130,3416.730953927685,867.8400345941207,0.0,4284.570988521806
t131,3529.583321002816,896.5346130034096,0.0,4426.117934006225
t132,3570.23348207996,895.8714305690803,0.0,4466.104912649041
t133,3568.093873403004,906.5443496578129,0.0,4474.638223060817
t134,3536.674057209295,898.5365603342902,0.0,4435.210617543586
t135,3506.041192737518,891.196086787728,0.0,4397.237279525246
t136,3498.549846904463,889.1941394568474,0.0,4387.74398636131
t137,3510.6181967356324,891.8634025646882,0.0,4402.48159930032
t138,3513.8597592596775,884.6350683645124,0.0,4398.49482762419
t139,3465.3429349664852,883.1882974642054,0.0,4348.531232430691
t140,3397.1384483156203,861.7998005910171,0.0,4258.938248906637
t141,3427.693529696571,878.3538152286465,0.0,4306.047344925218
t142,3392.148921778684,877.3034495512032,0.0,4269.452371329887
t143,3157.6807499946785,833.2888082478244,0.0,3990.969558242503
t144,2864.9642820596746,768.8011992937213,0.0,3633.765481353396
t145,2640.218564467169,717.125672698183,0.0,3357.344237165352
t146,2494.8986314402564,678.1791876538517,0.0,3173.0778190941082
t147,2414.4286904044357,660.0914213026452,0.0,3074.520111707081
t148,2364.253454607581,647.4124215404012,0.0,3011.665876147982
t149,2354.0165751267464,639.8634733440801,0.0,2993.8800484708263
t150,2332.0171347953424,625.7065581053587,0.0,2957.7236929007013
t151,2416.6066511116237,637.1460286247998,0.0,3053.7526797364235
t152,2626.9040539907232,674.5593363442629,0.0,3301.463390334986
t153,2898.8323327985186,739.0480896408004,0.0,3637.880422439319
t154,3111.378742165156,792.099693909137,0.0,3903.478436074293
t155,3240.8094406819105,824.4645090917071,0.0,4065.2739497736175
t156,3313.699608116185,842.8156929581128,0.0,4156.515301074298
t157,3337.556428996435,850.8234822816354,0.0,4188.379911278071
t158,3319.822229085531,846.4859297313939,0.0,4166.308158816925
t159,3299.183155065457,843.8166666235533,0.0,4142.99982168901
t160,3301.7371261505505,846.4859297313939,0.0,4148.223055881945
t161,3335.3334601134056,856.4956663857971,0.0,4191.829126499203
t162,3377.336786136438,866.5054030402003,0.0,4243.842189176638
t163,3366.6995508224168,864.5034557093196,0.0,4231.203006531737
t164,3344.0689519223324,860.0341267585615,0.0,4204.103078680894
t165,3420.8782256487616,888.199874271047,0.0,4309.078099919809
t166,3388.0314185377106,887.2434470396834,0.0,4275.274865577394
t167,3102.3263323577266,825.5367876855805,0.0,3927.8631200433074
t168,2793.6686251194988,751.7424025157956,0.0,3545.4110276352944
