Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-24.051895444058758
