Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,9.361565e7,0.0,2.4240468e7,0.0,0.0,0.0,560749.56,0.0,0.0,0.0,1.1841686e8
t1,8642.429416334955,0.0,2342.0459063273206,0.0,0.0,0.0,52.18175819265238,0.0,0.0,0.0,11036.657080854928
t2,8171.8850253091605,0.0,2228.535379155862,0.0,0.0,0.0,69.42196998704252,0.0,0.0,0.0,10469.842374452064
t3,7958.169676172896,0.0,2171.7801155701327,0.0,0.0,0.0,58.98605670143944,0.0,0.0,0.0,10188.93584844447
t4,7858.65396608249,0.0,2141.911741174361,0.0,0.0,0.0,74.71729374171792,0.0,0.0,0.0,10075.283000998568
t5,8009.939848608772,0.0,2134.4067239632614,0.0,0.0,0.0,83.36113433340527,0.0,0.0,0.0,10227.70770690544
t6,8551.104110036382,0.0,2226.6079531267924,0.0,0.0,0.0,85.71320436871048,0.0,0.0,0.0,10863.425267531884
t7,9923.340801146147,0.0,2539.2595137192134,0.0,0.0,0.0,67.97441302050302,0.0,0.0,0.0,12530.574727885863
t8,11172.087811391195,0.0,2849.3114166412533,0.0,0.0,0.0,52.72504524480906,0.0,0.0,0.0,14074.124273277259
t9,11842.849533192373,0.0,3015.3731137994982,0.0,0.0,0.0,46.770493393556244,0.0,0.0,0.0,14904.993140385428
t10,12309.841371081713,0.0,3132.0367111701644,0.0,0.0,0.0,44.368829145917125,0.0,0.0,0.0,15486.246911397795
t11,12647.151836430248,0.0,3222.4247235474368,0.0,0.0,0.0,67.91797026442251,0.0,0.0,0.0,15937.49453024211
t12,12853.183437347787,0.0,3278.1289637334303,0.0,0.0,0.0,83.8272280960231,0.0,0.0,0.0,16215.13962917724
t13,12965.778653567984,0.0,3308.608642325766,0.0,0.0,0.0,93.23901182610504,0.0,0.0,0.0,16367.626307719855
t14,13079.239565967799,0.0,3310.723709167545,0.0,0.0,0.0,87.24314749673107,0.0,0.0,0.0,16477.206422632073
t15,13079.239565967799,0.0,3310.723709167545,0.0,0.0,0.0,94.6183906381899,0.0,0.0,0.0,16484.58166577353
t16,13079.239565967799,0.0,3310.723709167545,0.0,0.0,0.0,108.39580880156213,0.0,0.0,0.0,16498.359083936903
t17,13079.239565967799,0.0,3310.723709167545,0.0,0.0,0.0,121.42093360264282,0.0,0.0,0.0,16511.384208737985
t18,12975.902548591514,0.0,3310.723709167545,0.0,0.0,0.0,114.31743032083796,0.0,0.0,0.0,16400.943688079897
t19,12607.716013307856,0.0,3225.5777937466437,0.0,0.0,0.0,116.89056031703414,0.0,0.0,0.0,15950.184367371532
t20,12313.03135498636,0.0,3152.006155765143,0.0,0.0,0.0,119.42161082296093,0.0,0.0,0.0,15584.459121574464
t21,12417.109248436689,0.0,3207.0225510828695,0.0,0.0,0.0,110.43827566299892,0.0,0.0,0.0,15734.570075182557
t22,11974.216013068144,0.0,3143.778953712204,0.0,0.0,0.0,106.56219721046425,0.0,0.0,0.0,15224.557163990812
t23,10715.172799433283,0.0,2860.4319337914853,0.0,0.0,0.0,123.28056397840629,0.0,0.0,0.0,13698.885297203175
t24,9500.433176667722,0.0,2557.4067002231504,0.0,0.0,0.0,114.10515499761448,0.0,0.0,0.0,12171.945031888488
t25,8760.649092836564,0.0,2384.0868423167494,0.0,0.0,0.0,97.66908146769579,0.0,0.0,0.0,11242.405016621007
t26,8276.015328994505,0.0,2264.2701747468764,0.0,0.0,0.0,100.15390310795294,0.0,0.0,0.0,10640.439406849335
t27,8061.945670180128,0.0,2207.514911161147,0.0,0.0,0.0,96.66440327837495,0.0,0.0,0.0,10366.12498461965
t28,7973.708105704636,0.0,2185.443419766697,0.0,0.0,0.0,92.73399873639764,0.0,0.0,0.0,10251.885524207732
t29,8156.320003306077,0.0,2213.8864961545405,0.0,0.0,0.0,98.09602118681859,0.0,0.0,0.0,10468.302520647436
t30,8697.693277383702,0.0,2319.2255849196567,0.0,0.0,0.0,93.80908045608682,0.0,0.0,0.0,11110.727942759446
t31,10098.059024292927,0.0,2621.392283432712,0.0,0.0,0.0,52.12199185789588,0.0,0.0,0.0,12771.573299583533
t32,11312.216252099635,0.0,2878.906402689406,0.0,0.0,0.0,27.864950560779114,0.0,0.0,0.0,14218.987605349821
t33,11960.343714866905,0.0,3027.8879088359927,0.0,0.0,0.0,16.262403219125563,0.0,0.0,0.0,15004.494026922022
t34,12358.539640441675,0.0,3138.3428515685787,0.0,0.0,0.0,19.349043910831107,0.0,0.0,0.0,15516.231535921086
t35,12688.943002368287,0.0,3223.4757469471724,0.0,0.0,0.0,30.03145569040962,0.0,0.0,0.0,15942.45020500587
t36,12860.314887821609,0.0,3269.7207765355447,0.0,0.0,0.0,41.69790200689806,0.0,0.0,0.0,16171.733566364052
t37,12937.037492751882,0.0,3290.7412445302593,0.0,0.0,0.0,48.076581058763914,0.0,0.0,0.0,16275.855318340906
t38,13066.381868871113,0.0,3310.723709167545,0.0,0.0,0.0,71.00887972890895,0.0,0.0,0.0,16448.114457767566
t39,13027.509385573545,0.0,3310.723709167545,0.0,0.0,0.0,78.15068200582947,0.0,0.0,0.0,16416.38377674692
t40,12952.614478616624,0.0,3303.353525327088,0.0,0.0,0.0,82.36544202751358,0.0,0.0,0.0,16338.333445971226
t41,12933.328549568887,0.0,3295.996361528938,0.0,0.0,0.0,74.44402829574494,0.0,0.0,0.0,16303.76893939357
t42,12849.107705652872,0.0,3265.5166829366017,0.0,0.0,0.0,38.2405400425836,0.0,0.0,0.0,16152.864928632056
t43,12530.656628326462,0.0,3200.3532321529865,0.0,0.0,0.0,96.41610046355947,0.0,0.0,0.0,15827.425960943006
t44,12365.103801746533,0.0,3159.363319563293,0.0,0.0,0.0,104.17031932904631,0.0,0.0,0.0,15628.637440638873
t45,12462.09830984939,0.0,3224.003808479962,0.0,0.0,0.0,107.05124184978777,0.0,0.0,0.0,15793.15336017914
t46,11926.561000233061,0.0,3116.479743114582,0.0,0.0,0.0,107.61751338992688,0.0,0.0,0.0,15150.65825673757
t47,10778.13319904875,0.0,2851.0711443891064,0.0,0.0,0.0,88.23136277019073,0.0,0.0,0.0,13717.435706208049
t48,9666.801680516333,0.0,2593.7948264604597,0.0,0.0,0.0,81.6902080721857,0.0,0.0,0.0,12342.28671504898
t49,8910.571522346594,0.0,2412.2004844617304,0.0,0.0,0.0,88.88098015111042,0.0,0.0,0.0,11411.652986959436
t50,8496.764352350396,0.0,2312.61725113472,0.0,0.0,0.0,81.39918855917205,0.0,0.0,0.0,10890.780792044286
t51,8255.196256143669,0.0,2254.810964149255,0.0,0.0,0.0,85.71152788322847,0.0,0.0,0.0,10595.718748176152
t52,8183.061479270041,0.0,2220.5525429540116,0.0,0.0,0.0,80.80842382068634,0.0,0.0,0.0,10484.422446044739
t53,8353.927346707056,0.0,2206.6424555437056,0.0,0.0,0.0,49.839252464129025,0.0,0.0,0.0,10610.409054714892
t54,8943.102177227429,0.0,2306.3000591030077,0.0,0.0,0.0,68.38935323255822,0.0,0.0,0.0,11317.791589562994
t55,10267.465626121408,0.0,2622.290362298336,0.0,0.0,0.0,53.55029870399671,0.0,0.0,0.0,12943.30628712374
t56,11485.417183853973,0.0,2932.342265220376,0.0,0.0,0.0,71.90571030049225,0.0,0.0,0.0,14489.665159374841
t57,12058.542468596252,0.0,3078.434517783642,0.0,0.0,0.0,81.10970321108782,0.0,0.0,0.0,15218.086689590982
t58,12390.453963385387,0.0,3161.4653663627646,0.0,0.0,0.0,82.04948505664177,0.0,0.0,0.0,15633.968814804794
t59,12656.578081520704,0.0,3225.5777937466437,0.0,0.0,0.0,73.1216076595285,0.0,0.0,0.0,15955.277482926876
t60,12759.178373094603,0.0,3221.386720190008,0.0,0.0,0.0,85.1003686939319,0.0,0.0,0.0,16065.665461978542
t61,12756.086888354144,0.0,3250.8023553403013,0.0,0.0,0.0,71.60398665057919,0.0,0.0,0.0,16078.493230345026
t62,12791.805285356873,0.0,3257.108495738716,0.0,0.0,0.0,62.402738895306896,0.0,0.0,0.0,16111.316519990896
t63,12695.005768201074,0.0,3199.3152287955577,0.0,0.0,0.0,62.29422903697419,0.0,0.0,0.0,15956.615226033606
t64,12602.737439278657,0.0,3208.7614193508725,0.0,0.0,0.0,57.742719602338695,0.0,0.0,0.0,15869.241578231868
t65,12634.811196994646,0.0,3215.067559749287,0.0,0.0,0.0,51.08474799785588,0.0,0.0,0.0,15900.963504741789
t66,12609.291893358108,0.0,3212.965512949815,0.0,0.0,0.0,66.81310164061424,0.0,0.0,0.0,15889.070507948538
t67,12409.037672207047,0.0,3164.618436561972,0.0,0.0,0.0,74.15217061030678,0.0,0.0,0.0,15647.808279379326
t68,12245.659224304472,0.0,3126.0734278955547,0.0,0.0,0.0,56.0036570952857,0.0,0.0,0.0,15427.736309295313
t69,12281.925235001725,0.0,3179.339568293969,0.0,0.0,0.0,62.84986745985722,0.0,0.0,0.0,15524.11467075555
t70,11921.028927433834,0.0,3115.187462317753,0.0,0.0,0.0,69.3388460650683,0.0,0.0,0.0,15105.555235816655
t71,10774.345943748782,0.0,2865.9580741898994,0.0,0.0,0.0,87.38977198037261,0.0,0.0,0.0,13727.693789919053
t72,9637.050951304947,0.0,2599.546639262574,0.0,0.0,0.0,83.62693118492365,0.0,0.0,0.0,12320.224521752445
t73,8842.686806110582,0.0,2399.8521933127854,0.0,0.0,0.0,84.09797044611213,0.0,0.0,0.0,11326.636969869478
