Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,1057,105476
,,,,,,,,1058,107310
,,,,,,,,1059,110551
,,,,,,,,1060,115260
,,,,,,,,1061,125223
,,,,,,,,1062,156428
,,,,,,,,1063,174308
,,,,,,,,1064,171358
,,,,,,,,1065,158490
,,,,,,,,1066,154482
,,,,,,,,1067,152469
,,,,,,,,1068,150732
,,,,,,,,1069,148653
,,,,,,,,1070,147033
,,,,,,,,1071,150666
,,,,,,,,1072,159721
,,,,,,,,1073,172390
,,,,,,,,1074,169302
,,,,,,,,1075,149906
,,,,,,,,1076,137123
,,,,,,,,1077,126701
,,,,,,,,1078,115505
,,,,,,,,1079,105564
,,,,,,,,1080,100867
,,,,,,,,1081,99771
,,,,,,,,1082,101628
,,,,,,,,1083,105219
,,,,,,,,1084,110290
,,,,,,,,1085,120658
,,,,,,,,1086,150665
,,,,,,,,1087,169043
,,,,,,,,1088,167910
,,,,,,,,1089,156599
,,,,,,,,1090,153395
,,,,,,,,1091,152386
,,,,,,,,1092,151293
,,,,,,,,1093,149492
,,,,,,,,1094,147937
,,,,,,,,1095,151596
,,,,,,,,1096,160731
,,,,,,,,1097,173968
,,,,,,,,1098,170839
,,,,,,,,1099,151649
,,,,,,,,1100,138831
,,,,,,,,1101,128164
,,,,,,,,1102,117211
,,,,,,,,1103,107550
,,,,,,,,1104,100479
,,,,,,,,1105,98363
,,,,,,,,1106,99620
,,,,,,,,1107,102464
,,,,,,,,1108,106874
,,,,,,,,1109,116296
,,,,,,,,1110,145436
,,,,,,,,1111,163339
,,,,,,,,1112,162633
,,,,,,,,1113,151493
,,,,,,,,1114,148476
,,,,,,,,1115,148133
,,,,,,,,1116,147743
,,,,,,,,1117,146525
,,,,,,,,1118,145675
,,,,,,,,1119,149579
,,,,,,,,1120,158945
,,,,,,,,1121,171634
,,,,,,,,1122,168582
,,,,,,,,1123,149218
,,,,,,,,1124,136037
,,,,,,,,1125,125257
,,,,,,,,1126,113696
,,,,,,,,1127,103077
,,,,,,,,1128,94310
,,,,,,,,1129,91061
,,,,,,,,1130,91184
,,,,,,,,1131,93125
,,,,,,,,1132,96630
,,,,,,,,1133,105489
,,,,,,,,1134,131827
,,,,,,,,1135,151520
,,,,,,,,1136,153157
,,,,,,,,1137,144562
,,,,,,,,1138,142775
,,,,,,,,1139,144780
,,,,,,,,1140,145730
,,,,,,,,1141,145573
,,,,,,,,1142,145493
,,,,,,,,1143,149749
,,,,,,,,1144,159202
,,,,,,,,1145,171365
,,,,,,,,1146,168566
,,,,,,,,1147,148721
,,,,,,,,1148,135063
,,,,,,,,1149,124149
,,,,,,,,1150,111647
,,,,,,,,1151,99618
,,,,,,,,1152,89817
,,,,,,,,1153,85281
,,,,,,,,1154,84352
,,,,,,,,1155,85531
,,,,,,,,1156,88298
,,,,,,,,1157,96377
,,,,,,,,1158,120975
,,,,,,,,1159,142585
,,,,,,,,1160,146677
,,,,,,,,1161,140342
,,,,,,,,1162,139551
,,,,,,,,1163,143585
,,,,,,,,1164,145312
,,,,,,,,1165,145666
,,,,,,,,1166,146177
,,,,,,,,1167,150462
,,,,,,,,1168,159861
,,,,,,,,1169,171830
,,,,,,,,1170,168649
,,,,,,,,1171,148154
,,,,,,,,1172,134134
,,,,,,,,1173,123373
,,,,,,,,1174,111060
,,,,,,,,1175,98876
,,,,,,,,1176,85959
,,,,,,,,1177,76556
,,,,,,,,1178,71300
,,,,,,,,1179,70357
,,,,,,,,1180,70934
,,,,,,,,1181,73684
,,,,,,,,1182,82704
,,,,,,,,1183,90119
,,,,,,,,1184,99972
,,,,,,,,1185,110747
,,,,,,,,1186,117547
,,,,,,,,1187,120436
,,,,,,,,1188,124470
,,,,,,,,1189,124794
,,,,,,,,1190,123543
,,,,,,,,1191,122918
,,,,,,,,1192,124439
,,,,,,,,1193,125606
,,,,,,,,1194,133408
,,,,,,,,1195,133170
,,,,,,,,1196,124300
,,,,,,,,1197,113090
,,,,,,,,1198,102322
,,,,,,,,1199,93953
,,,,,,,,1200,86303
,,,,,,,,1201,79259
,,,,,,,,1202,74615
,,,,,,,,1203,74063
,,,,,,,,1204,74899
,,,,,,,,1205,77460
,,,,,,,,1206,86254
,,,,,,,,1207,92863
,,,,,,,,1208,103233
,,,,,,,,1209,113886
,,,,,,,,1210,120242
,,,,,,,,1211,121411
,,,,,,,,1212,125210
,,,,,,,,1213,125258
,,,,,,,,1214,123639
,,,,,,,,1215,123076
,,,,,,,,1216,124564
,,,,,,,,1217,126269
,,,,,,,,1218,134212
,,,,,,,,1219,134297
,,,,,,,,1220,125563
,,,,,,,,1221,114255
,,,,,,,,1222,103661
,,,,,,,,1223,95567
,,,,,,,,1224,88324
,,,,,,,,1225,85607
,,,,,,,,1226,84429
,,,,,,,,1227,85240
,,,,,,,,1228,87530
,,,,,,,,1229,94750
,,,,,,,,1230,117174
,,,,,,,,1231,137740
,,,,,,,,1232,144273
,,,,,,,,1233,139637
,,,,,,,,1234,139086
,,,,,,,,1235,143168
,,,,,,,,1236,145812
,,,,,,,,1237,146898
,,,,,,,,1238,147678
,,,,,,,,1239,152458
,,,,,,,,1240,162113
,,,,,,,,1241,174351
,,,,,,,,1242,171445
,,,,,,,,1243,151206
,,,,,,,,1244,136806
,,,,,,,,1245,126048
,,,,,,,,1246,113191
,,,,,,,,1247,100182
,,,,,,,,1248,90220
,,,,,,,,1249,85361
,,,,,,,,1250,84124
,,,,,,,,1251,84997
,,,,,,,,1252,87388
,,,,,,,,1253,95432
,,,,,,,,1254,119620
,,,,,,,,1255,142477
,,,,,,,,1256,148724
,,,,,,,,1257,144136
,,,,,,,,1258,144364
,,,,,,,,1259,149186
,,,,,,,,1260,151704
,,,,,,,,1261,152901
,,,,,,,,1262,153753
,,,,,,,,1263,158579
,,,,,,,,1264,168507
,,,,,,,,1265,180888
,,,,,,,,1266,177287
,,,,,,,,1267,156826
,,,,,,,,1268,142861
,,,,,,,,1269,131115
,,,,,,,,1270,117962
,,,,,,,,1271,105516
,,,,,,,,1272,96946
,,,,,,,,1273,93065
,,,,,,,,1274,92740
,,,,,,,,1275,94446
,,,,,,,,1276,97596
,,,,,,,,1277,106483
,,,,,,,,1278,132710
,,,,,,,,1279,154820
,,,,,,,,1280,159340
,,,,,,,,1281,153094
,,,,,,,,1282,152260
,,,,,,,,1283,154303
,,,,,,,,1284,155318
,,,,,,,,1285,155114
,,,,,,,,1286,154566
,,,,,,,,1287,158755
,,,,,,,,1288,168145
,,,,,,,,1289,180847
,,,,,,,,1290,176826
,,,,,,,,1291,156831
,,,,,,,,1292,143186
,,,,,,,,1293,131627
,,,,,,,,1294,119601
,,,,,,,,1295,108685
,,,,,,,,1296,99099
,,,,,,,,1297,95075
,,,,,,,,1298,94646
,,,,,,,,1299,95909
,,,,,,,,1300,98650
,,,,,,,,1301,107025
,,,,,,,,1302,133037
,,,,,,,,1303,152949
,,,,,,,,1304,156377
,,,,,,,,1305,148600
,,,,,,,,1306,147676
,,,,,,,,1307,150066
,,,,,,,,1308,151577
,,,,,,,,1309,151900
,,,,,,,,1310,152138
,,,,,,,,1311,156597
,,,,,,,,1312,166181
,,,,,,,,1313,178411
,,,,,,,,1314,174784
,,,,,,,,1315,154467
,,,,,,,,1316,140264
,,,,,,,,1317,128572
,,,,,,,,1318,115699
,,,,,,,,1319,103552
,,,,,,,,1320,92894
,,,,,,,,1321,88522
,,,,,,,,1322,87306
,,,,,,,,1323,88207
,,,,,,,,1324,90601
,,,,,,,,1325,98505
,,,,,,,,1326,122500
,,,,,,,,1327,144778
,,,,,,,,1328,150441
,,,,,,,,1329,145546
,,,,,,,,1330,145977
,,,,,,,,1331,150340
,,,,,,,,1332,152463
,,,,,,,,1333,153389
,,,,,,,,1334,153944
,,,,,,,,1335,158452
,,,,,,,,1336,167936
,,,,,,,,1337,179789
,,,,,,,,1338,176020
,,,,,,,,1339,155236
,,,,,,,,1340,140955
,,,,,,,,1341,129963
,,,,,,,,1342,117229
,,,,,,,,1343,105177
,,,,,,,,1344,93920
,,,,,,,,1345,85164
,,,,,,,,1346,80912
,,,,,,,,1347,80781
,,,,,,,,1348,81978
,,,,,,,,1349,85485
,,,,,,,,1350,95586
,,,,,,,,1351,102444
,,,,,,,,1352,111647
,,,,,,,,1353,121541
,,,,,,,,1354,127686
,,,,,,,,1355,128991
,,,,,,,,1356,132400
,,,,,,,,1357,132370
,,,,,,,,1358,130485
,,,,,,,,1359,129611
,,,,,,,,1360,130922
,,,,,,,,1361,131969
,,,,,,,,1362,138598
,,,,,,,,1363,137985
,,,,,,,,1364,128840
,,,,,,,,1365,117571
,,,,,,,,1366,106850
,,,,,,,,1367,99183
,,,,,,,,1368,89055
,,,,,,,,1369,81967
,,,,,,,,1370,77153
,,,,,,,,1371,76324
,,,,,,,,1372,76712
,,,,,,,,1373,78878
,,,,,,,,1374,86922
,,,,,,,,1375,92964
,,,,,,,,1376,102780
,,,,,,,,1377,112962
,,,,,,,,1378,119154
,,,,,,,,1379,121796
,,,,,,,,1380,126876
,,,,,,,,1381,128496
,,,,,,,,1382,128075
,,,,,,,,1383,128109
,,,,,,,,1384,130180
,,,,,,,,1385,131261
,,,,,,,,1386,138791
,,,,,,,,1387,138365
,,,,,,,,1388,128776
,,,,,,,,1389,116537
,,,,,,,,1390,104301
,,,,,,,,1391,94473
,,,,,,,,1392,87196
,,,,,,,,1393,83142
,,,,,,,,1394,81002
,,,,,,,,1395,81192
,,,,,,,,1396,82884
,,,,,,,,1397,90417
,,,,,,,,1398,113322
,,,,,,,,1399,136301
,,,,,,,,1400,143475
,,,,,,,,1401,139794
,,,,,,,,1402,140809
,,,,,,,,1403,147261
,,,,,,,,1404,151059
,,,,,,,,1405,153200
,,,,,,,,1406,155055
,,,,,,,,1407,160423
,,,,,,,,1408,170665
,,,,,,,,1409,182721
,,,,,,,,1410,178902
,,,,,,,,1411,157847
,,,,,,,,1412,142525
,,,,,,,,1413,130391
,,,,,,,,1414,116323
,,,,,,,,1415,102402
,,,,,,,,1416,92269
,,,,,,,,1417,87133
,,,,,,,,1418,85153
,,,,,,,,1419,86036
,,,,,,,,1420,89162
,,,,,,,,1421,98503
,,,,,,,,1422,122797
,,,,,,,,1423,147342
,,,,,,,,1424,156275
,,,,,,,,1425,151343
,,,,,,,,1426,151532
,,,,,,,,1427,155756
,,,,,,,,1428,157796
,,,,,,,,1429,158101
,,,,,,,,1430,158237
,,,,,,,,1431,164934
,,,,,,,,1432,175614
,,,,,,,,1433,187833
,,,,,,,,1434,183220
,,,,,,,,1435,160763
,,,,,,,,1436,144981
,,,,,,,,1437,132451
,,,,,,,,1438,120080
,,,,,,,,1439,108964
,,,,,,,,1440,99141
,,,,,,,,1441,94481
,,,,,,,,1442,93722
,,,,,,,,1443,95393
,,,,,,,,1444,99012
,,,,,,,,1445,108570
,,,,,,,,1446,133819
,,,,,,,,1447,156575
,,,,,,,,1448,162523
,,,,,,,,1449,154306
,,,,,,,,1450,152451
,,,,,,,,1451,154651
,,,,,,,,1452,155563
,,,,,,,,1453,155097
,,,,,,,,1454,154821
,,,,,,,,1455,161630
,,,,,,,,1456,172659
,,,,,,,,1457,185122
,,,,,,,,1458,180298
,,,,,,,,1459,157805
,,,,,,,,1460,141973
,,,,,,,,1461,129582
,,,,,,,,1462,117785
,,,,,,,,1463,107156
,,,,,,,,1464,98059
,,,,,,,,1465,93797
,,,,,,,,1466,93200
,,,,,,,,1467,94925
,,,,,,,,1468,98455
,,,,,,,,1469,107899
,,,,,,,,1470,133720
,,,,,,,,1471,155136
,,,,,,,,1472,160325
,,,,,,,,1473,152313
,,,,,,,,1474,150917
,,,,,,,,1475,153101
,,,,,,,,1476,154272
,,,,,,,,1477,153763
,,,,,,,,1478,153812
,,,,,,,,1479,160810
,,,,,,,,1480,171944
,,,,,,,,1481,184782
,,,,,,,,1482,180023
,,,,,,,,1483,157955
,,,,,,,,1484,142393
,,,,,,,,1485,130060
,,,,,,,,1486,118503
,,,,,,,,1487,107578
,,,,,,,,1488,98459
,,,,,,,,1489,94452
,,,,,,,,1490,93706
,,,,,,,,1491,95164
,,,,,,,,1492,98465
,,,,,,,,1493,107612
,,,,,,,,1494,133261
,,,,,,,,1495,154324
,,,,,,,,1496,159913
,,,,,,,,1497,152067
,,,,,,,,1498,150828
,,,,,,,,1499,152766
,,,,,,,,1500,154087
,,,,,,,,1501,153769
,,,,,,,,1502,153877
,,,,,,,,1503,160708
,,,,,,,,1504,171809
,,,,,,,,1505,184427
,,,,,,,,1506,179459
,,,,,,,,1507,156889
,,,,,,,,1508,141000
,,,,,,,,1509,128436
,,,,,,,,1510,116883
,,,,,,,,1511,106138
,,,,,,,,1512,92311
,,,,,,,,1513,83268
,,,,,,,,1514,79238
,,,,,,,,1515,78629
,,,,,,,,1516,78718
,,,,,,,,1517,80884
,,,,,,,,1518,89933
,,,,,,,,1519,97265
,,,,,,,,1520,106689
,,,,,,,,1521,116030
,,,,,,,,1522,124825
,,,,,,,,1523,126889
,,,,,,,,1524,130964
,,,,,,,,1525,131089
,,,,,,,,1526,129680
,,,,,,,,1527,130740
,,,,,,,,1528,134423
,,,,,,,,1529,137148
,,,,,,,,1530,141855
,,,,,,,,1531,142034
,,,,,,,,1532,133769
,,,,,,,,1533,123308
,,,,,,,,1534,111079
,,,,,,,,1535,99501
,,,,,,,,1536,90545
,,,,,,,,1537,85827
,,,,,,,,1538,81965
,,,,,,,,1539,81873
,,,,,,,,1540,82450
,,,,,,,,1541,84502
,,,,,,,,1542,92225
,,,,,,,,1543,101772
,,,,,,,,1544,112386
,,,,,,,,1545,123022
,,,,,,,,1546,132208
,,,,,,,,1547,134945
,,,,,,,,1548,138739
,,,,,,,,1549,138706
,,,,,,,,1550,136636
,,,,,,,,1551,137233
,,,,,,,,1552,140692
,,,,,,,,1553,143642
,,,,,,,,1554,148507
,,,,,,,,1555,148132
,,,,,,,,1556,140091
,,,,,,,,1557,130425
,,,,,,,,1558,118921
,,,,,,,,1559,108379
,,,,,,,,1560,104281
,,,,,,,,1561,103482
,,,,,,,,1562,104034
,,,,,,,,1563,106735
,,,,,,,,1564,110861
,,,,,,,,1565,121137
,,,,,,,,1566,151236
,,,,,,,,1567,173604
,,,,,,,,1568,176355
,,,,,,,,1569,167197
,,,,,,,,1570,164655
,,,,,,,,1571,164050
,,,,,,,,1572,162645
,,,,,,,,1573,160103
,,,,,,,,1574,158138
,,,,,,,,1575,164159
,,,,,,,,1576,174656
,,,,,,,,1577,187980
,,,,,,,,1578,182936
,,,,,,,,1579,161222
,,,,,,,,1580,146718
,,,,,,,,1581,134751
,,,,,,,,1582,124487
,,,,,,,,1583,115427
,,,,,,,,1584,107203
,,,,,,,,1585,104630
,,,,,,,,1586,104876
,,,,,,,,1587,106975
,,,,,,,,1588,110907
,,,,,,,,1589,120685
,,,,,,,,1590,148973
,,,,,,,,1591,168412
,,,,,,,,1592,170500
,,,,,,,,1593,159690
,,,,,,,,1594,156215
,,,,,,,,1595,156552
,,,,,,,,1596,156319
,,,,,,,,1597,154911
,,,,,,,,1598,154444
,,,,,,,,1599,161002
,,,,,,,,1600,172110
,,,,,,,,1601,184981
,,,,,,,,1602,180503
,,,,,,,,1603,158368
,,,,,,,,1604,142958
,,,,,,,,1605,130436
,,,,,,,,1606,118567
,,,,,,,,1607,107953
,,,,,,,,1608,100141
,,,,,,,,1609,95939
,,,,,,,,1610,95010
,,,,,,,,1611,96219
,,,,,,,,1612,99360
,,,,,,,,1613,108451
,,,,,,,,1614,134327
,,,,,,,,1615,155092
,,,,,,,,1616,160740
,,,,,,,,1617,153089
,,,,,,,,1618,152132
,,,,,,,,1619,154595
,,,,,,,,1620,156129
,,,,,,,,1621,156071
,,,,,,,,1622,156415
,,,,,,,,1623,163781
,,,,,,,,1624,175379
,,,,,,,,1625,188046
,,,,,,,,1626,182778
,,,,,,,,1627,159835
,,,,,,,,1628,143881
,,,,,,,,1629,131240
,,,,,,,,1630,118743
,,,,,,,,1631,107263
,,,,,,,,1632,96934
,,,,,,,,1633,93231
,,,,,,,,1634,92043
,,,,,,,,1635,93594
,,,,,,,,1636,97009
,,,,,,,,1637,106324
,,,,,,,,1638,131214
,,,,,,,,1639,154621
,,,,,,,,1640,161344
,,,,,,,,1641,155003
,,,,,,,,1642,154352
,,,,,,,,1643,157277
,,,,,,,,1644,157810
,,,,,,,,1645,157101
,,,,,,,,1646,156470
,,,,,,,,1647,162885
,,,,,,,,1648,173740
,,,,,,,,1649,186394
,,,,,,,,1650,181993
,,,,,,,,1651,159606
,,,,,,,,1652,144551
,,,,,,,,1653,132731
,,,,,,,,1654,121118
,,,,,,,,1655,111148
,,,,,,,,1656,104792
,,,,,,,,1657,102384
,,,,,,,,1658,103240
,,,,,,,,1659,106215
,,,,,,,,1660,110814
,,,,,,,,1661,121239
,,,,,,,,1662,150215
,,,,,,,,1663,172007
,,,,,,,,1664,174388
,,,,,,,,1665,164113
,,,,,,,,1666,161171
,,,,,,,,1667,160164
,,,,,,,,1668,158743
,,,,,,,,1669,155943
,,,,,,,,1670,153730
,,,,,,,,1671,159377
,,,,,,,,1672,169474
,,,,,,,,1673,182224
,,,,,,,,1674,177506
,,,,,,,,1675,156403
,,,,,,,,1676,142138
,,,,,,,,1677,130564
,,,,,,,,1678,120915
,,,,,,,,1679,112905
,,,,,,,,1680,100842
,,,,,,,,1681,94129
,,,,,,,,1682,92652
,,,,,,,,1683,94204
,,,,,,,,1684,96308
,,,,,,,,1685,100143
,,,,,,,,1686,112708
,,,,,,,,1687,116071
,,,,,,,,1688,119182
,,,,,,,,1689,122885
,,,,,,,,1690,128627
,,,,,,,,1691,127067
,,,,,,,,1692,128826
,,,,,,,,1693,127166
,,,,,,,,1694,124489
,,,,,,,,1695,124860
,,,,,,,,1696,127965
,,,,,,,,1697,130331
,,,,,,,,1698,135293
,,,,,,,,1699,136679
,,,,,,,,1700,128917
,,,,,,,,1701,119325
,,,,,,,,1702,107902
,,,,,,,,1703,97076
,,,,,,,,1704,86839
,,,,,,,,1705,81015
,,,,,,,,1706,78395
,,,,,,,,1707,79131
,,,,,,,,1708,80721
,,,,,,,,1709,83343
,,,,,,,,1710,92827
,,,,,,,,1711,98611
,,,,,,,,1712,105627
,,,,,,,,1713,113335
,,,,,,,,1714,120905
,,,,,,,,1715,122557
,,,,,,,,1716,126079
,,,,,,,,1717,125503
,,,,,,,,1718,123661
,,,,,,,,1719,124436
,,,,,,,,1720,127690
,,,,,,,,1721,130170
,,,,,,,,1722,135494
,,,,,,,,1723,136546
,,,,,,,,1724,128835
,,,,,,,,1725,118654
,,,,,,,,1726,106687
,,,,,,,,1727,95287
,,,,,,,,1728,89401
,,,,,,,,1729,86936
,,,,,,,,1730,86142
,,,,,,,,1731,88368
,,,,,,,,1732,93354
,,,,,,,,1733,103393
,,,,,,,,1734,128125
,,,,,,,,1735,149013
,,,,,,,,1736,154174
,,,,,,,,1737,147006
,,,,,,,,1738,145900
,,,,,,,,1739,149160
,,,,,,,,1740,150724
,,,,,,,,1741,150245
,,,,,,,,1742,149985
,,,,,,,,1743,156690
,,,,,,,,1744,167534
,,,,,,,,1745,179949
,,,,,,,,1746,175420
,,,,,,,,1747,153202
,,,,,,,,1748,137755
,,,,,,,,1749,125389
,,,,,,,,1750,113713
,,,,,,,,1751,103016
,,,,,,,,1752,94208
,,,,,,,,1753,90071
,,,,,,,,1754,89540
,,,,,,,,1755,91733
,,,,,,,,1756,96323
,,,,,,,,1757,106050
,,,,,,,,1758,130629
,,,,,,,,1759,152344
,,,,,,,,1760,157980
,,,,,,,,1761,150790
,,,,,,,,1762,149710
,,,,,,,,1763,152412
,,,,,,,,1764,153386
,,,,,,,,1765,152623
,,,,,,,,1766,152301
,,,,,,,,1767,159087
,,,,,,,,1768,170160
,,,,,,,,1769,182636
,,,,,,,,1770,177913
,,,,,,,,1771,155351
,,,,,,,,1772,139930
,,,,,,,,1773,127337
,,,,,,,,1774,115489
,,,,,,,,1775,105005
,,,,,,,,1776,95652
,,,,,,,,1777,91448
,,,,,,,,1778,90858
,,,,,,,,1779,92766
,,,,,,,,1780,96820
,,,,,,,,1781,106151
,,,,,,,,1782,129774
,,,,,,,,1783,151622
,,,,,,,,1784,157112
,,,,,,,,1785,149649
,,,,,,,,1786,148088
,,,,,,,,1787,150922
,,,,,,,,1788,152273
,,,,,,,,1789,152319
,,,,,,,,1790,152694
,,,,,,,,1791,159724
,,,,,,,,1792,170989
,,,,,,,,1793,183476
,,,,,,,,1794,178635
,,,,,,,,1795,155930
,,,,,,,,1796,140288
,,,,,,,,1797,127650
,,,,,,,,1798,115219
,,,,,,,,1799,103679
,,,,,,,,1800,93316
,,,,,,,,1801,88760
,,,,,,,,1802,88058
,,,,,,,,1803,89943
,,,,,,,,1804,94232
,,,,,,,,1805,103782
,,,,,,,,1806,126810
,,,,,,,,1807,148174
,,,,,,,,1808,153598
,,,,,,,,1809,146189
,,,,,,,,1810,144787
,,,,,,,,1811,148501
,,,,,,,,1812,150828
,,,,,,,,1813,151795
,,,,,,,,1814,152760
,,,,,,,,1815,160118
,,,,,,,,1816,171459
,,,,,,,,1817,183519
,,,,,,,,1818,178614
,,,,,,,,1819,155634
,,,,,,,,1820,139727
,,,,,,,,1821,126685
,,,,,,,,1822,113757
,,,,,,,,1823,101489
,,,,,,,,1824,89776
,,,,,,,,1825,83871
,,,,,,,,1826,81796
,,,,,,,,1827,82775
,,,,,,,,1828,86219
,,,,,,,,1829,94843
,,,,,,,,1830,117007
,,,,,,,,1831,139292
,,,,,,,,1832,147153
,,,,,,,,1833,142128
,,,,,,,,1834,141908
,,,,,,,,1835,147783
,,,,,,,,1836,151147
,,,,,,,,1837,152637
,,,,,,,,1838,153901
,,,,,,,,1839,161443
,,,,,,,,1840,172712
,,,,,,,,1841,184349
,,,,,,,,1842,179103
,,,,,,,,1843,155586
,,,,,,,,1844,139108
,,,,,,,,1845,126192
,,,,,,,,1846,113220
,,,,,,,,1847,100782
,,,,,,,,1848,84756
,,,,,,,,1849,73619
,,,,,,,,1850,67947
,,,,,,,,1851,66236
,,,,,,,,1852,65353
,,,,,,,,1853,66890
,,,,,,,,1854,73986
,,,,,,,,1855,85543
,,,,,,,,1856,97296
,,,,,,,,1857,108702
,,,,,,,,1858,118105
,,,,,,,,1859,123243
,,,,,,,,1860,129186
,,,,,,,,1861,130756
,,,,,,,,1862,130956
,,,,,,,,1863,132741
,,,,,,,,1864,136702
,,,,,,,,1865,139133
,,,,,,,,1866,143678
,,,,,,,,1867,143164
,,,,,,,,1868,134180
,,,,,,,,1869,122741
,,,,,,,,1870,109113
,,,,,,,,1871,95709
,,,,,,,,1872,83138
,,,,,,,,1873,74244
,,,,,,,,1874,69095
,,,,,,,,1875,67849
,,,,,,,,1876,67412
,,,,,,,,1877,68861
,,,,,,,,1878,76039
,,,,,,,,1879,86193
,,,,,,,,1880,97952
,,,,,,,,1881,108957
,,,,,,,,1882,118247
,,,,,,,,1883,122684
,,,,,,,,1884,128597
,,,,,,,,1885,129890
,,,,,,,,1886,129634
,,,,,,,,1887,131656
,,,,,,,,1888,135854
,,,,,,,,1889,138590
,,,,,,,,1890,143723
,,,,,,,,1891,143706
,,,,,,,,1892,134994
,,,,,,,,1893,123397
,,,,,,,,1894,109831
,,,,,,,,1895,96735
,,,,,,,,1896,87675
,,,,,,,,1897,82666
,,,,,,,,1898,79679
,,,,,,,,1899,79772
,,,,,,,,1900,82285
,,,,,,,,1901,90553
,,,,,,,,1902,111789
,,,,,,,,1903,136440
,,,,,,,,1904,146178
,,,,,,,,1905,142216
,,,,,,,,1906,142536
,,,,,,,,1907,149189
,,,,,,,,1908,153222
,,,,,,,,1909,155132
,,,,,,,,1910,157171
,,,,,,,,1911,165386
,,,,,,,,1912,177403
,,,,,,,,1913,189787
,,,,,,,,1914,184660
,,,,,,,,1915,160678
,,,,,,,,1916,143435
,,,,,,,,1917,129578
,,,,,,,,1918,115761
,,,,,,,,1919,102268
,,,,,,,,1920,89483
,,,,,,,,1921,82084
,,,,,,,,1922,78642
,,,,,,,,1923,78311
,,,,,,,,1924,80376
,,,,,,,,1925,88329
,,,,,,,,1926,108875
,,,,,,,,1927,134690
,,,,,,,,1928,145242
,,,,,,,,1929,141941
,,,,,,,,1930,142630
,,,,,,,,1931,150080
,,,,,,,,1932,154695
,,,,,,,,1933,157391
,,,,,,,,1934,160405
,,,,,,,,1935,169014
,,,,,,,,1936,181434
,,,,,,,,1937,194292
,,,,,,,,1938,189306
,,,,,,,,1939,164726
,,,,,,,,1940,147174
,,,,,,,,1941,132831
,,,,,,,,1942,118165
,,,,,,,,1943,103747
,,,,,,,,1944,90383
,,,,,,,,1945,82752
,,,,,,,,1946,79186
,,,,,,,,1947,78803
,,,,,,,,1948,80852
,,,,,,,,1949,88816
,,,,,,,,1950,109339
,,,,,,,,1951,135108
,,,,,,,,1952,145929
,,,,,,,,1953,142768
,,,,,,,,1954,143839
,,,,,,,,1955,151338
,,,,,,,,1956,156162
,,,,,,,,1957,158912
,,,,,,,,1958,161652
,,,,,,,,1959,170188
,,,,,,,,1960,182515
,,,,,,,,1961,194860
,,,,,,,,1962,189526
,,,,,,,,1963,164987
,,,,,,,,1964,147391
,,,,,,,,1965,132728
,,,,,,,,1966,118301
,,,,,,,,1967,104135
,,,,,,,,1968,91489
,,,,,,,,1969,84304
,,,,,,,,1970,81608
,,,,,,,,1971,82083
,,,,,,,,1972,85069
,,,,,,,,1973,93820
,,,,,,,,1974,115535
,,,,,,,,1975,140219
,,,,,,,,1976,150091
,,,,,,,,1977,146436
,,,,,,,,1978,147407
,,,,,,,,1979,153830
,,,,,,,,1980,157580
,,,,,,,,1981,159168
,,,,,,,,1982,160752
,,,,,,,,1983,168754
,,,,,,,,1984,180315
,,,,,,,,1985,192520
,,,,,,,,1986,187113
,,,,,,,,1987,163319
,,,,,,,,1988,146688
,,,,,,,,1989,133232
,,,,,,,,1990,119528
,,,,,,,,1991,107067
,,,,,,,,1992,96255
,,,,,,,,1993,91228
,,,,,,,,1994,89998
,,,,,,,,1995,91680
,,,,,,,,1996,95764
,,,,,,,,1997,105309
,,,,,,,,1998,128916
,,,,,,,,1999,152451
,,,,,,,,2000,160035
,,,,,,,,2001,153902
,,,,,,,,2002,153441
,,,,,,,,2003,157002
,,,,,,,,2004,158739
,,,,,,,,2005,158870
,,,,,,,,2006,159210
,,,,,,,,2007,166291
,,,,,,,,2008,177272
,,,,,,,,2009,189515
,,,,,,,,2010,183739
,,,,,,,,2011,160390
,,,,,,,,2012,144578
,,,,,,,,2013,131712
,,,,,,,,2014,119559
,,,,,,,,2015,108749
,,,,,,,,2016,95187
,,,,,,,,2017,86108
,,,,,,,,2018,82129
,,,,,,,,2019,81764
,,,,,,,,2020,81980
,,,,,,,,2021,84392
,,,,,,,,2022,93753
,,,,,,,,2023,102517
,,,,,,,,2024,112318
,,,,,,,,2025,122551
,,,,,,,,2026,132206
,,,,,,,,2027,134757
,,,,,,,,2028,139008
,,,,,,,,2029,138877
,,,,,,,,2030,137433
,,,,,,,,2031,138749
,,,,,,,,2032,142129
,,,,,,,,2033,144870
,,,,,,,,2034,148193
,,,,,,,,2035,147768
,,,,,,,,2036,139317
,,,,,,,,2037,129237
,,,,,,,,2038,117452
,,,,,,,,2039,106429
,,,,,,,,2040,98026
,,,,,,,,2041,91289
,,,,,,,,2042,87352
,,,,,,,,2043,86994
,,,,,,,,2044,87033
,,,,,,,,2045,88789
,,,,,,,,2046,97407
,,,,,,,,2047,106638
,,,,,,,,2048,117349
,,,,,,,,2049,128348
