Conventional_ng_co2_per_mmbtu,Syn_ng_co2_per_mmbtu,Bio_ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
,,,295,51899
,,,296,51899
,,,297,51899
,,,298,51899
,,,299,51899
,,,300,51899
,,,301,51899
,,,302,51899
,,,303,51899
,,,304,51899
,,,305,51899
,,,306,51899
,,,307,51899
,,,308,51899
,,,309,51899
,,,310,51899
,,,311,51899
,,,312,51899
,,,313,51899
,,,314,51899
,,,315,51899
,,,316,51899
,,,317,51899
,,,318,51899
,,,319,51899
,,,320,51899
,,,321,51899
,,,322,51899
,,,323,51899
,,,324,51899
,,,325,51899
,,,326,51899
,,,327,51899
,,,328,51899
,,,329,51899
,,,330,51899
,,,331,51899
,,,332,51899
,,,333,51899
,,,334,51899
,,,335,51899
,,,336,51899
,,,337,51899
,,,338,51899
,,,339,51899
,,,340,51899
,,,341,51899
,,,342,51899
,,,343,51899
,,,344,51899
,,,345,51899
,,,346,51899
,,,347,51899
,,,348,51899
,,,349,51899
,,,350,51899
,,,351,51899
,,,352,51899
,,,353,51899
,,,354,51899
,,,355,51899
,,,356,51899
,,,357,51899
,,,358,51899
,,,359,51899
,,,360,51899
,,,361,51899
,,,362,51899
,,,363,51899
,,,364,51899
,,,365,51899
,,,366,51899
,,,367,51899
,,,368,51899
,,,369,51899
,,,370,51899
,,,371,51899
,,,372,51899
,,,373,51899
,,,374,51899
,,,375,51899
,,,376,51899
,,,377,51899
,,,378,51899
,,,379,51899
,,,380,51899
,,,381,51899
,,,382,51899
,,,383,51899
,,,384,51899
,,,385,51899
,,,386,51899
,,,387,51899
,,,388,51899
,,,389,51899
,,,390,51899
,,,391,51899
,,,392,51899
,,,393,51899
,,,394,51899
,,,395,51899
,,,396,51899
,,,397,51899
,,,398,51899
,,,399,51899
,,,400,51899
,,,401,51899
,,,402,51899
,,,403,51899
,,,404,51899
,,,405,51899
,,,406,51899
,,,407,51899
,,,408,51899
,,,409,51899
,,,410,51899
,,,411,51899
,,,412,51899
,,,413,51899
,,,414,51899
,,,415,51899
,,,416,51899
,,,417,51899
,,,418,51899
,,,419,51899
,,,420,51899
,,,421,51899
,,,422,51899
,,,423,51899
,,,424,51899
,,,425,51899
,,,426,51899
,,,427,51899
,,,428,51899
,,,429,51899
,,,430,51899
,,,431,51899
,,,432,51899
,,,433,51899
,,,434,51899
,,,435,51899
,,,436,51899
,,,437,51899
,,,438,51899
,,,439,51899
,,,440,51899
,,,441,51899
,,,442,51899
,,,443,51899
,,,444,51899
,,,445,51899
,,,446,51899
,,,447,51899
,,,448,51899
,,,449,51899
,,,450,51899
,,,451,51899
,,,452,51899
,,,453,51899
,,,454,51899
,,,455,51899
,,,456,51899
,,,457,51899
,,,458,51899
,,,459,51899
,,,460,51899
,,,461,51899
,,,462,51899
,,,463,51899
,,,464,51899
,,,465,51899
,,,466,51899
,,,467,51899
,,,468,51899
,,,469,51899
,,,470,51899
,,,471,51899
,,,472,51899
,,,473,51899
,,,474,51899
,,,475,51899
,,,476,51899
,,,477,51899
,,,478,51899
,,,479,51899
,,,480,51899
,,,481,51899
,,,482,51899
,,,483,51899
,,,484,51899
,,,485,51899
,,,486,51899
,,,487,51899
,,,488,51899
,,,489,51899
,,,490,51899
,,,491,51899
,,,492,51899
,,,493,51899
,,,494,51899
,,,495,51899
,,,496,51899
,,,497,51899
,,,498,51899
,,,499,51899
,,,500,51899
,,,501,51899
,,,502,51899
,,,503,51899
,,,504,51899
,,,505,51899
,,,506,51899
,,,507,51899
,,,508,51899
,,,509,51899
,,,510,51899
,,,511,51899
,,,512,51899
,,,513,51899
,,,514,51899
,,,515,51899
,,,516,51899
,,,517,51899
,,,518,51899
,,,519,51899
,,,520,51899
,,,521,51899
,,,522,51899
,,,523,51899
,,,524,51899
,,,525,51899
,,,526,51899
,,,527,51899
,,,528,51899
,,,529,51899
,,,530,51899
,,,531,51899
,,,532,51899
,,,533,51899
,,,534,51899
,,,535,51899
,,,536,51899
,,,537,51899
,,,538,51899
,,,539,51899
,,,540,51899
,,,541,51899
,,,542,51899
,,,543,51899
,,,544,51899
,,,545,51899
,,,546,51899
,,,547,51899
,,,548,51899
,,,549,51899
,,,550,51899
,,,551,51899
,,,552,51899
,,,553,51899
,,,554,51899
,,,555,51899
,,,556,51899
,,,557,51899
,,,558,51899
,,,559,51899
,,,560,51899
,,,561,51899
,,,562,51899
,,,563,51899
,,,564,51899
,,,565,51899
,,,566,51899
,,,567,51899
,,,568,51899
,,,569,51899
,,,570,51899
,,,571,51899
,,,572,51899
,,,573,51899
,,,574,51899
,,,575,51899
,,,576,51899
,,,577,51899
,,,578,51899
,,,579,51899
,,,580,51899
,,,581,51899
,,,582,51899
,,,583,51899
,,,584,51899
,,,585,51899
,,,586,51899
,,,587,51899
,,,588,51899
,,,589,51899
,,,590,51899
,,,591,51899
,,,592,51899
,,,593,51899
,,,594,51899
,,,595,51899
,,,596,51899
,,,597,51899
,,,598,51899
,,,599,51899
,,,600,51899
,,,601,51899
,,,602,51899
,,,603,51899
,,,604,51899
,,,605,51899
,,,606,51899
,,,607,51899
,,,608,51899
,,,609,51899
,,,610,51899
,,,611,51899
,,,612,51899
,,,613,51899
,,,614,51899
,,,615,51899
,,,616,51899
,,,617,51899
,,,618,51899
,,,619,51899
,,,620,51899
,,,621,51899
,,,622,51899
,,,623,51899
,,,624,51899
,,,625,51899
,,,626,51899
,,,627,51899
,,,628,51899
,,,629,51899
,,,630,51899
,,,631,51899
,,,632,51899
,,,633,51899
,,,634,51899
,,,635,51899
,,,636,51899
,,,637,51899
,,,638,51899
,,,639,51899
,,,640,51899
,,,641,51899
,,,642,51899
,,,643,51899
,,,644,51899
,,,645,51899
,,,646,51899
,,,647,51899
,,,648,51899
,,,649,51899
,,,650,51899
,,,651,51899
,,,652,51899
,,,653,51899
,,,654,51899
,,,655,51899
,,,656,51899
,,,657,51899
,,,658,51899
,,,659,51899
,,,660,51899
,,,661,51899
,,,662,51899
,,,663,51899
,,,664,51899
,,,665,51899
,,,666,51899
,,,667,51899
,,,668,51899
,,,669,51899
,,,670,51899
,,,671,51899
,,,672,51899
,,,673,51899
,,,674,51899
,,,675,51899
,,,676,51899
,,,677,51899
,,,678,51899
,,,679,51899
,,,680,51899
,,,681,51899
,,,682,51899
,,,683,51899
,,,684,51899
,,,685,51899
,,,686,51899
,,,687,51899
,,,688,51899
,,,689,51899
,,,690,51899
,,,691,51899
,,,692,51899
,,,693,51899
,,,694,51899
,,,695,51899
,,,696,51899
,,,697,51899
,,,698,51899
,,,699,51899
,,,700,51899
,,,701,51899
,,,702,51899
,,,703,51899
,,,704,51899
,,,705,51899
,,,706,51899
,,,707,51899
,,,708,51899
,,,709,51899
,,,710,51899
,,,711,51899
,,,712,51899
,,,713,51899
,,,714,51899
,,,715,51899
,,,716,51899
,,,717,51899
,,,718,51899
,,,719,51899
,,,720,51899
,,,721,51899
,,,722,51899
,,,723,51899
,,,724,51899
,,,725,51899
,,,726,51899
,,,727,51899
,,,728,51899
,,,729,51899
,,,730,51899
,,,731,51899
,,,732,51899
,,,733,51899
,,,734,51899
,,,735,51899
,,,736,51899
,,,737,51899
,,,738,51899
,,,739,51899
,,,740,51899
,,,741,51899
,,,742,51899
,,,743,51899
,,,744,51899
,,,745,51899
,,,746,51899
,,,747,51899
,,,748,51899
,,,749,51899
,,,750,51899
,,,751,51899
,,,752,51899
,,,753,51899
,,,754,51899
,,,755,51899
,,,756,51899
,,,757,51899
,,,758,51899
,,,759,51899
,,,760,51899
,,,761,51899
,,,762,51899
,,,763,51899
,,,764,51899
,,,765,51899
,,,766,51899
,,,767,51899
,,,768,51899
,,,769,51899
,,,770,51899
,,,771,51899
,,,772,51899
,,,773,51899
,,,774,51899
,,,775,51899
,,,776,51899
,,,777,51899
,,,778,51899
,,,779,51899
,,,780,51899
,,,781,51899
,,,782,51899
,,,783,51899
,,,784,51899
,,,785,51899
,,,786,51899
,,,787,51899
,,,788,51899
,,,789,51899
,,,790,51899
,,,791,51899
,,,792,51899
,,,793,51899
,,,794,51899
,,,795,51899
,,,796,51899
,,,797,51899
,,,798,51899
,,,799,51899
,,,800,51899
,,,801,51899
,,,802,51899
,,,803,51899
,,,804,51899
,,,805,51899
,,,806,51899
,,,807,51899
,,,808,51899
,,,809,51899
,,,810,51899
,,,811,51899
,,,812,51899
,,,813,51899
,,,814,51899
,,,815,51899
,,,816,51899
,,,817,51899
,,,818,51899
,,,819,51899
,,,820,51899
,,,821,51899
,,,822,51899
,,,823,51899
,,,824,51899
,,,825,51899
,,,826,51899
,,,827,51899
,,,828,51899
,,,829,51899
,,,830,51899
,,,831,51899
,,,832,51899
,,,833,51899
,,,834,51899
,,,835,51899
,,,836,51899
,,,837,51899
,,,838,51899
,,,839,51899
,,,840,51899
,,,841,51899
,,,842,51899
,,,843,51899
,,,844,51899
,,,845,51899
,,,846,51899
,,,847,51899
,,,848,51899
,,,849,51899
,,,850,51899
,,,851,51899
,,,852,51899
,,,853,51899
,,,854,51899
,,,855,51899
,,,856,51899
,,,857,51899
,,,858,51899
,,,859,51899
,,,860,51899
,,,861,51899
,,,862,51899
,,,863,51899
,,,864,51899
,,,865,51899
,,,866,51899
,,,867,51899
,,,868,51899
,,,869,51899
,,,870,51899
,,,871,51899
,,,872,51899
,,,873,51899
,,,874,51899
,,,875,51899
,,,876,51899
,,,877,51899
,,,878,51899
,,,879,51899
,,,880,51899
,,,881,51899
,,,882,51899
,,,883,51899
,,,884,51899
,,,885,51899
,,,886,51899
,,,887,51899
,,,888,51899
,,,889,51899
,,,890,51899
,,,891,51899
,,,892,51899
,,,893,51899
,,,894,51899
,,,895,51899
,,,896,51899
,,,897,51899
,,,898,51899
,,,899,51899
,,,900,51899
,,,901,51899
,,,902,51899
,,,903,51899
,,,904,51899
,,,905,51899
,,,906,51899
,,,907,51899
,,,908,51899
,,,909,51899
,,,910,51899
,,,911,51899
,,,912,51899
,,,913,51899
,,,914,51899
,,,915,51899
,,,916,51899
,,,917,51899
,,,918,51899
,,,919,51899
,,,920,51899
,,,921,51899
,,,922,51899
,,,923,51899
,,,924,51899
,,,925,51899
,,,926,51899
,,,927,51899
,,,928,51899
,,,929,51899
,,,930,51899
,,,931,51899
,,,932,51899
,,,933,51899
,,,934,51899
,,,935,51899
,,,936,51899
,,,937,51899
,,,938,51899
,,,939,51899
,,,940,51899
,,,941,51899
,,,942,51899
,,,943,51899
,,,944,51899
,,,945,51899
,,,946,51899
,,,947,51899
,,,948,51899
,,,949,51899
,,,950,51899
,,,951,51899
,,,952,51899
,,,953,51899
,,,954,51899
,,,955,51899
,,,956,51899
,,,957,51899
,,,958,51899
,,,959,51899
,,,960,51899
,,,961,51899
,,,962,51899
,,,963,51899
,,,964,51899
,,,965,51899
,,,966,51899
,,,967,51899
,,,968,51899
,,,969,51899
,,,970,51899
,,,971,51899
,,,972,51899
,,,973,51899
,,,974,51899
,,,975,51899
,,,976,51899
,,,977,51899
,,,978,51899
,,,979,51899
,,,980,51899
,,,981,51899
,,,982,51899
,,,983,51899
,,,984,51899
,,,985,51899
,,,986,51899
,,,987,51899
,,,988,51899
,,,989,51899
,,,990,51899
,,,991,51899
,,,992,51899
,,,993,51899
,,,994,51899
,,,995,51899
,,,996,51899
,,,997,51899
,,,998,51899
,,,999,51899
,,,1000,51899
,,,1001,51899
,,,1002,51899
,,,1003,51899
,,,1004,51899
,,,1005,51899
,,,1006,51899
,,,1007,51899
,,,1008,51899
,,,1009,51899
,,,1010,51899
,,,1011,51899
,,,1012,51899
,,,1013,51899
,,,1014,51899
,,,1015,51899
,,,1016,51899
,,,1017,51899
,,,1018,51899
,,,1019,51899
,,,1020,51899
,,,1021,51899
,,,1022,51899
,,,1023,51899
,,,1024,51899
,,,1025,51899
,,,1026,51899
,,,1027,51899
,,,1028,51899
,,,1029,51899
,,,1030,51899
,,,1031,51899
,,,1032,51899
,,,1033,51899
,,,1034,51899
,,,1035,51899
,,,1036,51899
,,,1037,51899
,,,1038,51899
,,,1039,51899
,,,1040,51899
,,,1041,51899
,,,1042,51899
,,,1043,51899
,,,1044,51899
,,,1045,51899
,,,1046,51899
,,,1047,51899
,,,1048,51899
,,,1049,51899
,,,1050,51899
,,,1051,51899
,,,1052,51899
,,,1053,51899
,,,1054,51899
,,,1055,51899
,,,1056,51899
,,,1057,51899
,,,1058,51899
,,,1059,51899
,,,1060,51899
,,,1061,51899
,,,1062,51899
,,,1063,51899
,,,1064,51899
,,,1065,51899
,,,1066,51899
,,,1067,51899
,,,1068,51899
,,,1069,51899
,,,1070,51899
,,,1071,51899
,,,1072,51899
,,,1073,51899
,,,1074,51899
,,,1075,51899
,,,1076,51899
,,,1077,51899
,,,1078,51899
,,,1079,51899
,,,1080,51899
,,,1081,51899
,,,1082,51899
,,,1083,51899
,,,1084,51899
,,,1085,51899
,,,1086,51899
,,,1087,51899
,,,1088,51899
,,,1089,51899
,,,1090,51899
,,,1091,51899
,,,1092,51899
,,,1093,51899
,,,1094,51899
,,,1095,51899
,,,1096,51899
,,,1097,51899
,,,1098,51899
,,,1099,51899
,,,1100,51899
,,,1101,51899
,,,1102,51899
,,,1103,51899
,,,1104,51899
,,,1105,51899
,,,1106,51899
,,,1107,51899
,,,1108,51899
,,,1109,51899
,,,1110,51899
,,,1111,51899
,,,1112,51899
,,,1113,51899
,,,1114,51899
,,,1115,51899
,,,1116,51899
,,,1117,51899
,,,1118,51899
,,,1119,51899
,,,1120,51899
,,,1121,51899
,,,1122,51899
,,,1123,51899
,,,1124,51899
,,,1125,51899
,,,1126,51899
,,,1127,51899
,,,1128,51899
,,,1129,51899
,,,1130,51899
,,,1131,51899
,,,1132,51899
,,,1133,51899
,,,1134,51899
,,,1135,51899
,,,1136,51899
,,,1137,51899
,,,1138,51899
,,,1139,51899
,,,1140,51899
,,,1141,51899
,,,1142,51899
,,,1143,51899
,,,1144,51899
,,,1145,51899
,,,1146,51899
,,,1147,51899
,,,1148,51899
,,,1149,51899
,,,1150,51899
,,,1151,51899
,,,1152,51899
,,,1153,51899
,,,1154,51899
,,,1155,51899
,,,1156,51899
,,,1157,51899
,,,1158,51899
,,,1159,51899
,,,1160,51899
,,,1161,51899
,,,1162,51899
,,,1163,51899
,,,1164,51899
,,,1165,51899
,,,1166,51899
,,,1167,51899
,,,1168,51899
,,,1169,51899
,,,1170,51899
,,,1171,51899
,,,1172,51899
,,,1173,51899
,,,1174,51899
,,,1175,51899
,,,1176,51899
,,,1177,51899
,,,1178,51899
,,,1179,51899
,,,1180,51899
,,,1181,51899
,,,1182,51899
,,,1183,51899
,,,1184,51899
,,,1185,51899
,,,1186,51899
,,,1187,51899
,,,1188,51899
,,,1189,51899
,,,1190,51899
,,,1191,51899
,,,1192,51899
,,,1193,51899
,,,1194,51899
,,,1195,51899
,,,1196,51899
,,,1197,51899
,,,1198,51899
,,,1199,51899
,,,1200,51899
,,,1201,51899
,,,1202,51899
,,,1203,51899
,,,1204,51899
,,,1205,51899
,,,1206,51899
,,,1207,51899
,,,1208,51899
,,,1209,51899
,,,1210,51899
,,,1211,51899
,,,1212,51899
,,,1213,51899
,,,1214,51899
,,,1215,51899
,,,1216,51899
,,,1217,51899
,,,1218,51899
,,,1219,51899
,,,1220,51899
,,,1221,51899
,,,1222,51899
,,,1223,51899
,,,1224,51899
,,,1225,51899
,,,1226,51899
,,,1227,51899
,,,1228,51899
,,,1229,51899
,,,1230,51899
,,,1231,51899
,,,1232,51899
,,,1233,51899
,,,1234,51899
,,,1235,51899
,,,1236,51899
,,,1237,51899
,,,1238,51899
,,,1239,51899
,,,1240,51899
,,,1241,51899
,,,1242,51899
,,,1243,51899
,,,1244,51899
,,,1245,51899
,,,1246,51899
,,,1247,51899
,,,1248,51899
,,,1249,51899
,,,1250,51899
,,,1251,51899
,,,1252,51899
,,,1253,51899
,,,1254,51899
,,,1255,51899
,,,1256,51899
,,,1257,51899
,,,1258,51899
,,,1259,51899
,,,1260,51899
,,,1261,51899
,,,1262,51899
,,,1263,51899
,,,1264,51899
,,,1265,51899
,,,1266,51899
,,,1267,51899
,,,1268,51899
,,,1269,51899
,,,1270,51899
,,,1271,51899
,,,1272,51899
,,,1273,51899
,,,1274,51899
,,,1275,51899
,,,1276,51899
,,,1277,51899
,,,1278,51899
,,,1279,51899
,,,1280,51899
,,,1281,51899
,,,1282,51899
,,,1283,51899
,,,1284,51899
,,,1285,51899
,,,1286,51899
,,,1287,51899
,,,1288,51899
,,,1289,51899
,,,1290,51899
,,,1291,51899
,,,1292,51899
,,,1293,51899
,,,1294,51899
,,,1295,51899
,,,1296,51899
,,,1297,51899
,,,1298,51899
,,,1299,51899
,,,1300,51899
,,,1301,51899
,,,1302,51899
,,,1303,51899
,,,1304,51899
,,,1305,51899
,,,1306,51899
,,,1307,51899
,,,1308,51899
,,,1309,51899
,,,1310,51899
,,,1311,51899
,,,1312,51899
,,,1313,51899
,,,1314,51899
,,,1315,51899
,,,1316,51899
,,,1317,51899
,,,1318,51899
,,,1319,51899
,,,1320,51899
,,,1321,51899
,,,1322,51899
,,,1323,51899
,,,1324,51899
,,,1325,51899
,,,1326,51899
,,,1327,51899
,,,1328,51899
,,,1329,51899
,,,1330,51899
,,,1331,51899
,,,1332,51899
,,,1333,51899
,,,1334,51899
,,,1335,51899
,,,1336,51899
,,,1337,51899
,,,1338,51899
,,,1339,51899
,,,1340,51899
,,,1341,51899
,,,1342,51899
,,,1343,51899
,,,1344,51899
,,,1345,51899
,,,1346,51899
,,,1347,51899
,,,1348,51899
,,,1349,51899
,,,1350,51899
,,,1351,51899
,,,1352,51899
,,,1353,51899
,,,1354,51899
,,,1355,51899
,,,1356,51899
,,,1357,51899
,,,1358,51899
,,,1359,51899
,,,1360,51899
,,,1361,51899
,,,1362,51899
,,,1363,51899
,,,1364,51899
,,,1365,51899
,,,1366,51899
,,,1367,51899
,,,1368,51899
,,,1369,51899
,,,1370,51899
,,,1371,51899
,,,1372,51899
,,,1373,51899
,,,1374,51899
,,,1375,51899
,,,1376,51899
,,,1377,51899
,,,1378,51899
,,,1379,51899
,,,1380,51899
,,,1381,51899
,,,1382,51899
,,,1383,51899
,,,1384,51899
,,,1385,51899
,,,1386,51899
,,,1387,51899
,,,1388,51899
,,,1389,51899
,,,1390,51899
,,,1391,51899
,,,1392,51899
,,,1393,51899
,,,1394,51899
,,,1395,51899
,,,1396,51899
,,,1397,51899
,,,1398,51899
,,,1399,51899
,,,1400,51899
,,,1401,51899
,,,1402,51899
,,,1403,51899
,,,1404,51899
,,,1405,51899
,,,1406,51899
,,,1407,51899
,,,1408,51899
,,,1409,51899
,,,1410,51899
,,,1411,51899
,,,1412,51899
,,,1413,51899
,,,1414,51899
,,,1415,51899
,,,1416,51899
,,,1417,51899
,,,1418,51899
,,,1419,51899
,,,1420,51899
,,,1421,51899
,,,1422,51899
,,,1423,51899
,,,1424,51899
,,,1425,51899
,,,1426,51899
,,,1427,51899
,,,1428,51899
,,,1429,51899
,,,1430,51899
,,,1431,51899
,,,1432,51899
,,,1433,51899
,,,1434,51899
,,,1435,51899
,,,1436,51899
,,,1437,51899
,,,1438,51899
,,,1439,51899
,,,1440,51899
,,,1441,51899
,,,1442,51899
,,,1443,51899
,,,1444,51899
,,,1445,51899
,,,1446,51899
,,,1447,51899
,,,1448,51899
,,,1449,51899
,,,1450,51899
,,,1451,51899
,,,1452,51899
,,,1453,51899
,,,1454,51899
,,,1455,51899
,,,1456,51899
,,,1457,51899
,,,1458,51899
,,,1459,51899
,,,1460,51899
,,,1461,51899
,,,1462,51899
,,,1463,51899
,,,1464,51899
,,,1465,51899
,,,1466,51899
,,,1467,51899
,,,1468,51899
,,,1469,51899
,,,1470,51899
,,,1471,51899
,,,1472,51899
,,,1473,51899
,,,1474,51899
,,,1475,51899
,,,1476,51899
,,,1477,51899
,,,1478,51899
,,,1479,51899
,,,1480,51899
,,,1481,51899
,,,1482,51899
,,,1483,51899
,,,1484,51899
,,,1485,51899
,,,1486,51899
,,,1487,51899
,,,1488,51899
,,,1489,51899
,,,1490,51899
,,,1491,51899
,,,1492,51899
,,,1493,51899
,,,1494,51899
,,,1495,51899
,,,1496,51899
,,,1497,51899
,,,1498,51899
,,,1499,51899
,,,1500,51899
,,,1501,51899
,,,1502,51899
,,,1503,51899
,,,1504,51899
,,,1505,51899
,,,1506,51899
,,,1507,51899
,,,1508,51899
,,,1509,51899
,,,1510,51899
,,,1511,51899
,,,1512,51899
,,,1513,51899
,,,1514,51899
,,,1515,51899
,,,1516,51899
,,,1517,51899
,,,1518,51899
,,,1519,51899
,,,1520,51899
,,,1521,51899
,,,1522,51899
,,,1523,51899
,,,1524,51899
,,,1525,51899
,,,1526,51899
,,,1527,51899
,,,1528,51899
,,,1529,51899
,,,1530,51899
,,,1531,51899
,,,1532,51899
,,,1533,51899
,,,1534,51899
,,,1535,51899
,,,1536,51899
,,,1537,51899
,,,1538,51899
,,,1539,51899
,,,1540,51899
,,,1541,51899
,,,1542,51899
,,,1543,51899
,,,1544,51899
,,,1545,51899
,,,1546,51899
,,,1547,51899
,,,1548,51899
,,,1549,51899
,,,1550,51899
,,,1551,51899
,,,1552,51899
,,,1553,51899
,,,1554,51899
,,,1555,51899
,,,1556,51899
,,,1557,51899
,,,1558,51899
,,,1559,51899
,,,1560,51899
,,,1561,51899
,,,1562,51899
,,,1563,51899
,,,1564,51899
,,,1565,51899
,,,1566,51899
,,,1567,51899
,,,1568,51899
,,,1569,51899
,,,1570,51899
,,,1571,51899
,,,1572,51899
,,,1573,51899
,,,1574,51899
,,,1575,51899
,,,1576,51899
,,,1577,51899
,,,1578,51899
,,,1579,51899
,,,1580,51899
,,,1581,51899
,,,1582,51899
,,,1583,51899
,,,1584,51899
,,,1585,51899
,,,1586,51899
,,,1587,51899
,,,1588,51899
,,,1589,51899
,,,1590,51899
,,,1591,51899
,,,1592,51899
,,,1593,51899
,,,1594,51899
,,,1595,51899
,,,1596,51899
,,,1597,51899
,,,1598,51899
,,,1599,51899
,,,1600,51899
,,,1601,51899
,,,1602,51899
,,,1603,51899
,,,1604,51899
,,,1605,51899
,,,1606,51899
,,,1607,51899
,,,1608,51899
,,,1609,51899
,,,1610,51899
,,,1611,51899
,,,1612,51899
,,,1613,51899
,,,1614,51899
,,,1615,51899
,,,1616,51899
,,,1617,51899
,,,1618,51899
,,,1619,51899
,,,1620,51899
,,,1621,51899
,,,1622,51899
,,,1623,51899
,,,1624,51899
,,,1625,51899
,,,1626,51899
,,,1627,51899
,,,1628,51899
,,,1629,51899
,,,1630,51899
,,,1631,51899
,,,1632,51899
,,,1633,51899
,,,1634,51899
,,,1635,51899
,,,1636,51899
,,,1637,51899
,,,1638,51899
,,,1639,51899
,,,1640,51899
,,,1641,51899
,,,1642,51899
,,,1643,51899
,,,1644,51899
,,,1645,51899
,,,1646,51899
,,,1647,51899
,,,1648,51899
,,,1649,51899
