Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,12.132145
BE0 0,BE0 0 OCGT,1,1,12.449131
BE0 0,BE0 0 biomass,1,1,40.84623
BE0 0,BE0 0 coal,1,1,5.415752
BE0 0,BE0 0 nuclear,1,1,2.1101926e7
BE0 0,BE0 0 offwind-ac,1,1,4.943503
BE0 0,BE0 0 offwind-dc,1,1,3.842114
BE0 0,BE0 0 onwind,1,1,42.158348
BE0 0,BE0 0 ror,1,1,5.1499686
BE0 0,BE0 0 solar,1,1,1.378174
DE0 0,DE0 0 CCGT,2,1,13.591926
DE0 0,DE0 0 OCGT,2,1,9.951536
DE0 0,DE0 0 biomass,2,1,41.86939
DE0 0,DE0 0 coal,2,1,6.6881986
DE0 0,DE0 0 lignite,2,1,6.3779464
DE0 0,DE0 0 nuclear,2,1,8.874851e7
DE0 0,DE0 0 offwind-ac,2,1,10.776086
DE0 0,DE0 0 offwind-dc,2,1,20.042673
DE0 0,DE0 0 oil,2,1,7.9770007
DE0 0,DE0 0 onwind,2,1,9.743605
DE0 0,DE0 0 ror,2,1,0.66360795
DE0 0,DE0 0 solar,2,1,2.0364544
DK0 0,DK0 0 OCGT,3,1,8.707492
DK0 0,DK0 0 biomass,3,1,27.717321
DK0 0,DK0 0 coal,3,1,5.636005
DK0 0,DK0 0 offwind-ac,3,1,9.795831
DK0 0,DK0 0 offwind-dc,3,1,11.935108
DK0 0,DK0 0 onwind,3,1,15.281725
DK0 0,DK0 0 solar,3,1,1.3483666
BE0 0,DK0 0 nuclear,3,1,6.7366962
DK3 0,DK3 0 CCGT,4,1,12.850055
DK3 0,DK3 0 OCGT,4,1,10.886043
DK3 0,DK3 0 biomass,4,1,38.131668
DK3 0,DK3 0 coal,4,1,7.0458803
DK3 0,DK3 0 offwind-ac,4,1,13.842746
DK3 0,DK3 0 offwind-dc,4,1,12.630317
DK3 0,DK3 0 oil,4,1,4.7836785
DK3 0,DK3 0 onwind,4,1,18.469452
BE0 0,DK3 0 nuclear,4,1,13.116737
FR0 0,FR0 0 CCGT,5,1,13.64308
FR0 0,FR0 0 OCGT,5,1,9.741239
FR0 0,FR0 0 coal,5,1,7.211778
FR0 0,FR0 0 nuclear,5,1,1.4389117e8
FR0 0,FR0 0 offwind-ac,5,1,7.1489654
FR0 0,FR0 0 offwind-dc,5,1,11.256734
FR0 0,FR0 0 oil,5,1,8.640485
FR0 0,FR0 0 onwind,5,1,2.7218409
FR0 0,FR0 0 ror,5,1,1.2422664
FR0 0,FR0 0 solar,5,1,2.8025656
GB4 0,GB4 0 CCGT,6,1,27.52267
GB4 0,GB4 0 coal,6,1,8.624542
GB4 0,GB4 0 offwind-ac,6,1,26.272324
GB4 0,GB4 0 offwind-dc,6,1,32.847088
GB4 0,GB4 0 oil,6,1,6.6640224
GB4 0,GB4 0 onwind,6,1,49.419247
GB4 0,GB4 0 solar,6,1,4.102052
GB5 0,GB5 0 CCGT,7,1,19.976559
