Resource,Zone,Capacity
Liquid_DAC_1,1,0.0
Liquid_DAC_2,2,0.0
Liquid_DAC_3,3,0.0
Solid_DAC_1,1,3405.2828879710337
Solid_DAC_2,2,768.2799293113683
Solid_DAC_3,3,288.42610731477976
Total,n/a,4461.988924597182
