,Power Consumption,Power Consumption,Power Consumption
t102,783.2150642333378,176.70438374161472,66.33800468239934
t103,783.2150642333378,176.70438374161472,66.33800468239934
t104,783.2150642333378,176.70438374161472,66.33800468239934
t105,783.2150642333378,176.70438374161472,66.33800468239934
t106,783.2150642333378,176.70438374161472,66.33800468239934
t107,783.2150642333378,176.70438374161472,66.33800468239934
t108,783.2150642333378,176.70438374161472,66.33800468239934
t109,783.2150642333378,176.70438374161472,66.33800468239934
t110,783.2150642333378,176.70438374161472,66.33800468239934
t111,783.2150642333378,176.70438374161472,66.33800468239934
t112,783.2150642333378,176.70438374161472,66.33800468239934
t113,783.2150642333378,176.70438374161472,66.33800468239934
t114,783.2150642333378,176.70438374161472,66.33800468239934
t115,783.2150642333378,176.70438374161472,66.33800468239934
t116,783.2150642333378,176.70438374161472,66.33800468239934
t117,783.2150642333381,176.70438374161472,66.33800468239934
t118,783.2150642333381,176.70438374161472,66.33800468239934
t119,783.2150642333381,176.70438374161472,66.33800468239934
t120,783.2150642333381,176.70438374161472,66.33800468239934
t121,783.2150642333381,176.70438374161472,66.33800468239934
t122,783.2150642333381,176.70438374161472,66.33800468239934
t123,783.2150642333381,176.70438374161472,66.33800468239934
t124,783.2150642333381,176.70438374161472,66.33800468239934
t125,783.2150642333381,176.70438374161472,66.33800468239934
t126,783.2150642333378,176.70438374161472,66.33800468239934
t127,783.2150642333378,176.70438374161472,66.33800468239934
t128,783.2150642333378,176.70438374161472,66.33800468239934
t129,783.2150642333378,176.70438374161472,66.33800468239934
t130,783.2150642333378,176.70438374161472,66.33800468239934
t131,783.2150642333378,176.70438374161472,66.33800468239934
t132,783.2150642333378,176.70438374161472,66.33800468239934
t133,783.2150642333378,176.70438374161472,66.33800468239934
t134,783.2150642333378,176.70438374161472,66.33800468239934
t135,783.2150642333378,176.70438374161472,66.33800468239934
t136,783.2150642333378,176.70438374161472,66.33800468239934
t137,783.2150642333378,176.70438374161472,66.33800468239934
t138,783.2150642333378,176.70438374161472,66.33800468239934
t139,783.2150642333378,176.70438374161472,66.33800468239934
t140,783.2150642333378,176.70438374161472,66.33800468239934
t141,783.2150642333381,176.70438374161472,66.33800468239934
t142,783.2150642333381,176.70438374161472,66.33800468239934
t143,783.2150642333381,176.70438374161472,66.33800468239934
t144,783.2150642333381,176.70438374161472,66.33800468239934
t145,783.2150642333381,176.70438374161472,66.33800468239934
t146,783.2150642333381,176.70438374161472,66.33800468239934
t147,783.2150642333381,176.70438374161472,66.33800468239934
t148,783.2150642333381,176.70438374161472,66.33800468239934
t149,783.2150642333381,176.70438374161472,66.33800468239934
t150,783.2150642333378,176.70438374161472,66.33800468239934
t151,783.2150642333378,176.70438374161472,66.33800468239934
t152,783.2150642333378,176.70438374161472,66.33800468239934
t153,783.2150642333378,176.70438374161472,66.33800468239934
t154,783.2150642333378,176.70438374161472,66.33800468239934
t155,783.2150642333378,176.70438374161472,66.33800468239934
t156,783.2150642333378,176.70438374161472,66.33800468239934
t157,783.2150642333378,176.70438374161472,66.33800468239934
t158,783.2150642333378,176.70438374161472,66.33800468239934
t159,783.2150642333378,176.70438374161472,66.33800468239934
t160,783.2150642333378,176.70438374161472,66.33800468239934
t161,783.2150642333378,176.70438374161472,66.33800468239934
t162,783.2150642333378,176.70438374161472,66.33800468239934
t163,783.2150642333378,176.70438374161472,66.33800468239934
t164,783.2150642333378,176.70438374161472,66.33800468239934
t165,783.2150642333381,176.70438374161472,66.33800468239934
t166,783.2150642333381,176.70438374161472,66.33800468239934
t167,783.2150642333381,176.70438374161472,66.33800468239934
t168,783.2150642333372,176.70438374161472,66.33800468239934
