Voll,Demand_Segment,Cost_of_Demand_Curtailment_p_MWh,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1,Load_H2_MW_z2,Load_H2_MW_z3,Load_H2_MW_z4,Load_H2_MW_z5,Load_H2_MW_z6,Load_H2_MW_z7,Load_H2_MW_z8,Load_H2_MW_z9,Load_H2_MW_z10
50000000,1,0.025393600812595226,0,5,168,2021.5384615384617,1,481.1353702914,8353.024297948,171.76865830058003,131.18340496822,3350.7929296028,163.88676244512,6675.855923352001,1499.7083017510001,588.5205166566,1212.1327962568
,,,,,,1347.6923076923078,2,481.1353702914,8353.024297948,171.76865830058003,131.18340496822,3350.7929296028,163.88676244512,6675.855923352001,1499.7083017510001,588.5205166566,1212.1327962568
,,,,,,1010.7692307692308,3,481.1353702914,8353.024297948,171.76865830058003,131.18340496822,3350.7929296028,163.88676244512,6675.855923352001,1499.7083017510001,588.5205166566,1212.1327962568
,,,,,,2695.3846153846157,4,384.90829623312004,6682.4194391460005,137.41492664834,104.9467239667,2680.6343437610003,131.10940994822002,5340.684737894,1199.7666414008002,470.81641348280004,969.7062370842001
,,,,,,1684.6153846153848,5,288.68122217484,5011.814580344,103.06119499610001,78.71004300456,2010.4757579192,98.33205745132001,4005.5135524360003,899.8249810506001,353.1123101121,727.2796775178
,,,,,,,6,192.45414811656002,3341.2097195730003,68.70746330448,52.47336200304001,1340.3171720774,65.55470495442,2670.342368947,599.8833207004001,235.40820674140002,484.8531183452
,,,,,,,7,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,8,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,9,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,10,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,11,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,12,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,13,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,14,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,15,144.34061108742,2505.9072897782003,51.53059747836,39.35502150228,1005.2378789596,49.166028725660006,2002.7567766118002,449.91249072220006,176.55615503636,363.63983883766
,,,,,,,16,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,17,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,18,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,19,48.113537029140005,835.3024297948,17.17686582612,13.118340500760002,335.07929296028004,16.38867622876,667.5855923352,149.97083017510002,58.85205166566,121.21327962568
,,,,,,,20,192.45414811656002,3341.2097195730003,68.70746330448,52.47336200304001,1340.3171720774,65.55470495442,2670.342368947,599.8833207004001,235.40820674140002,484.8531183452
,,,,,,,21,192.45414811656002,3341.2097195730003,68.70746330448,52.47336200304001,1340.3171720774,65.55470495442,2670.342368947,599.8833207004001,235.40820674140002,484.8531183452
,,,,,,,22,192.45414811656002,3341.2097195730003,68.70746330448,52.47336200304001,1340.3171720774,65.55470495442,2670.342368947,599.8833207004001,235.40820674140002,484.8531183452
,,,,,,,23,192.45414811656002,3341.2097195730003,68.70746330448,52.47336200304001,1340.3171720774,65.55470495442,2670.342368947,599.8833207004001,235.40820674140002,484.8531183452
,,,,,,,24,529.2489072024,9188.326729318,188.9455241267,144.30174546898002,3685.8722227206003,180.27543867388002,7343.441514112,1649.679132123,647.3725684404001,1333.3460756462
,,,,,,,25,515.5468728762,8950.444762732,184.05380290462003,140.56583315390003,3590.4465204784,175.60818238854003,7153.322860376001,1606.969624007,630.6123612865999,1298.8262989328002
,,,,,,,26,515.5468728762,8950.444762732,184.05380290462003,140.56583315390003,3590.4465204784,175.60818238854003,7153.322860376001,1606.969624007,630.6123612865999,1298.8262989328002
,,,,,,,27,515.5468728762,8950.444762732,184.05380290462003,140.56583315390003,3590.4465204784,175.60818238854003,7153.322860376001,1606.969624007,630.6123612865999,1298.8262989328002
,,,,,,,28,412.4374982222,7160.355809398001,147.2430423552,112.45266652312,2872.3572162252003,140.48654589508,5722.658289876001,1285.5756992056001,504.48988918680004,1039.061039225
,,,,,,,29,309.32812360758004,5370.266856064,110.4322817664,84.33949989234002,2154.2679123658,105.36490944100001,4291.993715438,964.1817744042,378.36741681134004,779.2957795172001
,,,,,,,30,206.21874907172003,3580.1779046990005,73.6215211776,56.22633326156,1436.1786081126002,70.24327294754,2861.3291445442005,642.7878496028001,252.24494455402004,519.5305198094001
,,,,,,,31,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,32,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,33,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,34,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,35,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,36,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,37,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,38,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,39,154.66406182348,2685.1334288196003,55.2161408832,42.16974996586,1077.133955986,52.682454720500004,2145.9968585066003,482.09088700520005,189.18370838598003,389.6478897192201
,,,,,,,40,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,41,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,42,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,43,51.554687287620006,895.0444762732001,18.4053802944,14.056583335080001,359.04465204784003,17.560818227040002,715.3322860376,160.69696240070002,63.061236128660006,129.88262989328
,,,,,,,44,206.21874907172003,3580.1779046990005,73.6215211776,56.22633326156,1436.1786081126002,70.24327294754,2861.3291445442005,642.7878496028001,252.24494455402004,519.5305198094001
,,,,,,,45,206.21874907172003,3580.1779046990005,73.6215211776,56.22633326156,1436.1786081126002,70.24327294754,2861.3291445442005,642.7878496028001,252.24494455402004,519.5305198094001
,,,,,,,46,206.21874907172003,3580.1779046990005,73.6215211776,56.22633326156,1436.1786081126002,70.24327294754,2861.3291445442005,642.7878496028001,252.24494455402004,519.5305198094001
,,,,,,,47,206.21874907172003,3580.1779046990005,73.6215211776,56.22633326156,1436.1786081126002,70.24327294754,2861.3291445442005,642.7878496028001,252.24494455402004,519.5305198094001
,,,,,,,48,567.1015598094,9845.489237430002,202.45918319902,154.62241648898,3949.4911706360003,193.16900061558002,7868.655145626,1767.6665862108,693.6735975334001,1428.7089289836001
,,,,,,,49,527.4344827598001,9156.826375906001,188.29776195538003,143.80703563666,3673.2359423298003,179.65740017214,7318.265986438001,1644.0235352244001,645.1531805554,1328.7749637800002
,,,,,,,50,527.4344827598001,9156.826375906001,188.29776195538003,143.80703563666,3673.2359423298003,179.65740017214,7318.265986438001,1644.0235352244001,645.1531805554,1328.7749637800002
,,,,,,,51,527.4344827598001,9156.826375906001,188.29776195538003,143.80703563666,3673.2359423298003,179.65740017214,7318.265986438001,1644.0235352244001,645.1531805554,1328.7749637800002
,,,,,,,52,421.9475862866,7325.461102300001,150.63820957218002,115.0456284857,2938.5887539426,143.72592012196,5854.612789938001,1315.218828022,516.1225442868,1063.0199710240001
,,,,,,,53,316.46068957712004,5494.095824756,112.97865718898001,86.28422137412,2203.9415655554,107.79444011116,4390.9595895,986.4141212134,387.09190821510003,797.264978268
,,,,,,,54,210.97379306454002,3662.7305507562005,75.31910480578,57.52281426254,1469.2943771682,71.86296006098,2927.3063941814003,657.609414011,258.0612721434,531.5099855120001
,,,,,,,55,52.74344827598001,915.6826375906,18.8297761916,14.38070357548,367.32359423298004,17.9657400054,731.8265986438001,164.40235352244,64.51531805554,132.87749637800002
,,,,,,,56,52.74344827598001,915.6826375906,18.8297761916,14.38070357548,367.32359423298004,17.9657400054,731.8265986438001,164.40235352244,64.51531805554,132.87749637800002
,,,,,,,57,52.74344827598001,915.6826375906,18.8297761916,14.38070357548,367.32359423298004,17.9657400054,731.8265986438001,164.40235352244,64.51531805554,132.87749637800002
,,,,,,,58,158.23034478856002,2747.0479131656,56.489328574800005,43.14211068706,1101.9707825808,53.89722005558,2195.4797955376002,493.2070604098,193.54595412724,398.632489134
