Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1,1,2000,5,168,2021.5384615384617,1,9501.52355487302,49918.81094090346,1658.4390080028659,1266.585407461779,62961.798231389126,855.1579813485048,34834.48808219169,10642.836364304678,15009.083013273488,16453.61696017519
,,,,,,,1347.6923076923078,2,9153.012077204237,48824.18420593019,1634.6759673480396,1248.4370686214436,61143.494756058404,848.013076735348,34543.44345475662,10338.190118932389,14982.499806595571,16365.943980705935
,,,,,,,1010.7692307692308,3,8904.902789496982,48544.88333705722,1661.2021570251359,1268.6956844067088,59357.22761956899,831.5087583968352,33871.147248244524,10295.658337922621,14963.511787909856,16407.371872103497
,,,,,,,2190.0,4,8918.418470424833,49371.04349298908,1702.6493143845273,1300.3497606059993,59867.86747263357,808.4059113769199,32930.06292280733,10376.76545519706,15157.189617468322,16745.539078627768
,,,,,,,2190.0,5,9386.640271893639,52196.91821673527,1819.8066204478305,1389.8253120331156,63807.803840216024,793.8359123998016,32336.56029770155,10837.691268000592,15658.473388699545,17598.182889949643
,,,,,,,,6,10350.115256316327,59806.82206384766,2179.567956464053,1664.5827581619246,70508.8009869519,820.066061668792,33405.03403584244,12316.412491479727,16888.897252800998,19480.743350201566
,,,,,,,,7,11062.584648058923,65926.62140968822,2584.644870167044,1973.9486721116596,74035.94085687533,946.8632751910794,38570.06330290177,14567.629551438597,18215.21076712199,20884.47446104448
,,,,,,,,8,11059.68843141829,68323.31996662586,2702.907428041789,2064.2683187218154,74696.02918574116,1074.5680413040448,43772.061218290175,15928.646543751165,18880.740977912985,21328.619994399716
,,,,,,,,9,11245.046394565692,69154.3310257214,2727.775720508057,2083.260772238856,73930.19838373191,1149.6580350003433,46830.819606567115,16632.89370837802,19066.823522068826,21411.47577719484
,,,,,,,,10,11334.829110425313,70530.67321088897,2762.591337758299,2109.850199365246,71973.0826186159,1186.4090871593498,48327.8576846639,16771.36927445633,18943.401400611678,21553.101359414402
,,,,,,,,11,11408.199997419275,72209.92143091315,2731.0914954360483,2085.7930967753064,71027.32053286428,1178.8042804772585,48018.07931721325,16815.879277838645,18582.628948172667,21489.514363315822
,,,,,,,,12,11126.30151229974,71992.34891748535,2665.32867151611,2035.5686146504954,69249.59951945591,1166.4622897238426,47515.33350335415,16650.697709730943,18227.55295978562,21362.340371118662
,,,,,,,,13,10965.07865510865,71524.78699501361,2667.539184885826,2037.2568342570728,66723.66294925485,1151.6278478574297,46911.05894621077,16677.403711760333,18058.559515554414,21307.42432903352
,,,,,,,,14,10819.302450245756,70555.06874363236,2628.3025408961516,2007.2909679175273,63986.02877164821,1125.496177589947,45846.59681611054,16531.01525619183,17925.643384754407,21191.811608854285
,,,,,,,,15,10785.513223389407,69838.11883398461,2558.671316142501,1954.112103917914,62144.78763122173,1111.6500181425931,45282.57939369016,16465.733917897767,18116.4730309921,21213.970713555307
,,,,,,,,16,10727.588890576748,68600.39411204327,2568.066005273921,1961.2870299357442,61248.83114773215,1109.8411663045895,45208.896848500284,16490.46169755461,18302.555672558363,21102.211750715378
,,,,,,,,17,10960.251692805523,69824.10084249022,2820.617360010813,2154.1659177404517,62958.26345376289,1147.880682706033,46758.419840762064,16692.240379554438,18620.604985544098,21939.440532680022
,,,,,,,,18,11605.142728982317,72407.63407720637,2876.9854947993317,2197.215473847433,71305.61329182886,1235.7098407986039,50336.1024103223,16798.07527648572,18955.74359327531,22002.06408944378
,,,,,,,,19,11437.162163825604,70533.93962535223,2701.249540577793,2063.002156453591,70249.46351443544,1303.9231261352088,53114.74079886477,16426.16947044682,18717.44390032333,21503.0025140034
,,,,,,,,20,10855.987893742737,66261.89809214351,2510.0399830214064,1916.971321307371,66404.029973533,1253.2859168021319,51052.05628591244,15619.054742447508,18475.346662080457,20866.169113682765
,,,,,,,,21,10266.124973737971,62844.065346885895,2326.01459147989,1776.4271828255714,63255.36705532481,1174.2535519740857,47832.70717038711,14651.70400227186,18072.8005295687,19991.366197659867
,,,,,,,,22,10496.856932157358,60396.73538935683,2114.910394102389,1615.2023809669865,66165.80210904064,1078.8753298474257,43947.51678102064,13432.129909596426,17444.296994179018,18937.36356535915
,,,,,,,,23,10468.860138582277,55635.163137182,1913.2008858563074,1461.1525051262317,65308.109160667846,965.5810995457592,39332.52571634271,12364.878939607137,16631.6095411633,17811.102982946406
,,,,,,,,24,9851.965895980566,52120.33149983758,1777.2542015301647,1357.3271114102877,61653.88263791862,859.8201912672329,35024.401227295435,11333.235972323699,16150.26315058791,17232.07594271539
,,,,,,,,25,9448.426243251623,50075.44813380067,1713.7018909799426,1308.7908488920546,61329.5620955968,842.6752670869696,34326.01016627468,10732.845482255583,15929.05275238141,16990.25266967382
,,,,,,,,26,9118.257467701953,49173.90845281122,1691.0441118833908,1291.4866247284242,59771.994132501066,835.1641936174193,34020.049869477356,10445.014127049944,15821.77036887878,16903.54312953939
,,,,,,,,27,8921.314687065465,49459.10693211462,1695.465138622824,1294.8630541947468,58153.57424896968,814.0039138529695,33158.09507530731,10385.667455873525,15894.87426030087,16941.117263597644
,,,,,,,,28,8985.996875064084,50247.81390191465,1738.5701834462109,1327.7833024090949,58599.42574143505,792.9076197800315,32298.746681631284,10475.676573824428,16050.576052487906,17199.319005331276
,,,,,,,,29,9401.121355096802,53476.18413332531,1891.0957326654766,1444.2703285541215,62382.91137462087,771.8640629474467,31441.5466014603,10908.907273412295,16546.163457077582,18115.549812751735
,,,,,,,,30,10474.652571863542,61204.725114278786,2244.225528572549,1713.9631256100304,68744.99473117119,792.5187056725927,32282.90445809037,12380.704718587514,18104.130740918048,20084.819813138085
,,,,,,,,31,11190.018278393665,67338.05477219896,2631.6183158241424,2009.8232924539773,72046.95188517017,915.5685066648683,37295.28453053395,14584.44444160525,19497.851682609158,21459.647743936188
,,,,,,,,32,11158.159895346702,69160.69457504558,2753.196648626879,2102.6752733474164,73559.22017607249,1049.641347421584,42756.68337098869,15961.287212898196,20055.15014792741,21894.158883943153
,,,,,,,,33,11307.79778782837,69859.97675382179,2771.9860268897182,2117.0251253830766,73142.09358502745,1138.7207279329884,46385.29304851551,16587.39459380943,20088.379180627413,22013.6253614617
,,,,,,,,34,11413.026959722403,70925.43749281579,2781.9333419268596,2124.622108739259,71493.04037367215,1189.4444130691093,48451.50023295102,16606.187706348628,19762.734582239053,21955.81900137208
,,,,,,,,35,11445.850813747506,72356.11032704749,2747.670360329171,2098.4547292043885,70867.48765812926,1201.817651137042,48955.51883403911,16542.884590427115,19374.429561152006,21929.806139331755
,,,,,,,,36,11196.776084506178,72157.32014147588,2683.012788220675,2049.074361756283,69361.08439517285,1208.0790076162239,49210.57229821519,16448.919027731117,18965.237602618166,21661.97000424985
,,,,,,,,37,11097.339247746519,71421.54185359561,2696.2758781858065,2059.2036696489154,67381.1912433194,1207.627352471248,49192.17460507166,16412.32191383899,18648.137651602552,21576.223903450253
,,,,,,,,38,10868.538133136517,70165.17078087504,2666.433923327552,2036.4127293272002,64817.6609744952,1192.3932534747025,48571.620012743726,16415.28924739781,18621.554444924634,21529.015376043728
,,,,,,,,39,10837.6451229208,69420.43816530843,2584.09223451449,1973.5266147733068,63023.57941647106,1180.68261175226,48094.5922618081,16416.278358584084,18481.99248810254,21598.38300815127
,,,,,,,,40,10776.82457346751,67878.18022933241,2610.065788539033,1993.3631732202198,62454.045229996686,1178.8707719686277,48020.78757949007,16465.733917897767,18575.033760180464,21694.72694163397
,,,,,,,,41,11058.723058587044,68997.57613754901,2852.1172023330637,2178.2230203303925,64354.554195676654,1206.3736376484324,49141.10479359793,16572.557926015324,19083.91281681431,22633.11685375545
,,,,,,,,42,11712.302744685736,72562.7615885596,2893.5643596924547,2209.8771062765154,72526.27918368601,1279.695524219851,52127.84020765499,16773.34749682888,19419.051424545523,22621.555581737524
,,,,,,,,43,11639.897328669911,71569.31108796729,2723.354693768624,2079.884333025701,71451.24896551095,1319.9775423215222,53768.71051847008,16556.732147034945,19276.641186992238,22270.863663860506
,,,,,,,,44,11103.131681027786,67649.5197537209,2529.381987189967,1931.7432209345511,67747.26977562663,1268.528271453646,51672.9468281012,15783.247199368936,19005.112461340254,21593.565811477136
,,,,,,,,45,10568.296975341937,64495.898473437606,2342.593456373013,1789.0888152546543,64670.25929291635,1191.2884993828427,48526.61844721116,14803.038013771731,18659.530482296064,20706.238184101487
,,,,,,,,46,10849.229989483332,62583.91095959625,2145.857600772086,1638.837435965407,67490.23060823149,1094.815272792106,44596.823365220196,13622.03925736097,18069.00298427781,19600.20982772011
,,,,,,,,47,10897.500299542846,58240.94285413835,1937.5165524168547,1479.7229013049196,66891.66219507312,987.212773328469,40213.68262070681,12600.28740194027,17335.115886736152,18462.387973289446
,,,,,,,,48,10255.505480006686,55050.40577387469,1786.6488906615843,1364.5020374281178,63508.0821133048,876.6954271614427,35711.8065435459,11527.101764833338,16699.017065943844,17859.274949687755
,,,,,,,,49,9798.868535285723,53077.02945199832,1720.3334310890923,1313.8555077117871,63281.67967999391,860.5555275968836,35054.35480015931,10783.290152755539,16470.21138233472,17604.926965293434
,,,,,,,,50,9438.772181239721,51896.707611203405,1667.8336971342856,1273.760333479609,61807.61213854472,852.5748082512888,34729.2636964159,10512.273687716553,16408.500321606145,17486.423927109714
,,,,,,,,51,9144.323427282337,51702.860923650915,1681.649422751971,1284.311698710594,60210.15042254376,833.5960421423061,33956.171860422066,10429.188348069565,16427.48834029186,17532.66901518141
,,,,,,,,52,9079.64123928372,52581.25218723934,1725.307093481079,1317.6539945164623,60752.020067236816,818.2274710407692,33330.13982049324,10528.099466696933,16673.383221236043,17925.75226379082
,,,,,,,,53,9446.495428886305,55467.21573468388,1867.8853179163714,1426.5440470521387,64577.32408248332,796.062666268407,32427.266178056827,10926.71127476522,17310.431403998467,18790.92078646545
,,,,,,,,54,10465.963921941644,62849.80850079649,2261.357019371393,1727.0468153774657,71526.58798737313,823.6587587621757,33551.38099345023,12415.323610107094,18763.9645850675,20885.437900379304
,,,,,,,,55,11188.087434584279,68390.64611095244,2636.5919684692967,2013.621789005485,74812.98488381502,947.7588255534058,38606.5432086958,14609.172221262092,20183.31937146641,22526.175087589654
,,,,,,,,56,11212.22254054059,70942.82417804279,2744.907211306901,2096.3444620062915,75753.26822995597,1075.130910113604,43794.989626521805,15988.982326113859,20640.930738684656,22737.168301916765
,,,,,,,,57,11299.109137906471,71733.06583098599,2747.670360329171,2098.4547292043885,75157.93392290262,1163.3947269851049,47390.377520136135,16623.00259651528,20579.21958054566,22608.06743104995
,,,,,,,,58,11257.59663395947,73025.2693339961,2757.065049460591,2105.629655222219,74143.45191562602,1216.6340974218256,49559.06018036872,16778.293052760248,20533.648355182027,22518.46757291104
,,,,,,,,59,11459.366425972528,74487.04109416717,2714.5126305429253,2073.1314643462233,74027.5983729262,1226.3294377253155,49953.99558031457,16688.283934809344,20068.44179997158,22226.545454458465
,,,,,,,,60,11215.118757181222,74318.69831064808,2625.5393918738814,2005.1807007194298,73107.90808003124,1231.1858485881378,50151.819602504875,16440.01702705465,19647.857108154647,21854.657871215248
,,,,,,,,61,11249.873356868819,73482.50935118856,2611.171050097307,1994.2072781500922,71490.33221257645,1231.7397244574431,50174.381502340846,16533.982589750653,19420.00078651564,21343.071584422123
