Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS
136,0.9,0.9,0.9,0.9,0.9,0.882,0.9,0.387,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.9,0.207,0.846,0.045,0.9,0.9,0.9,0.765,0.855,0.621,0.036,0.9,0.9,0.9,0.9,0.837,0.891,0.9,0.774,0.9,0.9,0.9,0.9,0.675,0.846,0.9,0.459,0.432,0.099,0.9,0.9,0.027,0.072,0.9,0.009,0.252,0.9,0.9,0.9,0.9,0.9,0.36,0.648,0.9,0.288,0.657,0.072,0.9,0.9,0.9,0.9,0.891,0.9,0.558,0.045,0.9,0.9,0.306,0.621,0.162,0.036,0.9,0.9,0.9,0.9,0.477,0.585,0.9,0.225,0.351,0.036,0.978142754,0.484611951,0.727622428,0.397252194,0.39484363,0.9,0.9,0.9,0.9,0.9
137,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.324,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.864,0.891,0.9,0.18,0.846,0.009,0.9,0.9,0.9,0.774,0.855,0.576,0.0,0.9,0.9,0.9,0.9,0.837,0.891,0.9,0.774,0.9,0.9,0.9,0.9,0.711,0.855,0.9,0.414,0.432,0.054,0.9,0.9,0.018,0.036,0.9,0.0,0.135,0.9,0.9,0.9,0.9,0.9,0.36,0.657,0.9,0.252,0.657,0.045,0.9,0.9,0.9,0.9,0.891,0.9,0.477,0.009,0.9,0.9,0.27,0.603,0.153,0.0,0.9,0.9,0.9,0.9,0.495,0.603,0.9,0.252,0.351,0.0,0.97791139,0.484018136,0.727369903,0.397110938,0.39470566,0.9,0.9,0.9,0.9,0.9
138,0.9,0.9,0.9,0.9,0.9,0.882,0.9,0.297,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.864,0.882,0.9,0.171,0.846,0.0,0.9,0.9,0.9,0.756,0.864,0.567,0.0,0.9,0.9,0.9,0.9,0.819,0.891,0.9,0.738,0.9,0.9,0.9,0.9,0.711,0.873,0.9,0.351,0.432,0.0,0.9,0.9,0.018,0.027,0.9,0.0,0.018,0.9,0.9,0.9,0.9,0.9,0.36,0.675,0.9,0.207,0.657,0.0,0.9,0.9,0.9,0.9,0.891,0.891,0.441,0.0,0.9,0.9,0.243,0.603,0.144,0.0,0.9,0.9,0.9,0.9,0.513,0.63,0.9,0.27,0.351,0.0,0.977714585,0.483774456,0.727138251,0.39695853,0.39456699,0.9,0.9,0.9,0.9,0.9
139,0.9,0.9,0.9,0.9,0.9,0.882,0.9,0.306,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.846,0.873,0.9,0.171,0.846,0.0,0.9,0.9,0.9,0.72,0.855,0.558,0.0,0.9,0.9,0.9,0.9,0.801,0.891,0.9,0.729,0.9,0.9,0.9,0.9,0.711,0.882,0.9,0.324,0.432,0.0,0.9,0.9,0.036,0.036,0.9,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.36,0.702,0.9,0.207,0.657,0.0,0.9,0.9,0.9,0.9,0.873,0.891,0.441,0.0,0.9,0.9,0.234,0.594,0.135,0.0,0.9,0.9,0.9,0.9,0.513,0.639,0.9,0.261,0.351,0.0,0.977518628,0.483605878,0.7269095,0.396802376,0.394429918,0.9,0.9,0.9,0.9,0.9
140,0.9,0.9,0.9,0.9,0.9,0.882,0.9,0.306,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.801,0.864,0.9,0.153,0.846,0.0,0.9,0.9,0.9,0.711,0.828,0.549,0.0,0.9,0.9,0.9,0.9,0.783,0.873,0.9,0.711,0.9,0.9,0.9,0.9,0.693,0.882,0.9,0.315,0.432,0.0,0.9,0.9,0.054,0.045,0.9,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.36,0.711,0.9,0.207,0.657,0.0,0.9,0.9,0.9,0.9,0.864,0.882,0.423,0.0,0.9,0.9,0.234,0.603,0.126,0.0,0.9,0.9,0.9,0.9,0.495,0.639,0.9,0.252,0.351,0.0,0.977319561,0.48342348,0.72667478,0.396628138,0.394292639,0.9,0.9,0.9,0.9,0.9
141,0.9,0.9,0.9,0.9,0.9,0.882,0.9,0.288,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.864,0.9,0.144,0.846,0.0,0.9,0.9,0.9,0.666,0.792,0.522,0.0,0.9,0.9,0.9,0.9,0.729,0.837,0.9,0.657,0.9,0.9,0.9,0.9,0.666,0.873,0.9,0.297,0.432,0.0,0.9,0.9,0.081,0.045,0.9,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.369,0.72,0.9,0.216,0.657,0.0,0.9,0.9,0.9,0.9,0.873,0.882,0.405,0.0,0.9,0.9,0.252,0.612,0.117,0.0,0.9,0.9,0.9,0.9,0.468,0.603,0.9,0.243,0.351,0.0,0.977124503,0.483238791,0.726441369,0.396442092,0.394155458,0.9,0.9,0.9,0.9,0.9
142,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.252,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.711,0.846,0.9,0.135,0.846,0.0,0.9,0.9,0.9,0.63,0.774,0.504,0.0,0.9,0.9,0.9,0.9,0.675,0.792,0.9,0.621,0.9,0.9,0.9,0.9,0.666,0.864,0.9,0.297,0.432,0.0,0.9,0.9,0.09,0.045,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.72,0.9,0.234,0.657,0.0,0.9,0.9,0.9,0.9,0.846,0.891,0.369,0.0,0.9,0.9,0.27,0.63,0.117,0.0,0.9,0.9,0.9,0.9,0.441,0.567,0.9,0.225,0.351,0.0,0.976931566,0.483060851,0.726206362,0.396248284,0.394019119,0.9,0.9,0.9,0.9,0.9
143,0.9,0.9,0.9,0.9,0.9,0.801,0.9,0.18,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.657,0.864,0.9,0.117,0.846,0.0,0.9,0.9,0.9,0.63,0.801,0.504,0.0,0.9,0.9,0.9,0.9,0.648,0.711,0.9,0.603,0.9,0.9,0.9,0.9,0.585,0.846,0.9,0.252,0.432,0.0,0.9,0.9,0.063,0.081,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.369,0.711,0.9,0.225,0.657,0.0,0.9,0.9,0.9,0.9,0.738,0.873,0.324,0.0,0.9,0.9,0.297,0.675,0.144,0.0,0.9,0.9,0.9,0.9,0.414,0.486,0.9,0.225,0.351,0.0,0.976742206,0.482886717,0.725968181,0.396050454,0.39388313,0.9,0.9,0.9,0.9,0.9
144,0.9,0.9,0.9,0.9,0.9,0.711,0.891,0.18,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.657,0.882,0.9,0.126,0.846,0.0,0.9,0.9,0.9,0.639,0.801,0.513,0.0,0.9,0.9,0.9,0.9,0.639,0.738,0.9,0.594,0.9,0.9,0.9,0.9,0.585,0.846,0.9,0.252,0.432,0.0,0.9,0.9,0.072,0.09,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.693,0.9,0.234,0.657,0.0,0.9,0.9,0.9,0.9,0.648,0.855,0.306,0.0,0.9,0.9,0.315,0.675,0.135,0.0,0.9,0.9,0.9,0.9,0.405,0.477,0.9,0.216,0.351,0.0,0.976552522,0.48271375,0.725728994,0.395842082,0.393746881,0.9,0.9,0.9,0.9,0.9
145,0.9,0.9,0.9,0.9,0.9,0.603,0.846,0.207,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.63,0.882,0.9,0.144,0.846,0.0,0.9,0.9,0.9,0.63,0.819,0.486,0.0,0.9,0.9,0.9,0.9,0.594,0.729,0.9,0.54,0.9,0.9,0.9,0.9,0.576,0.846,0.9,0.243,0.432,0.0,0.9,0.9,0.081,0.081,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.387,0.684,0.9,0.234,0.657,0.0,0.9,0.9,0.9,0.9,0.63,0.837,0.306,0.0,0.9,0.9,0.333,0.675,0.135,0.0,0.9,0.9,0.9,0.9,0.396,0.468,0.9,0.216,0.351,0.0,0.976363389,0.482538181,0.725488893,0.39563059,0.393610863,0.9,0.9,0.9,0.9,0.9
146,0.9,0.9,0.9,0.9,0.9,0.576,0.801,0.225,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.63,0.873,0.9,0.144,0.846,0.0,0.9,0.9,0.9,0.621,0.828,0.468,0.0,0.9,0.9,0.9,0.9,0.567,0.81,0.9,0.513,0.9,0.9,0.9,0.9,0.576,0.837,0.9,0.234,0.432,0.0,0.9,0.9,0.099,0.081,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.387,0.666,0.9,0.243,0.657,0.0,0.9,0.9,0.9,0.9,0.63,0.828,0.315,0.0,0.9,0.9,0.351,0.684,0.144,0.0,0.9,0.9,0.9,0.9,0.387,0.513,0.9,0.207,0.351,0.0,0.976166945,0.482360186,0.725247436,0.395406234,0.393472398,0.9,0.9,0.9,0.9,0.9
147,0.9,0.9,0.9,0.9,0.9,0.594,0.819,0.234,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.648,0.873,0.9,0.153,0.846,0.0,0.9,0.9,0.9,0.594,0.81,0.45,0.0,0.9,0.9,0.9,0.9,0.576,0.846,0.9,0.504,0.9,0.9,0.9,0.9,0.585,0.846,0.9,0.234,0.432,0.0,0.9,0.9,0.099,0.09,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.387,0.666,0.9,0.252,0.657,0.0,0.9,0.9,0.9,0.9,0.693,0.846,0.351,0.0,0.9,0.9,0.36,0.693,0.144,0.0,0.9,0.9,0.9,0.9,0.396,0.549,0.9,0.207,0.351,0.0,0.975967223,0.482176153,0.725005238,0.39516576,0.393333961,0.9,0.9,0.9,0.9,0.9
148,0.9,0.9,0.9,0.9,0.9,0.72,0.864,0.252,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.162,0.846,0.0,0.9,0.9,0.9,0.576,0.81,0.432,0.0,0.9,0.9,0.9,0.9,0.621,0.837,0.9,0.522,0.9,0.9,0.9,0.9,0.594,0.855,0.9,0.234,0.432,0.0,0.9,0.9,0.081,0.126,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.675,0.9,0.252,0.648,0.0,0.9,0.9,0.9,0.9,0.792,0.891,0.378,0.0,0.9,0.9,0.378,0.702,0.153,0.0,0.9,0.9,0.9,0.9,0.405,0.522,0.9,0.207,0.351,0.0,0.975774105,0.481987944,0.724762804,0.394921546,0.393195097,0.9,0.9,0.9,0.9,0.9
149,0.9,0.9,0.9,0.9,0.9,0.774,0.9,0.252,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.864,0.9,0.18,0.846,0.0,0.9,0.9,0.9,0.594,0.81,0.45,0.0,0.9,0.9,0.9,0.9,0.648,0.819,0.9,0.531,0.9,0.9,0.9,0.9,0.63,0.864,0.9,0.243,0.432,0.0,0.9,0.9,0.081,0.153,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.387,0.684,0.9,0.261,0.648,0.0,0.9,0.9,0.9,0.9,0.819,0.891,0.387,0.0,0.9,0.9,0.396,0.729,0.153,0.0,0.9,0.9,0.9,0.9,0.396,0.477,0.9,0.207,0.351,0.0,0.975582888,0.481801845,0.724520438,0.394684938,0.393055623,0.9,0.9,0.9,0.9,0.9
150,0.9,0.9,0.9,0.9,0.9,0.81,0.9,0.261,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.801,0.873,0.9,0.18,0.846,0.0,0.9,0.9,0.9,0.639,0.801,0.504,0.0,0.9,0.9,0.9,0.9,0.684,0.837,0.9,0.567,0.9,0.9,0.9,0.9,0.675,0.873,0.9,0.234,0.432,0.0,0.9,0.9,0.099,0.189,0.9,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.414,0.702,0.9,0.27,0.648,0.0,0.9,0.9,0.9,0.9,0.837,0.891,0.369,0.0,0.9,0.9,0.414,0.756,0.162,0.0,0.9,0.9,0.9,0.9,0.396,0.468,0.9,0.207,0.351,0.0,0.975386569,0.481607026,0.724279363,0.394454718,0.392918348,0.9,0.9,0.9,0.9,0.9
151,0.9,0.9,0.9,0.9,0.9,0.81,0.9,0.27,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.783,0.873,0.9,0.18,0.846,0.0,0.9,0.9,0.9,0.675,0.81,0.54,0.0,0.9,0.9,0.9,0.9,0.711,0.864,0.9,0.603,0.9,0.9,0.9,0.9,0.702,0.873,0.9,0.234,0.432,0.0,0.9,0.9,0.108,0.225,0.9,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.432,0.711,0.9,0.279,0.648,0.0,0.9,0.9,0.9,0.9,0.828,0.891,0.333,0.0,0.9,0.9,0.441,0.774,0.171,0.0,0.9,0.9,0.9,0.9,0.396,0.486,0.9,0.207,0.351,0.0,0.975191573,0.481400304,0.724038407,0.394231378,0.39278019,0.9,0.9,0.9,0.9,0.9
152,0.9,0.9,0.9,0.9,0.9,0.792,0.9,0.27,0.9,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.774,0.873,0.9,0.18,0.846,0.036,0.9,0.9,0.9,0.684,0.837,0.558,0.036,0.9,0.9,0.9,0.9,0.711,0.864,0.9,0.603,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.225,0.432,0.009,0.9,0.9,0.117,0.252,0.9,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.45,0.729,0.9,0.279,0.648,0.0,0.9,0.9,0.9,0.9,0.729,0.864,0.306,0.009,0.9,0.9,0.45,0.792,0.18,0.009,0.9,0.9,0.9,0.9,0.396,0.486,0.9,0.207,0.351,0.081,0.974999556,0.48119376,0.72379983,0.394015276,0.39263994,0.9,0.9,0.9,0.9,0.9
153,0.9,0.9,0.9,0.9,0.9,0.702,0.873,0.225,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.774,0.855,0.9,0.18,0.846,0.081,0.9,0.9,0.9,0.648,0.837,0.54,0.117,0.9,0.9,0.9,0.9,0.702,0.846,0.9,0.621,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.234,0.432,0.09,0.9,0.9,0.135,0.279,0.9,0.063,0.054,0.9,0.9,0.9,0.9,0.9,0.459,0.738,0.9,0.27,0.648,0.045,0.9,0.9,0.9,0.9,0.594,0.828,0.306,0.063,0.9,0.9,0.477,0.81,0.18,0.099,0.9,0.9,0.9,0.9,0.387,0.477,0.9,0.189,0.351,0.18,0.974815453,0.480968088,0.723559003,0.393811512,0.392501581,0.9,0.9,0.9,0.9,0.9
154,0.9,0.9,0.9,0.9,0.9,0.603,0.792,0.189,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.801,0.837,0.9,0.189,0.846,0.09,0.9,0.9,0.9,0.603,0.81,0.495,0.144,0.9,0.9,0.9,0.9,0.72,0.819,0.9,0.63,0.9,0.9,0.9,0.9,0.666,0.873,0.9,0.243,0.432,0.126,0.9,0.9,0.126,0.315,0.9,0.045,0.279,0.9,0.9,0.9,0.9,0.9,0.468,0.729,0.9,0.27,0.648,0.09,0.9,0.9,0.9,0.9,0.585,0.81,0.324,0.063,0.9,0.9,0.495,0.837,0.171,0.153,0.9,0.9,0.9,0.9,0.378,0.468,0.9,0.171,0.351,0.225,0.974651791,0.480730133,0.723317977,0.393608462,0.392361767,0.9,0.9,0.9,0.9,0.9
155,0.9,0.9,0.9,0.9,0.9,0.603,0.819,0.153,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.846,0.81,0.9,0.18,0.846,0.099,0.9,0.9,0.9,0.477,0.702,0.378,0.162,0.9,0.9,0.9,0.9,0.666,0.855,0.9,0.603,0.9,0.9,0.9,0.9,0.675,0.855,0.9,0.234,0.432,0.162,0.9,0.9,0.09,0.333,0.9,0.027,0.414,0.9,0.9,0.9,0.9,0.9,0.414,0.63,0.9,0.279,0.648,0.108,0.9,0.9,0.9,0.9,0.558,0.765,0.288,0.072,0.9,0.9,0.504,0.846,0.18,0.207,0.9,0.9,0.9,0.9,0.342,0.459,0.9,0.153,0.351,0.261,0.97451868,0.480435554,0.723078898,0.393417518,0.392219131,0.9,0.9,0.9,0.9,0.9
156,0.9,0.9,0.9,0.9,0.9,0.657,0.846,0.18,0.9,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.828,0.765,0.9,0.18,0.846,0.099,0.9,0.9,0.9,0.441,0.639,0.333,0.189,0.9,0.9,0.9,0.9,0.621,0.864,0.9,0.54,0.9,0.9,0.9,0.9,0.648,0.864,0.9,0.225,0.432,0.162,0.9,0.9,0.072,0.351,0.9,0.018,0.468,0.9,0.9,0.9,0.9,0.9,0.405,0.621,0.9,0.297,0.648,0.117,0.9,0.9,0.9,0.9,0.612,0.765,0.279,0.072,0.9,0.9,0.504,0.846,0.171,0.207,0.9,0.9,0.9,0.9,0.342,0.468,0.9,0.144,0.351,0.252,0.974416926,0.479928043,0.722839544,0.393235368,0.392072781,0.9,0.9,0.9,0.9,0.9
157,0.9,0.9,0.9,0.9,0.9,0.711,0.864,0.207,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.819,0.792,0.9,0.18,0.846,0.081,0.9,0.9,0.9,0.441,0.648,0.333,0.198,0.9,0.9,0.9,0.9,0.612,0.864,0.9,0.522,0.9,0.9,0.9,0.9,0.639,0.855,0.9,0.216,0.432,0.153,0.9,0.9,0.054,0.342,0.9,0.018,0.495,0.9,0.9,0.9,0.9,0.9,0.414,0.639,0.9,0.315,0.648,0.108,0.9,0.9,0.9,0.9,0.639,0.792,0.315,0.054,0.9,0.9,0.513,0.837,0.171,0.162,0.9,0.9,0.9,0.9,0.342,0.477,0.9,0.144,0.351,0.216,0.97438388,0.479056595,0.722578117,0.393047008,0.391922456,0.9,0.9,0.9,0.9,0.9
158,0.9,0.9,0.9,0.9,0.9,0.729,0.873,0.234,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.837,0.828,0.9,0.189,0.846,0.09,0.9,0.9,0.9,0.468,0.666,0.351,0.198,0.9,0.9,0.9,0.9,0.603,0.855,0.9,0.504,0.9,0.9,0.9,0.9,0.648,0.855,0.9,0.216,0.432,0.153,0.9,0.9,0.045,0.297,0.9,0.018,0.495,0.9,0.9,0.9,0.9,0.9,0.405,0.63,0.9,0.315,0.648,0.117,0.9,0.9,0.9,0.9,0.738,0.837,0.405,0.063,0.9,0.9,0.513,0.837,0.171,0.144,0.9,0.9,0.9,0.9,0.342,0.477,0.9,0.144,0.351,0.207,0.974400831,0.477904433,0.722302168,0.39286259,0.391772947,0.9,0.9,0.9,0.9,0.9
159,0.9,0.9,0.9,0.9,0.9,0.783,0.891,0.234,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.855,0.864,0.9,0.198,0.846,0.072,0.9,0.9,0.9,0.477,0.684,0.36,0.153,0.9,0.9,0.9,0.9,0.585,0.855,0.9,0.459,0.9,0.9,0.9,0.9,0.675,0.864,0.9,0.216,0.432,0.126,0.9,0.9,0.036,0.243,0.9,0.0,0.441,0.9,0.9,0.9,0.9,0.9,0.414,0.639,0.9,0.333,0.648,0.099,0.9,0.9,0.9,0.9,0.846,0.882,0.45,0.045,0.9,0.9,0.522,0.837,0.171,0.099,0.9,0.9,0.9,0.9,0.351,0.477,0.9,0.144,0.351,0.144,0.974425508,0.476766815,0.722030384,0.392671304,0.391627343,0.9,0.9,0.9,0.9,0.9
160,0.9,0.9,0.9,0.9,0.9,0.846,0.9,0.243,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.9,0.864,0.882,0.9,0.198,0.846,0.045,0.9,0.9,0.9,0.477,0.729,0.351,0.099,0.9,0.9,0.9,0.9,0.594,0.855,0.9,0.477,0.9,0.9,0.9,0.9,0.666,0.864,0.9,0.198,0.432,0.099,0.9,0.9,0.036,0.225,0.9,0.0,0.333,0.9,0.9,0.9,0.9,0.9,0.423,0.666,0.9,0.342,0.648,0.081,0.9,0.9,0.9,0.9,0.891,0.891,0.504,0.036,0.9,0.9,0.54,0.846,0.18,0.036,0.9,0.9,0.9,0.9,0.369,0.495,0.9,0.162,0.351,0.045,0.974411672,0.475825591,0.721767454,0.392512974,0.391483485,0.9,0.9,0.9,0.9,0.9
161,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.27,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.846,0.891,0.9,0.189,0.846,0.009,0.9,0.9,0.9,0.477,0.738,0.351,0.0,0.9,0.9,0.9,0.9,0.576,0.855,0.9,0.45,0.9,0.9,0.9,0.9,0.684,0.864,0.9,0.18,0.432,0.054,0.9,0.9,0.036,0.198,0.9,0.0,0.189,0.9,0.9,0.9,0.9,0.9,0.45,0.711,0.9,0.324,0.648,0.045,0.9,0.9,0.9,0.9,0.891,0.9,0.513,0.018,0.9,0.9,0.549,0.855,0.189,0.0,0.9,0.9,0.9,0.9,0.387,0.495,0.9,0.198,0.351,0.0,0.974349147,0.475199615,0.721516379,0.39238786,0.391341402,0.9,0.9,0.9,0.9,0.9
162,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.261,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.828,0.891,0.9,0.198,0.846,0.0,0.9,0.9,0.9,0.495,0.747,0.369,0.0,0.9,0.9,0.9,0.9,0.558,0.855,0.9,0.45,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.153,0.423,0.0,0.9,0.9,0.045,0.171,0.9,0.009,0.027,0.9,0.9,0.9,0.9,0.9,0.459,0.738,0.9,0.306,0.648,0.0,0.9,0.9,0.9,0.9,0.891,0.9,0.513,0.0,0.9,0.9,0.567,0.864,0.198,0.0,0.9,0.9,0.9,0.9,0.396,0.477,0.9,0.216,0.351,0.0,0.974194267,0.474951729,0.721270037,0.39228776,0.391202211,0.9,0.9,0.9,0.9,0.9
163,0.9,0.9,0.9,0.9,0.9,0.837,0.9,0.216,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.792,0.891,0.9,0.198,0.846,0.0,0.9,0.9,0.9,0.468,0.729,0.351,0.0,0.9,0.9,0.9,0.9,0.549,0.828,0.9,0.459,0.9,0.9,0.9,0.9,0.702,0.882,0.9,0.153,0.423,0.0,0.9,0.9,0.054,0.153,0.9,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.468,0.747,0.9,0.315,0.648,0.0,0.9,0.9,0.9,0.9,0.882,0.9,0.504,0.0,0.9,0.9,0.585,0.873,0.207,0.0,0.9,0.9,0.9,0.9,0.378,0.459,0.9,0.216,0.351,0.0,0.974021715,0.474775932,0.721022279,0.392198964,0.391064454,0.9,0.9,0.9,0.9,0.9
164,0.9,0.9,0.9,0.9,0.9,0.756,0.9,0.189,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.873,0.9,0.18,0.846,0.0,0.9,0.9,0.9,0.423,0.675,0.324,0.0,0.9,0.9,0.9,0.9,0.531,0.783,0.9,0.45,0.9,0.9,0.9,0.9,0.666,0.882,0.9,0.153,0.423,0.0,0.9,0.9,0.081,0.153,0.9,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.468,0.747,0.9,0.324,0.648,0.0,0.9,0.9,0.9,0.9,0.864,0.9,0.495,0.0,0.9,0.9,0.594,0.873,0.225,0.0,0.9,0.9,0.9,0.9,0.36,0.432,0.9,0.216,0.351,0.0,0.973820855,0.474581483,0.720775116,0.39215821,0.390923512,0.9,0.9,0.9,0.9,0.9
165,0.9,0.9,0.9,0.9,0.9,0.738,0.9,0.171,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.675,0.828,0.9,0.153,0.846,0.0,0.9,0.9,0.9,0.369,0.567,0.279,0.0,0.9,0.9,0.9,0.9,0.477,0.648,0.9,0.387,0.9,0.9,0.9,0.9,0.63,0.873,0.9,0.135,0.423,0.0,0.9,0.9,0.108,0.18,0.9,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.459,0.747,0.9,0.333,0.648,0.0,0.9,0.9,0.9,0.9,0.855,0.891,0.468,0.0,0.9,0.9,0.621,0.855,0.243,0.0,0.9,0.9,0.9,0.9,0.333,0.387,0.9,0.216,0.351,0.0,0.973621147,0.474400917,0.720525313,0.39211571,0.390784371,0.9,0.9,0.9,0.9,0.9
166,0.9,0.9,0.9,0.9,0.9,0.711,0.9,0.162,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.594,0.792,0.9,0.135,0.846,0.0,0.9,0.9,0.9,0.306,0.477,0.234,0.0,0.9,0.9,0.9,0.9,0.405,0.531,0.9,0.324,0.9,0.9,0.9,0.9,0.585,0.864,0.9,0.126,0.423,0.0,0.9,0.9,0.126,0.216,0.9,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.459,0.738,0.9,0.342,0.648,0.0,0.9,0.9,0.9,0.9,0.819,0.882,0.414,0.0,0.9,0.9,0.657,0.819,0.252,0.0,0.9,0.9,0.9,0.9,0.297,0.351,0.9,0.225,0.351,0.0,0.973417728,0.474231068,0.720274499,0.392063502,0.390645688,0.9,0.9,0.9,0.9,0.9
