Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS
424,0.9,0.9,0.9,0.9,0.9,0.243,0.378,0.153,0.36,0.117,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.432,0.9,0.135,0.882,0.144,0.9,0.9,0.9,0.531,0.243,0.567,0.117,0.9,0.9,0.9,0.9,0.378,0.18,0.9,0.468,0.9,0.9,0.9,0.9,0.504,0.648,0.9,0.198,0.549,0.162,0.9,0.9,0.837,0.891,0.9,0.585,0.189,0.9,0.9,0.9,0.9,0.9,0.648,0.594,0.9,0.522,0.234,0.135,0.9,0.9,0.9,0.9,0.45,0.387,0.369,0.117,0.9,0.9,0.369,0.324,0.225,0.198,0.9,0.9,0.9,0.9,0.306,0.27,0.9,0.18,0.585,0.216,1.259724595,0.61242008,0.256387705,1.589498016,0.653490228,0.9,0.9,0.9,0.9,0.9
425,0.9,0.9,0.9,0.9,0.9,0.306,0.423,0.153,0.36,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.459,0.9,0.126,0.882,0.099,0.9,0.9,0.9,0.513,0.243,0.486,0.081,0.9,0.9,0.9,0.9,0.396,0.252,0.9,0.495,0.9,0.9,0.9,0.9,0.576,0.774,0.9,0.198,0.549,0.117,0.9,0.9,0.783,0.873,0.9,0.594,0.207,0.9,0.9,0.9,0.9,0.9,0.711,0.63,0.9,0.576,0.234,0.09,0.9,0.9,0.9,0.9,0.495,0.432,0.387,0.09,0.9,0.9,0.36,0.306,0.225,0.144,0.9,0.9,0.9,0.9,0.297,0.297,0.9,0.18,0.585,0.135,1.259400202,0.610252746,0.256278198,1.585255838,0.653408348,0.9,0.9,0.9,0.9,0.9
426,0.9,0.9,0.9,0.9,0.9,0.333,0.405,0.18,0.36,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.441,0.9,0.117,0.882,0.054,0.9,0.9,0.9,0.486,0.243,0.45,0.054,0.9,0.9,0.9,0.9,0.342,0.306,0.9,0.36,0.9,0.9,0.9,0.9,0.621,0.837,0.9,0.18,0.549,0.072,0.9,0.9,0.747,0.828,0.9,0.549,0.198,0.9,0.9,0.9,0.9,0.9,0.756,0.675,0.9,0.63,0.234,0.063,0.9,0.9,0.9,0.9,0.531,0.423,0.387,0.045,0.9,0.9,0.378,0.333,0.207,0.09,0.9,0.9,0.9,0.9,0.288,0.315,0.9,0.162,0.585,0.072,1.259839935,0.60814508,0.256174615,1.580653702,0.653272659,0.9,0.9,0.9,0.9,0.9
427,0.9,0.9,0.9,0.9,0.9,0.378,0.495,0.153,0.36,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.36,0.9,0.108,0.882,0.009,0.9,0.9,0.9,0.432,0.216,0.378,0.018,0.9,0.9,0.9,0.9,0.324,0.342,0.9,0.297,0.9,0.9,0.9,0.9,0.666,0.855,0.9,0.171,0.549,0.027,0.9,0.9,0.621,0.765,0.9,0.441,0.117,0.9,0.9,0.9,0.9,0.9,0.774,0.729,0.9,0.63,0.234,0.036,0.9,0.9,0.9,0.9,0.558,0.423,0.315,0.018,0.9,0.9,0.387,0.378,0.189,0.036,0.9,0.9,0.9,0.9,0.297,0.324,0.9,0.153,0.585,0.027,1.259274391,0.606113007,0.256068919,1.574611136,0.653051706,0.9,0.9,0.9,0.9,0.9
428,0.9,0.9,0.9,0.9,0.9,0.594,0.801,0.189,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.252,0.9,0.099,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.315,0.0,0.9,0.9,0.9,0.9,0.342,0.324,0.9,0.315,0.9,0.9,0.9,0.9,0.684,0.864,0.9,0.171,0.54,0.0,0.9,0.9,0.549,0.738,0.9,0.414,0.027,0.9,0.9,0.9,0.9,0.9,0.774,0.774,0.9,0.639,0.234,0.009,0.9,0.9,0.9,0.9,0.585,0.441,0.297,0.0,0.9,0.9,0.387,0.396,0.18,0.009,0.9,0.9,0.9,0.9,0.306,0.306,0.9,0.144,0.585,0.0,1.25837418,0.604936928,0.255973236,1.569248794,0.65287052,0.9,0.9,0.9,0.9,0.9
429,0.9,0.9,0.9,0.9,0.9,0.702,0.81,0.234,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.18,0.9,0.099,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.279,0.0,0.9,0.9,0.9,0.9,0.378,0.297,0.9,0.315,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.18,0.54,0.0,0.9,0.9,0.495,0.702,0.9,0.369,0.0,0.9,0.9,0.9,0.9,0.9,0.756,0.792,0.9,0.612,0.234,0.0,0.9,0.9,0.9,0.9,0.675,0.513,0.306,0.0,0.9,0.9,0.396,0.378,0.171,0.0,0.9,0.9,0.9,0.9,0.297,0.279,0.9,0.144,0.585,0.0,1.257362293,0.603960731,0.255855235,1.5632605,0.652375937,0.9,0.9,0.9,0.9,0.9
430,0.9,0.9,0.9,0.9,0.9,0.693,0.747,0.279,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.171,0.9,0.108,0.882,0.0,0.9,0.9,0.9,0.396,0.189,0.27,0.0,0.9,0.9,0.9,0.9,0.396,0.306,0.9,0.333,0.9,0.9,0.9,0.9,0.648,0.864,0.9,0.198,0.54,0.0,0.9,0.9,0.459,0.639,0.9,0.306,0.0,0.9,0.9,0.9,0.9,0.9,0.738,0.81,0.9,0.585,0.234,0.0,0.9,0.9,0.9,0.9,0.756,0.558,0.369,0.0,0.9,0.9,0.405,0.36,0.18,0.0,0.9,0.9,0.9,0.9,0.279,0.261,0.9,0.135,0.585,0.0,1.256291389,0.603210479,0.255705857,1.556067732,0.651773316,0.9,0.9,0.9,0.9,0.9
431,0.9,0.9,0.9,0.9,0.9,0.639,0.783,0.441,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.18,0.9,0.18,0.882,0.0,0.9,0.9,0.9,0.423,0.216,0.297,0.0,0.9,0.9,0.9,0.9,0.423,0.351,0.9,0.342,0.9,0.9,0.9,0.9,0.639,0.855,0.9,0.225,0.54,0.0,0.9,0.9,0.351,0.567,0.9,0.234,0.0,0.9,0.9,0.9,0.9,0.9,0.675,0.819,0.9,0.477,0.234,0.0,0.9,0.9,0.9,0.9,0.774,0.549,0.558,0.0,0.9,0.9,0.396,0.351,0.198,0.0,0.9,0.9,0.9,0.9,0.315,0.279,0.9,0.162,0.585,0.0,1.255188828,0.60243183,0.25549095,1.548669878,0.651059435,0.9,0.9,0.9,0.9,0.9
432,0.9,0.9,0.9,0.9,0.9,0.702,0.846,0.441,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.333,0.18,0.9,0.18,0.882,0.0,0.9,0.9,0.9,0.36,0.207,0.243,0.0,0.9,0.9,0.9,0.9,0.378,0.378,0.9,0.306,0.9,0.9,0.9,0.9,0.621,0.855,0.9,0.234,0.54,0.0,0.9,0.9,0.36,0.576,0.9,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.666,0.81,0.9,0.486,0.234,0.0,0.9,0.9,0.9,0.9,0.747,0.63,0.549,0.0,0.9,0.9,0.369,0.324,0.18,0.0,0.9,0.9,0.9,0.9,0.261,0.252,0.9,0.135,0.585,0.0,1.254046404,0.601619675,0.255262637,1.540811288,0.650298036,0.9,0.9,0.9,0.9,0.9
433,0.9,0.9,0.9,0.9,0.9,0.801,0.891,0.477,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.198,0.9,0.189,0.882,0.0,0.9,0.9,0.9,0.315,0.198,0.216,0.0,0.9,0.9,0.9,0.9,0.351,0.324,0.9,0.27,0.9,0.9,0.9,0.9,0.639,0.855,0.9,0.252,0.54,0.0,0.9,0.9,0.351,0.54,0.9,0.207,0.0,0.9,0.9,0.9,0.9,0.9,0.657,0.801,0.9,0.477,0.225,0.0,0.9,0.9,0.9,0.9,0.774,0.72,0.513,0.0,0.9,0.9,0.333,0.288,0.171,0.0,0.9,0.9,0.9,0.9,0.234,0.216,0.9,0.117,0.585,0.0,1.252876031,0.600832031,0.254997559,1.532593314,0.649040055,0.9,0.9,0.9,0.9,0.9
434,0.9,0.9,0.9,0.9,0.9,0.864,0.9,0.531,0.369,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.216,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.27,0.243,0.189,0.0,0.9,0.9,0.9,0.9,0.324,0.306,0.9,0.243,0.9,0.9,0.9,0.9,0.639,0.846,0.9,0.261,0.54,0.0,0.9,0.9,0.306,0.423,0.9,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.612,0.765,0.9,0.45,0.225,0.0,0.9,0.9,0.9,0.9,0.81,0.819,0.468,0.0,0.9,0.9,0.261,0.351,0.153,0.0,0.9,0.9,0.9,0.9,0.207,0.189,0.9,0.108,0.585,0.0,1.251788479,0.600049551,0.254695702,1.524782146,0.647994976,0.9,0.9,0.9,0.9,0.9
435,0.9,0.9,0.9,0.9,0.9,0.864,0.891,0.567,0.378,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.306,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.243,0.351,0.18,0.0,0.9,0.9,0.9,0.9,0.288,0.315,0.9,0.216,0.9,0.9,0.9,0.9,0.648,0.837,0.9,0.261,0.54,0.0,0.9,0.9,0.27,0.36,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.549,0.702,0.9,0.405,0.225,0.0,0.9,0.9,0.9,0.9,0.837,0.873,0.468,0.0,0.9,0.9,0.198,0.36,0.144,0.0,0.9,0.9,0.9,0.9,0.18,0.162,0.9,0.099,0.585,0.0,1.251269627,0.599344731,0.254417846,1.517927766,0.647171664,0.9,0.9,0.9,0.9,0.9
436,0.9,0.9,0.9,0.9,0.9,0.837,0.873,0.558,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.459,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.225,0.459,0.153,0.0,0.9,0.9,0.9,0.9,0.27,0.297,0.9,0.189,0.9,0.9,0.9,0.9,0.612,0.783,0.9,0.261,0.54,0.0,0.9,0.9,0.243,0.342,0.9,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.495,0.648,0.9,0.36,0.225,0.0,0.9,0.9,0.9,0.9,0.828,0.873,0.477,0.0,0.9,0.9,0.171,0.396,0.153,0.0,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.09,0.585,0.0,1.251245265,0.598671686,0.254169134,1.513247626,0.646701176,0.9,0.9,0.9,0.9,0.9
437,0.9,0.9,0.9,0.9,0.9,0.828,0.873,0.54,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.612,0.9,0.198,0.882,0.0,0.9,0.9,0.9,0.216,0.603,0.144,0.0,0.9,0.9,0.9,0.9,0.243,0.279,0.9,0.162,0.9,0.9,0.9,0.9,0.567,0.702,0.9,0.252,0.54,0.0,0.9,0.9,0.216,0.324,0.9,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.45,0.576,0.9,0.324,0.225,0.0,0.9,0.9,0.9,0.9,0.756,0.855,0.495,0.0,0.9,0.9,0.153,0.369,0.162,0.009,0.9,0.9,0.9,0.9,0.153,0.153,0.9,0.081,0.585,0.036,1.25222397,0.598036618,0.253955669,1.50939061,0.646345778,0.9,0.9,0.9,0.9,0.9
438,0.9,0.9,0.9,0.9,0.9,0.756,0.819,0.477,0.396,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.729,0.9,0.198,0.882,0.027,0.9,0.9,0.9,0.243,0.702,0.153,0.027,0.9,0.9,0.9,0.9,0.207,0.306,0.9,0.126,0.9,0.9,0.9,0.9,0.531,0.63,0.9,0.252,0.54,0.018,0.9,0.9,0.162,0.27,0.9,0.117,0.009,0.9,0.9,0.9,0.9,0.9,0.405,0.522,0.9,0.279,0.225,0.027,0.9,0.9,0.9,0.9,0.702,0.837,0.495,0.018,0.9,0.9,0.153,0.36,0.171,0.036,0.9,0.9,0.9,0.9,0.144,0.171,0.9,0.09,0.585,0.09,1.254109651,0.597791142,0.253740436,1.507032682,0.646033776,0.9,0.9,0.9,0.9,0.9
439,0.9,0.9,0.9,0.9,0.9,0.657,0.72,0.45,0.396,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.819,0.9,0.198,0.882,0.063,0.9,0.9,0.9,0.288,0.765,0.153,0.063,0.9,0.9,0.9,0.9,0.207,0.333,0.9,0.108,0.9,0.9,0.9,0.9,0.513,0.594,0.9,0.252,0.54,0.054,0.9,0.9,0.126,0.252,0.9,0.099,0.027,0.9,0.9,0.9,0.9,0.9,0.351,0.477,0.9,0.243,0.225,0.081,0.9,0.9,0.9,0.9,0.666,0.81,0.504,0.054,0.9,0.9,0.153,0.378,0.18,0.072,0.9,0.9,0.9,0.9,0.135,0.18,0.9,0.081,0.585,0.171,1.253745721,0.597651181,0.253533917,1.505382236,0.645768591,0.9,0.9,0.9,0.9,0.9
440,0.9,0.9,0.9,0.9,0.9,0.567,0.63,0.414,0.396,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.441,0.873,0.9,0.234,0.882,0.108,0.9,0.9,0.9,0.396,0.81,0.18,0.09,0.9,0.9,0.9,0.9,0.261,0.369,0.9,0.153,0.9,0.9,0.9,0.9,0.468,0.477,0.9,0.261,0.54,0.09,0.9,0.9,0.099,0.216,0.9,0.063,0.063,0.9,0.9,0.9,0.9,0.9,0.315,0.423,0.9,0.27,0.225,0.162,0.9,0.9,0.9,0.9,0.648,0.756,0.549,0.135,0.9,0.9,0.171,0.414,0.189,0.117,0.9,0.9,0.9,0.9,0.144,0.189,0.9,0.099,0.585,0.243,1.253292501,0.597646067,0.25334522,1.505366024,0.645352152,0.9,0.9,0.9,0.9,0.9
441,0.9,0.9,0.9,0.9,0.9,0.522,0.558,0.387,0.396,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.522,0.882,0.9,0.279,0.882,0.144,0.9,0.9,0.9,0.531,0.828,0.306,0.135,0.9,0.9,0.9,0.9,0.315,0.432,0.9,0.198,0.9,0.9,0.9,0.9,0.423,0.396,0.9,0.261,0.54,0.135,0.9,0.9,0.09,0.207,0.9,0.063,0.108,0.9,0.9,0.9,0.9,0.9,0.279,0.351,0.9,0.243,0.225,0.243,0.9,0.9,0.9,0.9,0.612,0.675,0.549,0.216,0.9,0.9,0.162,0.432,0.198,0.171,0.9,0.9,0.9,0.9,0.171,0.207,0.9,0.108,0.576,0.288,1.253255856,0.598024482,0.253145514,1.505488084,0.644934691,0.9,0.9,0.9,0.9,0.9
442,0.9,0.9,0.9,0.9,0.9,0.414,0.423,0.36,0.396,0.099,0.9,0.9,0.9,0.9,0.9,0.9,0.513,0.882,0.9,0.315,0.882,0.171,0.9,0.9,0.9,0.621,0.846,0.459,0.234,0.9,0.9,0.9,0.9,0.351,0.459,0.9,0.234,0.9,0.9,0.9,0.9,0.36,0.297,0.9,0.261,0.54,0.171,0.9,0.9,0.09,0.198,0.9,0.072,0.144,0.9,0.9,0.9,0.9,0.9,0.234,0.279,0.9,0.198,0.225,0.315,0.9,0.9,0.9,0.9,0.522,0.576,0.54,0.306,0.9,0.9,0.135,0.405,0.216,0.207,0.9,0.9,0.9,0.9,0.207,0.234,0.9,0.117,0.576,0.306,1.252629495,0.598437279,0.252864507,1.50739941,0.644447269,0.9,0.9,0.9,0.9,0.9
443,0.9,0.9,0.9,0.9,0.9,0.27,0.288,0.207,0.396,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.423,0.882,0.9,0.243,0.882,0.171,0.9,0.9,0.9,0.684,0.873,0.567,0.324,0.9,0.9,0.9,0.9,0.306,0.423,0.9,0.171,0.9,0.9,0.9,0.9,0.279,0.198,0.9,0.207,0.54,0.189,0.9,0.9,0.108,0.252,0.9,0.081,0.108,0.9,0.9,0.9,0.9,0.9,0.162,0.189,0.9,0.117,0.225,0.342,0.9,0.9,0.9,0.9,0.36,0.54,0.405,0.396,0.9,0.9,0.126,0.414,0.216,0.216,0.9,0.9,0.9,0.9,0.234,0.243,0.9,0.108,0.576,0.279,1.252927928,0.599310735,0.252538803,1.509937028,0.643842275,0.9,0.9,0.9,0.9,0.9
444,0.9,0.9,0.9,0.9,0.9,0.171,0.171,0.234,0.396,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.873,0.9,0.27,0.882,0.171,0.9,0.9,0.9,0.729,0.873,0.675,0.414,0.9,0.9,0.9,0.9,0.324,0.387,0.9,0.171,0.9,0.9,0.9,0.9,0.243,0.153,0.9,0.216,0.54,0.225,0.9,0.9,0.135,0.315,0.9,0.099,0.108,0.9,0.9,0.9,0.9,0.9,0.144,0.153,0.9,0.117,0.225,0.396,0.9,0.9,0.9,0.9,0.297,0.468,0.378,0.45,0.9,0.9,0.126,0.387,0.216,0.216,0.9,0.9,0.9,0.9,0.279,0.252,0.9,0.117,0.576,0.27,1.253664293,0.60057948,0.25211769,1.513004646,0.642872267,0.9,0.9,0.9,0.9,0.9
445,0.9,0.9,0.9,0.9,0.9,0.108,0.099,0.252,0.396,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.864,0.9,0.297,0.882,0.18,0.9,0.9,0.9,0.765,0.882,0.765,0.432,0.9,0.9,0.9,0.9,0.333,0.351,0.9,0.207,0.9,0.9,0.9,0.9,0.216,0.126,0.9,0.207,0.54,0.252,0.9,0.9,0.189,0.423,0.9,0.153,0.108,0.9,0.9,0.9,0.9,0.9,0.144,0.162,0.9,0.126,0.225,0.423,0.9,0.9,0.9,0.9,0.27,0.414,0.342,0.468,0.9,0.9,0.117,0.36,0.207,0.207,0.9,0.9,0.9,0.9,0.306,0.261,0.9,0.126,0.576,0.252,1.254476632,0.602061194,0.251756571,1.51600255,0.641886789,0.9,0.9,0.9,0.9,0.9
446,0.9,0.9,0.9,0.9,0.9,0.063,0.054,0.225,0.396,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.459,0.855,0.9,0.324,0.882,0.18,0.9,0.9,0.9,0.81,0.882,0.81,0.405,0.9,0.9,0.9,0.9,0.387,0.342,0.9,0.333,0.9,0.9,0.9,0.9,0.216,0.135,0.9,0.216,0.54,0.261,0.9,0.9,0.234,0.495,0.9,0.225,0.099,0.9,0.9,0.9,0.9,0.9,0.18,0.189,0.9,0.153,0.225,0.396,0.9,0.9,0.9,0.9,0.252,0.387,0.324,0.414,0.9,0.9,0.117,0.351,0.207,0.198,0.9,0.9,0.9,0.9,0.342,0.27,0.9,0.135,0.576,0.216,1.255164241,0.603430004,0.251182875,1.518240714,0.64096564,0.9,0.9,0.9,0.9,0.9
447,0.9,0.9,0.9,0.9,0.9,0.054,0.027,0.18,0.396,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.531,0.855,0.9,0.324,0.882,0.189,0.9,0.9,0.9,0.846,0.891,0.855,0.369,0.9,0.9,0.9,0.9,0.495,0.351,0.9,0.45,0.9,0.9,0.9,0.9,0.216,0.162,0.9,0.207,0.54,0.27,0.9,0.9,0.279,0.585,0.9,0.324,0.207,0.9,0.9,0.9,0.9,0.9,0.207,0.189,0.9,0.18,0.225,0.369,0.9,0.9,0.9,0.9,0.234,0.387,0.324,0.342,0.9,0.9,0.117,0.342,0.207,0.198,0.9,0.9,0.9,0.9,0.378,0.288,0.9,0.153,0.576,0.198,1.255784154,0.6042332,0.250637497,1.520023272,0.640268659,0.9,0.9,0.9,0.9,0.9
448,0.9,0.9,0.9,0.9,0.9,0.036,0.009,0.171,0.396,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.558,0.855,0.9,0.333,0.882,0.171,0.9,0.9,0.9,0.882,0.891,0.873,0.297,0.9,0.9,0.9,0.9,0.612,0.432,0.9,0.603,0.9,0.9,0.9,0.9,0.216,0.18,0.9,0.207,0.54,0.243,0.9,0.9,0.315,0.774,0.9,0.387,0.288,0.9,0.9,0.9,0.9,0.9,0.234,0.171,0.9,0.198,0.225,0.306,0.9,0.9,0.9,0.9,0.225,0.387,0.315,0.279,0.9,0.9,0.135,0.351,0.207,0.171,0.9,0.9,0.9,0.9,0.405,0.315,0.9,0.144,0.576,0.171,1.257004101,0.603912075,0.250175027,1.520922524,0.63924594,0.9,0.9,0.9,0.9,0.9
449,0.9,0.9,0.9,0.9,0.9,0.027,0.0,0.162,0.396,0.189,0.9,0.9,0.9,0.9,0.9,0.9,0.63,0.837,0.9,0.351,0.882,0.126,0.9,0.9,0.9,0.891,0.891,0.882,0.207,0.9,0.9,0.9,0.9,0.693,0.486,0.9,0.72,0.9,0.9,0.9,0.9,0.225,0.198,0.9,0.189,0.54,0.189,0.9,0.9,0.414,0.873,0.9,0.414,0.27,0.9,0.9,0.9,0.9,0.9,0.27,0.153,0.9,0.216,0.225,0.216,0.9,0.9,0.9,0.9,0.234,0.36,0.297,0.198,0.9,0.9,0.135,0.342,0.198,0.126,0.9,0.9,0.9,0.9,0.396,0.333,0.9,0.126,0.576,0.135,1.25808415,0.603362711,0.249717206,1.521626476,0.637226435,0.9,0.9,0.9,0.9,0.9
450,0.9,0.9,0.9,0.9,0.9,0.009,0.0,0.144,0.396,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.738,0.81,0.9,0.36,0.882,0.072,0.9,0.9,0.9,0.891,0.882,0.882,0.108,0.9,0.9,0.9,0.9,0.774,0.522,0.9,0.801,0.9,0.9,0.9,0.9,0.234,0.225,0.9,0.171,0.54,0.117,0.9,0.9,0.504,0.882,0.9,0.423,0.171,0.9,0.9,0.9,0.9,0.9,0.288,0.162,0.9,0.225,0.225,0.126,0.9,0.9,0.9,0.9,0.207,0.288,0.27,0.117,0.9,0.9,0.126,0.342,0.18,0.081,0.9,0.9,0.9,0.9,0.378,0.333,0.9,0.117,0.576,0.072,1.259403682,0.60305657,0.24920741,1.521487914,0.636493723,0.9,0.9,0.9,0.9,0.9
451,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.117,0.396,0.045,0.9,0.9,0.9,0.9,0.9,0.9,0.792,0.756,0.9,0.342,0.882,0.018,0.9,0.9,0.9,0.891,0.873,0.864,0.036,0.9,0.9,0.9,0.9,0.828,0.684,0.9,0.819,0.9,0.9,0.9,0.9,0.234,0.27,0.9,0.153,0.54,0.045,0.9,0.9,0.522,0.882,0.9,0.459,0.081,0.9,0.9,0.9,0.9,0.9,0.297,0.189,0.9,0.216,0.225,0.054,0.9,0.9,0.9,0.9,0.171,0.216,0.207,0.036,0.9,0.9,0.126,0.342,0.162,0.036,0.9,0.9,0.9,0.9,0.369,0.36,0.9,0.099,0.576,0.027,1.260824553,0.602753549,0.248781629,1.520794792,0.635439193,0.9,0.9,0.9,0.9,0.9
452,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.099,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.774,0.657,0.9,0.306,0.882,0.0,0.9,0.9,0.9,0.891,0.855,0.855,0.0,0.9,0.9,0.9,0.9,0.846,0.792,0.9,0.801,0.9,0.9,0.9,0.9,0.225,0.288,0.9,0.135,0.54,0.0,0.9,0.9,0.54,0.882,0.9,0.441,0.018,0.9,0.9,0.9,0.9,0.9,0.306,0.225,0.9,0.216,0.225,0.009,0.9,0.9,0.9,0.9,0.108,0.171,0.135,0.0,0.9,0.9,0.108,0.333,0.144,0.009,0.9,0.9,0.9,0.9,0.351,0.387,0.9,0.081,0.567,0.0,1.261390222,0.602771549,0.248382374,1.52052198,0.634327421,0.9,0.9,0.9,0.9,0.9
453,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.081,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.558,0.9,0.27,0.882,0.0,0.9,0.9,0.9,0.891,0.846,0.846,0.0,0.9,0.9,0.9,0.9,0.846,0.783,0.9,0.828,0.9,0.9,0.9,0.9,0.216,0.297,0.9,0.135,0.54,0.0,0.9,0.9,0.558,0.882,0.9,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.333,0.261,0.9,0.225,0.225,0.0,0.9,0.9,0.9,0.9,0.081,0.162,0.09,0.0,0.9,0.9,0.099,0.333,0.135,0.0,0.9,0.9,0.9,0.9,0.324,0.396,0.9,0.072,0.567,0.0,1.261711749,0.60268302,0.248159861,1.519257658,0.633506135,0.9,0.9,0.9,0.9,0.9
454,0.9,0.9,0.9,0.9,0.9,0.0,0.036,0.063,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.477,0.9,0.243,0.882,0.0,0.9,0.9,0.9,0.891,0.81,0.846,0.0,0.9,0.9,0.9,0.9,0.855,0.81,0.9,0.846,0.9,0.9,0.9,0.9,0.207,0.297,0.9,0.126,0.54,0.0,0.9,0.9,0.522,0.873,0.9,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.351,0.315,0.9,0.234,0.225,0.0,0.9,0.9,0.9,0.9,0.081,0.171,0.072,0.0,0.9,0.9,0.081,0.324,0.126,0.0,0.9,0.9,0.9,0.9,0.315,0.396,0.9,0.063,0.567,0.0,1.262083777,0.602513568,0.247944289,1.517205108,0.632545277,0.9,0.9,0.9,0.9,0.9
