Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Agri_Residues_1,1,0,44.09,104.56
SE_Agri_Residues_2,1,0,66.14,38.9
SE_Agri_Residues_3,1,0,77.16,650.15
MIDAT_Agri_Residues_1,2,0,44.09,12.41
MIDAT_Agri_Residues_2,2,0,66.14,0.62
MIDAT_Agri_Residues_3,2,0,77.16,692.08
NE_Agri_Residues_1,3,0,44.09,20.92
NE_Agri_Residues_2,3,0,77.16,183.28
