Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Energy_Crops_Wood,1,0,77.16,2114.63
MIDAT_Energy_Crops_Wood,2,0,77.16,1898.67
NE_Energy_Crops_Wood,3,0,77.16,253.92
