Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Forestry_1,1,0,44.09,820.85
SE_Forestry_2,1,0,55.12,381.66
SE_Forestry_3,1,0,59.52,53.26
SE_Forestry_4,1,0,77.28,1140.83
MIDAT_Forestry_1,2,0,44.09,199.74
MIDAT_Forestry_2,2,0,55.12,127
MIDAT_Forestry_3,2,0,59.52,11
MIDAT_Forestry_4,2,0,77.28,773.78
NE_Forestry_1,3,0,44.09,106.89
NE_Forestry_2,3,0,55.12,45.25
NE_Forestry_3,3,0,59.52,0.24
NE_Forestry_4,3,0,77.28,681.73
