Time_Index,Nuclear_1,Hydro_Res_1,Hydro_RoR_1,PV_1_0,Wind_1_0,Wind_1_1,Wind_1_2,Nuclear_2,Hydro_Res_2,Hydro_RoR_2,PV_2_0,Wind_2_0,Wind_2_1,Wind_2_2,Nuclear_3,Hydro_Res_3,Hydro_RoR_3,PV_3_0,Wind_3_0,Wind_3_1,Wind_3_2,Nuclear_4,PV_4_0,Wind_4_0,Wind_4_1,Wind_4_2,Nuclear_5,Hydro_Res_5,Hydro_RoR_5,PV_5_0,Wind_5_0,Wind_5_1,Wind_5_2,Nuclear_6,Hydro_Res_6,Hydro_RoR_6,PV_6_0,Wind_6_0,Wind_6_1,Wind_6_2,Hydro_Can,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,OCGT_F_1,OCGT_F_2,OCGT_F_3,OCGT_F_4,OCGT_F_5,OCGT_F_6,CCGT_CCS_1,CCGT_CCS_2,CCGT_CCS_3,CCGT_CCS_4,CCGT_CCS_5,CCGT_CCS_6,Wind_offshore_2,Wind_offshore_4,PHS_1,PHS_2,PHS_3,PHS_5,PHS_6,Storage_bat_1,Storage_bat_2,Storage_bat_3,Storage_bat_4,Storage_bat_5,Storage_bat_6
46,1,0.381493314,0.653203523,0,0.795248569,0.743013765,0.607412841,1,0.605273121,0.501137075,0,0.76895737,0.48859923,0.263407351,1,0.589537055,0.606261483,0,0.647560418,0.559185484,0.288145044,1,0,0.436688427,0.414470898,0.486182366,1,0.598222557,0.517378263,0,0.650178187,0.431890181,0.285252509,1,0.713887465,0.41161054,0,0.289943946,0.37267514,0.205200836,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.730089968,0.301951215,1,1,1,1,1,1,1,1,1,1,1
47,1,0.381493314,0.653203523,0,0.793656611,0.740127079,0.599813231,1,0.605273121,0.501137075,0,0.76875253,0.480193917,0.273494656,1,0.589537055,0.606261483,0,0.718768239,0.616756198,0.310326237,1,0,0.460271241,0.413708753,0.537672772,1,0.598222557,0.517378263,0,0.648076383,0.391918796,0.256238218,1,0.713887465,0.41161054,0,0.307019418,0.378706542,0.206923451,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.788029974,0.296286312,1,1,1,1,1,1,1,1,1,1,1
48,1,0.381493314,0.653203523,0,0.794539822,0.730003252,0.585253885,1,0.605273121,0.501137075,0,0.770624718,0.48232956,0.287342154,1,0.589537055,0.606261483,0,0.760972356,0.662698791,0.353184105,1,0,0.479130924,0.417125377,0.501390371,1,0.598222557,0.517378263,0,0.639800983,0.3762309,0.239782523,1,0.713887465,0.41161054,0,0.313497583,0.377137846,0.208792641,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.831057722,0.348451266,1,1,1,1,1,1,1,1,1,1,1
49,1,0.381493314,0.653203523,0,0.789236599,0.722332803,0.582246937,1,0.605273121,0.501137075,0,0.768871383,0.480735258,0.294540957,1,0.589537055,0.606261483,0,0.790345799,0.690775924,0.389988955,1,0,0.493559723,0.450656696,0.46323526,1,0.598222557,0.517378263,0,0.635200585,0.357042179,0.215529905,1,0.713887465,0.41161054,0,0.316109336,0.367275232,0.204027197,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.841994766,0.39896941,1,1,1,1,1,1,1,1,1,1,1
50,1,0.381493314,0.653203523,0,0.785713803,0.713835965,0.576669299,1,0.605273121,0.501137075,0,0.767196088,0.48423985,0.301924767,1,0.589537055,0.606261483,0,0.798909239,0.704010839,0.425321622,1,0,0.599655202,0.563060587,0.53059047,1,0.598222557,0.517378263,0,0.633110824,0.353258079,0.206975328,1,0.713887465,0.41161054,0,0.321631443,0.366725231,0.195970074,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.846979023,0.381144336,1,1,1,1,1,1,1,1,1,1,1
51,1,0.381493314,0.653203523,0,0.786301873,0.716835132,0.583612086,1,0.605273121,0.501137075,0,0.761296994,0.478627734,0.308519241,1,0.589537055,0.606261483,0,0.803424934,0.711887082,0.441331816,1,0,0.630020131,0.605855419,0.458428486,1,0.598222557,0.517378263,0,0.633453658,0.353104912,0.20906776,1,0.713887465,0.41161054,0,0.322001105,0.346720726,0.182605568,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.839359062,0.40207313,1,1,1,1,1,1,1,1,1,1,1
52,1,0.381493314,0.653203523,0,0.786297885,0.703263099,0.583158268,1,0.605273121,0.501137075,0,0.757527646,0.470661253,0.30383578,1,0.589537055,0.606261483,0,0.807784966,0.711532831,0.442441079,1,0,0.675579161,0.658455515,0.423965604,1,0.598222557,0.517378263,0,0.619505973,0.339992457,0.200139223,1,0.713887465,0.41161054,0,0.3104375,0.318646161,0.171881353,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.819671325,0.356122206,1,1,1,1,1,1,1,1,1,1,1
53,1,0.381493314,0.653203523,0,0.781444217,0.693761418,0.592404296,1,0.605273121,0.501137075,0,0.748683038,0.452178495,0.296756684,1,0.589537055,0.606261483,0,0.810779984,0.711287295,0.42509054,1,0,0.678496086,0.662768753,0.54293763,1,0.598222557,0.517378263,0,0.604056706,0.329299353,0.205983395,1,0.713887465,0.41161054,0,0.29183681,0.273566806,0.163038552,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.768335322,0.316441163,1,1,1,1,1,1,1,1,1,1,1
54,1,0.381493314,0.653203523,0,0.778884783,0.665472663,0.549767681,1,0.605273121,0.501137075,0,0.738077684,0.440086612,0.274889218,1,0.589537055,0.606261483,0,0.803822551,0.708018109,0.430026264,1,0,0.621538597,0.627498408,0.563339834,1,0.598222557,0.517378263,0,0.587291296,0.31640169,0.194416639,1,0.713887465,0.41161054,0,0.261371551,0.238130894,0.149938659,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.742650889,0.316327968,1,1,1,1,1,1,1,1,1,1,1
55,1,0.381493314,0.653203523,0.171117829,0.774623837,0.64250409,0.510687329,1,0.605273121,0.501137075,0.145360643,0.73052334,0.443976164,0.244668731,1,0.589537055,0.606261483,0.16170096,0.796046219,0.688153636,0.431237774,1,0.145825944,0.592206039,0.585616355,0.516169897,1,0.598222557,0.517378263,0.11837788,0.554982342,0.285261714,0.178771473,1,0.713887465,0.41161054,0.071927662,0.236611963,0.198672804,0.131070522,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.686299322,0.287325043,1,1,1,1,1,1,1,1,1,1,1
56,1,0.381493314,0.653203523,0.547464774,0.747659857,0.637468549,0.519505656,1,0.605273121,0.501137075,0.558826675,0.718712269,0.430455336,0.231422148,1,0.589537055,0.606261483,0.626993865,0.791118556,0.673232929,0.409883727,1,0.608638607,0.539806874,0.502723771,0.457658434,1,0.598222557,0.517378263,0.557797528,0.507068861,0.250104351,0.145726003,1,0.713887465,0.41161054,0.46478517,0.195485136,0.15925138,0.118780573,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.639060259,0.260582355,1,1,1,1,1,1,1,1,1,1,1
57,1,0.381493314,0.653203523,0.67562173,0.650721422,0.589375314,0.502117697,1,0.605273121,0.501137075,0.705631766,0.613830615,0.354013865,0.201394669,1,0.589537055,0.606261483,0.785335291,0.654545637,0.519489491,0.300791937,1,0.760143391,0.365613858,0.306749777,0.273768209,1,0.598222557,0.517378263,0.761082996,0.403041937,0.167495197,0.086559973,1,0.713887465,0.41161054,0.712645434,0.134275901,0.083697369,0.081675948,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.562136828,0.236365677,1,1,1,1,1,1,1,1,1,1,1
58,1,0.381493314,0.653203523,0.677975501,0.623797686,0.616472507,0.589890347,1,0.605273121,0.501137075,0.69444534,0.45105216,0.29224471,0.223774076,1,0.589537055,0.606261483,0.754428562,0.384408062,0.244034266,0.117728631,1,0.760599689,0.214565663,0.16302393,0.087748225,1,0.598222557,0.517378263,0.738391861,0.236397244,0.07601414,0.044874719,1,0.713887465,0.41161054,0.704635779,0.047029814,0.027064705,0.056490825,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.44120108,0.235434365,1,1,1,1,1,1,1,1,1,1,1
59,1,0.381493314,0.653203523,0.653054952,0.65011518,0.65188716,0.619483366,1,0.605273121,0.501137075,0.67230204,0.469452504,0.336278587,0.281919547,1,0.589537055,0.606261483,0.703464296,0.303518064,0.223146933,0.133650849,1,0.710302306,0.177354772,0.155438395,0.06306349,1,0.598222557,0.517378263,0.69176434,0.2053194,0.082890994,0.067966568,1,0.713887465,0.41161054,0.669919577,0.036476391,0.02731053,0.054353667,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.384580731,0.19230285,1,1,1,1,1,1,1,1,1,1,1
60,1,0.381493314,0.653203523,0.643630508,0.677399317,0.679119211,0.646649076,1,0.605273121,0.501137075,0.647798466,0.49323054,0.389971085,0.350288961,1,0.589537055,0.606261483,0.672811567,0.272631506,0.224409045,0.170138884,1,0.676063143,0.15892782,0.135946946,0.061247976,1,0.598222557,0.517378263,0.651516564,0.211587358,0.101074698,0.079077932,1,0.713887465,0.41161054,0.635673095,0.042232184,0.034758564,0.061182737,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28722753,0.147441888,1,1,1,1,1,1,1,1,1,1,1
61,1,0.381493314,0.653203523,0.680523962,0.700273196,0.69770637,0.658196204,1,0.605273121,0.501137075,0.663790231,0.5107189,0.433882045,0.42010881,1,0.589537055,0.606261483,0.683054857,0.254506968,0.230957014,0.208898824,1,0.674893789,0.160060762,0.155751527,0.139707964,1,0.598222557,0.517378263,0.643785845,0.229600017,0.118342719,0.101432321,1,0.713887465,0.41161054,0.619986562,0.05732682,0.051625934,0.079442414,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.213500271,0.108059662,1,1,1,1,1,1,1,1,1,1,1
62,1,0.381493314,0.653203523,0.743488437,0.71751045,0.71689127,0.662109428,1,0.605273121,0.501137075,0.71011161,0.518103868,0.456710074,0.453965455,1,0.589537055,0.606261483,0.714248485,0.253265837,0.235829843,0.213261079,1,0.701755747,0.181570088,0.157003298,0.145701541,1,0.598222557,0.517378263,0.673615306,0.248412206,0.135020139,0.123908662,1,0.713887465,0.41161054,0.64611339,0.074225401,0.074460132,0.107323367,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.138054409,0.077701404,1,1,1,1,1,1,1,1,1,1,1
63,1,0.381493314,0.653203523,0.785545423,0.732294404,0.724451356,0.669243978,1,0.605273121,0.501137075,0.739959364,0.519677721,0.464207478,0.465344833,1,0.589537055,0.606261483,0.733321276,0.263338767,0.250985157,0.222440501,1,0.722957373,0.200562725,0.159909474,0.144308948,1,0.598222557,0.517378263,0.697263201,0.260214647,0.153303439,0.139949677,1,0.713887465,0.41161054,0.657765737,0.088260358,0.096719126,0.132463329,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105691278,0.061769697,1,1,1,1,1,1,1,1,1,1,1
64,1,0.381493314,0.653203523,0.609329249,0.712094504,0.699683424,0.616121,1,0.605273121,0.501137075,0.633239665,0.522603204,0.459544161,0.447274851,1,0.589537055,0.606261483,0.641908179,0.273271871,0.248467052,0.224550815,1,0.532936358,0.215382709,0.170144692,0.141776787,1,0.598222557,0.517378263,0.601310889,0.267375628,0.170796494,0.157581878,1,0.713887465,0.41161054,0.531059556,0.096502522,0.115873997,0.158338129,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105653866,0.050620221,1,1,1,1,1,1,1,1,1,1,1
65,1,0.381493314,0.653203523,0.15505645,0.669225141,0.622166995,0.513855349,1,0.605273121,0.501137075,0.211822677,0.458279619,0.386421519,0.331887813,1,0.589537055,0.606261483,0.236026921,0.258582463,0.21764293,0.205569098,1,0.161099387,0.23013352,0.170794826,0.119999466,1,0.598222557,0.517378263,0.242803377,0.245049856,0.166414131,0.158436608,1,0.713887465,0.41161054,0.215103028,0.096460607,0.120560144,0.158539432,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127580611,0.05455302,1,1,1,1,1,1,1,1,1,1,1
66,1,0.381493314,0.653203523,0,0.760208495,0.687948038,0.541571245,1,0.605273121,0.501137075,0,0.565980961,0.458693226,0.368628787,1,0.589537055,0.606261483,0.01,0.355587017,0.324300449,0.33622065,1,0,0.266279288,0.268320998,0.228714256,1,0.598222557,0.517378263,0.011538508,0.329744278,0.248416029,0.223943226,1,0.713887465,0.41161054,0.014174017,0.140087953,0.176111905,0.215215612,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152231887,0.058660876,1,1,1,1,1,1,1,1,1,1,1
67,1,0.381493314,0.653203523,0,0.78231369,0.705471496,0.541476006,1,0.605273121,0.501137075,0,0.618392549,0.465668718,0.328966959,1,0.589537055,0.606261483,0,0.440638805,0.406212019,0.316431618,1,0,0.34712936,0.356674092,0.272883341,1,0.598222557,0.517378263,0,0.420114567,0.351795714,0.361008373,1,0.713887465,0.41161054,0,0.178469973,0.227220516,0.259153,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184451461,0.065023087,1,1,1,1,1,1,1,1,1,1,1
68,1,0.381493314,0.653203523,0,0.775810731,0.702241904,0.544755626,1,0.605273121,0.501137075,0,0.638689344,0.438549099,0.257114968,1,0.589537055,0.606261483,0,0.495859429,0.415516382,0.242820536,1,0,0.348185355,0.368403866,0.219034499,1,0.598222557,0.517378263,0,0.444960301,0.372524799,0.380680921,1,0.713887465,0.41161054,0,0.182661512,0.248747381,0.208775553,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.219297481,0.069474711,1,1,1,1,1,1,1,1,1,1,1
69,1,0.381493314,0.653203523,0,0.777996487,0.691793706,0.527910307,1,0.605273121,0.501137075,0,0.661168868,0.432142037,0.226985839,1,0.589537055,0.606261483,0,0.47662363,0.357995288,0.192670823,1,0,0.39269623,0.410916459,0.226685379,1,0.598222557,0.517378263,0,0.457342215,0.385257497,0.362495335,1,0.713887465,0.41161054,0,0.179725739,0.266233431,0.180851553,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.270756066,0.07144227,1,1,1,1,1,1,1,1,1,1,1
70,1,0.381493314,0.653203523,0,0.772999231,0.683058944,0.522971986,1,0.605273121,0.501137075,0,0.664541315,0.43372656,0.199845593,1,0.589537055,0.606261483,0,0.496942316,0.381316508,0.20076131,1,0,0.406358908,0.416163945,0.124909807,1,0.598222557,0.517378263,0,0.471710862,0.385970291,0.322752865,1,0.713887465,0.41161054,0,0.174681151,0.259873761,0.155524094,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.473675056,0.076457488,1,1,1,1,1,1,1,1,1,1,1
71,1,0.381493314,0.653203523,0,0.771974583,0.665555376,0.488255219,1,0.605273121,0.501137075,0,0.646771611,0.410232162,0.197810696,1,0.589537055,0.606261483,0,0.548416159,0.425343247,0.250638215,1,0,0.402566265,0.413638335,0.119297896,1,0.598222557,0.517378263,0,0.433252313,0.381638048,0.30336558,1,0.713887465,0.41161054,0,0.160915918,0.24680834,0.135792345,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.692985605,0.101179807,1,1,1,1,1,1,1,1,1,1,1
72,1,0.381493314,0.653203523,0,0.749371908,0.643246026,0.4367839,1,0.605273121,0.501137075,0,0.618197985,0.35926734,0.182624098,1,0.589537055,0.606261483,0,0.657350035,0.547959782,0.361103102,1,0,0.400008776,0.37509328,0.16794102,1,0.598222557,0.517378263,0,0.426963842,0.353502781,0.292561947,1,0.713887465,0.41161054,0,0.15708477,0.237598134,0.120319923,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.817582258,0.131143631,1,1,1,1,1,1,1,1,1,1,1
73,1,0.381493314,0.653203523,0,0.714441954,0.600698221,0.394517485,1,0.605273121,0.501137075,0,0.567394016,0.304130129,0.160083113,1,0.589537055,0.606261483,0,0.713460548,0.623021173,0.451880173,1,0,0.487154784,0.475811255,0.202055638,1,0.598222557,0.517378263,0,0.395017089,0.335194721,0.291340979,1,0.713887465,0.41161054,0,0.145870892,0.212026618,0.095935112,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.848154461,0.204114786,1,1,1,1,1,1,1,1,1,1,1
74,1,0.381493314,0.653203523,0,0.681206692,0.553428917,0.368983369,1,0.605273121,0.501137075,0,0.495089379,0.24634697,0.107198619,1,0.589537055,0.606261483,0,0.738052088,0.647372721,0.427842717,1,0,0.653418277,0.613371449,0.393898454,1,0.598222557,0.517378263,0,0.351188639,0.320885079,0.313361611,1,0.713887465,0.41161054,0,0.13089041,0.177324949,0.076156082,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.787497123,0.296495917,1,1,1,1,1,1,1,1,1,1,1
75,1,0.381493314,0.653203523,0,0.650996984,0.513083562,0.335349216,1,0.605273121,0.501137075,0,0.429473061,0.199649476,0.0919874,1,0.589537055,0.606261483,0,0.724296438,0.627064466,0.416797889,1,0,0.660169428,0.690845994,0.5250365,1,0.598222557,0.517378263,0,0.321315596,0.312292619,0.332096604,1,0.713887465,0.41161054,0,0.116094398,0.159441027,0.067436715,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.735870795,0.454517297,1,1,1,1,1,1,1,1,1,1,1
76,1,0.381493314,0.653203523,0,0.621802776,0.487256883,0.319210694,1,0.605273121,0.501137075,0,0.390671512,0.171483682,0.079357962,1,0.589537055,0.606261483,0,0.72063274,0.601474826,0.383344392,1,0,0.697061624,0.693921392,0.636206182,1,0.598222557,0.517378263,0,0.286842012,0.317266551,0.322858522,1,0.713887465,0.41161054,0,0.108909163,0.148841487,0.063360504,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.652187366,0.529471238,1,1,1,1,1,1,1,1,1,1,1
77,1,0.381493314,0.653203523,0,0.609479666,0.467555059,0.28309,1,0.605273121,0.501137075,0,0.354520787,0.149611061,0.064866173,1,0.589537055,0.606261483,0,0.682738509,0.556818918,0.339897229,1,0,0.687416098,0.684911484,0.620187512,1,0.598222557,0.517378263,0,0.262520743,0.304004153,0.326228765,1,0.713887465,0.41161054,0,0.10315171,0.146660937,0.059910947,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.561411427,0.652850125,1,1,1,1,1,1,1,1,1,1,1
78,1,0.381493314,0.653203523,0,0.594996181,0.440473273,0.245678477,1,0.605273121,0.501137075,0,0.325961236,0.133590233,0.051327279,1,0.589537055,0.606261483,0,0.64297609,0.5167701,0.33599536,1,0,0.671463228,0.663898261,0.607552598,1,0.598222557,0.517378263,0,0.239616474,0.285372472,0.29407223,1,0.713887465,0.41161054,0,0.10947254,0.153049841,0.066171611,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.494290306,0.654783871,1,1,1,1,1,1,1,1,1,1,1
79,1,0.381493314,0.653203523,0.108196487,0.588037441,0.424508662,0.22399532,1,0.605273121,0.501137075,0.075560393,0.302511056,0.122932105,0.040911825,1,0.589537055,0.606261483,0.088630668,0.592475744,0.460017115,0.297318995,1,0.073675384,0.677559134,0.670548718,0.634341919,1,0.598222557,0.517378263,0.075015193,0.221260143,0.265120014,0.280252929,1,0.713887465,0.41161054,0.061683809,0.126429212,0.159624106,0.081805104,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.442913402,0.59793561,1,1,1,1,1,1,1,1,1,1,1
80,1,0.381493314,0.653203523,0.414783451,0.508318066,0.352712879,0.197129551,1,0.605273121,0.501137075,0.38436745,0.251300434,0.102265089,0.028889268,1,0.589537055,0.606261483,0.44654492,0.557333823,0.442721161,0.261374383,1,0.297781048,0.631621225,0.610936207,0.60313417,1,0.598222557,0.517378263,0.362748649,0.206988235,0.237055227,0.265265399,1,0.713887465,0.41161054,0.378636418,0.151645775,0.162432201,0.091911499,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.423832995,0.560894551,1,1,1,1,1,1,1,1,1,1,1
81,1,0.381493314,0.653203523,0.587762612,0.210689573,0.118335526,0.057907421,1,0.605273121,0.501137075,0.632543722,0.101842638,0.030543015,0.01,1,0.589537055,0.606261483,0.677836989,0.259396387,0.167492461,0.082860597,1,0.554784219,0.440093814,0.422113195,0.365896527,1,0.598222557,0.517378263,0.644714901,0.115310562,0.098081139,0.130015253,1,0.713887465,0.41161054,0.611643841,0.150259183,0.113068429,0.057459635,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.350906462,0.522767587,1,1,1,1,1,1,1,1,1,1,1
82,1,0.381493314,0.653203523,0.621356072,0.150501856,0.092105417,0.042548715,1,0.605273121,0.501137075,0.706174377,0.054185743,0.01045044,0,1,0.589537055,0.606261483,0.686572734,0.12024496,0.079216875,0.030766622,1,0.629061887,0.320859072,0.338769775,0.302301246,1,0.598222557,0.517378263,0.690106084,0.036994027,0.032675946,0.061709266,1,0.713887465,0.41161054,0.637615546,0.060854986,0.028684486,0.017604991,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.347209628,0.483548235,1,1,1,1,1,1,1,1,1,1,1
83,1,0.381493314,0.653203523,0.628017321,0.139693188,0.076977092,0.037008188,1,0.605273121,0.501137075,0.671812146,0.043072837,0.01,0,1,0.589537055,0.606261483,0.664167809,0.076967374,0.052555711,0.017245667,1,0.657594735,0.30476795,0.283033565,0.235742783,1,0.598222557,0.517378263,0.630108289,0.02463367,0.021641163,0.047291261,1,0.713887465,0.41161054,0.604847758,0.042115228,0.024492044,0.013122048,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.342911938,0.432777917,1,1,1,1,1,1,1,1,1,1,1
84,1,0.381493314,0.653203523,0.632231505,0.119150242,0.063976301,0.027987835,1,0.605273121,0.501137075,0.630781896,0.037954143,0.01,0,1,0.589537055,0.606261483,0.634395831,0.05371529,0.0364497,0.013770052,1,0.62986141,0.314964623,0.246756247,0.175175301,1,0.598222557,0.517378263,0.588739551,0.013042681,0.015066115,0.036236468,1,0.713887465,0.41161054,0.569858293,0.047308924,0.030707264,0.015132673,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.354122029,0.396133067,1,1,1,1,1,1,1,1,1,1,1
85,1,0.381493314,0.653203523,0.680427313,0.093733247,0.051244311,0.023890201,1,0.605273121,0.501137075,0.636984143,0.03933482,0.01,0,1,0.589537055,0.606261483,0.629937396,0.026588068,0.021936121,0.011111862,1,0.65519087,0.368060986,0.239778235,0.140424855,1,0.598222557,0.517378263,0.595644417,0.01,0.01,0.024467615,1,0.713887465,0.41161054,0.561993229,0.054469917,0.036980431,0.020722872,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.328234249,0.380001185,1,1,1,1,1,1,1,1,1,1,1
86,1,0.381493314,0.653203523,0.743085478,0.076447015,0.040660417,0.016551851,1,0.605273121,0.501137075,0.671039358,0.037680457,0.01,0,1,0.589537055,0.606261483,0.639776727,0.021201125,0.017838603,0.01,1,0.604220204,0.379488946,0.232616588,0.156761845,1,0.598222557,0.517378263,0.615296097,0.01,0.01,0.024292316,1,0.713887465,0.41161054,0.55233919,0.057588369,0.041206725,0.024147877,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.327009365,0.376351589,1,1,1,1,1,1,1,1,1,1,1
87,1,0.381493314,0.653203523,0.771919299,0.06552803,0.031140897,0.010740096,1,0.605273121,0.501137075,0.665233161,0.03659657,0.01,0,1,0.589537055,0.606261483,0.605346721,0.02401899,0.017378124,0.01,1,0.52754368,0.371044072,0.218415813,0.18670944,1,0.598222557,0.517378263,0.602038828,0.013674958,0.01,0.021303601,1,0.713887465,0.41161054,0.491377974,0.060363033,0.048738289,0.027641232,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.306760913,0.391970512,1,1,1,1,1,1,1,1,1,1,1
88,1,0.381493314,0.653203523,0.570474264,0.055759687,0.026356378,0.01,1,0.605273121,0.501137075,0.524440819,0.039026813,0.01,0,1,0.589537055,0.606261483,0.503407104,0.041247723,0.028728515,0.0101921,1,0.22458524,0.340683271,0.218536861,0.273349103,1,0.598222557,0.517378263,0.446757379,0.01856383,0.012975176,0.024675127,1,0.713887465,0.41161054,0.335758527,0.073268149,0.063019671,0.035678983,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.324766285,0.420331585,1,1,1,1,1,1,1,1,1,1,1
89,1,0.381493314,0.653203523,0.136977233,0.060405422,0.033552442,0.01987536,1,0.605273121,0.501137075,0.168862335,0.061000047,0.019657186,0.01,1,0.589537055,0.606261483,0.169321697,0.07210652,0.060676245,0.03748367,1,0.047799508,0.318372032,0.224875651,0.280944578,1,0.598222557,0.517378263,0.144212153,0.037622761,0.029731844,0.042480663,1,0.713887465,0.41161054,0.113184314,0.096590274,0.087095333,0.055129889,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.326792041,0.451036817,1,1,1,1,1,1,1,1,1,1,1
90,1,0.381493314,0.653203523,0,0.114926175,0.089493563,0.08873432,1,0.605273121,0.501137075,0,0.160146161,0.099599096,0.043938315,1,0.589537055,0.606261483,0,0.188505583,0.187771104,0.167686697,1,0,0.35727401,0.260725937,0.277975309,1,0.598222557,0.517378263,0,0.113803057,0.105955569,0.13813258,1,0.713887465,0.41161054,0.01,0.217456449,0.227528381,0.160668793,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.334744982,0.466766646,1,1,1,1,1,1,1,1,1,1,1
91,1,0.381493314,0.653203523,0,0.14631776,0.123203247,0.121450758,1,0.605273121,0.501137075,0,0.249793363,0.181516927,0.101189967,1,0.589537055,0.606261483,0,0.303087977,0.286185953,0.259120256,1,0,0.406303134,0.326224167,0.25023813,1,0.598222557,0.517378263,0,0.152707765,0.168188335,0.198847533,1,0.713887465,0.41161054,0,0.332671684,0.361808043,0.263831975,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.371396313,0.501467538,1,1,1,1,1,1,1,1,1,1,1
92,1,0.381493314,0.653203523,0,0.157531968,0.12331213,0.093491328,1,0.605273121,0.501137075,0,0.259750805,0.193399339,0.11039726,1,0.589537055,0.606261483,0,0.367837587,0.304282618,0.297112708,1,0,0.446515658,0.364566254,0.243844882,1,0.598222557,0.517378263,0,0.187359619,0.204022099,0.210821467,1,0.713887465,0.41161054,0,0.376091147,0.394902287,0.262788426,0.415844513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.347886478,0.536074763,1,1,1,1,1,1,1,1,1,1,1
