Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index, Load_MW_z1 , Load_MW_z2 , Load_MW_z3 , Load_MW_z4 , Load_MW_z5 , Load_MW_z6 , Load_MW_z7 , Load_MW_z8 , Load_MW_z9 , Load_MW_z10 
50000,1,1,1,2000,1,168,1,1," 17,216 "," 105,740 "," 4,519 "," 3,465 "," 92,407 "," 1,757 "," 71,439 "," 26,102 "," 16,498 "," 20,801 "
,2,0.9,0.04,1800,,,,2," 16,727 "," 102,546 "," 4,480 "," 3,435 "," 89,655 "," 1,710 "," 69,550 "," 25,801 "," 16,384 "," 20,671 "
,3,0.55,0.024,1100,,,,3," 16,318 "," 99,865 "," 4,435 "," 3,401 "," 87,179 "," 1,642 "," 66,760 "," 25,680 "," 16,352 "," 20,634 "
,4,0.2,0.003,400,,,,4," 15,394 "," 93,242 "," 4,226 "," 3,241 "," 79,660 "," 1,478 "," 60,098 "," 24,743 "," 16,043 "," 19,926 "
,,,,,,,,5," 14,305 "," 87,375 "," 4,059 "," 3,112 "," 71,519 "," 1,311 "," 53,317 "," 23,802 "," 15,770 "," 19,260 "
,,,,,,,,6," 13,664 "," 81,278 "," 4,003 "," 3,069 "," 68,529 "," 1,216 "," 49,456 "," 23,361 "," 16,033 "," 19,203 "
,,,,,,,,7," 13,273 "," 71,840 "," 3,946 "," 3,026 "," 64,208 "," 1,122 "," 45,616 "," 23,309 "," 16,461 "," 19,154 "
,,,,,,,,8," 13,819 "," 71,629 "," 4,112 "," 3,153 "," 66,194 "," 1,183 "," 48,116 "," 24,391 "," 16,920 "," 19,676 "
,,,,,,,,9," 14,401 "," 74,765 "," 4,224 "," 3,239 "," 68,066 "," 1,281 "," 52,112 "," 25,060 "," 17,231 "," 20,029 "
,,,,,,,,10," 15,195 "," 82,696 "," 4,469 "," 3,427 "," 72,296 "," 1,472 "," 59,874 "," 26,153 "," 17,784 "," 21,014 "
,,,,,,,,11," 15,618 "," 85,024 "," 4,464 "," 3,423 "," 73,077 "," 1,543 "," 62,767 "," 26,296 "," 17,881 "," 21,125 "
,,,,,,,,12," 15,480 "," 86,554 "," 4,423 "," 3,391 "," 75,266 "," 1,620 "," 65,895 "," 26,182 "," 17,872 "," 21,114 "
,,,,,,,,13," 15,236 "," 88,341 "," 4,409 "," 3,381 "," 74,224 "," 1,657 "," 67,385 "," 26,150 "," 17,858 "," 21,098 "
,,,,,,,,14," 14,998 "," 88,089 "," 4,409 "," 3,381 "," 72,309 "," 1,631 "," 66,330 "," 26,104 "," 17,947 "," 21,200 "
,,,,,,,,15," 14,962 "," 86,548 "," 4,428 "," 3,395 "," 71,170 "," 1,578 "," 64,176 "," 26,177 "," 18,348 "," 21,655 "
,,,,,,,,16," 14,492 "," 80,831 "," 4,430 "," 3,397 "," 68,710 "," 1,501 "," 61,022 "," 25,714 "," 18,571 "," 21,551 "
,,,,,,,,17," 15,124 "," 81,228 "," 4,672 "," 3,582 "," 72,582 "," 1,552 "," 63,128 "," 26,652 "," 19,014 "," 22,055 "
,,,,,,,,18," 15,626 "," 83,531 "," 4,607 "," 3,533 "," 74,847 "," 1,598 "," 64,992 "," 26,357 "," 18,947 "," 21,979 "
,,,,,,,,19," 15,661 "," 88,555 "," 4,446 "," 3,409 "," 74,398 "," 1,602 "," 65,141 "," 25,924 "," 18,607 "," 21,593 "
,,,,,,,,20," 16,230 "," 96,331 "," 4,534 "," 3,477 "," 78,727 "," 1,693 "," 68,828 "," 26,677 "," 18,470 "," 21,972 "
,,,,,,,,21," 15,866 "," 93,909 "," 4,351 "," 3,336 "," 78,418 "," 1,630 "," 66,296 "," 26,092 "," 17,828 "," 21,243 "
