
Gurobi 9.5.1 (linux64) logging started Wed Nov 22 18:45:40 2023

Set parameter LogFile to value "my_log_file.txt"

Gurobi 9.5.1 (linux64) logging started Wed Nov 22 18:45:42 2023

Set parameter LogFile to value "my_log_file.txt"
Set parameter BarHomogeneous to value 1
Set parameter OptimalityTol to value 0.01
Set parameter AggFill to value 10
Set parameter Presolve to value 1
Gurobi Optimizer version 9.5.1 build v9.5.1rc2 (linux64)
Thread count: 48 physical cores, 96 logical processors, using up to 32 threads
Optimize a model with 6367257 rows, 3470557 columns and 23747169 nonzeros
Model fingerprint: 0x37dc42c6
Coefficient statistics:
  Matrix range     [7e-05, 1e+04]
  Objective range  [1e-01, 7e+08]
  Bounds range     [0e+00, 0e+00]
  RHS range        [4e-08, 9e+08]
Presolve removed 1365025 rows and 990000 columns (presolve time = 5s) ...
Presolve removed 1732495 rows and 1357470 columns (presolve time = 11s) ...
Presolve removed 1732495 rows and 1357568 columns
Presolve time: 11.99s
Presolved: 4634762 rows, 2112989 columns, 19302309 nonzeros
Elapsed ordering time = 13s
Elapsed ordering time = 15s
Ordering time: 40.07s

Barrier statistics:
 Dense cols : 433
 Free vars  : 10
 AA' NZ     : 4.195e+07
 Factor NZ  : 1.375e+08 (roughly 4.0 GB of memory)
 Factor Ops : 3.709e+10 (less than 1 second per iteration)
 Threads    : 32

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0   3.16966457e+17 -3.54431174e+16  9.40e+10 1.06e+06  2.16e+15    62s
   1   2.55027525e+17 -1.00377582e+17  7.38e+10 3.14e+08  1.13e+15    65s
   2   2.26365223e+17 -8.02603480e+17  6.46e+10 1.39e+08  6.83e+14    67s
   3   1.63586952e+17 -3.15570088e+18  4.60e+10 2.18e+07  4.93e+14    71s
   4   2.92118012e+16 -4.75651559e+17  8.37e+09 3.32e+06  1.46e+13    74s
   5   3.81464809e+15 -6.02496873e+16  1.10e+09 4.67e+05  3.11e+11    77s
   6   6.24289503e+14 -1.00258578e+16  1.72e+08 9.66e+04  1.52e+10    80s
   7   2.36058129e+14 -1.49991335e+15  5.82e+07 1.67e+04  2.15e+09    83s
   8   1.48164857e+14 -4.87664657e+14  3.55e+07 4.24e+03  6.98e+08    87s
   9   7.36501961e+13 -1.68277637e+14  1.90e+07 1.20e+03  1.96e+08    90s
  10   3.50089304e+13 -1.13821177e+14  9.20e+06 7.08e+02  8.29e+07    93s
  11   2.58178357e+13 -1.04203134e+14  6.91e+06 6.42e+02  6.28e+07    95s
  12   2.17051848e+13 -9.57421858e+13  5.82e+06 5.88e+02  5.23e+07    98s
  13   8.69303969e+12 -3.12232045e+13  2.32e+06 1.92e+02  1.27e+07   102s
  14   5.13776867e+12 -1.45323358e+13  1.44e+06 9.39e+01  5.54e+06   107s
  15   2.51043610e+12 -7.98692211e+12  7.04e+05 4.78e+01  2.50e+06   112s
  16   2.04085755e+12 -5.27253792e+12  5.49e+05 3.51e+01  1.68e+06   116s
  17   1.55728894e+12 -4.09325828e+12  3.94e+05 2.67e+01  1.22e+06   119s
  18   1.40010042e+12 -3.36179779e+12  3.42e+05 2.19e+01  1.01e+06   121s
  19   1.14139054e+12 -2.19400706e+12  2.61e+05 1.52e+01  6.91e+05   124s
  20   9.85402358e+11 -1.53168839e+12  2.10e+05 1.08e+01  5.11e+05   127s
  21   8.11753955e+11 -1.20105516e+12  1.55e+05 8.81e+00  3.95e+05   132s
  22   7.00292269e+11 -6.78330187e+11  1.19e+05 5.82e+00  2.67e+05   136s
  23   5.95526785e+11 -3.25072104e+11  8.70e+04 3.79e+00  1.76e+05   140s
  24   5.23965880e+11 -1.31053321e+11  6.73e+04 2.62e+00  1.24e+05   145s
  25   4.78924748e+11 -1.93384975e+10  5.57e+04 1.88e+00  9.45e+04   149s
  26   4.32313779e+11  4.80877335e+10  4.47e+04 1.41e+00  7.25e+04   153s
  27   3.90974014e+11  8.84832213e+10  3.57e+04 1.09e+00  5.67e+04   158s
  28   3.62860455e+11  1.18387018e+11  2.98e+04 8.38e-01  4.57e+04   162s
  29   3.35933450e+11  1.36228610e+11  2.45e+04 6.58e-01  3.72e+04   166s
  30   3.14415244e+11  1.44582272e+11  2.07e+04 5.65e-01  3.15e+04   171s
  31   2.93386114e+11  1.60168904e+11  1.72e+04 4.00e-01  2.48e+04   175s
  32   2.72464500e+11  1.64665819e+11  1.36e+04 3.32e-01  2.00e+04   179s
  33   2.59426056e+11  1.69791551e+11  1.15e+04 2.67e-01  1.66e+04   184s
  34   2.48136968e+11  1.76300055e+11  9.60e+03 1.82e-01  1.33e+04   188s
  35   2.33238448e+11  1.78036514e+11  7.13e+03 1.57e-01  1.02e+04   193s
  36   2.24257369e+11  1.81016230e+11  5.65e+03 1.18e-01  7.98e+03   197s
  37   2.19633711e+11  1.83038535e+11  4.89e+03 9.09e-02  6.77e+03   201s
  38   2.14568925e+11  1.84070611e+11  4.05e+03 7.78e-02  5.63e+03   205s
  39   2.09574838e+11  1.84963232e+11  3.21e+03 6.66e-02  4.53e+03   210s
  40   2.07427129e+11  1.86030301e+11  2.85e+03 5.36e-02  3.94e+03   214s
  41   2.05173480e+11  1.86779099e+11  2.47e+03 4.46e-02  3.39e+03   219s
  42   2.03088183e+11  1.87447324e+11  2.12e+03 3.65e-02  2.88e+03   223s
  43   2.02105543e+11  1.87746570e+11  1.95e+03 3.30e-02  2.64e+03   227s
  44   2.00351816e+11  1.88225328e+11  1.65e+03 2.74e-02  2.23e+03   232s
  45   1.99107538e+11  1.88696562e+11  1.44e+03 2.20e-02  1.92e+03   236s
  46   1.98046959e+11  1.88895380e+11  1.26e+03 1.96e-02  1.68e+03   240s
  47   1.97450854e+11  1.89249473e+11  1.16e+03 1.56e-02  1.51e+03   245s
  48   1.96385781e+11  1.89478653e+11  9.76e+02 1.29e-02  1.27e+03   249s
  49   1.95609045e+11  1.89676319e+11  8.45e+02 1.07e-02  1.09e+03   253s
  50   1.95084755e+11  1.89779374e+11  7.56e+02 9.47e-03  9.76e+02   257s
  51   1.94541714e+11  1.89898763e+11  6.65e+02 8.06e-03  8.54e+02   261s
  52   1.93952905e+11  1.89999082e+11  5.65e+02 6.87e-03  7.26e+02   266s
  53   1.93591258e+11  1.90086550e+11  5.04e+02 5.88e-03  6.43e+02   270s
  54   1.93205746e+11  1.90113424e+11  4.39e+02 5.58e-03  5.66e+02   274s
  55   1.92927730e+11  1.90205331e+11  3.92e+02 4.55e-03  4.99e+02   279s
  56   1.92712747e+11  1.90246947e+11  3.55e+02 4.09e-03  4.52e+02   283s
  57   1.92512754e+11  1.90320603e+11  3.21e+02 3.27e-03  4.02e+02   287s
  58   1.92278272e+11  1.90379092e+11  2.82e+02 2.60e-03  3.48e+02   292s
  59   1.92125374e+11  1.90400672e+11  2.56e+02 2.37e-03  3.16e+02   296s
  60   1.91980349e+11  1.90418430e+11  2.31e+02 2.16e-03  2.86e+02   300s
  61   1.91867105e+11  1.90444931e+11  2.12e+02 1.86e-03  2.60e+02   304s
  62   1.91730934e+11  1.90458774e+11  1.89e+02 1.70e-03  2.33e+02   308s
  63   1.91638610e+11  1.90472628e+11  1.74e+02 1.54e-03  2.13e+02   313s
  64   1.91575758e+11  1.90476869e+11  1.63e+02 1.49e-03  2.01e+02   317s
  65   1.91406579e+11  1.90496651e+11  1.35e+02 1.26e-03  1.66e+02   321s
  66   1.91295694e+11  1.90511291e+11  1.16e+02 1.10e-03  1.43e+02   326s
  67   1.91242670e+11  1.90521667e+11  1.07e+02 9.90e-04  1.31e+02   329s
