Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Agri_Residues_1,1,0,44.09,104.56
SE_Agri_Residues_2,1,0,66.14,38.9
SE_Agri_Residues_3,1,0,77.16,650.15
