Global_conventional_jetfuel_price_per_mmbtu,Conventional_jetfuel_co2_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
21.31,0.0722,0.0722,0.0722,1,59290
,,,,2,59290
,,,,3,59290
,,,,4,59290
,,,,5,59290
,,,,6,59290
,,,,7,59290
,,,,8,59290
,,,,9,59290
,,,,10,59290
,,,,11,59290
,,,,12,59290
,,,,13,59290
,,,,14,59290
,,,,15,59290
,,,,16,59290
,,,,17,59290
,,,,18,59290
,,,,19,59290
,,,,20,59290
,,,,21,59290
,,,,22,59290
,,,,23,59290
,,,,24,59290
,,,,25,59290
,,,,26,59290
,,,,27,59290
,,,,28,59290
,,,,29,59290
,,,,30,59290
,,,,31,59290
,,,,32,59290
,,,,33,59290
,,,,34,59290
,,,,35,59290
,,,,36,59290
,,,,37,59290
,,,,38,59290
,,,,39,59290
,,,,40,59290
,,,,41,59290
,,,,42,59290
,,,,43,59290
,,,,44,59290
,,,,45,59290
,,,,46,59290
,,,,47,59290
,,,,48,59290
,,,,49,59290
,,,,50,59290
,,,,51,59290
,,,,52,59290
,,,,53,59290
,,,,54,59290
,,,,55,59290
,,,,56,59290
,,,,57,59290
,,,,58,59290
,,,,59,59290
,,,,60,59290
,,,,61,59290
,,,,62,59290
,,,,63,59290
,,,,64,59290
,,,,65,59290
,,,,66,59290
,,,,67,59290
,,,,68,59290
,,,,69,59290
,,,,70,59290
,,,,71,59290
,,,,72,59290
,,,,73,59290
,,,,74,59290
,,,,75,59290
,,,,76,59290
,,,,77,59290
,,,,78,59290
,,,,79,59290
,,,,80,59290
,,,,81,59290
,,,,82,59290
,,,,83,59290
,,,,84,59290
,,,,85,59290
,,,,86,59290
,,,,87,59290
,,,,88,59290
,,,,89,59290
,,,,90,59290
,,,,91,59290
,,,,92,59290
,,,,93,59290
,,,,94,59290
,,,,95,59290
,,,,96,59290
,,,,97,59290
,,,,98,59290
,,,,99,59290
,,,,100,59290
,,,,101,59290
,,,,102,59290
,,,,103,59290
,,,,104,59290
,,,,105,59290
,,,,106,59290
,,,,107,59290
,,,,108,59290
,,,,109,59290
,,,,110,59290
,,,,111,59290
,,,,112,59290
,,,,113,59290
,,,,114,59290
,,,,115,59290
,,,,116,59290
,,,,117,59290
,,,,118,59290
,,,,119,59290
,,,,120,59290
,,,,121,59290
,,,,122,59290
,,,,123,59290
,,,,124,59290
,,,,125,59290
,,,,126,59290
,,,,127,59290
,,,,128,59290
,,,,129,59290
,,,,130,59290
,,,,131,59290
,,,,132,59290
,,,,133,59290
,,,,134,59290
,,,,135,59290
,,,,136,59290
,,,,137,59290
,,,,138,59290
,,,,139,59290
,,,,140,59290
,,,,141,59290
,,,,142,59290
,,,,143,59290
,,,,144,59290
,,,,145,59290
,,,,146,59290
,,,,147,59290
,,,,148,59290
,,,,149,59290
,,,,150,59290
,,,,151,59290
,,,,152,59290
,,,,153,59290
,,,,154,59290
,,,,155,59290
,,,,156,59290
,,,,157,59290
,,,,158,59290
,,,,159,59290
,,,,160,59290
,,,,161,59290
,,,,162,59290
,,,,163,59290
,,,,164,59290
,,,,165,59290
,,,,166,59290
,,,,167,59290
,,,,168,59290
,,,,169,59290
,,,,170,59290
,,,,171,59290
,,,,172,59290
,,,,173,59290
,,,,174,59290
,,,,175,59290
,,,,176,59290
,,,,177,59290
,,,,178,59290
,,,,179,59290
,,,,180,59290
,,,,181,59290
,,,,182,59290
,,,,183,59290
,,,,184,59290
,,,,185,59290
,,,,186,59290
,,,,187,59290
,,,,188,59290
,,,,189,59290
,,,,190,59290
,,,,191,59290
,,,,192,59290
,,,,193,59290
,,,,194,59290
,,,,195,59290
,,,,196,59290
,,,,197,59290
,,,,198,59290
,,,,199,59290
,,,,200,59290
,,,,201,59290
,,,,202,59290
,,,,203,59290
,,,,204,59290
,,,,205,59290
,,,,206,59290
,,,,207,59290
,,,,208,59290
,,,,209,59290
,,,,210,59290
,,,,211,59290
,,,,212,59290
,,,,213,59290
,,,,214,59290
,,,,215,59290
,,,,216,59290
,,,,217,59290
,,,,218,59290
,,,,219,59290
,,,,220,59290
,,,,221,59290
,,,,222,59290
,,,,223,59290
,,,,224,59290
,,,,225,59290
,,,,226,59290
,,,,227,59290
,,,,228,59290
,,,,229,59290
,,,,230,59290
,,,,231,59290
,,,,232,59290
,,,,233,59290
,,,,234,59290
,,,,235,59290
,,,,236,59290
,,,,237,59290
,,,,238,59290
,,,,239,59290
,,,,240,59290
,,,,241,59290
,,,,242,59290
,,,,243,59290
,,,,244,59290
,,,,245,59290
,,,,246,59290
,,,,247,59290
,,,,248,59290
,,,,249,59290
,,,,250,59290
,,,,251,59290
,,,,252,59290
,,,,253,59290
,,,,254,59290
,,,,255,59290
,,,,256,59290
,,,,257,59290
,,,,258,59290
,,,,259,59290
,,,,260,59290
,,,,261,59290
,,,,262,59290
,,,,263,59290
,,,,264,59290
,,,,265,59290
,,,,266,59290
,,,,267,59290
,,,,268,59290
,,,,269,59290
,,,,270,59290
,,,,271,59290
,,,,272,59290
,,,,273,59290
,,,,274,59290
,,,,275,59290
,,,,276,59290
,,,,277,59290
,,,,278,59290
,,,,279,59290
,,,,280,59290
,,,,281,59290
,,,,282,59290
,,,,283,59290
,,,,284,59290
,,,,285,59290
,,,,286,59290
,,,,287,59290
,,,,288,59290
,,,,289,59290
,,,,290,59290
,,,,291,59290
,,,,292,59290
,,,,293,59290
,,,,294,59290
,,,,295,59290
,,,,296,59290
,,,,297,59290
,,,,298,59290
,,,,299,59290
,,,,300,59290
,,,,301,59290
,,,,302,59290
,,,,303,59290
,,,,304,59290
,,,,305,59290
,,,,306,59290
,,,,307,59290
,,,,308,59290
,,,,309,59290
,,,,310,59290
,,,,311,59290
,,,,312,59290
,,,,313,59290
,,,,314,59290
,,,,315,59290
,,,,316,59290
,,,,317,59290
,,,,318,59290
,,,,319,59290
,,,,320,59290
,,,,321,59290
,,,,322,59290
,,,,323,59290
,,,,324,59290
,,,,325,59290
,,,,326,59290
,,,,327,59290
,,,,328,59290
,,,,329,59290
,,,,330,59290
,,,,331,59290
,,,,332,59290
,,,,333,59290
,,,,334,59290
,,,,335,59290
,,,,336,59290
,,,,337,59290
,,,,338,59290
,,,,339,59290
,,,,340,59290
,,,,341,59290
,,,,342,59290
,,,,343,59290
,,,,344,59290
,,,,345,59290
,,,,346,59290
,,,,347,59290
,,,,348,59290
,,,,349,59290
,,,,350,59290
,,,,351,59290
,,,,352,59290
,,,,353,59290
,,,,354,59290
,,,,355,59290
,,,,356,59290
,,,,357,59290
,,,,358,59290
,,,,359,59290
,,,,360,59290
,,,,361,59290
,,,,362,59290
,,,,363,59290
,,,,364,59290
,,,,365,59290
,,,,366,59290
,,,,367,59290
,,,,368,59290
,,,,369,59290
,,,,370,59290
,,,,371,59290
,,,,372,59290
,,,,373,59290
,,,,374,59290
,,,,375,59290
,,,,376,59290
,,,,377,59290
,,,,378,59290
,,,,379,59290
,,,,380,59290
,,,,381,59290
,,,,382,59290
,,,,383,59290
,,,,384,59290
,,,,385,59290
,,,,386,59290
,,,,387,59290
,,,,388,59290
,,,,389,59290
,,,,390,59290
,,,,391,59290
,,,,392,59290
,,,,393,59290
,,,,394,59290
,,,,395,59290
,,,,396,59290
,,,,397,59290
,,,,398,59290
,,,,399,59290
,,,,400,59290
,,,,401,59290
,,,,402,59290
,,,,403,59290
,,,,404,59290
,,,,405,59290
,,,,406,59290
,,,,407,59290
,,,,408,59290
,,,,409,59290
,,,,410,59290
,,,,411,59290
,,,,412,59290
,,,,413,59290
,,,,414,59290
,,,,415,59290
,,,,416,59290
,,,,417,59290
,,,,418,59290
,,,,419,59290
,,,,420,59290
,,,,421,59290
,,,,422,59290
,,,,423,59290
,,,,424,59290
,,,,425,59290
,,,,426,59290
,,,,427,59290
,,,,428,59290
,,,,429,59290
,,,,430,59290
,,,,431,59290
,,,,432,59290
,,,,433,59290
,,,,434,59290
,,,,435,59290
,,,,436,59290
,,,,437,59290
,,,,438,59290
,,,,439,59290
,,,,440,59290
,,,,441,59290
,,,,442,59290
,,,,443,59290
,,,,444,59290
,,,,445,59290
,,,,446,59290
,,,,447,59290
,,,,448,59290
,,,,449,59290
,,,,450,59290
,,,,451,59290
,,,,452,59290
,,,,453,59290
,,,,454,59290
,,,,455,59290
,,,,456,59290
,,,,457,59290
,,,,458,59290
,,,,459,59290
,,,,460,59290
,,,,461,59290
,,,,462,59290
,,,,463,59290
,,,,464,59290
,,,,465,59290
,,,,466,59290
,,,,467,59290
,,,,468,59290
,,,,469,59290
,,,,470,59290
,,,,471,59290
,,,,472,59290
,,,,473,59290
,,,,474,59290
,,,,475,59290
,,,,476,59290
,,,,477,59290
,,,,478,59290
,,,,479,59290
,,,,480,59290
,,,,481,59290
,,,,482,59290
,,,,483,59290
,,,,484,59290
,,,,485,59290
,,,,486,59290
,,,,487,59290
,,,,488,59290
,,,,489,59290
,,,,490,59290
,,,,491,59290
,,,,492,59290
,,,,493,59290
,,,,494,59290
,,,,495,59290
,,,,496,59290
,,,,497,59290
,,,,498,59290
,,,,499,59290
,,,,500,59290
,,,,501,59290
,,,,502,59290
,,,,503,59290
,,,,504,59290
,,,,505,59290
,,,,506,59290
,,,,507,59290
,,,,508,59290
,,,,509,59290
,,,,510,59290
,,,,511,59290
,,,,512,59290
,,,,513,59290
,,,,514,59290
,,,,515,59290
,,,,516,59290
,,,,517,59290
,,,,518,59290
,,,,519,59290
,,,,520,59290
,,,,521,59290
,,,,522,59290
,,,,523,59290
,,,,524,59290
,,,,525,59290
,,,,526,59290
,,,,527,59290
,,,,528,59290
,,,,529,59290
,,,,530,59290
,,,,531,59290
,,,,532,59290
,,,,533,59290
,,,,534,59290
,,,,535,59290
,,,,536,59290
,,,,537,59290
,,,,538,59290
,,,,539,59290
,,,,540,59290
,,,,541,59290
,,,,542,59290
,,,,543,59290
,,,,544,59290
,,,,545,59290
,,,,546,59290
,,,,547,59290
,,,,548,59290
,,,,549,59290
,,,,550,59290
,,,,551,59290
,,,,552,59290
,,,,553,59290
,,,,554,59290
,,,,555,59290
,,,,556,59290
,,,,557,59290
,,,,558,59290
,,,,559,59290
,,,,560,59290
,,,,561,59290
,,,,562,59290
,,,,563,59290
,,,,564,59290
,,,,565,59290
,,,,566,59290
,,,,567,59290
,,,,568,59290
,,,,569,59290
,,,,570,59290
,,,,571,59290
,,,,572,59290
,,,,573,59290
,,,,574,59290
,,,,575,59290
,,,,576,59290
,,,,577,59290
,,,,578,59290
,,,,579,59290
,,,,580,59290
,,,,581,59290
,,,,582,59290
,,,,583,59290
,,,,584,59290
,,,,585,59290
,,,,586,59290
,,,,587,59290
,,,,588,59290
,,,,589,59290
,,,,590,59290
,,,,591,59290
,,,,592,59290
,,,,593,59290
,,,,594,59290
,,,,595,59290
,,,,596,59290
,,,,597,59290
,,,,598,59290
,,,,599,59290
,,,,600,59290
,,,,601,59290
,,,,602,59290
,,,,603,59290
,,,,604,59290
,,,,605,59290
,,,,606,59290
,,,,607,59290
,,,,608,59290
,,,,609,59290
,,,,610,59290
,,,,611,59290
,,,,612,59290
,,,,613,59290
,,,,614,59290
,,,,615,59290
,,,,616,59290
,,,,617,59290
,,,,618,59290
,,,,619,59290
,,,,620,59290
,,,,621,59290
,,,,622,59290
,,,,623,59290
,,,,624,59290
,,,,625,59290
,,,,626,59290
,,,,627,59290
,,,,628,59290
,,,,629,59290
,,,,630,59290
,,,,631,59290
,,,,632,59290
,,,,633,59290
,,,,634,59290
,,,,635,59290
,,,,636,59290
,,,,637,59290
,,,,638,59290
,,,,639,59290
,,,,640,59290
,,,,641,59290
,,,,642,59290
,,,,643,59290
,,,,644,59290
,,,,645,59290
