Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
SE_Forestry_1,1,0,44.09,820.85
SE_Forestry_2,1,0,55.12,381.66
SE_Forestry_3,1,0,59.52,53.26
SE_Forestry_4,1,0,77.28,1140.83
