Global_conventional_diesel_price_per_mmbtu,Conventional_diesel_co2_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
,,,,1480,69613
,,,,1481,69613
,,,,1482,69613
,,,,1483,69613
,,,,1484,69613
,,,,1485,69613
,,,,1486,69613
,,,,1487,69613
,,,,1488,69613
,,,,1489,69613
,,,,1490,69613
,,,,1491,69613
,,,,1492,69613
,,,,1493,69613
,,,,1494,69613
,,,,1495,69613
,,,,1496,69613
,,,,1497,69613
,,,,1498,69613
,,,,1499,69613
,,,,1500,69613
,,,,1501,69613
,,,,1502,69613
,,,,1503,69613
,,,,1504,69613
,,,,1505,69613
,,,,1506,69613
,,,,1507,69613
,,,,1508,69613
,,,,1509,69613
,,,,1510,69613
,,,,1511,69613
,,,,1512,69613
,,,,1513,69613
,,,,1514,69613
,,,,1515,69613
,,,,1516,69613
,,,,1517,69613
,,,,1518,69613
,,,,1519,69613
,,,,1520,69613
,,,,1521,69613
,,,,1522,69613
,,,,1523,69613
,,,,1524,69613
,,,,1525,69613
,,,,1526,69613
,,,,1527,69613
,,,,1528,69613
,,,,1529,69613
,,,,1530,69613
,,,,1531,69613
,,,,1532,69613
,,,,1533,69613
,,,,1534,69613
,,,,1535,69613
,,,,1536,69613
,,,,1537,69613
,,,,1538,69613
,,,,1539,69613
,,,,1540,69613
,,,,1541,69613
,,,,1542,69613
,,,,1543,69613
,,,,1544,69613
,,,,1545,69613
,,,,1546,69613
,,,,1547,69613
,,,,1548,69613
,,,,1549,69613
,,,,1550,69613
,,,,1551,69613
,,,,1552,69613
,,,,1553,69613
,,,,1554,69613
,,,,1555,69613
,,,,1556,69613
,,,,1557,69613
,,,,1558,69613
,,,,1559,69613
,,,,1560,69613
,,,,1561,69613
,,,,1562,69613
,,,,1563,69613
,,,,1564,69613
,,,,1565,69613
,,,,1566,69613
,,,,1567,69613
,,,,1568,69613
,,,,1569,69613
,,,,1570,69613
,,,,1571,69613
,,,,1572,69613
,,,,1573,69613
,,,,1574,69613
,,,,1575,69613
,,,,1576,69613
,,,,1577,69613
,,,,1578,69613
,,,,1579,69613
,,,,1580,69613
,,,,1581,69613
,,,,1582,69613
,,,,1583,69613
,,,,1584,69613
,,,,1585,69613
,,,,1586,69613
,,,,1587,69613
,,,,1588,69613
,,,,1589,69613
,,,,1590,69613
,,,,1591,69613
,,,,1592,69613
,,,,1593,69613
,,,,1594,69613
,,,,1595,69613
,,,,1596,69613
,,,,1597,69613
,,,,1598,69613
,,,,1599,69613
,,,,1600,69613
,,,,1601,69613
,,,,1602,69613
,,,,1603,69613
,,,,1604,69613
,,,,1605,69613
,,,,1606,69613
,,,,1607,69613
,,,,1608,69613
,,,,1609,69613
,,,,1610,69613
,,,,1611,69613
,,,,1612,69613
,,,,1613,69613
,,,,1614,69613
,,,,1615,69613
,,,,1616,69613
,,,,1617,69613
,,,,1618,69613
,,,,1619,69613
,,,,1620,69613
,,,,1621,69613
,,,,1622,69613
,,,,1623,69613
,,,,1624,69613
,,,,1625,69613
,,,,1626,69613
,,,,1627,69613
,,,,1628,69613
,,,,1629,69613
,,,,1630,69613
,,,,1631,69613
,,,,1632,69613
,,,,1633,69613
,,,,1634,69613
,,,,1635,69613
,,,,1636,69613
,,,,1637,69613
,,,,1638,69613
,,,,1639,69613
,,,,1640,69613
,,,,1641,69613
,,,,1642,69613
,,,,1643,69613
,,,,1644,69613
,,,,1645,69613
,,,,1646,69613
,,,,1647,69613
,,,,1648,69613
,,,,1649,69613
,,,,1650,69613
,,,,1651,69613
,,,,1652,69613
,,,,1653,69613
,,,,1654,69613
,,,,1655,69613
,,,,1656,69613
,,,,1657,69613
,,,,1658,69613
,,,,1659,69613
,,,,1660,69613
,,,,1661,69613
,,,,1662,69613
,,,,1663,69613
,,,,1664,69613
,,,,1665,69613
,,,,1666,69613
,,,,1667,69613
,,,,1668,69613
,,,,1669,69613
,,,,1670,69613
,,,,1671,69613
,,,,1672,69613
,,,,1673,69613
,,,,1674,69613
,,,,1675,69613
,,,,1676,69613
,,,,1677,69613
,,,,1678,69613
,,,,1679,69613
,,,,1680,69613
,,,,1681,69613
,,,,1682,69613
,,,,1683,69613
,,,,1684,69613
,,,,1685,69613
,,,,1686,69613
,,,,1687,69613
,,,,1688,69613
,,,,1689,69613
,,,,1690,69613
,,,,1691,69613
,,,,1692,69613
,,,,1693,69613
,,,,1694,69613
,,,,1695,69613
,,,,1696,69613
,,,,1697,69613
,,,,1698,69613
,,,,1699,69613
,,,,1700,69613
,,,,1701,69613
,,,,1702,69613
,,,,1703,69613
,,,,1704,69613
,,,,1705,69613
,,,,1706,69613
,,,,1707,69613
,,,,1708,69613
,,,,1709,69613
,,,,1710,69613
,,,,1711,69613
,,,,1712,69613
,,,,1713,69613
,,,,1714,69613
,,,,1715,69613
,,,,1716,69613
,,,,1717,69613
,,,,1718,69613
,,,,1719,69613
,,,,1720,69613
,,,,1721,69613
,,,,1722,69613
,,,,1723,69613
,,,,1724,69613
,,,,1725,69613
,,,,1726,69613
,,,,1727,69613
,,,,1728,69613
,,,,1729,69613
,,,,1730,69613
,,,,1731,69613
,,,,1732,69613
,,,,1733,69613
,,,,1734,69613
,,,,1735,69613
,,,,1736,69613
,,,,1737,69613
,,,,1738,69613
,,,,1739,69613
,,,,1740,69613
,,,,1741,69613
,,,,1742,69613
,,,,1743,69613
,,,,1744,69613
,,,,1745,69613
,,,,1746,69613
,,,,1747,69613
,,,,1748,69613
,,,,1749,69613
,,,,1750,69613
,,,,1751,69613
,,,,1752,69613
,,,,1753,69613
,,,,1754,69613
,,,,1755,69613
,,,,1756,69613
,,,,1757,69613
,,,,1758,69613
,,,,1759,69613
,,,,1760,69613
,,,,1761,69613
,,,,1762,69613
,,,,1763,69613
,,,,1764,69613
,,,,1765,69613
,,,,1766,69613
,,,,1767,69613
,,,,1768,69613
,,,,1769,69613
,,,,1770,69613
,,,,1771,69613
,,,,1772,69613
,,,,1773,69613
,,,,1774,69613
,,,,1775,69613
,,,,1776,69613
,,,,1777,69613
,,,,1778,69613
,,,,1779,69613
,,,,1780,69613
,,,,1781,69613
,,,,1782,69613
,,,,1783,69613
,,,,1784,69613
,,,,1785,69613
,,,,1786,69613
,,,,1787,69613
,,,,1788,69613
,,,,1789,69613
,,,,1790,69613
,,,,1791,69613
,,,,1792,69613
,,,,1793,69613
,,,,1794,69613
,,,,1795,69613
,,,,1796,69613
,,,,1797,69613
,,,,1798,69613
,,,,1799,69613
,,,,1800,69613
,,,,1801,69613
,,,,1802,69613
,,,,1803,69613
,,,,1804,69613
,,,,1805,69613
,,,,1806,69613
,,,,1807,69613
,,,,1808,69613
,,,,1809,69613
,,,,1810,69613
,,,,1811,69613
,,,,1812,69613
,,,,1813,69613
,,,,1814,69613
,,,,1815,69613
,,,,1816,69613
,,,,1817,69613
,,,,1818,69613
,,,,1819,69613
,,,,1820,69613
,,,,1821,69613
,,,,1822,69613
,,,,1823,69613
,,,,1824,69613
,,,,1825,69613
,,,,1826,69613
,,,,1827,69613
,,,,1828,69613
,,,,1829,69613
,,,,1830,69613
,,,,1831,69613
,,,,1832,69613
,,,,1833,69613
,,,,1834,69613
,,,,1835,69613
,,,,1836,69613
,,,,1837,69613
,,,,1838,69613
,,,,1839,69613
,,,,1840,69613
,,,,1841,69613
,,,,1842,69613
,,,,1843,69613
,,,,1844,69613
,,,,1845,69613
,,,,1846,69613
,,,,1847,69613
,,,,1848,69613
,,,,1849,69613
,,,,1850,69613
,,,,1851,69613
,,,,1852,69613
,,,,1853,69613
,,,,1854,69613
,,,,1855,69613
,,,,1856,69613
,,,,1857,69613
,,,,1858,69613
,,,,1859,69613
,,,,1860,69613
,,,,1861,69613
,,,,1862,69613
,,,,1863,69613
,,,,1864,69613
,,,,1865,69613
,,,,1866,69613
,,,,1867,69613
,,,,1868,69613
,,,,1869,69613
,,,,1870,69613
,,,,1871,69613
,,,,1872,69613
,,,,1873,69613
,,,,1874,69613
,,,,1875,69613
,,,,1876,69613
,,,,1877,69613
,,,,1878,69613
,,,,1879,69613
,,,,1880,69613
,,,,1881,69613
,,,,1882,69613
,,,,1883,69613
,,,,1884,69613
,,,,1885,69613
,,,,1886,69613
,,,,1887,69613
,,,,1888,69613
,,,,1889,69613
,,,,1890,69613
,,,,1891,69613
,,,,1892,69613
,,,,1893,69613
,,,,1894,69613
,,,,1895,69613
,,,,1896,69613
,,,,1897,69613
,,,,1898,69613
,,,,1899,69613
,,,,1900,69613
,,,,1901,69613
,,,,1902,69613
,,,,1903,69613
,,,,1904,69613
,,,,1905,69613
,,,,1906,69613
,,,,1907,69613
,,,,1908,69613
,,,,1909,69613
,,,,1910,69613
,,,,1911,69613
,,,,1912,69613
,,,,1913,69613
,,,,1914,69613
,,,,1915,69613
,,,,1916,69613
,,,,1917,69613
,,,,1918,69613
,,,,1919,69613
,,,,1920,69613
,,,,1921,69613
,,,,1922,69613
,,,,1923,69613
,,,,1924,69613
,,,,1925,69613
,,,,1926,69613
,,,,1927,69613
,,,,1928,69613
,,,,1929,69613
,,,,1930,69613
,,,,1931,69613
,,,,1932,69613
,,,,1933,69613
,,,,1934,69613
,,,,1935,69613
,,,,1936,69613
,,,,1937,69613
,,,,1938,69613
,,,,1939,69613
,,,,1940,69613
,,,,1941,69613
,,,,1942,69613
,,,,1943,69613
,,,,1944,69613
,,,,1945,69613
,,,,1946,69613
,,,,1947,69613
,,,,1948,69613
,,,,1949,69613
,,,,1950,69613
,,,,1951,69613
,,,,1952,69613
,,,,1953,69613
,,,,1954,69613
,,,,1955,69613
,,,,1956,69613
,,,,1957,69613
,,,,1958,69613
,,,,1959,69613
,,,,1960,69613
,,,,1961,69613
,,,,1962,69613
,,,,1963,69613
,,,,1964,69613
,,,,1965,69613
,,,,1966,69613
,,,,1967,69613
,,,,1968,69613
,,,,1969,69613
,,,,1970,69613
,,,,1971,69613
,,,,1972,69613
,,,,1973,69613
,,,,1974,69613
,,,,1975,69613
,,,,1976,69613
,,,,1977,69613
,,,,1978,69613
,,,,1979,69613
,,,,1980,69613
,,,,1981,69613
,,,,1982,69613
,,,,1983,69613
,,,,1984,69613
,,,,1985,69613
,,,,1986,69613
,,,,1987,69613
,,,,1988,69613
,,,,1989,69613
,,,,1990,69613
,,,,1991,69613
,,,,1992,69613
,,,,1993,69613
,,,,1994,69613
,,,,1995,69613
,,,,1996,69613
,,,,1997,69613
,,,,1998,69613
,,,,1999,69613
,,,,2000,69613
,,,,2001,69613
,,,,2002,69613
,,,,2003,69613
,,,,2004,69613
,,,,2005,69613
,,,,2006,69613
,,,,2007,69613
,,,,2008,69613
,,,,2009,69613
,,,,2010,69613
,,,,2011,69613
,,,,2012,69613
,,,,2013,69613
,,,,2014,69613
,,,,2015,69613
,,,,2016,69613
,,,,2017,69613
,,,,2018,69613
,,,,2019,69613
,,,,2020,69613
,,,,2021,69613
,,,,2022,69613
,,,,2023,69613
,,,,2024,69613
,,,,2025,69613
,,,,2026,69613
,,,,2027,69613
,,,,2028,69613
,,,,2029,69613
,,,,2030,69613
,,,,2031,69613
,,,,2032,69613
,,,,2033,69613
,,,,2034,69613
,,,,2035,69613
,,,,2036,69613
,,,,2037,69613
,,,,2038,69613
,,,,2039,69613
,,,,2040,69613
,,,,2041,69613
,,,,2042,69613
,,,,2043,69613
,,,,2044,69613
,,,,2045,69613
,,,,2046,69613
,,,,2047,69613
,,,,2048,69613
,,,,2049,69613
,,,,2050,69613
,,,,2051,69613
,,,,2052,69613
,,,,2053,69613
,,,,2054,69613
,,,,2055,69613
,,,,2056,69613
,,,,2057,69613
,,,,2058,69613
,,,,2059,69613
,,,,2060,69613
,,,,2061,69613
,,,,2062,69613
,,,,2063,69613
,,,,2064,69613
,,,,2065,69613
,,,,2066,69613
,,,,2067,69613
,,,,2068,69613
,,,,2069,69613
,,,,2070,69613
,,,,2071,69613
,,,,2072,69613
,,,,2073,69613
,,,,2074,69613
,,,,2075,69613
,,,,2076,69613
,,,,2077,69613
,,,,2078,69613
,,,,2079,69613
,,,,2080,69613
,,,,2081,69613
,,,,2082,69613
,,,,2083,69613
,,,,2084,69613
,,,,2085,69613
,,,,2086,69613
,,,,2087,69613
,,,,2088,69613
,,,,2089,69613
,,,,2090,69613
,,,,2091,69613
,,,,2092,69613
,,,,2093,69613
,,,,2094,69613
,,,,2095,69613
,,,,2096,69613
,,,,2097,69613
,,,,2098,69613
,,,,2099,69613
,,,,2100,69613
,,,,2101,69613
,,,,2102,69613
,,,,2103,69613
,,,,2104,69613
,,,,2105,69613
,,,,2106,69613
,,,,2107,69613
,,,,2108,69613
,,,,2109,69613
,,,,2110,69613
,,,,2111,69613
,,,,2112,69613
,,,,2113,69613
,,,,2114,69613
,,,,2115,69613
,,,,2116,69613
,,,,2117,69613
,,,,2118,69613
,,,,2119,69613
,,,,2120,69613
,,,,2121,69613
,,,,2122,69613
,,,,2123,69613
,,,,2124,69613
,,,,2125,69613
,,,,2126,69613
,,,,2127,69613
,,,,2128,69613
,,,,2129,69613
,,,,2130,69613
,,,,2131,69613
,,,,2132,69613
,,,,2133,69613
,,,,2134,69613
,,,,2135,69613
,,,,2136,69613
,,,,2137,69613
,,,,2138,69613
,,,,2139,69613
,,,,2140,69613
,,,,2141,69613
,,,,2142,69613
,,,,2143,69613
,,,,2144,69613
,,,,2145,69613
,,,,2146,69613
,,,,2147,69613
,,,,2148,69613
,,,,2149,69613
,,,,2150,69613
,,,,2151,69613
,,,,2152,69613
,,,,2153,69613
,,,,2154,69613
,,,,2155,69613
,,,,2156,69613
,,,,2157,69613
,,,,2158,69613
,,,,2159,69613
,,,,2160,69613
,,,,2161,69613
,,,,2162,69613
,,,,2163,69613
,,,,2164,69613
,,,,2165,69613
,,,,2166,69613
,,,,2167,69613
,,,,2168,69613
,,,,2169,69613
,,,,2170,69613
,,,,2171,69613
,,,,2172,69613
,,,,2173,69613
,,,,2174,69613
,,,,2175,69613
,,,,2176,69613
,,,,2177,69613
,,,,2178,69613
,,,,2179,69613
,,,,2180,69613
,,,,2181,69613
,,,,2182,69613
,,,,2183,69613
,,,,2184,69613
,,,,2185,69613
,,,,2186,69613
,,,,2187,69613
,,,,2188,69613
,,,,2189,69613
,,,,2190,69613
,,,,2191,69613
,,,,2192,69613
,,,,2193,69613
,,,,2194,69613
,,,,2195,69613
,,,,2196,69613
,,,,2197,69613
,,,,2198,69613
,,,,2199,69613
,,,,2200,69613
,,,,2201,69613
,,,,2202,69613
,,,,2203,69613
,,,,2204,69613
,,,,2205,69613
,,,,2206,69613
,,,,2207,69613
,,,,2208,69613
,,,,2209,69613
,,,,2210,69613
,,,,2211,69613
,,,,2212,69613
,,,,2213,69613
,,,,2214,69613
,,,,2215,69613
,,,,2216,69613
,,,,2217,69613
,,,,2218,69613
,,,,2219,69613
,,,,2220,69613
,,,,2221,69613
,,,,2222,69613
,,,,2223,69613
,,,,2224,69613
,,,,2225,69613
,,,,2226,69613
,,,,2227,69613
,,,,2228,69613
,,,,2229,69613
,,,,2230,69613
,,,,2231,69613
,,,,2232,69613
,,,,2233,69613
,,,,2234,69613
,,,,2235,69613
,,,,2236,69613
,,,,2237,69613
,,,,2238,69613
,,,,2239,69613
,,,,2240,69613
,,,,2241,69613
,,,,2242,69613
,,,,2243,69613
,,,,2244,69613
,,,,2245,69613
,,,,2246,69613
,,,,2247,69613
,,,,2248,69613
,,,,2249,69613
,,,,2250,69613
,,,,2251,69613
,,,,2252,69613
,,,,2253,69613
,,,,2254,69613
,,,,2255,69613
,,,,2256,69613
,,,,2257,69613
,,,,2258,69613
,,,,2259,69613
,,,,2260,69613
,,,,2261,69613
,,,,2262,69613
,,,,2263,69613
,,,,2264,69613
,,,,2265,69613
,,,,2266,69613
,,,,2267,69613
,,,,2268,69613
,,,,2269,69613
,,,,2270,69613
,,,,2271,69613
,,,,2272,69613
,,,,2273,69613
,,,,2274,69613
,,,,2275,69613
,,,,2276,69613
,,,,2277,69613
,,,,2278,69613
,,,,2279,69613
,,,,2280,69613
,,,,2281,69613
,,,,2282,69613
,,,,2283,69613
,,,,2284,69613
,,,,2285,69613
,,,,2286,69613
,,,,2287,69613
,,,,2288,69613
,,,,2289,69613
,,,,2290,69613
,,,,2291,69613
,,,,2292,69613
,,,,2293,69613
,,,,2294,69613
,,,,2295,69613
,,,,2296,69613
,,,,2297,69613
,,,,2298,69613
,,,,2299,69613
,,,,2300,69613
,,,,2301,69613
,,,,2302,69613
,,,,2303,69613
,,,,2304,69613
,,,,2305,69613
,,,,2306,69613
,,,,2307,69613
,,,,2308,69613
,,,,2309,69613
,,,,2310,69613
,,,,2311,69613
,,,,2312,69613
,,,,2313,69613
,,,,2314,69613
,,,,2315,69613
,,,,2316,69613
,,,,2317,69613
,,,,2318,69613
,,,,2319,69613
,,,,2320,69613
,,,,2321,69613
,,,,2322,69613
,,,,2323,69613
,,,,2324,69613
,,,,2325,69613
,,,,2326,69613
,,,,2327,69613
,,,,2328,69613
,,,,2329,69613
,,,,2330,69613
,,,,2331,69613
,,,,2332,69613
,,,,2333,69613
,,,,2334,69613
,,,,2335,69613
,,,,2336,69613
,,,,2337,69613
,,,,2338,69613
,,,,2339,69613
,,,,2340,69613
,,,,2341,69613
,,,,2342,69613
,,,,2343,69613
,,,,2344,69613
,,,,2345,69613
,,,,2346,69613
,,,,2347,69613
,,,,2348,69613
,,,,2349,69613
,,,,2350,69613
,,,,2351,69613
,,,,2352,69613
,,,,2353,69613
,,,,2354,69613
,,,,2355,69613
,,,,2356,69613
,,,,2357,69613
,,,,2358,69613
,,,,2359,69613
,,,,2360,69613
,,,,2361,69613
,,,,2362,69613
,,,,2363,69613
,,,,2364,69613
,,,,2365,69613
,,,,2366,69613
,,,,2367,69613
,,,,2368,69613
,,,,2369,69613
,,,,2370,69613
,,,,2371,69613
,,,,2372,69613
,,,,2373,69613
,,,,2374,69613
,,,,2375,69613
,,,,2376,69613
,,,,2377,69613
,,,,2378,69613
,,,,2379,69613
,,,,2380,69613
,,,,2381,69613
,,,,2382,69613
,,,,2383,69613
,,,,2384,69613
,,,,2385,69613
,,,,2386,69613
,,,,2387,69613
,,,,2388,69613
,,,,2389,69613
,,,,2390,69613
,,,,2391,69613
,,,,2392,69613
,,,,2393,69613
,,,,2394,69613
,,,,2395,69613
,,,,2396,69613
,,,,2397,69613
,,,,2398,69613
,,,,2399,69613
,,,,2400,69613
,,,,2401,69613
,,,,2402,69613
,,,,2403,69613
,,,,2404,69613
,,,,2405,69613
,,,,2406,69613
,,,,2407,69613
,,,,2408,69613
,,,,2409,69613
,,,,2410,69613
,,,,2411,69613
,,,,2412,69613
,,,,2413,69613
,,,,2414,69613
,,,,2415,69613
,,,,2416,69613
,,,,2417,69613
,,,,2418,69613
,,,,2419,69613
,,,,2420,69613
,,,,2421,69613
,,,,2422,69613
,,,,2423,69613
,,,,2424,69613
,,,,2425,69613
,,,,2426,69613
,,,,2427,69613
,,,,2428,69613
,,,,2429,69613
,,,,2430,69613
,,,,2431,69613
,,,,2432,69613
,,,,2433,69613
,,,,2434,69613
,,,,2435,69613
,,,,2436,69613
,,,,2437,69613
,,,,2438,69613
,,,,2439,69613
,,,,2440,69613
,,,,2441,69613
,,,,2442,69613
,,,,2443,69613
,,,,2444,69613
,,,,2445,69613
,,,,2446,69613
,,,,2447,69613
,,,,2448,69613
,,,,2449,69613
,,,,2450,69613
,,,,2451,69613
,,,,2452,69613
,,,,2453,69613
,,,,2454,69613
,,,,2455,69613
,,,,2456,69613
,,,,2457,69613
,,,,2458,69613
,,,,2459,69613
,,,,2460,69613
,,,,2461,69613
,,,,2462,69613
,,,,2463,69613
,,,,2464,69613
,,,,2465,69613
,,,,2466,69613
,,,,2467,69613
,,,,2468,69613
,,,,2469,69613
,,,,2470,69613
,,,,2471,69613
,,,,2472,69613
,,,,2473,69613
,,,,2474,69613
,,,,2475,69613
,,,,2476,69613
,,,,2477,69613
,,,,2478,69613
,,,,2479,69613
,,,,2480,69613
,,,,2481,69613
,,,,2482,69613
,,,,2483,69613
,,,,2484,69613
,,,,2485,69613
,,,,2486,69613
,,,,2487,69613
,,,,2488,69613
,,,,2489,69613
,,,,2490,69613
,,,,2491,69613
,,,,2492,69613
,,,,2493,69613
,,,,2494,69613
,,,,2495,69613
,,,,2496,69613
,,,,2497,69613
,,,,2498,69613
,,,,2499,69613
,,,,2500,69613
,,,,2501,69613
,,,,2502,69613
,,,,2503,69613
,,,,2504,69613
,,,,2505,69613
,,,,2506,69613
,,,,2507,69613
,,,,2508,69613
,,,,2509,69613
,,,,2510,69613
,,,,2511,69613
,,,,2512,69613
,,,,2513,69613
,,,,2514,69613
,,,,2515,69613
,,,,2516,69613
,,,,2517,69613
,,,,2518,69613
,,,,2519,69613
,,,,2520,69613
,,,,2521,69613
,,,,2522,69613
,,,,2523,69613
,,,,2524,69613
,,,,2525,69613
,,,,2526,69613
,,,,2527,69613
,,,,2528,69613
,,,,2529,69613
,,,,2530,69613
,,,,2531,69613
,,,,2532,69613
,,,,2533,69613
,,,,2534,69613
,,,,2535,69613
,,,,2536,69613
,,,,2537,69613
,,,,2538,69613
,,,,2539,69613
,,,,2540,69613
,,,,2541,69613
,,,,2542,69613
,,,,2543,69613
,,,,2544,69613
,,,,2545,69613
,,,,2546,69613
,,,,2547,69613
,,,,2548,69613
,,,,2549,69613
,,,,2550,69613
,,,,2551,69613
,,,,2552,69613
,,,,2553,69613
,,,,2554,69613
,,,,2555,69613
,,,,2556,69613
,,,,2557,69613
,,,,2558,69613
,,,,2559,69613
,,,,2560,69613
,,,,2561,69613
,,,,2562,69613
,,,,2563,69613
,,,,2564,69613
,,,,2565,69613
,,,,2566,69613
,,,,2567,69613
,,,,2568,69613
,,,,2569,69613
,,,,2570,69613
,,,,2571,69613
,,,,2572,69613
,,,,2573,69613
,,,,2574,69613
,,,,2575,69613
,,,,2576,69613
,,,,2577,69613
,,,,2578,69613
,,,,2579,69613
,,,,2580,69613
,,,,2581,69613
,,,,2582,69613
,,,,2583,69613
,,,,2584,69613
,,,,2585,69613
,,,,2586,69613
,,,,2587,69613
,,,,2588,69613
,,,,2589,69613
,,,,2590,69613
,,,,2591,69613
,,,,2592,69613
,,,,2593,69613
,,,,2594,69613
,,,,2595,69613
,,,,2596,69613
,,,,2597,69613
,,,,2598,69613
,,,,2599,69613
,,,,2600,69613
,,,,2601,69613
,,,,2602,69613
,,,,2603,69613
,,,,2604,69613
,,,,2605,69613
,,,,2606,69613
,,,,2607,69613
,,,,2608,69613
,,,,2609,69613
,,,,2610,69613
,,,,2611,69613
,,,,2612,69613
,,,,2613,69613
,,,,2614,69613
,,,,2615,69613
,,,,2616,69613
,,,,2617,69613
,,,,2618,69613
,,,,2619,69613
,,,,2620,69613
,,,,2621,69613
,,,,2622,69613
,,,,2623,69613
,,,,2624,69613
,,,,2625,69613
,,,,2626,69613
,,,,2627,69613
,,,,2628,69613
,,,,2629,69613
,,,,2630,69613
,,,,2631,69613
,,,,2632,69613
,,,,2633,69613
,,,,2634,69613
,,,,2635,69613
,,,,2636,69613
,,,,2637,69613
,,,,2638,69613
,,,,2639,69613
,,,,2640,69613
,,,,2641,69613
,,,,2642,69613
,,,,2643,69613
,,,,2644,69613
,,,,2645,69613
,,,,2646,69613
,,,,2647,69613
,,,,2648,69613
,,,,2649,69613
,,,,2650,69613
,,,,2651,69613
,,,,2652,69613
,,,,2653,69613
,,,,2654,69613
,,,,2655,69613
,,,,2656,69613
,,,,2657,69613
,,,,2658,69613
,,,,2659,69613
,,,,2660,69613
,,,,2661,69613
,,,,2662,69613
,,,,2663,69613
,,,,2664,69613
,,,,2665,69613
,,,,2666,69613
,,,,2667,69613
,,,,2668,69613
,,,,2669,69613
,,,,2670,69613
,,,,2671,69613
,,,,2672,69613
,,,,2673,69613
,,,,2674,69613
,,,,2675,69613
,,,,2676,69613
,,,,2677,69613
,,,,2678,69613
,,,,2679,69613
,,,,2680,69613
,,,,2681,69613
,,,,2682,69613
,,,,2683,69613
,,,,2684,69613
,,,,2685,69613
,,,,2686,69613
,,,,2687,69613
,,,,2688,69613
,,,,2689,69613
,,,,2690,69613
,,,,2691,69613
,,,,2692,69613
,,,,2693,69613
,,,,2694,69613
,,,,2695,69613
,,,,2696,69613
,,,,2697,69613
,,,,2698,69613
,,,,2699,69613
,,,,2700,69613
,,,,2701,69613
,,,,2702,69613
,,,,2703,69613
,,,,2704,69613
,,,,2705,69613
,,,,2706,69613
,,,,2707,69613
,,,,2708,69613
,,,,2709,69613
,,,,2710,69613
,,,,2711,69613
,,,,2712,69613
,,,,2713,69613
,,,,2714,69613
,,,,2715,69613
,,,,2716,69613
,,,,2717,69613
,,,,2718,69613
,,,,2719,69613
,,,,2720,69613
,,,,2721,69613
,,,,2722,69613
,,,,2723,69613
,,,,2724,69613
,,,,2725,69613
,,,,2726,69613
,,,,2727,69613
,,,,2728,69613
,,,,2729,69613
,,,,2730,69613
,,,,2731,69613
,,,,2732,69613
,,,,2733,69613
,,,,2734,69613
,,,,2735,69613
,,,,2736,69613
,,,,2737,69613
,,,,2738,69613
,,,,2739,69613
,,,,2740,69613
,,,,2741,69613
,,,,2742,69613
,,,,2743,69613
,,,,2744,69613
,,,,2745,69613
,,,,2746,69613
,,,,2747,69613
,,,,2748,69613
,,,,2749,69613
,,,,2750,69613
,,,,2751,69613
,,,,2752,69613
,,,,2753,69613
,,,,2754,69613
,,,,2755,69613
,,,,2756,69613
,,,,2757,69613
,,,,2758,69613
,,,,2759,69613
,,,,2760,69613
,,,,2761,69613
,,,,2762,69613
,,,,2763,69613
,,,,2764,69613
,,,,2765,69613
,,,,2766,69613
,,,,2767,69613
,,,,2768,69613
,,,,2769,69613
,,,,2770,69613
,,,,2771,69613
,,,,2772,69613
,,,,2773,69613
,,,,2774,69613
,,,,2775,69613
,,,,2776,69613
,,,,2777,69613
,,,,2778,69613
,,,,2779,69613
,,,,2780,69613
,,,,2781,69613
,,,,2782,69613
,,,,2783,69613
,,,,2784,69613
,,,,2785,69613
,,,,2786,69613
,,,,2787,69613
,,,,2788,69613
,,,,2789,69613
,,,,2790,69613
,,,,2791,69613
,,,,2792,69613
,,,,2793,69613
,,,,2794,69613
,,,,2795,69613
,,,,2796,69613
,,,,2797,69613
,,,,2798,69613
,,,,2799,69613
,,,,2800,69613
,,,,2801,69613
,,,,2802,69613
,,,,2803,69613
,,,,2804,69613
,,,,2805,69613
,,,,2806,69613
,,,,2807,69613
,,,,2808,69613
,,,,2809,69613
,,,,2810,69613
,,,,2811,69613
,,,,2812,69613
,,,,2813,69613
,,,,2814,69613
,,,,2815,69613
,,,,2816,69613
,,,,2817,69613
,,,,2818,69613
,,,,2819,69613
,,,,2820,69613
,,,,2821,69613
,,,,2822,69613
,,,,2823,69613
,,,,2824,69613
,,,,2825,69613
,,,,2826,69613
,,,,2827,69613
,,,,2828,69613
,,,,2829,69613
,,,,2830,69613
,,,,2831,69613
,,,,2832,69613
,,,,2833,69613
,,,,2834,69613
,,,,2835,69613
,,,,2836,69613
,,,,2837,69613
,,,,2838,69613
,,,,2839,69613
,,,,2840,69613
,,,,2841,69613
,,,,2842,69613
,,,,2843,69613
,,,,2844,69613
,,,,2845,69613
,,,,2846,69613
,,,,2847,69613
,,,,2848,69613
,,,,2849,69613
,,,,2850,69613
,,,,2851,69613
,,,,2852,69613
,,,,2853,69613
,,,,2854,69613
,,,,2855,69613
,,,,2856,69613
,,,,2857,69613
,,,,2858,69613
,,,,2859,69613
,,,,2860,69613
,,,,2861,69613
,,,,2862,69613
,,,,2863,69613
,,,,2864,69613
,,,,2865,69613
,,,,2866,69613
,,,,2867,69613
,,,,2868,69613
,,,,2869,69613
