ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1
,600,81008
,601,81008
,602,81008
,603,81008
,604,81008
,605,81008
,606,81008
,607,81008
,608,81008
,609,81008
,610,81008
,611,81008
,612,81008
,613,81008
,614,81008
,615,81008
,616,81008
,617,81008
,618,81008
,619,81008
,620,81008
,621,81008
,622,81008
,623,81008
,624,81008
,625,81008
,626,81008
,627,81008
,628,81008
,629,81008
,630,81008
,631,81008
,632,81008
,633,81008
,634,81008
,635,81008
,636,81008
,637,81008
,638,81008
,639,81008
,640,81008
,641,81008
,642,81008
,643,81008
,644,81008
,645,81008
,646,81008
,647,81008
,648,81008
,649,81008
,650,81008
,651,81008
,652,81008
,653,81008
,654,81008
,655,81008
,656,81008
,657,81008
,658,81008
,659,81008
,660,81008
,661,81008
,662,81008
,663,81008
,664,81008
,665,81008
,666,81008
,667,81008
,668,81008
,669,81008
,670,81008
,671,81008
,672,81008
,673,81008
,674,81008
,675,81008
,676,81008
,677,81008
,678,81008
,679,81008
,680,81008
,681,81008
,682,81008
,683,81008
,684,81008
,685,81008
,686,81008
,687,81008
,688,81008
,689,81008
,690,81008
,691,81008
,692,81008
,693,81008
,694,81008
,695,81008
,696,81008
,697,81008
,698,81008
,699,81008
,700,81008
,701,81008
,702,81008
,703,81008
,704,81008
,705,81008
,706,81008
,707,81008
,708,81008
,709,81008
,710,81008
,711,81008
,712,81008
,713,81008
,714,81008
,715,81008
,716,81008
,717,81008
,718,81008
,719,81008
,720,81008
,721,81008
,722,81008
,723,81008
,724,81008
,725,81008
,726,81008
,727,81008
,728,81008
,729,81008
,730,81008
,731,81008
,732,81008
,733,81008
,734,81008
,735,81008
,736,81008
,737,81008
,738,81008
,739,81008
,740,81008
,741,81008
,742,81008
,743,81008
,744,81008
,745,81008
,746,81008
,747,81008
,748,81008
,749,81008
,750,81008
,751,81008
,752,81008
,753,81008
,754,81008
,755,81008
,756,81008
,757,81008
,758,81008
,759,81008
,760,81008
,761,81008
,762,81008
,763,81008
,764,81008
,765,81008
,766,81008
,767,81008
,768,81008
,769,81008
,770,81008
,771,81008
,772,81008
,773,81008
,774,81008
,775,81008
,776,81008
,777,81008
,778,81008
,779,81008
,780,81008
,781,81008
,782,81008
,783,81008
,784,81008
,785,81008
,786,81008
,787,81008
,788,81008
,789,81008
,790,81008
,791,81008
,792,81008
,793,81008
,794,81008
,795,81008
,796,81008
,797,81008
,798,81008
,799,81008
,800,81008
,801,81008
,802,81008
,803,81008
,804,81008
,805,81008
,806,81008
,807,81008
,808,81008
,809,81008
,810,81008
,811,81008
,812,81008
,813,81008
,814,81008
,815,81008
,816,81008
,817,81008
,818,81008
,819,81008
,820,81008
,821,81008
,822,81008
,823,81008
,824,81008
,825,81008
,826,81008
,827,81008
,828,81008
,829,81008
,830,81008
,831,81008
,832,81008
,833,81008
,834,81008
,835,81008
,836,81008
,837,81008
,838,81008
,839,81008
,840,81008
,841,81008
,842,81008
,843,81008
,844,81008
,845,81008
,846,81008
,847,81008
,848,81008
,849,81008
,850,81008
,851,81008
,852,81008
,853,81008
,854,81008
,855,81008
,856,81008
,857,81008
,858,81008
,859,81008
,860,81008
,861,81008
,862,81008
,863,81008
,864,81008
,865,81008
,866,81008
,867,81008
,868,81008
,869,81008
,870,81008
,871,81008
,872,81008
,873,81008
,874,81008
,875,81008
,876,81008
,877,81008
,878,81008
,879,81008
,880,81008
,881,81008
,882,81008
,883,81008
,884,81008
,885,81008
,886,81008
,887,81008
,888,81008
,889,81008
,890,81008
,891,81008
,892,81008
,893,81008
,894,81008
,895,81008
,896,81008
,897,81008
,898,81008
,899,81008
,900,81008
,901,81008
,902,81008
,903,81008
,904,81008
,905,81008
,906,81008
,907,81008
,908,81008
,909,81008
,910,81008
,911,81008
,912,81008
,913,81008
,914,81008
,915,81008
,916,81008
,917,81008
,918,81008
,919,81008
,920,81008
,921,81008
,922,81008
,923,81008
,924,81008
,925,81008
,926,81008
,927,81008
,928,81008
,929,81008
,930,81008
,931,81008
,932,81008
,933,81008
,934,81008
,935,81008
,936,81008
,937,81008
,938,81008
,939,81008
,940,81008
,941,81008
,942,81008
,943,81008
,944,81008
,945,81008
,946,81008
,947,81008
,948,81008
,949,81008
,950,81008
,951,81008
,952,81008
,953,81008
,954,81008
,955,81008
,956,81008
,957,81008
,958,81008
,959,81008
,960,81008
,961,81008
,962,81008
,963,81008
,964,81008
,965,81008
,966,81008
,967,81008
,968,81008
,969,81008
,970,81008
,971,81008
,972,81008
,973,81008
,974,81008
,975,81008
,976,81008
,977,81008
,978,81008
,979,81008
,980,81008
,981,81008
,982,81008
,983,81008
,984,81008
,985,81008
,986,81008
,987,81008
,988,81008
,989,81008
,990,81008
,991,81008
,992,81008
,993,81008
,994,81008
,995,81008
,996,81008
,997,81008
,998,81008
,999,81008
,1000,81008
,1001,81008
,1002,81008
,1003,81008
,1004,81008
,1005,81008
,1006,81008
,1007,81008
,1008,81008
,1009,81008
,1010,81008
,1011,81008
,1012,81008
,1013,81008
,1014,81008
,1015,81008
,1016,81008
,1017,81008
,1018,81008
,1019,81008
,1020,81008
,1021,81008
,1022,81008
,1023,81008
,1024,81008
,1025,81008
,1026,81008
,1027,81008
,1028,81008
,1029,81008
,1030,81008
,1031,81008
,1032,81008
,1033,81008
,1034,81008
,1035,81008
,1036,81008
,1037,81008
,1038,81008
,1039,81008
,1040,81008
,1041,81008
,1042,81008
,1043,81008
,1044,81008
,1045,81008
,1046,81008
,1047,81008
,1048,81008
,1049,81008
,1050,81008
,1051,81008
,1052,81008
,1053,81008
,1054,81008
,1055,81008
,1056,81008
,1057,81008
,1058,81008
,1059,81008
,1060,81008
,1061,81008
,1062,81008
,1063,81008
,1064,81008
,1065,81008
,1066,81008
,1067,81008
,1068,81008
,1069,81008
,1070,81008
,1071,81008
,1072,81008
,1073,81008
,1074,81008
,1075,81008
,1076,81008
,1077,81008
,1078,81008
,1079,81008
,1080,81008
,1081,81008
,1082,81008
,1083,81008
,1084,81008
,1085,81008
,1086,81008
,1087,81008
,1088,81008
,1089,81008
,1090,81008
,1091,81008
,1092,81008
,1093,81008
,1094,81008
,1095,81008
,1096,81008
,1097,81008
,1098,81008
,1099,81008
,1100,81008
,1101,81008
,1102,81008
,1103,81008
,1104,81008
,1105,81008
,1106,81008
,1107,81008
,1108,81008
,1109,81008
,1110,81008
,1111,81008
,1112,81008
,1113,81008
,1114,81008
,1115,81008
,1116,81008
,1117,81008
,1118,81008
,1119,81008
,1120,81008
,1121,81008
,1122,81008
,1123,81008
,1124,81008
,1125,81008
,1126,81008
,1127,81008
,1128,81008
,1129,81008
,1130,81008
,1131,81008
,1132,81008
,1133,81008
,1134,81008
,1135,81008
,1136,81008
,1137,81008
,1138,81008
,1139,81008
,1140,81008
,1141,81008
,1142,81008
,1143,81008
,1144,81008
,1145,81008
,1146,81008
,1147,81008
,1148,81008
,1149,81008
,1150,81008
,1151,81008
,1152,81008
,1153,81008
,1154,81008
,1155,81008
,1156,81008
,1157,81008
,1158,81008
,1159,81008
,1160,81008
,1161,81008
,1162,81008
,1163,81008
,1164,81008
,1165,81008
,1166,81008
,1167,81008
,1168,81008
,1169,81008
,1170,81008
,1171,81008
,1172,81008
,1173,81008
,1174,81008
,1175,81008
,1176,81008
,1177,81008
,1178,81008
,1179,81008
,1180,81008
,1181,81008
,1182,81008
,1183,81008
,1184,81008
,1185,81008
,1186,81008
,1187,81008
,1188,81008
,1189,81008
,1190,81008
,1191,81008
,1192,81008
,1193,81008
,1194,81008
,1195,81008
,1196,81008
,1197,81008
,1198,81008
,1199,81008
,1200,81008
,1201,81008
,1202,81008
,1203,81008
,1204,81008
,1205,81008
,1206,81008
,1207,81008
,1208,81008
,1209,81008
,1210,81008
,1211,81008
,1212,81008
,1213,81008
,1214,81008
,1215,81008
,1216,81008
,1217,81008
,1218,81008
,1219,81008
,1220,81008
,1221,81008
,1222,81008
,1223,81008
,1224,81008
,1225,81008
,1226,81008
,1227,81008
,1228,81008
,1229,81008
,1230,81008
,1231,81008
,1232,81008
,1233,81008
,1234,81008
,1235,81008
,1236,81008
,1237,81008
,1238,81008
,1239,81008
,1240,81008
,1241,81008
,1242,81008
,1243,81008
,1244,81008
,1245,81008
,1246,81008
,1247,81008
,1248,81008
,1249,81008
,1250,81008
,1251,81008
,1252,81008
,1253,81008
,1254,81008
,1255,81008
,1256,81008
,1257,81008
,1258,81008
,1259,81008
,1260,81008
,1261,81008
,1262,81008
,1263,81008
,1264,81008
,1265,81008
,1266,81008
,1267,81008
,1268,81008
,1269,81008
,1270,81008
,1271,81008
,1272,81008
,1273,81008
,1274,81008
,1275,81008
,1276,81008
,1277,81008
,1278,81008
,1279,81008
,1280,81008
,1281,81008
,1282,81008
,1283,81008
,1284,81008
,1285,81008
,1286,81008
,1287,81008
,1288,81008
,1289,81008
,1290,81008
,1291,81008
,1292,81008
,1293,81008
,1294,81008
,1295,81008
,1296,81008
,1297,81008
,1298,81008
,1299,81008
,1300,81008
,1301,81008
,1302,81008
,1303,81008
,1304,81008
,1305,81008
,1306,81008
,1307,81008
,1308,81008
,1309,81008
,1310,81008
,1311,81008
,1312,81008
,1313,81008
,1314,81008
,1315,81008
,1316,81008
,1317,81008
,1318,81008
,1319,81008
,1320,81008
,1321,81008
,1322,81008
,1323,81008
,1324,81008
,1325,81008
,1326,81008
,1327,81008
,1328,81008
,1329,81008
,1330,81008
,1331,81008
,1332,81008
,1333,81008
,1334,81008
,1335,81008
,1336,81008
,1337,81008
,1338,81008
,1339,81008
,1340,81008
,1341,81008
,1342,81008
,1343,81008
,1344,81008
,1345,81008
,1346,81008
,1347,81008
,1348,81008
,1349,81008
,1350,81008
,1351,81008
,1352,81008
,1353,81008
,1354,81008
,1355,81008
,1356,81008
,1357,81008
,1358,81008
,1359,81008
,1360,81008
,1361,81008
,1362,81008
,1363,81008
,1364,81008
,1365,81008
,1366,81008
,1367,81008
,1368,81008
,1369,81008
,1370,81008
,1371,81008
,1372,81008
,1373,81008
,1374,81008
,1375,81008
,1376,81008
,1377,81008
,1378,81008
,1379,81008
,1380,81008
,1381,81008
,1382,81008
,1383,81008
,1384,81008
,1385,81008
,1386,81008
,1387,81008
,1388,81008
,1389,81008
,1390,81008
,1391,81008
,1392,81008
,1393,81008
,1394,81008
,1395,81008
,1396,81008
,1397,81008
,1398,81008
,1399,81008
,1400,81008
,1401,81008
,1402,81008
,1403,81008
,1404,81008
,1405,81008
,1406,81008
,1407,81008
,1408,81008
,1409,81008
,1410,81008
,1411,81008
,1412,81008
,1413,81008
,1414,81008
,1415,81008
,1416,81008
,1417,81008
,1418,81008
,1419,81008
,1420,81008
,1421,81008
,1422,81008
,1423,81008
,1424,81008
,1425,81008
,1426,81008
,1427,81008
,1428,81008
,1429,81008
,1430,81008
,1431,81008
,1432,81008
,1433,81008
,1434,81008
,1435,81008
,1436,81008
,1437,81008
,1438,81008
,1439,81008
,1440,81008
,1441,81008
,1442,81008
,1443,81008
,1444,81008
,1445,81008
,1446,81008
,1447,81008
,1448,81008
,1449,81008
,1450,81008
,1451,81008
,1452,81008
,1453,81008
,1454,81008
,1455,81008
,1456,81008
,1457,81008
,1458,81008
,1459,81008
,1460,81008
,1461,81008
,1462,81008
,1463,81008
,1464,81008
,1465,81008
,1466,81008
,1467,81008
,1468,81008
,1469,81008
,1470,81008
,1471,81008
,1472,81008
,1473,81008
,1474,81008
,1475,81008
,1476,81008
,1477,81008
,1478,81008
,1479,81008
,1480,81008
,1481,81008
,1482,81008
,1483,81008
,1484,81008
,1485,81008
,1486,81008
,1487,81008
,1488,81008
,1489,81008
,1490,81008
,1491,81008
,1492,81008
,1493,81008
,1494,81008
,1495,81008
,1496,81008
,1497,81008
,1498,81008
,1499,81008
,1500,81008
,1501,81008
,1502,81008
,1503,81008
,1504,81008
,1505,81008
,1506,81008
,1507,81008
,1508,81008
,1509,81008
,1510,81008
,1511,81008
,1512,81008
,1513,81008
,1514,81008
,1515,81008
,1516,81008
,1517,81008
,1518,81008
,1519,81008
,1520,81008
,1521,81008
,1522,81008
,1523,81008
,1524,81008
,1525,81008
,1526,81008
,1527,81008
,1528,81008
,1529,81008
,1530,81008
,1531,81008
,1532,81008
,1533,81008
,1534,81008
,1535,81008
,1536,81008
,1537,81008
,1538,81008
,1539,81008
,1540,81008
,1541,81008
,1542,81008
,1543,81008
,1544,81008
,1545,81008
,1546,81008
,1547,81008
,1548,81008
,1549,81008
,1550,81008
,1551,81008
,1552,81008
,1553,81008
,1554,81008
,1555,81008
,1556,81008
,1557,81008
,1558,81008
,1559,81008
,1560,81008
,1561,81008
,1562,81008
,1563,81008
,1564,81008
,1565,81008
,1566,81008
,1567,81008
,1568,81008
,1569,81008
,1570,81008
,1571,81008
,1572,81008
,1573,81008
,1574,81008
,1575,81008
,1576,81008
,1577,81008
,1578,81008
,1579,81008
,1580,81008
,1581,81008
,1582,81008
,1583,81008
,1584,81008
,1585,81008
,1586,81008
,1587,81008
,1588,81008
,1589,81008
,1590,81008
,1591,81008
,1592,81008
,1593,81008
,1594,81008
,1595,81008
,1596,81008
,1597,81008
,1598,81008
,1599,81008
,1600,81008
,1601,81008
,1602,81008
,1603,81008
,1604,81008
,1605,81008
,1606,81008
,1607,81008
,1608,81008
,1609,81008
,1610,81008
,1611,81008
,1612,81008
,1613,81008
,1614,81008
,1615,81008
,1616,81008
,1617,81008
,1618,81008
,1619,81008
,1620,81008
,1621,81008
,1622,81008
,1623,81008
,1624,81008
,1625,81008
,1626,81008
,1627,81008
,1628,81008
,1629,81008
,1630,81008
,1631,81008
,1632,81008
,1633,81008
,1634,81008
,1635,81008
,1636,81008
,1637,81008
,1638,81008
,1639,81008
,1640,81008
,1641,81008
,1642,81008
,1643,81008
,1644,81008
,1645,81008
,1646,81008
,1647,81008
,1648,81008
,1649,81008
,1650,81008
,1651,81008
,1652,81008
,1653,81008
,1654,81008
,1655,81008
,1656,81008
,1657,81008
,1658,81008
,1659,81008
,1660,81008
,1661,81008
,1662,81008
,1663,81008
,1664,81008
,1665,81008
,1666,81008
,1667,81008
,1668,81008
,1669,81008
,1670,81008
,1671,81008
,1672,81008
,1673,81008
,1674,81008
,1675,81008
,1676,81008
,1677,81008
,1678,81008
,1679,81008
,1680,81008
,1681,81008
,1682,81008
,1683,81008
,1684,81008
,1685,81008
,1686,81008
,1687,81008
,1688,81008
,1689,81008
,1690,81008
,1691,81008
,1692,81008
,1693,81008
,1694,81008
,1695,81008
,1696,81008
,1697,81008
,1698,81008
,1699,81008
,1700,81008
,1701,81008
,1702,81008
,1703,81008
,1704,81008
,1705,81008
,1706,81008
,1707,81008
,1708,81008
,1709,81008
,1710,81008
,1711,81008
,1712,81008
,1713,81008
,1714,81008
,1715,81008
,1716,81008
,1717,81008
,1718,81008
,1719,81008
,1720,81008
,1721,81008
,1722,81008
,1723,81008
,1724,81008
,1725,81008
,1726,81008
,1727,81008
,1728,81008
,1729,81008
,1730,81008
,1731,81008
,1732,81008
,1733,81008
,1734,81008
,1735,81008
,1736,81008
,1737,81008
,1738,81008
,1739,81008
,1740,81008
,1741,81008
,1742,81008
,1743,81008
,1744,81008
,1745,81008
,1746,81008
,1747,81008
,1748,81008
,1749,81008
,1750,81008
,1751,81008
,1752,81008
,1753,81008
,1754,81008
,1755,81008
,1756,81008
,1757,81008
,1758,81008
,1759,81008
,1760,81008
,1761,81008
,1762,81008
,1763,81008
,1764,81008
,1765,81008
,1766,81008
,1767,81008
,1768,81008
,1769,81008
,1770,81008
,1771,81008
,1772,81008
,1773,81008
,1774,81008
,1775,81008
,1776,81008
,1777,81008
,1778,81008
,1779,81008
,1780,81008
,1781,81008
,1782,81008
,1783,81008
,1784,81008
,1785,81008
,1786,81008
,1787,81008
,1788,81008
,1789,81008
,1790,81008
,1791,81008
,1792,81008
,1793,81008
,1794,81008
,1795,81008
,1796,81008
,1797,81008
,1798,81008
,1799,81008
,1800,81008
,1801,81008
,1802,81008
,1803,81008
,1804,81008
,1805,81008
,1806,81008
,1807,81008
,1808,81008
,1809,81008
,1810,81008
,1811,81008
,1812,81008
,1813,81008
,1814,81008
,1815,81008
,1816,81008
,1817,81008
,1818,81008
,1819,81008
,1820,81008
,1821,81008
,1822,81008
,1823,81008
,1824,81008
,1825,81008
,1826,81008
,1827,81008
,1828,81008
,1829,81008
,1830,81008
,1831,81008
,1832,81008
,1833,81008
,1834,81008
,1835,81008
,1836,81008
,1837,81008
,1838,81008
,1839,81008
,1840,81008
,1841,81008
,1842,81008
,1843,81008
,1844,81008
,1845,81008
,1846,81008
,1847,81008
,1848,81008
,1849,81008
,1850,81008
,1851,81008
,1852,81008
,1853,81008
,1854,81008
,1855,81008
,1856,81008
,1857,81008
,1858,81008
,1859,81008
,1860,81008
,1861,81008
,1862,81008
,1863,81008
,1864,81008
,1865,81008
,1866,81008
,1867,81008
,1868,81008
,1869,81008
,1870,81008
,1871,81008
,1872,81008
,1873,81008
,1874,81008
,1875,81008
,1876,81008
,1877,81008
,1878,81008
,1879,81008
,1880,81008
,1881,81008
,1882,81008
,1883,81008
,1884,81008
,1885,81008
,1886,81008
,1887,81008
,1888,81008
,1889,81008
,1890,81008
,1891,81008
,1892,81008
,1893,81008
,1894,81008
,1895,81008
,1896,81008
,1897,81008
,1898,81008
,1899,81008
,1900,81008
,1901,81008
,1902,81008
,1903,81008
,1904,81008
,1905,81008
,1906,81008
,1907,81008
,1908,81008
,1909,81008
,1910,81008
,1911,81008
,1912,81008
,1913,81008
,1914,81008
,1915,81008
,1916,81008
,1917,81008
,1918,81008
,1919,81008
,1920,81008
,1921,81008
,1922,81008
,1923,81008
,1924,81008
,1925,81008
,1926,81008
,1927,81008
,1928,81008
,1929,81008
,1930,81008
,1931,81008
,1932,81008
,1933,81008
,1934,81008
,1935,81008
,1936,81008
,1937,81008
,1938,81008
,1939,81008
,1940,81008
,1941,81008
,1942,81008
,1943,81008
,1944,81008
,1945,81008
,1946,81008
,1947,81008
,1948,81008
,1949,81008
,1950,81008
,1951,81008
,1952,81008
,1953,81008
,1954,81008
,1955,81008
,1956,81008
,1957,81008
,1958,81008
,1959,81008
,1960,81008
,1961,81008
,1962,81008
,1963,81008
,1964,81008
,1965,81008
,1966,81008
,1967,81008
,1968,81008
,1969,81008
,1970,81008
,1971,81008
,1972,81008
,1973,81008
,1974,81008
,1975,81008
,1976,81008
,1977,81008
,1978,81008
,1979,81008
,1980,81008
,1981,81008
,1982,81008
,1983,81008
,1984,81008
,1985,81008
,1986,81008
,1987,81008
,1988,81008
,1989,81008
,1990,81008
,1991,81008
,1992,81008
,1993,81008
,1994,81008
,1995,81008
,1996,81008
,1997,81008
,1998,81008
,1999,81008
,2000,81008
,2001,81008
,2002,81008
,2003,81008
,2004,81008
,2005,81008
,2006,81008
,2007,81008
,2008,81008
,2009,81008
,2010,81008
,2011,81008
,2012,81008
,2013,81008
,2014,81008
,2015,81008
,2016,81008
,2017,81008
,2018,81008
,2019,81008
,2020,81008
,2021,81008
,2022,81008
,2023,81008
,2024,81008
,2025,81008
,2026,81008
,2027,81008
,2028,81008
,2029,81008
,2030,81008
,2031,81008
,2032,81008
,2033,81008
,2034,81008
,2035,81008
,2036,81008
,2037,81008
,2038,81008
,2039,81008
,2040,81008
,2041,81008
,2042,81008
,2043,81008
,2044,81008
,2045,81008
,2046,81008
,2047,81008
,2048,81008
,2049,81008
,2050,81008
,2051,81008
,2052,81008
,2053,81008
,2054,81008
,2055,81008
,2056,81008
,2057,81008
,2058,81008
,2059,81008
,2060,81008
,2061,81008
,2062,81008
,2063,81008
,2064,81008
,2065,81008
,2066,81008
,2067,81008
,2068,81008
,2069,81008
,2070,81008
,2071,81008
,2072,81008
,2073,81008
,2074,81008
,2075,81008
,2076,81008
,2077,81008
,2078,81008
,2079,81008
,2080,81008
,2081,81008
,2082,81008
,2083,81008
,2084,81008
,2085,81008
,2086,81008
,2087,81008
,2088,81008
,2089,81008
,2090,81008
,2091,81008
,2092,81008
,2093,81008
,2094,81008
,2095,81008
,2096,81008
,2097,81008
,2098,81008
,2099,81008
,2100,81008
,2101,81008
,2102,81008
,2103,81008
,2104,81008
,2105,81008
,2106,81008
,2107,81008
,2108,81008
,2109,81008
,2110,81008
,2111,81008
,2112,81008
,2113,81008
,2114,81008
,2115,81008
,2116,81008
,2117,81008
,2118,81008
,2119,81008
,2120,81008
,2121,81008
,2122,81008
,2123,81008
,2124,81008
,2125,81008
,2126,81008
,2127,81008
,2128,81008
,2129,81008
,2130,81008
,2131,81008
,2132,81008
,2133,81008
