Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
59,1.0,0.673,1.0,0.000401923,0.6766,1.0,0.103632301,1.0,1.0,1.0
60,1.0,0.688,1.0,0.009390152,0.6954,1.0,0.086341038,1.0,1.0,1.0
61,1.0,0.6933,1.0,0.15701367,0.698,1.0,0.134537384,1.0,1.0,1.0
62,1.0,0.6864,1.0,0.406255186,0.6964,1.0,0.17796576,1.0,1.0,1.0
63,1.0,0.65,1.0,0.417066693,0.6672,1.0,0.189786106,1.0,1.0,1.0
64,1.0,0.5134,1.0,0.336111903,0.5446,1.0,0.208149701,1.0,1.0,1.0
65,1.0,0.3401,1.0,0.290232033,0.3849,1.0,0.401330531,1.0,1.0,1.0
66,1.0,0.123,1.0,0.256617188,0.17,1.0,0.471578002,1.0,1.0,1.0
67,1.0,0.0,1.0,0.407308728,0.0,1.0,0.758596778,1.0,1.0,1.0
68,1.0,0.0,1.0,0.214790255,0.0,1.0,0.877489209,1.0,1.0,1.0
69,1.0,0.0,1.0,0.390825689,0.0,1.0,0.815006971,1.0,1.0,1.0
70,1.0,0.0,1.0,0.471649319,0.0,1.0,0.755335033,1.0,1.0,1.0
71,1.0,0.0,1.0,0.307960331,0.0,1.0,0.65353626,1.0,1.0,1.0
72,1.0,0.0,1.0,0.340681136,0.0,1.0,0.605977595,1.0,1.0,1.0
73,1.0,0.0,1.0,0.431610733,0.0,1.0,0.694496393,1.0,1.0,1.0
74,1.0,0.0,1.0,0.574139476,0.0,1.0,0.712165236,1.0,1.0,1.0
75,1.0,0.0,1.0,0.5398283,0.0,1.0,0.687352419,1.0,1.0,1.0
76,1.0,0.0,1.0,0.201132476,0.0,1.0,0.659404457,1.0,1.0,1.0
77,1.0,0.0,1.0,0.107555799,0.0,1.0,0.697532237,1.0,1.0,1.0
78,1.0,0.0587,1.0,0.144015923,0.0126,1.0,0.66704905,1.0,1.0,1.0
79,1.0,0.1202,1.0,0.071583487,0.1019,1.0,0.370624304,1.0,1.0,1.0
80,1.0,0.2267,1.0,0.205921009,0.2045,1.0,0.198139548,1.0,1.0,1.0
81,1.0,0.3121,1.0,0.161220312,0.3112,1.0,0.115637213,1.0,1.0,1.0
82,1.0,0.3871,1.0,0.336054265,0.3663,1.0,0.137585416,1.0,1.0,1.0
83,1.0,0.4377,1.0,0.368090123,0.4167,1.0,0.213544935,1.0,1.0,1.0
84,1.0,0.4715,1.0,0.454866886,0.4684,1.0,0.296501637,1.0,1.0,1.0
85,1.0,0.481,1.0,0.460774302,0.4928,1.0,0.341858566,1.0,1.0,1.0
86,1.0,0.4752,1.0,0.431218863,0.4656,1.0,0.504923463,1.0,1.0,1.0
87,1.0,0.4683,1.0,0.424021393,0.3782,1.0,0.555706739,1.0,1.0,1.0
88,1.0,0.3812,1.0,0.402401239,0.3149,1.0,0.58567667,1.0,1.0,1.0
89,1.0,0.2652,1.0,0.201657325,0.2465,1.0,0.529349804,1.0,1.0,1.0
90,1.0,0.1535,1.0,0.31398356,0.1617,1.0,0.271917343,1.0,1.0,1.0
91,1.0,0.0289,1.0,0.642302394,0.0083,1.0,0.68558681,1.0,1.0,1.0
92,1.0,0.0,1.0,0.458561152,0.0,1.0,0.740724802,1.0,1.0,1.0
93,1.0,0.0,1.0,0.278454691,0.0,1.0,0.761210203,1.0,1.0,1.0
94,1.0,0.0,1.0,0.406244844,0.0,1.0,0.765236795,1.0,1.0,1.0
95,1.0,0.0,1.0,0.48908928,0.0,1.0,0.627387524,1.0,1.0,1.0
96,1.0,0.0,1.0,0.247558758,0.0,1.0,0.580875278,1.0,1.0,1.0
97,1.0,0.0,1.0,0.774059713,0.0,1.0,0.450038642,1.0,1.0,1.0
98,1.0,0.0,1.0,0.866425455,0.0,1.0,0.438241184,1.0,1.0,1.0
99,1.0,0.0,1.0,0.956704021,0.0,1.0,0.42793709,1.0,1.0,1.0
100,1.0,0.0,1.0,0.835111439,0.0,1.0,0.48630777,1.0,1.0,1.0
101,1.0,0.0,1.0,0.499104619,0.0,1.0,0.566731036,1.0,1.0,1.0
102,1.0,0.1349,1.0,0.473318368,0.0848,1.0,0.628187001,1.0,1.0,1.0
103,1.0,0.087,1.0,0.300047606,0.091,1.0,0.516454577,1.0,1.0,1.0
104,1.0,0.2179,1.0,0.019017693,0.1993,1.0,0.22279796,1.0,1.0,1.0
105,1.0,0.3662,1.0,0.000222957,0.3474,1.0,0.08899235,1.0,1.0,1.0
106,1.0,0.453,1.0,0.00067973,0.4397,1.0,0.069031969,1.0,1.0,1.0
107,1.0,0.5139,1.0,0.001896137,0.5108,1.0,0.063565858,1.0,1.0,1.0
108,1.0,0.5027,1.0,0.002511985,0.4458,1.0,0.066698283,1.0,1.0,1.0
109,1.0,0.486,1.0,0.029796394,0.4827,1.0,0.152992547,1.0,1.0,1.0
110,1.0,0.5046,1.0,0.121206544,0.4512,1.0,0.206111357,1.0,1.0,1.0
111,1.0,0.4792,1.0,0.154077724,0.4062,1.0,0.26776433,1.0,1.0,1.0
112,1.0,0.4084,1.0,0.246447563,0.3605,1.0,0.236120731,1.0,1.0,1.0
113,1.0,0.2899,1.0,0.227422833,0.2536,1.0,0.30843389,1.0,1.0,1.0
114,1.0,0.1532,1.0,0.130244672,0.1258,1.0,0.319988668,1.0,1.0,1.0
115,1.0,0.0512,1.0,0.268249333,0.0334,1.0,0.343753844,1.0,1.0,1.0
116,1.0,0.0079,1.0,0.09147121,0.0,1.0,0.39291048,1.0,1.0,1.0
117,1.0,0.0,1.0,0.210430145,0.0,1.0,0.48380667,1.0,1.0,1.0
118,1.0,0.0,1.0,0.313427418,0.0,1.0,0.452286959,1.0,1.0,1.0
119,1.0,0.0,1.0,0.294840246,0.0,1.0,0.405125558,1.0,1.0,1.0
120,1.0,0.0,1.0,0.189340532,0.0,1.0,0.386858791,1.0,1.0,1.0
121,1.0,0.0,1.0,0.444630146,0.0,1.0,0.396101415,1.0,1.0,1.0
122,1.0,0.0,1.0,0.365330964,0.0,1.0,0.361373335,1.0,1.0,1.0
123,1.0,0.0,1.0,0.336812347,0.0,1.0,0.408423781,1.0,1.0,1.0
124,1.0,0.0,1.0,0.225206524,0.0,1.0,0.370141804,1.0,1.0,1.0
125,1.0,0.0,1.0,0.077368006,0.0,1.0,0.249215037,1.0,1.0,1.0
126,1.0,0.0,1.0,0.036299072,0.0,1.0,0.167208388,1.0,1.0,1.0
127,1.0,0.0746,1.0,0.023691365,0.0994,1.0,0.108387329,1.0,1.0,1.0
128,1.0,0.2162,1.0,0.0,0.2393,1.0,0.020573728,1.0,1.0,1.0
129,1.0,0.3836,1.0,0.0,0.3989,1.0,0.013496801,1.0,1.0,1.0
130,1.0,0.5163,1.0,0.0,0.519,1.0,0.018589254,1.0,1.0,1.0
131,1.0,0.6003,1.0,0.0,0.5913,1.0,0.00773895,1.0,1.0,1.0
132,1.0,0.5951,1.0,0.000805553,0.5587,1.0,0.019620012,1.0,1.0,1.0
133,1.0,0.5868,1.0,0.006604289,0.5667,1.0,0.032423213,1.0,1.0,1.0
134,1.0,0.5494,1.0,0.031210985,0.5267,1.0,0.088113248,1.0,1.0,1.0
135,1.0,0.4993,1.0,0.108228423,0.4768,1.0,0.141622782,1.0,1.0,1.0
136,1.0,0.4083,1.0,0.181228295,0.4037,1.0,0.073648199,1.0,1.0,1.0
137,1.0,0.2849,1.0,0.21335867,0.3163,1.0,0.150034904,1.0,1.0,1.0
138,1.0,0.1536,1.0,0.208176702,0.1734,1.0,0.234185308,1.0,1.0,1.0
139,1.0,0.0439,1.0,0.046553545,0.0594,1.0,0.227774441,1.0,1.0,1.0
140,1.0,0.0,1.0,0.038083911,0.0,1.0,0.401484877,1.0,1.0,1.0
141,1.0,0.0,1.0,0.157425806,0.0,1.0,0.488372654,1.0,1.0,1.0
142,1.0,0.0,1.0,0.272268742,0.0,1.0,0.505999804,1.0,1.0,1.0
143,1.0,0.0,1.0,0.284268856,0.0,1.0,0.455288351,1.0,1.0,1.0
144,1.0,0.0,1.0,0.413445532,0.0,1.0,0.443690151,1.0,1.0,1.0
145,1.0,0.0,1.0,0.982470095,0.0,1.0,0.86644721,1.0,1.0,1.0
146,1.0,0.0,1.0,0.968842566,0.0,1.0,0.873667836,1.0,1.0,1.0
147,1.0,0.0,1.0,0.992763042,0.0,1.0,0.928970397,1.0,1.0,1.0
148,1.0,0.0,1.0,0.996216714,0.0,1.0,0.920412779,1.0,1.0,1.0
149,1.0,0.0,1.0,0.986891747,0.0,1.0,0.92659229,1.0,1.0,1.0
150,1.0,0.0,1.0,0.875156462,0.0,1.0,0.973920107,1.0,1.0,1.0
151,1.0,0.0,1.0,0.632540882,0.0,1.0,0.970599055,1.0,1.0,1.0
152,1.0,0.1806,1.0,0.626590073,0.1734,1.0,0.912192583,1.0,1.0,1.0
153,1.0,0.4133,1.0,0.609236121,0.4057,1.0,0.842262208,1.0,1.0,1.0
154,1.0,0.5741,1.0,0.902807772,0.5659,1.0,0.903899431,1.0,1.0,1.0
155,1.0,0.6554,1.0,0.975747466,0.6412,1.0,0.960565567,1.0,1.0,1.0
156,1.0,0.6677,1.0,0.83384943,0.6506,1.0,0.970244884,1.0,1.0,1.0
157,1.0,0.6701,1.0,0.901338458,0.6672,1.0,0.965221047,1.0,1.0,1.0
158,1.0,0.6671,1.0,0.861373246,0.687,1.0,0.948322654,1.0,1.0,1.0
159,1.0,0.5729,1.0,0.980166852,0.5986,1.0,0.976193488,1.0,1.0,1.0
160,1.0,0.4039,1.0,0.961027741,0.4332,1.0,0.999455392,1.0,1.0,1.0
161,1.0,0.1763,1.0,0.739409745,0.2092,1.0,0.948386669,1.0,1.0,1.0
162,1.0,0.0,1.0,0.389910728,0.0,1.0,0.929534316,1.0,1.0,1.0
163,1.0,0.0,1.0,0.670543551,0.0,1.0,0.905662656,1.0,1.0,1.0
164,1.0,0.0,1.0,0.805588484,0.0,1.0,0.922863364,1.0,1.0,1.0
165,1.0,0.0,1.0,0.640084982,0.0,1.0,0.924029469,1.0,1.0,1.0
166,1.0,0.0,1.0,0.77410835,0.0,1.0,0.926688373,1.0,1.0,1.0
167,1.0,0.0,1.0,0.432131201,0.0,1.0,0.91418469,1.0,1.0,1.0
168,1.0,0.0,1.0,0.469311059,0.0,1.0,0.888160884,1.0,1.0,1.0
