Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000,1,1.0,1.0,2000,7,24,792.0,1,7591.743977308868,2168.6086949636956,1034.9782423656732
,2,0.9,0.04,1800,,,1920.0,2,7316.956942991479,2089.367211660212,996.8685784025961
,3,0.55,0.024,1100,,,1512.0,3,7207.643852697336,2059.2755091399017,981.8252899961183
,4,0.2,0.003,400,,,1464.0,4,7221.684066129611,2062.2846793919325,984.8339476774139
,,,,,,,576.0,5,7462.373439254331,2131.4955951886463,1016.9262962778998
,,,,,,,1080.0,6,8220.544964597198,2348.1558533348807,1120.223543335714
,,,,,,,1416.0,7,9571.414071259687,2733.3296455948525,1304.7545477885085
,,,,,,,,8,10247.350060784942,2926.919598475515,1397.0200500149058
,,,,,,,,9,10318.554000334338,2947.9837902397326,1407.0489089525577
,,,,,,,,10,10326.576979438496,2948.9868469904095,1407.0489089525577
,,,,,,,,11,10335.602830930673,2952.9990739931177,1409.054680740088
,,,,,,,,12,10302.508042126025,2942.9685064863475,1404.0402512712622
,,,,,,,,13,10198.209313771978,2912.876803966037,1389.9998487585494
,,,,,,,,14,10119.985267506445,2890.809555451143,1379.9709898208976
,,,,,,,,15,9993.623346615967,2854.6995124267705,1361.9190437331242
,,,,,,,,16,10001.646325720125,2856.705625928125,1362.9219296268893
,,,,,,,,17,10346.63442719889,2955.0051874944716,1411.0604525276185
,,,,,,,,18,11259.248300296784,3215.799942670494,1534.4154174607365
,,,,,,,,19,11486.900332377249,3280.9986314645,1565.5048801674573
,,,,,,,,20,11255.236810744706,3214.796885919817,1534.4154174607365
,,,,,,,,21,10845.062004044663,3097.439246090607,1478.253807409886
,,,,,,,,22,10141.045587654857,2896.827895955205,1381.976761608428
,,,,,,,,23,9216.397245900725,2633.0239705271515,1256.6160248877795
,,,,,,,,24,8421.11944220113,2405.33008812347,1148.3043483611393
,,,,,,,,25,6965.9516071845965,1989.061536592511,949.7329413956323
,,,,,,,,26,6665.089890778697,1903.801712784965,908.6146197512596
,,,,,,,,27,6518.670522127825,1861.6733292565307,888.5569018759559
,,,,,,,,28,6507.638925859609,1858.6641590044997,886.5511300884255
,,,,,,,,29,6689.158828091169,1910.8231100397043,911.6232774325551
,,,,,,,,30,7372.114924332561,2105.4161196710443,1004.8916655527175
,,,,,,,,31,8720.978286219011,2491.592968681693,1189.4226700055121
,,,,,,,,32,9576.428433199786,2735.3357590962064,1305.7574336822738
,,,,,,,,33,9773.99429363966,2791.506937134119,1331.8324669201686
,,,,,,,,34,9862.247063785391,2817.5864126517213,1344.869983539116
,,,,,,,,35,9941.473982438943,2839.6536611666156,1355.9017283705332
,,,,,,,,36,9897.347597366079,2827.6169801584915,1349.884413007942
,,,,,,,,37,9774.997166027679,2792.509993884796,1331.8324669201686
,,,,,,,,38,9689.753013046007,2768.436631868548,1321.8036079825167
,,,,,,,,39,9511.241727978508,2717.2807375840202,1296.731460638387
,,,,,,,,40,9416.97172350466,2690.198205315741,1283.6939440194396
,,,,,,,,41,9483.161301113956,2708.253226827927,1292.7199170633264
,,,,,,,,42,9721.844929462637,2777.4641426246408,1325.8151515575776
,,,,,,,,43,10042.76409362893,2868.742306936249,1368.9392449894806
,,,,,,,,44,10457.953262269071,2987.103003516136,1426.1037409340963
,,,,,,,,45,10191.18920705584,2910.8706904646833,1388.9969628647843
,,,,,,,,46,9579.437050363846,2736.3388158468833,1305.7574336822738
,,,,,,,,47,8667.82604965397,2475.5440606708607,1181.3995828553905
,,,,,,,,48,7810.370157897155,2230.7982135056704,1065.0648191786288
,,,,,,,,49,6676.121487046913,1906.810883036996,910.62039153879
,,,,,,,,50,6382.279877357151,1823.5571727308043,870.5049557881825
,,,,,,,,51,6246.892104974497,1784.437959454401,851.450123806644
,,,,,,,,52,6205.77433706569,1772.4012784462768,845.4328084440529
,,,,,,,,53,6401.334452729525,1828.5724564841894,872.5107275757128
,,,,,,,,54,7058.215866882406,2016.1440688607902,961.7675721208145
,,,,,,,,55,8339.886778771539,2382.2597828578987,1137.2726035297223
,,,,,,,,56,9084.01809068213,2594.907814001425,1238.5640788000062
,,,,,,,,57,9266.54086530171,2647.0667650366295,1263.636226144136
,,,,,,,,58,9361.813742163577,2674.149297304909,1275.6708568693182
,,,,,,,,59,9495.195769770193,2712.265453830635,1294.7256888508566
,,,,,,,,60,9579.437050363846,2736.3388158468833,1305.7574336822738
,,,,,,,,61,9617.546201108593,2747.3724401043305,1311.7747490448648
,,,,,,,,62,9693.764502598087,2768.436631868548,1321.8036079825167
,,,,,,,,63,9667.689820509575,2761.4152346138085,1317.792064407456
,,,,,,,,64,9621.557690660671,2748.3754968550074,1311.7747490448648
,,,,,,,,65,9615.540456332552,2746.3693833536536,1310.7718631510998
,,,,,,,,66,9639.609393645025,2753.3907806083926,1313.7805208323953
,,,,,,,,67,9651.64386230126,2757.4030076111007,1315.7862926199257
,,,,,,,,68,10162.10590780327,2902.846236459267,1385.9883051834888
,,,,,,,,69,9994.626219003987,2854.6995124267705,1361.9190437331242
,,,,,,,,70,9267.543737689728,2647.0667650366295,1263.636226144136
,,,,,,,,71,8263.668477282044,2360.192534343005,1126.2408586983051
,,,,,,,,72,7394.178116868994,2111.4344601751063,1007.9003232340132
,,,,,,,,73,7359.0775832883055,2102.406949419013,1002.8858937651872
,,,,,,,,74,6957.928628080439,1988.058479841834,948.7300555018671
,,,,,,,,75,6770.3914915207615,1933.8934153052753,922.6550222639722
,,,,,,,,76,6695.176062419287,1912.8292235410581,912.6261633263204
,,,,,,,,77,6859.647134054512,1958.9698340722007,935.6925388829196
,,,,,,,,78,7320.968432543558,2091.373325161566,997.8714642963613
,,,,,,,,79,8478.283168318252,2421.3789961343023,1155.3245496174957
,,,,,,,,80,9496.198642158213,2712.265453830635,1294.7256888508566
,,,,,,,,81,10034.741114524773,2866.7361934348946,1367.9363590957153
,,,,,,,,82,10370.70336451136,2963.029641499888,1414.069110208914
,,,,,,,,83,10656.521995096966,3044.2772383047254,1453.1816600657562
,,,,,,,,84,10810.964342851994,3088.411735334514,1473.23937794106
,,,,,,,,85,10880.16253762535,3108.472870348054,1483.2682368787118
,,,,,,,,86,11008.530203291868,3144.5829133724264,1500.31729707272
,,,,,,,,87,10981.452648815337,3136.5584593670105,1497.3086393914245
,,,,,,,,88,10923.286050310197,3120.5095513561782,1488.2826663475378
,,,,,,,,89,10899.217112997725,3113.4881541014392,1486.2768945600073
,,,,,,,,90,10797.927001807739,3084.399508331806,1472.2364920472949
,,,,,,,,91,10580.303693607471,3022.2099897898315,1443.1528011281043
,,,,,,,,92,10443.913048836797,2983.090776513428,1423.0950832528006
,,,,,,,,93,10508.096881670055,3001.145798025614,1432.1210562966874
,,,,,,,,94,10046.775583181008,2869.745363686926,1369.9421308832457
,,,,,,,,95,9054.93479142956,2586.883359996009,1234.5525352249454
