Zone,1,2,3,Total
AnnualSum,1.686025e6,3.5460522e6,1.6876574e6,6.9197345e6
t1,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t2,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t3,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t4,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t5,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t6,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t7,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t8,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t9,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t10,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t11,197.23129720933116,405.26637439957744,192.7065130898826,795.2041846987912
t12,197.23129720933116,405.26637439957744,192.7065130898826,795.2041846987912
t13,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t14,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t15,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t16,197.23129720933116,367.3053977637558,192.70651308988263,757.2432080629695
t17,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t18,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t19,147.2820362382103,405.26637439957744,192.70651308988263,745.2549237276704
t20,48.666387633544744,405.26637439957744,192.70651308988263,646.6392751230048
t21,147.2820362382103,405.26637439957744,192.70651308988263,745.2549237276704
t22,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t23,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t24,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t25,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t26,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t27,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t28,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t29,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t30,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t31,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t32,197.2312972093313,405.26637439957744,192.70651308988263,795.2041846987913
t33,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t34,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t35,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t36,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t37,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t38,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t39,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t40,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t41,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t42,121.17675701019814,405.26637439957744,192.70651308988263,719.1496444996582
t43,22.561108405532558,405.26637439957744,192.70651308988263,620.5339958949926
t44,0.0,405.26637439957744,192.70651308988263,597.97288748946
t45,98.61564860466558,405.26637439957744,192.70651308988263,696.5885360941256
t46,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t47,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t48,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t49,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t50,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t51,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t52,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
t53,197.23129720933116,405.26637439957744,192.70651308988263,795.2041846987912
