Resource,Small_Electrolyzer_1,Small_Electrolyzer_2,Small_Electrolyzer_3,Flex_Demand_1,Large_SMR_1,Large_SMR_2,Large_SMR_3,Large_SMR_wCCS_90pct_1,Large_SMR_wCCS_90pct_2,Large_SMR_wCCS_90pct_3,Above_ground_storage_1,Above_ground_storage_2,Above_ground_storage_3,Total
Zone,1,2,3,2,1,2,3,1,2,3,1,2,3,0
AnnualSum,0.0,0.0,0.0,34.38,0.0,0.0,0.0,0.0,0.0,0.0,377.07025,1435.4847,3592.579,5439.514
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,25.692619746479565,50.9941743474308
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.7184449888785683,26.01999958982981
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,32.9055904978061,58.20714509875734
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,43.671185897797365,68.9727404987486
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,36.732846192583665,62.0344007935349
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.581472882974783,0.5608333333333491,0.0,3.142306216308132
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147288297478354,0.0,0.0,0.13147288297478354
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.369963578607068,12.369963578607068
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98995094676116,16.98995094676116
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.10402954022797,68.10402954022797
t17,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.43858254316555,93.43858254316555
t18,0.0,0.0,0.0,3.2500000000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.43858254316555,92.68858254316555
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251472882974781,0.0,89.43858254316555,90.69005542614033
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.100833333333341,89.43858254316555,103.5394158764989
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.440833333333337,89.43858254316555,109.87941587649888
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,89.43858254316555,114.74013714411679
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,89.43858254316555,114.74013714411679
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,89.43858254316555,114.74013714411679
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,89.43858254316555,114.74013714411679
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,89.43858254316555,114.74013714411679
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,88.65927618496346,113.9608307859147
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,80.70495806295489,106.00651266390612
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,82.63858254316557,107.9401371441168
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,68.3948665367943,93.69642113774553
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.371472882974782,11.110833333333346,0.0,15.482306216308128
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214728829747827,0.0,0.0,0.4214728829747827
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.06717367040274,39.06717367040274
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.520833333333343,59.37858254316558,70.89941587649892
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.440833333333337,67.20858254316556,87.64941587649889
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,72.88858254316557,98.1901371441168
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,52.354061269426296,77.65561587037753
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,44.72011653654247,70.02167113749371
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,68.23229879313233,93.53385339408356
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,52.789880956013434,78.09143555696467
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,62.38283749082075,87.68439209177198
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,46.203729144102695,71.50528374505393
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,16.843148148147975,0.0,21.703869415765876
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0514728829747817,0.0,0.0,2.0514728829747817
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0895196546473473,1.0895196546473473
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342805176731408,4.342805176731408
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.226237879156667,9.226237879156667
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,0.0,4.860721267617902
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16180872315158,0.0,0.0,3.16180872315158
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,1.7489942175249777,6.60971548514288
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,53.66376225006606,78.96531685101729
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,52.09262248840091,77.39417708935216
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,57.09573932131612,82.39729392226735
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,65.40050686868513,90.70206146963636
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,85.353185698481,110.65474029943223
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,83.09858254316558,108.40013714411681
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,70.49397143496496,95.7955260359162
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.751472882974783,13.360833333333346,60.068582543165576,78.1808887594737
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2914728829747837,0.0,0.0,1.2914728829747837
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.102967990284174,31.102967990284174
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.178466158691345,8.178466158691345
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.281472882974782,10.600833333333341,0.0,14.882306216308123
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,0.0,4.860721267617902
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,44.47450933894331,49.33523060656121
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,81.65858254316555,106.96013714411679
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,86.34858254316555,111.65013714411678
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,88.33858254316556,113.64013714411679
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,13.054166666666802,89.43858254316555,107.35347047745026
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,88.19858254316557,113.5001371441168
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,82.56858254316558,107.87013714411681
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,40.286294066597804,65.58784866754904
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
t104,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
t105,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4314728829747825,20.440833333333337,0.0,23.872306216308118
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,0.0,4.860721267617902
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,1.0933653251181041,26.394919926069342
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,14.741666666666958,0.0,19.60238793428486
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1314728829747835,0.0,0.0,2.1314728829747835
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,0.0,0.0,4.860721267617902
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,8.469166666666645,0.0,13.329887934284546
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,0.0,25.30155460095124
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2788101094301965,0.002499999999827196,0.0,1.2813101094300237
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.440833333333337,0.0,20.440833333333337
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9849368861636094,0.0,3.9849368861636094
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t159,0.0,0.0,0.0,3.1299999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1299999999999955
t160,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.84219069480589,36.84219069480589
t161,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64858254316556,43.64858254316556
t162,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.13858254316557,49.13858254316557
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001472882974781,0.0,51.748582543165554,52.750055426140335
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6814728829747825,8.920833333333348,59.90858254316555,73.51088875947369
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,66.51858254316556,91.8201371441168
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,50.107885855800255,75.4094404567515
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,30.646445643547302,55.948000244498544
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860721267617902,20.440833333333337,13.463974281086498,38.765528882037735
