,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
t86,0.0,0,0,4.398527117025218,-0.0,0.0,19.371472882974782,0,0.0,-23.77,25.429166666666646,0.0,-0.0,15.090000000000003,-0.0,0.0,99.36083333333335,0,0.0,-139.88,119.22251157162967,0,0,0.0,-0.0,0.0,-66.54251157162967,0,0.0,-52.68
t87,0.0,0,0,6.338527117025219,-0.0,0.0,19.371472882974782,0,0.0,-25.71,25.429166666666646,0.0,-0.0,26.49000000000001,-0.0,0.0,99.36083333333335,0,0.0,-151.28,150.3702859238428,0,0,0.0,-0.0,0.0,-93.4002859238428,0,0.0,-56.97
t88,0.0,0,0,7.928527117025212,-0.0,0.0,19.371472882974782,0,0.0,-27.3,25.429166666666646,0.0,-0.0,35.82000000000002,-0.0,0.0,99.36083333333335,0,0.0,-160.61,167.4065701047544,0,0,0.0,-0.0,0.0,-106.9265701047544,0,0.0,-60.48
t89,0.0,0,0,7.158527117025216,-0.0,0.0,19.371472882974782,0,0.0,-26.53,25.429166666666646,0.0,-0.0,31.330000000000013,-0.0,0.0,99.36083333333335,0,0.0,-156.12,129.95532558337618,0,0,0.0,-0.0,0.0,-71.16532558337617,0,0.0,-58.79
t90,0.0,0,0,5.578527117025217,-0.0,0.0,19.371472882974782,0,0.0,-24.95,25.429166666666646,0.0,-0.0,22.0,-0.0,0.0,99.36083333333335,0,0.0,-146.79,125.2101763873688,0,0,0.0,-0.0,0.0,-69.9301763873688,0,0.0,-55.28
t91,0.0,0,0,1.1685271170252172,-0.0,0.0,19.371472882974782,0,0.0,-20.54,21.529166666666654,0.0,-0.0,0.0,-0.0,0.0,99.36083333333335,0,0.0,-120.89,101.33474855740478,0,0,0.0,-0.0,0.0,-55.81474855740478,0,0.0,-45.52
t92,0.0,0,0,0.0,-4.281472882974782,0.0,19.371472882974782,0,0.0,-15.09,0.0,0.0,-0.0,0.0,-10.600833333333341,0.0,99.36083333333335,0,0.0,-88.76,62.04143374206825,0,0,0.0,-0.0,0.0,-28.611433742068254,0,0.0,-33.43
t93,0.0,0,0,0.0,-4.860721267617902,0.0,15.780721267617903,0,0.0,-10.92,0.0,0.0,-0.0,0.0,-0.0,0.0,64.24,0,0.0,-64.24,141.48556947872467,0,0,0.0,-0.0,0.0,-117.29556947872467,0,0.0,-24.19
t94,0.0,0,0,0.0,-4.860721267617902,0.0,13.080721267617903,0,0.0,-8.22,0.0,0.0,-0.0,0.0,-0.0,0.0,48.35,0,0.0,-48.35,181.4168155552514,0,0,0.0,-44.47450933894331,0.0,-118.73230621630813,0,0.0,-18.21
t95,0.0,0,0,0.0,-4.860721267617902,0.0,9.730721267617902,0,0.0,-4.87,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,49.11083333333334,0,0.0,-28.67,211.1908887594737,0,0,0.0,-81.65858254316555,0.0,-118.73230621630813,0,0.0,-10.8
t96,0.0,0,0,0.0,-4.860721267617902,0.0,7.620721267617902,0,0.0,-2.76,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,36.670833333333334,0,0.0,-16.23,211.1908887594737,0,0,0.0,-86.34858254316555,0.0,-118.73230621630813,0,0.0,-6.11
t97,0.0,0,0,0.0,-4.860721267617902,0.0,6.720721267617902,0,0.0,-1.86,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,31.390833333333333,0,0.0,-10.95,211.1908887594737,0,0,0.0,-88.33858254316556,0.0,-118.73230621630813,0,0.0,-4.12
t98,0.0,0,0,0.0,-4.860721267617902,0.0,6.220721267617902,0,0.0,-1.36,0.0,0.0,-0.0,0.0,-13.054166666666802,0.0,21.084166666666803,0,0.0,-8.03,211.1908887594737,0,0,0.0,-89.43858254316555,0.0,-118.73230621630813,0,0.0,-3.02
t99,0.0,0,0,0.0,-4.860721267617902,0.0,6.780721267617903,0,0.0,-1.92,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,31.750833333333333,0,0.0,-11.31,211.1908887594737,0,0,0.0,-88.19858254316557,0.0,-118.73230621630813,0,0.0,-4.26
t100,0.0,0,0,0.0,-4.860721267617902,0.0,9.320721267617902,0,0.0,-4.46,0.0,0.0,-4.444444444444445,0.0,-20.440833333333337,0.0,51.15527777777778,0,0.0,-26.27,211.1908887594737,0,0,0.0,-82.56858254316558,0.0,-118.73230621630813,0,0.0,-9.89
t101,0.0,0,0,0.0,-4.860721267617902,0.0,14.4707212676179,0,0.0,-9.61,0.0,0.0,-4.444444444444445,0.0,-20.440833333333337,0.0,81.43527777777777,0,0.0,-56.55,180.3186002829059,0,0,0.0,-40.286294066597804,0.0,-118.73230621630813,0,0.0,-21.3
t102,0.0,0,0,0.0,-0.0,0.0,15.44,0,0.0,-15.44,15.776932352196809,0.0,-4.444444444444445,0.0,-0.0,0.0,79.51751209224763,0,0.0,-90.85,129.1675120922477,0,0,0.0,-0.0,0.0,-94.95751209224761,0,0.0,-34.21
t103,0.0,0,0,0.0,-0.0,0.0,19.1,0,0.0,-19.1,25.429166666666646,4.0,-0.0,0.0,-0.0,0.0,82.94083333333333,0,0.0,-112.37,45.529988275834086,0,0,98.83084505749866,-0.0,0.0,-102.04083333333334,0,0.0,-42.32
t104,0.0,0,0,2.518527117025215,-0.0,0.0,19.371472882974782,0,0.0,-21.89,25.429166666666646,4.0,-0.0,0.0,-0.0,0.0,99.36083333333335,0,0.0,-128.79,0.0,0,0,48.5,-0.0,0.0,0.0,0,0.0,-48.5
t105,0.0,0,0,3.6985271170252076,-0.0,0.0,19.371472882974782,0,0.0,-23.07,25.429166666666646,4.0,-0.0,6.930000000000007,-0.0,0.0,99.36083333333335,0,0.0,-135.72,0.0,0,0,51.11,-0.0,0.0,0.0,0,0.0,-51.11
t106,0.0,0,0,2.6985271170252183,-0.0,0.0,19.371472882974782,0,0.0,-22.07,25.429166666666646,0.0,-0.0,5.099999999999994,-0.0,0.0,99.36083333333335,0,0.0,-129.89,0.0,0,0,167.64230621630813,-0.0,0.0,-118.73230621630813,0,0.0,-48.91
t107,0.0,0,0,2.5785271170252173,-0.0,0.0,19.371472882974782,0,0.0,-21.95,25.429166666666646,0.0,-0.0,4.3700000000000045,-0.0,0.0,99.36083333333335,0,0.0,-129.16,23.113873470791294,0,0,144.25843274551698,-0.0,0.0,-118.73230621630813,0,0.0,-48.64
t108,0.0,0,0,3.388527117025191,-0.0,0.0,19.371472882974782,0,0.0,-22.76,25.429166666666646,0.0,-0.0,9.110000000000014,-0.0,0.0,99.36083333333335,0,0.0,-133.9,41.75425741931258,0,0,111.07642417532605,-0.0,0.0,-102.41068159463863,0,0.0,-50.42
t109,0.0,0,0,4.808527117025218,-0.0,0.0,19.371472882974782,0,0.0,-24.18,25.429166666666646,0.0,-0.0,17.5,-0.0,0.0,99.36083333333335,0,0.0,-142.29,26.22687337831139,0,0,146.08543283799673,-0.0,0.0,-118.73230621630813,0,0.0,-53.58
t110,0.0,0,0,5.7385271170252174,-0.0,0.0,19.371472882974782,0,0.0,-25.11,25.429166666666646,0.0,-0.0,22.97,-0.0,0.0,99.36083333333335,0,0.0,-147.76,59.37336531021533,0,0,15.648107572759272,-0.0,0.0,-19.371472882974786,0,0.0,-55.65
t111,0.0,0,0,7.788527117025218,-0.0,0.0,19.371472882974782,0,0.0,-27.16,25.429166666666646,0.0,-0.0,35.01000000000002,-0.0,0.0,99.36083333333335,0,0.0,-159.8,65.26157200846409,0,0,113.65073420784404,-0.0,0.0,-118.73230621630813,0,0.0,-60.18
t112,0.0,0,0,9.458527117025216,-0.0,0.0,19.371472882974782,0,0.0,-28.83,25.429166666666646,0.0,-0.0,44.860000000000014,-0.0,0.0,99.36083333333335,0,0.0,-169.65,78.59782780854218,0,0,104.02447840776594,-0.0,0.0,-118.73230621630813,0,0.0,-63.89
t113,0.0,0,0,8.65852711702522,-0.0,0.0,19.371472882974782,0,0.0,-28.03,25.429166666666646,0.0,-0.0,40.120000000000005,-0.0,0.0,99.36083333333335,0,0.0,-164.91,48.509527357126835,0,0,32.96194552584794,-0.0,0.0,-19.371472882974782,0,0.0,-62.1
t114,0.0,0,0,6.978527117025219,-0.0,0.0,19.371472882974782,0,0.0,-26.35,25.429166666666646,0.0,-0.0,30.27000000000001,-0.0,0.0,99.36083333333335,0,0.0,-155.06,29.952214000435635,0,0,127.7986193328977,-0.0,0.0,-99.36083333333335,0,0.0,-58.39
t115,0.0,0,0,2.3285271170252173,-0.0,0.0,19.371472882974782,0,0.0,-21.7,25.429166666666646,0.0,-0.0,2.910000000000011,-0.0,0.0,99.36083333333335,0,0.0,-127.7,21.326749589857044,0,0,133.99147514538208,-0.0,0.0,-107.22822473523922,0,0.0,-48.09
t116,0.0,0,0,0.0,-3.4314728829747825,0.0,19.371472882974782,0,0.0,-15.94,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,88.7816666666667,0,0.0,-93.77,19.66737609349911,0,0,0.0,-0.0,0.0,15.642623906500887,0,0.0,-35.31
t117,0.0,0,0,0.0,-4.860721267617902,0.0,16.390721267617902,0,0.0,-11.53,25.429166666666646,0.0,-0.0,0.0,-0.0,0.0,42.430833333333354,0,0.0,-67.86,66.224234570566,0,0,0.0,-0.0,0.0,-40.664234570565995,0,0.0,-25.56
t118,0.0,0,0,0.0,-4.860721267617902,0.0,13.5407212676179,0,0.0,-8.68,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,46.0916666666667,0,0.0,-51.08,91.35169440144473,0,0,0.0,-0.0,0.0,-72.11169440144474,0,0.0,-19.24
t119,0.0,0,0,0.0,-4.860721267617902,0.0,10.010721267617903,0,0.0,-5.15,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,25.291666666666686,0,0.0,-30.28,115.57313831282467,0,0,0.0,-0.0,0.0,-104.17313831282468,0,0.0,-11.4
t120,0.0,0,0,0.0,-4.860721267617902,0.0,7.770721267617902,0,0.0,-2.91,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,12.16166666666669,0,0.0,-17.15,96.04601937186443,0,0,0.0,-0.0,0.0,-89.58601937186442,0,0.0,-6.46
t121,0.0,0,0,0.0,-4.860721267617902,0.0,7.720721267617902,0,0.0,-2.86,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,11.861666666666693,0,0.0,-16.85,109.39773027860473,0,0,0.0,-0.0,0.0,-103.04773027860473,0,0.0,-6.35
t122,0.0,0,0,0.0,-4.860721267617902,0.0,6.880721267617901,0,0.0,-2.02,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,6.901666666666699,0,0.0,-11.89,124.30567154142624,0,0,0.0,-1.0933653251181041,0.0,-118.73230621630813,0,0.0,-4.48
t123,0.0,0,0,0.0,-4.860721267617902,0.0,6.820721267617902,0,0.0,-1.96,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,6.52166666666669,0,0.0,-11.51,123.07230621630816,0,0,0.0,-0.0,0.0,-118.73230621630813,0,0.0,-4.34
t124,0.0,0,0,0.0,-4.860721267617902,0.0,7.600721267617903,0,0.0,-2.74,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,11.16166666666669,0,0.0,-16.15,124.81230621630814,0,0,0.0,-0.0,0.0,-118.73230621630813,0,0.0,-6.08
t125,0.0,0,0,0.0,-4.860721267617902,0.0,9.9507212676179,0,0.0,-5.09,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,24.961666666666687,0,0.0,-29.95,109.94908088533788,0,0,0.0,-0.0,0.0,-98.66908088533788,0,0.0,-11.28
t126,0.0,0,0,0.0,-4.860721267617902,0.0,13.220721267617904,0,0.0,-8.36,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,44.19166666666669,0,0.0,-49.18,92.73345108108438,0,0,0.0,-0.0,0.0,-74.21345108108439,0,0.0,-18.52
t127,0.0,0,0,0.0,-4.860721267617902,0.0,17.550721267617902,0,0.0,-12.69,25.429166666666646,0.0,-0.0,0.0,-14.741666666666958,0.0,63.982500000000314,0,0.0,-74.67,27.639631328567084,0,0,65.55607002461147,-0.0,0.0,-65.07570135317856,0,0.0,-28.12
t128,0.0,0,0,0.0,-2.1314728829747835,0.0,19.371472882974782,0,0.0,-17.24,25.429166666666646,0.0,-0.0,0.0,-0.0,0.0,75.98083333333335,0,0.0,-101.41,0.0,0,0,114.17083333333335,-0.0,0.0,-75.98083333333335,0,0.0,-38.19
t129,0.0,0,0,2.4785271170252194,-0.0,0.0,19.371472882974782,0,0.0,-21.85,25.429166666666646,0.0,-0.0,3.780000000000001,-0.0,0.0,99.36083333333335,0,0.0,-128.57,0.0,0,0,70.71118349175633,-0.0,0.0,-22.29118349175633,0,0.0,-48.42
t130,0.0,0,0,4.828527117025217,-0.0,0.0,19.371472882974782,0,0.0,-24.2,25.429166666666646,0.0,-0.0,17.590000000000003,-0.0,0.0,99.36083333333335,0,0.0,-142.38,0.0,0,0,172.35230621630814,-0.0,0.0,-118.73230621630813,0,0.0,-53.62
t131,0.0,0,0,5.6085271170252184,-0.0,0.0,19.371472882974782,0,0.0,-24.98,25.429166666666646,0.0,-0.0,22.22,-0.0,0.0,99.36083333333335,0,0.0,-147.01,0.0,0,0,174.09230621630815,-0.0,0.0,-118.73230621630813,0,0.0,-55.36
t132,0.0,0,0,11.619248384643118,-4.860721267617902,0.0,19.371472882974782,0,0.0,-26.13,25.429166666666646,0.0,-0.0,28.939999999999998,-0.0,0.0,99.36083333333335,0,0.0,-153.73,0.0,0,0,176.62230621630812,-0.0,0.0,-118.73230621630813,0,0.0,-57.89
t133,0.0,0,0,8.38852711702522,-0.0,0.0,19.371472882974782,0,0.0,-27.76,25.429166666666646,0.0,-0.0,38.56999999999988,-0.0,0.0,99.36083333333335,0,0.0,-163.36,0.0,0,0,160.88083333333333,-0.0,0.0,-99.36083333333335,0,0.0,-61.52
t134,0.0,0,0,9.608527117025204,-0.0,0.0,19.371472882974782,0,0.0,-28.98,25.429166666666646,0.0,-0.0,45.710000000000036,-0.0,0.0,99.36083333333335,0,0.0,-170.5,0.0,0,0,182.9423062163081,-0.0,0.0,-118.73230621630813,0,0.0,-64.21
t135,0.0,0,0,11.028527117025217,-0.0,0.0,19.371472882974782,0,0.0,-30.4,25.429166666666646,0.0,-0.0,54.09,-0.0,0.0,99.36083333333335,0,0.0,-178.88,4.207208232808102,0,0,82.52426465016669,-0.0,0.0,-19.371472882974786,0,0.0,-67.36
t136,0.0,0,0,11.81852711702522,-0.0,0.0,19.371472882974782,0,0.0,-31.19,25.429166666666646,0.0,-0.0,58.72,-0.0,0.0,99.36083333333335,0,0.0,-183.51,6.425813846668581,0,0,181.41649236963954,-0.0,0.0,-118.73230621630813,0,0.0,-69.11
t137,0.0,0,0,10.268527117025219,-0.0,0.0,19.371472882974782,0,0.0,-29.64,25.429166666666646,0.0,-0.0,49.59,-0.0,0.0,99.36083333333335,0,0.0,-174.38,0.0,0,0,85.04147288297479,-0.0,0.0,-19.371472882974782,0,0.0,-65.67
t138,0.0,0,0,7.438527117025217,-0.0,0.0,19.371472882974782,0,0.0,-26.81,25.429166666666646,0.0,-0.0,32.94,-0.0,0.0,99.36083333333335,0,0.0,-157.73,37.08488915916704,0,0,41.686583723807736,-0.0,0.0,-19.371472882974782,0,0.0,-59.4
t139,0.0,0,0,2.908527117025219,-0.0,0.0,19.371472882974782,0,0.0,-22.28,25.429166666666646,0.0,-0.0,6.280000000000001,-0.0,0.0,99.36083333333335,0,0.0,-131.07,78.00535134046136,0,0,0.0,-0.0,0.0,-28.645351340461357,0,0.0,-49.36
t140,0.0,0,0,0.0,-0.0,0.0,17.32,0,0.0,-17.32,25.429166666666646,0.0,-0.0,0.0,-0.0,0.0,76.48083333333335,0,0.0,-101.91,101.15761469561112,0,0,0.0,-0.0,0.0,-62.77761469561111,0,0.0,-38.38
t141,0.0,0,0,0.0,-4.860721267617902,0.0,18.080721267617903,0,0.0,-13.22,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,72.7716666666667,0,0.0,-77.76,102.46843178116424,0,0,0.0,-0.0,0.0,-73.18843178116425,0,0.0,-29.28
t142,0.0,0,0,0.0,-4.860721267617902,0.0,15.180721267617901,0,0.0,-10.32,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,55.7116666666667,0,0.0,-60.7,133.6433764280405,0,0,0.0,-0.0,0.0,-110.7833764280405,0,0.0,-22.86
t143,0.0,0,0,0.0,-4.860721267617902,0.0,12.060721267617902,0,0.0,-7.2,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,37.391666666666694,0,0.0,-42.38,126.35538440857526,0,0,0.0,-0.0,0.0,-110.39538440857528,0,0.0,-15.96
t144,0.0,0,0,0.0,-4.860721267617902,0.0,9.520721267617901,0,0.0,-4.66,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,22.421666666666695,0,0.0,-27.41,122.74965315918315,0,0,0.0,-0.0,0.0,-112.42965315918316,0,0.0,-10.32
t145,0.0,0,0,0.0,-4.860721267617902,0.0,7.740721267617902,0,0.0,-2.88,25.429166666666646,0.0,-0.0,0.0,-8.469166666666645,0.0,0.0,0,0.0,-16.96,112.93912548524364,0,0,0.0,-0.0,0.0,-106.54912548524364,0,0.0,-6.39
t146,0.0,0,0,0.0,-4.860721267617902,0.0,8.570721267617902,0,0.0,-3.71,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,16.831666666666692,0,0.0,-21.82,106.63399898248107,0,0,0.946834350852285,-0.0,0.0,-99.36083333333335,0,0.0,-8.22
t147,0.0,0,0,0.0,-4.860721267617902,0.0,6.220721267617902,0,0.0,-1.36,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,3.0016666666666936,0,0.0,-7.99,81.06167749688903,0,0,0.0,-0.0,0.0,-78.05167749688903,0,0.0,-3.01
t148,0.0,0,0,0.0,-4.860721267617902,0.0,6.980721267617902,0,0.0,-2.12,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,7.4916666666666885,0,0.0,-12.48,71.18037519564638,0,0,52.25193102066169,-0.0,0.0,-118.73230621630813,0,0.0,-4.7
t149,0.0,0,0,0.0,-4.860721267617902,0.0,8.820721267617902,0,0.0,-3.96,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,18.321666666666687,0,0.0,-23.31,52.89506859814718,0,0,0.0,-0.0,0.0,-44.11506859814719,0,0.0,-8.78
t150,0.0,0,0,0.0,-4.860721267617902,0.0,11.360721267617901,0,0.0,-6.5,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,33.26166666666669,0,0.0,-38.25,50.28071841857521,0,0,0.0,-0.0,0.0,-35.88071841857521,0,0.0,-14.4
t151,0.0,0,0,0.0,-4.860721267617902,0.0,14.7907212676179,0,0.0,-9.93,25.429166666666646,0.0,-0.0,0.0,-20.440833333333337,0.0,53.43166666666669,0,0.0,-58.42,35.07800135192903,0,0,76.47755932877863,-0.0,0.0,-89.5555606807078,0,0.0,-22.0
t152,0.0,0,0,0.0,-1.2788101094301965,0.0,15.338810109430197,0,0.0,-14.06,25.429166666666646,0.0,-0.0,0.0,-0.002499999999827196,0.0,57.273333333333184,0,0.0,-82.7,19.57214816073402,0,0,0.0,-0.0,0.0,11.577851839265975,0,0.0,-31.15
t153,0.0,0,0,0.0,-0.0,0.0,18.37,0,0.0,-18.37,25.429166666666646,0.0,-0.0,0.0,-0.0,0.0,82.67083333333335,0,0.0,-108.1,19.963970937346406,0,0,0.0,-0.0,0.0,20.74602906265359,0,0.0,-40.71
t154,0.0,0,0,4.268527117025219,-0.0,0.0,19.371472882974782,0,0.0,-23.64,25.429166666666646,0.0,-0.0,14.319999999999652,-0.0,0.0,99.36083333333335,0,0.0,-139.11,6.615447491947795,0,0,61.10859411772046,-0.0,0.0,-15.334041609668244,0,0.0,-52.39
t155,0.0,0,0,7.63852711702522,-0.0,0.0,19.371472882974782,0,0.0,-27.01,25.429166666666646,0.0,-0.0,34.120000000000005,-0.0,0.0,99.36083333333335,0,0.0,-158.91,2.885742096386674,0,0,56.95425790361333,-0.0,0.0,0.0,0,0.0,-59.84
t156,0.0,0,0,8.328527117025217,-0.0,0.0,19.371472882974782,0,0.0,-27.7,25.429166666666646,0.0,-0.0,58.670833333333356,-20.440833333333337,0.0,99.36083333333335,0,0.0,-163.02,12.442045410289634,0,0,148.3087879230437,-0.0,0.0,-99.36083333333335,0,0.0,-61.39
t157,0.0,0,0,8.208527117025216,-0.0,0.0,19.371472882974782,0,0.0,-27.58,25.429166666666646,0.0,-0.0,41.46493688616363,-3.9849368861636094,0.0,99.36083333333335,0,0.0,-162.27,66.81525544326757,0,0,0.0,-0.0,0.0,-5.705255443267575,0,0.0,-61.11
t158,0.0,0,0,7.378527117025218,-0.0,0.0,19.371472882974782,0,0.0,-26.75,25.429166666666646,0.0,-0.0,32.620000000000005,-0.0,0.0,99.36083333333335,0,0.0,-157.41,72.08711485167913,0,0,86.55371848165422,-0.0,0.0,-99.36083333333335,0,0.0,-59.28
t159,0.0,0,0,6.808527117025218,-0.0,0.0,19.371472882974782,0,0.0,-26.18,25.429166666666646,3.1299999999999955,-0.0,26.130000000000024,-0.0,0.0,99.36083333333335,0,0.0,-154.05,149.65819834756928,0,0,0.0,-0.0,0.0,-91.64819834756929,0,0.0,-58.01
t160,0.0,0,0,5.668527117025217,-0.0,0.0,19.371472882974782,0,0.0,-25.04,25.429166666666635,4.0,-0.0,18.540000000000035,-0.0,0.0,99.36083333333335,0,0.0,-147.33,207.054496911114,0,0,0.0,-32.84219069480589,0.0,-118.73230621630813,0,0.0,-55.48
t161,0.0,0,0,4.458527117025216,-0.0,0.0,19.371472882974782,0,0.0,-23.83,25.429166666666635,4.0,-0.0,11.439999999999998,-0.0,0.0,99.36083333333335,0,0.0,-140.23,211.1908887594737,0,0,0.0,-39.64858254316556,0.0,-118.73230621630813,0,0.0,-52.81
t162,0.0,0,0,1.9885271170252174,-0.0,0.0,19.371472882974782,0,0.0,-21.36,25.429166666666635,4.0,-3.1299999999999955,0.0,-0.0,0.0,99.36083333333335,0,0.0,-125.66,211.1908887594737,0,0,0.0,-45.13858254316557,0.0,-118.73230621630813,0,0.0,-47.32
t163,0.0,0,0,0.0,-1.001472882974781,0.0,19.371472882974782,0,0.0,-18.37,12.739166666666648,0.0,-4.0,0.0,-0.0,0.0,99.36083333333335,0,0.0,-108.1,211.1908887594737,0,0,0.0,-51.748582543165554,0.0,-118.73230621630813,0,0.0,-40.71
t164,0.0,0,0,0.0,-4.6814728829747825,0.0,19.371472882974782,0,0.0,-14.69,0.0,0.0,-4.0,0.0,-8.920833333333348,0.0,99.36083333333335,0,0.0,-86.44,211.1908887594737,0,0,0.0,-59.90858254316555,0.0,-118.73230621630813,0,0.0,-32.55
t165,0.0,0,0,0.0,-4.860721267617902,0.0,16.570721267617902,0,0.0,-11.71,0.0,0.0,-4.712999999999999,0.0,-20.440833333333337,0.0,94.03383333333332,0,0.0,-68.88,211.1908887594737,0,0,0.0,-66.51858254316556,0.0,-118.73230621630813,0,0.0,-25.94
t166,0.0,0,0,0.0,-4.860721267617902,0.0,13.960721267617902,0,0.0,-9.1,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,74.01083333333334,0,0.0,-53.57,189.01019207210837,0,0,0.0,-50.107885855800255,0.0,-118.73230621630813,0,0.0,-20.17
t167,0.0,0,0,0.0,-4.860721267617902,0.0,11.420721267617902,0,0.0,-6.56,0.0,0.0,-0.8712999999999997,0.0,-20.440833333333337,0.0,59.93213333333333,0,0.0,-38.62,163.92875185985542,0,0,0.0,-30.646445643547302,0.0,-118.73230621630813,0,0.0,-14.55
t168,0.0,0,0,0.0,-4.860721267617902,0.0,9.330721267617902,0,0.0,-4.47,0.0,0.0,-0.0,0.0,-20.440833333333337,0.0,46.74083333333334,0,0.0,-26.3,142.09628049739462,0,0,0.0,-13.463974281086498,0.0,-118.73230621630813,0,0.0,-9.9
