Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,11372.827,3.012109,77891.164,3.5822096,33596.266,4.3784604,13028.547,3.7767987,13.538501,2.5426698,300870.38,7.1391735,961068.56,4.104207,2.0616668e6,6.0205746,4.036785,1.7715219,22.166327,5.813157
t1,0.005853997648487757,0.002396064408934655,0.00933742938898639,0.002643108595797546,0.0013378139659121855,0.0009430366398872012,0.0009285553733272703,0.0008254792728649866,0.005028060407579374,0.0022006453011245313,343.0979071286294,0.009299822250913265,0.010885925233892835,0.0027486345610750226,0.020818394760192982,0.0026764397946934674,0.0015512412219632426,0.00095941944570431,0.001299478163233707,0.001100005448360469
t2,0.004689439027416576,0.002386965433956137,0.009082208831368344,0.0026945038042681425,0.0013503557125273246,0.0009386365557837271,0.0009572454626655213,0.0008175236630734372,0.005783351362703158,0.002149909710244163,382.7014302188965,0.010474297581092657,0.010561959053376972,0.00282560298478744,0.011202458062426203,0.003026591292037383,0.0018938977362375157,0.0009585581430380935,0.0012686853843598576,0.001097275159855997
t3,0.004214567588682364,0.002497872157802939,0.00906957533152627,0.002747172889174514,0.0014055632677217338,0.0009433016019370442,0.0009952455266747824,0.0008356768853421173,0.006116204949595278,0.0022201873047527406,400.35079796061683,0.010741166686465572,0.010008811737092142,0.0029037501476350666,0.010709128226188502,0.0032016419129068416,0.0019965741303381067,0.000960039546517673,0.0012207260869656561,0.0011059512846078013
t4,0.004160281146123903,0.00255448253251012,0.009079667988721375,0.002781987091651098,0.0014481274788135875,0.0009416181562051757,0.0010966912514407759,0.0009386798745057449,0.006207925610736466,0.0022441046758533943,403.19939421875443,0.010649105923590535,0.009182165474282772,0.002566667571775818,0.010373004800747357,0.0032774859580569776,0.0020155010585457054,0.0009632301671218174,0.0012889130250100377,0.0011944890520498375
t5,0.0054146034710408275,0.002745489957051668,0.009262376130051196,0.0028417527911150284,0.0014386665549130113,0.000935722414495886,0.0010308209533544115,0.0009189343901811808,0.005547274136643386,0.0022932647341634676,407.7944047723032,0.01074185230324981,0.009831177526718214,0.002869888776857781,0.010994348635406647,0.0033756231969990615,0.002048634251468947,0.0009791115854452252,0.0020342494123683917,0.0016558863593638161
t6,0.05613868893159463,0.006019932896347989,0.008980854516620474,0.00412704819720892,0.0013147846237641537,0.0010299071111187204,0.0013183982298205247,0.0011539716184233158,0.014988156866259178,0.004156200133979632,457.8638970250084,0.011098527026949124,0.01621243187593729,0.005652164355658946,2534.2765285106902,0.009658763706075916,0.0019657451116969963,0.0009696732348519133,0.0017172836003006568,0.0013205038661506453
t7,483.4909601617162,0.010748854347569427,0.05930330805025835,0.00909627524668443,0.002368525433895053,0.0013743845075691453,0.0025046286379696017,0.0039484949170316965,0.20250881994176068,0.008238175051025576,1058.8575628012452,0.013624231319493836,3919.4274515663196,0.011058605996000772,8031.208788710481,0.01341527677353719,0.0013749713838282073,0.0007289074847850474,0.001671606347001248,0.0012269017030459661
t8,225.9590706931755,0.010684264578729705,175.99993157258206,0.011350090320963936,0.0045500541946376085,0.0028315182841176937,0.05789726738329587,0.010190106831374056,0.016456943452884325,0.007847641829720083,1131.4485107165547,0.017693051885737488,5296.619386701154,0.0141679821835387,10199.099257719983,0.015522145660395276,0.0017723586563239777,0.0008907800332760281,0.0016672903862189684,0.0011169915753401142
t9,0.12926462553896864,0.010496896189731533,49.82301034485542,0.010047882557617691,37.981449734293506,0.008975469201735685,0.0376282831546353,0.009504289644394998,0.010571266799671939,0.007603383497895052,1191.534303248542,0.018331248679697914,9060.494334990346,0.013548110981100592,11255.621591079755,0.015475798470673548,0.0013522423012079024,0.0007014596131811428,0.0029671135039671427,0.0019823360218472665
t10,0.11081314633498736,0.010565910806599823,0.005179698250089286,0.003189603361890354,0.002419911487400953,0.0021438615709480297,0.0021146698423758128,0.0035369201333803227,0.028614618775178853,0.008180698128388538,1191.537688758488,0.019206987160921323,10232.390319005617,0.015805953161595197,11808.257799373025,0.015496070233529223,0.0008405635343668454,0.0004531381758999333,0.002556670130027252,0.0020189838263127563
t11,483.49960140495125,0.012407502309444735,0.02737198217267386,0.00843347504256393,0.0057149907286158045,0.00470696147619302,0.017281699616475854,0.008699503739412922,0.22565136032731486,0.010632911535709541,1191.5377267137187,0.019207062531804375,10232.390353628412,0.01580743812503239,12516.02227018079,0.015501520866272715,0.0008209435630838279,0.0004512574978116638,0.009740336832423894,0.005115391590230152
t12,0.0765119612695554,0.01051980727566637,0.005135967887470982,0.0025791965779276243,0.002640700373800179,0.0018872146888088202,0.0016028876875800548,0.0032747340287390576,0.027579336089331614,0.007955420933352855,1191.5377618604477,0.019210684606329166,10232.390361994647,0.01580910514996184,12075.213103765684,0.015545861317435471,0.0008312820692356743,0.0004513450230256752,0.0018331023714822164,0.0011717147263667624
t13,0.05841792378801151,0.01083785309517273,0.005029003737529735,0.002273366602385608,0.00269420796536198,0.0017691912232699813,0.0016762804388149274,0.0029776014434579486,0.019618914548969912,0.008300203121126235,1191.537660997699,0.019173962422109853,10232.390333579426,0.015810073102550427,12013.599181068465,0.015580310787523479,0.0008419025348967899,0.0004514291920506761,0.0018148177281660481,0.0010392932615109957
t14,0.09147772830275658,0.010854541686870674,0.004556078821446588,0.0022640216123419902,0.0028297623431252188,0.00184622082181314,0.0015765380079952418,0.002927387022486922,0.018559402028119606,0.00826037756924029,1191.5375859031162,0.019185098478835646,10232.39013899181,0.015737633500173657,11722.363381651525,0.015568471166330016,0.0008531420066952651,0.00045152506209031166,0.0019689081756293298,0.0010948771486350216
t15,0.13272640104142078,0.010352590764241276,0.004286578940254447,0.00221775254098983,0.0027190095543769884,0.0018622479020884068,0.0014840326218489937,0.0027580734774548072,0.007354211938460439,0.007838459516880518,1191.5371342329079,0.01906128792879611,10232.390109105276,0.01573756559882748,11391.004533514213,0.015538982408102534,0.0008673383263356836,0.00045149696603107573,0.002074583007675705,0.0011075687351839332
t16,0.00914300764600651,0.007634408104690923,0.0035216550770952437,0.0012295761635843063,0.0008371627502881519,0.0005237608591594852,0.00093203558862634,0.0013277133264395931,0.0037973075547048725,0.004283298915889655,1191.5372059984606,0.019017985460459914,10232.390204215551,0.015781359364201948,9477.731255767316,0.015535693713305807,0.0008472854903201808,0.00045183981247281157,0.000834724055113397,0.0003964283992377904
t17,0.031026031775874898,0.01048322521979571,0.00828090870579016,0.004832211661725662,0.0020639595276707016,0.0015598414423130301,0.002069478586813454,0.0031721562586449004,0.009743370792422885,0.00761929948171569,1191.53697206211,0.0190142324535029,10232.390164532937,0.015776714211550948,10632.13958879379,0.015529908184758585,0.0008372672945596467,0.00045191620785761113,0.002118995578745718,0.002036204565807527
t18,483.5000896486593,0.012580667988150237,37.50405529745865,0.010654139793033665,0.005471639659923572,0.004401705240382355,0.011438648265615862,0.009125084775583794,0.24027984742527622,0.010684475117712101,1191.5380002677325,0.019317173244057684,10232.390689068998,0.015969133210601016,10750.723580681351,0.015447133690071186,0.0008284121831455354,0.00045198390188851926,0.00815365732780288,0.005374705449705394
t19,0.5801393928111993,0.010778804973033016,0.006665164943019192,0.0049602005492830675,0.0022133708149775335,0.0017225370473003458,0.0014676471078778617,0.0026099000731065677,0.01970500976475925,0.007243792158838066,1191.538045891549,0.019332242757938295,10232.390737706488,0.01598757014913174,9662.514321288245,0.015511581139932078,0.0008230885581501362,0.0004510150020320549,0.0029917707536998616,0.0018855978440333735
t20,0.02056905360914831,0.009516986821245733,0.004424623069565825,0.003072884962104159,0.0007454864452505363,0.0004997484086597043,0.00044193657702254,0.00029959182244637656,0.005343467977517738,0.003475785350752673,1191.5379789605377,0.0193102087950279,10232.390706866569,0.01596930002329726,8735.49802792653,0.015545109120761572,0.0006535030902702008,0.0003682691524585641,0.0010118512840107488,0.00041702014542010374
t21,0.006102304433617158,0.003359240913759739,0.00339093522346431,0.0009639591928434609,0.0006993572475178579,0.00044230599290321097,0.0004575153740551012,0.0002989389116608369,0.0016146368010975527,0.0012899057947240093,1033.522014764323,0.01915024802329659,8866.565585722521,0.014909739334762896,5126.470400138094,0.015477518331537522,0.0006168748973652667,0.00036062516688912405,0.0011118199659332275,0.0004346101675346765
t22,0.32824081046956466,0.0026202254919021097,0.002403423371092732,0.001022386175831901,0.0006965622888542081,0.000417139223351017,0.000508505191077446,0.00034478407521116157,0.0017685509073411935,0.001045376719162687,913.4486790504396,0.016801461764137764,4200.306966424505,0.013590476858527472,4979.892958558824,0.015484194060766074,0.0006168555611599515,0.0003615416031001359,0.0011178142172233205,0.00042704296382025167
t23,0.00691888180218635,0.0035097659887178105,0.0032235094633235196,0.0013024535644462101,0.0007231955467013958,0.00041175371104830845,0.000551262998059082,0.00038724068041866505,0.0017621104870231428,0.0012800346107708488,320.276419547801,0.016704446338429935,0.014761192950217387,0.009174618023986534,3177.7179869682186,0.014675397839665606,0.0006229873649097533,0.00036249094586991167,0.0010945546550283924,0.00042080195984788065
