Zone,1,2,3,4,5,6,7,8,9,10,Total
AnnualSum,0.6174312,99.79553,0.036450576,0.09010999,22.498127,2.3107162,141.13135,140.55388,0.011859214,9.720337,416.76584
t1,0.0007197043374586841,0.14387376646283295,5.0244468769159796e-5,0.00012148405367478691,0.027442588293812006,0.004902399121876802,0.16811134714781087,0.14638327790792802,1.6320872669644765e-5,0.012046957314935079,0.5036680899817679
t2,0.0007246283103034826,0.1438681732788518,5.0506840876309033e-5,0.00012172668030630815,0.02744381060723207,0.00492056352862549,0.16815591181563297,0.15961391596323057,1.6559755660260557e-5,0.012047254580893844,0.5169630513616131
t3,0.0007285418038588716,0.14386344204258372,5.061320204047397e-5,0.00012177310623680835,0.027445833755122006,0.004932220618423209,0.1680748398118804,0.16650487518154503,1.66547454055454e-5,0.012047315435814672,0.5237861097029108
t4,0.0007368284807809853,0.1438632818908591,5.0638500333849674e-5,0.00012163407837565946,0.02745004130926773,0.004948123951039605,0.16393413158818937,0.17167492063537038,1.6664779666283312e-5,0.012047088336489004,0.524843353550372
t5,0.0007459544332435218,0.14386456672311332,5.064329486333225e-5,0.00012165556656990282,0.027454497406372354,0.004963544248974292,0.16378702082083832,0.17530359059511838,1.6663076244260613e-5,0.012046447523648566,0.5283545836889862
t6,0.0007639651141542546,0.14381294583340656,5.0741695121564036e-5,0.00012188795399364948,0.027465477300281305,0.004980210477371966,0.15133481682753686,0.16831004704110314,1.6764215616734232e-5,0.012046474065582935,0.5089033305241689
t7,0.0007885509033753273,0.14389245764931405,5.116950882088494e-5,0.00012273024532208346,0.027474816471519965,0.005038861157805639,0.2917361144629676,0.35127649582969483,1.719595260347709e-5,0.01204697102789724,0.832445363209321
t8,0.0008045522715801455,0.14389599679187057,5.1427016375203345e-5,0.00012432092935513303,0.027485144695941918,0.005064511156595849,0.2917645039150535,0.3512931427625419,1.7517595100103058e-5,0.012047574028168542,0.832548691162583
t9,0.0008069026852197588,0.14389822022052,5.267636426037824e-5,0.00012600470117158058,0.027487548527109794,0.005065010056281915,0.2917653967062731,0.3512954251371441,1.873279569543739e-5,0.01204835069565345,0.8325642678893296
t10,0.0008077561884024014,0.14390385655206278,5.580741184440891e-5,0.00012901467920992961,0.027488630607909115,0.00506514689361698,0.291765531924456,0.3512962092041972,2.1163438269696017e-5,0.012049408163622146,0.8325825250635905
t11,0.0008080112892113035,0.14390516666131548,5.7081363308000855e-5,0.0001301683391725327,0.027488982326182642,0.005065197908511447,0.29176558159914123,0.35129644011189926,2.1996088634417332e-5,0.01204983835446492,0.8325884640418412
t12,0.0008079765305414691,0.14390579151363006,5.775103319952259e-5,0.0001309451390561336,0.027489068013760738,0.005065213869898509,0.2917655958536852,0.3512963975876196,2.2366975194647337e-5,0.0120502590379413,0.8325913655545273
t13,0.0008078918934325405,0.14390588084912112,5.801156341482766e-5,0.0001312494343111306,0.027488967580133614,0.005065218739266675,0.2917655973028309,0.351296314753048,2.2504048115838306e-5,0.012050449054416731,0.8325920852180915
t14,0.0008078159334274917,0.14390559605778383,5.7985987783146356e-5,0.00013127811364026964,0.027488875553007074,0.005065219732623872,0.2917655944799166,0.3512962339830312,2.252708242913662e-5,0.012050521890934146,0.8325916488145768
t15,0.000807776270389432,0.1439049990077503,5.791357989231705e-5,0.00013121944275918632,0.02748885866491229,0.005065217397280592,0.29176558860829366,0.3512961780331263,2.252777475907679e-5,0.012050575321645956,0.8325908541008091
