Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,6.671506613690552e-6,483.5019095748661,483.50190290335945
Fuel_cell_1.0,1.0,0,3.5789839033913285e-6,0.01365593206453841,0.013652353080635019
CCGT-H2_2.0,2.0,0,6.668529708756291e-6,2436.4439295126126,2436.443922844083
Fuel_cell_2.0,2.0,0,3.5793715885857227e-6,0.014702909280424928,0.014699329908836342
CCGT-H2_3.0,3.0,0,6.6682130766674505e-6,224.12227180879958,224.1222651405865
Fuel_cell_3.0,3.0,0,3.5790199926288216e-6,0.015752823836504472,0.015749244816511843
CCGT-H2_4.0,4.0,0,6.670141585246184e-6,239.23712635197225,239.23711968183068
Fuel_cell_4.0,4.0,0,3.5785145725529546e-6,0.015008669338986449,0.015005090824413895
CCGT-H2_5.0,5.0,0,6.672021137263709e-6,0.24995222783540216,0.2499455558142649
Fuel_cell_5.0,5.0,0,3.5761974396525303e-6,0.012037561551694012,0.012033985354254359
CCGT-H2_6.0,6.0,0,6.670683368879913e-6,1191.538085495479,1191.5380788247955
Fuel_cell_6.0,6.0,0,3.577452169279966e-6,0.019346143472391195,0.019342566020221916
CCGT-H2_7.0,7.0,0,6.672269168047856e-6,10232.390778114253,10232.390771441984
Fuel_cell_7.0,7.0,0,3.5787973835677512e-6,0.016000986132750198,0.015997407335366632
CCGT-H2_8.0,8.0,0,6.669194229618154e-6,14290.538856340949,14290.538849671755
Fuel_cell_8.0,8.0,0,3.5787678402664365e-6,0.01792726627757633,0.017923687509736063
CCGT-H2_9.0,9.0,0,6.672876740408888e-6,0.01681640211683971,0.0168097292400993
Fuel_cell_9.0,9.0,0,3.579273194591349e-6,0.006915817645965742,0.006912238372771151
CCGT-H2_10.0,10.0,0,6.672882436938362e-6,0.04075767045028554,0.040750997567848606
Fuel_cell_10.0,10.0,0,3.5774639714211104e-6,0.011556259024749547,0.011552681560778126
Total,n/a,0,0.00010249216012145533,29098.223387867958,29098.223285375803
