Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_MW_z1
,,,,,,,172,14771
,,,,,,,173,14771
,,,,,,,174,14771
,,,,,,,175,14771
,,,,,,,176,14771
,,,,,,,177,14771
,,,,,,,178,14771
,,,,,,,179,14771
,,,,,,,180,14771
,,,,,,,181,14771
,,,,,,,182,14771
,,,,,,,183,14771
,,,,,,,184,14771
,,,,,,,185,14771
,,,,,,,186,14771
,,,,,,,187,14771
,,,,,,,188,14771
,,,,,,,189,14771
,,,,,,,190,14771
,,,,,,,191,14771
,,,,,,,192,14771
,,,,,,,193,14771
,,,,,,,194,14771
,,,,,,,195,14771
,,,,,,,196,14771
,,,,,,,197,14771
,,,,,,,198,14771
,,,,,,,199,14771
,,,,,,,200,14771
,,,,,,,201,14771
,,,,,,,202,14771
,,,,,,,203,14771
,,,,,,,204,14771
,,,,,,,205,14771
,,,,,,,206,14771
,,,,,,,207,14771
,,,,,,,208,14771
,,,,,,,209,14771
,,,,,,,210,14771
,,,,,,,211,14771
,,,,,,,212,14771
,,,,,,,213,14771
,,,,,,,214,14771
,,,,,,,215,14771
,,,,,,,216,14771
,,,,,,,217,14771
,,,,,,,218,14771
,,,,,,,219,14771
,,,,,,,220,14771
,,,,,,,221,14771
,,,,,,,222,14771
,,,,,,,223,14771
,,,,,,,224,14771
,,,,,,,225,14771
,,,,,,,226,14771
,,,,,,,227,14771
,,,,,,,228,14771
,,,,,,,229,14771
,,,,,,,230,14771
,,,,,,,231,14771
,,,,,,,232,14771
,,,,,,,233,14771
,,,,,,,234,14771
,,,,,,,235,14771
,,,,,,,236,14771
,,,,,,,237,14771
,,,,,,,238,14771
,,,,,,,239,14771
,,,,,,,240,14771
,,,,,,,241,14771
,,,,,,,242,14771
,,,,,,,243,14771
,,,,,,,244,14771
,,,,,,,245,14771
,,,,,,,246,14771
,,,,,,,247,14771
,,,,,,,248,14771
,,,,,,,249,14771
,,,,,,,250,14771
,,,,,,,251,14771
,,,,,,,252,14771
,,,,,,,253,14771
,,,,,,,254,14771
,,,,,,,255,14771
,,,,,,,256,14771
,,,,,,,257,14771
,,,,,,,258,14771
,,,,,,,259,14771
,,,,,,,260,14771
,,,,,,,261,14771
,,,,,,,262,14771
,,,,,,,263,14771
,,,,,,,264,14771
,,,,,,,265,14771
,,,,,,,266,14771
,,,,,,,267,14771
,,,,,,,268,14771
,,,,,,,269,14771
,,,,,,,270,14771
,,,,,,,271,14771
,,,,,,,272,14771
,,,,,,,273,14771
,,,,,,,274,14771
,,,,,,,275,14771
,,,,,,,276,14771
,,,,,,,277,14771
,,,,,,,278,14771
,,,,,,,279,14771
,,,,,,,280,14771
,,,,,,,281,14771
,,,,,,,282,14771
,,,,,,,283,14771
,,,,,,,284,14771
,,,,,,,285,14771
,,,,,,,286,14771
,,,,,,,287,14771
,,,,,,,288,14771
,,,,,,,289,14771
,,,,,,,290,14771
,,,,,,,291,14771
,,,,,,,292,14771
,,,,,,,293,14771
,,,,,,,294,14771
,,,,,,,295,14771
,,,,,,,296,14771
,,,,,,,297,14771
,,,,,,,298,14771
,,,,,,,299,14771
,,,,,,,300,14771
,,,,,,,301,14771
,,,,,,,302,14771
,,,,,,,303,14771
,,,,,,,304,14771
,,,,,,,305,14771
,,,,,,,306,14771
,,,,,,,307,14771
,,,,,,,308,14771
,,,,,,,309,14771
,,,,,,,310,14771
,,,,,,,311,14771
,,,,,,,312,14771
,,,,,,,313,14771
,,,,,,,314,14771
,,,,,,,315,14771
,,,,,,,316,14771
,,,,,,,317,14771
,,,,,,,318,14771
,,,,,,,319,14771
,,,,,,,320,14771
,,,,,,,321,14771
,,,,,,,322,14771
,,,,,,,323,14771
,,,,,,,324,14771
,,,,,,,325,14771
,,,,,,,326,14771
,,,,,,,327,14771
,,,,,,,328,14771
,,,,,,,329,14771
,,,,,,,330,14771
,,,,,,,331,14771
,,,,,,,332,14771
,,,,,,,333,14771
,,,,,,,334,14771
,,,,,,,335,14771
,,,,,,,336,14771
,,,,,,,337,14771
,,,,,,,338,14771
,,,,,,,339,14771
,,,,,,,340,14771
,,,,,,,341,14771
,,,,,,,342,14771
,,,,,,,343,14771
,,,,,,,344,14771
,,,,,,,345,14771
,,,,,,,346,14771
,,,,,,,347,14771
,,,,,,,348,14771
,,,,,,,349,14771
,,,,,,,350,14771
,,,,,,,351,14771
,,,,,,,352,14771
,,,,,,,353,14771
,,,,,,,354,14771
,,,,,,,355,14771
,,,,,,,356,14771
,,,,,,,357,14771
,,,,,,,358,14771
,,,,,,,359,14771
,,,,,,,360,14771
,,,,,,,361,14771
,,,,,,,362,14771
,,,,,,,363,14771
,,,,,,,364,14771
,,,,,,,365,14771
,,,,,,,366,14771
,,,,,,,367,14771
,,,,,,,368,14771
,,,,,,,369,14771
,,,,,,,370,14771
,,,,,,,371,14771
,,,,,,,372,14771
,,,,,,,373,14771
,,,,,,,374,14771
,,,,,,,375,14771
,,,,,,,376,14771
,,,,,,,377,14771
,,,,,,,378,14771
,,,,,,,379,14771
,,,,,,,380,14771
,,,,,,,381,14771
,,,,,,,382,14771
,,,,,,,383,14771
,,,,,,,384,14771
,,,,,,,385,14771
,,,,,,,386,14771
,,,,,,,387,14771
,,,,,,,388,14771
,,,,,,,389,14771
,,,,,,,390,14771
,,,,,,,391,14771
,,,,,,,392,14771
,,,,,,,393,14771
,,,,,,,394,14771
,,,,,,,395,14771
,,,,,,,396,14771
,,,,,,,397,14771
,,,,,,,398,14771
,,,,,,,399,14771
,,,,,,,400,14771
,,,,,,,401,14771
,,,,,,,402,14771
,,,,,,,403,14771
,,,,,,,404,14771
,,,,,,,405,14771
,,,,,,,406,14771
,,,,,,,407,14771
,,,,,,,408,14771
,,,,,,,409,14771
,,,,,,,410,14771
,,,,,,,411,14771
,,,,,,,412,14771
,,,,,,,413,14771
,,,,,,,414,14771
,,,,,,,415,14771
,,,,,,,416,14771
,,,,,,,417,14771
,,,,,,,418,14771
,,,,,,,419,14771
,,,,,,,420,14771
,,,,,,,421,14771
,,,,,,,422,14771
,,,,,,,423,14771
,,,,,,,424,14771
,,,,,,,425,14771
,,,,,,,426,14771
,,,,,,,427,14771
,,,,,,,428,14771
,,,,,,,429,14771
,,,,,,,430,14771
,,,,,,,431,14771
,,,,,,,432,14771
,,,,,,,433,14771
,,,,,,,434,14771
,,,,,,,435,14771
,,,,,,,436,14771
,,,,,,,437,14771
,,,,,,,438,14771
,,,,,,,439,14771
,,,,,,,440,14771
,,,,,,,441,14771
,,,,,,,442,14771
,,,,,,,443,14771
,,,,,,,444,14771
,,,,,,,445,14771
,,,,,,,446,14771
,,,,,,,447,14771
,,,,,,,448,14771
,,,,,,,449,14771
,,,,,,,450,14771
,,,,,,,451,14771
,,,,,,,452,14771
,,,,,,,453,14771
,,,,,,,454,14771
,,,,,,,455,14771
,,,,,,,456,14771
,,,,,,,457,14771
,,,,,,,458,14771
,,,,,,,459,14771
,,,,,,,460,14771
,,,,,,,461,14771
,,,,,,,462,14771
,,,,,,,463,14771
,,,,,,,464,14771
,,,,,,,465,14771
,,,,,,,466,14771
,,,,,,,467,14771
,,,,,,,468,14771
,,,,,,,469,14771
,,,,,,,470,14771
,,,,,,,471,14771
,,,,,,,472,14771
,,,,,,,473,14771
,,,,,,,474,14771
,,,,,,,475,14771
,,,,,,,476,14771
,,,,,,,477,14771
,,,,,,,478,14771
,,,,,,,479,14771
,,,,,,,480,14771
,,,,,,,481,14771
,,,,,,,482,14771
,,,,,,,483,14771
,,,,,,,484,14771
,,,,,,,485,14771
,,,,,,,486,14771
,,,,,,,487,14771
,,,,,,,488,14771
,,,,,,,489,14771
,,,,,,,490,14771
,,,,,,,491,14771
,,,,,,,492,14771
,,,,,,,493,14771
,,,,,,,494,14771
,,,,,,,495,14771
,,,,,,,496,14771
,,,,,,,497,14771
,,,,,,,498,14771
,,,,,,,499,14771
,,,,,,,500,14771
,,,,,,,501,14771
,,,,,,,502,14771
,,,,,,,503,14771
,,,,,,,504,14771
,,,,,,,505,14771
,,,,,,,506,14771
,,,,,,,507,14771
,,,,,,,508,14771
,,,,,,,509,14771
,,,,,,,510,14771
,,,,,,,511,14771
,,,,,,,512,14771
,,,,,,,513,14771
,,,,,,,514,14771
,,,,,,,515,14771
,,,,,,,516,14771
,,,,,,,517,14771
,,,,,,,518,14771
,,,,,,,519,14771
,,,,,,,520,14771
,,,,,,,521,14771
,,,,,,,522,14771
,,,,,,,523,14771
,,,,,,,524,14771
,,,,,,,525,14771
,,,,,,,526,14771
,,,,,,,527,14771
,,,,,,,528,14771
,,,,,,,529,14771
,,,,,,,530,14771
,,,,,,,531,14771
,,,,,,,532,14771
,,,,,,,533,14771
,,,,,,,534,14771
,,,,,,,535,14771
,,,,,,,536,14771
,,,,,,,537,14771
,,,,,,,538,14771
,,,,,,,539,14771
,,,,,,,540,14771
,,,,,,,541,14771
,,,,,,,542,14771
,,,,,,,543,14771
,,,,,,,544,14771
,,,,,,,545,14771
,,,,,,,546,14771
,,,,,,,547,14771
,,,,,,,548,14771
,,,,,,,549,14771
,,,,,,,550,14771
,,,,,,,551,14771
,,,,,,,552,14771
,,,,,,,553,14771
,,,,,,,554,14771
,,,,,,,555,14771
,,,,,,,556,14771
,,,,,,,557,14771
,,,,,,,558,14771
,,,,,,,559,14771
,,,,,,,560,14771
,,,,,,,561,14771
,,,,,,,562,14771
,,,,,,,563,14771
,,,,,,,564,14771
,,,,,,,565,14771
,,,,,,,566,14771
,,,,,,,567,14771
,,,,,,,568,14771
,,,,,,,569,14771
,,,,,,,570,14771
,,,,,,,571,14771
,,,,,,,572,14771
,,,,,,,573,14771
,,,,,,,574,14771
,,,,,,,575,14771
,,,,,,,576,14771
,,,,,,,577,14771
,,,,,,,578,14771
,,,,,,,579,14771
,,,,,,,580,14771
,,,,,,,581,14771
,,,,,,,582,14771
,,,,,,,583,14771
,,,,,,,584,14771
,,,,,,,585,14771
,,,,,,,586,14771
,,,,,,,587,14771
,,,,,,,588,14771
,,,,,,,589,14771
,,,,,,,590,14771
,,,,,,,591,14771
,,,,,,,592,14771
,,,,,,,593,14771
,,,,,,,594,14771
,,,,,,,595,14771
,,,,,,,596,14771
,,,,,,,597,14771
,,,,,,,598,14771
,,,,,,,599,14771
,,,,,,,600,14771
,,,,,,,601,14771
,,,,,,,602,14771
,,,,,,,603,14771
,,,,,,,604,14771
,,,,,,,605,14771
,,,,,,,606,14771
,,,,,,,607,14771
,,,,,,,608,14771
,,,,,,,609,14771
,,,,,,,610,14771
,,,,,,,611,14771
,,,,,,,612,14771
,,,,,,,613,14771
,,,,,,,614,14771
,,,,,,,615,14771
,,,,,,,616,14771
,,,,,,,617,14771
,,,,,,,618,14771
,,,,,,,619,14771
,,,,,,,620,14771
,,,,,,,621,14771
,,,,,,,622,14771
,,,,,,,623,14771
,,,,,,,624,14771
,,,,,,,625,14771
,,,,,,,626,14771
,,,,,,,627,14771
,,,,,,,628,14771
,,,,,,,629,14771
,,,,,,,630,14771
,,,,,,,631,14771
,,,,,,,632,14771
,,,,,,,633,14771
,,,,,,,634,14771
,,,,,,,635,14771
,,,,,,,636,14771
,,,,,,,637,14771
,,,,,,,638,14771
,,,,,,,639,14771
,,,,,,,640,14771
,,,,,,,641,14771
,,,,,,,642,14771
,,,,,,,643,14771
,,,,,,,644,14771
,,,,,,,645,14771
,,,,,,,646,14771
,,,,,,,647,14771
,,,,,,,648,14771
,,,,,,,649,14771
,,,,,,,650,14771
,,,,,,,651,14771
,,,,,,,652,14771
,,,,,,,653,14771
,,,,,,,654,14771
,,,,,,,655,14771
,,,,,,,656,14771
,,,,,,,657,14771
,,,,,,,658,14771
,,,,,,,659,14771
,,,,,,,660,14771
,,,,,,,661,14771
,,,,,,,662,14771
,,,,,,,663,14771
,,,,,,,664,14771
,,,,,,,665,14771
,,,,,,,666,14771
,,,,,,,667,14771
,,,,,,,668,14771
,,,,,,,669,14771
,,,,,,,670,14771
,,,,,,,671,14771
,,,,,,,672,14771
,,,,,,,673,14771
,,,,,,,674,14771
,,,,,,,675,14771
,,,,,,,676,14771
,,,,,,,677,14771
,,,,,,,678,14771
,,,,,,,679,14771
,,,,,,,680,14771
,,,,,,,681,14771
,,,,,,,682,14771
,,,,,,,683,14771
,,,,,,,684,14771
,,,,,,,685,14771
,,,,,,,686,14771
,,,,,,,687,14771
,,,,,,,688,14771
,,,,,,,689,14771
,,,,,,,690,14771
,,,,,,,691,14771
,,,,,,,692,14771
,,,,,,,693,14771
,,,,,,,694,14771
,,,,,,,695,14771
,,,,,,,696,14771
,,,,,,,697,14771
,,,,,,,698,14771
,,,,,,,699,14771
,,,,,,,700,14771
,,,,,,,701,14771
,,,,,,,702,14771
,,,,,,,703,14771
,,,,,,,704,14771
,,,,,,,705,14771
,,,,,,,706,14771
,,,,,,,707,14771
,,,,,,,708,14771
,,,,,,,709,14771
,,,,,,,710,14771
,,,,,,,711,14771
,,,,,,,712,14771
,,,,,,,713,14771
,,,,,,,714,14771
,,,,,,,715,14771
,,,,,,,716,14771
,,,,,,,717,14771
,,,,,,,718,14771
,,,,,,,719,14771
,,,,,,,720,14771
,,,,,,,721,14771
,,,,,,,722,14771
,,,,,,,723,14771
,,,,,,,724,14771
,,,,,,,725,14771
,,,,,,,726,14771
,,,,,,,727,14771
,,,,,,,728,14771
,,,,,,,729,14771
,,,,,,,730,14771
,,,,,,,731,14771
,,,,,,,732,14771
,,,,,,,733,14771
,,,,,,,734,14771
,,,,,,,735,14771
,,,,,,,736,14771
,,,,,,,737,14771
,,,,,,,738,14771
,,,,,,,739,14771
,,,,,,,740,14771
,,,,,,,741,14771
,,,,,,,742,14771
,,,,,,,743,14771
,,,,,,,744,14771
,,,,,,,745,14771
,,,,,,,746,14771
,,,,,,,747,14771
,,,,,,,748,14771
,,,,,,,749,14771
,,,,,,,750,14771
,,,,,,,751,14771
,,,,,,,752,14771
,,,,,,,753,14771
,,,,,,,754,14771
,,,,,,,755,14771
,,,,,,,756,14771
,,,,,,,757,14771
,,,,,,,758,14771
,,,,,,,759,14771
,,,,,,,760,14771
,,,,,,,761,14771
,,,,,,,762,14771
,,,,,,,763,14771
,,,,,,,764,14771
,,,,,,,765,14771
,,,,,,,766,14771
,,,,,,,767,14771
,,,,,,,768,14771
,,,,,,,769,14771
,,,,,,,770,14771
,,,,,,,771,14771
,,,,,,,772,14771
,,,,,,,773,14771
,,,,,,,774,14771
,,,,,,,775,14771
,,,,,,,776,14771
,,,,,,,777,14771
,,,,,,,778,14771
,,,,,,,779,14771
,,,,,,,780,14771
,,,,,,,781,14771
,,,,,,,782,14771
,,,,,,,783,14771
,,,,,,,784,14771
,,,,,,,785,14771
,,,,,,,786,14771
,,,,,,,787,14771
,,,,,,,788,14771
,,,,,,,789,14771
,,,,,,,790,14771
,,,,,,,791,14771
,,,,,,,792,14771
,,,,,,,793,14771
,,,,,,,794,14771
,,,,,,,795,14771
,,,,,,,796,14771
,,,,,,,797,14771
,,,,,,,798,14771
,,,,,,,799,14771
,,,,,,,800,14771
,,,,,,,801,14771
,,,,,,,802,14771
,,,,,,,803,14771
,,,,,,,804,14771
,,,,,,,805,14771
,,,,,,,806,14771
,,,,,,,807,14771
,,,,,,,808,14771
,,,,,,,809,14771
,,,,,,,810,14771
,,,,,,,811,14771
,,,,,,,812,14771
,,,,,,,813,14771
,,,,,,,814,14771
,,,,,,,815,14771
,,,,,,,816,14771
,,,,,,,817,14771
,,,,,,,818,14771
,,,,,,,819,14771
,,,,,,,820,14771
,,,,,,,821,14771
,,,,,,,822,14771
,,,,,,,823,14771
,,,,,,,824,14771
,,,,,,,825,14771
,,,,,,,826,14771
,,,,,,,827,14771
,,,,,,,828,14771
,,,,,,,829,14771
,,,,,,,830,14771
,,,,,,,831,14771
,,,,,,,832,14771
,,,,,,,833,14771
,,,,,,,834,14771
,,,,,,,835,14771
,,,,,,,836,14771
,,,,,,,837,14771
,,,,,,,838,14771
,,,,,,,839,14771
,,,,,,,840,14771
,,,,,,,841,14771
,,,,,,,842,14771
,,,,,,,843,14771
,,,,,,,844,14771
,,,,,,,845,14771
,,,,,,,846,14771
,,,,,,,847,14771
,,,,,,,848,14771
,,,,,,,849,14771
,,,,,,,850,14771
,,,,,,,851,14771
,,,,,,,852,14771
,,,,,,,853,14771
,,,,,,,854,14771
,,,,,,,855,14771
,,,,,,,856,14771
,,,,,,,857,14771
,,,,,,,858,14771
,,,,,,,859,14771
,,,,,,,860,14771
,,,,,,,861,14771
,,,,,,,862,14771
,,,,,,,863,14771
,,,,,,,864,14771
,,,,,,,865,14771
,,,,,,,866,14771
,,,,,,,867,14771
,,,,,,,868,14771
,,,,,,,869,14771
,,,,,,,870,14771
,,,,,,,871,14771
,,,,,,,872,14771
,,,,,,,873,14771
,,,,,,,874,14771
,,,,,,,875,14771
,,,,,,,876,14771
,,,,,,,877,14771
,,,,,,,878,14771
,,,,,,,879,14771
,,,,,,,880,14771
,,,,,,,881,14771
,,,,,,,882,14771
,,,,,,,883,14771
,,,,,,,884,14771
,,,,,,,885,14771
,,,,,,,886,14771
,,,,,,,887,14771
,,,,,,,888,14771
,,,,,,,889,14771
,,,,,,,890,14771
,,,,,,,891,14771
,,,,,,,892,14771
,,,,,,,893,14771
,,,,,,,894,14771
,,,,,,,895,14771
,,,,,,,896,14771
,,,,,,,897,14771
,,,,,,,898,14771
,,,,,,,899,14771
,,,,,,,900,14771
,,,,,,,901,14771
,,,,,,,902,14771
,,,,,,,903,14771
,,,,,,,904,14771
,,,,,,,905,14771
,,,,,,,906,14771
,,,,,,,907,14771
,,,,,,,908,14771
,,,,,,,909,14771
,,,,,,,910,14771
,,,,,,,911,14771
,,,,,,,912,14771
,,,,,,,913,14771
,,,,,,,914,14771
,,,,,,,915,14771
,,,,,,,916,14771
,,,,,,,917,14771
,,,,,,,918,14771
,,,,,,,919,14771
,,,,,,,920,14771
,,,,,,,921,14771
,,,,,,,922,14771
,,,,,,,923,14771
,,,,,,,924,14771
,,,,,,,925,14771
,,,,,,,926,14771
,,,,,,,927,14771
,,,,,,,928,14771
,,,,,,,929,14771
,,,,,,,930,14771
,,,,,,,931,14771
,,,,,,,932,14771
,,,,,,,933,14771
,,,,,,,934,14771
,,,,,,,935,14771
,,,,,,,936,14771
,,,,,,,937,14771
,,,,,,,938,14771
,,,,,,,939,14771
,,,,,,,940,14771
,,,,,,,941,14771
,,,,,,,942,14771
,,,,,,,943,14771
,,,,,,,944,14771
,,,,,,,945,14771
,,,,,,,946,14771
,,,,,,,947,14771
,,,,,,,948,14771
,,,,,,,949,14771
,,,,,,,950,14771
,,,,,,,951,14771
,,,,,,,952,14771
,,,,,,,953,14771
,,,,,,,954,14771
,,,,,,,955,14771
,,,,,,,956,14771
,,,,,,,957,14771
,,,,,,,958,14771
,,,,,,,959,14771
,,,,,,,960,14771
,,,,,,,961,14771
,,,,,,,962,14771
,,,,,,,963,14771
,,,,,,,964,14771
,,,,,,,965,14771
,,,,,,,966,14771
,,,,,,,967,14771
,,,,,,,968,14771
,,,,,,,969,14771
,,,,,,,970,14771
,,,,,,,971,14771
,,,,,,,972,14771
,,,,,,,973,14771
,,,,,,,974,14771
,,,,,,,975,14771
,,,,,,,976,14771
,,,,,,,977,14771
,,,,,,,978,14771
,,,,,,,979,14771
,,,,,,,980,14771
,,,,,,,981,14771
,,,,,,,982,14771
,,,,,,,983,14771
,,,,,,,984,14771
,,,,,,,985,14771
,,,,,,,986,14771
,,,,,,,987,14771
,,,,,,,988,14771
,,,,,,,989,14771
,,,,,,,990,14771
,,,,,,,991,14771
,,,,,,,992,14771
,,,,,,,993,14771
,,,,,,,994,14771
,,,,,,,995,14771
,,,,,,,996,14771
,,,,,,,997,14771
,,,,,,,998,14771
,,,,,,,999,14771
,,,,,,,1000,14771
,,,,,,,1001,14771
,,,,,,,1002,14771
,,,,,,,1003,14771
,,,,,,,1004,14771
,,,,,,,1005,14771
,,,,,,,1006,14771
,,,,,,,1007,14771
,,,,,,,1008,14771
,,,,,,,1009,14771
,,,,,,,1010,14771
,,,,,,,1011,14771
,,,,,,,1012,14771
,,,,,,,1013,14771
,,,,,,,1014,14771
,,,,,,,1015,14771
,,,,,,,1016,14771
,,,,,,,1017,14771
,,,,,,,1018,14771
,,,,,,,1019,14771
,,,,,,,1020,14771
,,,,,,,1021,14771
,,,,,,,1022,14771
,,,,,,,1023,14771
,,,,,,,1024,14771
,,,,,,,1025,14771
,,,,,,,1026,14771
,,,,,,,1027,14771
,,,,,,,1028,14771
,,,,,,,1029,14771
,,,,,,,1030,14771
,,,,,,,1031,14771
,,,,,,,1032,14771
,,,,,,,1033,14771
,,,,,,,1034,14771
,,,,,,,1035,14771
,,,,,,,1036,14771
,,,,,,,1037,14771
,,,,,,,1038,14771
,,,,,,,1039,14771
,,,,,,,1040,14771
,,,,,,,1041,14771
,,,,,,,1042,14771
,,,,,,,1043,14771
,,,,,,,1044,14771
,,,,,,,1045,14771
,,,,,,,1046,14771
,,,,,,,1047,14771
,,,,,,,1048,14771
,,,,,,,1049,14771
,,,,,,,1050,14771
,,,,,,,1051,14771
,,,,,,,1052,14771
,,,,,,,1053,14771
,,,,,,,1054,14771
,,,,,,,1055,14771
,,,,,,,1056,14771
,,,,,,,1057,14771
,,,,,,,1058,14771
,,,,,,,1059,14771
,,,,,,,1060,14771
,,,,,,,1061,14771
,,,,,,,1062,14771
,,,,,,,1063,14771
,,,,,,,1064,14771
,,,,,,,1065,14771
,,,,,,,1066,14771
,,,,,,,1067,14771
,,,,,,,1068,14771
,,,,,,,1069,14771
,,,,,,,1070,14771
,,,,,,,1071,14771
,,,,,,,1072,14771
,,,,,,,1073,14771
,,,,,,,1074,14771
,,,,,,,1075,14771
,,,,,,,1076,14771
,,,,,,,1077,14771
,,,,,,,1078,14771
,,,,,,,1079,14771
,,,,,,,1080,14771
,,,,,,,1081,14771
,,,,,,,1082,14771
,,,,,,,1083,14771
,,,,,,,1084,14771
,,,,,,,1085,14771
,,,,,,,1086,14771
,,,,,,,1087,14771
,,,,,,,1088,14771
,,,,,,,1089,14771
,,,,,,,1090,14771
,,,,,,,1091,14771
,,,,,,,1092,14771
,,,,,,,1093,14771
,,,,,,,1094,14771
,,,,,,,1095,14771
,,,,,,,1096,14771
,,,,,,,1097,14771
,,,,,,,1098,14771
,,,,,,,1099,14771
,,,,,,,1100,14771
,,,,,,,1101,14771
,,,,,,,1102,14771
,,,,,,,1103,14771
,,,,,,,1104,14771
,,,,,,,1105,14771
,,,,,,,1106,14771
,,,,,,,1107,14771
,,,,,,,1108,14771
,,,,,,,1109,14771
,,,,,,,1110,14771
,,,,,,,1111,14771
,,,,,,,1112,14771
,,,,,,,1113,14771
,,,,,,,1114,14771
,,,,,,,1115,14771
,,,,,,,1116,14771
,,,,,,,1117,14771
,,,,,,,1118,14771
,,,,,,,1119,14771
,,,,,,,1120,14771
,,,,,,,1121,14771
,,,,,,,1122,14771
,,,,,,,1123,14771
,,,,,,,1124,14771
,,,,,,,1125,14771
,,,,,,,1126,14771
,,,,,,,1127,14771
,,,,,,,1128,14771
,,,,,,,1129,14771
,,,,,,,1130,14771
,,,,,,,1131,14771
,,,,,,,1132,14771
,,,,,,,1133,14771
,,,,,,,1134,14771
,,,,,,,1135,14771
,,,,,,,1136,14771
,,,,,,,1137,14771
