Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,MGA,Resource_Type,CapRes_1,ESR_1,ESR_2,region,cluster,LDS.1,CCS_Rate
MIDAT_conventional_hydroelectric_1,2,0,0,0,0,1,0,0,0,-1,2821,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.778,None,27.125,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0.8,0,1,MIDAT,1,0,0
MIDAT_hydroelectric_pumped_storage_1,2,0,0,1,0,0,0,0,0,-1,5212.996,0,0,0,-1,-1,0,0,0,0,0,0,40113.418,0,0,0,0,0,None,226.652,0,0,0,0,1,1,1,0,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0.95,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combined_cycle_1,2,1,0,0,0,0,0,0,0,0,2425.492,0,0,0,-1,-1,0,0,0,0,0,0,16291.513,0,0,4.495,0,6.851,MIDAT_reference_naturalgas,142.676,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combined_cycle_2,2,1,0,0,0,0,0,0,0,0,12165.1,0,0,0,-1,-1,0,0,0,0,0,0,9668.523,0,0,3.567,0,6.857,MIDAT_reference_naturalgas,608.255,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,MIDAT,2,0,0
MIDAT_natural_gas_fired_combined_cycle_3,2,1,0,0,0,0,0,0,0,0,705.1,0,0,0,-1,-1,0,0,0,0,0,0,9856.382,0,0,3.593,0,13.568,MIDAT_reference_naturalgas,352.55,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,MIDAT,3,0,0
MIDAT_natural_gas_fired_combined_cycle_4,2,1,0,0,0,0,0,0,0,0,19802.112,0,0,0,-1,-1,0,0,0,0,0,0,12182.13,0,0,3.515,0,6.672,MIDAT_reference_naturalgas,618.816,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,MIDAT,4,0,0
MIDAT_natural_gas_fired_combustion_turbine_1,2,1,0,0,0,0,0,0,0,0,351.204,0,0,0,-1,-1,0,0,0,0,0,0,12998.486,0,0,5.163,0,9.653,MIDAT_reference_naturalgas,16.724,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,MIDAT,1,0,0
MIDAT_natural_gas_fired_combustion_turbine_2,2,1,0,0,0,0,0,0,0,0,827.4,0,0,0,-1,-1,0,0,0,0,0,0,9959.145,0,0,5.163,0,11.704,MIDAT_reference_naturalgas,82.74,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,MIDAT,2,0,0
MIDAT_onshore_wind_turbine_1,2,0,0,0,0,0,1,0,1,0,3231.6,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,9.21,None,161.2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,1,1,MIDAT,1,0,0
MIDAT_small_hydroelectric_1,2,0,1,0,0,0,0,0,0,-1,263.886,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.773,None,1.281,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,1,1,MIDAT,1,0,0
MIDAT_solar_photovoltaic_1,2,0,0,0,0,0,1,0,1,0,2974.6,0,0,0,-1,-1,0,0,0,0,0,0,22887.669,0,0,0,0,9.111,None,10.593,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0.8,1,1,MIDAT,1,0,0
NE_conventional_hydroelectric_1,3,0,0,0,0,1,0,0,0,-1,4724.304,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.779,None,23.504,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0.8,0,1,NE,1,0,0
NE_hydroelectric_pumped_storage_1,3,0,0,1,0,0,0,0,0,-1,3202.1,0,0,0,-1,-1,0,0,0,0,0,0,40113.418,0,0,0,0,0,None,128.084,0,0,0,0,1,1,1,0,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0.95,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_1,3,1,0,0,0,0,0,0,0,0,4138.4,0,0,0,-1,-1,0,0,0,0,0,0,9668.523,0,0,3.567,0,7.247,NE_reference_naturalgas,591.2,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combined_cycle_2,3,1,0,0,0,0,0,0,0,0,20.9,0,0,0,-1,-1,0,0,0,0,0,0,16291.513,0,0,4.495,0,10.299,NE_reference_naturalgas,10.45,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,NE,2,0,0
NE_natural_gas_fired_combined_cycle_3,3,1,0,0,0,0,0,0,0,0,0.5,0,0,0,-1,-1,0,0,0,0,0,0,16291.513,0,0,4.495,0,0,NE_reference_naturalgas,0.5,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,NE,3,0,0
NE_natural_gas_fired_combined_cycle_4,3,1,0,0,0,0,0,0,0,0,1138.2,0,0,0,-1,-1,0,0,0,0,0,0,12182.13,0,0,3.515,0,6.41,NE_reference_naturalgas,189.7,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,NE,4,0,0
NE_natural_gas_fired_combustion_turbine_1,3,1,0,0,0,0,0,0,0,0,160.803,0,0,0,-1,-1,0,0,0,0,0,0,13794.093,0,0,5.163,0,12.307,NE_reference_naturalgas,9.459,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,NE,1,0,0
NE_natural_gas_fired_combustion_turbine_2,3,1,0,0,0,0,0,0,0,0,1799.501,0,0,0,-1,-1,0,0,0,0,0,0,9859.709,0,0,5.163,0,11.43,NE_reference_naturalgas,105.853,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,NE,2,0,0
NE_nuclear_1,3,1,0,0,0,0,0,0,0,0,1301.1,0,0,0,-1,-1,0,0,0,0,0,0,190920.325,0,0,2.35,0,10.446,NE_reference_uranium,1301.1,244.816,0,24,24,0.25,0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0.93,0,1,NE,1,0,0
NE_onshore_wind_turbine_1,3,0,0,0,0,0,1,0,1,0,3654.5,0,0,0,-1,-1,0,0,0,0,0,0,43000,0,0,0,0,9.21,None,86.17,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onshore_wind_turbine,0,1,1,NE,1,0,0
NE_small_hydroelectric_1,3,0,1,0,0,0,0,0,0,-1,686.784,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.773,None,0.876,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,1,1,NE,1,0,0
NE_solar_photovoltaic_1,3,0,0,0,0,0,1,0,1,0,1629.6,0,0,0,-1,-1,0,0,0,0,0,0,22887.669,0,0,0,0,9.11,None,3.628,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0.8,1,1,NE,1,0,0
SE_conventional_hydroelectric_1,1,0,0,0,0,1,0,0,0,-1,11076.858,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.775,None,31.558,0,0,0,0,0.083,0.083,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conventional_hydroelectric,0.8,0,1,SE,1,0,0
SE_hydroelectric_pumped_storage_1,1,0,0,1,0,0,0,0,0,-1,6375.986,0,0,0,-1,-1,0,0,0,0,0,0,40113.418,0,0,0,0,0,None,187.529,0,0,0,0,1,1,1,0,0,0.866,0.866,0,200,0,0,0,0,0,0,0,0,0,0,0,0,hydroelectric_pumped_storage,0.95,0,0,SE,1,0,0
SE_natural_gas_fired_combined_cycle_1,1,1,0,0,0,0,0,0,0,0,23768.392,0,0,0,-1,-1,0,0,0,0,0,0,12182.13,0,0,3.515,0,6.958,SE_reference_naturalgas,625.484,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,SE,1,0,0
SE_natural_gas_fired_combined_cycle_2,1,1,0,0,0,0,0,0,0,0,9303.498,0,0,0,-1,-1,0,0,0,0,0,0,9668.523,0,0,3.567,0,7.011,SE_reference_naturalgas,516.861,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,SE,2,0,0
SE_natural_gas_fired_combined_cycle_3,1,1,0,0,0,0,0,0,0,0,267.999,0,0,0,-1,-1,0,0,0,0,0,0,16291.513,0,0,4.495,0,10.857,SE_reference_naturalgas,89.333,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,SE,3,0,0
SE_natural_gas_fired_combined_cycle_4,1,1,0,0,0,0,0,0,0,0,38,0,0,0,-1,-1,0,0,0,0,0,0,16291.513,0,0,4.495,0,0,SE_reference_naturalgas,38,90.959,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combined_cycle,0.93,0,0,SE,4,0,0
SE_natural_gas_fired_combustion_turbine_1,1,1,0,0,0,0,0,0,0,0,5678.002,0,0,0,-1,-1,0,0,0,0,0,0,9669.065,0,0,5.163,0,11.25,SE_reference_naturalgas,258.091,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,SE,1,0,0
SE_natural_gas_fired_combustion_turbine_2,1,1,0,0,0,0,0,0,0,0,349.797,0,0,0,-1,-1,0,0,0,0,0,0,13794.093,0,0,5.163,0,9.91,SE_reference_naturalgas,16.657,117.941,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,natural_gas_fired_combustion_turbine,0.93,0,0,SE,2,0,0
SE_nuclear_1,1,1,0,0,0,0,0,0,0,0,4571,0,0,0,-1,-1,0,0,0,0,0,0,190920.325,0,0,2.305,0,10.446,SE_reference_uranium,1142.75,244.816,0,24,24,0.25,0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0.93,0,1,SE,1,0,0
SE_nuclear_2,1,1,0,0,0,0,0,0,0,0,2228,0,0,0,-1,-1,0,0,0,0,0,0,190920.325,0,0,2.257,0,9.21,SE_reference_uranium,1114,244.816,0,24,24,0.25,0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear,0.93,0,1,SE,2,0,0
SE_small_hydroelectric_1,1,0,1,0,0,0,0,0,0,-1,279.734,0,0,0,-1,-1,0,0,0,0,0,0,46475.66,0,0,0,0,8.393,None,1.378,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small_hydroelectric,0,1,1,SE,1,0,0
SE_solar_photovoltaic_1,1,0,0,0,0,0,1,0,1,0,8502.2,0,0,0,-1,-1,0,0,0,0,0,0,22887.669,0,0,0,0,9.087,None,17.166,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solar_photovoltaic,0.8,1,1,SE,1,0,0
SE_naturalgas_ccccsavgcf_conservative_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,167949,0,0,65099,0,0,5.73,0,7.159,SE_reference_naturalgas,500,103.381,0,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccccsavgcf_conservative,0.93,0,0,SE,0,0,0.9
SE_naturalgas_ccavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,83221,0,0,27300,0,0,1.74,0,6.363,SE_reference_naturalgas,500,103.381,2,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccavgcf_moderate,0.93,0,0,SE,0,0,0
SE_naturalgas_ctavgcf_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,70767,0,0,20900,0,0,4.94,0,9.717,SE_reference_naturalgas,100,134.047,3.5,1,1,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ctavgcf_moderate,0.93,0,0,SE,0,0,0
SE_battery_moderate_0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,16480,12588,0,4940,3774,0,0.15,0.15,0,None,1,0,0,0,0,1,1,1,0,0,0.92,0.92,1,10,0,0,0,0,0,0,0,0,0,0,0,0,battery_moderate,0.95,0,0,SE,0,0,0
SE_nuclear_mid_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,275092,0,0,144972,0,0,2.352,0,10.455,SE_reference_uranium,1,278.248,0,24,24,0.25,0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear_mid,0.93,0,1,SE,0,0,0
SE_naturalgas_ccs100_moderate_0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,176195,0,0,74770,0,0,6.165,0,7.524,SE_reference_naturalgas,500,103.381,0,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccs100_moderate,0.93,0,0,SE,0,0,1
MIDAT_naturalgas_ccccsavgcf_conservative_0,2,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,183476,0,0,65099,0,0,5.73,0,7.159,MIDAT_reference_naturalgas,500,103.381,0,6,6,0.64,0.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naturalgas_ccccsavgcf_conservative,0.93,0,0,MIDAT,0,0,0.9
