Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
9000,1,1,1,9000,1,168,8760,1,108096,83428,29997
,,,,,,,,2,105684,79076,28485
,,,,,,,,3,103218,77158,27217
,,,,,,,,4,101746,76203,26495
,,,,,,,,5,101485,76230,26296
,,,,,,,,6,102706,77310,26651
,,,,,,,,7,105589,79412,27502
,,,,,,,,8,108694,81337,28164
,,,,,,,,9,113243,82985,29291
,,,,,,,,10,115920,83522,30589
,,,,,,,,11,115710,83727,31534
,,,,,,,,12,115112,83985,32062
,,,,,,,,13,115449,84472,32407
,,,,,,,,14,115070,84653,32422
,,,,,,,,15,113858,84544,32296
,,,,,,,,16,112419,85121,32550
,,,,,,,,17,112569,88684,35074
,,,,,,,,18,117483,95272,37891
,,,,,,,,19,126056,97418,37795
,,,,,,,,20,125700,96757,36868
,,,,,,,,21,123524,95797,35819
,,,,,,,,22,119982,93184,34277
,,,,,,,,23,115367,89568,32238
,,,,,,,,24,109408,85140,29836
,,,,,,,,25,104091,81228,27763
,,,,,,,,26,101208,78896,26464
,,,,,,,,27,100517,77979,25755
,,,,,,,,28,101581,78456,25563
,,,,,,,,29,104347,80399,25960
,,,,,,,,30,110150,84033,27136
,,,,,,,,31,119319,89147,29015
,,,,,,,,32,126377,93039,30550
,,,,,,,,33,131934,95558,32238
,,,,,,,,34,136533,98498,34118
,,,,,,,,35,139099,101125,35556
,,,,,,,,36,139266,102277,36178
,,,,,,,,37,137747,102500,36278
,,,,,,,,38,135330,102295,36141
,,,,,,,,39,133161,102070,36057
,,,,,,,,40,132381,102700,36523
,,,,,,,,41,135306,106644,39256
,,,,,,,,42,146661,115290,42814
,,,,,,,,43,159505,117773,42714
,,,,,,,,44,162011,117398,41915
,,,,,,,,45,161138,115523,40435
,,,,,,,,46,157668,112055,38180
,,,,,,,,47,151429,106433,35123
,,,,,,,,48,144761,100546,32318
,,,,,,,,49,140348,96517,30434
,,,,,,,,50,138905,94435,29377
,,,,,,,,51,138998,93835,28858
,,,,,,,,52,141489,94429,28816
,,,,,,,,53,146332,96879,29620
,,,,,,,,54,156889,103123,32112
,,,,,,,,55,173102,113593,36802
,,,,,,,,56,183867,120057,39809
,,,,,,,,57,183985,120233,40529
,,,,,,,,58,181210,119673,41073
,,,,,,,,59,177657,119805,41506
,,,,,,,,60,172916,119614,41657
,,,,,,,,61,167308,119072,41550
,,,,,,,,62,162299,118867,41560
,,,,,,,,63,158114,118347,41477
,,,,,,,,64,156104,118485,41980
,,,,,,,,65,159006,121870,44474
,,,,,,,,66,172026,130538,47947
,,,,,,,,67,189492,133456,47880
,,,,,,,,68,194655,132695,47193
,,,,,,,,69,195453,130993,45828
,,,,,,,,70,192007,126733,43427
,,,,,,,,71,185000,120467,40204
,,,,,,,,72,177573,113786,37133
,,,,,,,,73,172831,109389,35085
,,,,,,,,74,171575,107035,34024
,,,,,,,,75,172424,106430,33399
,,,,,,,,76,174527,106802,33241
,,,,,,,,77,179224,108885,33893
,,,,,,,,78,189374,114718,36195
,,,,,,,,79,204559,124236,40774
