Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,MIDAT_reference_uranium
25596,0,3.58,4.4,0.73,3.68,0.73,0.73
25597,0,3.58,4.4,0.73,3.68,0.73,0.73
25598,0,3.58,4.4,0.73,3.68,0.73,0.73
25599,0,3.58,4.4,0.73,3.68,0.73,0.73
25600,0,3.58,4.4,0.73,3.68,0.73,0.73
25601,0,3.58,4.4,0.73,3.68,0.73,0.73
25602,0,3.58,4.4,0.73,3.68,0.73,0.73
25603,0,3.58,4.4,0.73,3.68,0.73,0.73
25604,0,3.58,4.4,0.73,3.68,0.73,0.73
25605,0,3.58,4.4,0.73,3.68,0.73,0.73
25606,0,3.58,4.4,0.73,3.68,0.73,0.73
25607,0,3.58,4.4,0.73,3.68,0.73,0.73
25608,0,3.58,4.4,0.73,3.68,0.73,0.73
25609,0,3.58,4.4,0.73,3.68,0.73,0.73
25610,0,3.58,4.4,0.73,3.68,0.73,0.73
25611,0,3.58,4.4,0.73,3.68,0.73,0.73
25612,0,3.58,4.4,0.73,3.68,0.73,0.73
25613,0,3.58,4.4,0.73,3.68,0.73,0.73
25614,0,3.58,4.4,0.73,3.68,0.73,0.73
25615,0,3.58,4.4,0.73,3.68,0.73,0.73
25616,0,3.58,4.4,0.73,3.68,0.73,0.73
25617,0,3.58,4.4,0.73,3.68,0.73,0.73
25618,0,3.58,4.4,0.73,3.68,0.73,0.73
25619,0,3.58,4.4,0.73,3.68,0.73,0.73
25620,0,3.58,4.4,0.73,3.68,0.73,0.73
25621,0,3.58,4.4,0.73,3.68,0.73,0.73
25622,0,3.58,4.4,0.73,3.68,0.73,0.73
25623,0,3.58,4.4,0.73,3.68,0.73,0.73
25624,0,3.58,4.4,0.73,3.68,0.73,0.73
25625,0,3.58,4.4,0.73,3.68,0.73,0.73
25626,0,3.58,4.4,0.73,3.68,0.73,0.73
25627,0,3.58,4.4,0.73,3.68,0.73,0.73
25628,0,3.58,4.4,0.73,3.68,0.73,0.73
25629,0,3.58,4.4,0.73,3.68,0.73,0.73
25630,0,3.58,4.4,0.73,3.68,0.73,0.73
25631,0,3.58,4.4,0.73,3.68,0.73,0.73
25632,0,3.58,4.4,0.73,3.68,0.73,0.73
25633,0,3.58,4.4,0.73,3.68,0.73,0.73
25634,0,3.58,4.4,0.73,3.68,0.73,0.73
25635,0,3.58,4.4,0.73,3.68,0.73,0.73
25636,0,3.58,4.4,0.73,3.68,0.73,0.73
25637,0,3.58,4.4,0.73,3.68,0.73,0.73
25638,0,3.58,4.4,0.73,3.68,0.73,0.73
25639,0,3.58,4.4,0.73,3.68,0.73,0.73
25640,0,3.58,4.4,0.73,3.68,0.73,0.73
25641,0,3.58,4.4,0.73,3.68,0.73,0.73
25642,0,3.58,4.4,0.73,3.68,0.73,0.73
25643,0,3.58,4.4,0.73,3.68,0.73,0.73
25644,0,3.58,4.4,0.73,3.68,0.73,0.73
25645,0,3.58,4.4,0.73,3.68,0.73,0.73
25646,0,3.58,4.4,0.73,3.68,0.73,0.73
25647,0,3.58,4.4,0.73,3.68,0.73,0.73
25648,0,3.58,4.4,0.73,3.68,0.73,0.73
25649,0,3.58,4.4,0.73,3.68,0.73,0.73
25650,0,3.58,4.4,0.73,3.68,0.73,0.73
25651,0,3.58,4.4,0.73,3.68,0.73,0.73
25652,0,3.58,4.4,0.73,3.68,0.73,0.73
25653,0,3.58,4.4,0.73,3.68,0.73,0.73
25654,0,3.58,4.4,0.73,3.68,0.73,0.73
25655,0,3.58,4.4,0.73,3.68,0.73,0.73
25656,0,3.58,4.4,0.73,3.68,0.73,0.73
25657,0,3.58,4.4,0.73,3.68,0.73,0.73
25658,0,3.58,4.4,0.73,3.68,0.73,0.73
25659,0,3.58,4.4,0.73,3.68,0.73,0.73
25660,0,3.58,4.4,0.73,3.68,0.73,0.73
25661,0,3.58,4.4,0.73,3.68,0.73,0.73
25662,0,3.58,4.4,0.73,3.68,0.73,0.73
25663,0,3.58,4.4,0.73,3.68,0.73,0.73
25664,0,3.58,4.4,0.73,3.68,0.73,0.73
25665,0,3.58,4.4,0.73,3.68,0.73,0.73
25666,0,3.58,4.4,0.73,3.68,0.73,0.73
25667,0,3.58,4.4,0.73,3.68,0.73,0.73
25668,0,3.58,4.4,0.73,3.68,0.73,0.73
25669,0,3.58,4.4,0.73,3.68,0.73,0.73
25670,0,3.58,4.4,0.73,3.68,0.73,0.73
25671,0,3.58,4.4,0.73,3.68,0.73,0.73
25672,0,3.58,4.4,0.73,3.68,0.73,0.73
25673,0,3.58,4.4,0.73,3.68,0.73,0.73
25674,0,3.58,4.4,0.73,3.68,0.73,0.73
25675,0,3.58,4.4,0.73,3.68,0.73,0.73
25676,0,3.58,4.4,0.73,3.68,0.73,0.73
25677,0,3.58,4.4,0.73,3.68,0.73,0.73
25678,0,3.58,4.4,0.73,3.68,0.73,0.73
25679,0,3.58,4.4,0.73,3.68,0.73,0.73
25680,0,3.58,4.4,0.73,3.68,0.73,0.73
25681,0,3.58,4.4,0.73,3.68,0.73,0.73
25682,0,3.58,4.4,0.73,3.68,0.73,0.73
25683,0,3.58,4.4,0.73,3.68,0.73,0.73
25684,0,3.58,4.4,0.73,3.68,0.73,0.73
25685,0,3.58,4.4,0.73,3.68,0.73,0.73
25686,0,3.58,4.4,0.73,3.68,0.73,0.73
25687,0,3.58,4.4,0.73,3.68,0.73,0.73
25688,0,3.58,4.4,0.73,3.68,0.73,0.73
25689,0,3.58,4.4,0.73,3.68,0.73,0.73
25690,0,3.58,4.4,0.73,3.68,0.73,0.73
25691,0,3.58,4.4,0.73,3.68,0.73,0.73
25692,0,3.58,4.4,0.73,3.68,0.73,0.73
25693,0,3.58,4.4,0.73,3.68,0.73,0.73
25694,0,3.58,4.4,0.73,3.68,0.73,0.73
25695,0,3.58,4.4,0.73,3.68,0.73,0.73
25696,0,3.58,4.4,0.73,3.68,0.73,0.73
25697,0,3.58,4.4,0.73,3.68,0.73,0.73
25698,0,3.58,4.4,0.73,3.68,0.73,0.73
25699,0,3.58,4.4,0.73,3.68,0.73,0.73
25700,0,3.58,4.4,0.73,3.68,0.73,0.73
25701,0,3.58,4.4,0.73,3.68,0.73,0.73
25702,0,3.58,4.4,0.73,3.68,0.73,0.73
25703,0,3.58,4.4,0.73,3.68,0.73,0.73
25704,0,3.58,4.4,0.73,3.68,0.73,0.73
25705,0,3.58,4.4,0.73,3.68,0.73,0.73
25706,0,3.58,4.4,0.73,3.68,0.73,0.73
25707,0,3.58,4.4,0.73,3.68,0.73,0.73
25708,0,3.58,4.4,0.73,3.68,0.73,0.73
25709,0,3.58,4.4,0.73,3.68,0.73,0.73
25710,0,3.58,4.4,0.73,3.68,0.73,0.73
25711,0,3.58,4.4,0.73,3.68,0.73,0.73
25712,0,3.58,4.4,0.73,3.68,0.73,0.73
25713,0,3.58,4.4,0.73,3.68,0.73,0.73
25714,0,3.58,4.4,0.73,3.68,0.73,0.73
25715,0,3.58,4.4,0.73,3.68,0.73,0.73
25716,0,3.58,4.4,0.73,3.68,0.73,0.73
25717,0,3.58,4.4,0.73,3.68,0.73,0.73
25718,0,3.58,4.4,0.73,3.68,0.73,0.73
25719,0,3.58,4.4,0.73,3.68,0.73,0.73
25720,0,3.58,4.4,0.73,3.68,0.73,0.73
25721,0,3.58,4.4,0.73,3.68,0.73,0.73
25722,0,3.58,4.4,0.73,3.68,0.73,0.73
25723,0,3.58,4.4,0.73,3.68,0.73,0.73
25724,0,3.58,4.4,0.73,3.68,0.73,0.73
25725,0,3.58,4.4,0.73,3.68,0.73,0.73
25726,0,3.58,4.4,0.73,3.68,0.73,0.73
25727,0,3.58,4.4,0.73,3.68,0.73,0.73
25728,0,3.58,4.4,0.73,3.68,0.73,0.73
25729,0,3.58,4.4,0.73,3.68,0.73,0.73
25730,0,3.58,4.4,0.73,3.68,0.73,0.73
25731,0,3.58,4.4,0.73,3.68,0.73,0.73
25732,0,3.58,4.4,0.73,3.68,0.73,0.73
25733,0,3.58,4.4,0.73,3.68,0.73,0.73
25734,0,3.58,4.4,0.73,3.68,0.73,0.73
25735,0,3.58,4.4,0.73,3.68,0.73,0.73
25736,0,3.58,4.4,0.73,3.68,0.73,0.73
25737,0,3.58,4.4,0.73,3.68,0.73,0.73
25738,0,3.58,4.4,0.73,3.68,0.73,0.73
25739,0,3.58,4.4,0.73,3.68,0.73,0.73
25740,0,3.58,4.4,0.73,3.68,0.73,0.73
25741,0,3.58,4.4,0.73,3.68,0.73,0.73
25742,0,3.58,4.4,0.73,3.68,0.73,0.73
25743,0,3.58,4.4,0.73,3.68,0.73,0.73
25744,0,3.58,4.4,0.73,3.68,0.73,0.73
25745,0,3.58,4.4,0.73,3.68,0.73,0.73
25746,0,3.58,4.4,0.73,3.68,0.73,0.73
25747,0,3.58,4.4,0.73,3.68,0.73,0.73
25748,0,3.58,4.4,0.73,3.68,0.73,0.73
25749,0,3.58,4.4,0.73,3.68,0.73,0.73
25750,0,3.58,4.4,0.73,3.68,0.73,0.73
25751,0,3.58,4.4,0.73,3.68,0.73,0.73
25752,0,3.58,4.4,0.73,3.68,0.73,0.73
25753,0,3.58,4.4,0.73,3.68,0.73,0.73
25754,0,3.58,4.4,0.73,3.68,0.73,0.73
25755,0,3.58,4.4,0.73,3.68,0.73,0.73
25756,0,3.58,4.4,0.73,3.68,0.73,0.73
25757,0,3.58,4.4,0.73,3.68,0.73,0.73
25758,0,3.58,4.4,0.73,3.68,0.73,0.73
25759,0,3.58,4.4,0.73,3.68,0.73,0.73
25760,0,3.58,4.4,0.73,3.68,0.73,0.73
25761,0,3.58,4.4,0.73,3.68,0.73,0.73
25762,0,3.58,4.4,0.73,3.68,0.73,0.73
25763,0,3.58,4.4,0.73,3.68,0.73,0.73
25764,0,3.58,4.4,0.73,3.68,0.73,0.73
25765,0,3.58,4.4,0.73,3.68,0.73,0.73
25766,0,3.58,4.4,0.73,3.68,0.73,0.73
25767,0,3.58,4.4,0.73,3.68,0.73,0.73
25768,0,3.58,4.4,0.73,3.68,0.73,0.73
25769,0,3.58,4.4,0.73,3.68,0.73,0.73
25770,0,3.58,4.4,0.73,3.68,0.73,0.73
25771,0,3.58,4.4,0.73,3.68,0.73,0.73
25772,0,3.58,4.4,0.73,3.68,0.73,0.73
25773,0,3.58,4.4,0.73,3.68,0.73,0.73
25774,0,3.58,4.4,0.73,3.68,0.73,0.73
25775,0,3.58,4.4,0.73,3.68,0.73,0.73
25776,0,3.58,4.4,0.73,3.68,0.73,0.73
25777,0,3.58,4.4,0.73,3.68,0.73,0.73
25778,0,3.58,4.4,0.73,3.68,0.73,0.73
25779,0,3.58,4.4,0.73,3.68,0.73,0.73
25780,0,3.58,4.4,0.73,3.68,0.73,0.73
25781,0,3.58,4.4,0.73,3.68,0.73,0.73
25782,0,3.58,4.4,0.73,3.68,0.73,0.73
25783,0,3.58,4.4,0.73,3.68,0.73,0.73
25784,0,3.58,4.4,0.73,3.68,0.73,0.73
25785,0,3.58,4.4,0.73,3.68,0.73,0.73
25786,0,3.58,4.4,0.73,3.68,0.73,0.73
25787,0,3.58,4.4,0.73,3.68,0.73,0.73
25788,0,3.58,4.4,0.73,3.68,0.73,0.73
25789,0,3.58,4.4,0.73,3.68,0.73,0.73
25790,0,3.58,4.4,0.73,3.68,0.73,0.73
25791,0,3.58,4.4,0.73,3.68,0.73,0.73
25792,0,3.58,4.4,0.73,3.68,0.73,0.73
25793,0,3.58,4.4,0.73,3.68,0.73,0.73
25794,0,3.58,4.4,0.73,3.68,0.73,0.73
25795,0,3.58,4.4,0.73,3.68,0.73,0.73
25796,0,3.58,4.4,0.73,3.68,0.73,0.73
25797,0,3.58,4.4,0.73,3.68,0.73,0.73
25798,0,3.58,4.4,0.73,3.68,0.73,0.73
25799,0,3.58,4.4,0.73,3.68,0.73,0.73
25800,0,3.58,4.4,0.73,3.68,0.73,0.73
25801,0,3.58,4.4,0.73,3.68,0.73,0.73
25802,0,3.58,4.4,0.73,3.68,0.73,0.73
25803,0,3.58,4.4,0.73,3.68,0.73,0.73
25804,0,3.58,4.4,0.73,3.68,0.73,0.73
25805,0,3.58,4.4,0.73,3.68,0.73,0.73
25806,0,3.58,4.4,0.73,3.68,0.73,0.73
25807,0,3.58,4.4,0.73,3.68,0.73,0.73
25808,0,3.58,4.4,0.73,3.68,0.73,0.73
25809,0,3.58,4.4,0.73,3.68,0.73,0.73
25810,0,3.58,4.4,0.73,3.68,0.73,0.73
25811,0,3.58,4.4,0.73,3.68,0.73,0.73
25812,0,3.58,4.4,0.73,3.68,0.73,0.73
25813,0,3.58,4.4,0.73,3.68,0.73,0.73
25814,0,3.58,4.4,0.73,3.68,0.73,0.73
25815,0,3.58,4.4,0.73,3.68,0.73,0.73
25816,0,3.58,4.4,0.73,3.68,0.73,0.73
25817,0,3.58,4.4,0.73,3.68,0.73,0.73
25818,0,3.58,4.4,0.73,3.68,0.73,0.73
25819,0,3.58,4.4,0.73,3.68,0.73,0.73
25820,0,3.58,4.4,0.73,3.68,0.73,0.73
25821,0,3.58,4.4,0.73,3.68,0.73,0.73
25822,0,3.58,4.4,0.73,3.68,0.73,0.73
25823,0,3.58,4.4,0.73,3.68,0.73,0.73
25824,0,3.58,4.4,0.73,3.68,0.73,0.73
25825,0,3.58,4.4,0.73,3.68,0.73,0.73
25826,0,3.58,4.4,0.73,3.68,0.73,0.73
25827,0,3.58,4.4,0.73,3.68,0.73,0.73
25828,0,3.58,4.4,0.73,3.68,0.73,0.73
25829,0,3.58,4.4,0.73,3.68,0.73,0.73
25830,0,3.58,4.4,0.73,3.68,0.73,0.73
25831,0,3.58,4.4,0.73,3.68,0.73,0.73
25832,0,3.58,4.4,0.73,3.68,0.73,0.73
25833,0,3.58,4.4,0.73,3.68,0.73,0.73
25834,0,3.58,4.4,0.73,3.68,0.73,0.73
25835,0,3.58,4.4,0.73,3.68,0.73,0.73
25836,0,3.58,4.4,0.73,3.68,0.73,0.73
25837,0,3.58,4.4,0.73,3.68,0.73,0.73
25838,0,3.58,4.4,0.73,3.68,0.73,0.73
25839,0,3.58,4.4,0.73,3.68,0.73,0.73
25840,0,3.58,4.4,0.73,3.68,0.73,0.73
25841,0,3.58,4.4,0.73,3.68,0.73,0.73
25842,0,3.58,4.4,0.73,3.68,0.73,0.73
25843,0,3.58,4.4,0.73,3.68,0.73,0.73
25844,0,3.58,4.4,0.73,3.68,0.73,0.73
25845,0,3.58,4.4,0.73,3.68,0.73,0.73
25846,0,3.58,4.4,0.73,3.68,0.73,0.73
25847,0,3.58,4.4,0.73,3.68,0.73,0.73
25848,0,3.58,4.4,0.73,3.68,0.73,0.73
25849,0,3.58,4.4,0.73,3.68,0.73,0.73
25850,0,3.58,4.4,0.73,3.68,0.73,0.73
25851,0,3.58,4.4,0.73,3.68,0.73,0.73
25852,0,3.58,4.4,0.73,3.68,0.73,0.73
25853,0,3.58,4.4,0.73,3.68,0.73,0.73
25854,0,3.58,4.4,0.73,3.68,0.73,0.73
25855,0,3.58,4.4,0.73,3.68,0.73,0.73
25856,0,3.58,4.4,0.73,3.68,0.73,0.73
25857,0,3.58,4.4,0.73,3.68,0.73,0.73
25858,0,3.58,4.4,0.73,3.68,0.73,0.73
25859,0,3.58,4.4,0.73,3.68,0.73,0.73
25860,0,3.58,4.4,0.73,3.68,0.73,0.73
25861,0,3.58,4.4,0.73,3.68,0.73,0.73
25862,0,3.58,4.4,0.73,3.68,0.73,0.73
25863,0,3.58,4.4,0.73,3.68,0.73,0.73
25864,0,3.58,4.4,0.73,3.68,0.73,0.73
25865,0,3.58,4.4,0.73,3.68,0.73,0.73
25866,0,3.58,4.4,0.73,3.68,0.73,0.73
25867,0,3.58,4.4,0.73,3.68,0.73,0.73
25868,0,3.58,4.4,0.73,3.68,0.73,0.73
25869,0,3.58,4.4,0.73,3.68,0.73,0.73
25870,0,3.58,4.4,0.73,3.68,0.73,0.73
25871,0,3.58,4.4,0.73,3.68,0.73,0.73
25872,0,3.58,4.4,0.73,3.68,0.73,0.73
25873,0,3.58,4.4,0.73,3.68,0.73,0.73
25874,0,3.58,4.4,0.73,3.68,0.73,0.73
25875,0,3.58,4.4,0.73,3.68,0.73,0.73
25876,0,3.58,4.4,0.73,3.68,0.73,0.73
25877,0,3.58,4.4,0.73,3.68,0.73,0.73
25878,0,3.58,4.4,0.73,3.68,0.73,0.73
25879,0,3.58,4.4,0.73,3.68,0.73,0.73
25880,0,3.58,4.4,0.73,3.68,0.73,0.73
25881,0,3.58,4.4,0.73,3.68,0.73,0.73
25882,0,3.58,4.4,0.73,3.68,0.73,0.73
25883,0,3.58,4.4,0.73,3.68,0.73,0.73
25884,0,3.58,4.4,0.73,3.68,0.73,0.73
25885,0,3.58,4.4,0.73,3.68,0.73,0.73
25886,0,3.58,4.4,0.73,3.68,0.73,0.73
25887,0,3.58,4.4,0.73,3.68,0.73,0.73
25888,0,3.58,4.4,0.73,3.68,0.73,0.73
25889,0,3.58,4.4,0.73,3.68,0.73,0.73
25890,0,3.58,4.4,0.73,3.68,0.73,0.73
25891,0,3.58,4.4,0.73,3.68,0.73,0.73
25892,0,3.58,4.4,0.73,3.68,0.73,0.73
25893,0,3.58,4.4,0.73,3.68,0.73,0.73
25894,0,3.58,4.4,0.73,3.68,0.73,0.73
25895,0,3.58,4.4,0.73,3.68,0.73,0.73
25896,0,3.58,4.4,0.73,3.68,0.73,0.73
25897,0,3.58,4.4,0.73,3.68,0.73,0.73
25898,0,3.58,4.4,0.73,3.68,0.73,0.73
25899,0,3.58,4.4,0.73,3.68,0.73,0.73
25900,0,3.58,4.4,0.73,3.68,0.73,0.73
25901,0,3.58,4.4,0.73,3.68,0.73,0.73
25902,0,3.58,4.4,0.73,3.68,0.73,0.73
25903,0,3.58,4.4,0.73,3.68,0.73,0.73
25904,0,3.58,4.4,0.73,3.68,0.73,0.73
25905,0,3.58,4.4,0.73,3.68,0.73,0.73
25906,0,3.58,4.4,0.73,3.68,0.73,0.73
25907,0,3.58,4.4,0.73,3.68,0.73,0.73
25908,0,3.58,4.4,0.73,3.68,0.73,0.73
25909,0,3.58,4.4,0.73,3.68,0.73,0.73
25910,0,3.58,4.4,0.73,3.68,0.73,0.73
25911,0,3.58,4.4,0.73,3.68,0.73,0.73
25912,0,3.58,4.4,0.73,3.68,0.73,0.73
25913,0,3.58,4.4,0.73,3.68,0.73,0.73
25914,0,3.58,4.4,0.73,3.68,0.73,0.73
25915,0,3.58,4.4,0.73,3.68,0.73,0.73
25916,0,3.58,4.4,0.73,3.68,0.73,0.73
25917,0,3.58,4.4,0.73,3.68,0.73,0.73
25918,0,3.58,4.4,0.73,3.68,0.73,0.73
25919,0,3.58,4.4,0.73,3.68,0.73,0.73
25920,0,3.58,4.4,0.73,3.68,0.73,0.73
25921,0,3.58,4.4,0.73,3.68,0.73,0.73
25922,0,3.58,4.4,0.73,3.68,0.73,0.73
25923,0,3.58,4.4,0.73,3.68,0.73,0.73
25924,0,3.58,4.4,0.73,3.68,0.73,0.73
25925,0,3.58,4.4,0.73,3.68,0.73,0.73
25926,0,3.58,4.4,0.73,3.68,0.73,0.73
25927,0,3.58,4.4,0.73,3.68,0.73,0.73
25928,0,3.58,4.4,0.73,3.68,0.73,0.73
25929,0,3.58,4.4,0.73,3.68,0.73,0.73
25930,0,3.58,4.4,0.73,3.68,0.73,0.73
25931,0,3.58,4.4,0.73,3.68,0.73,0.73
25932,0,3.58,4.4,0.73,3.68,0.73,0.73
25933,0,3.58,4.4,0.73,3.68,0.73,0.73
25934,0,3.58,4.4,0.73,3.68,0.73,0.73
25935,0,3.58,4.4,0.73,3.68,0.73,0.73
25936,0,3.58,4.4,0.73,3.68,0.73,0.73
25937,0,3.58,4.4,0.73,3.68,0.73,0.73
25938,0,3.58,4.4,0.73,3.68,0.73,0.73
25939,0,3.58,4.4,0.73,3.68,0.73,0.73
25940,0,3.58,4.4,0.73,3.68,0.73,0.73
25941,0,3.58,4.4,0.73,3.68,0.73,0.73
25942,0,3.58,4.4,0.73,3.68,0.73,0.73
25943,0,3.58,4.4,0.73,3.68,0.73,0.73
25944,0,3.58,4.4,0.73,3.68,0.73,0.73
25945,0,3.58,4.4,0.73,3.68,0.73,0.73
25946,0,3.58,4.4,0.73,3.68,0.73,0.73
25947,0,3.58,4.4,0.73,3.68,0.73,0.73
25948,0,3.58,4.4,0.73,3.68,0.73,0.73
25949,0,3.58,4.4,0.73,3.68,0.73,0.73
25950,0,3.58,4.4,0.73,3.68,0.73,0.73
25951,0,3.58,4.4,0.73,3.68,0.73,0.73
25952,0,3.58,4.4,0.73,3.68,0.73,0.73
25953,0,3.58,4.4,0.73,3.68,0.73,0.73
25954,0,3.58,4.4,0.73,3.68,0.73,0.73
25955,0,3.58,4.4,0.73,3.68,0.73,0.73
25956,0,3.58,4.4,0.73,3.68,0.73,0.73
25957,0,3.58,4.4,0.73,3.68,0.73,0.73
25958,0,3.58,4.4,0.73,3.68,0.73,0.73
25959,0,3.58,4.4,0.73,3.68,0.73,0.73
25960,0,3.58,4.4,0.73,3.68,0.73,0.73
25961,0,3.58,4.4,0.73,3.68,0.73,0.73
25962,0,3.58,4.4,0.73,3.68,0.73,0.73
25963,0,3.58,4.4,0.73,3.68,0.73,0.73
25964,0,3.58,4.4,0.73,3.68,0.73,0.73
25965,0,3.58,4.4,0.73,3.68,0.73,0.73
25966,0,3.58,4.4,0.73,3.68,0.73,0.73
25967,0,3.58,4.4,0.73,3.68,0.73,0.73
25968,0,3.58,4.4,0.73,3.68,0.73,0.73
25969,0,3.58,4.4,0.73,3.68,0.73,0.73
25970,0,3.58,4.4,0.73,3.68,0.73,0.73
25971,0,3.58,4.4,0.73,3.68,0.73,0.73
25972,0,3.58,4.4,0.73,3.68,0.73,0.73
25973,0,3.58,4.4,0.73,3.68,0.73,0.73
25974,0,3.58,4.4,0.73,3.68,0.73,0.73
25975,0,3.58,4.4,0.73,3.68,0.73,0.73
25976,0,3.58,4.4,0.73,3.68,0.73,0.73
25977,0,3.58,4.4,0.73,3.68,0.73,0.73
25978,0,3.58,4.4,0.73,3.68,0.73,0.73
25979,0,3.58,4.4,0.73,3.68,0.73,0.73
25980,0,3.58,4.4,0.73,3.68,0.73,0.73
25981,0,3.58,4.4,0.73,3.68,0.73,0.73
25982,0,3.58,4.4,0.73,3.68,0.73,0.73
25983,0,3.58,4.4,0.73,3.68,0.73,0.73
25984,0,3.58,4.4,0.73,3.68,0.73,0.73
25985,0,3.58,4.4,0.73,3.68,0.73,0.73
25986,0,3.58,4.4,0.73,3.68,0.73,0.73
25987,0,3.58,4.4,0.73,3.68,0.73,0.73
25988,0,3.58,4.4,0.73,3.68,0.73,0.73
25989,0,3.58,4.4,0.73,3.68,0.73,0.73
25990,0,3.58,4.4,0.73,3.68,0.73,0.73
25991,0,3.58,4.4,0.73,3.68,0.73,0.73
25992,0,3.58,4.4,0.73,3.68,0.73,0.73
25993,0,3.58,4.4,0.73,3.68,0.73,0.73
25994,0,3.58,4.4,0.73,3.68,0.73,0.73
25995,0,3.58,4.4,0.73,3.68,0.73,0.73
25996,0,3.58,4.4,0.73,3.68,0.73,0.73
25997,0,3.58,4.4,0.73,3.68,0.73,0.73
25998,0,3.58,4.4,0.73,3.68,0.73,0.73
25999,0,3.58,4.4,0.73,3.68,0.73,0.73
26000,0,3.58,4.4,0.73,3.68,0.73,0.73
26001,0,3.58,4.4,0.73,3.68,0.73,0.73
26002,0,3.58,4.4,0.73,3.68,0.73,0.73
26003,0,3.58,4.4,0.73,3.68,0.73,0.73
26004,0,3.58,4.4,0.73,3.68,0.73,0.73
26005,0,3.58,4.4,0.73,3.68,0.73,0.73
26006,0,3.58,4.4,0.73,3.68,0.73,0.73
26007,0,3.58,4.4,0.73,3.68,0.73,0.73
26008,0,3.58,4.4,0.73,3.68,0.73,0.73
26009,0,3.58,4.4,0.73,3.68,0.73,0.73
26010,0,3.58,4.4,0.73,3.68,0.73,0.73
26011,0,3.58,4.4,0.73,3.68,0.73,0.73
26012,0,3.58,4.4,0.73,3.68,0.73,0.73
26013,0,3.58,4.4,0.73,3.68,0.73,0.73
26014,0,3.58,4.4,0.73,3.68,0.73,0.73
26015,0,3.58,4.4,0.73,3.68,0.73,0.73
26016,0,3.58,4.4,0.73,3.68,0.73,0.73
26017,0,3.58,4.4,0.73,3.68,0.73,0.73
26018,0,3.58,4.4,0.73,3.68,0.73,0.73
26019,0,3.58,4.4,0.73,3.68,0.73,0.73
26020,0,3.58,4.4,0.73,3.68,0.73,0.73
26021,0,3.58,4.4,0.73,3.68,0.73,0.73
26022,0,3.58,4.4,0.73,3.68,0.73,0.73
26023,0,3.58,4.4,0.73,3.68,0.73,0.73
26024,0,3.58,4.4,0.73,3.68,0.73,0.73
26025,0,3.58,4.4,0.73,3.68,0.73,0.73
26026,0,3.58,4.4,0.73,3.68,0.73,0.73
26027,0,3.58,4.4,0.73,3.68,0.73,0.73
26028,0,3.58,4.4,0.73,3.68,0.73,0.73
26029,0,3.58,4.4,0.73,3.68,0.73,0.73
26030,0,3.58,4.4,0.73,3.68,0.73,0.73
26031,0,3.58,4.4,0.73,3.68,0.73,0.73
26032,0,3.58,4.4,0.73,3.68,0.73,0.73
26033,0,3.58,4.4,0.73,3.68,0.73,0.73
26034,0,3.58,4.4,0.73,3.68,0.73,0.73
26035,0,3.58,4.4,0.73,3.68,0.73,0.73
26036,0,3.58,4.4,0.73,3.68,0.73,0.73
26037,0,3.58,4.4,0.73,3.68,0.73,0.73
26038,0,3.58,4.4,0.73,3.68,0.73,0.73
26039,0,3.58,4.4,0.73,3.68,0.73,0.73
26040,0,3.58,4.4,0.73,3.68,0.73,0.73
26041,0,3.58,4.4,0.73,3.68,0.73,0.73
26042,0,3.58,4.4,0.73,3.68,0.73,0.73
26043,0,3.58,4.4,0.73,3.68,0.73,0.73
26044,0,3.58,4.4,0.73,3.68,0.73,0.73
26045,0,3.58,4.4,0.73,3.68,0.73,0.73
26046,0,3.58,4.4,0.73,3.68,0.73,0.73
26047,0,3.58,4.4,0.73,3.68,0.73,0.73
26048,0,3.58,4.4,0.73,3.68,0.73,0.73
26049,0,3.58,4.4,0.73,3.68,0.73,0.73
26050,0,3.58,4.4,0.73,3.68,0.73,0.73
26051,0,3.58,4.4,0.73,3.68,0.73,0.73
26052,0,3.58,4.4,0.73,3.68,0.73,0.73
26053,0,3.58,4.4,0.73,3.68,0.73,0.73
26054,0,3.58,4.4,0.73,3.68,0.73,0.73
26055,0,3.58,4.4,0.73,3.68,0.73,0.73
26056,0,3.58,4.4,0.73,3.68,0.73,0.73
26057,0,3.58,4.4,0.73,3.68,0.73,0.73
26058,0,3.58,4.4,0.73,3.68,0.73,0.73
26059,0,3.58,4.4,0.73,3.68,0.73,0.73
26060,0,3.58,4.4,0.73,3.68,0.73,0.73
26061,0,3.58,4.4,0.73,3.68,0.73,0.73
26062,0,3.58,4.4,0.73,3.68,0.73,0.73
26063,0,3.58,4.4,0.73,3.68,0.73,0.73
26064,0,3.58,4.4,0.73,3.68,0.73,0.73
26065,0,3.58,4.4,0.73,3.68,0.73,0.73
26066,0,3.58,4.4,0.73,3.68,0.73,0.73
26067,0,3.58,4.4,0.73,3.68,0.73,0.73
26068,0,3.58,4.4,0.73,3.68,0.73,0.73
26069,0,3.58,4.4,0.73,3.68,0.73,0.73
26070,0,3.58,4.4,0.73,3.68,0.73,0.73
26071,0,3.58,4.4,0.73,3.68,0.73,0.73
26072,0,3.58,4.4,0.73,3.68,0.73,0.73
26073,0,3.58,4.4,0.73,3.68,0.73,0.73
26074,0,3.58,4.4,0.73,3.68,0.73,0.73
26075,0,3.58,4.4,0.73,3.68,0.73,0.73
