Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,0.00721593,0.0022187445,0.007678331,0.0023061484,0.008433153,0.0025176855,0.008278331,0.0023577234,0.0076495195,0.0022578195,0.0069745835,0.0019024351,0.006805086,0.0021173898,0.008040728,0.0022518353,0.008604753,0.0023713582,0.008160416,0.0023213814
t1,9.27282475111455e-6,2.822574467538448e-6,1.010660076154139e-5,2.962544263977466e-6,1.1636783263290956e-5,3.253816395762974e-6,1.0710206872058237e-5,2.9733145921871773e-6,9.99362628967989e-6,2.9066468520742488e-6,9.658647368695213e-6,2.7151282996172815e-6,9.751859649996951e-6,2.8534404328986725e-6,1.0205977419044555e-5,2.8526083295152366e-6,9.341936890099322e-6,2.706973687844467e-6,1.0285782343487821e-5,2.903605020005351e-6
t2,9.26471105078073e-6,2.811088374905912e-6,1.0183266276601231e-5,2.9649376076739552e-6,1.1641103230794363e-5,3.2545082018529668e-6,1.0716198028654087e-5,2.968122242465768e-6,9.979388193295733e-6,2.9108878560741433e-6,9.704269820767504e-6,2.7473298872793803e-6,9.829898037135847e-6,2.8547367130942058e-6,1.0149194753934095e-5,2.8431493600946486e-6,9.34764634182644e-6,2.705727201768221e-6,1.028914145839578e-5,2.9019223499057617e-6
t3,9.280584522342323e-6,2.809351547370167e-6,1.020625161562844e-5,2.9552144249339444e-6,1.1626162988794063e-5,3.2550460884046535e-6,1.0745785899072487e-5,2.970188675021107e-6,9.917211936750927e-6,2.901637735143348e-6,9.701878563382228e-6,2.767042165974357e-6,9.865450903202501e-6,2.8502197278213174e-6,1.0147578612219686e-5,2.843604650344188e-6,9.356048335067207e-6,2.7057074508206952e-6,1.030209152272181e-5,2.901700883330535e-6
t4,9.276867689591095e-6,2.8047225725840793e-6,1.0167127328423302e-5,2.935151256036627e-6,1.1618591307962177e-5,3.2542247345917684e-6,1.0869264907405144e-5,2.992160502040824e-6,9.721267817847019e-6,2.864923701306723e-6,9.668169513329004e-6,2.771378180487465e-6,9.767362781492037e-6,2.820953701448358e-6,1.0122469623629688e-5,2.839254347328419e-6,9.377999060932619e-6,2.7084228656274426e-6,1.0360715487781251e-5,2.9077272529772104e-6
t5,9.303422830206302e-6,2.8068408675937685e-6,1.026912200787042e-5,2.9454709097185324e-6,1.1597234740126916e-5,3.2527990650399273e-6,1.1356153098116017e-5,3.0690483804159596e-6,9.752673955399356e-6,2.8637004326135382e-6,9.65377102265955e-6,2.786588836438295e-6,9.961784836835e-6,2.8431991495814465e-6,1.0157941741915361e-5,2.845974180582319e-6,9.530489482915643e-6,2.731979188955742e-6,1.0575742559109802e-5,2.9359535543152362e-6
t6,9.351186283267121e-6,2.8255220075548635e-6,1.0157762472755997e-5,2.9346148024597474e-6,1.154067771602609e-5,3.253220270663772e-6,1.1330979819245425e-5,3.0794032715483215e-6,9.995150969523346e-6,2.908648831513606e-6,9.558408594474712e-6,2.8064935116117293e-6,9.895575371109162e-6,2.834173056032559e-6,1.0254690317787903e-5,2.8716878497405434e-6,9.91557377309421e-6,2.8094420543281253e-6,1.0734231199673405e-5,2.9653338664119587e-6
t7,9.374329866526655e-6,2.8285628403135705e-6,1.0115188818237654e-5,2.9297253144881085e-6,1.1487393757767298e-5,3.2555111272083098e-6,1.1289737529815298e-5,3.0774123149405585e-6,1.0113424011610746e-5,2.924778528421104e-6,9.533471748662923e-6,2.8230643055004683e-6,9.888639207133863e-6,2.8374383561120052e-6,1.0273642762627206e-5,2.8790695602839693e-6,1.3054658750215005e-5,3.3241698028558898e-6,1.0774324818660332e-5,2.9729153140587394e-6
t8,9.383215039206607e-6,2.8289654483794855e-6,1.0058568088918262e-5,2.9270115998006756e-6,1.146955360597916e-5,3.258206755053871e-6,1.1278730508183247e-5,3.0772559078646915e-6,1.0132843163793465e-5,2.924781898379395e-6,9.494436527520304e-6,2.824742013628558e-6,9.84526402167432e-6,2.8368862166154955e-6,1.0270025007355326e-5,2.881251823406984e-6,1.346819528370467e-5,3.4127130344920067e-6,1.077779200213319e-5,2.974533528854859e-6
t9,9.38739222242695e-6,2.8282791551134537e-6,1.0032372993679998e-5,2.926822654274454e-6,1.1461667066377443e-5,3.2613807689872355e-6,1.1276355368331938e-5,3.077839084084643e-6,1.0159512075279238e-5,2.919866674144376e-6,9.465136123576263e-6,2.8189629512822496e-6,9.811770022548437e-6,2.830195699011787e-6,1.0267653798750002e-5,2.881090527633813e-6,1.3522711203810254e-5,3.42786754215298e-6,1.0780579332616126e-5,2.9760975409487995e-6
t10,9.40019136051837e-6,2.8275446290158078e-6,1.0056300236353242e-5,2.929032529396549e-6,1.1462037100295629e-5,3.2640047808685967e-6,1.1313409827466056e-5,3.0819022278744766e-6,1.0187651192316964e-5,2.907767815966534e-6,9.538180065427022e-6,2.8131867554773454e-6,9.901502872172664e-6,2.8317424512727995e-6,1.0276407127859245e-5,2.8797863116060266e-6,1.3547580054223964e-5,3.431594730788929e-6,1.081806455529481e-5,2.9806486793690433e-6
t11,9.351404571161612e-6,2.8274397969519547e-6,1.0038569131265342e-5,2.9320105816809143e-6,1.1418435171398843e-5,3.268130456119394e-6,1.1268945519243727e-5,3.083774842162209e-6,1.0150850821527531e-5,2.9044262345646167e-6,9.573649541983247e-6,2.7977012270067142e-6,9.927939801198968e-6,2.8424887095149053e-6,1.0232904393677337e-5,2.878826692447881e-6,1.3509964621380276e-5,3.4325620675993856e-6,1.0800350929183067e-5,2.9828000896518328e-6
t12,9.363733230693186e-6,2.8272982824010095e-6,1.0066140421787286e-5,2.9338706852158077e-6,1.1407087503312318e-5,3.2700703368391655e-6,1.1285882930243742e-5,3.083644283396739e-6,1.0176547100318754e-5,2.9032982340903593e-6,9.594333302901915e-6,2.77858839644231e-6,9.950738955308823e-6,2.848547769423905e-6,1.024762080400695e-5,2.8785209149679832e-6,1.3520725720536651e-5,3.432106216563745e-6,1.0817541406977835e-5,2.9830280983785786e-6
t13,9.375215228295568e-6,2.827245759887454e-6,1.0077091648447016e-5,2.9345469017118e-6,1.139647678403773e-5,3.2721918866158135e-6,1.1297190259479804e-5,3.0833579325964093e-6,1.0175026284503533e-5,2.9017588402907713e-6,9.594418366861244e-6,2.7610153614223023e-6,9.981961419936733e-6,2.8514390831884952e-6,1.025792678830166e-5,2.8789842796912523e-6,1.3530708559706864e-5,3.4315418852276044e-6,1.0816630151858477e-5,2.9831074821983557e-6
t14,9.386143267631031e-6,2.8272330597494518e-6,1.0080392090592202e-5,2.9334054800572884e-6,1.1399697270439909e-5,3.272514071741948e-6,1.1302072788722135e-5,3.082695225236303e-6,1.015275597522305e-5,2.898419891719891e-6,9.60358870229192e-6,2.7535848552500564e-6,1.0038574875539798e-5,2.8510778280067523e-6,1.0270929929944018e-5,2.8795278685601763e-6,1.3541637187963794e-5,3.4310243862871747e-6,1.0812458460599285e-5,2.9827034923681356e-6
t15,9.39965711416121e-6,2.827195443781984e-6,1.0089565404688009e-5,2.930717799225969e-6,1.1420377768815549e-5,3.27096656206107e-6,1.131788981090078e-5,3.081532353323331e-6,1.0137534120503146e-5,2.8953664539334375e-6,9.623610520964561e-6,2.7590681436358195e-6,1.008080546677893e-5,2.847132973244562e-6,1.0294680233887096e-5,2.8806681194818545e-6,1.3554755656514713e-5,3.430686994124169e-6,1.0813205019675383e-5,2.9812361285178845e-6
t16,9.365785190006727e-6,2.827497842632384e-6,1.005086853007875e-5,2.9257952543826716e-6,1.1398846756781333e-5,3.2668392448745105e-6,1.1254387501898195e-5,3.0774909409055726e-6,1.0077100532275206e-5,2.901082181983886e-6,9.54262955599163e-6,2.766611289946716e-6,1.0005802061412535e-5,2.841289054360814e-6,1.0289152104126067e-5,2.8829806399083746e-6,1.3511684251169105e-5,3.4304537559272636e-6,1.0753871695921109e-5,2.976690381788514e-6
t17,9.379903934758225e-6,2.827817881918255e-6,1.0056512496466789e-5,2.9239518475463695e-6,1.1380628250005817e-5,3.2684968434000094e-6,1.1258872859563636e-5,3.07730713610651e-6,1.0043767186791361e-5,2.9024820512173075e-6,9.456947241248371e-6,2.766145813338271e-6,9.828289933102959e-6,2.825698736189474e-6,1.032531177480041e-5,2.8853888262853517e-6,1.3516553261566768e-5,3.4278374277590177e-6,1.0745055182067259e-5,2.975604576012195e-6
t18,9.3817502856609e-6,2.8283759270387788e-6,1.0059896312847344e-5,2.925024582463654e-6,1.1382784491029126e-5,3.2688384136946084e-6,1.1259082976821147e-5,3.077895548634719e-6,1.003462888236411e-5,2.9050620214776966e-6,9.258673003843154e-6,2.736157818843997e-6,9.598553065514544e-6,2.8092227788248546e-6,1.035287368102519e-5,2.8874261521397326e-6,1.3470967833891079e-5,3.4131124665196e-6,1.0742087332285155e-5,2.9747372376015517e-6
t19,9.392053099630391e-6,2.828793583441908e-6,1.009529717702202e-5,2.9272745489446754e-6,1.1418551831958936e-5,3.264502224997724e-6,1.12813020235259e-5,3.078539274774947e-6,1.005373732760614e-5,2.908678504690254e-6,9.187599459575746e-6,2.7125954225693745e-6,9.559261997566015e-6,2.817259937553906e-6,1.038912438036427e-5,2.8880455499167375e-6,1.3063744511598837e-5,3.324862065331262e-6,1.0754845347455402e-5,2.9743474144084472e-6
t20,9.402405136024845e-6,2.828116583033705e-6,1.0149810752118367e-5,2.9303079825507396e-6,1.146736533057341e-5,3.264348761954626e-6,1.1346518577910234e-5,3.082227562556662e-6,1.0056916586810564e-5,2.9069258331113654e-6,9.233145638982446e-6,2.7038392215560883e-6,9.444450308295192e-6,2.7984527194813698e-6,1.0397347534296042e-5,2.884606790217699e-6,9.889518601021521e-6,2.806379542836487e-6,1.078169863634032e-5,2.9750638379833795e-6
t21,9.373273697354878e-6,2.8280587359088117e-6,1.0151269616300352e-5,2.931576926660177e-6,1.1442222074457088e-5,3.261580444278215e-6,1.1320934414905333e-5,3.0815496583427586e-6,1.0050473430857435e-5,2.9101919504300208e-6,9.322681038397799e-6,2.714197075676729e-6,9.508218834195691e-6,2.8115885574742213e-6,1.0365667450158914e-5,2.8823644578853576e-6,9.367303430984496e-6,2.724269491574672e-6,1.0741572932479104e-5,2.972221043729599e-6
t22,9.381285106823225e-6,2.828089526999269e-6,1.0163274279295147e-5,2.9329800589393456e-6,1.1443372640720014e-5,3.262545712510816e-6,1.1333984166911666e-5,3.0783875545115363e-6,1.006905145804917e-5,2.911780814051125e-6,9.400732322587062e-6,2.70987039195628e-6,9.662541492014266e-6,2.8314736093781958e-6,1.0360277082580136e-5,2.880105491226658e-6,9.315584911150039e-6,2.711414793130026e-6,1.0721684390471977e-5,2.9677629577405825e-6
t23,9.380716373540719e-6,2.8271131592081837e-6,1.0133307067482669e-5,2.9366054455561594e-6,1.1444257923844188e-5,3.2688197350335045e-6,1.1277167928769024e-5,3.0640467369709665e-6,1.002110495602529e-5,2.907574807685867e-6,9.488079005669738e-6,2.7065030869676583e-6,9.718545719509238e-6,2.8376139874325473e-6,1.0346172839517012e-5,2.8746422986031886e-6,9.326021304713925e-6,2.7093875408604457e-6,1.064507871939675e-5,2.957026021793858e-6
t24,9.357021502652996e-6,2.823274083334865e-6,1.0100484791338585e-5,2.9534427108014445e-6,1.1463710158477563e-5,3.2733474207181977e-6,1.0783373812813677e-5,2.9830571283830277e-6,9.782469920345616e-6,2.878215552204523e-6,9.701961730288422e-6,2.713269285680551e-6,9.71731688036946e-6,2.849555923713893e-6,1.0292758513396135e-5,2.8614923987971217e-6,9.343314784566847e-6,2.707274243295612e-6,1.024625204502815e-5,2.905409526928055e-6
t25,9.352513639487445e-6,2.820751054775368e-6,1.0073306350483194e-5,2.9571774297548537e-6,1.1463060365430079e-5,3.2751377086668997e-6,1.072771749844736e-5,2.9700518535860836e-6,9.731534055512823e-6,2.8732674824379504e-6,9.762434530215887e-6,2.697998426384679e-6,9.725243955358584e-6,2.855174872598227e-6,1.0281846156233956e-5,2.8556469004260535e-6,9.348785917911963e-6,2.7058516468244637e-6,1.0216064803596901e-5,2.899034541454725e-6
t26,9.258494590450628e-6,2.809369997970203e-6,1.0071544388378942e-5,2.9573003516173173e-6,1.1434818142734801e-5,3.274887905262001e-6,1.06703600131853e-5,2.9674167169866335e-6,9.691441357802813e-6,2.872187844945835e-6,9.74314197677689e-6,2.671514451489876e-6,9.664922615642136e-6,2.856168762799518e-6,1.0169522190653023e-5,2.841990604154496e-6,9.314823538584126e-6,2.7061440661519185e-6,1.0179753261191374e-5,2.898427178993275e-6
