Zone,1,2,3,4,5,6,7,8,9,10,Total
CO2_Price_1,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,-21.904854658216706,0.0
AnnualSum,4574.092516991047,47772.38681472097,5638.1439191476,735.3848123920525,5009.19418083143,1722.7120953152905,56831.98846800776,20538.796498589174,7753.465065230318,6454.249363779078,157030.41373500472
t1,1.1327861790963507,3.9330816368784918,0.8941507734055524,0.011572462619179047,1.8905883233891791,0.43687788081445755,11.859203370548707,3.519153029428893,2.2215283669092187,1.8155200222900487,27.714462045380078
t2,1.1320319845505828,3.0066017483452496,0.966473412107409,0.012876809407106102,1.8893592772685135,0.4200277224621261,11.752298312989222,3.498106199978465,2.2215262541862413,1.815530304327451,26.714832025622364
t3,1.1323814095501976,3.006458698761447,1.0270470100739344,0.01270331003515716,1.8895009229764028,0.38933706391861367,11.465359656124667,3.4974019239670997,2.221521529950781,1.8155346870502829,26.457246212408585
t4,1.132715853159565,3.0062603778922226,1.0040581103037494,0.01138894628429257,1.889088202836388,0.3876469565607438,10.766482495076943,3.4970544905997354,2.221511920624388,1.8155311821601892,25.731738535498213
t5,1.1341266777862913,3.0078138945122137,1.0307779518075404,0.013937027117240064,1.889639229215145,0.38775882661771,10.902495523524069,3.4980960671465033,2.221505693194643,1.8155275772746085,25.901678468195964
t6,1.13938962282916,7.329663503596985,1.2447173376301675,0.01639480175343032,1.8917335763947543,0.3986301874443684,11.107573423471774,3.5068847313366547,2.2214928464166617,1.8155376568641581,30.672017687738116
t7,1.177123031271729,8.94585298789061,1.246358334482068,0.020996279931057425,1.893897741172238,0.43874292730450665,14.744377276768525,4.2156568294318815,2.2214817283926096,1.8155343879452717,36.72002152459049
t8,1.1802262177334462,8.948856415205821,1.2493332387304747,0.02860389264222078,1.8946905595519765,0.4411380037740198,17.9290902711378,5.26456744240224,2.2214730350101366,1.8155309386275866,40.97351001481572
t9,1.177781837840891,8.949131345230798,1.2515683851542188,0.030044108115644133,1.8943599739363735,0.4412602205972873,19.28832316006701,5.523905225869295,2.2214707911502813,1.8155275645698719,42.59337261253167
t10,1.177338457298737,8.949446469723535,1.2523469718999194,0.030350623137549708,1.8942865659577253,0.44137079677626406,19.16500079336816,5.822051017027369,2.221469563584148,1.815527201226893,42.7691884600003
t11,1.1765148123141524,8.949760070625306,1.2534328878395147,0.03126810326367235,1.8941414944835784,0.44147672815676825,18.886454206801183,6.286694858507145,2.2214677573220505,1.81552577231277,42.95673669162614
t12,1.1738766776089313,8.94964388574925,1.2539377406368162,0.030729155560757313,1.8937366806172533,0.4415757671208384,18.050698342052883,6.259725492129153,2.221467266252994,1.8155263583184347,42.090917366047314
t13,1.1459270556535581,8.949796179044801,1.2545123991706773,0.030821877241106344,1.8918322973577886,0.4416694870571261,16.552394333525545,6.112318084742842,2.2214690865052837,1.8155261176312776,40.41626691793
t14,1.1455140537156803,8.94972149733531,1.2548815933375335,0.030862608296764016,1.8914911487492367,0.4417660449602168,16.110047866625816,5.713709987347725,2.2214700133640046,1.815525981938368,39.57499079567066
t15,1.1453473086588217,8.949417801636248,1.2548817939763186,0.030591728690457454,1.8914893761365636,0.44188309778554014,16.19048007288286,5.237263534032392,2.221470333937305,1.8155269655433834,39.17835201327989
t16,1.145382363445586,8.94928656299172,1.2548598241994704,0.030598562035605063,1.891773060646865,0.4420330906860636,16.597249087559337,4.430576235058904,2.2214677682679085,1.8155260505048025,38.77875260539626
t17,1.1454037280715943,8.949098726402394,1.2560723570401648,0.02995829873358398,1.892000336184862,0.4424914481626864,18.459546474013223,3.9491923340337425,2.2214696118938546,1.8155273138004242,40.160760628336526
t18,1.1787267035397537,8.948855627818537,1.256793592810924,0.02895477219294717,1.8952344997749053,0.4447425037624446,20.765430362557,3.738544280574727,2.2214701601908455,1.8155279576414118,42.294280460863504
t19,1.170397914430985,8.947576783150156,1.2561336577972053,0.02628410161169678,1.8936319539848716,0.4510546626352441,20.948053087675756,3.6087565329313196,2.221471898953737,1.8155280190595549,42.33888861223053
t20,1.1393447195038682,8.928224125563366,1.253472332993477,0.018045546993127944,1.8916276252961262,0.4444126632871923,19.206249663821353,3.51234427129268,2.221473624012337,1.8155324303820144,40.43072700314554
t21,1.1370071115783267,8.357667820631683,1.253180270315069,0.017148845456477983,1.8911068926930141,0.43623968826263226,15.867806312532572,3.5008429468337448,2.2214787155998446,1.815533074851397,36.49801167875476
t22,1.1356569379475128,8.523009871523001,1.253190061987372,0.016753253322215427,1.8909140506248567,0.4122960959038159,11.8808441684599,3.499841724751635,2.2214863894021613,1.8155388342999643,32.649531388222435
t23,1.1344919103482938,7.126231337105971,1.2535123527795926,0.016574528485527745,1.890845980437084,0.3491653568642001,9.16900148015916,3.4996286816232027,2.2214923315541646,1.8155451195432564,28.476489078900453
t24,1.13324910262004,6.79173573956185,1.2539045754024039,0.016503122315379662,1.8907889433517124,0.3221754336988495,7.528781317316268,3.499280755854286,2.2214949800415713,1.8155491648350766,26.473463134997438
t25,1.1292328422095905,6.286927761817745,1.25440392115512,0.016552833084094543,1.8891249851818117,0.29083349074529197,6.6190063201878475,3.261585820621195,2.221500205813041,1.8155506375096535,24.78471881832539
t26,1.1282869448528225,6.327334081263338,1.255076549521397,0.01670584237856766,1.889102361403955,0.2524597543647776,6.060631190132833,2.8559210308374796,2.2215009165175057,1.8155491300042759,23.82256780127695
t27,1.0005209185420691,6.473357027168123,1.2560280416878629,0.017019590830320973,1.8890976129304342,0.21537685331136805,5.425824933330974,2.7682195437495354,2.2214997854176333,1.8155491721689434,23.082493479137266
t28,0.8791016698397107,6.672205349767476,1.2574434085742048,0.017622671518340936,1.889468505927021,0.17632831358432488,4.556911775009535,2.8550846693292242,2.221494235691949,1.8155452777638936,22.341205877005677
t29,0.887530731264844,7.403863364700363,1.2599059295730357,0.018955148856381235,1.8896512460812827,0.14742449585413184,4.494307088568312,2.945445782054148,2.2214889349928924,1.815537863090269,23.084110585035656
t30,1.1334603704988366,8.896789486128954,1.2657399088241847,0.052957970997883394,1.8913378745889857,0.14693670216838034,4.578360378298418,3.5067183504361266,2.2214802548217305,1.8155348305093264,25.50931612727283
t31,1.1382391783668102,9.019591741921792,1.30876636370554,0.17122493828096905,1.8933483307178511,0.14692285751174278,6.243011790012286,4.87588972878022,2.2214711371060907,1.8155298529042376,28.833995919307537
t32,1.1380742637289383,9.017859267863297,1.3777612302300337,0.15742755764815494,1.893409988925175,0.15498595905869733,8.348289799966835,5.6151723998990555,2.2214656845843703,1.8155285514421329,31.73997470334669
t33,1.131194384288379,8.988908337535092,1.2935132058012473,0.1556501322707432,1.8917528646408812,0.15603096010367679,9.363884964144193,5.033183787142273,2.221463807543372,1.8155269770154185,32.051109420485275
t34,1.1308620221520593,8.985418871063041,1.2964138649757486,0.15457299485902318,1.8916847190484043,0.1616972949403144,9.689708229787238,4.300077073357902,2.2214632716493803,1.8155267189070048,31.647425060740115
t35,1.1309303047803576,9.628416372968031,1.402695007449078,0.15811618104653016,1.8933322860076385,0.18986348031905045,9.721127691164122,4.977548780317834,2.221462984879603,1.8155277505883516,33.1390208395206
t36,1.1310102972512184,9.531678478938705,1.3454398048028915,0.15868747761187452,1.8934096230127657,0.31280436045776727,9.748042675232925,5.300379003352824,2.221460924110056,1.815526757104302,33.458439401875324
t37,1.1311305124111608,9.534418389714709,1.3509151058518754,0.1588515140778148,1.8931822928920812,0.31226417413860313,9.797938038628866,6.07125603223265,2.2214645121471004,1.8155273861597967,34.28694795825465
t38,1.1315594894224248,9.52328381691653,1.35291097558383,0.15874121428281576,1.8914311465812295,0.29418721212158555,9.900390716557185,6.314927671226143,2.221465062245353,1.815527707926333,34.60442501286343
t39,1.1325109644362337,9.347905739061016,1.3470486003468503,0.15860308939003553,1.8912782722318036,0.2673047724696245,10.232787104576428,6.250790221140169,2.221464665699816,1.8155280077228761,34.66522143707485
t40,1.1361802539864219,9.164449290252877,1.3116143055599918,0.1577990724359122,1.891425703547361,0.23517686958637357,9.813119914083037,5.9775997588668455,2.221463775951201,1.815528688745937,33.724357633015956
t41,1.1380932503735028,9.544420196814002,1.4844138800007265,0.16247928336451503,1.8920570203437872,0.2521799644711351,10.785746124702785,6.462148823450828,2.2214632425180025,1.8155275268149793,35.758529312854265
t42,1.1635119489983872,9.556134035448352,1.4782218667826452,0.16347880994971678,1.897268376164267,0.27899329549509383,11.463016951503935,6.831903587723833,2.221463891805956,1.8155282223863851,36.86952098625857
t43,1.1549804100707217,9.544835269436922,1.4702045915099355,0.15941924596810284,1.8938043995705158,0.2669735985609384,11.419144809853016,6.613990916929906,2.221465429884476,1.8155278759714173,36.560346547755955
t44,1.1388228813998216,9.53407920326144,1.4627718955667988,0.15843346229139993,1.8923261000957399,0.23840094813693624,10.723821298595482,6.095047118010282,2.2214667039840728,1.8155296501829843,35.28069926152496
t45,1.1330209808672311,8.986210058029119,1.3190961793447142,0.1559799985490708,1.890857497621761,0.07209436002916829,9.179858302806876,4.925426576896615,2.221471840978818,1.8155307088692556,31.69954650399263
t46,1.1320257738975361,8.980328955249615,1.3180258667955052,0.1545589087472655,1.889447993967874,0.0708875794975618,7.40749696208092,3.912159705436967,2.2214748705131564,1.8155306510697984,28.901937267256198
t47,1.1310116296683226,8.976246356703827,1.316891387245931,0.15370759377483859,1.8883729399554208,0.07032634462729037,7.076604322664252,3.568914600374367,2.2214798006028182,1.8155305914815758,28.21908556709864
t48,1.1303982809267195,8.975310146813118,1.317019419366574,0.15363399934275862,1.8881862743158353,0.06991314115375431,6.462938265614548,3.5068029120488577,2.22147997215525,1.8155345156280824,27.541216927365504
t49,1.1298075229816167,8.974875110174452,1.3168991219779937,0.15380379714142312,1.8880912268947951,0.0695578872259012,5.9102151186023475,3.4985018353835824,2.2214868488424875,1.8155336849136692,26.97877215413827
t50,1.077317105154169,8.97490457008778,1.3172611761127215,0.1542959718427801,1.8881653058023014,0.06920281115300868,5.993603431840015,3.498204560124789,2.2214887654496707,1.8155348320416989,27.009978529608937
t51,0.9699333560224899,8.975261866633577,1.3178444488964614,0.15673892185269972,1.888488785237976,0.06875276348305615,5.802656829339062,3.499917633242628,2.2214837496214477,1.8155326640225673,26.71661101835197
t52,0.9831838150176238,8.976386147578712,1.325524369298148,0.1605517747070443,1.8885578026865344,0.06783148055704283,5.461145572298514,3.5008337615150644,2.2214764505905804,1.8155324601643084,26.401023634413573
t53,1.0602494975212733,8.979685544585077,1.4274914966317065,0.17137525889181224,1.8892965026153847,0.06666750684139516,4.872414821070298,3.5070389414777354,2.221472863201271,1.815530396421836,26.011222829257786
t54,1.152614954821617,14.099109780651114,1.4780985912758295,0.17389079193399962,1.8931553253248818,0.06683245620111114,5.9252362042069695,3.9788671005143916,2.2214672643327438,1.8155303439476849,32.804802813210344
t55,1.1552055188092758,16.143739823879855,1.4792137457536145,0.17718107516430043,1.8939968176790358,0.07001026729032137,7.411869412002347,5.56751846100124,2.22146233196834,1.8155284920149821,37.93572594556331
t56,1.1552497501236492,15.917257112925366,1.479131865353423,0.18233895456937624,1.8941804918673446,0.07112201703179837,9.633807816549911,6.1845174048375835,2.2214577017332613,1.8155258160397805,40.554588931031496
