Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,6.0501984e8
BE0 0,BE0 0 OCGT,1,1,7.734693e7
BE0 0,BE0 0 biomass,1,1,8.1037015e6
BE0 0,BE0 0 coal,1,1,1.2379029e6
BE0 0,BE0 0 nuclear,1,1,1.6241407e9
BE0 0,BE0 0 offwind-ac,1,1,1.3464642e8
BE0 0,BE0 0 offwind-dc,1,1,1.5593682e8
BE0 0,BE0 0 onwind,1,1,1.7626456e8
BE0 0,BE0 0 ror,1,1,3.2581186e7
BE0 0,BE0 0 solar,1,1,1.15913496e8
DE0 0,DE0 0 CCGT,2,1,6.30782e9
DE0 0,DE0 0 OCGT,2,1,1.3743255e9
DE0 0,DE0 0 biomass,2,1,2.5308132e9
DE0 0,DE0 0 coal,2,1,2.7280062e7
DE0 0,DE0 0 lignite,2,1,7.4331085e6
DE0 0,DE0 0 nuclear,2,1,2.5658642e9
DE0 0,DE0 0 offwind-ac,2,1,5.447445e8
DE0 0,DE0 0 offwind-dc,2,1,6.1011564e9
DE0 0,DE0 0 oil,2,1,1.8543005e8
DE0 0,DE0 0 onwind,2,1,3.0327132e9
DE0 0,DE0 0 ror,2,1,9.0420134e8
DE0 0,DE0 0 solar,2,1,9.103779e8
DK0 0,DK0 0 OCGT,3,1,5.11262e7
DK0 0,DK0 0 biomass,3,1,2.112714e8
DK0 0,DK0 0 coal,3,1,3.0098877e8
DK0 0,DK0 0 offwind-ac,3,1,4.4276824e7
DK0 0,DK0 0 offwind-dc,3,1,5.0451212e7
DK0 0,DK0 0 onwind,3,1,2.9510928e8
DK0 0,DK0 0 solar,3,1,1.4771527e7
BE0 0,DK0 0 nuclear,3,1,3.4783528e6
DK3 0,DK3 0 CCGT,4,1,7.70954e7
DK3 0,DK3 0 OCGT,4,1,2.8049056e7
DK3 0,DK3 0 biomass,4,1,1.3675443e7
DK3 0,DK3 0 coal,4,1,4.5377885e6
DK3 0,DK3 0 offwind-ac,4,1,4.87833e7
DK3 0,DK3 0 offwind-dc,4,1,6.022372e7
DK3 0,DK3 0 oil,4,1,2.1692392e7
DK3 0,DK3 0 onwind,4,1,1.0304045e9
BE0 0,DK3 0 nuclear,4,1,2.3055445e6
FR0 0,FR0 0 CCGT,5,1,6.822219e8
FR0 0,FR0 0 OCGT,5,1,4.937493e7
FR0 0,FR0 0 coal,5,1,1.668106e6
FR0 0,FR0 0 nuclear,5,1,1.2797691e10
FR0 0,FR0 0 offwind-ac,5,1,627065.0
FR0 0,FR0 0 offwind-dc,5,1,1.4317562e6
FR0 0,FR0 0 oil,5,1,4.7650495e6
FR0 0,FR0 0 onwind,5,1,8.756285e8
