Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BE0 0 CCGT,1,3641.0,0.00498233547816967,1.032879878409268,3642.0278975429314,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 OCGT,1,3641.0,11.418498734849683,2.857387018896742,3632.4388882840467,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 biomass,1,672.0,634.6511529932573,0.24373194288637745,37.592578949629115,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 coal,1,0.0,0.0,9.48967959986263,9.48967959986263,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 nuclear,1,5943.0,0.0,1.8613315967733268,5944.861331596773,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-ac,1,1127.0,0.0024967167643066357,0.9654085914459358,1127.9629118746818,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-dc,1,1127.0,0.0022702951924112574,0.2701995730243988,1127.267929277832,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 onwind,1,2629.0,0.00540609660551068,1.0304699443975758,2630.0250638477924,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 ror,1,176.0,0.003387374831464991,0.0,175.99661262516852,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 solar,1,4788.0,146.85911646298769,0.2800425769930347,4641.420926114005,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 CCGT,2,15971.0,0.05744795870528814,12939.337094708795,28910.279646750092,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 OCGT,2,15971.0,3.7624049130722383,6691.045765623221,22658.28336071015,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 biomass,2,8400.0,0.00577734945584877,0.4433577860734378,8400.437580436617,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 coal,2,23499.0,23125.058763064633,2.381998183930316,376.32323511929644,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 lignite,2,20487.0,20423.002881258406,0.4595964963206585,64.45671523791316,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 nuclear,2,8114.0,0.0,0.340918595503836,8114.340918595504,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 offwind-ac,2,3887.0,0.0023432292347178125,1.4782072431896156,3888.475864013955,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 offwind-dc,2,3887.0,0.0021621809496118484,36233.233164226505,40120.231002045555,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 oil,2,4184.0,0.008297114107268274,45.78714467317972,4229.778847559072,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 onwind,2,54499.0,0.0051653127415591995,0.8106347208124214,54499.80546940807,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 ror,2,3814.0,0.17769263716636927,0.0,3813.8223073628337,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 solar,2,53302.0,16898.479912783674,10.178003443094765,36413.69809065942,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 OCGT,3,358.1050901,0.010120987217290784,165.721957386729,523.8169264995117,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 biomass,3,810.6078944,0.00499811132618648,0.033661514842816764,810.6365578035167,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 coal,3,1478.320166,2.589204880005766,0.7848437919790691,1476.5158049119732,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 offwind-ac,3,368.064482,0.0033089770772638484,0.9187872093576922,368.9799602322804,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 offwind-dc,3,368.064482,0.002709441849742835,0.7289219887479403,368.7906945468982,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 onwind,3,1940.349345,0.00364902750161179,1246.579070528346,3186.9247665008443,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 solar,3,562.9221489,0.12304888846833462,0.1915905114594647,562.9906905229911,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK0 0 nuclear,3,0.0,0.0,13.268227050902516,13.268227050902516,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 CCGT,4,468.8949099,0.004250038295168932,1.3526770589053052,470.24333692061015,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 OCGT,4,468.8949099,0.01071824750226126,3.9866504082490395,472.8708420607468,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 biomass,4,1061.392106,999.003557246509,0.0006860214128870452,62.3892347749038,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 coal,4,1935.679834,1881.6391491659745,0.17648696407442135,54.217171798100026,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 offwind-ac,4,481.935518,0.00406490153861901,0.2701584465574393,482.2016115450188,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 offwind-dc,4,481.935518,0.0027910018595124434,0.5022752039359131,482.4350022020764,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 oil,4,572.652792,0.0099762406016148,0.11842995838023164,572.7612457177786,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 onwind,4,2540.650655,0.0035169603272206178,8407.575403531153,10948.222541570825,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DK3 0 nuclear,4,0.0,0.0,10.551301937571774,10.551301937571774,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 CCGT,5,6109.0,1.281655461997134,0.08525071078828246,6107.803595248792,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 OCGT,5,6109.0,3088.1261959673507,1.6976607524085494,3022.5714647850577,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 coal,5,2977.0,2957.079528626219,0.18480332467600558,20.105274698456924,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 nuclear,5,61370.0,0.0,0.8872309316775878,61370.88723093168,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 offwind-ac,5,5.0,0.0021141132679652255,3.062825624099269,8.060711510831304,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 offwind-dc,5,5.0,0.0020363995539535934,8.123688524857318,13.121652125303365,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 oil,5,2746.0,2514.351869356131,0.6464607503042962,232.2945913941735,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 onwind,5,17217.0,0.00999352085880301,5.931767234178566,17222.92177371332,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 ror,5,9554.0,0.6508588606902719,0.0,9553.34914113931,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
FR0 0 solar,5,10213.0,10173.568622500967,0.3625251856834823,39.79390268471616,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GB4 0 CCGT,6,495.6443218,0.0038197802390478016,544.943390245608,1040.5838922653688,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GB4 0 coal,6,137.8952924,0.013129027087691758,1.5827234234856447,139.46488679639793,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GB4 0 offwind-ac,6,145.6826026,0.00323181598778222,0.5786888739761356,146.25805965798835,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
