Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,0.0
BE0 0,BE0 0 OCGT,1,1,0.0
BE0 0,BE0 0 biomass,1,1,0.0
BE0 0,BE0 0 coal,1,1,0.0
BE0 0,BE0 0 nuclear,1,1,0.0
BE0 0,BE0 0 offwind-ac,1,1,0.0
BE0 0,BE0 0 offwind-dc,1,1,0.0
BE0 0,BE0 0 onwind,1,1,0.0
BE0 0,BE0 0 ror,1,1,0.0
BE0 0,BE0 0 solar,1,1,0.0
DE0 0,DE0 0 CCGT,2,1,0.0
DE0 0,DE0 0 OCGT,2,1,0.0
DE0 0,DE0 0 biomass,2,1,0.0
DE0 0,DE0 0 coal,2,1,0.0
DE0 0,DE0 0 lignite,2,1,0.0
DE0 0,DE0 0 nuclear,2,1,0.0
DE0 0,DE0 0 offwind-ac,2,1,0.0
DE0 0,DE0 0 offwind-dc,2,1,0.0
DE0 0,DE0 0 oil,2,1,0.0
DE0 0,DE0 0 onwind,2,1,0.0
DE0 0,DE0 0 ror,2,1,0.0
DE0 0,DE0 0 solar,2,1,0.0
DK0 0,DK0 0 OCGT,3,1,0.0
DK0 0,DK0 0 biomass,3,1,0.0
DK0 0,DK0 0 coal,3,1,0.0
DK0 0,DK0 0 offwind-ac,3,1,0.0
DK0 0,DK0 0 offwind-dc,3,1,0.0
DK0 0,DK0 0 onwind,3,1,0.0
DK0 0,DK0 0 solar,3,1,0.0
BE0 0,DK0 0 nuclear,3,1,0.0
DK3 0,DK3 0 CCGT,4,1,0.0
DK3 0,DK3 0 OCGT,4,1,0.0
DK3 0,DK3 0 biomass,4,1,0.0
DK3 0,DK3 0 coal,4,1,0.0
DK3 0,DK3 0 offwind-ac,4,1,0.0
DK3 0,DK3 0 offwind-dc,4,1,0.0
DK3 0,DK3 0 oil,4,1,0.0
DK3 0,DK3 0 onwind,4,1,0.0
BE0 0,DK3 0 nuclear,4,1,0.0
FR0 0,FR0 0 CCGT,5,1,0.0
FR0 0,FR0 0 OCGT,5,1,0.0
FR0 0,FR0 0 coal,5,1,0.0
FR0 0,FR0 0 nuclear,5,1,0.0
FR0 0,FR0 0 offwind-ac,5,1,0.0
FR0 0,FR0 0 offwind-dc,5,1,0.0
FR0 0,FR0 0 oil,5,1,0.0
FR0 0,FR0 0 onwind,5,1,0.0
FR0 0,FR0 0 ror,5,1,0.0
FR0 0,FR0 0 solar,5,1,0.0
GB4 0,GB4 0 CCGT,6,1,0.0
GB4 0,GB4 0 coal,6,1,0.0
GB4 0,GB4 0 offwind-ac,6,1,0.0
GB4 0,GB4 0 offwind-dc,6,1,0.0
GB4 0,GB4 0 oil,6,1,0.0
GB4 0,GB4 0 onwind,6,1,0.0
GB4 0,GB4 0 solar,6,1,0.0
GB5 0,GB5 0 CCGT,7,1,0.0
GB5 0,GB5 0 OCGT,7,1,0.0
GB5 0,GB5 0 biomass,7,1,0.0
GB5 0,GB5 0 coal,7,1,0.0
GB5 0,GB5 0 nuclear,7,1,0.0
GB5 0,GB5 0 offwind-ac,7,1,0.0
GB5 0,GB5 0 offwind-dc,7,1,0.0
GB5 0,GB5 0 oil,7,1,0.0
GB5 0,GB5 0 onwind,7,1,0.0
GB5 0,GB5 0 ror,7,1,0.0
GB5 0,GB5 0 solar,7,1,0.0
NL0 0,NL0 0 CCGT,8,1,0.0
NL0 0,NL0 0 OCGT,8,1,0.0
NL0 0,NL0 0 coal,8,1,0.0
NL0 0,NL0 0 nuclear,8,1,0.0
NL0 0,NL0 0 offwind-ac,8,1,0.0
NL0 0,NL0 0 offwind-dc,8,1,0.0
NL0 0,NL0 0 onwind,8,1,0.0
NL0 0,NL0 0 solar,8,1,0.0
NO3 0,NO3 0 CCGT,9,1,-0.0
NO3 0,NO3 0 OCGT,9,1,-0.0
NO3 0,NO3 0 offwind-ac,9,1,-0.0
NO3 0,NO3 0 offwind-dc,9,1,-0.0
NO3 0,NO3 0 onwind,9,1,-0.0
NO3 0,NO3 0 solar,9,1,-0.0
SE3 2,NO3 0 coal,9,1,-0.0
NL0 0,NO3 0 nuclear,9,1,-0.0
SE3 0,SE3 0 CCGT,10,1,0.0
SE3 1,SE3 0 biomass,10,1,0.0
SE3 2,SE3 0 coal,10,1,0.0
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,0.0
SE3 5,SE3 0 offwind-dc,10,1,0.0
SE3 6,SE3 0 oil,10,1,0.0
SE3 7,SE3 0 onwind,10,1,0.0
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,0.0
DE0 0,DE0 0 hydro,2,1,0.0
FR0 0,FR0 0 hydro,5,1,0.0
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,-0.0
SE3 0,SE3 0 hydro,10,1,0.0
DE0 0,DE0 0 PHS,2,1,7.6500893
FR0 0,FR0 0 PHS,5,1,7.5948873
GB5 0,GB5 0 PHS,7,1,4.1779466
NO3 0,NO3 0 PHS,9,1,-0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,2.9050655
DE0 0,DE0 0 Battery,2,1,2.9595735
DK0 0,DK0 0 Battery,3,1,1.9274261
DK3 0,DK3 0 Battery,4,1,2.513158
FR0 0,FR0 0 Battery,5,1,3.0302188
GB4 0,GB4 0 Battery,6,1,5.1895447
GB5 0,GB5 0 Battery,7,1,2.9657302
NL0 0,NL0 0 Battery,8,1,2.5828502
NO0 0,NO0 0 Battery,9,1,-2.346432
SE3 0,SE3 0 Battery,10,1,2.2430522
