Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,0.0
BE0 0,BE0 0 OCGT,1,1,0.0
BE0 0,BE0 0 biomass,1,1,2.637693
BE0 0,BE0 0 coal,1,1,0.0
BE0 0,BE0 0 nuclear,1,1,744864.56
BE0 0,BE0 0 offwind-ac,1,1,0.8346963
BE0 0,BE0 0 offwind-dc,1,1,0.9410335
BE0 0,BE0 0 onwind,1,1,0.9472793
BE0 0,BE0 0 ror,1,1,0.0017755923
BE0 0,BE0 0 solar,1,1,0.161327
DE0 0,DE0 0 CCGT,2,1,0.0
DE0 0,DE0 0 OCGT,2,1,0.0
DE0 0,DE0 0 biomass,2,1,2.7388067
DE0 0,DE0 0 coal,2,1,0.0
DE0 0,DE0 0 lignite,2,1,0.0
DE0 0,DE0 0 nuclear,2,1,4.848216e7
DE0 0,DE0 0 offwind-ac,2,1,1.1694928
DE0 0,DE0 0 offwind-dc,2,1,1.7662207
DE0 0,DE0 0 oil,2,1,0.0
DE0 0,DE0 0 onwind,2,1,1.2206805
DE0 0,DE0 0 ror,2,1,0.0012111313
DE0 0,DE0 0 solar,2,1,0.17270125
DK0 0,DK0 0 OCGT,3,1,0.0
DK0 0,DK0 0 biomass,3,1,1.9247885
DK0 0,DK0 0 coal,3,1,0.0
DK0 0,DK0 0 offwind-ac,3,1,1.0194418
DK0 0,DK0 0 offwind-dc,3,1,0.9300532
DK0 0,DK0 0 onwind,3,1,1.2482022
DK0 0,DK0 0 solar,3,1,0.113479234
BE0 0,DK0 0 nuclear,3,1,0.60998446
DK3 0,DK3 0 CCGT,4,1,0.0
DK3 0,DK3 0 OCGT,4,1,0.0
DK3 0,DK3 0 biomass,4,1,2.2054465
DK3 0,DK3 0 coal,4,1,0.0
DK3 0,DK3 0 offwind-ac,4,1,0.8762447
DK3 0,DK3 0 offwind-dc,4,1,1.2717665
DK3 0,DK3 0 oil,4,1,0.0
DK3 0,DK3 0 onwind,4,1,1.909302
BE0 0,DK3 0 nuclear,4,1,0.8642006
FR0 0,FR0 0 CCGT,5,1,0.0
FR0 0,FR0 0 OCGT,5,1,0.0
FR0 0,FR0 0 coal,5,1,0.0
FR0 0,FR0 0 nuclear,5,1,2.9558066e7
FR0 0,FR0 0 offwind-ac,5,1,1.2012062
FR0 0,FR0 0 offwind-dc,5,1,1.2200243
FR0 0,FR0 0 oil,5,1,0.0
FR0 0,FR0 0 onwind,5,1,0.8279349
FR0 0,FR0 0 ror,5,1,0.0009450049
FR0 0,FR0 0 solar,5,1,0.25006023
GB4 0,GB4 0 CCGT,6,1,0.7335084
GB4 0,GB4 0 coal,6,1,0.29098842
GB4 0,GB4 0 offwind-ac,6,1,1.8318522
GB4 0,GB4 0 offwind-dc,6,1,2.0071347
GB4 0,GB4 0 oil,6,1,0.4924256
GB4 0,GB4 0 onwind,6,1,3.0843153
GB4 0,GB4 0 solar,6,1,0.2240719
GB5 0,GB5 0 CCGT,7,1,0.71465063
GB5 0,GB5 0 OCGT,7,1,0.49429092
GB5 0,GB5 0 biomass,7,1,2.7842603
GB5 0,GB5 0 coal,7,1,0.31088632
GB5 0,GB5 0 nuclear,7,1,4.688724e7
GB5 0,GB5 0 offwind-ac,7,1,1.3027316
GB5 0,GB5 0 offwind-dc,7,1,1.5076194
GB5 0,GB5 0 oil,7,1,0.40466568
GB5 0,GB5 0 onwind,7,1,1.9550736
GB5 0,GB5 0 ror,7,1,0.021727879
GB5 0,GB5 0 solar,7,1,0.18595748
NL0 0,NL0 0 CCGT,8,1,0.7021086
NL0 0,NL0 0 OCGT,8,1,0.42623606
NL0 0,NL0 0 coal,8,1,0.3342719
NL0 0,NL0 0 nuclear,8,1,307.27368
NL0 0,NL0 0 offwind-ac,8,1,0.99963176
NL0 0,NL0 0 offwind-dc,8,1,1.4565015
NL0 0,NL0 0 onwind,8,1,1.027251
NL0 0,NL0 0 solar,8,1,0.19161002
NO3 0,NO3 0 CCGT,9,1,-0.5745521
NO3 0,NO3 0 OCGT,9,1,-0.39433083
NO3 0,NO3 0 offwind-ac,9,1,-0.17038216
NO3 0,NO3 0 offwind-dc,9,1,-0.21327782
NO3 0,NO3 0 onwind,9,1,-0.40474302
NO3 0,NO3 0 solar,9,1,-0.0414882
SE3 2,NO3 0 coal,9,1,-0.21334606
NL0 0,NO3 0 nuclear,9,1,-0.66750526
SE3 0,SE3 0 CCGT,10,1,0.4664326
SE3 1,SE3 0 biomass,10,1,0.8502988
SE3 2,SE3 0 coal,10,1,0.2117441
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,0.2370818
SE3 5,SE3 0 offwind-dc,10,1,0.26865602
SE3 6,SE3 0 oil,10,1,0.28831697
SE3 7,SE3 0 onwind,10,1,0.5982664
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,0.052208103
DE0 0,DE0 0 hydro,2,1,40.974964
FR0 0,FR0 0 hydro,5,1,11.303133
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,-3.9149456
SE3 0,SE3 0 hydro,10,1,7.3340225
DE0 0,DE0 0 PHS,2,1,6.6251717
FR0 0,FR0 0 PHS,5,1,6.5773654
GB5 0,GB5 0 PHS,7,1,3.6182077
NO3 0,NO3 0 PHS,9,1,-0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,2.4588475
DE0 0,DE0 0 Battery,2,1,2.504983
DK0 0,DK0 0 Battery,3,1,1.6313734
DK3 0,DK3 0 Battery,4,1,2.1271372
FR0 0,FR0 0 Battery,5,1,2.5647774
GB4 0,GB4 0 Battery,6,1,4.3924303
GB5 0,GB5 0 Battery,7,1,2.510194
NL0 0,NL0 0 Battery,8,1,2.1861246
NO0 0,NO0 0 Battery,9,1,-1.9860201
SE3 0,SE3 0 Battery,10,1,1.8985195
