BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t15,1.5313483270020394e6,0.002243835129015437,-476594.7858488557,0.0,0.0,0.0,3.261432795251546e-7,21854.980702121873,-343.20009140467124,-1.0721491861477762e6,1.2898178324424915e6,22764.210731131046,-586259.41939147,0.0,0.0,0.0,3.2614327578951825e-7,-21480.350306235123,-434.9271786458521,-676936.9643427503,349301.23325829627,37146.8432721176,-123189.24822658522,0.0,0.0,0.0,3.2614327604127423e-7,-374.6303958867493,-91.72708724118084,-254078.794186287
t16,1.455322939151451e6,0.0022438407502112373,-386601.59120854543,0.0,0.0,0.0,3.2614328045682734e-7,23551.02353165619,-352.67261612203197,-1.08784262334482e6,1.2697195091388202e6,28350.64004159058,-558911.53249398,0.0,0.0,0.0,3.261432759757215e-7,-22911.514037445962,-443.61500922818516,-688324.417830569,350570.7784448775,36320.061111623145,-124267.75142579223,0.0,0.0,0.0,3.2614327631703004e-7,-639.5094942102264,-90.94239310615322,-253179.74427619352
t17,1.3255483145177178e6,0.0022438472320102237,-250090.4620386465,0.0,0.0,0.0,3.261432819144711e-7,26480.800116782055,-370.76729890777506,-1.0973966499460973e6,1.111973622602935e6,55537.615665216996,-419393.2348443542,0.0,0.0,0.0,3.2614327643354704e-7,-25892.076893871425,-459.23335071212006,-694272.0050025507,291023.88284628285,53637.88545092453,-82786.93051653075,0.0,0.0,0.0,3.261432769906584e-7,-588.7232229106312,-88.466051804345,-252487.23285895935
t18,1.0014887012747669e6,57765.12509880709,-0.0022438725814053345,0.0,0.0,0.0,3.264521845695843e-7,33311.99894642053,-409.2805527275572,-1.0896763986070387e6,649086.566306202,183914.5045189046,-82556.443029642,0.0,0.0,0.0,3.2614327853096833e-7,-36167.106683811486,-504.4874318963799,-686233.091446925,201820.87199791957,81350.50182471545,-28481.026164279036,0.0,0.0,0.0,3.2614327833902474e-7,2855.1077373909598,-95.20687916882271,-248733.09201816353
t19,398982.4689982105,635081.3786642869,-0.0022438121930644372,0.0,0.0,0.0,3.2645219319526553e-7,33311.998946445725,-409.28055272738317,-1.0644864199266557e6,170817.90346101153,579910.0573217428,-19195.508955097714,0.0,0.0,0.0,3.261432792940798e-7,-36203.74287814705,-504.51517721679807,-667284.2237800929,93757.25101154734,170926.96184073304,-16141.55540299904,0.0,0.0,0.0,3.261432790826858e-7,2891.7439317013254,-95.23462448941487,-242621.98249414965
t20,256950.9774758767,741702.0375253008,-0.0022437496539345902,0.0,0.0,0.0,3.2645219406013953e-7,33311.998946448875,-409.28055272743694,-1.029075587276916e6,106959.18273592972,612384.7231531417,-10350.668187689791,0.0,0.0,0.0,3.2614327971175937e-7,-31504.97645816744,-520.7828127078502,-649411.2407846153,85595.447966077,180205.27300016079,-15394.002063403652,0.0,0.0,0.0,3.261432791487535e-7,-1807.0224882814364,-111.5022599804133,-239754.74224033798
t21,274781.81814133265,689012.2213314265,-0.0022437951009401796,0.0,0.0,0.0,3.2645219346406805e-7,33311.99894644667,-409.28055272703347,-994216.61175938,115483.45991256853,606363.4145095026,-14775.284799459801,0.0,0.0,0.0,3.261432794351006e-7,-35350.26063952023,-502.31293517145525,-643681.248265267,81115.00476960228,179928.8081409695,-15302.949269895977,0.0,0.0,0.0,3.261432792271337e-7,2038.2616930735635,-93.03238244442181,-238971.1108997835
t22,290850.7946390572,630093.8379109823,-0.0022438136075928344,0.0,0.0,0.0,3.2645219319736194e-7,33311.99894644587,-409.2805527269314,-951367.2048484775,126112.49537639396,564934.2997484412,-21150.386703113243,0.0,0.0,0.0,3.2614327931895885e-7,-36429.12179967399,-505.4883003813249,-605420.8551772138,83938.49451941303,166754.54740885817,-16211.896131266283,0.0,0.0,0.0,3.261432791895034e-7,3117.122853228115,-96.20774765439354,-228783.90347257548
t23,292770.2379474314,553075.8365148462,-0.0022438246982803417,0.0,0.0,0.0,3.2645219307303783e-7,33311.99894644635,-409.28055272692507,-876268.6467744191,133061.533826218,511525.80345770903,-28088.819849823292,0.0,0.0,0.0,3.2614327916259826e-7,-36630.647002796664,-506.1882502769695,-551820.0390785004,73597.22193701818,157464.03777107951,-16948.11556374905,0.0,0.0,0.0,3.261432791367409e-7,3318.6480563503155,-96.9076975500444,-208616.02711101872
t24,298095.2948117169,463977.7172630597,-0.002243831641459873,0.0,0.0,0.0,3.2645219298820663e-7,33311.998946445965,-409.28055272690716,-792495.5844035333,135336.3942483673,464546.17246365245,-33240.45711550953,0.0,0.0,0.0,3.2614327905890364e-7,-36627.74083375472,-506.11373101369696,-501966.68644180795,74960.44538143284,138268.3905955193,-18478.955727239092,0.0,0.0,0.0,3.261432789830798e-7,3315.741887308754,-96.8331782867898,-189250.00607468048
t25,306935.28672195564,386690.1954036702,-0.002243835724539761,0.0,0.0,0.0,3.2645219293165363e-7,33311.99894644647,-409.28055272687186,-724048.0544748887,136725.94021359683,434474.91998888965,-36475.763154086824,0.0,0.0,0.0,3.261432790048799e-7,-36570.623381038946,-505.9080415814208,-470107.20271872287,83495.26640582572,118185.11452815766,-20074.03415831111,0.0,0.0,0.0,3.2614327882733246e-7,3258.6244345924815,-96.62748885454894,-176049.7665163483
t26,303453.68892465316,343079.9845603396,-0.002243837559014139,0.0,0.0,0.0,3.2645219287630426e-7,33311.99894644574,-409.28055272685697,-676956.2458601699,136446.8569097561,419001.6222412001,-38594.87668837688,0.0,0.0,0.0,3.261432789590935e-7,-36542.17466392197,-505.7658618731571,-452264.44120277767,80939.2526590372,113165.18277276086,-21557.61797440501,0.0,0.0,0.0,3.261432786801986e-7,3230.1757174762342,-96.48530914630015,-166962.07283053838
t27,302770.97185400984,313071.3971307888,-0.0022438384123400767,0.0,0.0,0.0,3.2645219283889844e-7,33311.99894644618,-409.2805527268451,-646264.9413931309,131317.12766127815,414435.78523837036,-39579.7056542113,0.0,0.0,0.0,3.261432789330828e-7,-36536.18391087347,-505.6769117888937,-441590.2146319243,77831.45365748991,112293.07642003927,-21909.208107818107,0.0,0.0,0.0,3.261432786082118e-7,3224.1849644272843,-96.39635906204856,-162624.76448049274
t28,300907.3794923214,298568.9763734689,-0.002243836536030691,0.0,0.0,0.0,3.2645219278153483e-7,33311.99894644597,-409.2805527268211,-629898.9283162139,130846.64463710239,417283.8713350018,-40166.2664713001,0.0,0.0,0.0,3.261432789064377e-7,-36454.58323704201,-505.13250714917126,-443463.9463629348,84356.2491052121,106384.86550258678,-22749.01384191136,0.0,0.0,0.0,3.2614327847626525e-7,3142.5842905960417,-95.85195442235013,-162321.03140275847
t29,312341.6599518665,290273.3819273143,-0.0008639630801602349,0.0,0.0,0.0,3.2645219265170755e-7,33311.99894644606,-409.2805527268532,-633037.6157556226,271549.93764017243,308754.4187640041,-59050.053098932825,0.0,0.0,0.0,3.2614327875678816e-7,-32262.939161599777,-511.97385914553035,-460931.9615326779,189897.9589647625,37775.32077374165,-51296.48503413462,0.0,0.0,0.0,3.2614327749062214e-7,-1049.0597848462812,-102.69330641867712,-166500.39855238228
t30,644664.7971293705,0.0010550941570593789,-0.0028902150924704495,0.0,0.0,0.0,3.262616928861965e-7,33311.997263582736,-409.280542191653,-656462.8013153124,797099.2976812252,55843.28781888333,-301625.1802788871,0.0,0.0,0.0,3.2614327647847113e-7,-32713.4816307988,-500.66209573015385,-490567.1443621763,341897.00540568394,12941.497935998588,-165929.0258971006,0.0,0.0,0.0,3.261432761887037e-7,-598.5156327839354,-91.38155353850084,-179506.2489409645
t31,1.1978733660206527e6,0.0016488246828881212,-460582.90265555534,0.0,0.0,0.0,3.261432768764453e-7,12041.202280465146,-299.08057480578066,-691810.4003353205,1.140363103850035e6,21963.43132236256,-587411.3129488291,0.0,0.0,0.0,3.261432757574089e-7,-11578.817837464598,-391.1881499443065,-535518.573018709,404701.37776577275,15329.585937193122,-209411.6824441197,0.0,0.0,0.0,3.261432757577291e-7,-462.38444300054925,-92.10757513852585,-201350.73189161453
t32,1.4658837453982963e6,26915.5448736779,-710294.3014315243,0.0,0.0,0.0,3.2614327610904364e-7,6673.280188138877,-283.6682880741166,-731687.8266488342,1.1963808735476248e6,18160.633653920286,-603618.7915220546,0.0,0.0,0.0,3.2614327556957344e-7,-6527.866159968337,-375.84892552610137,-576607.6965909974,422039.7936738332,15850.608183940425,-206484.57063732806,0.0,0.0,0.0,3.2614327571891636e-7,-145.4140281705395,-92.18063745198475,-222454.1061325929
t33,1.5556025486603992e6,13682.429196433362,-735054.2939497562,0.0,0.0,0.0,3.261432757601389e-7,3620.16361163448,-277.88435668782574,-780371.9730304325,1.2249142954666014e6,19762.554661285856,-601238.7279564849,0.0,0.0,0.0,3.261432755286397e-7,-3532.466202321813,-370.08862376564315,-612130.0236334127,432288.15863103303,16966.277861048886,-203497.17741140153,0.0,0.0,0.0,3.26143275720552e-7,-87.69740931266688,-92.2042670778174,-236863.20334030755
t34,1.600610618578774e6,17118.018309159175,-730044.968194573,0.0,0.0,0.0,3.26143275714494e-7,2856.4323229688125,-277.0815662627914,-833062.8321323016,1.2562686169032075e6,19623.15415232987,-600295.9935522852,0.0,0.0,0.0,3.2614327552996533e-7,-2653.6112454869954,-369.28304847756283,-645168.1450582625,446465.02374760935,16042.931029740397,-207061.91097473112,0.0,0.0,0.0,3.261432756905094e-7,-202.82107748181716,-92.2014822147714,-246436.8699504923
t35,1.6584543599544866e6,13383.410851804472,-730473.3001060743,0.0,0.0,0.0,3.2614327575194217e-7,3453.2770897790106,-277.1807885840685,-887340.2804892565,1.2818614006452688e6,20202.95821967589,-600005.3399849796,0.0,0.0,0.0,3.2614327556802e-7,-3247.078326161746,-369.3769478256484,-671037.7315380204,450485.01739504194,17038.156997207894,-204510.80989897056,0.0,0.0,0.0,3.2614327569710187e-7,-206.19876361726438,-92.19615924157989,-253999.8235860761
t36,1.7046873964939036e6,13259.84706156203,-725699.8475638708,0.0,0.0,0.0,3.2614327583394767e-7,3974.409312293379,-277.6133294935977,-938743.472949317,1.3048768506892184e6,18864.743274667373,-601519.8255395119,0.0,0.0,0.0,3.2614327561131353e-7,-3825.5371343311394,-369.7629364551832,-690621.2502750334,444662.53156043566,19411.03275436365,-196252.81558950414,0.0,0.0,0.0,3.2614327572116015e-7,-148.87217796223968,-92.14960696158549,-258865.62749137942
t37,1.7345546487574973e6,17641.734607755312,-710310.7431488845,0.0,0.0,0.0,3.261432759353477e-7,3728.8369150419203,-278.3425899656466,-988134.6862815514,1.326678042697812e6,18372.368522736244,-596634.857803674,0.0,0.0,0.0,3.261432756701637e-7,-3556.0946874530273,-370.41290404620884,-717083.177753627,437495.56761686143,21861.602647165397,-187339.4175670943,0.0,0.0,0.0,3.2614327576295614e-7,-172.742227588893,-92.07031408056221,-263038.91997944855
t38,1.7414472551750566e6,29851.75994758392,-681517.4191931327,0.0,0.0,0.0,3.2614327617026633e-7,5096.369409701789,-280.5879294004093,-1.0373936838425285e6,1.3407638057925012e6,21206.26406818073,-587975.6933414523,0.0,0.0,0.0,3.2614327571773813e-7,-4935.285462737997,-372.57079572179873,-741278.4942672884,407762.1756904333,27601.11410933083,-159469.58686059865,0.0,0.0,0.0,3.261432758806378e-7,-161.0839469637922,-91.98286632138948,-266926.7033744474
t39,1.759374139762314e6,26624.29378043749,-653296.2879013962,0.0,0.0,0.0,3.2614327628357986e-7,5846.758798065768,-280.3354496553395,-1.081065127939943e6,1.3552556691652057e6,24039.331966648002,-580764.755181911,0.0,0.0,0.0,3.261432757310213e-7,-5488.77562642914,-371.87733198956494,-765262.2604242229,388309.34475155827,31441.86092039332,-141359.18872011884,0.0,0.0,0.0,3.2614327608877414e-7,-357.9831716366275,-91.54188233422545,-269229.0001036733
t40,1.6917498950784055e6,47990.33338779437,-570048.6186903811,0.0,0.0,0.0,3.261432764663145e-7,6557.110321549056,-280.8731295331278,-1.1187638682836106e6,1.3536674511863887e6,27620.602518422373,-562576.8891909277,0.0,0.0,0.0,3.2614327578120547e-7,-6328.526048843996,-371.5879312120759,-784604.0073249765,378432.9482342258,32648.91531120789,-131223.2636421672,0.0,0.0,0.0,3.261432765274957e-7,-228.584272705059,-90.71480167894813,-270826.6360925557
t41,1.4638548237301528e6,71995.5009012444,-341004.88361055555,0.0,0.0,0.0,3.2614327705503545e-7,6044.8590700110635,-279.72813620540717,-1.1434077383435837e6,1.2120225108948327e6,51233.212704304555,-434091.115151423,0.0,0.0,0.0,3.2614327626753113e-7,-7476.54554303417,-373.214435410408,-793906.1787250576,323937.5317990177,40755.38900099535,-85942.32910558008,0.0,0.0,0.0,3.2614327768016863e-7,1431.6864730231064,-93.48629920500079,-271373.3556324774
t42,1.1827172273572173e6,6500.242603980377,-0.0058539575232381125,0.0,0.0,0.0,3.2626164012341813e-7,-12505.968256444146,-153.65204691250923,-1.1457301371082743e6,800248.2855667517,0.009425748050193583,-0.011134251414391838,0.0,0.0,0.0,3.26267604421805e-7,1015.9700856961899,-289.7116029277588,-788629.5083986958,197834.7656761515,59924.963522271886,-0.0022551511967948412,0.0,0.0,0.0,3.26450597860087e-7,11489.998170747956,-136.05955601524957,-268123.4117007205
t43,495801.977655084,681682.720234782,-0.005851645584181692,0.0,0.0,0.0,3.262616561900153e-7,-33311.99790845197,-409.2805458640734,-1.1220865081004205e6,242650.59503644542,508492.3815574856,-0.002504833841736942,0.0,0.0,0.0,3.2641997130041006e-7,21822.01327958845,-545.3399846123592,-769130.6098043736,89681.00305116817,161821.83806821876,-0.0022550697257054386,0.0,0.0,0.0,3.264505963069047e-7,11489.984628863524,-136.05943874828583,-261866.51029939417
t44,305898.3093432498,785429.3962237467,-0.0004308150911864102,0.0,0.0,0.0,3.2640668866828917e-7,-13140.213968344935,-161.44444662374846,-1.0757937426250384e6,153342.6739190645,593601.445631996,-0.002504790090997827,0.0,0.0,0.0,3.2641997187675754e-7,1650.2293366920494,-297.5038854365085,-745255.6409737559,78706.55821054317,165695.0035753871,-0.002255076069009279,0.0,0.0,0.0,3.264505997265368e-7,11489.984631652886,-136.05943881276002,-254765.23094196653
t45,321945.9067339486,759659.512883052,-0.0058509864137079315,0.0,0.0,0.0,3.262616575776967e-7,-33311.9979084564,-409.2805458673193,-1.0262243254271967e6,161535.76472273338,548941.1891322264,-0.0025048191931459074,0.0,0.0,0.0,3.2641997154313074e-7,21822.013276425,-545.3399846858417,-728464.5869455391,71669.07394327145,169585.81318059337,-0.002255077442905623,0.0,0.0,0.0,3.264505998824849e-7,11489.984632031397,-136.0594388185224,-251618.55625663928
t46,336401.57293882384,693068.6613338203,-0.005851619863315727,0.0,0.0,0.0,3.262616562263098e-7,-33311.99790845369,-409.280545863998,-973958.8561980679,153892.78280057336,511922.8686490669,-0.002504833428720446,0.0,0.0,0.0,3.2641997144078545e-7,21822.01327638503,-545.3399846832008,-683803.2844925178,67590.73973372596,163410.11870406126,-0.0022550749822097815,0.0,0.0,0.0,3.2645059990750625e-7,11489.98463206866,-136.05943881920274,-241364.5275523297
t47,349698.8553702421,597327.739452747,-0.005851794240535002,0.0,0.0,0.0,3.262616558850758e-7,-33311.997908453726,-409.2805458632484,-891519.448563341,144474.33747650252,458408.1050340559,-0.002504845973403058,0.0,0.0,0.0,3.264199713617886e-7,21822.01327641381,-545.339984681699,-620870.0755141907,62256.47349621093,147969.0424383275,-0.002255095486662209,0.0,0.0,0.0,3.2645059991418934e-7,11489.984632039914,-136.0594388184506,-220589.18503530437
t48,366964.6247791103,488386.47240485984,-0.005851866437050074,0.0,0.0,0.0,3.262616557348071e-7,-33311.99790845369,-409.28054586295866,-799870.9250349645,135870.44867105715,411942.4138685908,-0.002504853536573398,0.0,0.0,0.0,3.264199713029715e-7,21822.013276705857,-545.3399846761968,-565800.4955102013,64394.91018726163,125923.9398427551,-0.0022551156444663017,0.0,0.0,0.0,3.2645059986769485e-7,11489.984631747833,-136.05943881323816,-200682.5191205991
t49,378227.57247364504,403962.4946617601,-0.005851898398906541,0.0,0.0,0.0,3.262616556641298e-7,-33311.99790845316,-409.2805458628513,-726755.6035297633,126697.96728035633,383035.8310778515,-0.002504857519444126,0.0,0.0,0.0,3.264199712706377e-7,21822.013276913094,-545.3399846723364,-527721.4312993427,61786.92357789545,114201.79985158671,-0.002255130519847409,0.0,0.0,0.0,3.264505998021311e-7,11489.984631540066,-136.05943880948513,-186352.39251309537
t50,386983.83972500643,344326.64914503036,-0.005851916149774816,0.0,0.0,0.0,3.262616556054499e-7,-33311.9979084536,-409.2805458629325,-675898.5196901128,130982.40720143488,353353.2597842472,-0.0025048612909601697,0.0,0.0,0.0,3.2641997122945835e-7,21822.01327720193,-545.3399846671537,-502323.2999002906,64648.86422009026,102057.77635801025,-0.002255152077019054,0.0,0.0,0.0,3.2645059972249223e-7,11489.984631251671,-136.0594388042212,-177070.30965753552
t51,390913.7006811531,307527.43222366355,-0.005851924510105605,0.0,0.0,0.0,3.2626165552434906e-7,-33311.99790845508,-409.2805458630941,-643022.780741434,142961.3263338611,327103.7580419971,-0.002504863690132225,0.0,0.0,0.0,3.2641997117868126e-7,21822.013277551283,-545.3399846596234,-488052.71726507833,61175.00574133964,100343.87387073407,-0.0022551341826415883,0.0,0.0,0.0,3.2645059961133864e-7,11489.984630903798,-136.0594387965293,-171882.54868983387
t52,390730.3572283663,288519.0604157781,-0.00585191650912123,0.0,0.0,0.0,3.262616554704193e-7,-33311.997908455276,-409.2805458631131,-623851.4939091479,146792.62488020014,321102.557291261,-0.00250486320812264,0.0,0.0,0.0,3.2641997115344476e-7,21822.013277999227,-545.3399846497043,-485882.81503465003,68867.0768333132,91120.98806650983,-0.002255128607741838,0.0,0.0,0.0,3.264505994686483e-7,11489.98463045605,-136.05943878659122,-170351.73397805306
t53,396547.88379280636,283037.92626162333,-0.005851743066647153,0.0,0.0,0.0,3.2626165536557866e-7,-33311.9979084576,-409.2805458638409,-624184.9075931876,259455.133551628,225732.77923766553,-0.002504871061727837,0.0,0.0,0.0,3.264199709872662e-7,21822.013278403443,-545.3399846286571,-503175.5456231051,147548.14654970687,16376.299036422028,-0.002255174661189338,0.0,0.0,0.0,3.2645059793754224e-7,11489.984630054154,-136.05943876481618,-174288.11466548944
t54,656542.2722357716,47813.3260420943,-0.0016482324906133689,0.0,0.0,0.0,3.262616539211105e-7,-33311.9971208556,-409.2805406165638,-648782.7895588104,618694.7095210976,0.002504886496270467,-100012.82393981448,0.0,0.0,0.0,3.2637743999316727e-7,21822.01527082041,-545.3399561608979,-535403.7313964857,219639.53955356093,0.0022551563117496343,-41872.23122006265,0.0,0.0,0.0,3.2640335669035965e-7,11489.981850035188,-136.0594155443341,-187044.90393032954
t55,1.2748113146918307e6,0.001672473255936717,-497672.76872832084,0.0,0.0,0.0,3.2614327876975963e-7,-33311.998612493335,-409.28055063746166,-686084.8825887067,919168.9299288078,0.0025048609007997935,-350177.00559910596,0.0,0.0,0.0,3.2637743925334836e-7,21822.01676250908,-545.3399661840413,-585758.7605934164,284410.67543108825,0.002255128501690365,-83957.60547160642,0.0,0.0,0.0,3.264033554594251e-7,11489.981849984255,-136.05941554657957,-209673.01822153403
t56,1.582170838959778e6,7192.060405631738,-762103.0773512148,0.0,0.0,0.0,3.2614327636715914e-7,-33311.99861249272,-409.2805506375651,-736206.1569187522,1.252021058800688e6,0.002504736658185319,-630700.9991551493,0.0,0.0,0.0,3.263774364745018e-7,21822.01676363575,-545.3399661701526,-637703.4396137529,339982.57803135284,0.0022551483292968244,-116237.74204901367,0.0,0.0,0.0,3.2640335381880107e-7,11489.98184885697,-136.05941553258748,-232951.12129908992
