Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,0.06422304322692624,5631.431139387131,0.009207740749180049,3441.4259082084823,0.014064328373980138,0.12388301661140552,0.0001507762967945493,0.00016561205740940773,0.0,0.0,0.0,0.0,0.0,0.01853181301233822,2502.8609015248967,0.04213858860479341,0.0689820835734621,0.02283402813797329,0.00015808483180276958,0.00017005463616794235,0.0,0.0,0.0,0.0,0.0,0.0068500798673216375,0.013319126262189125,0.007662792778575005,0.0029386334721358638,0.011928326591833493,0.08184367782691271,0.00018897042276252605,0.00017493942324873718,0.0,0.0,0.006075929499324496,34755.249742377826,0.009186416713231869,0.0,0.00015533112883729273,0.006143819440029527,31687.416303775994,0.009569646137775672,0.0,0.0001588045498914086,0.0056072772313462745,8517.4402936397,0.009417827927765252,0.0,0.00015236499109147578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86536.36017204841
t1,0.0,0.0,2.113206458163179e-6,4.964676797949324e-7,1.109282179086906e-6,4.601160216938653e-7,1.6295071937685591e-6,1.3606930200015367e-5,2.9549832247855204e-8,3.2459791220536936e-8,0.0,0.0,0.0,0.0,0.0,2.053259395198357e-6,6.953692130590545e-7,5.590091841402761e-6,8.515022032486277e-6,2.7699974422344524e-6,3.402401839967313e-8,3.6598936144771644e-8,0.0,0.0,0.0,0.0,0.0,5.081566472998044e-7,1.2948547964042914e-6,3.639442793640194e-7,3.815837453713872e-7,1.3261051790901693e-6,8.701564596053053e-6,2.477020176583697e-8,2.291206793500745e-8,0.0,0.0,5.048145239576665e-7,6.44830704976184e-7,9.874578941188508e-7,0.0,2.0461446024688116e-8,6.358707390678033e-7,1.0838804727358542e-6,1.0745192300657968e-6,0.0,2.9849738734413586e-8,6.878460829382199e-7,1.2224702497496959e-6,1.1705839343846756e-6,0.0,3.076598799973039e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.988912475295369e-5
t2,0.0,0.0,2.4815345090859912e-6,5.983370568341475e-7,1.2059756974253734e-6,5.487791342855234e-7,1.7525217021660997e-6,1.509241487905144e-5,3.376823897507667e-8,3.709348791417896e-8,0.0,0.0,0.0,0.0,0.0,2.416348058579251e-6,8.492064326104887e-7,5.792337464238128e-6,9.456662639017983e-6,3.1528911703012632e-6,3.9894223130317225e-8,4.2915120494098084e-8,0.0,0.0,0.0,0.0,0.0,5.997088990623888e-7,1.5087429286769516e-6,4.3597988321159107e-7,4.210988190094107e-7,1.4353561753427212e-6,9.59501868092453e-6,2.756878253461639e-8,2.5451263774597795e-8,0.0,0.0,5.589216574357315e-7,7.440557376614938e-7,1.0643810251131285e-6,0.0,2.222149016023206e-8,7.216725969860195e-7,1.3552078279093922e-6,1.159768737639348e-6,0.0,3.32544900909753e-8,7.96504882640321e-7,1.6300125379138458e-6,1.2830862023716918e-6,0.0,3.481662541647438e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.695350905798482e-5
t3,0.0,0.0,3.0171375789385456e-6,7.547400110855445e-7,1.3261618195697141e-6,6.818303702303149e-7,1.918391373167494e-6,1.709458295101043e-5,3.944206904903413e-8,4.332566234999316e-8,0.0,0.0,0.0,0.0,0.0,2.993652579578906e-6,1.1059925886860085e-6,6.079563844535143e-6,1.0835910951676776e-5,3.7194413291753627e-6,4.828974721434169e-8,5.1949483509103345e-8,0.0,0.0,0.0,0.0,0.0,7.304394755927731e-7,1.8023103256829167e-6,5.427756857239784e-7,4.679675827155124e-7,1.5708321005310433e-6,1.0722250819814201e-5,3.111097063661407e-8,2.865382725818183e-8,0.0,0.0,6.35617071830482e-7,8.889760403236799e-7,1.1572653077803591e-6,0.0,2.4334635145443483e-8,8.48704909907002e-7,1.807727779379396e-6,1.2681185732793033e-6,0.0,3.75789994116161e-8,9.751434015401508e-7,2.4451578053855474e-6,1.4381743662984339e-6,0.0,4.015814695245346e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.717371018496581e-5
t4,0.0,0.0,3.907841480707802e-6,1.0323285831201714e-6,1.4869517053552693e-6,9.111235416478745e-7,2.1700657179691537e-6,2.007185698922674e-5,4.7504989169800844e-8,5.218179547842224e-8,0.0,0.0,0.0,0.0,0.0,4.1534581917162025e-6,1.6561421115155543e-6,6.5459208768078045e-6,1.3184875410167276e-5,4.69612250005842e-6,6.133780400214328e-8,6.599377100828085e-8,0.0,0.0,0.0,0.0,0.0,9.359297088215766e-7,2.2467936873388385e-6,7.194195572592361e-7,5.302003294834824e-7,1.752539357804844e-6,1.222924778559618e-5,3.574835946429837e-8,3.2825873197568815e-8,0.0,0.0,7.576054752270843e-7,1.1280604359807608e-6,1.3685676775918688e-6,0.0,2.6920636194337426e-8,1.064653853213345e-6,2.7138018013816767e-6,1.5536760736075013e-6,0.0,4.326908592612852e-8,1.3454483033268627e-6,4.8910649983277695e-6,1.8928984773938114e-6,0.0,4.753909055716228e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.535991603564525e-5
t5,0.0,0.0,5.808696376192411e-6,1.687717517066398e-6,1.723685163190029e-6,1.4272256056359914e-6,2.6219306616600017e-6,2.524960061023058e-5,5.992010053337359e-8,6.58183668261919e-8,0.0,0.0,0.0,0.0,0.0,8.531564848361732e-6,4.292472852078448e-6,7.414442194467316e-6,1.8626578373009636e-5,7.041937827324455e-6,8.083612185846682e-8,8.697463053132201e-8,0.0,0.0,0.0,0.0,0.0,1.31183764570001e-6,3.026519125688069e-6,1.0701839652185045e-6,6.243668847400273e-7,2.0227239829909236e-6,1.4412361134797627e-5,4.209709404062839e-8,3.849825383170043e-8,0.0,0.0,9.828255171366385e-7,1.6064223832553973e-6,1.5513329089608956e-6,0.0,3.016662770243596e-8,1.5373265081768619e-6,5.43492017313619e-6,1.8220603583662582e-6,0.0,5.110975324062209e-8,2.7809148414110785e-6,37.521460399103134,2.5036230456105326e-6,0.0,5.5412296708077465e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.52158602320688
t6,0.0,0.0,1.4823931125751985e-5,6.5746047703019205e-6,2.1358273314171325e-6,4.462029547518755e-6,3.7610520107430906e-6,3.790326184201047e-5,7.79369443258414e-8,8.560569554629822e-8,0.0,0.0,0.0,0.0,0.0,3.0873318060367134e-6,1.282908668582102e-6,6.083792439132396e-6,1.2160696835969399e-5,4.36751372348047e-6,6.969576628487099e-8,7.498487911249489e-8,0.0,0.0,0.0,0.0,0.0,2.2390221480174526e-6,4.8512483000594665e-6,2.077693763356056e-6,7.971348259756328e-7,2.492931932686968e-6,1.8000856519708136e-5,5.1343181790739224e-8,4.6680789906328213e-8,0.0,0.0,1.536457991135285e-6,3.0423958371864225e-6,1.8289976542479273e-6,0.0,3.436894973478251e-8,3.7302281373071886e-6,154.89692766281883,2.3535215708779e-6,0.0,5.919797717721451e-8,1.1581153369280962e-6,1.9383753939323435e-6,1.6525935936559694e-6,0.0,5.095400355891398e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.89707255611015
t7,0.0,0.0,4.388112076939891e-6,1.300735467612665e-6,1.6590450456803262e-6,1.114397921996931e-6,2.332762492265105e-6,2.311471720945412e-5,6.706194324698028e-8,7.366140889075087e-8,0.0,0.0,0.0,0.0,0.0,2.0883203553103853e-6,8.371589167231025e-7,5.358514445053992e-6,9.764843886575606e-6,3.409408059857152e-6,6.084920396858131e-8,6.546566349414664e-8,0.0,0.0,0.0,0.0,0.0,1.0483097786258082e-5,1.6519841042835902e-5,1.7878869265370114e-5,1.2732466373643195e-6,3.622102843734546e-6,2.5637995450827357e-5,6.610363648801417e-8,5.9559168494513437e-8,0.0,0.0,3.8017243792058154e-6,166.63472013651835,2.7595956921262467e-6,0.0,3.996589413448256e-8,1.3153513702323519e-6,2.0332300762999705e-6,1.854612786267712e-6,0.0,5.424566116181292e-8,8.137009817124415e-7,1.216875236592738e-6,1.4869645176025854e-6,0.0,4.680423744375753e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.63486673545916
t8,0.0,0.0,2.8633170127646747e-6,8.046768762872192e-7,1.4050598261248798e-6,7.082058600865226e-7,1.863628181589922e-6,1.800143941905417e-5,5.846562217316823e-8,6.422096844752794e-8,0.0,0.0,0.0,0.0,0.0,1.6687354452457848e-6,6.554664873312966e-7,4.909857230187608e-6,8.566590949554427e-6,2.9286447303376363e-6,5.3843980165226584e-8,5.7927467902746447e-8,0.0,0.0,0.0,0.0,0.0,2.686422339769488e-6,4.732372486460738e-6,1.9054435241894037e-6,8.170343536829664e-7,2.7459947783612087e-6,2.095999440653029e-5,6.639095671556954e-8,5.985661056519967e-8,0.0,0.0,2.1334299057204533e-6,5.371516882946302e-6,2.174947079553111e-6,0.0,3.9635085528311934e-8,8.944317270416036e-7,1.2720078812496799e-6,1.4382484167421825e-6,0.0,4.9685128389291445e-8,6.668967997123889e-7,9.505745026008563e-7,1.2416917893248237e-6,0.0,4.314829640793734e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485980300874462e-5
