Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,0.5124473833922533,1729.9232248459025,0.17876657573957072,0.16159338443910226,0.2925402168402219,2.5157724889524604,0.0024951144015992847,0.0028630093733020457,0.0,0.0,0.0,0.0,0.0,0.3941719964436309,1549.5262337047518,0.7451134802891515,1.5659801016234853,0.49043330314312933,0.0027705980584788515,0.0033526587724580217,0.0,0.0,0.0,0.0,0.0,0.1630377652188279,0.28986668797599663,16.911067011171024,0.06100860940518077,0.2501087031297774,1.6018571163083961,0.003465706480962295,0.003173135643520046,0.0,0.0,21228.406185573116,11025.817961313405,0.20410742042213495,0.0,0.005972452099077663,280.7713546850333,10313.963806943124,0.20582935468096883,0.0,0.00574126759447703,0.4623443693265956,6255.027727918305,0.20377974946827881,0.0,0.00562259827449162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52410.68177724231
t1,0.0,0.0,3.705032127092568e-5,8.69931062593068e-6,1.9563680658031215e-5,8.231925769410143e-6,3.119708465697065e-5,0.00024624298457987534,3.137650727023217e-7,3.597227911768749e-7,0.0,0.0,0.0,0.0,0.0,2.7937918906177448e-5,9.625676503745106e-6,8.704082119140514e-5,0.00015296341218576598,4.3384719879528414e-5,3.797258979693518e-7,4.4837243153126146e-7,0.0,0.0,0.0,0.0,0.0,1.0262246784471125e-5,2.607010310944657e-5,7.864014945194504e-6,7.94397104674572e-6,2.6592303387466448e-5,0.00016057045923015517,4.586725546236111e-7,4.168728170344236e-7,0.0,0.0,8.10069451976771e-6,1.1399106269160224e-5,2.0884152865706935e-5,0.0,7.786145338034249e-7,9.19020339404379e-6,1.1902763048995245e-5,2.0541371210002405e-5,0.0,6.964313923025743e-7,1.1791789917223967e-5,1.542081094344097e-5,1.9066566076339012e-5,0.0,7.637602901864702e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001044154350757256
t2,0.0,0.0,3.317832410139249e-5,7.620235223191207e-6,1.8333570168688917e-5,7.2492807446434035e-6,2.956137245112374e-5,0.00022906608695070422,2.870251202871191e-7,3.315625866486351e-7,0.0,0.0,0.0,0.0,0.0,2.4618333902030408e-5,8.502543029037248e-6,8.208417697480534e-5,0.00014534867571319927,4.041527378782748e-5,3.4486445623053124e-7,4.0261646186079465e-7,0.0,0.0,0.0,0.0,0.0,8.904658592182019e-6,2.2956233438528783e-5,6.7060059652249755e-6,7.1722004058831405e-6,2.473616022480505e-5,0.00014965636284296722,4.1526542507313877e-7,3.712431358832232e-7,0.0,0.0,7.522970478117539e-6,1.0691172002161005e-5,1.85205971847937e-5,0.0,7.157348813643946e-7,8.768249786957253e-6,1.1146599529013126e-5,1.841293576074105e-5,0.0,6.51323552250008e-7,1.082787057489215e-5,1.3781444762734863e-5,1.69829319015174e-5,0.0,7.044690959397733e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009669883712127006
t3,0.0,0.0,2.908276836435191e-5,6.4846438513258625e-6,1.7136596795050505e-5,6.2546553111487845e-6,2.788267860838692e-5,0.00021277173563934637,2.6662301747468825e-7,3.0829134654476334e-7,0.0,0.0,0.0,0.0,0.0,2.1709038409432697e-5,7.531278978496218e-6,7.707193237112693e-5,0.00013668524465540428,3.757144011322158e-5,3.1854883983604124e-7,3.6943489698878536e-7,0.0,0.0,0.0,0.0,0.0,7.5249756071695795e-6,1.925667839056936e-5,5.371527012681332e-6,6.265432083060795e-6,2.29862333104549e-5,0.00013646400027453217,3.792234958166176e-7,3.3685276486391354e-7,0.0,0.0,7.135651650369057e-6,1.0248585099896522e-5,1.735085679141138e-5,0.0,6.613002633049985e-7,8.396052787233629e-6,1.0396103030502197e-5,1.7382076162784098e-5,0.0,6.10870483528378e-7,9.717713355189042e-6,1.1627315771245068e-5,1.6098291784771672e-5,0.0,6.555951220842298e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008903102464396052
t4,0.0,0.0,2.5687646934350017e-5,5.623244623244816e-6,1.6004725615678137e-5,5.469226113404018e-6,2.614909273120566e-5,0.00019808278425073052,2.5044327732801916e-7,2.890108882980656e-7,0.0,0.0,0.0,0.0,0.0,1.915911736235242e-5,6.699753821983137e-6,7.177170671000523e-5,0.0001273235583256979,3.482944100637388e-5,2.9784607284230764e-7,3.442760711483713e-7,0.0,0.0,0.0,0.0,0.0,6.468328385659468e-6,1.6331463692860303e-5,4.427339522567726e-6,5.446432740297917e-6,2.1319238710966816e-5,0.00012615603404605606,3.491924547488534e-7,3.0996637616213365e-7,0.0,0.0,6.856194742427877e-6,9.588856925016332e-6,1.65788493406027e-5,0.0,6.168912894401569e-7,8.044247024439267e-6,9.704773663068946e-6,1.667411883108589e-5,0.0,5.779515059454069e-7,8.70570312481447e-6,9.954716795233808e-6,1.5595829147581373e-5,0.0,6.182960048145204e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223062981284326
t5,0.0,0.0,2.2880930682357777e-5,4.95855361750948e-6,1.4933149119649179e-5,4.84608905552729e-6,2.4314469176559865e-5,0.00018436990759370758,2.3651984178246528e-7,2.7239866346836014e-7,0.0,0.0,0.0,0.0,0.0,1.6882834577207044e-5,5.9818456101150424e-6,6.59484810457294e-5,0.0001171040071331331,3.2057550186235134e-5,2.7959994402871637e-7,3.22241735276124e-7,0.0,0.0,0.0,0.0,0.0,5.656394427687446e-6,1.4050431105582615e-5,3.751671367123185e-6,4.74019581338802e-6,1.9688521973357e-5,0.00011688026503226055,3.237035005495505e-7,2.8757954767226404e-7,0.0,0.0,6.491361478992339e-6,8.60235729401567e-6,1.4862363620498631e-5,0.0,5.802855358500345e-7,7.556374804641113e-6,8.653880117588204e-6,1.5049175080456105e-5,0.0,5.491465772081491e-7,7.777008652541767e-6,8.683230681297873e-6,1.3780550967685982e-5,0.0,5.879383387520414e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007539410138994351
t6,0.0,0.0,2.052485523666808e-5,4.434182028571893e-6,1.3909953094283226e-5,4.346057409719767e-6,2.232790248381321e-5,0.0001710477880889608,2.2387260629966145e-7,2.577150002702776e-7,0.0,0.0,0.0,0.0,0.0,1.4639965502577736e-5,5.291775626499541e-6,5.943247148560263e-5,0.0001050608599120821,2.8943663303928612e-5,2.630939913805916e-7,3.0216554171321496e-7,0.0,0.0,0.0,0.0,0.0,5.021118585991721e-6,1.223196338970164e-5,3.2494295859331963e-6,4.129424433764507e-6,1.8034966926371724e-5,0.00010805517337467252,3.01562970830791e-7,2.680618541235939e-7,0.0,0.0,6.068102904282963e-6,7.6530129638085e-6,1.396348332637163e-5,0.0,5.524891141723897e-7,6.982693094982467e-6,7.679405936764135e-6,1.4220268665804616e-5,0.0,5.230496913445468e-7,6.8364429430556695e-6,7.613646445590352e-6,1.2863655462158246e-5,0.0,5.639644831313818e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000687818237465228
t7,0.0,0.0,1.8430280090853666e-5,4.006022234389062e-6,1.2912121586665887e-5,3.927575543422184e-6,2.0064137806050245e-5,0.00015694433490347665,2.124378794467329e-7,2.4472154610117976e-7,0.0,0.0,0.0,0.0,0.0,1.6341046795319435e-5,5.891715075125769e-6,6.354735067544564e-5,0.00011675678162053322,3.237731969544353e-5,2.736830981081424e-7,3.1658642528497604e-7,0.0,0.0,0.0,0.0,0.0,4.491677475080045e-6,1.067642277485762e-5,2.827657623207164e-6,3.5799189119902704e-6,1.6183208442739547e-5,9.905877500817291e-5,2.8236791535676066e-7,2.507125248176826e-7,0.0,0.0,5.593419815906091e-6,6.741839243089867e-6,1.3164295433372656e-5,0.0,5.253251491885567e-7,6.344897098177362e-6,6.770043183119213e-6,1.3517245698926739e-5,0.0,5.028503968081386e-7,8.493418003048053e-6,8.838993831742382e-6,1.4582073703261261e-5,0.0,5.851188466578893e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006752563760551865
t8,0.0,0.0,1.7235500151948042e-5,3.965391220971324e-6,1.2287778518929047e-5,3.7577240010566205e-6,1.834602945953979e-5,0.00014714506988914861,2.0541018880983944e-7,2.368957755369437e-7,0.0,0.0,0.0,0.0,0.0,1.8545289966557966e-5,6.671314999792393e-6,6.811526756663879e-5,0.00013036298211330574,3.642444852451659e-5,2.8847012715527493e-7,3.3701160084940946e-7,0.0,0.0,0.0,0.0,0.0,4.285258705715456e-6,9.755526571549985e-6,2.642873034120458e-6,3.2551393610741217e-6,1.494264030241589e-5,9.362556125360683e-5,2.727046268831377e-7,2.4145220455628697e-7,0.0,0.0,5.6302114158529015e-6,6.855565455715093e-6,1.2167881273034708e-5,0.0,5.163144796239708e-7,6.199235581098545e-6,6.923611919363994e-6,1.2448644903320813e-5,0.0,4.90107484684762e-7,1.1311798244776727e-5,1.0312371461096341e-5,1.563804510155647e-5,0.0,6.114048885951547e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006820509323733981
