Zone,1,2,3
AnnualMean,44.159836,46.808163,50.466496
t1,110.09802538020699,92.43634378977659,90.33575762450329
t2,110.09802537888217,92.43634378830502,90.33575761830721
t3,110.0980253779041,92.43634378670758,90.33575760923848
t4,110.09802537696639,92.43634378375447,90.3357575913417
t5,110.09802537506941,92.43634374106577,19.399052604543765
t6,110.09802527592977,5.398262447842556e-8,1.2093816703519686e-7
t7,45.4938166446104,1.5104085436904112e-8,2.6876885385662488e-8
t8,26.26344157216865,7.615403711488422e-9,1.0014057988841118e-8
t9,4.265064195948758e-7,6.743473445898054e-9,7.18797310425881e-9
t10,2.5165177851022766e-7,8.370952678893968e-9,7.303340851366026e-9
t11,1.57754335162596e-7,9.813445584493596e-9,1.0108709549439205e-8
t12,1.3242488925665407e-7,1.143761704660983e-8,1.6626282479686322e-8
t13,1.3989672695381658e-7,1.3273363640146355e-8,5.747085049758174e-8
t14,1.663294056848712e-7,1.5236198270440926e-8,9.568917930823532e-8
t15,1.9476298195442748e-7,2.274051353795041e-8,1.0529309355105466e-7
t16,2.42323128864601e-7,3.563553608594223e-8,1.173964963645482e-7
t17,3.2046687110847976e-7,5.004614779586467e-8,1.4963497352188544e-7
t18,49.573538576672924,21.481028910851443,2.522272631095684e-7
t19,57.21591450543207,21.48102896284371,2.9303557322376103e-7
t20,55.31258993998981,21.481028988406983,2.9978636588374215e-7
t21,53.749783411425774,21.481028979478157,3.0319349238957477e-7
t22,53.74978340617683,21.481028965425573,2.9714945019178277e-7
t23,53.74978340306968,21.4810289575939,2.940044330774829e-7
t24,53.74978340077706,21.481028953823433,2.870805851434027e-7
t25,53.74978339909894,21.48102895200206,2.8094218506109e-7
t26,53.74978339704018,21.4810289502137,2.757302689056894e-7
t27,53.74978339563754,21.481028949217897,2.728659190869538e-7
t28,53.74978339369573,21.4810289477324,2.66366924502987e-7
t29,53.74978338959349,21.481028935402936,2.153492896249788e-7
t30,45.49381625432099,6.631292691700534e-8,1.0039922881759163e-7
t31,9.553507791979545e-8,2.281803058267163e-8,3.332561557551667e-8
t32,3.206335358239001e-8,8.027905118865714e-9,2.7159310014411635e-8
t33,1.0201294688052113e-8,5.614811150212708e-9,2.354720828040758e-8
t34,8.521243906042416e-9,5.49589354681276e-9,1.9034954970122845e-8
t35,1.0124666017760184e-8,7.495399579517323e-9,2.1474388662638274e-8
t36,1.2732952575206654e-8,1.0074576400504142e-8,2.9713394585261186e-8
t37,1.6305779670568098e-8,1.5025178419016126e-8,5.216067343539035e-8
t38,3.1138778094970625e-8,1.926887649941053e-8,7.923154308371207e-8
t39,4.8357424182112484e-8,2.3177223593263608e-8,9.636694614287812e-8
t40,6.413662017772362e-8,3.0050590105145095e-8,1.2231023620907232e-7
t41,8.856803065770036e-8,4.754701304175159e-8,2.3371209055633008e-7
t42,26.927462909658985,37.91209768783726,48.82523436856203
t43,26.3717801760906,44.096432372105646,48.82523438813975
t44,25.682708458183917,44.096432378437854,48.82523442926528
t45,24.118784297812745,44.096432378068926,48.825234434499734
t46,23.502448341395695,44.09643237738937,48.825234435850135
t47,23.502448325115033,44.09643237645025,48.82523443624826
t48,23.502448319367275,44.0964323755602,48.82523443366224
t49,23.502448316927897,44.096432375106744,48.82523443243871
t50,23.50244831524769,44.09643237448969,48.825234430020096
t51,23.502448312873288,44.09643237349313,48.82523442795477
t52,23.50244831135066,44.09643237314338,48.82523442484862
t53,23.502448308741332,44.09643236753454,48.82523437325909
t54,23.502448284275033,37.323220367196264,41.32567843432016
t55,8.655303807469306,37.32322032909626,41.32567837570238
t56,1.376455914883049e-7,35.34904861176998,41.32567826091961
t57,3.342263116728647e-8,1.076737294110819e-6,41.32567774283037
t58,2.8744277293282665e-8,4.33493604406053e-7,2.4978607324335916e-5
t59,2.534290568213326e-8,2.0333272881577887e-7,1.8510873111429713e-6
t60,5.440941037657636e-8,1.4474107324215495e-7,4.7014672892682933e-7
t61,8.196345235112367e-8,1.288043483303571e-7,2.404926119871986e-7
t62,8.07129822558496e-8,1.4607872910969788e-7,2.0837542012949403e-7
t63,9.100368324543391e-8,2.3131743312314953e-7,2.0917255106082922e-7
t64,1.1177760535043018e-7,4.928598791380182e-7,2.8320228328559195e-7
t65,2.1637611535252796e-7,114.46877214648725,1.3408871058420643e-6
t66,25.043350494955995,152.20188853700762,128.20083206757795
t67,29.29447858950865,152.20188871478933,128.20083221220636
t68,163.96701511099639,152.20188873069534,128.20083226464277
t69,26.964215792854304,152.20188871436116,128.20083225337277
t70,25.755580546452872,152.2018887050234,128.20083224697055
t71,23.873264293194794,152.20188870070524,128.20083223955828
t72,23.87326428749232,152.20188869863227,128.20083223753153
t73,23.873264285133786,152.20188869739238,128.2008322340382
t74,23.87326428347179,152.20188869637178,128.20083223015294
t75,23.87326428177428,152.201888695294,128.20083222647065
t76,23.87326427834284,152.20188869169962,128.2008322139662
t77,23.873264275010456,152.20188868162248,108.50918437132631
t78,23.873264224507682,104.49633856241472,108.50918406678254
t79,20.206330718476067,104.49633841122822,34.8970932930754
t80,20.206330680413817,104.49633834406717,2.188840446237406e-7
t81,2.1537615482663913e-6,2.6122813196362035e-6,2.8849576538351e-7
t82,2.3681627782776458e-7,4.617980695091543e-7,1.7794654689440424e-7
t83,1.1395552619276602e-7,2.6536739986962055e-7,1.576855775173755e-7
t84,7.318971750856586e-8,2.1159099885527418e-7,1.874567302091105e-7
t85,5.670828674820686e-8,1.7494258945349178e-7,2.3771230195933354e-7
t86,6.024105986437176e-8,1.9974553759379006e-7,4.304777908655948e-7
t87,6.681130029042e-8,2.4755785879428655e-7,1.1687178304105543e-6
t88,8.637762666982901e-8,4.149025347736841e-7,108.50917566847669
t89,1.3919797417317145e-7,3.152921446643898e-6,203.2363469131877
t90,6.18102241043445e-7,117.71120621488204,203.2363471540337
t91,140.21831705089994,123.45975711221854,203.23634719298903
t92,149.52689714758824,123.45975713275264,203.23634719948294
t93,130.05774665391579,123.45975711926023,203.23634719489326
t94,124.67746269977472,123.45975711679978,203.23634719174072
t95,115.88521866684344,123.4597571149,203.23634718912504
t96,110.09802533972227,123.45975711298703,203.2363471860343
t97,110.09802533620189,123.45975711147484,203.23634718594536
t98,110.09802533347586,123.4597571096163,203.23634718117847
t99,110.0980253310342,123.45975710727727,203.2363471755614
t100,110.09802532831678,123.45975710315946,203.236347161851
t101,110.0980253196827,123.45975700157086,203.2363470588619
t102,102.14744845037819,37.32322100849047,91.8421864277215
t103,44.969596758018476,1.1758919409246749e-7,91.84218625663954
t104,44.96959673459814,3.555388628037737e-8,91.84217105147778
t105,19.945756010282754,2.147296418221734e-8,1.1440277530495444e-6
t106,2.2695551485043897e-7,1.706567158218811e-8,6.788450786227716e-7
t107,9.837380250992931e-8,2.2976450667953997e-8,6.201140727431346e-7
t108,7.11018306282437e-8,2.5759025079980263e-8,4.2233623248985466e-7
t109,6.320092098203723e-8,3.0218860732919937e-8,3.082325178655596e-7
t110,7.121851650587226e-8,2.2488922161146218e-7,3.6937026838992563e-7
t111,6.874623672728104e-8,5.147950897338749e-7,5.461139747923798e-7
t112,9.318552665586914e-8,37.3232206931381,39.13396522380904
t113,1.4054190649490697e-7,37.32322106295219,108.50918775414026
t114,5.150816212567744e-7,44.09643318659886,108.50919925240461
t115,129.21361185938156,44.09643321869525,108.50919931828221
t116,124.76912713920947,44.09643323770104,108.50919932335569
t117,120.36750731561207,44.09643323162579,108.50919932262353
t118,115.62296516158194,44.09643322494589,108.509199320023
t119,107.9095610073961,44.096433219366105,108.50919932265944
t120,102.147447894936,44.09643321578884,108.50919932654674
